Symbol,Name,Sector,Industry,Currency,Volume,TimeZone,Market
HLIT,Harmonic Inc.,Technology,Communication Equipment,USD,541954.0,EDT,us_market
HLNE,Hamilton Lane Incorporated,Financial Services,Asset Management,USD,121094.0,EDT,us_market
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,USD,2097105.0,EDT,us_market
HLX,"Helix Energy Solutions Group, I",Energy,Oil & Gas Equipment & Services,USD,1786422.0,EDT,us_market
HLXA,Helix Acquisition Corp.,Financial Services,Shell Companies,USD,4436.0,EDT,us_market
HMC,"Honda Motor Company, Ltd.",Consumer Cyclical,Auto Manufacturers,USD,704569.0,EDT,us_market
HMCO,HumanCo Acquisition Corp.,Financial Services,Shell Companies,USD,12220.0,EDT,us_market
HMCOU,HumanCo Acquisition Corp.,Financial Services,Shell Companies,USD,2420.0,EDT,us_market
HMCOW,HumanCo Acquisition Corp.,,,USD,335.0,EDT,us_market
HMG,"HMG/Courtland Properties, Inc.",Real Estate,REIT—Retail,USD,2.0,EDT,us_market
HMHC,Houghton Mifflin Harcourt Compa,Consumer Defensive,Education & Training Services,USD,2736671.0,EDT,us_market
HMLP,Hoegh LNG Partners LP,Energy,Oil & Gas Midstream,USD,95638.0,EDT,us_market
HMN,Horace Mann Educators Corporati,Financial Services,Insurance—Property & Casualty,USD,128637.0,EDT,us_market
HMNF,"HMN Financial, Inc.",Financial Services,Banks—Regional,USD,2898.0,EDT,us_market
HMPT,Home Point Capital Inc.,Financial Services,Mortgage Finance,USD,1003698.0,EDT,us_market
HMST,"HomeStreet, Inc.",Financial Services,Banks—Regional,USD,154364.0,EDT,us_market
HMTV,"Hemisphere Media Group, Inc.",Communication Services,Entertainment,USD,35150.0,EDT,us_market
HMY,Harmony Gold Mining Company Lim,Basic Materials,Gold,USD,8075010.0,EDT,us_market
HNGR,"Hanger, Inc.",Healthcare,Medical Care Facilities,USD,221378.0,EDT,us_market
HNI,HNI Corporation,Industrials,Business Equipment & Supplies,USD,142166.0,EDT,us_market
HNNA,"Hennessy Advisors, Inc.",Financial Services,Asset Management,USD,1821.0,EDT,us_market
HNP,Huaneng Power Intl,Utilities,Utilities—Independent Power Producers,USD,18370.0,EDT,us_market
HNRG,Hallador Energy Company,Energy,Thermal Coal,USD,306376.0,EDT,us_market
HNW,Pioneer Diversified High Income,Financial Services,Asset Management,USD,68475.0,EDT,us_market
HOFT,Hooker Furniture Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USD,16601.0,EDT,us_market
HOFV,Hall of Fame Resort & Entertain,Communication Services,Entertainment,USD,2348711.0,EDT,us_market
HOFVW,Hall of Fame Resort & Entertain,,,USD,71831.0,EDT,us_market
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,USD,1828518.0,EDT,us_market
HOL,Holicity Inc.,Financial Services,Shell Companies,USD,1111044.0,EDT,us_market
HOLI,Hollysys Automation Technologie,Industrials,Electrical Equipment & Parts,USD,148523.0,EDT,us_market
HOLUU,Holicity Inc.,Financial Services,Shell Companies,USD,2145.0,EDT,us_market
HOLUW,Holicity Inc.,,,USD,11936.0,EDT,us_market
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USD,2416790.0,EDT,us_market
HOMB,"Home BancShares, Inc.",Financial Services,Banks—Regional,USD,307366.0,EDT,us_market
HOME,At Home Group Inc.,Consumer Cyclical,Specialty Retail,USD,3833118.0,EDT,us_market
HON,Honeywell International Inc.,Industrials,Specialty Industrial Machinery,USD,1957122.0,EDT,us_market
HONE,"HarborOne Bancorp, Inc.",Financial Services,Banks—Regional,USD,206811.0,EDT,us_market
HOOK,HOOKIPA Pharma Inc.,Healthcare,Biotechnology,USD,261595.0,EDT,us_market
HOPE,"Hope Bancorp, Inc.",Financial Services,Banks—Regional,USD,384100.0,EDT,us_market
HOTH,"Hoth Therapeutics, Inc.",Healthcare,Biotechnology,USD,745435.0,EDT,us_market
HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction,USD,74398.0,EDT,us_market
HOVNP,Hovnanian Enterprises Inc - Dep,,,USD,771.0,EDT,us_market
HOWL,"Werewolf Therapeutics, Inc.",Healthcare,Biotechnology,USD,165156.0,EDT,us_market
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,USD,1339339.0,EDT,us_market
HPE,Hewlett Packard Enterprise Comp,Technology,Communication Equipment,USD,8737634.0,EDT,us_market
HPF,John Hancock Pfd Income Fund II,Financial Services,Asset Management,USD,48142.0,EDT,us_market
HPI,John Hancock Preferred Income F,Financial Services,Asset Management,USD,49983.0,EDT,us_market
HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USD,10804.0,EDT,us_market
HPKEW,"HighPeak Energy, Inc.",,,USD,3492.0,EDT,us_market
HPP,"Hudson Pacific Properties, Inc.",Real Estate,REIT—Office,USD,884854.0,EDT,us_market
HPQ,HP Inc.,Technology,Computer Hardware,USD,6796621.0,EDT,us_market
HPS,John Hancock Preferred Income F,Financial Services,Asset Management,USD,49458.0,EDT,us_market
HPX,HPX Corp.,Financial Services,Shell Companies,USD,3327.0,EDT,us_market
HQH,Tekla Healthcare Investors,Financial Services,Asset Management,USD,145804.0,EDT,us_market
HQI,"HireQuest, Inc.",Industrials,Staffing & Employment Services,USD,10448.0,EDT,us_market
HQL,TeklaLife Sciences Investors,Financial Services,Asset Management,USD,65865.0,EDT,us_market
HQY,"HealthEquity, Inc.",Healthcare,Health Information Services,USD,172353.0,EDT,us_market
HR,Healthcare Realty Trust Incorpo,Real Estate,REIT—Healthcare Facilities,USD,627040.0,EDT,us_market
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,USD,1092925.0,EDT,us_market
HRC,Hill-Rom Holdings Inc,Healthcare,Medical Instruments & Supplies,USD,439811.0,EDT,us_market
HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,USD,143833.0,EDT,us_market
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,USD,1413694.0,EDT,us_market
HRMY,"Harmony Biosciences Holdings, I",Healthcare,Biotechnology,USD,65769.0,EDT,us_market
HROW,"Harrow Health, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,USD,146559.0,EDT,us_market
HRTG,"Heritage Insurance Holdings, In",Financial Services,Insurance—Property & Casualty,USD,224038.0,EDT,us_market
HRTX,"Heron Therapeutics, Inc.",Healthcare,Biotechnology,USD,737823.0,EDT,us_market
HRZN,Horizon Technology Finance Corp,Financial Services,Asset Management,USD,158515.0,EDT,us_market
HSAQ,Health Sciences Acquisitions Co,Financial Services,Shell Companies,USD,8913.0,EDT,us_market
HSBC,"HSBC Holdings, plc.",Financial Services,Banks—Diversified,USD,1079323.0,EDT,us_market
HSC,Harsco Corporation,Industrials,Specialty Industrial Machinery,USD,463663.0,EDT,us_market
HSDT,"Helius Medical Technologies, In",,,USD,21344.0,EDT,us_market
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,USD,1021552.0,EDT,us_market
HSII,Heidrick & Struggles Internatio,Industrials,Staffing & Employment Services,USD,68271.0,EDT,us_market
HSKA,Heska Corporation,Healthcare,Diagnostics & Research,USD,68797.0,EDT,us_market
HSON,"Hudson Global, Inc.",Industrials,Staffing & Employment Services,USD,9708.0,EDT,us_market
HST,Host Hotels,Real Estate,REIT—Hotel & Motel,USD,9182870.0,EDT,us_market
HSTM,"HealthStream, Inc.",Healthcare,Health Information Services,USD,101799.0,EDT,us_market
HSTO,Histogen Inc.,Healthcare,Biotechnology,USD,270809.0,EDT,us_market
HSY,The Hershey Company,Consumer Defensive,Confectioners,USD,781068.0,EDT,us_market
HT,Hersha Hospitality Trust,Real Estate,REIT—Hotel & Motel,USD,287484.0,EDT,us_market
HTA,"Healthcare Trust of America, In",Real Estate,REIT—Healthcare Facilities,USD,1400132.0,EDT,us_market
HTBI,"HomeTrust Bancshares, Inc.",Financial Services,Banks—Regional,USD,40243.0,EDT,us_market
HTBK,Heritage Commerce Corp,Financial Services,Banks—Regional,USD,107740.0,EDT,us_market
HTBX,"Heat Biologics, Inc.",Healthcare,Biotechnology,USD,400440.0,EDT,us_market
HTD,John Hancock Tax Advantaged Div,Financial Services,Asset Management,USD,60464.0,EDT,us_market
HTFB,Horizon Technology Finance Corp,,,USD,4305.0,EDT,us_market
HTGC,"Hercules Capital, Inc.",Financial Services,Mortgage Finance,USD,779443.0,EDT,us_market
HTGM,"HTG Molecular Diagnostics, Inc.",Healthcare,Diagnostics & Research,USD,59141.0,EDT,us_market
HTH,Hilltop Holdings Inc.,Financial Services,Banks—Regional,USD,435991.0,EDT,us_market
HTHT,Huazhu Group Limited,Consumer Cyclical,Lodging,USD,1268845.0,EDT,us_market
HTIA,"Healthcare Trust, Inc. - 7.375%",Real Estate,REIT—Healthcare Facilities,USD,332773.0,EDT,us_market
HTLD,"Heartland Express, Inc.",Industrials,Trucking,USD,152027.0,EDT,us_market
HTLF,"Heartland Financial USA, Inc.",Financial Services,Banks—Regional,USD,94739.0,EDT,us_market
HTLFP,"Heartland Financial USA, Inc. -",Financial Services,Banks—Regional,USD,12170.0,EDT,us_market
HTOO,Fusion Fuel Green PLC,Utilities,Utilities—Renewable,USD,69084.0,EDT,us_market
HTOOW,Fusion Fuel Green PLC,,,USD,48959.0,EDT,us_market
HTPA,Highland Transcend Partners I C,Financial Services,Shell Companies,USD,6369.0,EDT,us_market
HTY,John Hancock Tax-Advantaged Glo,Financial Services,Asset Management,USD,17286.0,EDT,us_market
HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,USD,210932.0,EDT,us_market
HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USD,302396.0,EDT,us_market
HUBS,"HubSpot, Inc.",Technology,Software—Application,USD,1152309.0,EDT,us_market
HUDI,"Huadi International Group Co., ",Basic Materials,Steel,USD,27077.0,EDT,us_market
HUGE,FSD Pharma Inc.,Healthcare,Drug Manufacturers—Specialty & Generic,USD,352505.0,EDT,us_market
HUGS,USHG Acquisition Corp.,Financial Services,Shell Companies,USD,79546.0,EDT,us_market
HUIZ,Huize Holding Limited,Financial Services,Insurance Brokers,USD,219340.0,EDT,us_market
HUM,Humana Inc.,Healthcare,Healthcare Plans,USD,635473.0,EDT,us_market
HUN,Huntsman Corporation,Basic Materials,Chemicals,USD,1702208.0,EDT,us_market
HURC,"Hurco Companies, Inc.",Industrials,Specialty Industrial Machinery,USD,13958.0,EDT,us_market
HURN,Huron Consulting Group Inc.,Industrials,Consulting Services,USD,113362.0,EDT,us_market
HUSA,Houston American Energy Corpora,Energy,Oil & Gas E&P,USD,134063.0,EDT,us_market
HUSN,Hudson Capital Inc.,Financial Services,Capital Markets,USD,275116.0,EDT,us_market
HUYA,HUYA Inc.,Communication Services,Entertainment,USD,2326697.0,EDT,us_market
HVBC,"HV Bancorp, Inc.",Financial Services,Banks—Regional,USD,3525.0,EDT,us_market
HVT,"Haverty Furniture Companies, In",Consumer Cyclical,Home Improvement Retail,USD,216351.0,EDT,us_market
HVT-A,"Haverty Furniture Companies, In",Consumer Cyclical,Home Improvement Retail,USD,33.0,EDT,us_market
HWBK,"Hawthorn Bancshares, Inc.",Financial Services,Banks—Regional,USD,9842.0,EDT,us_market
HWC,Hancock Whitney Corporation,Financial Services,Banks—Regional,USD,282292.0,EDT,us_market
HWCC,Houston Wire & Cable Company,Industrials,Industrial Distribution,USD,102793.0,EDT,us_market
HWCPL,Hancock Whitney Corporation - 5,,,USD,4471.0,EDT,us_market
HWCPZ,Hancock Whitney Corporation - 6,,,USD,18261.0,EDT,us_market
HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USD,42879.0,EDT,us_market
HWM,Howmet Aerospace Inc.,Industrials,Specialty Industrial Machinery,USD,4697232.0,EDT,us_market
HX,Xiaobai Maimai Inc.,Consumer Cyclical,Internet Retail,USD,117850.0,EDT,us_market
HXL,Hexcel Corporation,Industrials,Aerospace & Defense,USD,771150.0,EDT,us_market
HY,"Hyster-Yale Materials Handling,",Industrials,Farm & Heavy Construction Machinery,USD,61339.0,EDT,us_market
HYACU,Haymaker Acquisition Corp. III,Financial Services,Shell Companies,USD,24683.0,EDT,us_market
HYACW,Haymaker Acquisition Corp. III Warrant,,,,51808.0,EDT,us_market
HYB,"New America High Income Fund, I",Financial Services,Asset Management,USD,24620.0,EDT,us_market
HYFM,"Hydrofarm Holdings Group, Inc.",Industrials,Farm & Heavy Construction Machinery,USD,270537.0,EDT,us_market
HYI,Western Asset High Yield Define,Financial Services,Asset Management,USD,35839.0,EDT,us_market
HYLN,Hyliion Holdings Corp.,Consumer Cyclical,Auto Parts,USD,2595016.0,EDT,us_market
HYMC,Hycroft Mining Holding Corporat,Basic Materials,Other Precious Metals & Mining,USD,243979.0,EDT,us_market
HYMCL,Hycroft Mining Holding Corporat,,,USD,7624.0,EDT,us_market
HYMCW,Hycroft Mining Holding Corporat,,,USD,73143.0,EDT,us_market
HYMCZ,Hycroft Mining Holding Corporat,,,USD,34927.0,EDT,us_market
HYMU,BlackRock High Yield Muni Incom,,,USD,358.0,EDT,us_market
HYRE,HyreCar Inc.,Industrials,Rental & Leasing Services,USD,238088.0,EDT,us_market
HYT,Blackrock Corporate High Yield ,Financial Services,Asset Management,USD,441317.0,EDT,us_market
HYW,Hywin Holdings Ltd.,Financial Services,Asset Management,USD,18654.0,EDT,us_market
HZAC,Horizon Acquisition Corporation,Financial Services,Shell Companies,USD,351594.0,EDT,us_market
HZN,Horizon Global Corporation,Consumer Cyclical,Auto Parts,USD,193511.0,EDT,us_market
HZNP,Horizon Therapeutics Public Lim,Healthcare,Drug Manufacturers—General,USD,1195184.0,EDT,us_market
HZO,"MarineMax, Inc.  (FL)",Consumer Cyclical,Specialty Retail,USD,838872.0,EDT,us_market
HZON,Horizon Acquisition Corporation,Financial Services,Shell Companies,USD,351286.0,EDT,us_market
IAA,"IAA, Inc.",Industrials,Specialty Business Services,USD,756162.0,EDT,us_market
IAC,IAC/InterActiveCorp,Communication Services,Internet Content & Information,USD,609567.0,EDT,us_market
IACA,ION Acquisition Corp 1 Ltd.,Financial Services,Shell Companies,USD,132195.0,EDT,us_market
IACB,ION Acquisition Corp 2 Ltd.,Financial Services,Shell Companies,USD,191837.0,EDT,us_market
IACC,ION Acquisition Corp 3 Ltd.,Financial Services,Shell Companies,USD,136462.0,EDT,us_market
IAE,Voya Asia Pacific High Dividend,Financial Services,Asset Management,USD,17066.0,EDT,us_market
IAF,61617,Financial Services,Asset Management,USD,45670.0,EDT,us_market
IAG,Iamgold Corporation,Basic Materials,Gold,USD,3592850.0,EDT,us_market
IART,Integra LifeSciences Holdings C,Healthcare,Medical Devices,USD,159419.0,EDT,us_market
IBA,"Industrias Bachoco, S.A.B. de C",Consumer Defensive,Farm Products,USD,5658.0,EDT,us_market
IBCP,Independent Bank Corporation,Financial Services,Banks—Regional,USD,49576.0,EDT,us_market
IBER,Ibere Pharmaceuticals,Financial Services,Shell Companies,USD,204.0,EDT,us_market
IBEX,IBEX Limited,Technology,Software—Application,USD,20395.0,EDT,us_market
IBHF,iShares iBonds 2026 Term High Y,,,USD,157.0,EDT,us_market
IBIO,"iBio, Inc.",Healthcare,Biotechnology,USD,110410300.0,EDT,us_market
IBKR,"Interactive Brokers Group, Inc.",Financial Services,Capital Markets,USD,846764.0,EDT,us_market
IBM,International Business Machines,Technology,Information Technology Services,USD,6895728.0,EDT,us_market
IBN,ICICI Bank Limited,Financial Services,Banks—Regional,USD,5793298.0,EDT,us_market
IBOC,International Bancshares Corpor,Financial Services,Banks—Regional,USD,92916.0,EDT,us_market
IBP,"Installed Building Products, In",Industrials,Building Products & Equipment,USD,856780.0,EDT,us_market
IBRX,"ImmunityBio, Inc.",Healthcare,Biotechnology,USD,1695248.0,EDT,us_market
IBTX,"Independent Bank Group, Inc",Financial Services,Banks—Regional,USD,66397.0,EDT,us_market
ICAD,icad inc.,Healthcare,Health Information Services,USD,61938.0,EDT,us_market
ICBK,"County Bancorp, Inc.",Financial Services,Banks—Regional,USD,11889.0,EDT,us_market
ICCC,ImmuCell Corporation,Healthcare,Biotechnology,USD,5099.0,EDT,us_market
ICCH,"ICC Holdings, Inc.",Financial Services,Insurance—Specialty,USD,15.0,EDT,us_market
ICD,"Independence Contract Drilling,",Energy,Oil & Gas Drilling,USD,109635.0,EDT,us_market
ICE,Intercontinental Exchange Inc.,Financial Services,Financial Data & Stock Exchanges,USD,2240872.0,EDT,us_market
ICFI,"ICF International, Inc.",Industrials,Consulting Services,USD,37632.0,EDT,us_market
ICHR,Ichor Holdings,Technology,Semiconductor Equipment & Materials,USD,145246.0,EDT,us_market
ICL,ICL Group Ltd.,Basic Materials,Agricultural Inputs,USD,245077.0,EDT,us_market
ICLK,iClick Interactive Asia Group L,Communication Services,Advertising Agencies,USD,611294.0,EDT,us_market
ICLR,ICON plc,Healthcare,Diagnostics & Research,USD,916775.0,EDT,us_market
ICMB,Investcorp Credit Management BD,Financial Services,Asset Management,USD,23378.0,EDT,us_market
ICON,"Iconix Brand Group, Inc.",Consumer Cyclical,Apparel Manufacturing,USD,83882.0,EDT,us_market
ICPT,"Intercept Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,1219237.0,EDT,us_market
ICUI,"ICU Medical, Inc.",Healthcare,Medical Instruments & Supplies,USD,253066.0,EDT,us_market
ID,"PARTS iD, Inc.",Consumer Cyclical,Internet Retail,USD,74336.0,EDT,us_market
IDA,"IDACORP, Inc.",Utilities,Utilities—Regulated Electric,USD,204692.0,EDT,us_market
IDBA,IDEX Biometrics ASA,Technology,Software—Application,USD,22.0,EDT,us_market
IDCC,"InterDigital, Inc.",Communication Services,Telecom Services,USD,222885.0,EDT,us_market
IDE,"Voya Infrastructure, Industrial",Financial Services,Asset Management,USD,75251.0,EDT,us_market
IDEX,"Ideanomics, Inc.",Technology,Software—Application,USD,8701317.0,EDT,us_market
IDN,"Intellicheck, Inc.",Technology,Software—Application,USD,309388.0,EDT,us_market
IDRA,"Idera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,1072659.0,EDT,us_market
IDT,IDT Corporation,Communication Services,Telecom Services,USD,52043.0,EDT,us_market
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,USD,433052.0,EDT,us_market
IDYA,"IDEAYA Biosciences, Inc.",Healthcare,Biotechnology,USD,37080.0,EDT,us_market
IEA,Infrastructure and Energy Alter,Industrials,Engineering & Construction,USD,443539.0,EDT,us_market
IEAWW,Infrastructure and Energy Alter,,,USD,39608.0,EDT,us_market
IEC,IEC Electronics Corp.,Technology,Electronic Components,USD,156520.0,EDT,us_market
IEP,Icahn Enterprises L.P. - Deposi,Industrials,Conglomerates,USD,295981.0,EDT,us_market
IESC,"IES Holdings, Inc.",Industrials,Engineering & Construction,USD,18978.0,EDT,us_market
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,USD,368187.0,EDT,us_market
IFBD,"Infobird Co., Ltd",Technology,Software—Application,USD,1067045.0,EDT,us_market
IFF,Internationa Flavors & Fragranc,Basic Materials,Specialty Chemicals,USD,835893.0,EDT,us_market
IFFT,International Flavors & Fragran,Basic Materials,Specialty Chemicals,USD,8104.0,EDT,us_market
IFMK,iFresh Inc.,Consumer Defensive,Grocery Stores,USD,200611.0,EDT,us_market
IFN,"India Fund, Inc. (The)",Financial Services,Asset Management,USD,99528.0,EDT,us_market
IFRX,InflaRx N.V.,Healthcare,Biotechnology,USD,138751.0,EDT,us_market
IFS,Intercorp Financial Services In,Financial Services,Banks—Regional,USD,77847.0,EDT,us_market
IGA,Voya Global Advantage and Premi,Financial Services,Asset Management,USD,63525.0,EDT,us_market
IGAC,IG Acquisition Corp.,Financial Services,Shell Companies,USD,147772.0,EDT,us_market
IGACU,IG Acquisition Corp.,Financial Services,Shell Companies,USD,9057.0,EDT,us_market
IGACW,IG Acquisition Corp.,,,USD,53883.0,EDT,us_market
IGC,India Globalization Capital Inc,Industrials,Conglomerates,USD,800229.0,EDT,us_market
IGD,Voya Global Equity Dividend and,Financial Services,Asset Management,USD,348153.0,EDT,us_market
IGI,Western Asset Investment Grade ,Financial Services,Asset Management,USD,9085.0,EDT,us_market
IGIC,International General Insurance,Financial Services,Insurance—Diversified,USD,96622.0,EDT,us_market
IGICW,International General Insurance,,,USD,1860.0,EDT,us_market
IGLD,FT Cboe Vest Gold Strategy Targ,,,USD,3672.0,EDT,us_market
IGMS,"IGM Biosciences, Inc.",Healthcare,Biotechnology,USD,229595.0,EDT,us_market
IGNY,Ignyte Acquisition Corp.,Financial Services,Shell Companies,USD,3.0,EDT,us_market
IGNYU,Ignyte Acquisition Corp.,Financial Services,Shell Companies,USD,59.0,EDT,us_market
IGNYW,Ignyte Acquisition Corp.,,,USD,306.0,EDT,us_market
IGR,CBRE Clarion Global Real Estate,Financial Services,Asset Management,USD,220050.0,EDT,us_market
IGT,International Game Technology,Consumer Cyclical,Gambling,USD,1478425.0,EDT,us_market
IH,iHuman Inc.,Consumer Defensive,Education & Training Services,USD,11681.0,EDT,us_market
IHC,Independence Holding Company,Financial Services,Insurance—Life,USD,1456.0,EDT,us_market
IHD,Voya Emerging Markets High Inco,Financial Services,Asset Management,USD,52823.0,EDT,us_market
IHG,Intercontinental Hotels Group,Consumer Cyclical,Lodging,USD,96049.0,EDT,us_market
IHIT,Invesco High Income 2023 Target,Financial Services,Asset Management,USD,28143.0,EDT,us_market
IHRT,"iHeartMedia, Inc.",Communication Services,Broadcasting,USD,3087242.0,EDT,us_market
IHT,InnSuites Hospitality Trust Sha,Real Estate,REIT—Hotel & Motel,USD,65674598.0,EDT,us_market
IHTA,Invesco High Income 2024 Target,,,USD,9103.0,EDT,us_market
IIAC,Investindustrial Acquisition Co,Financial Services,Shell Companies,USD,15123.0,EDT,us_market
IIF,Morgan Stanley India Investment,Financial Services,Asset Management,USD,5821.0,EDT,us_market
III,"Information Services Group, Inc",,,USD,382057.0,EDT,us_market
IIII,INSU Acquisition Corp. III,Financial Services,Shell Companies,USD,1558.0,EDT,us_market
IIIIU,INSU Acquisition Corp. III,Financial Services,Shell Companies,USD,6537.0,EDT,us_market
IIIIW,INSU Acquisition Corp. III,,,USD,29076.0,EDT,us_market
IIIN,"Insteel Industries, Inc.",Industrials,Metal Fabrication,USD,61514.0,EDT,us_market
IIIV,"i3 Verticals, Inc.",Technology,Information Technology Services,USD,64484.0,EDT,us_market
IIM,Invesco Value Municipal Income ,Financial Services,Asset Management,USD,106911.0,EDT,us_market
IIN,IntriCon Corporation,Healthcare,Medical Instruments & Supplies,USD,49516.0,EDT,us_market
IIPR,Innovative Industrial Propertie,Real Estate,REIT—Industrial,USD,184200.0,EDT,us_market
IIVI,II-VI Incorporated,Technology,Scientific & Technical Instruments,USD,6421925.0,EDT,us_market
IIVIP,II-VI Incorporated - 6.00% Seri,Technology,Scientific & Technical Instruments,USD,2625.0,EDT,us_market
IKNA,"Ikena Oncology, Inc.",Healthcare,Biotechnology,USD,69583.0,EDT,us_market
IKNX,Ikonics Corporation,Basic Materials,Specialty Chemicals,USD,10853.0,EDT,us_market
IKT,"Inhibikase Therapeutics, Inc.",Healthcare,Biotechnology,USD,39778.0,EDT,us_market
ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,USD,703789.0,EDT,us_market
ILPT,Industrial Logistics Properties,Real Estate,REIT—Industrial,USD,149319.0,EDT,us_market
IMAB,I-MAB,Healthcare,Biotechnology,USD,180577.0,EDT,us_market
IMAC,"IMAC Holdings, Inc.",Healthcare,Medical Care Facilities,USD,549335.0,EDT,us_market
IMACW,"IMAC Holdings, Inc.",,,USD,1500.0,EDT,us_market
IMAX,Imax Corporation,Communication Services,Entertainment,USD,630308.0,EDT,us_market
IMBI,"iMedia Brands, Inc.",Consumer Cyclical,Internet Retail,USD,49587.0,EDT,us_market
IMCC,IM Cannabis Corp.,Healthcare,Drug Manufacturers—Specialty & Generic,USD,226353.0,EDT,us_market
IMCR,Immunocore Holdings plc,Healthcare,Biotechnology,USD,25320.0,EDT,us_market
IMFL,Invesco International Developed,,,USD,94.0,EDT,us_market
IMGN,"ImmunoGen, Inc.",Healthcare,Biotechnology,USD,1815641.0,EDT,us_market
IMH,"Impac Mortgage Holdings, Inc.",Financial Services,Mortgage Finance,USD,316534.0,EDT,us_market
IMKTA,"Ingles Markets, Incorporated",Consumer Defensive,Grocery Stores,USD,94284.0,EDT,us_market
IMMP,Immutep Limited,Healthcare,Biotechnology,USD,545241.0,EDT,us_market
IMMR,Immersion Corporation,Technology,Software—Application,USD,1362905.0,EDT,us_market
IMNM,"Immunome, Inc.",Healthcare,Biotechnology,USD,45743.0,EDT,us_market
IMO,Imperial Oil Limited,Energy,Oil & Gas Integrated,USD,1715130.0,EDT,us_market
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors,USD,40058.0,EDT,us_market
IMPL,"Impel NeuroPharma, Inc.",Healthcare,Biotechnology,USD,22382.0,EDT,us_market
IMPX,AEA-Bridges Impact Corp.,Financial Services,Shell Companies,USD,48870.0,EDT,us_market
IMRA,IMARA Inc.,Healthcare,Biotechnology,USD,59537.0,EDT,us_market
IMRN,Immuron Limited,Healthcare,Biotechnology,USD,7388.0,EDT,us_market
IMRNW,Immuron Limited,,,USD,91.0,EDT,us_market
IMTE,Integrated Media Technology Lim,Technology,Electronic Components,USD,407184.0,EDT,us_market
IMTX,Immatics N.V.,Healthcare,Biotechnology,USD,67784.0,EDT,us_market
IMTXW,Immatics N.V.,,,USD,1200.0,EDT,us_market
IMUX,"Immunic, Inc.",Healthcare,Biotechnology,USD,198431.0,EDT,us_market
IMV,IMV Inc.,Healthcare,Biotechnology,USD,143228.0,EDT,us_market
IMVT,"Immunovant, Inc.",Healthcare,Biotechnology,USD,1430855.0,EDT,us_market
IMXI,"International Money Express, In",Technology,Information Technology Services,USD,749078.0,EDT,us_market
INBK,First Internet Bancorp,Financial Services,Banks—Regional,USD,16650.0,EDT,us_market
INBKZ,First Internet Bancorp - Fixed-,,,USD,174.0,EDT,us_market
INBX,"Inhibrx, Inc.",Healthcare,Biotechnology,USD,74422.0,EDT,us_market
INCY,Incyte Corporation,Healthcare,Biotechnology,USD,1113248.0,EDT,us_market
INDB,Independent Bank Corp.,Financial Services,Banks—Regional,USD,228268.0,EDT,us_market
INDO,Indonesia Energy Corporation Li,Energy,Oil & Gas E&P,USD,3177.0,EDT,us_market
INDT,"INDUS Realty Trust, Inc.",Real Estate,Real Estate—Development,USD,10307.0,EDT,us_market
INFI,"Infinity Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,703899.0,EDT,us_market
INFN,Infinera Corporation,Technology,Communication Equipment,USD,1822173.0,EDT,us_market
INFO,IHS Markit Ltd.,Industrials,Consulting Services,USD,1872341.0,EDT,us_market
INFU,"InfuSystems Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USD,35711.0,EDT,us_market
INFY,Infosys Limited,Technology,Information Technology Services,USD,5220934.0,EDT,us_market
ING,"ING Group, N.V.",Financial Services,Banks—Diversified,USD,6264571.0,EDT,us_market
INGN,"Inogen, Inc",Healthcare,Medical Devices,USD,90559.0,EDT,us_market
INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,USD,549117.0,EDT,us_market
INKA,KludeIn I Acquisition Corp.,Financial Services,Shell Companies,USD,20358.0,EDT,us_market
INKAU,KludeIn I Acquisition Corp.,Financial Services,Shell Companies,USD,13743.0,EDT,us_market
INKAW,KludeIn I Acquisition Corp.,,,USD,8622.0,EDT,us_market
INM,InMed Pharmaceuticals Inc.,Healthcare,Biotechnology,USD,29951.0,EDT,us_market
INMB,INmune Bio Inc.,Healthcare,Biotechnology,USD,162559.0,EDT,us_market
