,CYAD
2015-06-19,54.56999969482422
2015-06-22,56.63999938964844
2015-06-23,56.459999084472656
2015-06-24,54.11000061035156
2015-06-25,53.400001525878906
2015-06-26,52.720001220703125
2015-06-29,50.36000061035156
2015-06-30,52.02000045776367
2015-07-01,52.02000045776367
2015-07-02,50.20000076293945
2015-07-06,49.400001525878906
2015-07-07,50.9900016784668
2015-07-08,49.58000183105469
2015-07-09,49.22999954223633
2015-07-10,52.41999816894531
2015-07-13,54.709999084472656
2015-07-14,60.810001373291016
2015-07-15,60.560001373291016
2015-07-16,61.27000045776367
2015-07-17,61.0
2015-07-20,59.5
2015-07-21,60.439998626708984
2015-07-22,59.25
2015-07-23,58.150001525878906
2015-07-24,58.66999816894531
2015-07-27,56.7400016784668
2015-07-28,56.84000015258789
2015-07-29,57.09000015258789
2015-07-30,55.619998931884766
2015-07-31,55.33000183105469
2015-08-03,54.810001373291016
2015-08-04,55.90999984741211
2015-08-05,55.060001373291016
2015-08-06,56.79999923706055
2015-08-07,55.459999084472656
2015-08-10,56.369998931884766
2015-08-11,54.220001220703125
2015-08-12,55.560001373291016
2015-08-13,53.33000183105469
2015-08-14,55.2599983215332
2015-08-17,55.11000061035156
2015-08-18,55.27000045776367
2015-08-19,56.0
2015-08-20,53.290000915527344
2015-08-21,50.349998474121094
2015-08-24,47.560001373291016
2015-08-25,51.3390007019043
2015-08-26,50.56999969482422
2015-08-27,49.0099983215332
2015-08-28,49.0099983215332
2015-08-31,48.790000915527344
2015-09-01,46.529998779296875
2015-09-02,49.77000045776367
2015-09-03,49.77000045776367
2015-09-04,47.500999450683594
2015-09-08,44.25
2015-09-09,45.0
2015-09-10,42.95000076293945
2015-09-11,42.2599983215332
2015-09-14,44.47999954223633
2015-09-15,45.29999923706055
2015-09-16,46.25
2015-09-17,46.25
2015-09-18,44.04999923706055
2015-09-21,46.369998931884766
2015-09-22,44.04999923706055
2015-09-23,43.0
2015-09-24,44.599998474121094
2015-09-25,42.29999923706055
2015-09-28,42.900001525878906
2015-09-29,41.349998474121094
2015-09-30,41.849998474121094
2015-10-01,40.68000030517578
2015-10-02,43.79999923706055
2015-10-05,41.5
2015-10-06,39.25
2015-10-07,38.0099983215332
2015-10-08,37.849998474121094
2015-10-09,38.0
2015-10-12,38.0
2015-10-13,37.0
2015-10-14,36.0
2015-10-15,36.150001525878906
2015-10-16,36.0
2015-10-19,36.0099983215332
2015-10-20,36.20000076293945
2015-10-21,35.2599983215332
2015-10-22,34.0
2015-10-23,39.90999984741211
2015-10-26,40.849998474121094
2015-10-27,40.779998779296875
2015-10-28,38.90999984741211
2015-10-29,38.43000030517578
2015-10-30,37.34000015258789
2015-11-02,40.459999084472656
2015-11-03,42.0
2015-11-04,45.099998474121094
2015-11-05,44.90999984741211
2015-11-06,49.349998474121094
2015-11-09,46.310001373291016
2015-11-10,48.189998626708984
2015-11-11,46.277000427246094
2015-11-12,46.52000045776367
2015-11-13,44.29999923706055
2015-11-16,41.75
2015-11-17,44.970001220703125
2015-11-18,43.29999923706055
2015-11-19,42.70000076293945
2015-11-20,44.25
2015-11-23,43.27000045776367
2015-11-24,43.12799835205078
2015-11-25,42.09000015258789
2015-11-27,46.04999923706055
2015-11-30,47.290000915527344
2015-12-01,47.64400100708008
2015-12-02,46.77000045776367
2015-12-03,46.63999938964844
2015-12-04,46.590999603271484
2015-12-07,46.5
2015-12-08,46.4900016784668
2015-12-09,46.5
2015-12-10,49.45000076293945
2015-12-11,48.4640007019043
2015-12-14,49.59000015258789
2015-12-15,51.400001525878906
2015-12-16,49.75
2015-12-17,49.4900016784668
2015-12-18,50.400001525878906
2015-12-21,49.744998931884766
2015-12-22,48.849998474121094
2015-12-23,48.59000015258789
2015-12-24,50.22999954223633
2015-12-28,50.814998626708984
2015-12-29,52.189998626708984
2015-12-30,52.2599983215332
2015-12-31,54.59000015258789
2016-01-04,51.9900016784668
2016-01-05,49.90999984741211
2016-01-06,49.659000396728516
2016-01-07,48.25
2016-01-08,47.369998931884766
2016-01-11,43.560001373291016
2016-01-12,41.689998626708984
2016-01-13,39.5099983215332
2016-01-14,39.38999938964844
2016-01-15,34.29999923706055
2016-01-19,34.9900016784668
2016-01-20,33.5
2016-01-21,34.689998626708984
2016-01-22,36.9900016784668
2016-01-25,37.02000045776367
2016-01-26,37.02000045776367
2016-01-27,36.439998626708984
2016-01-28,35.5
2016-01-29,35.11000061035156
2016-02-01,35.27000045776367
2016-02-02,34.45000076293945
2016-02-03,34.45000076293945
2016-02-04,34.97999954223633
2016-02-05,38.79999923706055
2016-02-08,36.448001861572266
2016-02-09,36.5
2016-02-10,34.5
2016-02-11,33.459999084472656
2016-02-12,34.0099983215332
2016-02-16,35.53200149536133
2016-02-17,36.63999938964844
2016-02-18,38.060001373291016
2016-02-19,36.91999816894531
2016-02-22,38.04999923706055
2016-02-23,38.060001373291016
2016-02-24,38.7599983215332
2016-02-25,38.599998474121094
2016-02-26,38.880001068115234
2016-02-29,41.099998474121094
2016-03-01,43.97999954223633
2016-03-02,43.939998626708984
2016-03-03,43.18000030517578
2016-03-04,43.27000045776367
2016-03-07,44.72999954223633
2016-03-08,43.790000915527344
2016-03-09,42.93000030517578
2016-03-10,42.47999954223633
2016-03-11,43.40999984741211
2016-03-14,47.310001373291016
2016-03-15,45.5
2016-03-16,45.56999969482422
2016-03-17,44.70000076293945
2016-03-18,47.630001068115234
2016-03-21,48.29999923706055
2016-03-22,47.83000183105469
2016-03-23,46.970001220703125
2016-03-24,45.0
2016-03-28,42.310001373291016
2016-03-29,43.15999984741211
2016-03-30,45.4900016784668
2016-03-31,44.15999984741211
2016-04-01,45.25
2016-04-04,45.5099983215332
2016-04-05,44.5
2016-04-06,44.52000045776367
2016-04-07,46.630001068115234
2016-04-08,46.29999923706055
2016-04-11,47.9900016784668
2016-04-12,47.0
2016-04-13,46.5
2016-04-14,46.56999969482422
2016-04-15,46.56999969482422
2016-04-18,46.56999969482422
2016-04-19,48.89500045776367
2016-04-20,49.0
2016-04-21,48.290000915527344
2016-04-22,47.31399917602539
2016-04-25,48.9900016784668
2016-04-26,49.0
2016-04-27,47.0
2016-04-28,47.04999923706055
2016-04-29,49.779998779296875
2016-05-02,48.849998474121094
2016-05-03,48.641998291015625
2016-05-04,48.95000076293945
2016-05-05,49.77000045776367
2016-05-06,49.33700180053711
2016-05-09,49.189998626708984
2016-05-10,49.90999984741211
2016-05-11,48.900001525878906
2016-05-12,48.63999938964844
2016-05-13,52.0099983215332
2016-05-16,51.33000183105469
2016-05-17,49.900001525878906
2016-05-18,51.0
2016-05-19,50.0
2016-05-20,48.20000076293945
2016-05-23,49.90999984741211
2016-05-24,51.29999923706055
2016-05-25,51.2400016784668
2016-05-26,50.90999984741211
2016-05-27,50.90999984741211
2016-05-31,53.65999984741211
2016-06-01,53.9900016784668
2016-06-02,58.29999923706055
2016-06-03,58.65999984741211
2016-06-06,55.5
2016-06-07,58.470001220703125
2016-06-08,57.0
2016-06-09,51.0
2016-06-10,49.75
2016-06-13,46.540000915527344
2016-06-14,43.000999450683594
2016-06-15,45.59400177001953
2016-06-16,42.534000396728516
2016-06-17,43.0
2016-06-20,45.59000015258789
2016-06-21,44.25
2016-06-22,46.70000076293945
2016-06-23,43.709999084472656
2016-06-24,42.7400016784668
2016-06-27,42.45000076293945
2016-06-28,28.299999237060547
2016-06-29,26.200000762939453
2016-06-30,24.979999542236328
2016-07-01,24.600000381469727
2016-07-05,25.610000610351562
2016-07-06,25.0
2016-07-07,24.950000762939453
2016-07-08,25.190000534057617
2016-07-11,26.5
2016-07-12,25.899999618530273
2016-07-13,25.670000076293945
2016-07-14,25.65999984741211
2016-07-15,25.760000228881836
2016-07-18,26.597000122070312
2016-07-19,25.010000228881836
2016-07-20,25.010000228881836
2016-07-21,24.3700008392334
2016-07-22,24.3700008392334
2016-07-25,24.200000762939453
2016-07-26,24.59000015258789
2016-07-27,24.399999618530273
2016-07-28,25.0
2016-07-29,24.979999542236328
2016-08-01,24.809999465942383
2016-08-02,24.739999771118164
2016-08-03,25.0
2016-08-04,25.260000228881836
2016-08-05,25.799999237060547
2016-08-08,26.0
2016-08-09,26.0
2016-08-10,25.399999618530273
2016-08-11,24.68000030517578
2016-08-12,25.209999084472656
2016-08-15,25.100000381469727
2016-08-16,26.1299991607666
2016-08-17,25.40999984741211
2016-08-18,25.40999984741211
2016-08-19,25.40999984741211
2016-08-22,26.100000381469727
2016-08-23,25.350000381469727
2016-08-24,27.049999237060547
2016-08-25,25.09000015258789
2016-08-26,26.700000762939453
2016-08-29,25.0
2016-08-30,23.06999969482422
2016-08-31,22.0
2016-09-01,22.479999542236328
2016-09-02,22.5
2016-09-06,21.3799991607666
2016-09-07,22.5
2016-09-08,21.719999313354492
2016-09-09,23.54599952697754
2016-09-12,23.549999237060547
2016-09-13,22.190000534057617
2016-09-14,22.100000381469727
2016-09-15,22.489999771118164
2016-09-16,21.450000762939453
2016-09-19,21.0
2016-09-20,20.1200008392334
2016-09-21,22.58099937438965
2016-09-22,20.780000686645508
2016-09-23,21.09000015258789
2016-09-26,21.690000534057617
2016-09-27,21.690000534057617
2016-09-28,21.399999618530273
2016-09-29,23.0
2016-09-30,23.59000015258789
2016-10-03,22.273000717163086
2016-10-04,22.239999771118164
2016-10-05,22.200000762939453
2016-10-06,22.200000762939453
2016-10-07,22.200000762939453
2016-10-10,21.0
2016-10-11,20.329999923706055
2016-10-12,20.329999923706055
2016-10-13,20.079999923706055
2016-10-14,20.0
2016-10-17,20.0
2016-10-18,18.719999313354492
2016-10-19,18.719999313354492
2016-10-20,17.56999969482422
2016-10-21,17.399999618530273
2016-10-24,17.899999618530273
2016-10-25,17.899999618530273
2016-10-26,17.10099983215332
2016-10-27,17.799999237060547
2016-10-28,17.799999237060547
2016-10-31,17.799999237060547
2016-11-01,17.799999237060547
2016-11-02,17.799999237060547
2016-11-03,16.697999954223633
2016-11-04,18.31999969482422
2016-11-07,18.31999969482422
2016-11-08,18.31999969482422
2016-11-09,18.399999618530273
2016-11-10,18.0
2016-11-11,18.399999618530273
2016-11-14,18.399999618530273
2016-11-15,18.399999618530273
2016-11-16,18.399999618530273
2016-11-17,18.399999618530273
2016-11-18,18.399999618530273
2016-11-21,18.0
2016-11-22,19.479999542236328
2016-11-23,19.0
2016-11-25,20.520000457763672
2016-11-28,21.21500015258789
2016-11-29,24.0
2016-11-30,18.649999618530273
2016-12-01,18.219999313354492
2016-12-02,19.670000076293945
2016-12-05,20.180999755859375
2016-12-06,20.59000015258789
2016-12-07,19.510000228881836
2016-12-08,18.049999237060547
2016-12-09,18.0
2016-12-12,18.200000762939453
2016-12-13,18.299999237060547
2016-12-14,18.25
2016-12-15,18.540000915527344
2016-12-16,18.149999618530273
2016-12-19,18.549999237060547
2016-12-20,18.049999237060547
2016-12-21,18.489999771118164
2016-12-22,18.5
2016-12-23,18.5
2016-12-27,17.950000762939453
2016-12-28,18.0
2016-12-29,18.049999237060547
2016-12-30,17.760000228881836
2017-01-03,18.8799991607666
2017-01-04,18.6299991607666
2017-01-05,18.6299991607666
2017-01-06,19.25
2017-01-09,19.670000076293945
2017-01-10,19.989999771118164
2017-01-11,19.989999771118164
2017-01-12,19.0
2017-01-13,21.659000396728516
2017-01-17,23.299999237060547
2017-01-18,24.010000228881836
2017-01-19,22.5
2017-01-20,22.5
2017-01-23,21.610000610351562
2017-01-24,22.979999542236328
2017-01-25,22.899999618530273
2017-01-26,21.709999084472656
2017-01-27,21.709999084472656
2017-01-30,21.709999084472656
2017-01-31,20.75
2017-02-01,20.75
2017-02-02,20.81399917602539
2017-02-03,21.5
2017-02-06,21.040000915527344
2017-02-07,21.040000915527344
2017-02-08,21.040000915527344
2017-02-09,20.649999618530273
2017-02-10,20.649999618530273
2017-02-13,20.649999618530273
2017-02-14,19.569000244140625
2017-02-15,19.569000244140625
2017-02-16,20.579999923706055
2017-02-17,20.579999923706055
2017-02-21,20.979999542236328
2017-02-22,21.604999542236328
2017-02-23,22.25
2017-02-24,22.350000381469727
2017-02-27,22.360000610351562
2017-02-28,22.1299991607666
2017-03-01,23.0
2017-03-02,22.209999084472656
2017-03-03,22.030000686645508
2017-03-06,22.639999389648438
2017-03-07,23.457000732421875
2017-03-08,22.0
2017-03-09,22.5
2017-03-10,22.25
2017-03-13,22.5
2017-03-14,21.5
2017-03-15,21.371000289916992
2017-03-16,21.719999313354492
2017-03-17,22.450000762939453
2017-03-20,22.489999771118164
2017-03-21,21.489999771118164
2017-03-22,21.18000030517578
2017-03-23,21.73699951171875
2017-03-24,22.06999969482422
2017-03-27,22.100000381469727
2017-03-28,22.100000381469727
2017-03-29,20.51300048828125
2017-03-30,25.5
2017-03-31,26.200000762939453
2017-04-03,28.488000869750977
2017-04-04,27.829999923706055
2017-04-05,29.0
2017-04-06,29.309999465942383
2017-04-07,29.309999465942383
2017-04-10,32.06800079345703
2017-04-11,31.0
2017-04-12,29.924999237060547
2017-04-13,29.5
2017-04-17,29.75
2017-04-18,28.75
2017-04-19,28.75
2017-04-20,28.75
2017-04-21,28.75
2017-04-24,29.559999465942383
2017-04-25,30.0
2017-04-26,30.049999237060547
2017-04-27,30.049999237060547
2017-04-28,32.974998474121094
2017-05-01,31.75
2017-05-02,33.68600082397461
2017-05-03,35.0
2017-05-04,39.5
2017-05-05,41.0
2017-05-08,45.0
2017-05-09,42.04999923706055
2017-05-10,41.0
2017-05-11,41.709999084472656
2017-05-12,41.698001861572266
2017-05-15,39.0
2017-05-16,37.380001068115234
2017-05-17,40.29999923706055
2017-05-18,39.529998779296875
2017-05-19,40.58000183105469
2017-05-22,40.65999984741211
2017-05-23,42.04999923706055
2017-05-24,43.97999954223633
2017-05-25,39.064998626708984
2017-05-26,39.959999084472656
2017-05-30,43.84000015258789
2017-05-31,44.689998626708984
2017-06-01,44.5
2017-06-02,44.5
2017-06-05,44.38999938964844
2017-06-06,45.43899917602539
2017-06-07,44.57099914550781
2017-06-08,45.58000183105469
2017-06-09,44.68000030517578
2017-06-12,44.81999969482422
2017-06-13,46.43000030517578
2017-06-14,46.672000885009766
2017-06-15,47.36000061035156
2017-06-16,46.7400016784668
2017-06-19,48.209999084472656
2017-06-20,47.22200012207031
2017-06-21,45.22999954223633
2017-06-22,46.79999923706055
2017-06-23,45.0
2017-06-26,44.36800003051758
2017-06-27,42.5
2017-06-28,44.970001220703125
2017-06-29,42.071998596191406
2017-06-30,42.400001525878906
2017-07-03,42.400001525878906
2017-07-05,41.68000030517578
2017-07-06,38.2400016784668
2017-07-07,38.849998474121094
2017-07-10,39.5
2017-07-11,39.0
2017-07-12,40.0
2017-07-13,38.25
2017-07-14,37.0
2017-07-17,35.099998474121094
2017-07-18,37.0
2017-07-19,37.0
2017-07-20,37.0
2017-07-21,37.0
2017-07-24,37.0
2017-07-25,37.0
2017-07-26,37.0
2017-07-27,35.33000183105469
2017-07-28,34.040000915527344
2017-07-31,33.75
2017-08-01,31.989999771118164
2017-08-02,31.989999771118164
2017-08-03,37.93000030517578
2017-08-04,38.04999923706055
2017-08-07,40.349998474121094
2017-08-08,43.79999923706055
2017-08-09,45.0
2017-08-10,40.0
2017-08-11,42.0
2017-08-14,44.40999984741211
2017-08-15,43.970001220703125
2017-08-16,44.268001556396484
2017-08-17,44.268001556396484
2017-08-18,44.268001556396484
2017-08-21,44.268001556396484
2017-08-22,44.0
2017-08-23,42.2599983215332
2017-08-24,42.2599983215332
2017-08-25,42.2599983215332
2017-08-28,46.0
2017-08-29,44.720001220703125
2017-08-30,44.505001068115234
2017-08-31,44.75
2017-09-01,45.900001525878906
2017-09-05,46.5099983215332
2017-09-06,47.38999938964844
2017-09-07,52.2599983215332
2017-09-08,53.36399841308594
2017-09-11,50.5
2017-09-12,52.20000076293945
2017-09-13,53.29999923706055
2017-09-14,53.12099838256836
2017-09-15,51.5
2017-09-18,52.84000015258789
2017-09-19,53.20000076293945
2017-09-20,53.5
2017-09-21,54.125999450683594
2017-09-22,57.29999923706055
2017-09-25,54.650001525878906
2017-09-26,55.86000061035156
2017-09-27,55.0
2017-09-28,54.0
2017-09-29,56.52899932861328
2017-10-02,58.790000915527344
2017-10-03,61.91999816894531
2017-10-04,61.4900016784668
2017-10-05,64.0
2017-10-06,61.20000076293945
2017-10-09,60.08000183105469
2017-10-10,60.849998474121094
2017-10-11,60.02000045776367
2017-10-12,60.29999923706055
2017-10-13,60.11000061035156
2017-10-16,62.470001220703125
2017-10-17,62.32500076293945
2017-10-18,62.790000915527344
2017-10-19,61.5099983215332
2017-10-20,62.5
2017-10-23,59.96500015258789
2017-10-24,59.77000045776367
2017-10-25,60.33000183105469
2017-10-26,59.400001525878906
2017-10-27,58.0
2017-10-30,58.290000915527344
2017-10-31,58.9900016784668
2017-11-01,58.029998779296875
2017-11-02,55.900001525878906
2017-11-03,57.5099983215332
2017-11-06,59.04999923706055
2017-11-07,56.900001525878906
2017-11-08,55.7400016784668
2017-11-09,52.220001220703125
2017-11-10,53.4900016784668
2017-11-13,45.97200012207031
2017-11-14,48.845001220703125
2017-11-15,45.29999923706055
2017-11-16,47.529998779296875
2017-11-17,44.290000915527344
2017-11-20,45.5
2017-11-21,44.194000244140625
2017-11-22,45.54999923706055
2017-11-24,45.29999923706055
2017-11-27,44.652000427246094
2017-11-28,44.45000076293945
2017-11-29,40.279998779296875
2017-11-30,42.0
2017-12-01,40.38999938964844
2017-12-04,40.099998474121094
2017-12-05,38.86000061035156
2017-12-06,37.448001861572266
2017-12-07,38.290000915527344
2017-12-08,37.75
