,CYAD
2017-12-11,40.29999923706055
2017-12-12,39.81399917602539
2017-12-13,41.25
2017-12-14,35.810001373291016
2017-12-15,36.5
2017-12-18,38.0
2017-12-19,38.5
2017-12-20,38.0
2017-12-21,37.61000061035156
2017-12-22,37.75
2017-12-26,38.63999938964844
2017-12-27,39.49599838256836
2017-12-28,42.869998931884766
2017-12-29,43.099998474121094
2018-01-02,41.40999984741211
2018-01-03,44.5
2018-01-04,45.5
2018-01-05,46.5
2018-01-08,46.95000076293945
2018-01-09,45.20000076293945
2018-01-10,44.159000396728516
2018-01-11,44.25
2018-01-12,45.439998626708984
2018-01-16,45.87099838256836
2018-01-17,47.439998626708984
2018-01-18,46.099998474121094
2018-01-19,46.0
2018-01-22,46.02000045776367
2018-01-23,46.0
2018-01-24,45.91999816894531
2018-01-25,47.369998931884766
2018-01-26,45.79999923706055
2018-01-29,47.52000045776367
2018-01-30,47.52000045776367
2018-01-31,46.880001068115234
2018-02-01,44.577999114990234
2018-02-02,43.5
2018-02-05,39.790000915527344
2018-02-06,41.0
2018-02-07,42.369998931884766
2018-02-08,40.77799987792969
2018-02-09,40.81999969482422
2018-02-12,41.52000045776367
2018-02-13,41.52000045776367
2018-02-14,41.779998779296875
2018-02-15,42.5
2018-02-16,41.79999923706055
2018-02-20,41.2599983215332
2018-02-21,42.79499816894531
2018-02-22,41.2400016784668
2018-02-23,40.2599983215332
2018-02-26,41.33000183105469
2018-02-27,39.630001068115234
2018-02-28,39.5
2018-03-01,39.5
2018-03-02,37.52000045776367
2018-03-05,38.209999084472656
2018-03-06,38.290000915527344
2018-03-07,39.84000015258789
2018-03-08,38.41999816894531
2018-03-09,37.5
2018-03-12,37.5
2018-03-13,37.4900016784668
2018-03-14,36.9739990234375
2018-03-15,36.970001220703125
2018-03-16,36.81999969482422
2018-03-19,37.005001068115234
2018-03-20,37.06999969482422
2018-03-21,36.0
2018-03-22,36.0
2018-03-23,36.459999084472656
2018-03-26,34.099998474121094
2018-03-27,35.75
2018-03-28,35.0
2018-03-29,35.0
2018-04-02,34.0
2018-04-03,32.540000915527344
2018-04-04,31.200000762939453
2018-04-05,32.400001525878906
2018-04-06,30.756000518798828
2018-04-09,32.46900177001953
2018-04-10,32.763999938964844
2018-04-11,32.560001373291016
2018-04-12,31.35099983215332
2018-04-13,31.35099983215332
2018-04-16,31.5
2018-04-17,30.93000030517578
2018-04-18,31.01099967956543
2018-04-19,31.65999984741211
2018-04-20,31.459999084472656
2018-04-23,30.950000762939453
2018-04-24,30.68000030517578
2018-04-25,29.989999771118164
2018-04-26,29.989999771118164
2018-04-27,34.70000076293945
2018-04-30,34.10499954223633
2018-05-01,34.220001220703125
2018-05-02,34.63999938964844
2018-05-03,35.150001525878906
2018-05-04,34.31399917602539
2018-05-07,33.56999969482422
2018-05-08,33.83000183105469
2018-05-09,34.33000183105469
2018-05-10,34.27000045776367
2018-05-11,33.547000885009766
2018-05-14,33.20800018310547
2018-05-15,30.719999313354492
2018-05-16,28.25
2018-05-17,26.049999237060547
2018-05-18,26.899999618530273
2018-05-21,28.34000015258789
2018-05-22,29.989999771118164
2018-05-23,28.989999771118164
2018-05-24,28.8799991607666
2018-05-25,29.579999923706055
2018-05-29,29.829999923706055
2018-05-30,29.84000015258789
2018-05-31,29.979999542236328
2018-06-01,30.09000015258789
2018-06-04,31.25
2018-06-05,29.350000381469727
2018-06-06,29.649999618530273
2018-06-07,28.979999542236328
2018-06-08,29.799999237060547
2018-06-11,29.219999313354492
2018-06-12,28.90999984741211
2018-06-13,28.649999618530273
2018-06-14,28.53499984741211
2018-06-15,27.489999771118164
2018-06-18,26.5
2018-06-19,28.149999618530273
2018-06-20,27.790000915527344
2018-06-21,28.8700008392334
2018-06-22,29.450000762939453
2018-06-25,29.450000762939453
2018-06-26,29.260000228881836
2018-06-27,28.15999984741211
2018-06-28,29.579999923706055
2018-06-29,29.709999084472656
2018-07-02,31.0
2018-07-03,31.239999771118164
2018-07-05,31.549999237060547
2018-07-06,30.937000274658203
2018-07-09,30.9950008392334
2018-07-10,31.290000915527344
2018-07-11,30.850000381469727
2018-07-12,29.610000610351562
2018-07-13,28.690000534057617
2018-07-16,29.540000915527344
2018-07-17,30.260000228881836
2018-07-18,28.90999984741211
2018-07-19,29.65999984741211
2018-07-20,30.030000686645508
2018-07-23,28.790000915527344
2018-07-24,29.700000762939453
2018-07-25,31.0
2018-07-26,31.0
2018-07-27,30.799999237060547
2018-07-30,31.860000610351562
2018-07-31,30.25
2018-08-01,30.860000610351562
2018-08-02,30.290000915527344
2018-08-03,29.420000076293945
2018-08-06,29.400999069213867
2018-08-07,29.809999465942383
2018-08-08,29.65999984741211
2018-08-09,29.572999954223633
2018-08-10,29.450000762939453
2018-08-13,28.200000762939453
2018-08-14,29.059999465942383
2018-08-15,28.604000091552734
2018-08-16,28.66699981689453
2018-08-17,27.81999969482422
2018-08-20,27.959999084472656
2018-08-21,27.899999618530273
2018-08-22,28.100000381469727
2018-08-23,29.899999618530273
2018-08-24,29.280000686645508
2018-08-27,31.15999984741211
2018-08-28,31.709999084472656
2018-08-29,30.700000762939453
2018-08-30,29.709999084472656
2018-08-31,30.469999313354492
2018-09-04,29.110000610351562
2018-09-05,29.559999465942383
2018-09-06,28.5
2018-09-07,27.540000915527344
2018-09-10,27.950000762939453
2018-09-11,27.5
2018-09-12,28.110000610351562
2018-09-13,27.812000274658203
2018-09-14,27.625
2018-09-17,27.479999542236328
2018-09-18,28.559999465942383
2018-09-19,27.600000381469727
2018-09-20,28.18000030517578
2018-09-21,27.51300048828125
2018-09-24,27.639999389648438
2018-09-25,28.030000686645508
2018-09-26,27.5
2018-09-27,26.790000915527344
2018-09-28,26.489999771118164
2018-10-01,25.18000030517578
2018-10-02,25.0
2018-10-03,23.90999984741211
2018-10-04,25.174999237060547
2018-10-05,25.270000457763672
2018-10-08,25.0
2018-10-09,25.5
2018-10-10,24.309999465942383
2018-10-11,22.170000076293945
2018-10-12,24.1299991607666
2018-10-15,26.15999984741211
2018-10-16,27.5
2018-10-17,26.420000076293945
2018-10-18,26.010000228881836
2018-10-19,25.190000534057617
2018-10-22,25.8799991607666
2018-10-23,25.20199966430664
2018-10-24,25.0049991607666
2018-10-25,24.0
2018-10-26,23.579999923706055
2018-10-29,24.450000762939453
2018-10-30,23.780000686645508
2018-10-31,25.639999389648438
2018-11-01,27.719999313354492
2018-11-02,28.100000381469727
2018-11-05,28.170000076293945
2018-11-06,27.670000076293945
2018-11-07,27.5
2018-11-08,27.299999237060547
2018-11-09,28.0
2018-11-12,27.850000381469727
2018-11-13,26.860000610351562
2018-11-14,27.75
2018-11-15,26.65999984741211
2018-11-16,27.0
2018-11-19,25.700000762939453
2018-11-20,24.5
2018-11-21,25.139999389648438
2018-11-23,25.690000534057617
2018-11-26,24.170000076293945
2018-11-27,25.469999313354492
2018-11-28,26.510000228881836
2018-11-29,28.0
2018-11-30,27.350000381469727
2018-12-03,26.739999771118164
2018-12-04,24.75
2018-12-06,21.299999237060547
2018-12-07,23.40999984741211
2018-12-10,21.049999237060547
2018-12-11,23.0
2018-12-12,21.200000762939453
2018-12-13,21.25
2018-12-14,20.149999618530273
2018-12-17,21.25
2018-12-18,20.81999969482422
2018-12-19,19.920000076293945
2018-12-20,16.110000610351562
2018-12-21,16.0
2018-12-24,16.219999313354492
2018-12-26,16.6299991607666
2018-12-27,17.649999618530273
2018-12-28,16.899999618530273
2018-12-31,18.15999984741211
2019-01-02,19.760000228881836
2019-01-03,20.329999923706055
2019-01-04,20.489999771118164
2019-01-07,21.969999313354492
2019-01-08,24.5
2019-01-09,22.649999618530273
2019-01-10,22.989999771118164
2019-01-11,24.559999465942383
2019-01-14,22.0
2019-01-15,21.834999084472656
2019-01-16,21.485000610351562
2019-01-17,22.489999771118164
2019-01-18,22.59000015258789
2019-01-22,22.139999389648438
2019-01-23,22.75
2019-01-24,22.459999084472656
2019-01-25,22.399999618530273
2019-01-28,22.533000946044922
2019-01-29,20.959999084472656
2019-01-30,22.489999771118164
2019-01-31,21.600000381469727
2019-02-01,21.40999984741211
2019-02-04,23.200000762939453
2019-02-05,21.600000381469727
2019-02-06,21.309999465942383
2019-02-07,20.81999969482422
2019-02-08,20.75
2019-02-11,20.549999237060547
2019-02-12,20.25
2019-02-13,21.329999923706055
2019-02-14,20.1299991607666
2019-02-15,20.3799991607666
2019-02-19,20.579999923706055
2019-02-20,21.170000076293945
2019-02-21,20.18000030517578
2019-02-22,20.115999221801758
2019-02-25,20.440000534057617
2019-02-26,20.868999481201172
2019-02-27,20.510000228881836
2019-02-28,20.850000381469727
2019-03-01,20.899999618530273
2019-03-04,21.0
2019-03-05,21.599000930786133
2019-03-06,20.899999618530273
2019-03-07,20.799999237060547
2019-03-08,20.809999465942383
2019-03-11,20.81999969482422
2019-03-12,21.4950008392334
2019-03-13,21.149999618530273
2019-03-14,21.299999237060547
2019-03-15,21.600000381469727
2019-03-18,21.8700008392334
2019-03-19,22.540000915527344
2019-03-20,22.600000381469727
2019-03-21,21.8700008392334
2019-03-22,20.520000457763672
2019-03-25,20.459999084472656
2019-03-26,21.0
2019-03-27,20.200000762939453
2019-03-28,20.219999313354492
2019-03-29,20.399999618530273
2019-04-01,21.950000762939453
2019-04-02,22.43000030517578
2019-04-03,20.950000762939453
2019-04-04,22.18000030517578
2019-04-05,22.639999389648438
2019-04-08,20.950000762939453
2019-04-09,21.450000762939453
2019-04-10,22.3799991607666
2019-04-11,21.145000457763672
2019-04-12,21.670000076293945
2019-04-15,21.719999313354492
2019-04-16,21.200000762939453
2019-04-17,21.020000457763672
2019-04-18,20.165000915527344
2019-04-22,22.479999542236328
2019-04-23,20.510000228881836
2019-04-24,20.5
2019-04-25,20.170000076293945
2019-04-26,20.225000381469727
2019-04-29,20.940000534057617
2019-04-30,21.0
2019-05-01,21.020000457763672
2019-05-02,21.049999237060547
2019-05-03,20.454999923706055
2019-05-06,20.649999618530273
2019-05-07,20.1200008392334
2019-05-08,20.163999557495117
2019-05-09,20.25
2019-05-10,19.514999389648438
2019-05-13,18.809999465942383
2019-05-14,19.510000228881836
2019-05-15,19.215999603271484
2019-05-16,19.523000717163086
2019-05-17,19.18000030517578
