,CGC
2014-08-05,2.441999912261963
2014-08-06,2.3970000743865967
2014-08-07,2.450000047683716
2014-08-08,2.2950000762939453
2014-08-11,2.4600000381469727
2014-08-12,2.4600000381469727
2014-08-13,2.433000087738037
2014-08-14,2.4230000972747803
2014-08-15,2.3929998874664307
2014-08-18,2.4210000038146973
2014-08-19,2.4000000953674316
2014-08-20,2.364000082015991
2014-08-21,2.3350000381469727
2014-08-22,2.2820000648498535
2014-08-25,2.252000093460083
2014-08-26,2.2980000972747803
2014-08-27,2.322999954223633
2014-08-28,2.2690000534057617
2014-08-29,2.2829999923706055
2014-09-02,2.203000068664551
2014-09-03,2.2160000801086426
2014-09-04,2.2679998874664307
2014-09-05,2.2769999504089355
2014-09-08,2.312000036239624
2014-09-09,2.3989999294281006
2014-09-10,2.3980000019073486
2014-09-11,2.4130001068115234
2014-09-12,2.4040000438690186
2014-09-15,2.4040000438690186
2014-09-16,2.3350000381469727
2014-09-17,2.3380000591278076
2014-09-18,2.3580000400543213
2014-09-19,2.2899999618530273
2014-09-22,2.2780001163482666
2014-09-23,2.2330000400543213
2014-09-24,2.2039999961853027
2014-09-25,2.1559998989105225
2014-09-26,2.0859999656677246
2014-09-29,2.1010000705718994
2014-09-30,2.0339999198913574
2014-10-01,1.9850000143051147
2014-10-02,1.8489999771118164
2014-10-03,1.694000005722046
2014-10-06,1.6799999475479126
2014-10-07,1.7569999694824219
2014-10-08,1.8600000143051147
2014-10-09,1.8940000534057617
2014-10-10,1.7860000133514404
2014-10-13,1.7860000133514404
2014-10-14,1.659999966621399
2014-10-15,1.5679999589920044
2014-10-16,1.6740000247955322
2014-10-17,1.656000018119812
2014-10-20,1.6950000524520874
2014-10-21,1.7300000190734863
2014-10-22,1.6399999856948853
2014-10-23,1.6169999837875366
2014-10-24,1.6009999513626099
2014-10-27,1.5989999771118164
2014-10-28,1.6460000276565552
2014-10-29,1.6540000438690186
2014-10-30,1.6139999628067017
2014-10-31,1.6069999933242798
2014-11-03,1.7899999618530273
2014-11-04,1.8300000429153442
2014-11-05,2.119999885559082
2014-11-06,2.2799999713897705
2014-11-07,2.1500000953674316
2014-11-10,2.2909998893737793
2014-11-11,2.306999921798706
2014-11-12,2.3440001010894775
2014-11-13,2.1480000019073486
2014-11-14,2.257999897003174
2014-11-17,2.2149999141693115
2014-11-18,2.2239999771118164
2014-11-19,2.259000062942505
2014-11-20,2.2769999504089355
2014-11-21,2.36899995803833
2014-11-24,2.509000062942505
2014-11-25,2.5339999198913574
2014-11-26,2.1610000133514404
2014-11-28,2.0869998931884766
2014-12-01,2.174999952316284
2014-12-02,2.0989999771118164
2014-12-03,2.069999933242798
2014-12-04,1.9980000257492065
2014-12-05,1.8919999599456787
2014-12-08,1.9299999475479126
2014-12-09,1.8730000257492065
2014-12-10,1.7519999742507935
2014-12-11,1.7139999866485596
2014-12-12,1.687999963760376
2014-12-15,1.7130000591278076
2014-12-16,1.6640000343322754
2014-12-17,1.680999994277954
2014-12-18,1.8600000143051147
2014-12-19,1.8990000486373901
2014-12-22,1.8600000143051147
2014-12-23,1.7680000066757202
2014-12-24,1.7430000305175781
2014-12-26,1.7430000305175781
2014-12-29,1.75
2014-12-30,1.7699999809265137
2014-12-31,1.7549999952316284
2015-01-02,1.725000023841858
2015-01-05,1.8370000123977661
2015-01-06,1.8730000257492065
2015-01-07,1.8519999980926514
2015-01-08,1.871000051498413
2015-01-09,1.8609999418258667
2015-01-12,1.8530000448226929
2015-01-13,1.8550000190734863
2015-01-14,1.8200000524520874
2015-01-15,1.7599999904632568
2015-01-16,1.8250000476837158
2015-01-20,1.8140000104904175
2015-01-21,1.7239999771118164
2015-01-22,1.7000000476837158
2015-01-23,1.7020000219345093
2015-01-26,1.6180000305175781
2015-01-27,1.6009999513626099
2015-01-28,1.5729999542236328
2015-01-29,1.5740000009536743
2015-01-30,1.5479999780654907
2015-02-02,1.597000002861023
2015-02-03,1.593000054359436
2015-02-04,1.5880000591278076
2015-02-05,1.5729999542236328
2015-02-06,1.562000036239624
2015-02-09,1.6080000400543213
2015-02-10,1.5800000429153442
2015-02-11,1.5579999685287476
2015-02-12,1.5499999523162842
2015-02-13,1.5729999542236328
2015-02-17,1.5449999570846558
2015-02-18,1.781999945640564
2015-02-19,2.010999917984009
2015-02-20,1.9600000381469727
2015-02-23,1.9800000190734863
2015-02-24,1.7730000019073486
2015-02-25,1.8140000104904175
2015-02-26,1.7619999647140503
2015-02-27,1.75
2015-03-02,1.7000000476837158
2015-03-03,1.7000000476837158
2015-03-04,1.746999979019165
2015-03-05,1.746999979019165
2015-03-06,1.694000005722046
2015-03-09,1.7039999961853027
2015-03-10,1.7039999961853027
2015-03-11,1.6920000314712524
2015-03-12,1.625
2015-03-13,1.6050000190734863
2015-03-16,1.6319999694824219
2015-03-17,1.5859999656677246
2015-03-18,1.5829999446868896
2015-03-19,1.6380000114440918
2015-03-20,1.6799999475479126
2015-03-23,1.6890000104904175
2015-03-24,1.621000051498413
2015-03-25,1.6269999742507935
2015-03-26,1.6239999532699585
2015-03-27,1.6469999551773071
2015-03-30,1.6349999904632568
2015-03-31,1.6449999809265137
2015-04-01,1.6480000019073486
2015-04-02,1.6390000581741333
2015-04-06,1.6349999904632568
2015-04-07,1.6610000133514404
2015-04-08,1.6239999532699585
2015-04-09,1.63100004196167
2015-04-10,1.6260000467300415
2015-04-13,1.6080000400543213
2015-04-14,1.6380000114440918
2015-04-15,1.652999997138977
2015-04-16,1.6679999828338623
2015-04-17,1.6859999895095825
2015-04-20,1.6799999475479126
2015-04-21,1.6740000247955322
2015-04-22,1.6399999856948853
2015-04-23,1.649999976158142
2015-04-24,1.6970000267028809
2015-04-27,1.6339999437332153
2015-04-28,1.6330000162124634
2015-04-29,1.6440000534057617
2015-04-30,1.649999976158142
2015-05-01,1.6490000486373901
2015-05-04,1.6200000047683716
2015-05-05,1.6349999904632568
2015-05-06,1.6139999628067017
2015-05-07,1.6089999675750732
2015-05-08,1.5800000429153442
2015-05-11,1.6319999694824219
2015-05-12,1.6130000352859497
2015-05-13,1.6169999837875366
2015-05-14,1.6690000295639038
2015-05-15,1.61899995803833
2015-05-18,1.61899995803833
2015-05-19,1.5800000429153442
2015-05-20,1.559000015258789
2015-05-21,1.5499999523162842
2015-05-22,1.5800000429153442
2015-05-26,1.562999963760376
2015-05-27,1.5
2015-05-28,1.5240000486373901
2015-05-29,1.5199999809265137
2015-06-01,1.475000023841858
2015-06-02,1.5
2015-06-03,1.465000033378601
2015-06-04,1.437000036239624
2015-06-05,1.4359999895095825
2015-06-08,1.4249999523162842
2015-06-09,1.4589999914169312
2015-06-10,1.4880000352859497
2015-06-11,1.496000051498413
2015-06-12,1.4900000095367432
2015-06-15,1.4900000095367432
2015-06-16,1.4800000190734863
2015-06-17,1.4800000190734863
2015-06-18,1.4500000476837158
2015-06-19,1.4299999475479126
2015-06-22,1.440999984741211
2015-06-23,1.4700000286102295
2015-06-24,1.6579999923706055
2015-06-25,1.628000020980835
2015-06-26,1.590000033378601
2015-06-29,1.6009999513626099
2015-06-30,1.555999994277954
2015-07-01,1.555999994277954
2015-07-02,1.5889999866485596
2015-07-06,1.5449999570846558
2015-07-07,1.5199999809265137
2015-07-08,1.4639999866485596
2015-07-09,1.4889999628067017
2015-07-10,1.5490000247955322
2015-07-13,1.5299999713897705
2015-07-14,1.5399999618530273
2015-07-15,1.496000051498413
2015-07-16,1.5160000324249268
2015-07-17,1.475000023841858
2015-07-20,1.4830000400543213
2015-07-21,1.4800000190734863
2015-07-22,1.5
2015-07-23,1.4769999980926514
2015-07-24,1.4759999513626099
2015-07-27,1.4850000143051147
2015-07-28,1.5269999504089355
2015-07-29,1.527999997138977
2015-07-30,1.49399995803833
2015-07-31,1.5099999904632568
2015-08-03,1.4600000381469727
2015-08-04,1.5299999713897705
2015-08-05,1.4900000095367432
2015-08-06,1.4210000038146973
2015-08-07,1.4119999408721924
2015-08-10,1.4160000085830688
2015-08-11,1.399999976158142
2015-08-12,1.406999945640564
2015-08-13,1.406999945640564
2015-08-14,1.4299999475479126
2015-08-17,1.409999966621399
2015-08-18,1.3960000276565552
2015-08-19,1.3550000190734863
2015-08-20,1.3660000562667847
2015-08-21,1.2999999523162842
2015-08-24,1.1790000200271606
2015-08-25,1.2359999418258667
2015-08-26,1.218000054359436
2015-08-27,1.2289999723434448
2015-08-28,1.2200000286102295
2015-08-31,1.2640000581741333
2015-09-01,1.1959999799728394
2015-09-02,1.1490000486373901
2015-09-03,1.1490000486373901
2015-09-04,1.1490000486373901
2015-09-08,1.1970000267028809
2015-09-09,1.2059999704360962
2015-09-10,1.1959999799728394
2015-09-11,1.1859999895095825
2015-09-14,1.190000057220459
2015-09-15,1.2719999551773071
2015-09-16,1.3630000352859497
2015-09-17,1.399999976158142
2015-09-18,1.350000023841858
2015-09-21,1.3739999532699585
2015-09-22,1.3819999694824219
2015-09-23,1.3320000171661377
2015-09-24,1.2949999570846558
2015-09-25,1.3220000267028809
2015-09-28,1.2339999675750732
2015-09-29,1.1399999856948853
2015-09-30,1.2100000381469727
2015-10-01,1.2259999513626099
2015-10-02,1.218999981880188
2015-10-05,1.2350000143051147
2015-10-06,1.3630000352859497
2015-10-07,1.3049999475479126
2015-10-08,1.3049999475479126
2015-10-09,1.3389999866485596
2015-10-12,1.3389999866485596
2015-10-13,1.3600000143051147
2015-10-14,1.4579999446868896
2015-10-15,1.5479999780654907
2015-10-16,1.5670000314712524
2015-10-19,1.6770000457763672
2015-10-20,1.5520000457763672
2015-10-21,1.649999976158142
2015-10-22,1.8580000400543213
2015-10-23,1.7000000476837158
2015-10-26,1.7760000228881836
2015-10-27,1.9329999685287476
2015-10-28,1.9500000476837158
2015-10-29,1.9019999504089355
2015-10-30,2.068000078201294
2015-11-02,2.2339999675750732
2015-11-03,2.4000000953674316
2015-11-04,2.5799999237060547
2015-11-05,2.3959999084472656
2015-11-06,1.9900000095367432
2015-11-09,2.0369999408721924
2015-11-10,1.9900000095367432
2015-11-11,1.843000054359436
2015-11-12,1.6449999809265137
2015-11-13,1.6660000085830688
2015-11-16,1.7660000324249268
2015-11-17,1.9800000190734863
2015-11-18,1.8949999809265137
2015-11-19,1.7929999828338623
2015-11-20,1.7899999618530273
2015-11-23,1.784000039100647
2015-11-24,1.8229999542236328
2015-11-25,1.8389999866485596
2015-11-27,2.052999973297119
2015-11-30,2.0999999046325684
2015-12-01,2.069000005722046
2015-12-02,2.078000068664551
2015-12-03,2.062999963760376
2015-12-04,2.125999927520752
2015-12-07,2.1670000553131104
2015-12-08,2.063999891281128
2015-12-09,2.059999942779541
2015-12-10,2.058000087738037
2015-12-11,1.9930000305175781
2015-12-14,2.009999990463257
2015-12-15,2.0390000343322754
2015-12-16,2.0999999046325684
2015-12-17,2.0
2015-12-18,2.01200008392334
2015-12-21,2.0380001068115234
2015-12-22,2.015000104904175
2015-12-23,2.066999912261963
2015-12-24,2.0999999046325684
2015-12-28,2.0999999046325684
2015-12-29,2.122999906539917
2015-12-30,2.128000020980835
2015-12-31,2.1510000228881836
2016-01-04,2.0899999141693115
2016-01-05,2.0820000171661377
2016-01-06,2.005000114440918
2016-01-07,1.8339999914169312
2016-01-08,1.9730000495910645
2016-01-11,2.007999897003174
2016-01-12,2.000999927520752
2016-01-13,1.9520000219345093
2016-01-14,1.940000057220459
2016-01-15,1.8650000095367432
2016-01-19,1.8509999513626099
2016-01-20,1.840000033378601
2016-01-21,1.8899999856948853
2016-01-22,1.9199999570846558
2016-01-25,1.8960000276565552
2016-01-26,1.9010000228881836
2016-01-27,1.9110000133514404
2016-01-28,1.8969999551773071
2016-01-29,1.9149999618530273
2016-02-01,1.9420000314712524
2016-02-02,1.8700000047683716
2016-02-03,1.9199999570846558
2016-02-04,1.934000015258789
2016-02-05,1.8960000276565552
2016-02-08,1.8329999446868896
2016-02-09,1.8969999551773071
2016-02-10,1.871999979019165
2016-02-11,1.8600000143051147
2016-02-12,1.9509999752044678
2016-02-16,1.9700000286102295
2016-02-17,2.0269999504089355
2016-02-18,2.009999990463257
2016-02-19,2.015000104904175
2016-02-22,2.0980000495910645
2016-02-23,2.263000011444092
2016-02-24,2.1500000953674316
2016-02-25,2.13100004196167
2016-02-26,2.1500000953674316
2016-02-29,2.181999921798706
2016-03-01,2.234999895095825
2016-03-02,2.2260000705718994
2016-03-03,2.184000015258789
2016-03-04,2.2139999866485596
2016-03-07,2.190000057220459
2016-03-08,2.1630001068115234
2016-03-09,2.184000015258789
2016-03-10,2.1530001163482666
2016-03-11,2.125999927520752
2016-03-14,2.069000005722046
2016-03-15,2.003999948501587
2016-03-16,1.9859999418258667
2016-03-17,2.0889999866485596
2016-03-18,2.0929999351501465
2016-03-21,2.066999912261963
2016-03-22,2.066999912261963
2016-03-23,1.9290000200271606
2016-03-24,1.968000054359436
2016-03-28,1.975000023841858
2016-03-29,1.9500000476837158
2016-03-30,1.99399995803833
2016-03-31,1.9989999532699585
2016-04-01,2.009999990463257
2016-04-04,1.9800000190734863
2016-04-05,1.934999942779541
2016-04-06,1.9450000524520874
2016-04-07,1.8839999437332153
2016-04-08,1.8969999551773071
2016-04-11,1.9500000476837158
2016-04-12,1.9470000267028809
2016-04-13,1.9509999752044678
2016-04-14,1.9290000200271606
2016-04-15,1.9290000200271606
2016-04-18,1.9179999828338623
2016-04-19,2.0299999713897705
2016-04-20,2.1710000038146973
2016-04-21,2.197000026702881
2016-04-22,2.119999885559082
2016-04-25,2.0999999046325684
2016-04-26,2.1040000915527344
2016-04-27,2.0799999237060547
2016-04-28,2.063999891281128
2016-04-29,2.049999952316284
2016-05-02,2.0789999961853027
2016-05-03,2.0250000953674316
2016-05-04,1.99399995803833
2016-05-05,1.9859999418258667
2016-05-06,1.9839999675750732
2016-05-09,1.9800000190734863
2016-05-10,2.0399999618530273
2016-05-11,2.0429999828338623
2016-05-12,2.0439999103546143
2016-05-13,2.0280001163482666
2016-05-16,2.056999921798706
2016-05-17,2.0399999618530273
2016-05-18,2.006999969482422
2016-05-19,1.9900000095367432
2016-05-20,1.968999981880188
2016-05-23,1.968999981880188
2016-05-24,1.9670000076293945
2016-05-25,1.996999979019165
2016-05-26,2.0
2016-05-27,1.968999981880188
2016-05-31,1.9800000190734863
2016-06-01,1.9759999513626099
2016-06-02,1.9989999532699585
2016-06-03,2.0390000343322754
2016-06-06,2.0290000438690186
2016-06-07,2.049999952316284
2016-06-08,2.069999933242798
2016-06-09,2.069999933242798
2016-06-10,2.069999933242798
2016-06-13,2.010999917984009
2016-06-14,2.0399999618530273
2016-06-15,2.0360000133514404
2016-06-16,2.005000114440918
2016-06-17,2.046999931335449
2016-06-20,2.0950000286102295
2016-06-21,2.1440000534057617
2016-06-22,2.2100000381469727
2016-06-23,2.240000009536743
2016-06-24,2.1700000762939453
2016-06-27,2.002000093460083
2016-06-28,2.069999933242798
2016-06-29,2.0759999752044678
2016-06-30,2.1080000400543213
2016-07-01,2.1080000400543213
2016-07-05,2.1600000858306885
2016-07-06,2.1579999923706055
2016-07-07,2.131999969482422
2016-07-08,2.140000104904175
2016-07-11,2.115000009536743
2016-07-12,2.13700008392334
2016-07-13,2.125
2016-07-14,2.11299991607666
2016-07-15,2.130000114440918
2016-07-18,2.131999969482422
2016-07-19,2.115000009536743
2016-07-20,2.0959999561309814
2016-07-21,2.0899999141693115
2016-07-22,2.1489999294281006
2016-07-25,2.4630000591278076
2016-07-26,2.430000066757202
2016-07-27,2.318000078201294
2016-07-28,2.375
2016-07-29,2.4200000762939453
2016-08-01,2.4200000762939453
2016-08-02,2.5169999599456787
2016-08-03,2.75
2016-08-04,2.9679999351501465
2016-08-05,3.1389999389648438
2016-08-08,2.9739999771118164
2016-08-09,3.0789999961853027
2016-08-10,3.181999921798706
2016-08-11,3.131999969482422
2016-08-12,3.0369999408721924
2016-08-15,3.0
2016-08-16,3.062000036239624
2016-08-17,3.0899999141693115
2016-08-18,3.0899999141693115
2016-08-19,3.013000011444092
2016-08-22,2.930000066757202
2016-08-23,2.9539999961853027
2016-08-24,2.9189999103546143
2016-08-25,2.9700000286102295
2016-08-26,2.9670000076293945
2016-08-29,2.9079999923706055
2016-08-30,2.8970000743865967
2016-08-31,2.8399999141693115
2016-09-01,2.9000000953674316
2016-09-02,2.950000047683716
2016-09-06,3.0169999599456787
2016-09-07,3.0889999866485596
2016-09-08,3.0439999103546143
2016-09-09,3.005000114440918
2016-09-12,2.9800000190734863
2016-09-13,2.933000087738037
2016-09-14,2.928999900817871
2016-09-15,3.00600004196167
2016-09-16,3.0169999599456787
2016-09-19,3.069000005722046
2016-09-20,3.0360000133514404
2016-09-21,3.0250000953674316
2016-09-22,3.0209999084472656
2016-09-23,2.9790000915527344
2016-09-26,3.0
2016-09-27,3.015000104904175
2016-09-28,3.046999931335449
2016-09-29,3.0460000038146973
2016-09-30,3.068000078201294
2016-10-03,3.2309999465942383
2016-10-04,3.4609999656677246
2016-10-05,3.799999952316284
2016-10-06,3.7279999256134033
2016-10-07,3.99399995803833
2016-10-10,3.994999885559082
2016-10-11,4.256999969482422
2016-10-12,4.138000011444092
2016-10-13,4.146999835968018
2016-10-14,4.235000133514404
2016-10-17,4.53000020980835
2016-10-18,4.980999946594238
2016-10-19,5.374000072479248
2016-10-20,5.466000080108643
2016-10-21,5.105999946594238
2016-10-24,4.830999851226807
2016-10-25,4.429999828338623
2016-10-26,4.683000087738037
2016-10-27,4.710000038146973
2016-10-28,4.699999809265137
2016-10-31,4.879000186920166
2016-11-01,5.210000038146973
2016-11-02,5.276000022888184
2016-11-03,5.179999828338623
2016-11-04,5.150000095367432
2016-11-07,5.400000095367432
2016-11-08,5.823999881744385
2016-11-09,6.170000076293945
2016-11-10,6.75
2016-11-11,6.920000076293945
2016-11-14,8.489999771118164
2016-11-15,10.02299976348877
2016-11-16,8.5
2016-11-17,9.687000274658203
2016-11-18,9.295999526977539
2016-11-21,7.798999786376953
2016-11-22,6.300000190734863
2016-11-23,7.690000057220459
2016-11-25,7.755000114440918
2016-11-28,8.329999923706055
2016-11-29,8.390000343322754
2016-11-30,8.779999732971191
2016-12-01,8.555999755859375
2016-12-02,8.560999870300293
2016-12-05,8.130000114440918
2016-12-06,7.548999786376953
2016-12-07,8.081000328063965
2016-12-08,7.572999954223633
2016-12-09,7.489999771118164
2016-12-12,7.619999885559082
2016-12-13,8.199999809265137
2016-12-14,7.736000061035156
2016-12-15,7.7230000495910645
2016-12-16,7.53000020980835
2016-12-19,7.150000095367432
2016-12-20,6.874000072479248
2016-12-21,6.604000091552734
2016-12-22,6.85699987411499
2016-12-23,6.9039998054504395
2016-12-27,7.191999912261963
2016-12-28,6.849999904632568
2016-12-29,6.75
2016-12-30,6.820000171661377
2017-01-03,7.0
2017-01-04,7.618000030517578
2017-01-05,7.482999801635742
2017-01-06,7.388000011444092
2017-01-09,7.489999771118164
2017-01-10,7.4120001792907715
2017-01-11,7.355000019073486
2017-01-12,7.340000152587891
2017-01-13,7.389999866485596
2017-01-17,7.64300012588501
2017-01-18,7.380000114440918
2017-01-19,7.300000190734863
2017-01-20,7.565999984741211
2017-01-23,7.818999767303467
2017-01-24,7.71999979019165
2017-01-25,7.732999801635742
2017-01-26,7.620999813079834
2017-01-27,7.578000068664551
2017-01-30,7.4720001220703125
2017-01-31,7.60699987411499
2017-02-01,7.692999839782715
2017-02-02,7.797999858856201
2017-02-03,8.069999694824219
2017-02-06,8.88599967956543
2017-02-07,8.732000350952148
2017-02-08,9.050000190734863
2017-02-09,9.185999870300293
2017-02-10,9.479999542236328
2017-02-13,9.920999526977539
2017-02-14,9.128999710083008
2017-02-15,9.260000228881836
2017-02-16,9.630000114440918
2017-02-17,9.630000114440918
2017-02-21,9.72599983215332
2017-02-22,9.489999771118164
2017-02-23,9.350000381469727
2017-02-24,8.90999984741211
2017-02-27,9.40999984741211
2017-02-28,8.906000137329102
2017-03-01,8.90999984741211
2017-03-02,8.829999923706055
2017-03-03,8.798999786376953
2017-03-06,8.769000053405762
2017-03-07,8.142000198364258
2017-03-08,7.760000228881836
2017-03-09,8.168000221252441
2017-03-10,8.069999694824219
2017-03-13,8.251999855041504
2017-03-14,8.210000038146973
2017-03-15,8.140000343322754
2017-03-16,8.300000190734863
2017-03-17,7.999000072479248
2017-03-20,7.730000019073486
2017-03-21,7.361000061035156
2017-03-22,7.317999839782715
2017-03-23,7.619999885559082
2017-03-24,7.367000102996826
2017-03-27,8.199999809265137
2017-03-28,8.15999984741211
2017-03-29,8.069999694824219
2017-03-30,7.829999923706055
2017-03-31,8.0
2017-04-03,7.626999855041504
2017-04-04,7.514999866485596
2017-04-05,7.486999988555908
2017-04-06,7.664000034332275
2017-04-07,7.644999980926514
2017-04-10,8.170000076293945
2017-04-11,7.730000019073486
2017-04-12,7.73799991607666
2017-04-13,7.459000110626221
2017-04-17,7.21999979019165
2017-04-18,7.228000164031982
2017-04-19,7.599999904632568
2017-04-20,7.35099983215332
2017-04-21,7.311999797821045
2017-04-24,7.26200008392334
2017-04-25,6.989999771118164
2017-04-26,6.73799991607666
2017-04-27,6.510000228881836
2017-04-28,6.6620001792907715
2017-05-01,6.690000057220459
2017-05-02,6.64300012588501
2017-05-03,6.645999908447266
2017-05-04,6.630000114440918
2017-05-05,6.539999961853027
2017-05-08,6.349999904632568
2017-05-09,6.0289998054504395
2017-05-10,5.699999809265137
2017-05-11,6.25
2017-05-12,5.920000076293945
2017-05-15,6.050000190734863
2017-05-16,6.127999782562256
2017-05-17,5.989999771118164
2017-05-18,5.980000019073486
2017-05-19,6.019999980926514
2017-05-22,6.019999980926514
2017-05-23,5.9770002365112305
2017-05-24,5.922999858856201
2017-05-25,5.689000129699707
2017-05-26,5.929999828338623
2017-05-30,5.679999828338623
2017-05-31,5.5
2017-06-01,5.609000205993652
2017-06-02,5.559999942779541
2017-06-05,5.449999809265137
2017-06-06,5.079999923706055
2017-06-07,5.301000118255615
2017-06-08,5.448999881744385
2017-06-09,5.829999923706055
2017-06-12,6.035999774932861
2017-06-13,5.85699987411499
2017-06-14,5.769000053405762
2017-06-15,5.663000106811523
2017-06-16,5.889999866485596
2017-06-19,6.008999824523926
2017-06-20,5.9679999351501465
2017-06-21,6.159999847412109
2017-06-22,6.480000019073486
2017-06-23,6.349999904632568
2017-06-26,6.388999938964844
2017-06-27,6.068999767303467
2017-06-28,6.260000228881836
2017-06-29,6.125999927520752
2017-06-30,6.127999782562256
2017-07-03,6.239999771118164
2017-07-05,6.189000129699707
2017-07-06,6.099999904632568
2017-07-07,6.076000213623047
2017-07-10,6.090000152587891
2017-07-11,6.070000171661377
2017-07-12,6.291999816894531
2017-07-13,6.184000015258789
2017-07-14,6.203000068664551
2017-07-17,6.46999979019165
2017-07-18,6.468999862670898
2017-07-19,6.616000175476074
2017-07-20,6.559999942779541
2017-07-21,6.570000171661377
2017-07-24,6.86899995803833
2017-07-25,6.999000072479248
2017-07-26,7.3429999351501465
2017-07-27,7.129000186920166
2017-07-28,7.320000171661377
2017-07-31,7.249000072479248
2017-08-01,7.172999858856201
2017-08-02,7.168000221252441
2017-08-03,7.039999961853027
2017-08-04,7.019999980926514
2017-08-07,7.050000190734863
2017-08-08,7.158999919891357
2017-08-09,7.130000114440918
2017-08-10,7.052000045776367
2017-08-11,6.980000019073486
2017-08-14,7.050000190734863
2017-08-15,6.993000030517578
2017-08-16,7.051000118255615
2017-08-17,6.953000068664551
2017-08-18,6.960000038146973
2017-08-21,6.789000034332275
2017-08-22,6.929999828338623
2017-08-23,7.150000095367432
2017-08-24,7.070000171661377
2017-08-25,7.089000225067139
2017-08-28,7.13700008392334
2017-08-29,7.060999870300293
2017-08-30,7.0289998054504395
2017-08-31,7.179999828338623
2017-09-01,7.210000038146973
2017-09-05,7.25
2017-09-06,7.449999809265137
2017-09-07,7.439000129699707
2017-09-08,7.568999767303467
2017-09-11,7.817999839782715
2017-09-12,8.300000190734863
2017-09-13,8.199000358581543
2017-09-14,8.260000228881836
2017-09-15,8.420000076293945
2017-09-18,8.609999656677246
2017-09-19,8.795999526977539
2017-09-20,8.609999656677246
2017-09-21,8.470999717712402
2017-09-22,8.473999977111816
2017-09-25,8.519000053405762
2017-09-26,8.569999694824219
2017-09-27,8.649999618530273
2017-09-28,8.630000114440918
2017-09-29,8.600000381469727
2017-10-02,9.050000190734863
2017-10-03,9.15999984741211
2017-10-04,9.520000457763672
2017-10-05,10.092000007629395
2017-10-06,9.968999862670898
2017-10-09,10.34000015258789
2017-10-10,10.26200008392334
2017-10-11,10.90999984741211
2017-10-12,10.486000061035156
2017-10-13,10.3100004196167
2017-10-16,10.5
2017-10-17,10.005999565124512
2017-10-18,9.8100004196167
2017-10-19,9.454999923706055
2017-10-20,10.128999710083008
2017-10-23,10.236000061035156
2017-10-24,10.199999809265137
2017-10-25,10.1899995803833
2017-10-26,10.097000122070312
2017-10-27,9.989999771118164
2017-10-30,11.904000282287598
2017-10-31,12.569999694824219
2017-11-01,12.793000221252441
2017-11-02,12.607000350952148
2017-11-03,13.270999908447266
2017-11-06,15.25
2017-11-07,15.482000350952148
2017-11-08,15.460000038146973
2017-11-09,15.260000228881836
