,GS
2011-03-07,159.14999389648438
2011-03-08,161.3000030517578
2011-03-09,162.35000610351562
2011-03-10,160.27000427246094
2011-03-11,160.67999267578125
2011-03-14,158.42999267578125
2011-03-15,157.25
2011-03-16,154.3800048828125
2011-03-17,155.75
2011-03-18,159.9600067138672
2011-03-21,160.2100067138672
2011-03-22,160.7899932861328
2011-03-23,159.52999877929688
2011-03-24,159.91000366210938
2011-03-25,157.97000122070312
2011-03-28,156.47000122070312
2011-03-29,158.47000122070312
2011-03-30,159.07000732421875
2011-03-31,158.60000610351562
2011-04-01,160.22999572753906
2011-04-04,158.89999389648438
2011-04-05,158.91000366210938
2011-04-06,161.88999938964844
2011-04-07,162.39999389648438
2011-04-08,160.9600067138672
2011-04-11,161.47000122070312
2011-04-12,160.4199981689453
2011-04-13,160.1699981689453
2011-04-14,155.7899932861328
2011-04-15,155.1300048828125
2011-04-18,153.77999877929688
2011-04-19,151.86000061035156
2011-04-20,152.6999969482422
2011-04-21,153.50999450683594
2011-04-25,152.19000244140625
2011-04-26,153.27000427246094
2011-04-27,152.86000061035156
2011-04-28,150.60000610351562
2011-04-29,151.00999450683594
2011-05-02,151.3000030517578
2011-05-03,151.8699951171875
2011-05-04,151.52000427246094
2011-05-05,150.41000366210938
2011-05-06,150.10000610351562
2011-05-09,149.1199951171875
2011-05-10,150.39999389648438
2011-05-11,147.8800048828125
2011-05-12,142.75
2011-05-13,141.4600067138672
2011-05-16,140.60000610351562
2011-05-17,140.80999755859375
2011-05-18,140.83999633789062
2011-05-19,139.33999633789062
2011-05-20,134.99000549316406
2011-05-23,135.83999633789062
2011-05-24,136.33999633789062
2011-05-25,136.24000549316406
2011-05-26,136.25999450683594
2011-05-27,138.66000366210938
2011-05-31,140.72999572753906
2011-06-01,136.1699981689453
2011-06-02,134.3800048828125
2011-06-03,135.3300018310547
2011-06-06,133.89999389648438
2011-06-07,132.99000549316406
2011-06-08,131.58999633789062
2011-06-09,133.52999877929688
2011-06-10,135.9199981689453
2011-06-13,137.52999877929688
2011-06-14,137.10000610351562
2011-06-15,134.85000610351562
2011-06-16,136.08999633789062
2011-06-17,137.22999572753906
2011-06-20,135.13999938964844
2011-06-21,135.9600067138672
2011-06-22,134.52000427246094
2011-06-23,132.36000061035156
2011-06-24,130.91000366210938
2011-06-27,130.7100067138672
2011-06-28,129.25999450683594
2011-06-29,132.52999877929688
2011-06-30,133.08999633789062
2011-07-01,136.64999389648438
2011-07-05,134.5
2011-07-06,133.88999938964844
2011-07-07,135.00999450683594
2011-07-08,134.0800018310547
2011-07-11,132.02000427246094
2011-07-12,130.30999755859375
2011-07-13,129.9199981689453
2011-07-14,129.88999938964844
2011-07-15,130.16000366210938
2011-07-18,129.3300018310547
2011-07-19,128.49000549316406
2011-07-20,132.75
2011-07-21,135.5800018310547
2011-07-22,135.49000549316406
2011-07-25,136.85000610351562
2011-07-26,137.60000610351562
2011-07-27,134.72000122070312
2011-07-28,135.83999633789062
2011-07-29,134.97000122070312
2011-08-01,134.14999389648438
2011-08-02,131.22999572753906
2011-08-03,132.0800018310547
2011-08-04,126.2300033569336
2011-08-05,125.18000030517578
2011-08-08,117.66000366210938
2011-08-09,122.7300033569336
2011-08-10,110.33999633789062
2011-08-11,118.0999984741211
2011-08-12,116.47000122070312
2011-08-15,119.12999725341797
2011-08-16,116.87000274658203
2011-08-17,117.25
2011-08-18,113.13999938964844
2011-08-19,111.76000213623047
2011-08-22,106.51000213623047
2011-08-23,106.86000061035156
2011-08-24,110.30999755859375
2011-08-25,109.83999633789062
2011-08-26,111.75
2011-08-29,116.06999969482422
2011-08-30,115.18000030517578
2011-08-31,116.22000122070312
2011-09-01,112.16000366210938
2011-09-02,107.05999755859375
2011-09-06,104.55999755859375
2011-09-07,108.33999633789062
2011-09-08,104.79000091552734
2011-09-09,102.25
2011-09-12,102.91999816894531
2011-09-13,104.08999633789062
2011-09-14,104.54000091552734
2011-09-15,107.97000122070312
2011-09-16,107.48999786376953
2011-09-19,104.80999755859375
2011-09-20,102.61000061035156
2011-09-21,97.86000061035156
2011-09-22,93.9800033569336
2011-09-23,95.18000030517578
2011-09-26,99.13999938964844
2011-09-27,99.55000305175781
2011-09-28,96.31999969482422
2011-09-29,99.87000274658203
2011-09-30,94.55000305175781
2011-10-03,90.08000183105469
2011-10-04,94.58000183105469
2011-10-05,94.29000091552734
2011-10-06,97.93000030517578
2011-10-07,92.69000244140625
2011-10-10,96.13999938964844
2011-10-11,96.69999694824219
2011-10-12,99.11000061035156
2011-10-13,96.1500015258789
2011-10-14,96.7300033569336
2011-10-17,96.9000015258789
2011-10-18,102.25
2011-10-19,100.79000091552734
2011-10-20,100.86000061035156
2011-10-21,102.08999633789062
2011-10-24,103.9800033569336
2011-10-25,100.44000244140625
2011-10-26,106.33000183105469
2011-10-27,116.4000015258789
2011-10-28,115.86000061035156
2011-10-31,109.55000305175781
2011-11-01,103.54000091552734
2011-11-02,106.12999725341797
2011-11-03,107.68000030517578
2011-11-04,105.04000091552734
2011-11-07,105.56999969482422
2011-11-08,108.58000183105469
2011-11-09,99.66999816894531
2011-11-10,99.5
2011-11-11,101.66000366210938
2011-11-14,99.29000091552734
2011-11-15,99.75
2011-11-16,95.5999984741211
2011-11-17,92.3499984741211
2011-11-18,91.91000366210938
2011-11-21,91.30000305175781
2011-11-22,89.4000015258789
2011-11-23,87.88999938964844
2011-11-25,88.75
2011-11-28,90.77999877929688
2011-11-29,88.80999755859375
2011-11-30,95.86000061035156
2011-12-01,94.43000030517578
2011-12-02,97.25
2011-12-05,99.81999969482422
2011-12-06,101.16000366210938
2011-12-07,105.12999725341797
2011-12-08,99.91999816894531
2011-12-09,101.44999694824219
2011-12-12,98.02999877929688
2011-12-13,95.04000091552734
2011-12-14,93.25
2011-12-15,91.9000015258789
2011-12-16,90.0999984741211
2011-12-19,87.69999694824219
2011-12-20,90.9800033569336
2011-12-21,92.0
2011-12-22,94.41999816894531
2011-12-23,93.79000091552734
2011-12-27,91.9000015258789
2011-12-28,90.12000274658203
2011-12-29,91.01000213623047
2011-12-30,90.43000030517578
2012-01-03,95.36000061035156
2012-01-04,94.73999786376953
2012-01-05,94.58000183105469
2012-01-06,93.41999816894531
2012-01-09,94.69000244140625
2012-01-10,98.33000183105469
2012-01-11,99.76000213623047
2012-01-12,101.20999908447266
2012-01-13,98.95999908447266
2012-01-17,97.68000030517578
2012-01-18,104.30999755859375
2012-01-19,107.68000030517578
2012-01-20,108.73999786376953
2012-01-23,108.19000244140625
2012-01-24,108.87000274658203
2012-01-25,108.2699966430664
2012-01-26,108.55999755859375
2012-01-27,111.7699966430664
2012-01-30,109.7300033569336
2012-01-31,111.47000122070312
2012-02-01,113.44999694824219
2012-02-02,113.38999938964844
2012-02-03,117.52999877929688
2012-02-06,117.38999938964844
2012-02-07,115.9800033569336
2012-02-08,116.1500015258789
2012-02-09,115.87999725341797
2012-02-10,114.12000274658203
2012-02-13,114.52999877929688
2012-02-14,112.87000274658203
2012-02-15,113.16999816894531
2012-02-16,114.73999786376953
2012-02-17,115.91000366210938
2012-02-21,116.62999725341797
2012-02-22,114.36000061035156
2012-02-23,115.80000305175781
2012-02-24,115.87000274658203
2012-02-27,116.2300033569336
2012-02-28,117.11000061035156
2012-02-29,115.13999938964844
2012-03-01,121.12999725341797
2012-03-02,119.95999908447266
2012-03-05,118.62999725341797
2012-03-06,113.66999816894531
2012-03-07,116.4000015258789
2012-03-08,117.16999816894531
2012-03-09,117.29000091552734
2012-03-12,116.98999786376953
2012-03-13,124.54000091552734
2012-03-14,120.37000274658203
2012-03-15,123.05999755859375
2012-03-16,122.93000030517578
2012-03-19,124.30000305175781
2012-03-20,126.0199966430664
2012-03-21,125.98999786376953
2012-03-22,124.73999786376953
2012-03-23,126.18000030517578
2012-03-26,128.07000732421875
2012-03-27,126.33000183105469
2012-03-28,126.36000061035156
2012-03-29,123.76000213623047
2012-03-30,124.37000274658203
2012-04-02,124.9000015258789
2012-04-03,122.70999908447266
2012-04-04,119.95999908447266
2012-04-05,118.0
2012-04-09,117.0199966430664
2012-04-10,114.55999755859375
2012-04-11,115.93000030517578
2012-04-12,120.38999938964844
2012-04-13,115.08999633789062
2012-04-16,117.7300033569336
2012-04-17,116.86000061035156
2012-04-18,115.33000183105469
2012-04-19,113.5999984741211
2012-04-20,112.44000244140625
2012-04-23,111.75
2012-04-24,114.11000061035156
2012-04-25,113.9800033569336
2012-04-26,114.55999755859375
2012-04-27,114.41000366210938
2012-04-30,115.1500015258789
2012-05-01,115.33000183105469
2012-05-02,113.7699966430664
2012-05-03,111.52999877929688
2012-05-04,108.98999786376953
2012-05-07,110.04000091552734
2012-05-08,109.37000274658203
2012-05-09,107.29000091552734
2012-05-10,106.31999969482422
2012-05-11,102.12999725341797
2012-05-14,99.7699966430664
2012-05-15,99.87000274658203
2012-05-16,98.19999694824219
2012-05-17,97.08000183105469
2012-05-18,95.48999786376953
2012-05-21,96.51000213623047
2012-05-22,97.52999877929688
2012-05-23,98.04000091552734
2012-05-24,96.86000061035156
2012-05-25,96.69999694824219
2012-05-29,97.86000061035156
2012-05-30,94.61000061035156
2012-05-31,95.69999694824219
2012-06-01,92.63999938964844
2012-06-04,91.0
2012-06-05,92.20999908447266
2012-06-06,94.95999908447266
2012-06-07,94.0
2012-06-08,94.54000091552734
2012-06-11,92.80000305175781
2012-06-12,94.04000091552734
2012-06-13,92.72000122070312
2012-06-14,93.81999969482422
2012-06-15,95.66000366210938
2012-06-18,93.62999725341797
2012-06-19,96.37000274658203
2012-06-20,96.55000305175781
2012-06-21,93.9000015258789
2012-06-22,93.62999725341797
2012-06-25,91.22000122070312
2012-06-26,91.02999877929688
2012-06-27,93.2699966430664
2012-06-28,93.48999786376953
2012-06-29,95.86000061035156
2012-07-02,97.12999725341797
2012-07-03,98.5999984741211
2012-07-05,95.91999816894531
2012-07-06,95.47000122070312
2012-07-09,94.47000122070312
2012-07-10,94.25
2012-07-11,95.12999725341797
2012-07-12,94.0199966430664
2012-07-13,97.43000030517578
2012-07-16,97.68000030517578
2012-07-17,97.9800033569336
2012-07-18,96.51000213623047
2012-07-19,95.0
2012-07-20,94.16000366210938
2012-07-23,93.16000366210938
2012-07-24,94.47000122070312
2012-07-25,95.95999908447266
2012-07-26,98.05999755859375
2012-07-27,101.63999938964844
2012-07-30,100.87999725341797
2012-07-31,100.9000015258789
2012-08-01,100.08999633789062
2012-08-02,97.80999755859375
2012-08-03,100.9800033569336
2012-08-06,102.0199966430664
2012-08-07,103.23999786376953
2012-08-08,102.5
2012-08-09,103.5999984741211
2012-08-10,103.0199966430664
2012-08-13,103.61000061035156
2012-08-14,103.26000213623047
2012-08-15,103.12999725341797
2012-08-16,103.48999786376953
2012-08-17,103.5999984741211
2012-08-20,105.27999877929688
2012-08-21,105.31999969482422
2012-08-22,104.66999816894531
2012-08-23,104.08000183105469
2012-08-24,104.95999908447266
2012-08-27,105.12000274658203
2012-08-28,105.02999877929688
2012-08-29,105.52999877929688
2012-08-30,104.72000122070312
2012-08-31,105.72000122070312
2012-09-04,106.41000366210938
2012-09-05,109.94000244140625
2012-09-06,113.54000091552734
2012-09-07,116.33000183105469
2012-09-10,114.68000030517578
2012-09-11,116.69000244140625
2012-09-12,118.23999786376953
2012-09-13,120.66999816894531
2012-09-14,121.36000061035156
2012-09-17,119.9000015258789
2012-09-18,119.87999725341797
2012-09-19,119.0199966430664
2012-09-20,117.62999725341797
2012-09-21,116.72000122070312
2012-09-24,116.5999984741211
2012-09-25,113.5
2012-09-26,113.08000183105469
2012-09-27,115.2300033569336
2012-09-28,113.68000030517578
2012-10-01,116.86000061035156
2012-10-02,117.25
2012-10-03,117.91000366210938
2012-10-04,119.9000015258789
2012-10-05,119.30999755859375
2012-10-08,119.45999908447266
2012-10-09,119.62999725341797
2012-10-10,120.08000183105469
2012-10-11,121.98999786376953
2012-10-12,120.19999694824219
2012-10-15,124.5
2012-10-16,123.22000122070312
2012-10-17,124.91999816894531
2012-10-18,125.1500015258789
2012-10-19,123.62000274658203
2012-10-22,122.7699966430664
2012-10-23,119.0
2012-10-24,119.7699966430664
2012-10-25,119.72000122070312
2012-10-26,119.44000244140625
2012-10-31,122.38999938964844
2012-11-01,124.8499984741211
2012-11-02,123.25
2012-11-05,124.08000183105469
2012-11-06,126.25
2012-11-07,117.9800033569336
2012-11-08,115.2699966430664
2012-11-09,116.1500015258789
2012-11-12,117.23999786376953
2012-11-13,116.47000122070312
2012-11-14,114.23999786376953
2012-11-15,115.44000244140625
2012-11-16,115.83999633789062
2012-11-19,118.30000305175781
2012-11-20,118.08999633789062
2012-11-21,117.69999694824219
2012-11-23,120.30999755859375
2012-11-26,120.94000244140625
2012-11-27,118.41000366210938
2012-11-28,119.33000183105469
2012-11-29,118.7300033569336
2012-11-30,117.79000091552734
2012-12-03,118.4000015258789
2012-12-04,116.58000183105469
2012-12-05,117.12999725341797
2012-12-06,117.19999694824219
2012-12-07,116.56999969482422
2012-12-10,117.01000213623047
2012-12-11,118.86000061035156
2012-12-12,118.08999633789062
2012-12-13,118.5
2012-12-14,119.36000061035156
2012-12-17,123.48999786376953
2012-12-18,127.7699966430664
2012-12-19,127.25
2012-12-20,129.72000122070312
2012-12-21,128.44000244140625
2012-12-24,127.54000091552734
2012-12-26,127.16000366210938
2012-12-27,126.66999816894531
2012-12-28,125.5199966430664
2012-12-31,127.55999755859375
2013-01-02,131.66000366210938
2013-01-03,130.94000244140625
2013-01-04,134.50999450683594
2013-01-07,134.25999450683594
2013-01-08,133.0500030517578
2013-01-09,134.32000732421875
2013-01-10,137.3699951171875
2013-01-11,137.1300048828125
2013-01-14,136.1300048828125
2013-01-15,135.58999633789062
2013-01-16,141.08999633789062
2013-01-17,141.00999450683594
2013-01-18,144.4499969482422
2013-01-22,145.9499969482422
2013-01-23,145.55999755859375
2013-01-24,144.9600067138672
2013-01-25,144.4600067138672
2013-01-28,144.14999389648438
2013-01-29,147.10000610351562
2013-01-30,147.14999389648438
2013-01-31,147.86000061035156
2013-02-01,149.89999389648438
2013-02-04,147.52000427246094
2013-02-05,150.4499969482422
2013-02-06,151.1199951171875
2013-02-07,150.25999450683594
2013-02-08,151.60000610351562
2013-02-11,152.24000549316406
2013-02-12,154.11000061035156
2013-02-13,154.52000427246094
2013-02-14,155.92999267578125
2013-02-15,154.99000549316406
2013-02-19,158.64999389648438
2013-02-20,155.17999267578125
2013-02-21,150.8800048828125
2013-02-22,154.08999633789062
2013-02-25,147.64999389648438
2013-02-26,148.0
2013-02-27,151.64999389648438
2013-02-28,149.75999450683594
2013-03-01,150.52999877929688
2013-03-04,152.17999267578125
2013-03-05,152.9600067138672
2013-03-06,154.1300048828125
2013-03-07,156.6199951171875
2013-03-08,152.97999572753906
2013-03-11,153.3000030517578
2013-03-12,151.85000610351562
2013-03-13,151.91000366210938
2013-03-14,154.02000427246094
2013-03-15,154.83999633789062
2013-03-18,151.9499969482422
2013-03-19,148.83999633789062
2013-03-20,150.1300048828125
2013-03-21,145.3800048828125
2013-03-22,146.60000610351562
2013-03-25,146.11000061035156
2013-03-26,146.5399932861328
2013-03-27,147.83999633789062
2013-03-28,147.14999389648438
2013-04-01,146.0399932861328
2013-04-02,146.67999267578125
2013-04-03,143.41000366210938
2013-04-04,142.99000549316406
2013-04-05,143.69000244140625
2013-04-08,143.82000732421875
2013-04-09,146.52000427246094
2013-04-10,149.4600067138672
2013-04-11,149.07000732421875
2013-04-12,149.1199951171875
2013-04-15,146.4600067138672
2013-04-16,144.10000610351562
2013-04-17,140.60000610351562
2013-04-18,138.60000610351562
2013-04-19,138.72000122070312
2013-04-22,139.52000427246094
2013-04-23,142.94000244140625
2013-04-24,143.92999267578125
2013-04-25,144.75999450683594
2013-04-26,144.11000061035156
2013-04-29,145.11000061035156
2013-04-30,146.07000732421875
2013-05-01,142.61000061035156
2013-05-02,143.6699981689453
2013-05-03,145.3699951171875
2013-05-06,148.4499969482422
2013-05-07,149.32000732421875
2013-05-08,150.25999450683594
2013-05-09,148.5399932861328
2013-05-10,149.10000610351562
2013-05-13,149.6300048828125
2013-05-14,154.52000427246094
2013-05-15,155.61000061035156
2013-05-16,154.47000122070312
2013-05-17,158.17999267578125
2013-05-20,158.89999389648438
2013-05-21,160.72999572753906
2013-05-22,159.33999633789062
2013-05-23,157.41000366210938
2013-05-24,158.72000122070312
2013-05-28,160.6999969482422
2013-05-29,162.8699951171875
2013-05-30,164.35000610351562
2013-05-31,162.0800018310547
2013-06-03,163.55999755859375
2013-06-04,161.67999267578125
2013-06-05,158.3000030517578
2013-06-06,159.67999267578125
2013-06-07,166.00999450683594
2013-06-10,167.49000549316406
2013-06-11,163.30999755859375
2013-06-12,161.86000061035156
2013-06-13,165.82000732421875
2013-06-14,162.9199981689453
2013-06-17,164.11000061035156
2013-06-18,164.14999389648438
2013-06-19,161.55999755859375
2013-06-20,155.41000366210938
2013-06-21,154.25
2013-06-24,150.77999877929688
2013-06-25,153.05999755859375
2013-06-26,151.66000366210938
2013-06-27,153.50999450683594
2013-06-28,151.25
2013-07-01,151.75
2013-07-02,150.9199981689453
2013-07-03,150.42999267578125
2013-07-05,153.24000549316406
2013-07-08,153.80999755859375
2013-07-09,156.94000244140625
2013-07-10,155.8300018310547
2013-07-11,157.7100067138672
2013-07-12,160.11000061035156
2013-07-15,163.0
2013-07-16,160.24000549316406
2013-07-17,161.5
2013-07-18,164.05999755859375
2013-07-19,164.36000061035156
2013-07-22,166.25
2013-07-23,166.25999450683594
2013-07-24,165.0399932861328
2013-07-25,165.91000366210938
2013-07-26,165.25999450683594
2013-07-29,163.1699981689453
2013-07-30,162.42999267578125
2013-07-31,164.02999877929688
2013-08-01,167.49000549316406
2013-08-02,167.6199951171875
2013-08-05,168.32000732421875
2013-08-06,164.77999877929688
2013-08-07,163.4499969482422
2013-08-08,162.83999633789062
2013-08-09,162.1300048828125
2013-08-12,161.69000244140625
2013-08-13,163.7100067138672
2013-08-14,163.33999633789062
2013-08-15,160.75
2013-08-16,160.66000366210938
2013-08-19,158.6300048828125
2013-08-20,159.55999755859375
2013-08-21,157.11000061035156
2013-08-22,159.41000366210938
2013-08-23,158.64999389648438
2013-08-26,157.89999389648438
2013-08-27,153.22999572753906
2013-08-28,152.97000122070312
2013-08-29,153.6300048828125
2013-08-30,152.1300048828125
2013-09-03,154.75999450683594
2013-09-04,155.74000549316406
2013-09-05,156.1699981689453
2013-09-06,156.66000366210938
2013-09-09,159.49000549316406
2013-09-10,165.13999938964844
2013-09-11,165.05999755859375
2013-09-12,163.35000610351562
2013-09-13,164.0
2013-09-16,167.02999877929688
2013-09-17,167.4199981689453
2013-09-18,168.05999755859375
2013-09-19,167.77999877929688
2013-09-20,169.75
2013-09-23,165.25
2013-09-24,162.97000122070312
2013-09-25,162.30999755859375
2013-09-26,162.2899932861328
2013-09-27,159.85000610351562
2013-09-30,158.2100067138672
2013-10-01,159.0
2013-10-02,158.6699981689453
2013-10-03,156.85000610351562
2013-10-04,156.5500030517578
2013-10-07,154.25
2013-10-08,153.0500030517578
2013-10-09,154.44000244140625
2013-10-10,158.00999450683594
2013-10-11,160.0
2013-10-14,159.4600067138672
2013-10-15,157.6300048828125
2013-10-16,162.25
2013-10-17,158.32000732421875
2013-10-18,158.69000244140625
2013-10-21,159.77000427246094
2013-10-22,159.25
2013-10-23,157.74000549316406
2013-10-24,159.9600067138672
2013-10-25,162.08999633789062
2013-10-28,161.4499969482422
2013-10-29,162.11000061035156
2013-10-30,162.0500030517578
2013-10-31,160.86000061035156
2013-11-01,162.0500030517578
2013-11-04,163.16000366210938
2013-11-05,161.9499969482422
2013-11-06,163.52000427246094
2013-11-07,159.63999938964844
2013-11-08,163.1699981689453
2013-11-11,163.83999633789062
2013-11-12,162.88999938964844
2013-11-13,162.94000244140625
2013-11-14,163.1999969482422
2013-11-15,164.39999389648438
2013-11-18,165.67999267578125
2013-11-19,166.60000610351562
2013-11-20,165.0
2013-11-21,167.07000732421875
2013-11-22,168.10000610351562
2013-11-25,169.47999572753906
2013-11-26,168.0399932861328
2013-11-27,168.22000122070312
2013-11-29,168.94000244140625
2013-12-02,169.72000122070312
2013-12-03,168.0500030517578
2013-12-04,168.6999969482422
2013-12-05,165.55999755859375
2013-12-06,167.2100067138672
2013-12-09,167.6699981689453
2013-12-10,169.72999572753906
2013-12-11,167.60000610351562
2013-12-12,168.3300018310547
2013-12-13,168.38999938964844
2013-12-16,170.9499969482422
2013-12-17,170.49000549316406
2013-12-18,174.83999633789062
2013-12-19,174.77000427246094
2013-12-20,175.16000366210938
2013-12-23,176.47000122070312
2013-12-24,176.16000366210938
2013-12-26,176.4499969482422
2013-12-27,176.35000610351562
2013-12-30,175.72999572753906
2013-12-31,177.25999450683594
2014-01-02,176.88999938964844
2014-01-03,178.14999389648438
2014-01-06,179.3699951171875
2014-01-07,178.2899932861328
2014-01-08,178.44000244140625
2014-01-09,177.39999389648438
2014-01-10,178.38999938964844
2014-01-13,175.8800048828125
2014-01-14,176.60000610351562
2014-01-15,178.75
2014-01-16,175.1699981689453
2014-01-17,176.27999877929688
2014-01-21,173.1999969482422
2014-01-22,173.67999267578125
2014-01-23,170.75
2014-01-24,167.63999938964844
2014-01-27,164.69000244140625
2014-01-28,166.25
2014-01-29,163.89999389648438
2014-01-30,165.83999633789062
2014-01-31,164.1199951171875
2014-02-03,159.82000732421875
2014-02-04,161.75999450683594
2014-02-05,160.4199981689453
2014-02-06,161.75
2014-02-07,161.92999267578125
2014-02-10,161.0
2014-02-11,164.38999938964844
2014-02-12,163.5
2014-02-13,164.05999755859375
2014-02-14,163.72000122070312
2014-02-18,164.64999389648438
2014-02-19,163.25999450683594
2014-02-20,164.5
2014-02-21,164.5
2014-02-24,166.5399932861328
2014-02-25,163.47999572753906
2014-02-26,162.8000030517578
2014-02-27,165.3800048828125
2014-02-28,166.4499969482422
2014-03-03,164.74000549316406
2014-03-04,168.72999572753906
2014-03-05,171.89999389648438
2014-03-06,172.60000610351562
2014-03-07,174.25999450683594
2014-03-10,173.50999450683594
2014-03-11,169.88999938964844
2014-03-12,169.72000122070312
2014-03-13,166.6999969482422
2014-03-14,165.35000610351562
2014-03-17,166.83999633789062
2014-03-18,168.08999633789062
2014-03-19,168.17999267578125
2014-03-20,169.22000122070312
2014-03-21,166.9499969482422
2014-03-24,165.72000122070312
2014-03-25,163.25
2014-03-26,161.72999572753906
2014-03-27,162.2899932861328
2014-03-28,162.3000030517578
2014-03-31,163.85000610351562
2014-04-01,165.9199981689453
2014-04-02,167.27000427246094
2014-04-03,166.08999633789062
2014-04-04,163.24000549316406
2014-04-07,158.55999755859375
2014-04-08,156.55999755859375
2014-04-09,158.16000366210938
2014-04-10,155.97999572753906
2014-04-11,152.72000122070312
2014-04-14,154.74000549316406
2014-04-15,154.9199981689453
2014-04-16,157.22000122070312
2014-04-17,157.44000244140625
2014-04-21,157.8000030517578
2014-04-22,160.4600067138672
2014-04-23,160.4499969482422
2014-04-24,160.85000610351562
2014-04-25,158.24000549316406
2014-04-28,156.5399932861328
2014-04-29,158.24000549316406
2014-04-30,159.82000732421875
2014-05-01,160.3699951171875
2014-05-02,158.8800048828125
2014-05-05,156.35000610351562
2014-05-06,154.5399932861328
2014-05-07,155.52000427246094
2014-05-08,157.39999389648438
2014-05-09,157.1999969482422
2014-05-12,159.5500030517578
2014-05-13,160.27999877929688
2014-05-14,159.4499969482422
2014-05-15,156.63999938964844
2014-05-16,156.42999267578125
2014-05-19,157.6699981689453
2014-05-20,156.35000610351562
2014-05-21,159.35000610351562
2014-05-22,159.85000610351562
2014-05-23,160.16000366210938
2014-05-27,161.77000427246094
2014-05-28,161.19000244140625
2014-05-29,160.74000549316406
2014-05-30,159.80999755859375
2014-06-02,160.02999877929688
2014-06-03,161.8000030517578
2014-06-04,162.38999938964844
2014-06-05,162.5800018310547
2014-06-06,166.19000244140625
2014-06-09,166.0
2014-06-10,166.36000061035156
2014-06-11,165.42999267578125
2014-06-12,165.9600067138672
2014-06-13,165.88999938964844
2014-06-16,165.85000610351562
2014-06-17,168.22000122070312
2014-06-18,169.86000061035156
2014-06-19,169.72999572753906
2014-06-20,169.83999633789062
2014-06-23,170.24000549316406
2014-06-24,168.22999572753906
2014-06-25,168.3800048828125
2014-06-26,168.00999450683594
2014-06-27,166.77999877929688
2014-06-30,167.44000244140625
2014-07-01,166.80999755859375
2014-07-02,166.88999938964844
2014-07-03,169.4600067138672
2014-07-07,167.77999877929688
2014-07-08,164.91000366210938
2014-07-09,164.6699981689453
2014-07-10,163.4199981689453
2014-07-11,164.8000030517578
2014-07-14,167.0
2014-07-15,169.1699981689453
2014-07-16,170.47000122070312
2014-07-17,170.13999938964844
2014-07-18,171.47000122070312
2014-07-21,171.72000122070312
2014-07-22,175.02000427246094
2014-07-23,176.82000732421875
2014-07-24,176.25999450683594
2014-07-25,175.39999389648438
2014-07-28,175.9499969482422
2014-07-29,175.5399932861328
2014-07-30,175.75999450683594
2014-07-31,172.8699951171875
2014-08-01,170.25
2014-08-04,171.69000244140625
2014-08-05,169.4199981689453
2014-08-06,169.74000549316406
2014-08-07,169.10000610351562
2014-08-08,172.25999450683594
2014-08-11,172.4600067138672
2014-08-12,172.3300018310547
2014-08-13,172.3699951171875
2014-08-14,172.72999572753906
2014-08-15,171.89999389648438
2014-08-18,174.5500030517578
2014-08-19,173.9600067138672
2014-08-20,174.02999877929688
2014-08-21,175.14999389648438
2014-08-22,175.47000122070312
2014-08-25,177.8699951171875
2014-08-26,177.89999389648438
2014-08-27,177.80999755859375
2014-08-28,177.64999389648438
2014-08-29,179.11000061035156
2014-09-02,179.77000427246094
2014-09-03,179.60000610351562
2014-09-04,180.0800018310547
2014-09-05,179.75
2014-09-08,180.11000061035156
2014-09-09,177.39999389648438
2014-09-10,179.8699951171875
2014-09-11,181.0
2014-09-12,183.1699981689453
2014-09-15,183.97999572753906
2014-09-16,184.0399932861328
2014-09-17,184.82000732421875
2014-09-18,187.88999938964844
2014-09-19,186.1999969482422
2014-09-22,185.2899932861328
2014-09-23,185.08999633789062
2014-09-24,187.80999755859375
2014-09-25,184.08999633789062
2014-09-26,185.1199951171875
2014-09-29,183.8300018310547
2014-09-30,183.57000732421875
2014-10-01,180.6999969482422
2014-10-02,182.8800048828125
2014-10-03,188.07000732421875
2014-10-06,187.47999572753906
2014-10-07,183.8000030517578
2014-10-08,186.63999938964844
2014-10-09,181.27000427246094
2014-10-10,180.3800048828125
2014-10-13,178.77000427246094
2014-10-14,178.6999969482422
2014-10-15,177.24000549316406
2014-10-16,172.5800018310547
2014-10-17,176.91000366210938
2014-10-20,177.83999633789062
2014-10-21,180.17999267578125
2014-10-22,176.8300018310547
2014-10-23,180.05999755859375
2014-10-24,183.35000610351562
2014-10-27,183.91000366210938
2014-10-28,186.32000732421875
2014-10-29,186.0800018310547
2014-10-30,186.97000122070312
2014-10-31,189.99000549316406
2014-11-03,190.8300018310547
2014-11-04,190.27000427246094
2014-11-05,189.83999633789062
2014-11-06,191.0
2014-11-07,190.7100067138672
2014-11-10,191.8000030517578
2014-11-11,191.8800048828125
2014-11-12,190.17999267578125
2014-11-13,190.24000549316406
2014-11-14,189.97999572753906
2014-11-17,189.92999267578125
2014-11-18,189.63999938964844
2014-11-19,189.19000244140625
2014-11-20,189.75
2014-11-21,189.58999633789062
2014-11-24,190.07000732421875
2014-11-25,188.86000061035156
2014-11-26,188.52000427246094
2014-11-28,188.41000366210938
2014-12-01,188.1999969482422
2014-12-02,190.19000244140625
2014-12-03,190.9499969482422
2014-12-04,191.9499969482422
2014-12-05,195.4499969482422
2014-12-08,196.6199951171875
2014-12-09,196.88999938964844
2014-12-10,192.0
2014-12-11,193.5399932861328
