,CPHC
2012-08-14,10.0
2012-08-15,9.979999542236328
2012-08-16,10.1899995803833
2012-08-17,9.989999771118164
2012-08-20,9.630000114440918
2012-08-21,9.989999771118164
2012-08-22,9.760000228881836
2012-08-23,9.75
2012-08-24,9.819999694824219
2012-08-27,9.850000381469727
2012-08-28,9.90999984741211
2012-08-29,10.779999732971191
2012-08-30,10.510000228881836
2012-08-31,10.350000381469727
2012-09-04,10.329999923706055
2012-09-05,10.300000190734863
2012-09-06,10.210000038146973
2012-09-07,11.0
2012-09-10,11.050000190734863
2012-09-11,10.979999542236328
2012-09-12,10.979999542236328
2012-09-13,10.979999542236328
2012-09-14,10.949999809265137
2012-09-17,10.949999809265137
2012-09-18,10.600000381469727
2012-09-19,10.550000190734863
2012-09-20,10.550000190734863
2012-09-21,11.899999618530273
2012-09-24,11.050000190734863
2012-09-25,10.75
2012-09-26,10.640000343322754
2012-09-27,10.229999542236328
2012-09-28,10.149999618530273
2012-10-01,10.0
2012-10-02,10.100000381469727
2012-10-03,10.739999771118164
2012-10-04,10.069999694824219
2012-10-05,10.050000190734863
2012-10-08,10.050000190734863
2012-10-09,9.850000381469727
2012-10-10,9.850000381469727
2012-10-11,9.850000381469727
2012-10-12,9.850000381469727
2012-10-15,9.84000015258789
2012-10-16,9.920000076293945
2012-10-17,9.960000038146973
2012-10-18,10.0
2012-10-19,9.850000381469727
2012-10-22,9.850000381469727
2012-10-23,9.890000343322754
2012-10-24,9.850000381469727
2012-10-25,9.75
2012-10-26,9.75
2012-10-31,10.0
2012-11-01,10.0
2012-11-02,10.0
2012-11-05,9.979999542236328
2012-11-06,9.989999771118164
2012-11-07,9.899999618530273
2012-11-08,9.75
2012-11-09,9.550000190734863
2012-11-12,9.270000457763672
2012-11-13,9.300000190734863
2012-11-14,9.199999809265137
2012-11-15,9.100000381469727
2012-11-16,9.5
2012-11-19,9.75
2012-11-20,9.75
2012-11-21,10.369999885559082
2012-11-23,10.25
2012-11-26,10.0
2012-11-27,10.050000190734863
2012-11-28,10.15999984741211
2012-11-29,9.970000267028809
2012-11-30,9.970000267028809
2012-12-03,9.970000267028809
2012-12-04,9.899999618530273
2012-12-05,9.699999809265137
2012-12-06,9.6899995803833
2012-12-07,9.600000381469727
2012-12-10,10.149999618530273
2012-12-11,10.1899995803833
2012-12-12,10.25
2012-12-13,9.84000015258789
2012-12-14,9.800000190734863
2012-12-17,9.75
2012-12-18,9.75
2012-12-19,9.800000190734863
2012-12-20,9.6899995803833
2012-12-21,9.6899995803833
2012-12-24,9.6899995803833
2012-12-26,9.970000267028809
2012-12-27,10.220000267028809
2012-12-28,10.220000267028809
2012-12-31,9.609999656677246
2013-01-02,9.800000190734863
2013-01-03,9.800000190734863
2013-01-04,10.0
2013-01-07,9.960000038146973
2013-01-08,10.5
2013-01-09,10.5
2013-01-10,10.5
2013-01-11,10.449999809265137
2013-01-14,10.119999885559082
2013-01-15,10.119999885559082
2013-01-16,10.449999809265137
2013-01-17,10.449999809265137
2013-01-18,10.199999809265137
2013-01-22,10.399999618530273
2013-01-23,10.359999656677246
2013-01-24,10.4399995803833
2013-01-25,10.319999694824219
2013-01-28,10.449999809265137
2013-01-29,10.739999771118164
2013-01-30,10.680000305175781
2013-01-31,10.3100004196167
2013-02-01,10.649999618530273
2013-02-04,10.789999961853027
2013-02-05,10.84000015258789
2013-02-06,10.779999732971191
2013-02-07,10.5
2013-02-08,10.5
2013-02-11,10.5
2013-02-12,10.600000381469727
2013-02-13,10.600000381469727
2013-02-14,10.600000381469727
2013-02-15,10.869999885559082
2013-02-19,10.75
2013-02-20,10.859999656677246
2013-02-21,10.859999656677246
2013-02-22,10.859999656677246
2013-02-25,10.880000114440918
2013-02-26,11.170000076293945
2013-02-27,11.399999618530273
2013-02-28,10.9399995803833
2013-03-01,11.050000190734863
2013-03-04,11.050000190734863
2013-03-05,11.0
2013-03-06,11.0
2013-03-07,10.149999618530273
2013-03-08,10.149999618530273
2013-03-11,10.279999732971191
2013-03-12,10.5
2013-03-13,10.5
2013-03-14,10.1899995803833
2013-03-15,10.930000305175781
2013-03-18,10.229999542236328
2013-03-19,10.300000190734863
2013-03-20,10.300000190734863
2013-03-21,10.300000190734863
2013-03-22,10.300000190734863
2013-03-25,10.050000190734863
2013-03-26,10.3100004196167
2013-03-27,10.550000190734863
2013-03-28,10.010000228881836
2013-04-01,10.4399995803833
2013-04-02,10.579999923706055
2013-04-03,10.579999923706055
2013-04-04,10.710000038146973
2013-04-05,10.880000114440918
2013-04-08,11.140000343322754
2013-04-09,11.050000190734863
2013-04-10,11.050000190734863
2013-04-11,11.0
2013-04-12,10.899999618530273
2013-04-15,11.390000343322754
2013-04-16,11.399999618530273
2013-04-17,11.399999618530273
2013-04-18,11.399999618530273
2013-04-19,11.25
2013-04-22,10.9399995803833
2013-04-23,10.9399995803833
2013-04-24,11.0
2013-04-25,11.25
2013-04-26,11.890000343322754
2013-04-29,11.350000381469727
2013-04-30,11.760000228881836
2013-05-01,11.760000228881836
2013-05-02,11.170000076293945
2013-05-03,11.979999542236328
2013-05-06,11.850000381469727
2013-05-07,11.5600004196167
2013-05-08,11.130000114440918
2013-05-09,11.0
2013-05-10,11.319999694824219
2013-05-13,11.930000305175781
2013-05-14,11.569999694824219
2013-05-15,11.680000305175781
2013-05-16,11.680000305175781
2013-05-17,11.760000228881836
2013-05-20,11.399999618530273
2013-05-21,11.399999618530273
2013-05-22,11.399999618530273
2013-05-23,11.470000267028809
2013-05-24,11.5
2013-05-28,11.40999984741211
2013-05-29,10.5600004196167
2013-05-30,10.5600004196167
2013-05-31,11.0
2013-06-03,10.649999618530273
2013-06-04,11.739999771118164
2013-06-05,10.84000015258789
2013-06-06,10.819999694824219
2013-06-07,10.649999618530273
2013-06-10,10.649999618530273
2013-06-11,10.649999618530273
2013-06-12,10.710000038146973
2013-06-13,10.710000038146973
2013-06-14,10.680000305175781
2013-06-17,10.680000305175781
2013-06-18,10.630000114440918
2013-06-19,10.420000076293945
2013-06-20,10.020000457763672
2013-06-21,10.239999771118164
2013-06-24,10.390000343322754
2013-06-25,10.5
2013-06-26,9.720000267028809
2013-06-27,10.510000228881836
2013-06-28,9.829999923706055
2013-07-01,9.579999923706055
2013-07-02,9.850000381469727
2013-07-03,10.0
2013-07-05,9.529999732971191
2013-07-08,9.890000343322754
2013-07-09,9.8100004196167
2013-07-10,10.239999771118164
2013-07-11,9.869999885559082
2013-07-12,9.75
2013-07-15,9.75
2013-07-16,9.800000190734863
2013-07-17,10.1899995803833
2013-07-18,10.510000228881836
2013-07-19,10.670000076293945
2013-07-22,10.3100004196167
2013-07-23,10.390000343322754
2013-07-24,10.25
2013-07-25,10.1899995803833
2013-07-26,9.920000076293945
2013-07-29,10.010000228881836
2013-07-30,10.430000305175781
2013-07-31,10.0
2013-08-01,10.329999923706055
2013-08-02,10.510000228881836
2013-08-05,10.5600004196167
2013-08-06,10.119999885559082
2013-08-07,10.119999885559082
2013-08-08,10.260000228881836
2013-08-09,10.600000381469727
2013-08-12,10.5
2013-08-13,10.529999732971191
2013-08-14,10.640000343322754
2013-08-15,10.640000343322754
2013-08-16,10.699999809265137
2013-08-19,10.649999618530273
2013-08-20,10.640000343322754
2013-08-21,10.529999732971191
2013-08-22,10.529999732971191
2013-08-23,10.699999809265137
2013-08-26,10.65999984741211
2013-08-27,10.670000076293945
2013-08-28,10.6899995803833
2013-08-29,10.5
2013-08-30,10.5
2013-09-03,10.729999542236328
2013-09-04,11.050000190734863
2013-09-05,11.109999656677246
2013-09-06,11.479999542236328
2013-09-09,11.109999656677246
2013-09-10,11.109999656677246
2013-09-11,11.130000114440918
2013-09-12,11.130000114440918
2013-09-13,11.510000228881836
2013-09-16,11.550000190734863
2013-09-17,11.130000114440918
2013-09-18,11.619999885559082
2013-09-19,11.600000381469727
2013-09-20,11.25
2013-09-23,11.329999923706055
2013-09-24,11.329999923706055
2013-09-25,11.4399995803833
2013-09-26,11.350000381469727
2013-09-27,11.40999984741211
2013-09-30,11.329999923706055
2013-10-01,11.390000343322754
2013-10-02,11.430000305175781
2013-10-03,11.449999809265137
2013-10-04,11.350000381469727
2013-10-07,11.649999618530273
2013-10-08,11.630000114440918
2013-10-09,11.5600004196167
2013-10-10,11.550000190734863
2013-10-11,11.850000381469727
2013-10-14,11.359999656677246
2013-10-15,11.050000190734863
2013-10-16,10.8100004196167
2013-10-17,10.789999961853027
2013-10-18,10.789999961853027
2013-10-21,10.760000228881836
2013-10-22,10.760000228881836
2013-10-23,10.829999923706055
2013-10-24,10.890000343322754
2013-10-25,11.0
2013-10-28,11.0
2013-10-29,11.0
2013-10-30,10.960000038146973
2013-10-31,10.850000381469727
2013-11-01,10.010000228881836
2013-11-04,10.09000015258789
2013-11-05,10.0
2013-11-06,10.0600004196167
2013-11-07,10.100000381469727
2013-11-08,10.100000381469727
2013-11-11,10.100000381469727
2013-11-12,10.130000114440918
2013-11-13,10.279999732971191
2013-11-14,10.399999618530273
2013-11-15,10.550000190734863
2013-11-18,10.779999732971191
2013-11-19,11.0
2013-11-20,11.0
2013-11-21,11.0
2013-11-22,11.010000228881836
2013-11-25,11.130000114440918
2013-11-26,11.109999656677246
2013-11-27,11.109999656677246
2013-11-29,11.109999656677246
2013-12-02,11.109999656677246
2013-12-03,11.109999656677246
2013-12-04,11.109999656677246
2013-12-05,11.109999656677246
2013-12-06,11.0
2013-12-09,10.350000381469727
2013-12-10,10.149999618530273
2013-12-11,10.300000190734863
2013-12-12,10.510000228881836
2013-12-13,10.329999923706055
2013-12-16,10.510000228881836
2013-12-17,10.65999984741211
2013-12-18,10.6899995803833
2013-12-19,11.100000381469727
2013-12-20,10.65999984741211
2013-12-23,10.779999732971191
2013-12-24,10.779999732971191
2013-12-26,11.020000457763672
2013-12-27,10.529999732971191
2013-12-30,10.550000190734863
2013-12-31,10.300000190734863
2014-01-02,10.300000190734863
2014-01-03,10.529999732971191
2014-01-06,10.90999984741211
2014-01-07,10.800000190734863
2014-01-08,11.0
2014-01-09,10.760000228881836
2014-01-10,10.8100004196167
2014-01-13,10.949999809265137
2014-01-14,10.739999771118164
2014-01-15,10.710000038146973
2014-01-16,10.800000190734863
2014-01-17,10.800000190734863
2014-01-21,10.899999618530273
2014-01-22,10.899999618530273
2014-01-23,11.119999885559082
2014-01-24,11.119999885559082
2014-01-27,11.270000457763672
2014-01-28,10.960000038146973
2014-01-29,10.989999771118164
2014-01-30,11.180000305175781
2014-01-31,10.930000305175781
2014-02-03,10.890000343322754
2014-02-04,10.890000343322754
2014-02-05,10.930000305175781
2014-02-06,10.880000114440918
2014-02-07,10.880000114440918
2014-02-10,10.880000114440918
2014-02-11,10.880000114440918
2014-02-12,10.260000228881836
2014-02-13,10.0
2014-02-14,9.979999542236328
2014-02-18,9.800000190734863
2014-02-19,10.050000190734863
2014-02-20,10.050000190734863
2014-02-21,10.050000190734863
2014-02-24,10.449999809265137
2014-02-25,10.199999809265137
2014-02-26,10.100000381469727
2014-02-27,10.0600004196167
2014-02-28,10.199999809265137
2014-03-03,10.390000343322754
2014-03-04,10.149999618530273
2014-03-05,10.9399995803833
2014-03-06,10.9399995803833
2014-03-07,10.9399995803833
2014-03-10,10.9399995803833
2014-03-11,10.760000228881836
2014-03-12,10.760000228881836
2014-03-13,10.399999618530273
2014-03-14,10.779999732971191
2014-03-17,10.75
2014-03-18,10.460000038146973
2014-03-19,10.40999984741211
2014-03-20,10.399999618530273
2014-03-21,10.5600004196167
2014-03-24,10.670000076293945
2014-03-25,10.670000076293945
2014-03-26,10.670000076293945
2014-03-27,10.800000190734863
2014-03-28,10.850000381469727
2014-03-31,11.229999542236328
2014-04-01,10.850000381469727
2014-04-02,11.010000228881836
2014-04-03,11.050000190734863
2014-04-04,11.050000190734863
2014-04-07,11.050000190734863
2014-04-08,11.180000305175781
2014-04-09,10.989999771118164
2014-04-10,11.180000305175781
2014-04-11,11.020000457763672
2014-04-14,11.0600004196167
2014-04-15,11.100000381469727
2014-04-16,10.960000038146973
2014-04-17,10.960000038146973
2014-04-21,11.25
2014-04-22,11.050000190734863
2014-04-23,11.039999961853027
2014-04-24,11.039999961853027
2014-04-25,11.25
2014-04-28,11.15999984741211
2014-04-29,11.15999984741211
2014-04-30,11.170000076293945
2014-05-01,11.170000076293945
2014-05-02,11.25
2014-05-05,11.149999618530273
2014-05-06,11.210000038146973
2014-05-07,11.199999809265137
2014-05-08,11.300000190734863
2014-05-09,11.550000190734863
2014-05-12,11.3100004196167
2014-05-13,11.300000190734863
2014-05-14,11.300000190734863
2014-05-15,11.300000190734863
2014-05-16,11.300000190734863
2014-05-19,11.300000190734863
2014-05-20,11.300000190734863
2014-05-21,11.300000190734863
2014-05-22,11.4399995803833
2014-05-23,11.470000267028809
2014-05-27,11.9399995803833
2014-05-28,11.510000228881836
2014-05-29,11.880000114440918
2014-05-30,11.40999984741211
2014-06-02,11.40999984741211
2014-06-03,11.40999984741211
2014-06-04,11.40999984741211
2014-06-05,11.5
2014-06-06,11.899999618530273
2014-06-09,12.029999732971191
2014-06-10,12.0
2014-06-11,12.0
2014-06-12,11.420000076293945
2014-06-13,11.40999984741211
2014-06-16,11.850000381469727
2014-06-17,11.619999885559082
2014-06-18,11.640000343322754
2014-06-19,11.640000343322754
2014-06-20,10.680000305175781
2014-06-23,10.760000228881836
2014-06-24,10.8100004196167
2014-06-25,10.949999809265137
2014-06-26,10.899999618530273
2014-06-27,10.600000381469727
2014-06-30,10.0600004196167
2014-07-01,10.3100004196167
2014-07-02,10.350000381469727
2014-07-03,10.609999656677246
2014-07-07,10.350000381469727
2014-07-08,10.140000343322754
2014-07-09,10.25
2014-07-10,10.25
2014-07-11,10.149999618530273
2014-07-14,10.050000190734863
2014-07-15,10.0
2014-07-16,9.90999984741211
2014-07-17,9.609999656677246
2014-07-18,9.670000076293945
2014-07-21,10.0
2014-07-22,9.949999809265137
2014-07-23,9.949999809265137
2014-07-24,9.819999694824219
2014-07-25,9.9399995803833
2014-07-28,9.8100004196167
2014-07-29,9.8100004196167
2014-07-30,9.5
2014-07-31,9.539999961853027
2014-08-01,9.430000305175781
2014-08-04,9.399999618530273
2014-08-05,9.109999656677246
2014-08-06,9.229999542236328
2014-08-07,9.289999961853027
2014-08-08,9.119999885559082
2014-08-11,9.010000228881836
2014-08-12,9.199999809265137
2014-08-13,9.890000343322754
2014-08-14,9.800000190734863
2014-08-15,9.869999885559082
2014-08-18,9.670000076293945
2014-08-19,9.859999656677246
2014-08-20,9.890000343322754
2014-08-21,9.899999618530273
2014-08-22,10.079999923706055
2014-08-25,10.25
2014-08-26,10.25
2014-08-27,10.130000114440918
2014-08-28,10.130000114440918
2014-08-29,10.15999984741211
2014-09-02,10.109999656677246
2014-09-03,10.109999656677246
2014-09-04,10.220000267028809
2014-09-05,10.050000190734863
2014-09-08,10.140000343322754
2014-09-09,10.140000343322754
2014-09-10,11.5
2014-09-11,10.359999656677246
2014-09-12,10.569999694824219
2014-09-15,10.460000038146973
2014-09-16,10.460000038146973
2014-09-17,10.130000114440918
2014-09-18,10.640000343322754
2014-09-19,10.079999923706055
2014-09-22,10.449999809265137
2014-09-23,10.069999694824219
2014-09-24,10.380000114440918
2014-09-25,10.380000114440918
2014-09-26,10.489999771118164
2014-09-29,10.489999771118164
2014-09-30,10.210000038146973
2014-10-01,10.220000267028809
2014-10-02,10.199999809265137
2014-10-03,10.1899995803833
2014-10-06,10.609999656677246
2014-10-07,10.1899995803833
2014-10-08,9.600000381469727
2014-10-09,9.800000190734863
2014-10-10,9.979999542236328
2014-10-13,9.800000190734863
2014-10-14,9.9399995803833
2014-10-15,9.699999809265137
2014-10-16,9.720000267028809
2014-10-17,9.710000038146973
2014-10-20,9.699999809265137
2014-10-21,9.699999809265137
2014-10-22,9.600000381469727
2014-10-23,9.460000038146973
2014-10-24,9.289999961853027
2014-10-27,9.34000015258789
2014-10-28,9.279999732971191
2014-10-29,8.920000076293945
2014-10-30,9.25
2014-10-31,9.300000190734863
2014-11-03,9.579999923706055
2014-11-04,9.239999771118164
2014-11-05,9.449999809265137
2014-11-06,9.5
2014-11-07,9.84000015258789
2014-11-10,9.789999961853027
2014-11-11,9.6899995803833
2014-11-12,9.800000190734863
2014-11-13,9.84000015258789
2014-11-14,9.630000114440918
2014-11-17,9.619999885559082
2014-11-18,9.699999809265137
2014-11-19,9.600000381469727
2014-11-20,9.619999885559082
2014-11-21,9.5
2014-11-24,9.5
2014-11-25,9.75
2014-11-26,9.739999771118164
2014-11-28,9.5
2014-12-01,9.850000381469727
2014-12-02,9.649999618530273
2014-12-03,9.449999809265137
2014-12-04,9.449999809265137
2014-12-05,9.760000228881836
2014-12-08,9.760000228881836
2014-12-09,9.75
2014-12-10,9.239999771118164
2014-12-11,9.3100004196167
2014-12-12,9.359999656677246
2014-12-15,9.300000190734863
2014-12-16,9.100000381469727
2014-12-17,9.039999961853027
2014-12-18,9.380000114440918
2014-12-19,9.170000076293945
2014-12-22,9.279999732971191
2014-12-23,9.479999542236328
2014-12-24,9.470000267028809
2014-12-26,9.279999732971191
2014-12-29,9.470000267028809
2014-12-30,9.279999732971191
2014-12-31,9.319999694824219
2015-01-02,9.199999809265137
2015-01-05,9.130000114440918
2015-01-06,9.199999809265137
2015-01-07,9.460000038146973
2015-01-08,9.489999771118164
2015-01-09,9.699999809265137
2015-01-12,9.699999809265137
2015-01-13,9.75
2015-01-14,9.989999771118164
2015-01-15,9.899999618530273
2015-01-16,9.699999809265137
2015-01-20,10.140000343322754
2015-01-21,9.949999809265137
2015-01-22,9.75
2015-01-23,9.829999923706055
2015-01-26,9.970000267028809
2015-01-27,9.84000015258789
2015-01-28,9.84000015258789
2015-01-29,9.84000015258789
2015-01-30,10.149999618530273
2015-02-02,9.600000381469727
2015-02-03,9.770000457763672
2015-02-04,9.899999618530273
2015-02-05,10.079999923706055
2015-02-06,10.920000076293945
2015-02-09,10.359999656677246
2015-02-10,10.449999809265137
2015-02-11,10.699999809265137
2015-02-12,10.720000267028809
2015-02-13,10.550000190734863
2015-02-17,10.550000190734863
2015-02-18,10.40999984741211
2015-02-19,10.5
2015-02-20,10.40999984741211
2015-02-23,10.960000038146973
2015-02-24,10.5
2015-02-25,10.40999984741211
2015-02-26,10.460000038146973
2015-02-27,10.3100004196167
2015-03-02,9.710000038146973
2015-03-03,10.289999961853027
2015-03-04,10.5
2015-03-05,10.069999694824219
2015-03-06,10.239999771118164
2015-03-09,10.34000015258789
2015-03-10,10.0600004196167
2015-03-11,10.130000114440918
2015-03-12,10.149999618530273
2015-03-13,10.15999984741211
2015-03-16,10.15999984741211
2015-03-17,10.149999618530273
2015-03-18,10.199999809265137
2015-03-19,10.010000228881836
2015-03-20,10.0600004196167
2015-03-23,10.029999732971191
2015-03-24,10.399999618530273
2015-03-25,10.119999885559082
2015-03-26,10.25
2015-03-27,10.180000305175781
2015-03-30,10.079999923706055
2015-03-31,10.119999885559082
2015-04-01,10.239999771118164
2015-04-02,10.220000267028809
2015-04-06,10.239999771118164
2015-04-07,10.140000343322754
2015-04-08,10.149999618530273
2015-04-09,10.119999885559082
2015-04-10,10.119999885559082
2015-04-13,10.140000343322754
2015-04-14,10.220000267028809
2015-04-15,10.25
2015-04-16,10.199999809265137
2015-04-17,10.199999809265137
2015-04-20,10.149999618530273
2015-04-21,10.199999809265137
2015-04-22,10.270000457763672
2015-04-23,10.399999618530273
2015-04-24,10.300000190734863
2015-04-27,10.199999809265137
2015-04-28,10.210000038146973
2015-04-29,10.239999771118164
2015-04-30,10.239999771118164
2015-05-01,10.220000267028809
2015-05-04,10.210000038146973
2015-05-05,10.180000305175781
2015-05-06,10.210000038146973
2015-05-07,10.270000457763672
2015-05-08,10.239999771118164
2015-05-11,10.220000267028809
2015-05-12,10.180000305175781
2015-05-13,10.25
2015-05-14,10.180000305175781
2015-05-15,10.029999732971191
2015-05-18,9.699999809265137
2015-05-19,10.1899995803833
2015-05-20,9.789999961853027
2015-05-21,9.800000190734863
2015-05-22,10.0
2015-05-26,10.0
2015-05-27,10.300000190734863
2015-05-28,10.210000038146973
2015-05-29,10.210000038146973
2015-06-01,10.899999618530273
2015-06-02,10.880000114440918
2015-06-03,10.899999618530273
2015-06-04,10.760000228881836
2015-06-05,10.710000038146973
2015-06-08,10.75
2015-06-09,10.470000267028809
2015-06-10,10.770000457763672
2015-06-11,10.8100004196167
2015-06-12,10.619999885559082
2015-06-15,10.6899995803833
2015-06-16,10.640000343322754
2015-06-17,10.779999732971191
2015-06-18,11.039999961853027
2015-06-19,11.380000114440918
2015-06-22,11.210000038146973
2015-06-23,10.819999694824219
2015-06-24,10.8100004196167
2015-06-25,10.8100004196167
2015-06-26,10.819999694824219
2015-06-29,10.899999618530273
2015-06-30,10.5
2015-07-01,10.460000038146973
2015-07-02,10.510000228881836
2015-07-06,10.729999542236328
2015-07-07,10.789999961853027
2015-07-08,10.569999694824219
2015-07-09,10.520000457763672
2015-07-10,10.6899995803833
2015-07-13,10.84000015258789
2015-07-14,10.869999885559082
2015-07-15,10.869999885559082
2015-07-16,10.850000381469727
2015-07-17,10.739999771118164
2015-07-20,10.739999771118164
2015-07-21,10.739999771118164
2015-07-22,10.739999771118164
2015-07-23,10.739999771118164
2015-07-24,10.65999984741211
2015-07-27,10.510000228881836
2015-07-28,10.5600004196167
2015-07-29,10.25
2015-07-30,10.609999656677246
2015-07-31,10.609999656677246
2015-08-03,10.520000457763672
2015-08-04,10.279999732971191
2015-08-05,10.520000457763672
2015-08-06,10.479999542236328
2015-08-07,10.4399995803833
2015-08-10,10.600000381469727
2015-08-11,10.600000381469727
2015-08-12,10.600000381469727
2015-08-13,10.600000381469727
2015-08-14,10.430000305175781
2015-08-17,10.430000305175781
2015-08-18,10.609999656677246
2015-08-19,10.609999656677246
2015-08-20,10.529999732971191
2015-08-21,10.65999984741211
2015-08-24,10.239999771118164
2015-08-25,10.210000038146973
2015-08-26,10.229999542236328
2015-08-27,10.229999542236328
2015-08-28,10.300000190734863
2015-08-31,10.380000114440918
2015-09-01,10.300000190734863
2015-09-02,10.270000457763672
2015-09-03,10.229999542236328
2015-09-04,10.229999542236328
2015-09-08,10.470000267028809
2015-09-09,10.199999809265137
2015-09-10,10.100000381469727
2015-09-11,10.100000381469727
2015-09-14,10.1899995803833
2015-09-15,10.029999732971191
2015-09-16,10.029999732971191
2015-09-17,10.180000305175781
2015-09-18,10.020000457763672
2015-09-21,10.050000190734863
2015-09-22,10.050000190734863
2015-09-23,10.1899995803833
2015-09-24,10.020000457763672
2015-09-25,10.039999961853027
2015-09-28,10.020000457763672
2015-09-29,9.890000343322754
2015-09-30,9.720000267028809
2015-10-01,9.9399995803833
2015-10-02,9.9399995803833
2015-10-05,9.890000343322754
2015-10-06,10.479999542236328
2015-10-07,10.100000381469727
2015-10-08,10.6899995803833
2015-10-09,10.640000343322754
2015-10-12,10.470000267028809
2015-10-13,10.819999694824219
2015-10-14,10.829999923706055
2015-10-15,10.8100004196167
2015-10-16,10.619999885559082
2015-10-19,10.489999771118164
2015-10-20,10.449999809265137
2015-10-21,10.449999809265137
2015-10-22,10.4399995803833
2015-10-23,10.460000038146973
2015-10-26,10.449999809265137
2015-10-27,10.4399995803833
2015-10-28,10.4399995803833
2015-10-29,10.4399995803833
2015-10-30,10.4399995803833
2015-11-02,10.380000114440918
2015-11-03,10.380000114440918
2015-11-04,10.5
2015-11-05,9.800000190734863
2015-11-06,9.880000114440918
2015-11-09,9.850000381469727
2015-11-10,10.0
2015-11-11,10.0
2015-11-12,10.399999618530273
2015-11-13,10.3100004196167
2015-11-16,9.970000267028809
2015-11-17,9.970000267028809
2015-11-18,10.350000381469727
2015-11-19,10.220000267028809
2015-11-20,10.210000038146973
2015-11-23,10.359999656677246
2015-11-24,10.479999542236328
2015-11-25,10.5
2015-11-27,10.5
2015-11-30,10.350000381469727
2015-12-01,10.5
2015-12-02,10.489999771118164
2015-12-03,10.260000228881836
2015-12-04,10.989999771118164
2015-12-07,10.800000190734863
2015-12-08,10.789999961853027
2015-12-09,10.4399995803833
2015-12-10,10.9399995803833
2015-12-11,10.729999542236328
2015-12-14,10.5
2015-12-15,10.5
2015-12-16,10.369999885559082
2015-12-17,10.989999771118164
2015-12-18,10.260000228881836
2015-12-21,10.619999885559082
2015-12-22,10.979999542236328
2015-12-23,10.270000457763672
2015-12-24,10.59000015258789
2015-12-28,10.59000015258789
2015-12-29,10.59000015258789
2015-12-30,10.59000015258789
2015-12-31,10.25
2016-01-04,10.300000190734863
2016-01-05,10.09000015258789
2016-01-06,10.09000015258789
2016-01-07,9.989999771118164
2016-01-08,10.0
2016-01-11,10.0
2016-01-12,10.0
2016-01-13,9.609999656677246
2016-01-14,9.920000076293945
2016-01-15,9.8100004196167
2016-01-19,9.8100004196167
2016-01-20,10.0
2016-01-21,10.0
2016-01-22,9.9399995803833
2016-01-25,9.9399995803833
2016-01-26,10.0
2016-01-27,9.979999542236328
2016-01-28,10.199999809265137
2016-01-29,10.020000457763672
2016-02-01,10.199999809265137
2016-02-02,10.199999809265137
2016-02-03,9.9399995803833
2016-02-04,9.699999809265137
2016-02-05,9.899999618530273
2016-02-08,9.800000190734863
2016-02-09,9.800000190734863
2016-02-10,9.739999771118164
2016-02-11,9.600000381469727
2016-02-12,9.489999771118164
2016-02-16,9.489999771118164
2016-02-17,10.0
2016-02-18,10.0
2016-02-19,10.0
2016-02-22,10.0
2016-02-23,9.970000267028809
2016-02-24,9.970000267028809
2016-02-25,9.979999542236328
2016-02-26,9.899999618530273
2016-02-29,10.119999885559082
2016-03-01,10.119999885559082
2016-03-02,10.069999694824219
2016-03-03,9.979999542236328
2016-03-04,10.25
2016-03-07,10.069999694824219
2016-03-08,10.050000190734863
2016-03-09,10.010000228881836
2016-03-10,10.010000228881836
2016-03-11,10.010000228881836
2016-03-14,10.029999732971191
2016-03-15,9.699999809265137
2016-03-16,9.829999923706055
2016-03-17,10.479999542236328
2016-03-18,10.609999656677246
2016-03-21,10.510000228881836
2016-03-22,10.520000457763672
2016-03-23,10.479999542236328
2016-03-24,10.479999542236328
2016-03-28,10.720000267028809
2016-03-29,10.359999656677246
2016-03-30,10.350000381469727
2016-03-31,10.359999656677246
2016-04-01,10.479999542236328
2016-04-04,10.350000381469727
2016-04-05,10.65999984741211
2016-04-06,10.65999984741211
2016-04-07,10.5
2016-04-08,10.010000228881836
2016-04-11,10.319999694824219
2016-04-12,10.319999694824219
2016-04-13,10.319999694824219
2016-04-14,10.319999694824219
2016-04-15,10.329999923706055
2016-04-18,10.369999885559082
2016-04-19,10.4399995803833
2016-04-20,10.5
2016-04-21,10.75
2016-04-22,10.609999656677246
2016-04-25,10.739999771118164
2016-04-26,10.619999885559082
2016-04-27,10.619999885559082
2016-04-28,10.619999885559082
2016-04-29,10.699999809265137
2016-05-02,10.649999618530273
2016-05-03,10.600000381469727
2016-05-04,10.600000381469727
2016-05-05,10.460000038146973
2016-05-06,10.380000114440918
2016-05-09,10.369999885559082
2016-05-10,10.369999885559082
2016-05-11,10.430000305175781
2016-05-12,10.430000305175781
2016-05-13,10.420000076293945
2016-05-16,10.369999885559082
2016-05-17,10.390000343322754
2016-05-18,10.390000343322754
2016-05-19,10.569999694824219
2016-05-20,10.399999618530273
2016-05-23,10.5
2016-05-24,10.59000015258789
2016-05-25,10.59000015258789
2016-05-26,10.369999885559082
2016-05-27,10.430000305175781
2016-05-31,10.579999923706055
2016-06-01,10.579999923706055
2016-06-02,10.579999923706055
2016-06-03,10.579999923706055
2016-06-06,10.550000190734863
2016-06-07,10.550000190734863
2016-06-08,10.550000190734863
2016-06-09,10.609999656677246
2016-06-10,10.649999618530273
2016-06-13,10.850000381469727
2016-06-14,10.640000343322754
