,CPHC
2009-03-09,5.989999771118164
2009-03-10,5.989999771118164
2009-03-11,5.989999771118164
2009-03-12,5.989999771118164
2009-03-13,5.989999771118164
2009-03-16,5.989999771118164
2009-03-17,5.989999771118164
2009-03-18,5.599999904632568
2009-03-19,5.599999904632568
2009-03-20,5.599999904632568
2009-03-23,6.0
2009-03-24,6.0
2009-03-25,6.0
2009-03-26,6.0
2009-03-27,6.0
2009-03-30,5.789999961853027
2009-03-31,5.840000152587891
2009-04-01,6.0
2009-04-02,6.0
2009-04-03,6.0
2009-04-06,6.0
2009-04-07,6.0
2009-04-08,6.0
2009-04-09,6.0
2009-04-13,6.25
2009-04-14,6.25
2009-04-15,6.019999980926514
2009-04-16,6.099999904632568
2009-04-17,6.0
2009-04-20,6.0
2009-04-21,6.0
2009-04-22,6.0
2009-04-23,6.0
2009-04-24,6.25
2009-04-27,6.0
2009-04-28,6.039999961853027
2009-04-29,6.050000190734863
2009-04-30,6.0
2009-05-01,6.0
2009-05-04,6.03000020980835
2009-05-05,6.929999828338623
2009-05-06,6.5
2009-05-07,6.5
2009-05-08,7.110000133514404
2009-05-11,7.199999809265137
2009-05-12,6.75
2009-05-13,7.25
2009-05-14,7.5
2009-05-15,6.5
2009-05-18,6.880000114440918
2009-05-19,6.5
2009-05-20,6.5
2009-05-21,6.5
2009-05-22,6.5
2009-05-26,6.5
2009-05-27,6.769999980926514
2009-05-28,6.050000190734863
2009-05-29,6.889999866485596
2009-06-01,6.949999809265137
2009-06-02,6.900000095367432
2009-06-03,6.460000038146973
2009-06-04,6.460000038146973
2009-06-05,6.460000038146973
2009-06-08,6.110000133514404
2009-06-09,6.75
2009-06-10,6.849999904632568
2009-06-11,6.849999904632568
2009-06-12,6.849999904632568
2009-06-15,6.75
2009-06-16,6.5
2009-06-17,7.070000171661377
2009-06-18,6.53000020980835
2009-06-19,6.53000020980835
2009-06-22,6.5
2009-06-23,7.0
2009-06-24,6.579999923706055
2009-06-25,7.0
2009-06-26,7.0
2009-06-29,7.150000095367432
2009-06-30,6.800000190734863
2009-07-01,7.070000171661377
2009-07-02,7.070000171661377
2009-07-06,7.070000171661377
2009-07-07,6.5
2009-07-08,6.5
2009-07-09,7.099999904632568
2009-07-10,7.099999904632568
2009-07-13,7.099999904632568
2009-07-14,7.099999904632568
2009-07-15,7.099999904632568
2009-07-16,6.699999809265137
2009-07-17,6.699999809265137
2009-07-20,6.960000038146973
2009-07-21,7.400000095367432
2009-07-22,7.489999771118164
2009-07-23,7.400000095367432
2009-07-24,7.400000095367432
2009-07-27,7.400000095367432
2009-07-28,7.400000095367432
2009-07-29,6.010000228881836
2009-07-30,6.039999961853027
2009-07-31,7.0
2009-08-03,7.0
2009-08-04,7.0
2009-08-05,6.949999809265137
2009-08-06,6.699999809265137
2009-08-07,6.699999809265137
2009-08-10,7.099999904632568
2009-08-11,6.800000190734863
2009-08-12,6.900000095367432
2009-08-13,6.900000095367432
2009-08-14,7.099999904632568
2009-08-17,7.099999904632568
2009-08-18,7.099999904632568
2009-08-19,7.099999904632568
2009-08-20,6.019999980926514
2009-08-21,6.5
2009-08-24,6.300000190734863
2009-08-25,7.0
2009-08-26,7.0
2009-08-27,7.039999961853027
2009-08-28,7.059999942779541
2009-08-31,7.0
2009-09-01,7.0
2009-09-02,7.019999980926514
2009-09-03,6.53000020980835
2009-09-04,7.0
2009-09-08,7.489999771118164
2009-09-09,7.059999942779541
2009-09-10,6.510000228881836
2009-09-11,7.0
2009-09-14,7.0
2009-09-15,6.75
2009-09-16,6.75
2009-09-17,6.75
2009-09-18,6.75
2009-09-21,6.699999809265137
2009-09-22,6.699999809265137
2009-09-23,6.699999809265137
2009-09-24,6.75
2009-09-25,6.75
2009-09-28,6.75
2009-09-29,6.75
2009-09-30,7.400000095367432
2009-10-01,7.25
2009-10-02,7.25
2009-10-05,7.199999809265137
2009-10-06,7.300000190734863
2009-10-07,7.360000133514404
2009-10-08,7.360000133514404
2009-10-09,7.010000228881836
2009-10-12,7.0
2009-10-13,7.0
2009-10-14,6.900000095367432
2009-10-15,7.0
2009-10-16,7.389999866485596
2009-10-19,7.0
2009-10-20,7.0
2009-10-21,7.0
2009-10-22,7.0
2009-10-23,7.0
2009-10-26,7.400000095367432
2009-10-27,7.400000095367432
2009-10-28,6.980000019073486
2009-10-29,7.0
2009-10-30,7.0
2009-11-02,7.0
2009-11-03,6.96999979019165
2009-11-04,6.900000095367432
2009-11-05,6.769999980926514
2009-11-06,6.869999885559082
2009-11-09,6.710000038146973
2009-11-10,6.869999885559082
2009-11-11,6.519999980926514
2009-11-12,6.519999980926514
2009-11-13,6.889999866485596
2009-11-16,6.829999923706055
2009-11-17,6.840000152587891
2009-11-18,6.5
2009-11-19,6.5
2009-11-20,6.71999979019165
2009-11-23,6.650000095367432
2009-11-24,6.5
2009-11-25,6.300000190734863
2009-11-27,6.550000190734863
2009-11-30,6.329999923706055
2009-12-01,6.400000095367432
2009-12-02,6.400000095367432
2009-12-03,6.400000095367432
2009-12-04,6.5
2009-12-07,6.5
2009-12-08,6.710000038146973
2009-12-09,7.0
2009-12-10,7.0
2009-12-11,6.900000095367432
2009-12-14,7.099999904632568
2009-12-15,7.0
2009-12-16,6.829999923706055
2009-12-17,6.829999923706055
2009-12-18,6.849999904632568
2009-12-21,7.5
2009-12-22,7.340000152587891
2009-12-23,7.0
2009-12-24,7.050000190734863
2009-12-28,6.900000095367432
2009-12-29,6.900000095367432
2009-12-30,7.590000152587891
2009-12-31,7.230000019073486
2010-01-04,7.079999923706055
2010-01-05,6.949999809265137
2010-01-06,7.0
2010-01-07,7.0
2010-01-08,7.019999980926514
2010-01-11,7.179999828338623
2010-01-12,7.300000190734863
2010-01-13,7.300000190734863
2010-01-14,7.300000190734863
2010-01-15,7.25
2010-01-19,7.300000190734863
2010-01-20,7.289999961853027
2010-01-21,7.25
2010-01-22,7.099999904632568
2010-01-25,7.099999904632568
2010-01-26,7.25
2010-01-27,7.25
2010-01-28,7.25
2010-01-29,7.199999809265137
2010-02-01,7.050000190734863
2010-02-02,7.050000190734863
2010-02-03,7.25
2010-02-04,7.199999809265137
2010-02-05,7.230000019073486
2010-02-08,7.090000152587891
2010-02-09,7.050000190734863
2010-02-10,7.050000190734863
2010-02-11,7.300000190734863
2010-02-12,7.050000190734863
2010-02-16,7.050000190734863
2010-02-17,7.300000190734863
2010-02-18,7.050000190734863
2010-02-19,7.300000190734863
2010-02-22,7.239999771118164
2010-02-23,7.5
2010-02-24,8.399999618530273
2010-02-25,8.279999732971191
2010-02-26,8.199999809265137
2010-03-01,8.100000381469727
2010-03-02,8.010000228881836
2010-03-03,8.010000228881836
2010-03-04,8.199999809265137
2010-03-05,8.5
2010-03-08,8.5
2010-03-09,8.5
2010-03-10,8.890000343322754
2010-03-11,8.40999984741211
2010-03-12,7.809999942779541
2010-03-15,7.510000228881836
2010-03-16,7.289999961853027
2010-03-17,7.360000133514404
2010-03-18,7.519999980926514
2010-03-19,7.599999904632568
2010-03-22,7.199999809265137
2010-03-23,7.289999961853027
2010-03-24,7.25
2010-03-25,7.809999942779541
2010-03-26,7.650000095367432
2010-03-29,7.760000228881836
2010-03-30,7.239999771118164
2010-03-31,7.239999771118164
2010-04-01,7.309999942779541
2010-04-05,7.429999828338623
2010-04-06,7.699999809265137
2010-04-07,7.699999809265137
2010-04-08,7.699999809265137
2010-04-09,7.75
2010-04-12,7.730000019073486
2010-04-13,7.730000019073486
2010-04-14,7.730000019073486
2010-04-15,7.949999809265137
2010-04-16,7.949999809265137
2010-04-19,8.0
2010-04-20,7.949999809265137
2010-04-21,7.730000019073486
2010-04-22,8.760000228881836
2010-04-23,8.75
2010-04-26,8.850000381469727
2010-04-27,8.5
2010-04-28,8.6899995803833
2010-04-29,8.289999961853027
2010-04-30,8.029999732971191
2010-05-03,8.010000228881836
2010-05-04,8.149999618530273
2010-05-05,8.0
2010-05-06,8.050000190734863
2010-05-07,7.539999961853027
2010-05-10,7.900000095367432
2010-05-11,8.210000038146973
2010-05-12,8.5
2010-05-13,8.989999771118164
2010-05-14,8.789999961853027
2010-05-17,8.550000190734863
2010-05-18,8.529999732971191
2010-05-19,8.5
2010-05-20,8.520000457763672
2010-05-21,9.0
2010-05-24,8.4399995803833
2010-05-25,8.5
2010-05-26,8.930000305175781
2010-05-27,9.09000015258789
2010-05-28,9.09000015258789
2010-06-01,9.0
2010-06-02,9.0
2010-06-03,9.0
2010-06-04,8.65999984741211
2010-06-07,8.539999961853027
2010-06-08,8.770000457763672
2010-06-09,8.579999923706055
2010-06-10,8.40999984741211
2010-06-11,8.529999732971191
2010-06-14,9.020000457763672
2010-06-15,9.0
2010-06-16,9.0
2010-06-17,9.0
2010-06-18,8.479999542236328
2010-06-21,8.489999771118164
2010-06-22,8.489999771118164
2010-06-23,8.430000305175781
2010-06-24,8.4399995803833
2010-06-25,8.100000381469727
2010-06-28,7.75
2010-06-29,7.820000171661377
2010-06-30,7.820000171661377
2010-07-01,7.820000171661377
2010-07-02,7.820000171661377
2010-07-06,7.820000171661377
2010-07-07,7.619999885559082
2010-07-08,7.619999885559082
2010-07-09,7.619999885559082
2010-07-12,7.650000095367432
2010-07-13,7.769999980926514
2010-07-14,7.769999980926514
2010-07-15,7.769999980926514
2010-07-16,7.769999980926514
2010-07-19,7.769999980926514
2010-07-20,7.769999980926514
2010-07-21,7.769999980926514
2010-07-22,7.769999980926514
2010-07-23,7.769999980926514
2010-07-26,7.639999866485596
2010-07-27,8.739999771118164
2010-07-28,8.199999809265137
2010-07-29,7.71999979019165
2010-07-30,8.460000038146973
2010-08-02,8.460000038146973
2010-08-03,8.460000038146973
2010-08-04,8.449999809265137
2010-08-05,8.5
2010-08-06,8.5
2010-08-09,8.5
2010-08-10,8.5
2010-08-11,8.279999732971191
2010-08-12,8.5
2010-08-13,8.1899995803833
2010-08-16,8.350000381469727
2010-08-17,8.390000343322754
2010-08-18,8.390000343322754
2010-08-19,7.550000190734863
2010-08-20,8.199999809265137
2010-08-23,8.199999809265137
2010-08-24,8.489999771118164
2010-08-25,7.559999942779541
2010-08-26,8.0
2010-08-27,8.1899995803833
2010-08-30,7.699999809265137
2010-08-31,8.199999809265137
2010-09-01,8.449999809265137
2010-09-02,7.860000133514404
2010-09-03,8.0
2010-09-07,7.739999771118164
2010-09-08,7.739999771118164
2010-09-09,7.800000190734863
2010-09-10,7.460000038146973
2010-09-13,7.75
2010-09-14,7.5
2010-09-15,7.400000095367432
2010-09-16,7.5
2010-09-17,7.889999866485596
2010-09-20,7.800000190734863
2010-09-21,7.829999923706055
2010-09-22,7.920000076293945
2010-09-23,7.920000076293945
2010-09-24,7.920000076293945
2010-09-27,7.809999942779541
2010-09-28,7.78000020980835
2010-09-29,7.75
2010-09-30,7.75
2010-10-01,7.599999904632568
2010-10-04,7.599999904632568
2010-10-05,7.599999904632568
2010-10-06,7.599999904632568
2010-10-07,7.75
2010-10-08,7.75
2010-10-11,8.010000228881836
2010-10-12,8.920000076293945
2010-10-13,8.949999809265137
2010-10-14,8.699999809265137
2010-10-15,8.699999809265137
2010-10-18,8.800000190734863
2010-10-19,8.880000114440918
2010-10-20,9.279999732971191
2010-10-21,8.979999542236328
2010-10-22,9.050000190734863
2010-10-25,8.819999694824219
2010-10-26,8.210000038146973
2010-10-27,8.220000267028809
2010-10-28,8.369999885559082
2010-10-29,8.369999885559082
2010-11-01,8.5
2010-11-02,8.600000381469727
2010-11-03,8.899999618530273
2010-11-04,9.149999618530273
2010-11-05,10.100000381469727
2010-11-08,10.800000190734863
2010-11-09,10.899999618530273
2010-11-10,11.350000381469727
2010-11-11,11.899999618530273
2010-11-12,12.729999542236328
2010-11-15,12.350000381469727
2010-11-16,12.09000015258789
2010-11-17,11.760000228881836
2010-11-18,11.8100004196167
2010-11-19,11.949999809265137
2010-11-22,11.119999885559082
2010-11-23,11.220000267028809
2010-11-24,11.90999984741211
2010-11-26,11.90999984741211
2010-11-29,11.119999885559082
2010-11-30,11.050000190734863
2010-12-01,10.130000114440918
2010-12-02,10.119999885559082
2010-12-03,10.420000076293945
2010-12-06,10.90999984741211
2010-12-07,11.0
2010-12-08,11.0
2010-12-09,11.380000114440918
2010-12-10,11.1899995803833
2010-12-13,10.75
2010-12-14,10.699999809265137
2010-12-15,10.420000076293945
2010-12-16,10.75
2010-12-17,10.920000076293945
2010-12-20,11.100000381469727
2010-12-21,11.960000038146973
2010-12-22,11.699999809265137
2010-12-23,11.819999694824219
2010-12-27,11.609999656677246
2010-12-28,11.609999656677246
2010-12-29,11.260000228881836
2010-12-30,12.390000343322754
2010-12-31,11.619999885559082
2011-01-03,12.600000381469727
2011-01-04,11.460000038146973
2011-01-05,11.550000190734863
2011-01-06,11.680000305175781
2011-01-07,11.649999618530273
2011-01-10,11.649999618530273
2011-01-11,11.649999618530273
2011-01-12,11.430000305175781
2011-01-13,11.430000305175781
2011-01-14,11.300000190734863
2011-01-18,12.229999542236328
2011-01-19,12.569999694824219
2011-01-20,12.550000190734863
2011-01-21,13.699999809265137
2011-01-24,13.729999542236328
2011-01-25,13.800000190734863
2011-01-26,15.0
2011-01-27,13.350000381469727
2011-01-28,13.25
2011-01-31,13.5
2011-02-01,13.300000190734863
2011-02-02,12.819999694824219
2011-02-03,13.75
2011-02-04,13.0
2011-02-07,13.0
2011-02-08,13.100000381469727
2011-02-09,12.8100004196167
2011-02-10,12.819999694824219
2011-02-11,12.75
2011-02-14,12.850000381469727
2011-02-15,12.579999923706055
2011-02-16,12.579999923706055
2011-02-17,12.579999923706055
2011-02-18,12.699999809265137
2011-02-22,12.710000038146973
2011-02-23,12.850000381469727
2011-02-24,12.510000228881836
2011-02-25,12.529999732971191
2011-02-28,12.710000038146973
2011-03-01,12.15999984741211
2011-03-02,11.0600004196167
2011-03-03,11.329999923706055
2011-03-04,11.609999656677246
2011-03-07,11.600000381469727
2011-03-08,10.779999732971191
2011-03-09,11.470000267028809
2011-03-10,11.369999885559082
2011-03-11,11.180000305175781
2011-03-14,10.9399995803833
2011-03-15,10.729999542236328
2011-03-16,10.930000305175781
2011-03-17,10.930000305175781
2011-03-18,10.890000343322754
2011-03-21,11.670000076293945
2011-03-22,11.920000076293945
2011-03-23,11.5
2011-03-24,11.84000015258789
2011-03-25,13.15999984741211
2011-03-28,12.899999618530273
2011-03-29,12.949999809265137
2011-03-30,11.550000190734863
2011-03-31,12.25
2011-04-01,11.300000190734863
2011-04-04,11.270000457763672
2011-04-05,11.779999732971191
2011-04-06,11.899999618530273
2011-04-07,11.550000190734863
2011-04-08,11.800000190734863
2011-04-11,11.930000305175781
2011-04-12,12.100000381469727
2011-04-13,11.9399995803833
2011-04-14,12.140000343322754
2011-04-15,11.75
2011-04-18,12.029999732971191
2011-04-19,12.40999984741211
2011-04-20,12.789999961853027
2011-04-21,13.25
2011-04-25,13.199999809265137
2011-04-26,13.010000228881836
2011-04-27,13.0
2011-04-28,12.949999809265137
2011-04-29,13.09000015258789
2011-05-02,13.199999809265137
2011-05-03,13.010000228881836
2011-05-04,13.039999961853027
2011-05-05,13.050000190734863
2011-05-06,12.09000015258789
2011-05-09,12.100000381469727
2011-05-10,12.0600004196167
2011-05-11,11.279999732971191
2011-05-12,11.050000190734863
2011-05-13,11.670000076293945
2011-05-16,11.4399995803833
2011-05-17,10.9399995803833
2011-05-18,11.239999771118164
2011-05-19,11.0
2011-05-20,11.65999984741211
2011-05-23,12.069999694824219
2011-05-24,12.609999656677246
2011-05-25,13.479999542236328
2011-05-26,13.6899995803833
2011-05-27,13.729999542236328
2011-05-31,14.460000038146973
2011-06-01,14.729999542236328
2011-06-02,14.65999984741211
2011-06-03,14.229999542236328
2011-06-06,14.0
2011-06-07,12.899999618530273
2011-06-08,12.90999984741211
2011-06-09,13.0
2011-06-10,13.25
2011-06-13,13.09000015258789
2011-06-14,13.300000190734863
2011-06-15,12.25
2011-06-16,12.149999618530273
2011-06-17,12.760000228881836
2011-06-20,12.100000381469727
2011-06-21,12.40999984741211
2011-06-22,12.420000076293945
2011-06-23,12.229999542236328
2011-06-24,12.489999771118164
2011-06-27,14.109999656677246
2011-06-28,14.109999656677246
2011-06-29,15.0600004196167
2011-06-30,14.680000305175781
2011-07-01,14.300000190734863
2011-07-05,14.100000381469727
2011-07-06,13.760000228881836
2011-07-07,13.989999771118164
2011-07-08,13.9399995803833
2011-07-11,13.350000381469727
2011-07-12,13.239999771118164
2011-07-13,13.3100004196167
2011-07-14,13.930000305175781
2011-07-15,12.989999771118164
2011-07-18,13.350000381469727
2011-07-19,13.09000015258789
2011-07-20,11.359999656677246
2011-07-21,11.800000190734863
2011-07-22,12.010000228881836
2011-07-25,11.9399995803833
2011-07-26,11.880000114440918
2011-07-27,11.710000038146973
2011-07-28,11.569999694824219
2011-07-29,11.399999618530273
2011-08-01,11.5
2011-08-02,11.569999694824219
2011-08-03,11.579999923706055
2011-08-04,11.279999732971191
2011-08-05,11.100000381469727
2011-08-08,10.220000267028809
2011-08-09,9.949999809265137
2011-08-10,10.0
2011-08-11,10.149999618530273
2011-08-12,9.75
2011-08-15,9.75
2011-08-16,10.0
2011-08-17,10.210000038146973
2011-08-18,10.140000343322754
2011-08-19,10.140000343322754
2011-08-22,10.140000343322754
2011-08-23,9.899999618530273
2011-08-24,9.890000343322754
2011-08-25,9.890000343322754
2011-08-26,9.890000343322754
2011-08-29,9.550000190734863
2011-08-30,9.140000343322754
2011-08-31,9.289999961853027
2011-09-01,9.3100004196167
2011-09-02,9.5
2011-09-06,9.399999618530273
2011-09-07,9.270000457763672
2011-09-08,9.270000457763672
2011-09-09,9.210000038146973
2011-09-12,9.239999771118164
2011-09-13,9.329999923706055
2011-09-14,9.350000381469727
2011-09-15,9.300000190734863
2011-09-16,9.34000015258789
2011-09-19,9.34000015258789
2011-09-20,9.369999885559082
2011-09-21,9.399999618530273
2011-09-22,8.920000076293945
2011-09-23,8.920000076293945
2011-09-26,9.5
2011-09-27,9.279999732971191
2011-09-28,9.279999732971191
2011-09-29,9.390000343322754
2011-09-30,9.4399995803833
2011-10-03,9.359999656677246
2011-10-04,9.359999656677246
2011-10-05,9.0
2011-10-06,8.880000114440918
2011-10-07,8.850000381469727
2011-10-10,8.5600004196167
2011-10-11,8.5600004196167
2011-10-12,7.75
2011-10-13,8.0
2011-10-14,8.010000228881836
2011-10-17,8.420000076293945
2011-10-18,8.880000114440918
2011-10-19,9.670000076293945
2011-10-20,10.25
2011-10-21,11.210000038146973
2011-10-24,11.600000381469727
2011-10-25,11.319999694824219
2011-10-26,11.4399995803833
2011-10-27,11.399999618530273
2011-10-28,10.850000381469727
2011-10-31,10.449999809265137
2011-11-01,10.670000076293945
2011-11-02,10.680000305175781
2011-11-03,10.869999885559082
2011-11-04,10.529999732971191
2011-11-07,11.670000076293945
2011-11-08,11.720000267028809
2011-11-09,11.420000076293945
2011-11-10,11.59000015258789
2011-11-11,11.1899995803833
2011-11-14,10.520000457763672
2011-11-15,10.699999809265137
2011-11-16,11.829999923706055
2011-11-17,11.0
2011-11-18,11.65999984741211
2011-11-21,11.350000381469727
2011-11-22,11.710000038146973
2011-11-23,11.710000038146973
2011-11-25,11.710000038146973
2011-11-28,13.010000228881836
2011-11-29,12.5
2011-11-30,11.960000038146973
2011-12-01,12.449999809265137
2011-12-02,12.050000190734863
2011-12-05,12.739999771118164
2011-12-06,12.539999961853027
2011-12-07,12.100000381469727
2011-12-08,12.199999809265137
2011-12-09,12.0
2011-12-12,12.510000228881836
2011-12-13,12.100000381469727
2011-12-14,12.399999618530273
2011-12-15,11.260000228881836
2011-12-16,11.3100004196167
2011-12-19,10.800000190734863
2011-12-20,10.5
2011-12-21,11.380000114440918
2011-12-22,12.5
2011-12-23,11.5
2011-12-27,11.220000267028809
2011-12-28,12.649999618530273
2011-12-29,13.199999809265137
2011-12-30,13.260000228881836
2012-01-03,13.210000038146973
2012-01-04,13.029999732971191
2012-01-05,13.210000038146973
2012-01-06,13.270000457763672
2012-01-09,14.399999618530273
2012-01-10,15.149999618530273
2012-01-11,15.010000228881836
2012-01-12,15.1899995803833
2012-01-13,14.600000381469727
2012-01-17,14.039999961853027
2012-01-18,13.510000228881836
2012-01-19,13.029999732971191
2012-01-20,12.75
2012-01-23,13.09000015258789
2012-01-24,12.699999809265137
2012-01-25,11.779999732971191
2012-01-26,12.09000015258789
2012-01-27,11.649999618530273
2012-01-30,12.319999694824219
2012-01-31,12.109999656677246
2012-02-01,11.6899995803833
2012-02-02,11.1899995803833
2012-02-03,12.5
2012-02-06,12.529999732971191
2012-02-07,11.430000305175781
2012-02-08,11.100000381469727
2012-02-09,11.460000038146973
2012-02-10,12.09000015258789
2012-02-13,11.489999771118164
2012-02-14,11.210000038146973
2012-02-15,11.0
2012-02-16,10.699999809265137
2012-02-17,11.300000190734863
2012-02-21,12.109999656677246
2012-02-22,11.149999618530273
2012-02-23,10.949999809265137
2012-02-24,10.800000190734863
2012-02-27,10.800000190734863
2012-02-28,11.0
2012-02-29,11.300000190734863
2012-03-01,10.5
2012-03-02,10.979999542236328
2012-03-05,10.9399995803833
2012-03-06,10.75
2012-03-07,10.899999618530273
2012-03-08,10.760000228881836
2012-03-09,10.760000228881836
2012-03-12,10.449999809265137
2012-03-13,10.449999809265137
2012-03-14,10.0
2012-03-15,10.489999771118164
2012-03-16,10.40999984741211
2012-03-19,10.710000038146973
2012-03-20,10.5
2012-03-21,10.5
2012-03-22,10.380000114440918
2012-03-23,10.149999618530273
2012-03-26,10.460000038146973
2012-03-27,10.210000038146973
2012-03-28,9.850000381469727
2012-03-29,10.149999618530273
2012-03-30,10.149999618530273
2012-04-02,10.25
2012-04-03,10.229999542236328
2012-04-04,10.199999809265137
2012-04-05,10.34000015258789
2012-04-09,10.199999809265137
2012-04-10,10.199999809265137
2012-04-11,9.739999771118164
2012-04-12,9.859999656677246
2012-04-13,10.170000076293945
2012-04-16,10.170000076293945
2012-04-17,9.850000381469727
2012-04-18,9.699999809265137
2012-04-19,9.699999809265137
2012-04-20,9.84000015258789
2012-04-23,9.579999923706055
2012-04-24,9.579999923706055
2012-04-25,9.579999923706055
2012-04-26,10.1899995803833
2012-04-27,10.5
2012-04-30,11.399999618530273
2012-05-01,13.949999809265137
2012-05-02,12.710000038146973
2012-05-03,12.720000267028809
2012-05-04,13.020000457763672
2012-05-07,13.5
2012-05-08,13.859999656677246
2012-05-09,13.850000381469727
2012-05-10,13.710000038146973
2012-05-11,13.180000305175781
2012-05-14,13.199999809265137
2012-05-15,13.470000267028809
2012-05-16,13.3100004196167
2012-05-17,13.449999809265137
2012-05-18,14.0
2012-05-21,13.489999771118164
2012-05-22,13.609999656677246
2012-05-23,13.100000381469727
2012-05-24,12.989999771118164
2012-05-25,12.979999542236328
2012-05-29,13.470000267028809
2012-05-30,13.680000305175781
2012-05-31,12.899999618530273
2012-06-01,13.460000038146973
2012-06-04,13.789999961853027
2012-06-05,13.649999618530273
2012-06-06,12.989999771118164
2012-06-07,12.6899995803833
2012-06-08,13.75
2012-06-11,12.9399995803833
2012-06-12,13.010000228881836
2012-06-13,13.279999732971191
2012-06-14,12.6899995803833
2012-06-15,12.510000228881836
2012-06-18,12.670000076293945
2012-06-19,12.569999694824219
2012-06-20,12.010000228881836
2012-06-21,11.430000305175781
2012-06-22,11.289999961853027
2012-06-25,12.100000381469727
2012-06-26,11.979999542236328
2012-06-27,12.0
2012-06-28,11.350000381469727
2012-06-29,11.119999885559082
2012-07-02,11.119999885559082
2012-07-03,11.119999885559082
2012-07-05,11.119999885559082
2012-07-06,11.229999542236328
2012-07-09,11.880000114440918
2012-07-10,11.550000190734863
2012-07-11,11.819999694824219
2012-07-12,11.5
2012-07-13,11.75
2012-07-16,11.300000190734863
2012-07-17,11.789999961853027
2012-07-18,11.789999961853027
2012-07-19,11.130000114440918
2012-07-20,11.40999984741211
2012-07-23,11.399999618530273
2012-07-24,11.239999771118164
2012-07-25,11.329999923706055
2012-07-26,11.279999732971191
2012-07-27,11.050000190734863
2012-07-30,10.649999618530273
2012-07-31,10.890000343322754
2012-08-01,11.0
2012-08-02,10.84000015258789
2012-08-03,11.140000343322754
2012-08-06,10.819999694824219
2012-08-07,10.84000015258789
2012-08-08,10.300000190734863
2012-08-09,9.75
2012-08-10,9.989999771118164
2012-08-13,10.239999771118164
