,BRY
2018-07-18,13.75
2018-07-19,14.5
2018-07-20,16.0
2018-07-23,16.0
2018-07-24,14.5
2018-07-25,14.5
2018-07-26,13.25
2018-07-27,13.289999961853027
2018-07-30,13.800000190734863
2018-07-31,13.75
2018-08-01,13.609999656677246
2018-08-02,13.300000190734863
2018-08-03,13.380000114440918
2018-08-06,13.550000190734863
2018-08-07,13.329999923706055
2018-08-08,13.229999542236328
2018-08-09,13.100000381469727
2018-08-10,13.390000343322754
2018-08-13,13.0
2018-08-14,12.989999771118164
2018-08-15,12.729999542236328
2018-08-16,12.739999771118164
2018-08-17,12.84000015258789
2018-08-20,13.0
2018-08-21,13.279999732971191
2018-08-22,13.5
2018-08-23,14.029999732971191
2018-08-24,15.460000038146973
2018-08-27,15.729999542236328
2018-08-28,15.989999771118164
2018-08-29,16.0
2018-08-30,16.280000686645508
2018-08-31,16.389999389648438
2018-09-04,15.850000381469727
2018-09-05,16.260000228881836
2018-09-06,15.6899995803833
2018-09-07,15.75
2018-09-10,15.930000305175781
2018-09-11,16.139999389648438
2018-09-12,15.699999809265137
2018-09-13,16.010000228881836
2018-09-14,15.760000228881836
2018-09-17,15.930000305175781
2018-09-18,16.34000015258789
2018-09-19,16.360000610351562
2018-09-20,16.3700008392334
2018-09-21,16.0
2018-09-24,16.850000381469727
2018-09-25,16.989999771118164
2018-09-26,16.739999771118164
2018-09-27,17.09000015258789
2018-09-28,17.6200008392334
2018-10-01,17.530000686645508
2018-10-02,17.93000030517578
2018-10-03,17.780000686645508
2018-10-04,17.729999542236328
2018-10-05,18.239999771118164
2018-10-08,17.520000457763672
2018-10-09,17.979999542236328
2018-10-10,16.530000686645508
2018-10-11,16.209999084472656
2018-10-12,15.930000305175781
2018-10-15,16.270000457763672
2018-10-16,16.809999465942383
2018-10-17,16.649999618530273
2018-10-18,16.290000915527344
2018-10-19,16.31999969482422
2018-10-22,16.139999389648438
2018-10-23,15.720000267028809
2018-10-24,14.960000038146973
2018-10-25,15.279999732971191
2018-10-26,14.710000038146973
2018-10-29,14.149999618530273
2018-10-30,13.960000038146973
2018-10-31,14.0
2018-11-01,14.130000114440918
2018-11-02,13.850000381469727
2018-11-05,14.619999885559082
2018-11-06,14.520000457763672
2018-11-07,14.84000015258789
2018-11-08,14.020000457763672
2018-11-09,13.960000038146973
2018-11-12,13.199999809265137
2018-11-13,12.59000015258789
2018-11-14,13.029999732971191
2018-11-15,13.100000381469727
2018-11-16,13.260000228881836
2018-11-19,13.079999923706055
2018-11-20,12.579999923706055
2018-11-21,13.680000305175781
2018-11-23,12.9399995803833
2018-11-26,12.989999771118164
2018-11-27,12.800000190734863
2018-11-28,12.770000457763672
2018-11-29,12.8100004196167
2018-11-30,12.390000343322754
2018-12-03,13.149999618530273
2018-12-04,12.960000038146973
2018-12-06,12.229999542236328
2018-12-07,12.300000190734863
2018-12-10,11.34000015258789
2018-12-11,10.260000228881836
2018-12-12,10.680000305175781
2018-12-13,10.40999984741211
2018-12-14,10.430000305175781
2018-12-17,9.510000228881836
2018-12-18,9.260000228881836
2018-12-19,9.039999961853027
2018-12-20,7.909999847412109
2018-12-21,8.300000190734863
2018-12-24,7.940000057220459
2018-12-26,8.75
2018-12-27,8.6899995803833
2018-12-28,8.5
2018-12-31,8.75
2019-01-02,8.989999771118164
2019-01-03,8.930000305175781
2019-01-04,9.640000343322754
2019-01-07,10.229999542236328
2019-01-08,10.5
2019-01-09,10.760000228881836
2019-01-10,10.539999961853027
2019-01-11,10.279999732971191
2019-01-14,10.449999809265137
2019-01-15,9.880000114440918
2019-01-16,10.029999732971191
2019-01-17,10.619999885559082
2019-01-18,10.9399995803833
2019-01-22,10.239999771118164
2019-01-23,10.3100004196167
2019-01-24,10.449999809265137
2019-01-25,10.949999809265137
2019-01-28,11.180000305175781
2019-01-29,11.239999771118164
2019-01-30,11.699999809265137
2019-01-31,11.789999961853027
2019-02-01,12.130000114440918
2019-02-04,12.100000381469727
2019-02-05,11.770000457763672
2019-02-06,11.670000076293945
2019-02-07,11.0
2019-02-08,10.739999771118164
2019-02-11,10.649999618530273
2019-02-12,10.859999656677246
2019-02-13,11.569999694824219
2019-02-14,11.420000076293945
2019-02-15,11.949999809265137
2019-02-19,11.90999984741211
2019-02-20,11.890000343322754
2019-02-21,11.899999618530273
2019-02-22,12.670000076293945
2019-02-25,12.8100004196167
2019-02-26,12.699999809265137
2019-02-27,12.729999542236328
2019-02-28,12.729999542236328
2019-03-01,12.75
2019-03-04,12.8100004196167
2019-03-05,12.649999618530273
2019-03-06,12.1899995803833
2019-03-07,11.899999618530273
2019-03-08,11.680000305175781
2019-03-11,11.819999694824219
2019-03-12,11.989999771118164
2019-03-13,11.609999656677246
2019-03-14,11.699999809265137
2019-03-15,11.819999694824219
2019-03-18,11.9399995803833
2019-03-19,12.119999885559082
2019-03-20,12.229999542236328
2019-03-21,11.90999984741211
2019-03-22,11.119999885559082
2019-03-25,10.970000267028809
2019-03-26,11.399999618530273
2019-03-27,11.270000457763672
2019-03-28,11.710000038146973
2019-03-29,11.539999961853027
2019-04-01,12.109999656677246
2019-04-02,12.130000114440918
2019-04-03,11.789999961853027
2019-04-04,11.90999984741211
2019-04-05,12.289999961853027
2019-04-08,12.449999809265137
2019-04-09,12.34000015258789
2019-04-10,12.729999542236328
2019-04-11,12.8100004196167
2019-04-12,12.770000457763672
2019-04-15,12.5
2019-04-16,12.550000190734863
2019-04-17,12.569999694824219
2019-04-18,12.619999885559082
2019-04-22,12.90999984741211
2019-04-23,12.949999809265137
2019-04-24,12.789999961853027
2019-04-25,11.670000076293945
2019-04-26,11.5600004196167
2019-04-29,11.260000228881836
2019-04-30,11.359999656677246
2019-05-01,11.050000190734863
2019-05-02,10.880000114440918
2019-05-03,11.229999542236328
2019-05-06,11.300000190734863
2019-05-07,10.970000267028809
2019-05-08,11.069999694824219
2019-05-09,11.4399995803833
2019-05-10,11.479999542236328
2019-05-13,11.229999542236328
2019-05-14,11.359999656677246
2019-05-15,11.100000381469727
2019-05-16,11.300000190734863
2019-05-17,10.970000267028809
2019-05-20,11.0600004196167
2019-05-21,11.5
2019-05-22,11.079999923706055
2019-05-23,10.59000015258789
2019-05-24,10.8100004196167
2019-05-28,10.760000228881836
2019-05-29,11.0600004196167
2019-05-30,10.75
2019-05-31,10.75
2019-06-03,10.789999961853027
2019-06-04,11.170000076293945
2019-06-05,10.449999809265137
2019-06-06,10.34000015258789
2019-06-07,10.329999923706055
2019-06-10,10.4399995803833
2019-06-11,10.34000015258789
2019-06-12,10.1899995803833
2019-06-13,10.390000343322754
2019-06-14,10.510000228881836
2019-06-17,10.770000457763672
2019-06-18,10.949999809265137
2019-06-19,10.930000305175781
2019-06-20,11.09000015258789
2019-06-21,10.989999771118164
2019-06-24,10.579999923706055
2019-06-25,10.390000343322754
2019-06-26,10.59000015258789
2019-06-27,10.3100004196167
2019-06-28,10.600000381469727
2019-07-01,10.619999885559082
2019-07-02,10.039999961853027
2019-07-03,10.119999885559082
2019-07-05,10.420000076293945
2019-07-08,10.229999542236328
2019-07-09,10.119999885559082
2019-07-10,10.350000381469727
2019-07-11,10.329999923706055
2019-07-12,10.470000267028809
2019-07-15,10.390000343322754
2019-07-16,10.399999618530273
2019-07-17,10.199999809265137
2019-07-18,10.180000305175781
2019-07-19,10.25
2019-07-22,10.229999542236328
2019-07-23,10.40999984741211
2019-07-24,10.510000228881836
2019-07-25,10.390000343322754
2019-07-26,10.5
2019-07-29,9.399999618530273
2019-07-30,9.90999984741211
2019-07-31,9.800000190734863
2019-08-01,9.039999961853027
2019-08-02,8.989999771118164
2019-08-05,8.8100004196167
2019-08-06,8.899999618530273
2019-08-07,8.859999656677246
2019-08-08,8.5
2019-08-09,8.59000015258789
2019-08-12,8.770000457763672
2019-08-13,8.609999656677246
2019-08-14,8.449999809265137
2019-08-15,8.220000267028809
2019-08-16,8.600000381469727
2019-08-19,8.600000381469727
2019-08-20,8.470000267028809
2019-08-21,8.449999809265137
2019-08-22,8.210000038146973
2019-08-23,7.710000038146973
2019-08-26,7.889999866485596
2019-08-27,7.769999980926514
2019-08-28,8.029999732971191
2019-08-29,8.220000267028809
2019-08-30,7.989999771118164
2019-09-03,7.949999809265137
2019-09-04,8.170000076293945
2019-09-05,8.600000381469727
2019-09-06,8.65999984741211
2019-09-09,9.109999656677246
2019-09-10,9.550000190734863
2019-09-11,9.8100004196167
2019-09-12,9.720000267028809
2019-09-13,9.829999923706055
2019-09-16,10.770000457763672
2019-09-17,10.4399995803833
2019-09-18,10.430000305175781
2019-09-19,10.09000015258789
2019-09-20,10.25
2019-09-23,10.569999694824219
2019-09-24,9.829999923706055
2019-09-25,9.710000038146973
2019-09-26,9.569999694824219
2019-09-27,9.600000381469727
2019-09-30,9.359999656677246
2019-10-01,9.260000228881836
2019-10-02,9.350000381469727
2019-10-03,9.319999694824219
2019-10-04,9.319999694824219
2019-10-07,9.279999732971191
2019-10-08,9.34000015258789
2019-10-09,9.399999618530273
2019-10-10,9.609999656677246
2019-10-11,9.880000114440918
2019-10-14,10.0600004196167
2019-10-15,9.90999984741211
2019-10-16,9.720000267028809
2019-10-17,9.720000267028809
2019-10-18,9.4399995803833
2019-10-21,9.579999923706055
2019-10-22,9.850000381469727
2019-10-23,10.010000228881836
2019-10-24,9.859999656677246
