,MAB
2002-11-29,15.010000228881836
2002-12-02,15.100000381469727
2002-12-03,15.199999809265137
2002-12-04,15.25
2002-12-05,15.149999618530273
2002-12-06,15.149999618530273
2002-12-09,15.199999809265137
2002-12-10,15.050000190734863
2002-12-11,15.300000190734863
2002-12-12,15.300000190734863
2002-12-13,15.300000190734863
2002-12-16,
2002-12-17,15.029999732971191
2002-12-18,
2002-12-19,
2002-12-20,
2002-12-23,15.279999732971191
2002-12-24,15.279999732971191
2002-12-26,15.279999732971191
2002-12-27,15.279999732971191
2002-12-30,15.279999732971191
2002-12-31,
2003-01-02,15.279999732971191
2003-01-03,15.300000190734863
2003-01-06,15.15999984741211
2003-01-07,15.010000228881836
2003-01-08,15.020000457763672
2003-01-09,15.020000457763672
2003-01-10,15.020000457763672
2003-01-13,14.850000381469727
2003-01-14,14.649999618530273
2003-01-15,14.300000190734863
2003-01-16,14.350000381469727
2003-01-17,14.399999618530273
2003-01-21,14.300000190734863
2003-01-22,14.3100004196167
2003-01-23,14.229999542236328
2003-01-24,14.300000190734863
2003-01-27,14.399999618530273
2003-01-28,14.319999694824219
2003-01-29,
2003-01-30,14.399999618530273
2003-01-31,14.5
2003-02-03,14.449999809265137
2003-02-04,14.550000190734863
2003-02-05,14.399999618530273
2003-02-06,14.399999618530273
2003-02-07,14.399999618530273
2003-02-10,14.600000381469727
2003-02-11,14.710000038146973
2003-02-12,14.600000381469727
2003-02-13,14.649999618530273
2003-02-14,14.680000305175781
2003-02-18,14.779999732971191
2003-02-19,14.699999809265137
2003-02-20,14.800000190734863
2003-02-21,
2003-02-24,14.899999618530273
2003-02-25,15.039999961853027
2003-02-26,14.850000381469727
2003-02-27,14.880000114440918
2003-02-28,14.989999771118164
2003-03-03,14.989999771118164
2003-03-04,14.989999771118164
2003-03-05,15.0
2003-03-06,15.069999694824219
2003-03-07,15.039999961853027
2003-03-10,14.949999809265137
2003-03-11,15.0
2003-03-12,15.100000381469727
2003-03-13,14.949999809265137
2003-03-14,14.649999618530273
2003-03-17,14.550000190734863
2003-03-18,14.800000190734863
2003-03-19,
2003-03-20,14.949999809265137
2003-03-21,14.800000190734863
2003-03-24,
2003-03-25,14.989999771118164
2003-03-26,15.050000190734863
2003-03-27,14.949999809265137
2003-03-28,15.100000381469727
2003-03-31,15.199999809265137
2003-04-01,15.050000190734863
2003-04-02,15.199999809265137
2003-04-03,15.300000190734863
2003-04-04,15.109999656677246
2003-04-07,15.100000381469727
2003-04-08,
2003-04-09,15.100000381469727
2003-04-10,15.15999984741211
2003-04-11,15.229999542236328
2003-04-14,15.270000457763672
2003-04-15,15.300000190734863
2003-04-16,
2003-04-17,15.300000190734863
2003-04-21,15.300000190734863
2003-04-22,15.34000015258789
2003-04-23,15.399999618530273
2003-04-24,15.25
2003-04-25,
2003-04-28,15.25
2003-04-29,15.25
2003-04-30,15.350000381469727
2003-05-01,15.25
2003-05-02,15.350000381469727
2003-05-05,15.380000114440918
2003-05-06,15.699999809265137
2003-05-07,15.619999885559082
2003-05-08,
2003-05-09,15.649999618530273
2003-05-12,15.600000381469727
2003-05-13,15.59000015258789
2003-05-14,15.6899995803833
2003-05-15,15.8100004196167
2003-05-16,15.829999923706055
2003-05-19,15.819999694824219
2003-05-20,15.949999809265137
2003-05-21,15.789999961853027
2003-05-22,15.930000305175781
2003-05-23,15.979999542236328
2003-05-27,15.800000190734863
2003-05-28,15.899999618530273
2003-05-29,16.100000381469727
2003-05-30,16.299999237060547
2003-06-02,16.0
2003-06-03,16.149999618530273
2003-06-04,16.100000381469727
2003-06-05,
2003-06-06,16.0
2003-06-09,16.139999389648438
2003-06-10,16.25
2003-06-11,16.309999465942383
2003-06-12,16.399999618530273
2003-06-13,16.299999237060547
2003-06-16,16.139999389648438
2003-06-17,16.399999618530273
2003-06-18,16.350000381469727
2003-06-19,16.5
2003-06-20,16.59000015258789
2003-06-23,16.5
2003-06-24,16.5
2003-06-25,16.5
2003-06-26,16.690000534057617
2003-06-27,16.700000762939453
2003-06-30,16.399999618530273
2003-07-01,16.1200008392334
2003-07-02,16.200000762939453
2003-07-03,16.260000228881836
2003-07-07,16.239999771118164
2003-07-08,16.1200008392334
2003-07-09,16.549999237060547
2003-07-10,16.399999618530273
2003-07-11,16.280000686645508
2003-07-14,16.040000915527344
2003-07-15,16.100000381469727
2003-07-16,16.06999969482422
2003-07-17,15.899999618530273
2003-07-18,15.550000190734863
2003-07-21,15.25
2003-07-22,15.1899995803833
2003-07-23,15.1899995803833
2003-07-24,14.989999771118164
2003-07-25,14.920000076293945
2003-07-28,14.84000015258789
2003-07-29,14.84000015258789
2003-07-30,14.800000190734863
2003-07-31,15.0
2003-08-01,14.989999771118164
2003-08-04,14.899999618530273
2003-08-05,14.800000190734863
2003-08-06,14.800000190734863
2003-08-07,
2003-08-08,15.050000190734863
2003-08-11,14.949999809265137
2003-08-12,15.050000190734863
2003-08-13,14.899999618530273
2003-08-14,14.600000381469727
2003-08-15,14.600000381469727
2003-08-18,14.800000190734863
2003-08-19,14.680000305175781
2003-08-20,14.84000015258789
2003-08-21,14.670000076293945
2003-08-22,14.760000228881836
2003-08-25,14.619999885559082
2003-08-26,14.300000190734863
2003-08-27,14.270000457763672
2003-08-28,14.329999923706055
2003-08-29,14.170000076293945
2003-09-02,14.0
2003-09-03,14.149999618530273
2003-09-04,14.130000114440918
2003-09-05,14.039999961853027
2003-09-08,14.09000015258789
2003-09-09,14.180000305175781
2003-09-10,14.119999885559082
2003-09-11,14.1899995803833
2003-09-12,14.119999885559082
2003-09-15,14.180000305175781
2003-09-16,14.210000038146973
2003-09-17,14.229999542236328
2003-09-18,14.25
2003-09-19,14.300000190734863
2003-09-22,14.34000015258789
2003-09-23,14.399999618530273
2003-09-24,14.260000228881836
2003-09-25,14.260000228881836
2003-09-26,14.5
2003-09-29,14.5
2003-09-30,14.449999809265137
2003-10-01,14.489999771118164
2003-10-02,14.5
2003-10-03,14.449999809265137
2003-10-06,
2003-10-07,14.369999885559082
2003-10-08,14.359999656677246
2003-10-09,14.4399995803833
2003-10-10,14.5
2003-10-13,14.5
2003-10-14,
2003-10-15,14.279999732971191
2003-10-16,14.300000190734863
2003-10-17,14.25
2003-10-20,14.100000381469727
2003-10-21,14.199999809265137
2003-10-22,14.199999809265137
2003-10-23,14.369999885559082
2003-10-24,14.380000114440918
2003-10-27,14.420000076293945
2003-10-28,14.479999542236328
2003-10-29,14.800000190734863
2003-10-30,14.600000381469727
2003-10-31,14.630000114440918
2003-11-03,14.739999771118164
2003-11-04,14.699999809265137
2003-11-05,15.0
2003-11-06,14.84000015258789
2003-11-07,15.0
2003-11-10,15.180000305175781
2003-11-11,15.010000228881836
2003-11-12,15.069999694824219
2003-11-13,14.949999809265137
2003-11-14,15.100000381469727
2003-11-17,14.949999809265137
2003-11-18,14.90999984741211
2003-11-19,14.899999618530273
2003-11-20,14.800000190734863
2003-11-21,14.859999656677246
2003-11-24,14.850000381469727
2003-11-25,14.890000343322754
2003-11-26,14.949999809265137
2003-11-28,14.979999542236328
2003-12-01,14.869999885559082
2003-12-02,15.0
2003-12-03,14.890000343322754
2003-12-04,14.979999542236328
2003-12-05,15.069999694824219
2003-12-08,14.920000076293945
2003-12-09,14.970000267028809
2003-12-10,14.869999885559082
2003-12-11,15.020000457763672
2003-12-12,14.960000038146973
2003-12-15,15.0600004196167
2003-12-16,
2003-12-17,15.199999809265137
2003-12-18,15.3100004196167
2003-12-19,15.210000038146973
2003-12-22,
2003-12-23,15.079999923706055
2003-12-24,
2003-12-26,15.09000015258789
2003-12-29,15.09000015258789
2003-12-30,15.279999732971191
2003-12-31,15.550000190734863
2004-01-02,15.539999961853027
2004-01-05,15.260000228881836
2004-01-06,15.289999961853027
2004-01-07,15.609999656677246
2004-01-08,15.399999618530273
2004-01-09,15.649999618530273
2004-01-12,15.6899995803833
2004-01-13,15.5
2004-01-14,15.720000267028809
2004-01-15,15.5600004196167
2004-01-16,15.550000190734863
2004-01-20,15.59000015258789
2004-01-21,15.449999809265137
2004-01-22,15.390000343322754
2004-01-23,15.399999618530273
2004-01-26,15.449999809265137
2004-01-27,15.739999771118164
2004-01-28,15.729999542236328
2004-01-29,15.579999923706055
2004-01-30,15.600000381469727
2004-02-02,15.729999542236328
2004-02-03,15.550000190734863
2004-02-04,15.5600004196167
2004-02-05,15.609999656677246
2004-02-06,15.520000457763672
2004-02-09,15.520000457763672
2004-02-10,15.550000190734863
2004-02-11,15.5600004196167
2004-02-12,15.40999984741211
2004-02-13,15.289999961853027
2004-02-17,15.279999732971191
2004-02-18,15.550000190734863
2004-02-19,15.539999961853027
2004-02-20,15.699999809265137
2004-02-23,15.5
2004-02-24,15.59000015258789
2004-02-25,15.800000190734863
2004-02-26,16.09000015258789
2004-02-27,16.0
2004-03-01,15.850000381469727
2004-03-02,15.850000381469727
2004-03-03,15.949999809265137
2004-03-04,15.8100004196167
2004-03-05,15.75
2004-03-08,15.899999618530273
2004-03-09,15.75
2004-03-10,15.960000038146973
2004-03-11,15.899999618530273
2004-03-12,16.149999618530273
2004-03-15,16.1200008392334
2004-03-16,16.299999237060547
2004-03-17,16.299999237060547
2004-03-18,16.0
2004-03-19,16.049999237060547
2004-03-22,16.100000381469727
2004-03-23,16.299999237060547
2004-03-24,16.25
2004-03-25,16.100000381469727
2004-03-26,16.200000762939453
2004-03-29,
2004-03-30,16.049999237060547
2004-03-31,16.030000686645508
2004-04-01,15.970000267028809
2004-04-02,15.8100004196167
2004-04-05,15.710000038146973
2004-04-06,15.5
2004-04-07,15.350000381469727
2004-04-08,15.020000457763672
2004-04-12,14.949999809265137
2004-04-13,14.430000305175781
2004-04-14,14.4399995803833
2004-04-15,14.609999656677246
2004-04-16,14.6899995803833
2004-04-19,14.789999961853027
2004-04-20,14.779999732971191
2004-04-21,14.4399995803833
2004-04-22,14.5
2004-04-23,14.649999618530273
2004-04-26,
2004-04-27,14.350000381469727
2004-04-28,14.699999809265137
2004-04-29,14.699999809265137
2004-04-30,14.5
2004-05-03,14.399999618530273
2004-05-04,14.84000015258789
2004-05-05,14.899999618530273
2004-05-06,14.609999656677246
2004-05-07,
2004-05-10,14.529999732971191
2004-05-11,14.600000381469727
2004-05-12,14.670000076293945
2004-05-13,
2004-05-14,14.529999732971191
2004-05-17,14.649999618530273
2004-05-18,14.34000015258789
2004-05-19,14.300000190734863
2004-05-20,14.100000381469727
2004-05-21,14.149999618530273
2004-05-24,14.34000015258789
2004-05-25,14.199999809265137
2004-05-26,14.15999984741211
2004-05-27,14.300000190734863
2004-05-28,14.380000114440918
2004-06-01,14.399999618530273
2004-06-02,14.369999885559082
2004-06-03,14.5
2004-06-04,14.220000267028809
2004-06-07,14.300000190734863
2004-06-08,
2004-06-09,14.34000015258789
2004-06-10,14.5
2004-06-14,14.210000038146973
2004-06-15,14.329999923706055
2004-06-16,14.470000267028809
2004-06-17,14.470000267028809
2004-06-18,
2004-06-21,
2004-06-22,14.25
2004-06-23,14.289999961853027
2004-06-24,14.5
2004-06-25,14.5
2004-06-28,14.649999618530273
2004-06-29,14.550000190734863
2004-06-30,14.630000114440918
2004-07-01,14.65999984741211
2004-07-02,14.800000190734863
2004-07-06,14.979999542236328
2004-07-07,14.899999618530273
2004-07-08,14.989999771118164
2004-07-09,14.90999984741211
2004-07-12,14.829999923706055
2004-07-13,15.0
2004-07-14,15.039999961853027
2004-07-15,15.050000190734863
2004-07-16,14.90999984741211
2004-07-19,15.199999809265137
2004-07-20,15.199999809265137
2004-07-21,
2004-07-22,15.0
2004-07-23,15.15999984741211
2004-07-26,14.989999771118164
2004-07-27,14.899999618530273
2004-07-28,15.100000381469727
2004-07-29,15.109999656677246
2004-07-30,15.199999809265137
2004-08-02,15.119999885559082
2004-08-03,15.239999771118164
2004-08-04,15.319999694824219
2004-08-05,15.600000381469727
2004-08-06,15.59000015258789
2004-08-09,15.359999656677246
2004-08-10,15.329999923706055
2004-08-11,15.15999984741211
2004-08-12,15.149999618530273
2004-08-13,15.300000190734863
2004-08-16,15.399999618530273
2004-08-17,15.4399995803833
2004-08-18,15.449999809265137
2004-08-19,15.600000381469727
2004-08-20,15.84000015258789
2004-08-23,15.510000228881836
2004-08-24,15.649999618530273
2004-08-25,15.6899995803833
2004-08-26,16.1299991607666
2004-08-27,16.0
2004-08-30,15.819999694824219
2004-08-31,15.880000114440918
2004-09-01,
2004-09-02,
2004-09-03,
2004-09-07,15.899999618530273
2004-09-08,15.789999961853027
2004-09-09,15.630000114440918
2004-09-10,15.770000457763672
2004-09-13,15.699999809265137
2004-09-14,15.6899995803833
2004-09-15,15.680000305175781
2004-09-16,15.6899995803833
2004-09-17,15.789999961853027
2004-09-20,15.800000190734863
2004-09-21,15.789999961853027
2004-09-22,15.720000267028809
2004-09-23,15.65999984741211
2004-09-24,15.710000038146973
2004-09-27,
