,MAB
2004-09-28,15.720000267028809
2004-09-29,15.699999809265137
2004-09-30,15.569999694824219
2004-10-01,15.65999984741211
2004-10-04,15.720000267028809
2004-10-05,15.720000267028809
2004-10-06,15.890000343322754
2004-10-07,
2004-10-08,16.100000381469727
2004-10-11,
2004-10-12,16.149999618530273
2004-10-13,15.880000114440918
2004-10-14,
2004-10-15,15.819999694824219
2004-10-18,16.100000381469727
2004-10-19,16.0
2004-10-20,16.049999237060547
2004-10-21,16.200000762939453
2004-10-22,16.059999465942383
2004-10-25,16.559999465942383
2004-10-26,16.649999618530273
2004-10-27,16.700000762939453
2004-10-28,16.690000534057617
2004-10-29,16.729999542236328
2004-11-01,16.709999084472656
2004-11-02,16.75
2004-11-03,16.649999618530273
2004-11-04,16.549999237060547
2004-11-05,16.049999237060547
2004-11-08,15.59000015258789
2004-11-09,15.520000457763672
2004-11-10,15.899999618530273
2004-11-11,15.899999618530273
2004-11-12,15.850000381469727
2004-11-15,15.949999809265137
2004-11-16,15.739999771118164
2004-11-17,15.779999732971191
2004-11-18,16.0
2004-11-19,15.930000305175781
2004-11-22,16.0
2004-11-23,16.049999237060547
2004-11-24,16.219999313354492
2004-11-26,
2004-11-29,16.290000915527344
2004-11-30,16.299999237060547
2004-12-01,16.200000762939453
2004-12-02,15.930000305175781
2004-12-03,16.049999237060547
2004-12-06,16.049999237060547
2004-12-07,16.110000610351562
2004-12-08,16.219999313354492
2004-12-09,15.960000038146973
2004-12-10,16.09000015258789
2004-12-13,16.0
2004-12-14,
2004-12-15,16.31999969482422
2004-12-16,16.420000076293945
2004-12-17,16.420000076293945
2004-12-20,
2004-12-21,16.6200008392334
2004-12-22,16.850000381469727
2004-12-23,16.899999618530273
2004-12-27,
2004-12-28,16.450000762939453
2004-12-29,16.5
2004-12-30,16.670000076293945
2004-12-31,16.600000381469727
2005-01-03,16.780000686645508
2005-01-04,16.700000762939453
2005-01-05,17.0
2005-01-06,17.0
2005-01-07,17.09000015258789
2005-01-10,17.0
2005-01-11,17.170000076293945
2005-01-12,17.270000457763672
2005-01-13,17.260000228881836
2005-01-14,17.649999618530273
2005-01-18,18.5
2005-01-19,17.5
2005-01-20,16.75
2005-01-21,17.059999465942383
2005-01-24,17.530000686645508
2005-01-25,18.25
2005-01-26,17.75
2005-01-27,17.65999984741211
2005-01-28,17.75
2005-01-31,17.59000015258789
2005-02-01,17.059999465942383
2005-02-02,17.1200008392334
2005-02-03,17.110000610351562
2005-02-04,17.209999084472656
2005-02-07,17.200000762939453
2005-02-08,16.989999771118164
2005-02-09,16.979999542236328
2005-02-10,16.850000381469727
2005-02-11,16.850000381469727
2005-02-14,17.309999465942383
2005-02-15,17.299999237060547
2005-02-16,17.3700008392334
2005-02-17,
2005-02-18,16.790000915527344
2005-02-22,16.829999923706055
2005-02-23,16.8700008392334
2005-02-24,17.0
2005-02-25,17.100000381469727
2005-02-28,17.049999237060547
2005-03-01,17.0
2005-03-02,17.149999618530273
2005-03-03,17.0
2005-03-04,
2005-03-07,16.950000762939453
2005-03-08,16.649999618530273
2005-03-09,16.950000762939453
2005-03-10,16.829999923706055
2005-03-11,16.600000381469727
2005-03-14,17.079999923706055
2005-03-15,17.06999969482422
2005-03-16,17.06999969482422
2005-03-17,17.010000228881836
2005-03-18,17.0
2005-03-21,17.0
2005-03-22,
2005-03-23,16.68000030517578
2005-03-24,16.399999618530273
2005-03-28,16.350000381469727
2005-03-29,16.360000610351562
2005-03-30,16.5
2005-03-31,16.520000457763672
2005-04-01,16.520000457763672
2005-04-04,16.829999923706055
2005-04-05,16.829999923706055
2005-04-06,16.690000534057617
2005-04-07,16.790000915527344
2005-04-08,16.770000457763672
2005-04-11,
2005-04-12,16.639999389648438
2005-04-13,16.770000457763672
2005-04-14,
2005-04-15,
2005-04-18,
2005-04-19,
2005-04-20,
2005-04-21,16.719999313354492
2005-04-22,16.520000457763672
2005-04-25,16.43000030517578
2005-04-26,16.399999618530273
2005-04-27,16.31999969482422
2005-04-28,16.31999969482422
2005-04-29,16.350000381469727
2005-05-02,16.34000015258789
2005-05-03,16.350000381469727
2005-05-04,16.3799991607666
2005-05-05,16.440000534057617
2005-05-06,
2005-05-09,16.3799991607666
2005-05-10,
2005-05-11,16.420000076293945
2005-05-12,16.579999923706055
2005-05-13,16.649999618530273
2005-05-16,16.639999389648438
2005-05-17,16.6200008392334
2005-05-18,16.59000015258789
2005-05-19,16.59000015258789
2005-05-20,16.459999084472656
2005-05-23,16.420000076293945
2005-05-24,16.56999969482422
2005-05-25,16.489999771118164
2005-05-26,16.459999084472656
2005-05-27,16.549999237060547
2005-05-31,16.6200008392334
2005-06-01,16.639999389648438
2005-06-02,16.809999465942383
2005-06-03,16.959999084472656
2005-06-06,16.969999313354492
2005-06-07,17.079999923706055
2005-06-08,17.020000457763672
2005-06-09,16.850000381469727
2005-06-10,16.719999313354492
2005-06-13,
2005-06-14,16.6299991607666
2005-06-15,16.40999984741211
2005-06-16,16.520000457763672
2005-06-17,16.469999313354492
2005-06-20,
2005-06-21,
2005-06-22,16.469999313354492
2005-06-23,16.440000534057617
2005-06-24,16.799999237060547
2005-06-27,17.06999969482422
2005-06-28,17.0
2005-06-29,17.010000228881836
2005-06-30,17.010000228881836
2005-07-01,17.049999237060547
2005-07-05,17.0
2005-07-06,17.31999969482422
2005-07-07,17.75
2005-07-08,17.600000381469727
2005-07-11,17.600000381469727
2005-07-12,17.65999984741211
2005-07-13,17.829999923706055
2005-07-14,17.760000228881836
2005-07-15,17.670000076293945
2005-07-18,17.59000015258789
2005-07-19,17.799999237060547
2005-07-20,
2005-07-21,17.309999465942383
2005-07-22,17.139999389648438
2005-07-25,17.780000686645508
2005-07-26,17.81999969482422
2005-07-27,17.899999618530273
2005-07-28,18.200000762939453
2005-07-29,18.25
2005-08-01,18.25
2005-08-02,18.299999237060547
2005-08-03,18.3700008392334
2005-08-04,18.25
2005-08-05,18.040000915527344
2005-08-08,18.049999237060547
2005-08-09,18.049999237060547
2005-08-10,17.84000015258789
2005-08-11,17.75
2005-08-12,17.649999618530273
2005-08-15,17.6299991607666
2005-08-16,17.559999465942383
2005-08-17,17.200000762939453
2005-08-18,17.110000610351562
2005-08-19,17.139999389648438
2005-08-22,
2005-08-23,
2005-08-24,16.93000030517578
2005-08-25,
2005-08-26,16.59000015258789
2005-08-29,16.610000610351562
2005-08-30,16.989999771118164
2005-08-31,17.010000228881836
2005-09-01,17.100000381469727
2005-09-02,17.25
2005-09-06,17.239999771118164
2005-09-07,17.149999618530273
2005-09-08,17.559999465942383
2005-09-09,17.8700008392334
2005-09-12,
2005-09-13,
2005-09-14,17.850000381469727
2005-09-15,
2005-09-16,17.860000610351562
2005-09-19,18.1200008392334
2005-09-20,17.829999923706055
2005-09-21,
2005-09-22,17.309999465942383
2005-09-23,17.700000762939453
2005-09-26,17.75
2005-09-27,17.149999618530273
2005-09-28,17.260000228881836
2005-09-29,17.309999465942383
2005-09-30,17.350000381469727
2005-10-03,17.489999771118164
2005-10-04,17.670000076293945
2005-10-05,17.75
2005-10-06,17.739999771118164
2005-10-07,17.850000381469727
2005-10-10,17.81999969482422
2005-10-11,17.649999618530273
2005-10-12,17.40999984741211
2005-10-13,16.90999984741211
2005-10-14,17.0
2005-10-17,16.940000534057617
2005-10-18,16.920000076293945
2005-10-19,17.149999618530273
2005-10-20,
2005-10-21,17.1299991607666
2005-10-24,17.1299991607666
2005-10-25,16.959999084472656
2005-10-26,16.90999984741211
2005-10-27,16.559999465942383
2005-10-28,16.600000381469727
2005-10-31,16.700000762939453
2005-11-01,16.8799991607666
2005-11-02,17.0
2005-11-03,17.190000534057617
2005-11-04,16.799999237060547
2005-11-07,16.420000076293945
2005-11-08,16.579999923706055
2005-11-09,16.43000030517578
2005-11-10,16.5
2005-11-11,16.15999984741211
2005-11-14,16.209999084472656
2005-11-15,15.850000381469727
2005-11-16,15.930000305175781
2005-11-17,15.970000267028809
2005-11-18,15.90999984741211
2005-11-21,
2005-11-22,15.989999771118164
2005-11-23,16.0
2005-11-25,
2005-11-28,15.800000190734863
2005-11-29,15.920000076293945
2005-11-30,15.989999771118164
2005-12-01,15.949999809265137
2005-12-02,16.149999618530273
2005-12-05,16.049999237060547
2005-12-06,
2005-12-07,
2005-12-08,16.0
2005-12-09,15.899999618530273
2005-12-12,
2005-12-13,15.850000381469727
2005-12-14,15.800000190734863
2005-12-15,
2005-12-16,
2005-12-19,16.149999618530273
2005-12-20,
2005-12-21,16.100000381469727
2005-12-22,16.100000381469727
2005-12-23,16.149999618530273
2005-12-27,15.9399995803833
2005-12-28,15.920000076293945
2005-12-29,16.049999237060547
2005-12-30,16.200000762939453
2006-01-03,15.819999694824219
2006-01-04,15.920000076293945
2006-01-05,15.899999618530273
2006-01-06,15.979999542236328
2006-01-09,15.979999542236328
2006-01-10,15.800000190734863
2006-01-11,15.850000381469727
2006-01-12,15.850000381469727
2006-01-13,15.890000343322754
2006-01-17,15.920000076293945
2006-01-18,16.059999465942383
2006-01-19,15.989999771118164
2006-01-20,15.989999771118164
2006-01-23,
2006-01-24,16.0
2006-01-25,15.800000190734863
2006-01-26,15.800000190734863
2006-01-27,16.09000015258789
2006-01-30,16.0
2006-01-31,16.09000015258789
2006-02-01,16.170000076293945
2006-02-02,16.09000015258789
2006-02-03,16.059999465942383
2006-02-06,16.06999969482422
2006-02-07,
2006-02-08,
2006-02-09,16.190000534057617
2006-02-10,
2006-02-13,
2006-02-14,15.819999694824219
2006-02-15,15.600000381469727
2006-02-16,15.40999984741211
2006-02-17,15.600000381469727
2006-02-21,15.670000076293945
2006-02-22,15.770000457763672
2006-02-23,15.890000343322754
2006-02-24,16.25
2006-02-27,16.25
2006-02-28,16.25
2006-03-01,16.25
2006-03-02,16.049999237060547
2006-03-03,15.8100004196167
2006-03-06,15.8100004196167
2006-03-07,
2006-03-08,15.899999618530273
2006-03-09,15.800000190734863
2006-03-10,16.290000915527344
2006-03-13,16.079999923706055
2006-03-14,16.079999923706055
2006-03-15,16.049999237060547
2006-03-16,16.200000762939453
2006-03-17,
2006-03-20,16.0
2006-03-21,
2006-03-22,16.049999237060547
2006-03-23,16.389999389648438
2006-03-24,15.920000076293945
2006-03-27,16.0
2006-03-28,15.75
2006-03-29,15.75
2006-03-30,15.550000190734863
2006-03-31,15.5
2006-04-03,15.5
2006-04-04,15.579999923706055
2006-04-05,15.510000228881836
2006-04-06,
2006-04-07,15.430000305175781
2006-04-10,
2006-04-11,15.3100004196167
2006-04-12,15.300000190734863
2006-04-13,15.109999656677246
2006-04-17,
2006-04-18,15.289999961853027
2006-04-19,15.4399995803833
2006-04-20,
2006-04-21,15.319999694824219
2006-04-24,15.170000076293945
2006-04-25,15.15999984741211
2006-04-26,
2006-04-27,15.180000305175781
2006-04-28,15.239999771118164
2006-05-01,15.34000015258789
2006-05-02,15.0600004196167
2006-05-03,15.260000228881836
2006-05-04,15.260000228881836
2006-05-05,15.300000190734863
2006-05-08,15.149999618530273
2006-05-09,
2006-05-10,15.359999656677246
2006-05-11,
2006-05-12,15.270099639892578
2006-05-15,15.270000457763672
2006-05-16,15.119999885559082
2006-05-17,15.119999885559082
2006-05-18,15.300000190734863
2006-05-19,
2006-05-22,15.210000038146973
2006-05-23,15.050000190734863
2006-05-24,15.119999885559082
2006-05-25,15.140000343322754
2006-05-26,15.199999809265137
2006-05-30,
2006-05-31,15.300000190734863
2006-06-01,15.220000267028809
2006-06-02,15.3100004196167
2006-06-05,15.199999809265137
2006-06-06,
2006-06-07,15.109999656677246
2006-06-08,15.050000190734863
2006-06-09,15.010000228881836
2006-06-12,15.010000228881836
2006-06-13,14.979999542236328
2006-06-14,15.100000381469727
2006-06-15,
2006-06-16,14.779999732971191
2006-06-19,14.9399995803833
2006-06-20,14.850000381469727
2006-06-21,14.470000267028809
2006-06-22,14.470000267028809
2006-06-23,14.430000305175781
2006-06-26,14.430000305175781
2006-06-27,14.430000305175781
2006-06-28,14.4399995803833
2006-06-29,14.460000038146973
2006-06-30,14.529999732971191
2006-07-03,14.699999809265137
2006-07-05,14.800000190734863
2006-07-06,14.75
2006-07-07,14.609999656677246
2006-07-10,14.600000381469727
2006-07-11,
2006-07-12,14.600000381469727
2006-07-13,14.600000381469727
2006-07-14,14.649999618530273
2006-07-17,14.6899995803833
2006-07-18,14.630000114440918
2006-07-19,14.789999961853027
2006-07-20,
2006-07-21,
2006-07-24,14.760000228881836
2006-07-25,14.739999771118164
2006-07-26,14.84000015258789
2006-07-27,14.84000015258789
2006-07-28,14.850000381469727
2006-07-31,15.0
2006-08-01,15.0600004196167
2006-08-02,
2006-08-03,15.329999923706055
2006-08-04,15.149999618530273
2006-08-07,15.100000381469727
2006-08-08,15.600000381469727
2006-08-09,
2006-08-10,15.5
2006-08-11,
2006-08-14,15.489999771118164
2006-08-15,15.550000190734863
2006-08-16,15.600000381469727
2006-08-17,15.59000015258789
2006-08-18,15.579999923706055
2006-08-21,15.640000343322754
2006-08-22,
2006-08-23,15.600000381469727
2006-08-24,15.5
2006-08-25,
2006-08-28,15.550000190734863
2006-08-29,15.5
2006-08-30,15.430000305175781
2006-08-31,15.930000305175781
2006-09-01,15.890000343322754
2006-09-05,15.850000381469727
2006-09-06,15.420000076293945
2006-09-07,15.460000038146973
2006-09-08,15.529999732971191
2006-09-11,15.449999809265137
2006-09-12,15.460000038146973
2006-09-13,
2006-09-14,
2006-09-15,15.529999732971191
2006-09-18,
2006-09-19,15.670000076293945
2006-09-20,15.59000015258789
2006-09-21,16.0
2006-09-22,16.450000762939453
2006-09-25,15.960000038146973
2006-09-26,15.880000114440918
2006-09-27,
2006-09-28,15.989999771118164
2006-09-29,16.09000015258789
2006-10-02,16.25
2006-10-03,16.0
2006-10-04,16.350000381469727
2006-10-05,
2006-10-06,16.299999237060547
2006-10-09,
2006-10-10,
2006-10-11,
2006-10-12,16.149999618530273
2006-10-13,16.09000015258789
2006-10-16,
2006-10-17,16.059999465942383
2006-10-18,
2006-10-19,16.200000762939453
2006-10-20,16.059999465942383
2006-10-23,
2006-10-24,16.149999618530273
2006-10-25,16.049999237060547
2006-10-26,
2006-10-27,16.200000762939453
2006-10-30,16.0
2006-10-31,16.200000762939453
2006-11-01,15.989999771118164
2006-11-02,16.149999618530273
2006-11-03,
2006-11-06,16.299999237060547
2006-11-07,
2006-11-08,16.549999237060547
2006-11-09,16.649999618530273
2006-11-10,16.565200805664062
2006-11-13,16.639999389648438
2006-11-14,16.639999389648438
2006-11-15,16.649999618530273
2006-11-16,16.649999618530273
2006-11-17,
2006-11-20,16.5
2006-11-21,16.239999771118164
2006-11-22,16.09000015258789
2006-11-24,16.0
2006-11-27,16.09000015258789
2006-11-28,
2006-11-29,15.9399995803833
2006-11-30,15.920000076293945
2006-12-01,16.0
2006-12-04,15.920000076293945
2006-12-05,16.010000228881836
2006-12-06,15.920000076293945
