,BWMX
2019-01-03,9.800000190734863
2019-01-04,9.800000190734863
2019-01-07,9.800000190734863
2019-01-08,9.800000190734863
2019-01-09,9.800000190734863
2019-01-10,9.800000190734863
2019-01-11,9.800000190734863
2019-01-14,9.800000190734863
2019-01-15,9.800000190734863
2019-01-16,9.800000190734863
2019-01-17,9.800000190734863
2019-01-18,9.800000190734863
2019-01-22,9.800000190734863
2019-01-23,9.800000190734863
2019-01-24,9.800000190734863
2019-01-25,9.800000190734863
2019-01-28,9.800000190734863
2019-01-29,9.708000183105469
2019-01-30,9.708000183105469
2019-01-31,9.819999694824219
2019-02-01,9.819999694824219
2019-02-04,9.819999694824219
2019-02-05,9.819999694824219
2019-02-06,9.819999694824219
2019-02-07,9.819999694824219
2019-02-08,9.819999694824219
2019-02-11,9.819999694824219
2019-02-12,9.819999694824219
2019-02-13,9.8100004196167
2019-02-14,9.8100004196167
2019-02-15,9.8100004196167
2019-02-19,9.8100004196167
2019-02-20,9.8100004196167
2019-02-21,9.8100004196167
2019-02-22,9.770000457763672
2019-02-25,9.770000457763672
2019-02-26,9.770000457763672
2019-02-27,9.770000457763672
2019-02-28,9.770000457763672
2019-03-01,9.770000457763672
2019-03-04,9.770000457763672
2019-03-05,9.770000457763672
2019-03-06,9.8100004196167
2019-03-07,9.789999961853027
2019-03-08,9.800000190734863
2019-03-11,9.800000190734863
2019-03-12,9.800000190734863
2019-03-13,9.800000190734863
2019-03-14,9.800000190734863
2019-03-15,9.800000190734863
2019-03-18,9.800000190734863
2019-03-19,9.800000190734863
2019-03-20,9.800000190734863
2019-03-21,9.800000190734863
2019-03-22,9.800000190734863
2019-03-25,10.0
2019-03-26,9.819999694824219
2019-03-27,9.84000015258789
2019-03-28,9.829999923706055
2019-03-29,9.829999923706055
2019-04-01,9.829999923706055
2019-04-02,10.0
2019-04-03,10.0
2019-04-04,9.84000015258789
2019-04-05,9.84000015258789
2019-04-08,9.84000015258789
2019-04-09,9.850000381469727
2019-04-10,9.850000381469727
2019-04-11,9.850000381469727
2019-04-12,9.869999885559082
2019-04-15,9.869999885559082
2019-04-16,9.869999885559082
2019-04-17,9.949999809265137
2019-04-18,9.949999809265137
2019-04-22,9.949999809265137
2019-04-23,9.949999809265137
2019-04-24,9.949999809265137
2019-04-25,9.949999809265137
2019-04-26,9.949999809265137
2019-04-29,9.949999809265137
2019-04-30,9.949999809265137
2019-05-01,9.920000076293945
2019-05-02,9.920000076293945
2019-05-03,9.920000076293945
2019-05-06,9.920000076293945
2019-05-07,9.920000076293945
2019-05-08,9.930000305175781
2019-05-09,9.930000305175781
2019-05-10,9.949999809265137
2019-05-13,9.949999809265137
2019-05-14,9.949999809265137
2019-05-15,9.949999809265137
2019-05-16,9.949999809265137
2019-05-17,9.949999809265137
2019-05-20,9.949999809265137
2019-05-21,9.949999809265137
2019-05-22,9.949999809265137
2019-05-23,9.949999809265137
2019-05-24,9.949999809265137
2019-05-28,9.960000038146973
2019-05-29,9.960000038146973
2019-05-30,9.960000038146973
2019-05-31,9.970000267028809
2019-06-03,9.970000267028809
2019-06-04,9.970000267028809
2019-06-05,9.970000267028809
2019-06-06,9.989999771118164
2019-06-07,9.960000038146973
2019-06-10,10.0
2019-06-11,10.0
2019-06-12,10.0
2019-06-13,10.0
2019-06-14,10.0
2019-06-17,10.0
2019-06-18,10.0
2019-06-19,10.0
2019-06-20,9.994999885559082
2019-06-21,9.994999885559082
2019-06-24,9.994999885559082
2019-06-25,9.994999885559082
2019-06-26,9.994999885559082
2019-06-27,9.994999885559082
2019-06-28,9.994999885559082
2019-07-01,9.994999885559082
2019-07-02,10.039999961853027
2019-07-03,10.039999961853027
2019-07-05,10.039999961853027
2019-07-08,10.039999961853027
2019-07-09,10.029000282287598
2019-07-10,10.029000282287598
2019-07-11,10.020000457763672
2019-07-12,10.020000457763672
2019-07-15,10.020000457763672
2019-07-16,10.020000457763672
2019-07-17,10.029999732971191
2019-07-18,10.029999732971191
2019-07-19,10.039999961853027
2019-07-22,10.039999961853027
2019-07-23,10.020000457763672
2019-07-24,10.020000457763672
2019-07-25,10.020000457763672
2019-07-26,10.020000457763672
2019-07-29,10.039999961853027
2019-07-30,10.039999961853027
2019-07-31,10.039999961853027
2019-08-01,10.02400016784668
2019-08-02,10.02400016784668
2019-08-05,10.079999923706055
2019-08-06,10.079999923706055
2019-08-07,10.079999923706055
2019-08-08,10.069999694824219
2019-08-09,10.069999694824219
2019-08-12,10.079999923706055
2019-08-13,10.069999694824219
2019-08-14,10.069999694824219
2019-08-15,10.069999694824219
2019-08-16,10.069999694824219
2019-08-19,10.050000190734863
2019-08-20,10.050000190734863
2019-08-21,10.100000381469727
2019-08-22,10.100000381469727
2019-08-23,10.100000381469727
2019-08-26,10.074999809265137
2019-08-27,10.100000381469727
2019-08-28,10.079999923706055
2019-08-29,10.09000015258789
2019-08-30,10.09000015258789
2019-09-03,10.09000015258789
2019-09-04,10.09000015258789
2019-09-05,10.09000015258789
2019-09-06,10.100000381469727
2019-09-09,10.079999923706055
2019-09-10,10.079999923706055
2019-09-11,10.09000015258789
2019-09-12,10.09000015258789
2019-09-13,10.09000015258789
2019-09-16,10.09000015258789
2019-09-17,10.09000015258789
2019-09-18,10.140000343322754
2019-09-19,10.142999649047852
2019-09-20,10.142999649047852
2019-09-23,10.130000114440918
2019-09-24,10.109999656677246
2019-09-25,10.119999885559082
2019-09-26,10.119999885559082
2019-09-27,10.130000114440918
2019-09-30,10.149999618530273
2019-10-01,10.130000114440918
2019-10-02,10.130000114440918
2019-10-03,10.130000114440918
2019-10-04,10.149999618530273
2019-10-07,10.149999618530273
2019-10-08,10.149999618530273
2019-10-09,10.149999618530273
2019-10-10,10.149999618530273
2019-10-11,10.149999618530273
2019-10-14,10.149999618530273
2019-10-15,10.149999618530273
2019-10-16,10.149999618530273
2019-10-17,10.149999618530273
2019-10-18,10.149999618530273
2019-10-21,10.149999618530273
2019-10-22,10.170000076293945
2019-10-23,10.170000076293945
2019-10-24,10.170000076293945
2019-10-25,10.170000076293945
2019-10-28,10.15999984741211
2019-10-29,10.15999984741211
2019-10-30,10.15999984741211
2019-10-31,10.15999984741211
2019-11-01,10.15999984741211
2019-11-04,10.15999984741211
2019-11-05,10.15999984741211
2019-11-06,10.15999984741211
2019-11-07,10.130000114440918
2019-11-08,10.140000343322754
2019-11-11,10.140000343322754
2019-11-12,10.149999618530273
2019-11-13,10.109999656677246
2019-11-14,10.109999656677246
2019-11-15,10.109999656677246
2019-11-18,10.109999656677246
2019-11-19,10.151000022888184
2019-11-20,10.140000343322754
2019-11-21,10.180000305175781
2019-11-22,10.15999984741211
2019-11-25,10.149999618530273
2019-11-26,10.149999618530273
2019-11-27,10.140000343322754
2019-11-29,10.119999885559082
2019-12-02,10.119999885559082
2019-12-03,10.149999618530273
2019-12-04,10.180000305175781
2019-12-05,10.180000305175781
2019-12-06,10.180000305175781
2019-12-09,10.25
2019-12-10,10.239999771118164
2019-12-11,10.199999809265137
2019-12-12,10.199999809265137
2019-12-13,10.199999809265137
2019-12-16,10.199999809265137
2019-12-17,10.180000305175781
2019-12-18,10.1899995803833
2019-12-19,10.149999618530273
2019-12-20,10.170000076293945
2019-12-23,10.170000076293945
2019-12-24,10.170000076293945
2019-12-26,10.149999618530273
2019-12-27,10.199999809265137
2019-12-30,10.199999809265137
2019-12-31,10.220000267028809
2020-01-02,10.220000267028809
2020-01-03,10.220000267028809
2020-01-06,10.220000267028809
2020-01-07,10.269000053405762
2020-01-08,10.21500015258789
2020-01-09,10.21500015258789
2020-01-10,10.25
2020-01-13,10.210000038146973
2020-01-14,10.210000038146973
2020-01-15,10.210000038146973
2020-01-16,10.210000038146973
2020-01-17,10.210000038146973
2020-01-21,10.25
2020-01-22,10.25
2020-01-23,10.430000305175781
2020-01-24,10.239999771118164
2020-01-27,10.239999771118164
2020-01-28,10.239999771118164
2020-01-29,10.236000061035156
2020-01-30,10.220000267028809
2020-01-31,10.246000289916992
2020-02-03,10.25
2020-02-04,10.23799991607666
2020-02-05,10.152999877929688
2020-02-06,9.5600004196167
2020-02-07,9.654999732971191
2020-02-10,9.050000190734863
2020-02-11,9.425000190734863
2020-02-12,9.949999809265137
2020-02-13,9.949999809265137
2020-02-14,9.949999809265137
2020-02-18,9.256999969482422
2020-02-19,10.279999732971191
2020-02-20,9.73900032043457
2020-02-21,10.0600004196167
2020-02-24,10.0600004196167
2020-02-25,10.0600004196167
2020-02-26,10.0
2020-02-27,9.9399995803833
2020-02-28,10.199999809265137
2020-03-02,9.300000190734863
2020-03-03,9.300000190734863
2020-03-04,8.699999809265137
2020-03-05,8.40999984741211
2020-03-06,8.010000228881836
2020-03-09,8.010000228881836
2020-03-10,8.770000457763672
2020-03-11,9.239999771118164
2020-03-12,9.100000381469727
2020-03-13,9.100000381469727
2020-03-16,9.100000381469727
2020-03-17,9.079999923706055
2020-03-18,8.850000381469727
2020-03-19,8.5
2020-03-20,6.199999809265137
2020-03-23,7.679999828338623
2020-03-24,7.679999828338623
2020-03-25,8.800000190734863
2020-03-26,8.0
2020-03-27,8.0
2020-03-30,8.0
2020-03-31,9.34000015258789
2020-04-01,10.039999961853027
2020-04-02,8.329999923706055
2020-04-03,8.329999923706055
2020-04-06,8.329999923706055
2020-04-07,8.329999923706055
2020-04-08,7.840000152587891
2020-04-09,7.840000152587891
2020-04-13,7.840000152587891
2020-04-14,7.429999828338623
2020-04-15,7.429999828338623
2020-04-16,7.429999828338623
2020-04-17,9.520000457763672
2020-04-20,9.5
2020-04-21,9.5
2020-04-22,9.5
2020-04-23,9.239999771118164
2020-04-24,9.239999771118164
2020-04-27,9.239999771118164
2020-04-28,9.239999771118164
2020-04-29,9.239999771118164
2020-04-30,9.239999771118164
2020-05-01,9.1899995803833
2020-05-04,9.1899995803833
2020-05-05,9.050000190734863
2020-05-06,9.0
2020-05-07,7.663000106811523
2020-05-08,9.760000228881836
2020-05-11,8.5
2020-05-12,8.5
2020-05-13,8.5
2020-05-14,7.809999942779541
2020-05-15,7.809999942779541
2020-05-18,7.739999771118164
2020-05-19,7.739999771118164
2020-05-20,7.739999771118164
2020-05-21,7.840000152587891
2020-05-22,7.840000152587891
2020-05-26,8.60099983215332
2020-05-27,8.180000305175781
2020-05-28,8.180000305175781
2020-05-29,8.850000381469727
2020-06-01,8.850000381469727
2020-06-02,8.850000381469727
2020-06-03,8.850000381469727
2020-06-04,8.90999984741211
2020-06-05,8.4399995803833
2020-06-08,8.4399995803833
2020-06-09,8.4399995803833
2020-06-10,9.199999809265137
2020-06-11,9.199999809265137
2020-06-12,9.199999809265137
2020-06-15,8.800000190734863
2020-06-16,10.0
2020-06-17,10.0
2020-06-18,8.920000076293945
2020-06-19,9.0
2020-06-22,8.5
2020-06-23,8.949999809265137
2020-06-24,8.949999809265137
2020-06-25,8.960000038146973
2020-06-26,8.949999809265137
2020-06-29,8.949999809265137
2020-06-30,9.800000190734863
2020-07-01,9.100000381469727
2020-07-02,9.25
2020-07-06,9.25
2020-07-07,9.25
2020-07-08,9.25
2020-07-09,9.0
2020-07-10,9.0
2020-07-13,8.0
2020-07-14,8.0
2020-07-15,8.0
2020-07-16,8.0
2020-07-17,8.0
2020-07-20,9.199999809265137
2020-07-21,9.199999809265137
