,EOLS
2018-02-08,11.5
2018-02-09,11.65999984741211
2018-02-12,11.260000228881836
2018-02-13,11.600000381469727
2018-02-14,11.5
2018-02-15,11.779999732971191
2018-02-16,11.699999809265137
2018-02-20,11.899999618530273
2018-02-21,12.100000381469727
2018-02-22,12.09000015258789
2018-02-23,11.600000381469727
2018-02-26,11.640000343322754
2018-02-27,11.460000038146973
2018-02-28,12.09000015258789
2018-03-01,11.460000038146973
2018-03-02,11.4399995803833
2018-03-05,11.5600004196167
2018-03-06,11.289999961853027
2018-03-07,11.229999542236328
2018-03-08,10.760000228881836
2018-03-09,12.069999694824219
2018-03-12,12.369999885559082
2018-03-13,11.970000267028809
2018-03-14,11.829999923706055
2018-03-15,12.100000381469727
2018-03-16,12.5
2018-03-19,12.039999961853027
2018-03-20,11.920000076293945
2018-03-21,11.859999656677246
2018-03-22,11.380000114440918
2018-03-23,11.289999961853027
2018-03-26,10.800000190734863
2018-03-27,9.359999656677246
2018-03-28,8.34000015258789
2018-03-29,9.029999732971191
2018-04-02,9.050000190734863
2018-04-03,9.100000381469727
2018-04-04,8.989999771118164
2018-04-05,8.109999656677246
2018-04-06,7.579999923706055
2018-04-09,8.199999809265137
2018-04-10,8.979999542236328
2018-04-11,8.930000305175781
2018-04-12,8.880000114440918
2018-04-13,9.239999771118164
2018-04-16,9.380000114440918
2018-04-17,9.449999809265137
2018-04-18,9.520000457763672
2018-04-19,8.800000190734863
2018-04-20,7.949999809265137
2018-04-23,8.005000114440918
2018-04-24,7.710000038146973
2018-04-25,7.849999904632568
2018-04-26,7.210000038146973
2018-04-27,7.059999942779541
2018-04-30,6.849999904632568
2018-05-01,6.96999979019165
2018-05-02,7.409999847412109
2018-05-03,7.480000019073486
2018-05-04,7.28000020980835
2018-05-07,8.75
2018-05-08,9.479999542236328
2018-05-09,10.550000190734863
2018-05-10,11.5
2018-05-11,13.489999771118164
2018-05-14,13.720000267028809
2018-05-15,14.649999618530273
2018-05-16,10.699999809265137
2018-05-17,12.9399995803833
2018-05-18,15.380000114440918
2018-05-21,16.18000030517578
2018-05-22,16.889999389648438
2018-05-23,19.360000610351562
2018-05-24,23.799999237060547
2018-05-25,22.440000534057617
2018-05-29,26.200000762939453
2018-05-30,24.59000015258789
2018-05-31,24.5
2018-06-01,27.280000686645508
2018-06-04,30.489999771118164
2018-06-05,33.7599983215332
2018-06-06,38.4900016784668
2018-06-07,30.979999542236328
2018-06-08,25.56999969482422
2018-06-11,29.049999237060547
2018-06-12,27.06999969482422
2018-06-13,27.959999084472656
2018-06-14,28.850000381469727
2018-06-15,28.31999969482422
2018-06-18,28.260000228881836
2018-06-19,32.65999984741211
2018-06-20,31.770000457763672
2018-06-21,31.940000534057617
2018-06-22,32.939998626708984
2018-06-25,29.280000686645508
2018-06-26,30.360000610351562
2018-06-27,28.6200008392334
2018-06-28,27.31999969482422
2018-06-29,27.989999771118164
2018-07-02,29.81999969482422
2018-07-03,27.950000762939453
2018-07-05,27.979999542236328
2018-07-06,27.360000610351562
2018-07-09,26.579999923706055
2018-07-10,24.059999465942383
2018-07-11,27.270000457763672
2018-07-12,27.010000228881836
2018-07-13,26.170000076293945
2018-07-16,25.1299991607666
2018-07-17,22.329999923706055
2018-07-18,21.31999969482422
2018-07-19,19.75
2018-07-20,20.299999237060547
2018-07-23,20.09000015258789
2018-07-24,19.530000686645508
2018-07-25,20.030000686645508
2018-07-26,20.049999237060547
2018-07-27,19.56999969482422
2018-07-30,19.09000015258789
2018-07-31,19.65999984741211
2018-08-01,18.989999771118164
2018-08-02,18.729999542236328
2018-08-03,20.1299991607666
2018-08-06,20.280000686645508
2018-08-07,20.540000915527344
2018-08-08,20.360000610351562
2018-08-09,20.200000762939453
2018-08-10,20.760000228881836
2018-08-13,20.0
2018-08-14,19.8799991607666
2018-08-15,19.149999618530273
2018-08-16,18.770000457763672
2018-08-17,19.75
2018-08-20,20.170000076293945
2018-08-21,19.989999771118164
2018-08-22,20.030000686645508
2018-08-23,19.399999618530273
2018-08-24,20.100000381469727
2018-08-27,20.010000228881836
2018-08-28,20.229999542236328
2018-08-29,23.799999237060547
2018-08-30,26.790000915527344
2018-08-31,25.59000015258789
2018-09-04,26.06999969482422
2018-09-05,26.25
2018-09-06,25.860000610351562
2018-09-07,24.719999313354492
2018-09-10,24.15999984741211
2018-09-11,24.469999313354492
2018-09-12,22.309999465942383
2018-09-13,21.309999465942383
2018-09-14,21.170000076293945
2018-09-17,18.700000762939453
2018-09-18,18.8700008392334
2018-09-19,18.899999618530273
2018-09-20,19.010000228881836
2018-09-21,18.81999969482422
2018-09-24,18.059999465942383
2018-09-25,17.940000534057617
2018-09-26,17.309999465942383
2018-09-27,17.84000015258789
2018-09-28,18.6200008392334
2018-10-01,19.049999237060547
2018-10-02,19.290000915527344
2018-10-03,18.93000030517578
2018-10-04,17.700000762939453
2018-10-05,17.219999313354492
2018-10-08,16.450000762939453
2018-10-09,16.43000030517578
2018-10-10,14.710000038146973
2018-10-11,13.899999618530273
2018-10-12,14.050000190734863
2018-10-15,13.149999618530273
2018-10-16,14.010000228881836
2018-10-17,14.420000076293945
2018-10-18,13.770000457763672
2018-10-19,13.270000457763672
2018-10-22,13.470000267028809
2018-10-23,13.869999885559082
2018-10-24,13.300000190734863
2018-10-25,14.0600004196167
2018-10-26,13.75
2018-10-29,13.479999542236328
2018-10-30,14.100000381469727
2018-10-31,14.819999694824219
2018-11-01,15.420000076293945
2018-11-02,16.329999923706055
2018-11-05,15.6899995803833
2018-11-06,15.385000228881836
2018-11-07,16.059999465942383
2018-11-08,16.1299991607666
2018-11-09,15.25
2018-11-12,14.720000267028809
2018-11-13,14.619999885559082
2018-11-14,13.65999984741211
2018-11-15,14.739999771118164
2018-11-16,14.779999732971191
2018-11-19,13.84000015258789
2018-11-20,13.869999885559082
2018-11-21,14.699999809265137
2018-11-23,14.800000190734863
2018-11-26,14.949999809265137
2018-11-27,14.59000015258789
2018-11-28,14.899999618530273
2018-11-29,14.8100004196167
2018-11-30,14.960000038146973
2018-12-03,14.930000305175781
2018-12-04,14.600000381469727
2018-12-06,14.0600004196167
2018-12-07,13.75
2018-12-10,13.710000038146973
2018-12-11,13.0
2018-12-12,11.979999542236328
2018-12-13,12.3100004196167
2018-12-14,12.65999984741211
2018-12-17,12.319999694824219
2018-12-18,12.329999923706055
2018-12-19,12.0600004196167
2018-12-20,11.300000190734863
2018-12-21,10.569999694824219
2018-12-24,10.949999809265137
2018-12-26,11.529999732971191
2018-12-27,11.039999961853027
2018-12-28,11.899999618530273
2018-12-31,11.899999618530273
2019-01-02,12.430000305175781
2019-01-03,12.640000343322754
2019-01-04,13.59000015258789
2019-01-07,15.449999809265137
2019-01-08,16.059999465942383
2019-01-09,16.280000686645508
2019-01-10,15.960000038146973
2019-01-11,16.18000030517578
2019-01-14,15.829999923706055
2019-01-15,16.170000076293945
2019-01-16,16.0
2019-01-17,16.09000015258789
2019-01-18,15.979999542236328
2019-01-22,16.239999771118164
2019-01-23,16.190000534057617
2019-01-24,14.390000343322754
2019-01-25,14.90999984741211
2019-01-28,14.989999771118164
2019-01-29,15.09000015258789
2019-01-30,15.619999885559082
2019-01-31,16.350000381469727
2019-02-01,18.329999923706055
2019-02-04,20.5
2019-02-05,25.829999923706055
2019-02-06,24.059999465942383
2019-02-07,28.90999984741211
2019-02-08,26.709999084472656
2019-02-11,28.350000381469727
2019-02-12,26.559999465942383
2019-02-13,26.0
2019-02-14,27.260000228881836
2019-02-15,27.3799991607666
2019-02-19,26.59000015258789
2019-02-20,25.84000015258789
2019-02-21,24.65999984741211
2019-02-22,24.649999618530273
2019-02-25,24.780000686645508
2019-02-26,25.25
2019-02-27,27.18000030517578
2019-02-28,26.440000534057617
2019-03-01,27.649999618530273
2019-03-04,26.260000228881836
2019-03-05,26.440000534057617
2019-03-06,24.549999237060547
2019-03-07,25.290000915527344
2019-03-08,24.75
2019-03-11,25.56999969482422
2019-03-12,25.43000030517578
2019-03-13,25.469999313354492
2019-03-14,24.850000381469727
2019-03-15,24.829999923706055
2019-03-18,23.850000381469727
2019-03-19,26.56999969482422
2019-03-20,25.110000610351562
2019-03-21,25.700000762939453
2019-03-22,24.010000228881836
2019-03-25,21.139999389648438
2019-03-26,20.5
2019-03-27,19.700000762939453
2019-03-28,21.0
2019-03-29,22.56999969482422
2019-04-01,22.899999618530273
2019-04-02,22.600000381469727
2019-04-03,23.719999313354492
2019-04-04,23.940000534057617
2019-04-05,25.030000686645508
2019-04-08,26.510000228881836
2019-04-09,25.790000915527344
2019-04-10,25.700000762939453
2019-04-11,24.530000686645508
2019-04-12,24.479999542236328
2019-04-15,24.84000015258789
2019-04-16,25.290000915527344
2019-04-17,24.149999618530273
2019-04-18,24.979999542236328
2019-04-22,24.3799991607666
2019-04-23,25.940000534057617
2019-04-24,26.440000534057617
2019-04-25,27.719999313354492
2019-04-26,28.360000610351562
2019-04-29,26.1299991607666
2019-04-30,24.3799991607666
2019-05-01,24.18000030517578
2019-05-02,23.600000381469727
2019-05-03,24.799999237060547
2019-05-06,25.0
2019-05-07,23.579999923706055
2019-05-08,24.350000381469727
2019-05-09,24.059999465942383
2019-05-10,23.510000228881836
2019-05-13,22.190000534057617
2019-05-14,22.8799991607666
2019-05-15,22.270000457763672
2019-05-16,18.389999389648438
2019-05-17,16.100000381469727
2019-05-20,17.3799991607666
2019-05-21,17.530000686645508
2019-05-22,17.520000457763672
2019-05-23,16.940000534057617
2019-05-24,16.079999923706055
2019-05-28,14.510000228881836
2019-05-29,14.739999771118164
2019-05-30,14.010000228881836
2019-05-31,13.600000381469727
2019-06-03,14.170000076293945
2019-06-04,14.069999694824219
2019-06-05,16.350000381469727
2019-06-06,16.809999465942383
2019-06-07,14.489999771118164
2019-06-10,14.149999618530273
2019-06-11,13.1899995803833
2019-06-12,13.510000228881836
2019-06-13,13.9399995803833
2019-06-14,13.789999961853027
2019-06-17,13.9399995803833
2019-06-18,13.239999771118164
2019-06-19,13.670000076293945
2019-06-20,13.859999656677246
2019-06-21,13.5600004196167
2019-06-24,13.699999809265137
2019-06-25,14.260000228881836
2019-06-26,13.9399995803833
2019-06-27,14.369999885559082
2019-06-28,14.619999885559082
2019-07-01,14.529999732971191
2019-07-02,13.90999984741211
2019-07-03,14.079999923706055
2019-07-05,14.90999984741211
2019-07-08,15.0
2019-07-09,15.229999542236328
2019-07-10,15.75
2019-07-11,15.720000267028809
2019-07-12,15.6899995803833
2019-07-15,15.989999771118164
2019-07-16,16.959999084472656
2019-07-17,17.81999969482422
2019-07-18,19.8700008392334
2019-07-19,19.0
2019-07-22,18.479999542236328
2019-07-23,17.399999618530273
2019-07-24,17.389999389648438
2019-07-25,16.3700008392334
2019-07-26,17.649999618530273
2019-07-29,18.09000015258789
2019-07-30,18.31999969482422
2019-07-31,17.75
2019-08-01,17.030000686645508
2019-08-02,16.93000030517578
2019-08-05,16.450000762939453
2019-08-06,16.549999237060547
2019-08-07,17.010000228881836
2019-08-08,18.149999618530273
2019-08-09,17.959999084472656
2019-08-12,17.709999084472656
2019-08-13,16.0
2019-08-14,14.949999809265137
2019-08-15,14.539999961853027
2019-08-16,14.050000190734863
2019-08-19,14.789999961853027
2019-08-20,14.680000305175781
2019-08-21,15.140000343322754
2019-08-22,15.619999885559082
2019-08-23,14.960000038146973
2019-08-26,15.270000457763672
2019-08-27,14.319999694824219
2019-08-28,15.029999732971191
2019-08-29,15.75
2019-08-30,17.239999771118164
2019-09-03,16.110000610351562
2019-09-04,15.760000228881836
2019-09-05,15.930000305175781
2019-09-06,15.5
2019-09-09,15.329999923706055
2019-09-10,16.110000610351562
2019-09-11,16.75
2019-09-12,16.780000686645508
2019-09-13,17.049999237060547
2019-09-16,17.010000228881836
2019-09-17,17.18000030517578
2019-09-18,17.299999237060547
2019-09-19,17.56999969482422
2019-09-20,18.719999313354492
2019-09-23,17.860000610351562
2019-09-24,17.25
2019-09-25,17.440000534057617
2019-09-26,16.239999771118164
2019-09-27,15.380000114440918
2019-09-30,15.619999885559082
2019-10-01,15.100000381469727
2019-10-02,15.510000228881836
2019-10-03,15.229999542236328
2019-10-04,15.010000228881836
2019-10-07,14.140000343322754
2019-10-08,14.15999984741211
2019-10-09,14.15999984741211
2019-10-10,14.09000015258789
2019-10-11,14.010000228881836
2019-10-14,14.329999923706055
2019-10-15,14.960000038146973
2019-10-16,14.850000381469727
2019-10-17,15.0
2019-10-18,15.199999809265137
2019-10-21,16.229999542236328
2019-10-22,16.229999542236328
2019-10-23,16.649999618530273
2019-10-24,16.6200008392334
2019-10-25,16.690000534057617
2019-10-28,17.3700008392334
2019-10-29,17.059999465942383
2019-10-30,16.950000762939453
2019-10-31,15.949999809265137
2019-11-01,15.9399995803833
2019-11-04,15.369999885559082
2019-11-05,15.59000015258789
2019-11-06,14.0
2019-11-07,15.09000015258789
2019-11-08,14.229999542236328
2019-11-11,14.579999923706055
2019-11-12,14.819999694824219
2019-11-13,14.449999809265137
2019-11-14,14.029999732971191
2019-11-15,14.050000190734863
2019-11-18,13.550000190734863
2019-11-19,13.9350004196167
2019-11-20,14.140000343322754
2019-11-21,13.970000267028809
2019-11-22,13.949999809265137
2019-11-25,14.199999809265137
2019-11-26,13.989999771118164
2019-11-27,13.930000305175781
2019-11-29,13.989999771118164
2019-12-02,13.920000076293945
2019-12-03,13.779999732971191
2019-12-04,12.699999809265137
2019-12-05,12.505000114440918
2019-12-06,12.5
2019-12-09,12.199999809265137
2019-12-10,11.890000343322754
2019-12-11,12.020000457763672
2019-12-12,12.380000114440918
2019-12-13,12.100000381469727
2019-12-16,12.449999809265137
2019-12-17,12.140000343322754
2019-12-18,12.010000228881836
2019-12-19,12.430000305175781
2019-12-20,12.34000015258789
2019-12-23,11.960000038146973
2019-12-24,12.050000190734863
2019-12-26,12.15999984741211
2019-12-27,11.890000343322754
2019-12-30,11.579999923706055
2019-12-31,12.170000076293945
2020-01-02,12.039999961853027
2020-01-03,11.569999694824219
2020-01-06,11.329999923706055
2020-01-07,11.180000305175781
2020-01-08,12.210000038146973
2020-01-09,11.630000114440918
2020-01-10,10.859999656677246
2020-01-13,10.6899995803833
2020-01-14,10.970000267028809
2020-01-15,10.84000015258789
2020-01-16,11.170000076293945
2020-01-17,11.289999961853027
2020-01-21,11.15999984741211
2020-01-22,10.09000015258789
2020-01-23,10.1899995803833
2020-01-24,9.829999923706055
2020-01-27,10.199999809265137
2020-01-28,9.9399995803833
2020-01-29,10.0
2020-01-30,10.0600004196167
2020-01-31,10.229999542236328
2020-02-03,10.170000076293945
2020-02-04,10.390000343322754
2020-02-05,10.359999656677246
2020-02-06,10.109999656677246
2020-02-07,9.680000305175781
2020-02-10,9.6899995803833
2020-02-11,9.430000305175781
2020-02-12,9.5
2020-02-13,9.34000015258789
2020-02-14,9.6899995803833
2020-02-18,9.930000305175781
2020-02-19,10.289999961853027
2020-02-20,10.470000267028809
2020-02-21,10.229999542236328
2020-02-24,9.350000381469727
2020-02-25,8.680000305175781
2020-02-26,9.029999732971191
2020-02-27,8.529999732971191
2020-02-28,8.59000015258789
2020-03-02,8.569999694824219
2020-03-03,8.180000305175781
2020-03-04,7.429999828338623
2020-03-05,7.010000228881836
2020-03-06,7.21999979019165
2020-03-09,6.380000114440918
2020-03-10,6.039999961853027
2020-03-11,5.909999847412109
2020-03-12,4.960000038146973
2020-03-13,4.960000038146973
2020-03-16,3.5299999713897705
2020-03-17,4.070000171661377
2020-03-18,3.6600000858306885
2020-03-19,3.940000057220459
2020-03-20,3.630000114440918
2020-03-23,3.7300000190734863
2020-03-24,4.130000114440918
2020-03-25,4.329999923706055
2020-03-26,4.5
2020-03-27,4.119999885559082
2020-03-30,4.039999961853027
2020-03-31,4.150000095367432
2020-04-01,3.880000114440918
2020-04-02,3.7799999713897705
2020-04-03,3.859999895095825
2020-04-06,3.890000104904175
2020-04-07,3.5299999713897705
2020-04-08,3.8499999046325684
2020-04-09,3.9600000381469727
2020-04-13,4.179999828338623
2020-04-14,4.519999980926514
2020-04-15,4.440000057220459
2020-04-16,4.309999942779541
2020-04-17,4.429999828338623
2020-04-20,4.559999942779541
2020-04-21,4.239999771118164
2020-04-22,4.269999980926514
2020-04-23,4.429999828338623
2020-04-24,4.260000228881836
2020-04-27,4.369999885559082
2020-04-28,4.429999828338623
2020-04-29,4.360000133514404
2020-04-30,4.159999847412109
2020-05-01,3.819999933242798
2020-05-04,4.019999980926514
2020-05-05,4.159999847412109
2020-05-06,4.269999980926514
2020-05-07,4.199999809265137
2020-05-08,4.139999866485596
2020-05-11,4.329999923706055
2020-05-12,4.340000152587891
2020-05-13,3.9600000381469727
2020-05-14,3.630000114440918
2020-05-15,3.740000009536743
2020-05-18,3.9600000381469727
2020-05-19,3.809999942779541
2020-05-20,3.880000114440918
2020-05-21,4.070000171661377
2020-05-22,4.480000019073486
2020-05-26,4.610000133514404
2020-05-27,5.150000095367432
2020-05-28,5.300000190734863
2020-05-29,4.570000171661377
2020-06-01,5.139999866485596
2020-06-02,4.760000228881836
2020-06-03,4.929999828338623
2020-06-04,5.079999923706055
2020-06-05,5.449999809265137
2020-06-08,6.170000076293945
2020-06-09,5.869999885559082
2020-06-10,5.5
2020-06-11,4.789999961853027
2020-06-12,5.0
2020-06-15,5.079999923706055
2020-06-16,5.289999961853027
2020-06-17,5.03000020980835
2020-06-18,5.340000152587891
2020-06-19,5.440000057220459
2020-06-22,5.78000020980835
2020-06-23,5.880000114440918
2020-06-24,5.630000114440918
2020-06-25,5.599999904632568
2020-06-26,5.559999942779541
2020-06-29,5.409999847412109
2020-06-30,5.300000190734863
2020-07-01,5.400000095367432
2020-07-02,5.480000019073486
2020-07-06,5.320000171661377
2020-07-07,3.859999895095825
2020-07-08,3.3499999046325684
2020-07-09,3.0299999713897705
2020-07-10,3.200000047683716
2020-07-13,3.059999942779541
2020-07-14,3.1500000953674316
2020-07-15,3.369999885559082
2020-07-16,3.440000057220459
2020-07-17,3.380000114440918
2020-07-20,3.25
2020-07-21,3.2899999618530273
2020-07-22,3.2699999809265137
2020-07-23,3.3399999141693115
2020-07-24,3.380000114440918
2020-07-27,3.450000047683716
2020-07-28,3.4100000858306885
2020-07-29,3.4800000190734863
2020-07-30,3.450000047683716
2020-07-31,3.259999990463257
2020-08-03,3.0299999713897705
2020-08-04,3.130000114440918
2020-08-05,3.309999942779541
2020-08-06,3.4200000762939453
2020-08-07,3.509999990463257
2020-08-10,3.7100000381469727
2020-08-11,3.740000009536743
2020-08-12,3.880000114440918
2020-08-13,3.5999999046325684
2020-08-14,3.7200000286102295
2020-08-17,3.9000000953674316
2020-08-18,3.880000114440918
2020-08-19,3.880000114440918
2020-08-20,3.819999933242798
2020-08-21,3.549999952316284
2020-08-24,3.4100000858306885
2020-08-25,3.4200000762939453
2020-08-26,3.369999885559082
2020-08-27,3.4600000381469727
2020-08-28,3.5799999237060547
2020-08-31,3.859999895095825
2020-09-01,4.0
2020-09-02,4.039999961853027
2020-09-03,3.7200000286102295
2020-09-04,3.869999885559082
2020-09-08,3.890000104904175
2020-09-09,3.5999999046325684
2020-09-10,3.5899999141693115
2020-09-11,3.5299999713897705
2020-09-14,3.6700000762939453
2020-09-15,3.6600000858306885
2020-09-16,3.740000009536743
2020-09-17,3.8399999141693115
2020-09-18,3.869999885559082
2020-09-21,3.509999990463257
2020-09-22,3.799999952316284
2020-09-23,3.7200000286102295
2020-09-24,3.619999885559082
2020-09-25,3.859999895095825
2020-09-28,3.740000009536743
2020-09-29,3.809999942779541
2020-09-30,3.9100000858306885
2020-10-01,4.110000133514404
2020-10-02,4.179999828338623
2020-10-05,4.619999885559082
2020-10-06,4.440000057220459
2020-10-07,4.619999885559082
2020-10-08,4.840000152587891
2020-10-09,4.539999961853027
2020-10-12,4.71999979019165
2020-10-13,4.619999885559082
2020-10-14,4.300000190734863
2020-10-15,4.110000133514404
2020-10-16,4.179999828338623
2020-10-19,4.190000057220459
2020-10-20,3.930000066757202
2020-10-21,3.5299999713897705
2020-10-22,3.440000057220459
2020-10-23,3.509999990463257
2020-10-26,3.319999933242798
2020-10-27,3.259999990463257
2020-10-28,3.0899999141693115
2020-10-29,2.9200000762939453
2020-10-30,3.0299999713897705
2020-11-02,3.009999990463257
2020-11-03,3.1600000858306885
2020-11-04,3.359999895095825
2020-11-05,3.3399999141693115
2020-11-06,3.180000066757202
2020-11-09,3.359999895095825
2020-11-10,3.299999952316284
2020-11-11,3.2200000286102295
2020-11-12,3.450000047683716
2020-11-13,3.5199999809265137
2020-11-16,3.5899999141693115
2020-11-17,3.630000114440918
2020-11-18,3.2899999618530273
2020-11-19,3.4100000858306885
2020-11-20,4.0
2020-11-23,3.740000009536743
2020-11-24,3.6600000858306885
2020-11-25,3.759999990463257
2020-11-27,3.8299999237060547
2020-11-30,3.7300000190734863
2020-12-01,3.6700000762939453
2020-12-02,3.7300000190734863
2020-12-03,3.640000104904175
2020-12-04,3.809999942779541
2020-12-07,3.700000047683716
2020-12-08,3.819999933242798
2020-12-09,3.6500000953674316
2020-12-10,3.759999990463257
2020-12-11,3.940000057220459
2020-12-14,3.869999885559082
2020-12-15,4.03000020980835
2020-12-16,3.6700000762939453
2020-12-17,4.460000038146973
2020-12-18,4.46999979019165
2020-12-21,4.099999904632568
2020-12-22,4.070000171661377
2020-12-23,3.7899999618530273
2020-12-24,3.549999952316284
2020-12-28,3.4100000858306885
2020-12-29,3.3399999141693115
2020-12-30,3.4000000953674316
2020-12-31,3.359999895095825
2021-01-04,3.200000047683716
2021-01-05,3.5299999713897705
2021-01-06,3.799999952316284
2021-01-07,3.859999895095825
2021-01-08,4.239999771118164
2021-01-11,4.46999979019165
2021-01-12,5.130000114440918
2021-01-13,5.139999866485596
2021-01-14,5.650000095367432
2021-01-15,5.829999923706055
2021-01-19,5.590000152587891
2021-01-20,5.789999961853027
2021-01-21,5.800000190734863
2021-01-22,6.619999885559082
2021-01-25,7.0
2021-01-26,6.46999979019165
2021-01-27,6.46999979019165
2021-01-28,6.539999961853027
2021-01-29,6.760000228881836
2021-02-01,6.440000057220459
2021-02-02,6.619999885559082
2021-02-03,6.929999828338623
2021-02-04,7.130000114440918
2021-02-05,6.989999771118164
2021-02-08,7.909999847412109
2021-02-09,7.75
2021-02-10,7.070000171661377
2021-02-11,7.039999961853027
2021-02-12,7.679999828338623
2021-02-16,7.5
2021-02-17,7.349999904632568
2021-02-18,7.159999847412109
2021-02-19,12.289999961853027
2021-02-22,10.989999771118164
2021-02-23,9.859999656677246
2021-02-24,11.460000038146973
2021-02-25,11.5
2021-02-26,12.109999656677246
2021-03-01,12.510000228881836
2021-03-02,14.020000457763672
2021-03-03,13.760000228881836
2021-03-04,12.220000267028809
2021-03-05,11.579999923706055
2021-03-08,11.1899995803833
2021-03-09,12.489999771118164
2021-03-10,11.699999809265137
2021-03-11,12.029999732971191
2021-03-12,13.350000381469727
2021-03-15,12.539999961853027
2021-03-16,13.420000076293945
2021-03-17,13.3100004196167
2021-03-18,12.920000076293945
2021-03-19,13.880000114440918
2021-03-22,14.369999885559082
2021-03-23,16.09000015258789
2021-03-24,16.510000228881836
2021-03-25,12.6899995803833
2021-03-26,11.770000457763672
2021-03-29,11.550000190734863
2021-03-30,11.75
2021-03-31,12.989999771118164
2021-04-01,12.59000015258789
2021-04-05,13.029999732971191
2021-04-06,13.220000267028809
2021-04-07,13.930000305175781
2021-04-08,13.90999984741211
2021-04-09,13.579999923706055
2021-04-12,12.720000267028809
2021-04-13,11.65999984741211
2021-04-14,11.720000267028809
2021-04-15,11.270000457763672
2021-04-16,10.970000267028809
2021-04-19,10.619999885559082
2021-04-20,10.550000190734863
2021-04-21,11.720000267028809
2021-04-22,9.510000228881836
2021-04-23,9.170000076293945
2021-04-26,9.345000267028809
2021-04-27,9.380000114440918
2021-04-28,9.5
2021-04-29,9.130000114440918
2021-04-30,9.109999656677246
2021-05-03,8.930000305175781
2021-05-04,9.010000228881836
2021-05-05,8.880000114440918
2021-05-06,8.670000076293945
2021-05-07,9.140000343322754
2021-05-10,8.859999656677246
2021-05-11,8.739999771118164
2021-05-12,8.420000076293945
2021-05-13,8.65999984741211
2021-05-14,9.0600004196167
