,COLM
1998-09-21,4.2708330154418945
1998-09-22,4.8333330154418945
1998-09-23,5.2916669845581055
1998-09-24,5.0833330154418945
1998-09-25,5.375
1998-09-28,5.3333330154418945
1998-09-29,5.3333330154418945
1998-09-30,5.4583330154418945
1998-10-01,5.2916669845581055
1998-10-02,5.3333330154418945
1998-10-05,5.25
1998-10-06,5.375
1998-10-07,5.5
1998-10-08,5.25
1998-10-09,5.5
1998-10-12,5.375
1998-10-13,5.1666669845581055
1998-10-14,4.7916669845581055
1998-10-15,5.2083330154418945
1998-10-16,5.34375
1998-10-19,5.6666669845581055
1998-10-20,5.8333330154418945
1998-10-21,5.5833330154418945
1998-10-22,5.6666669845581055
1998-10-23,6.0833330154418945
1998-10-26,5.75
1998-10-27,6.1666669845581055
1998-10-28,5.8333330154418945
1998-10-29,5.9375
1998-10-30,5.8333330154418945
1998-11-02,6.1041669845581055
1998-11-03,6.0416669845581055
1998-11-04,6.3333330154418945
1998-11-05,6.3333330154418945
1998-11-06,6.4166669845581055
1998-11-09,6.2916669845581055
1998-11-10,6.125
1998-11-11,6.0
1998-11-12,5.9791669845581055
1998-11-13,5.7916669845581055
1998-11-16,6.4375
1998-11-17,6.7916669845581055
1998-11-18,7.2916669845581055
1998-11-19,7.0416669845581055
1998-11-20,6.875
1998-11-23,6.9791669845581055
1998-11-24,7.0
1998-11-25,6.9583330154418945
1998-11-27,7.2083330154418945
1998-11-30,7.4166669845581055
1998-12-01,7.2916669845581055
1998-12-02,6.75
1998-12-03,6.1666669845581055
1998-12-04,6.5416669845581055
1998-12-07,6.1666669845581055
1998-12-08,5.875
1998-12-09,5.875
1998-12-10,5.625
1998-12-11,5.5416669845581055
1998-12-14,5.6666669845581055
1998-12-15,5.5833330154418945
1998-12-16,5.6041669845581055
1998-12-17,5.0416669845581055
1998-12-18,4.9166669845581055
1998-12-21,5.0416669845581055
1998-12-22,5.0208330154418945
1998-12-23,5.375
1998-12-24,5.4375
1998-12-28,5.5
1998-12-29,5.3333330154418945
1998-12-30,5.5
1998-12-31,5.625
1999-01-04,6.0
1999-01-05,6.0416669845581055
1999-01-06,6.0208330154418945
1999-01-07,5.9166669845581055
1999-01-08,5.9166669845581055
1999-01-11,5.75
1999-01-12,5.75
1999-01-13,5.5416669845581055
1999-01-14,5.4166669845581055
1999-01-15,5.5833330154418945
1999-01-19,5.7083330154418945
1999-01-20,5.4583330154418945
1999-01-21,5.5
1999-01-22,5.5
1999-01-25,5.625
1999-01-26,5.6666669845581055
1999-01-27,5.6666669845581055
1999-01-28,5.625
1999-01-29,5.7916669845581055
1999-02-01,5.8333330154418945
1999-02-02,5.8333330154418945
1999-02-03,5.5416669845581055
1999-02-04,5.2916669845581055
1999-02-05,5.2916669845581055
1999-02-08,5.1458330154418945
1999-02-09,5.25
1999-02-10,4.1666669845581055
1999-02-11,4.15625
1999-02-12,4.125
1999-02-16,4.125
1999-02-17,4.0416669845581055
1999-02-18,3.9791669845581055
1999-02-19,3.9791669845581055
1999-02-22,4.0833330154418945
1999-02-23,4.0625
1999-02-24,3.9583330154418945
1999-02-25,4.0
1999-02-26,4.0
1999-03-01,4.0833330154418945
1999-03-02,4.625
1999-03-03,4.4791669845581055
1999-03-04,4.25
1999-03-05,4.0
1999-03-08,4.0416669845581055
1999-03-09,4.0625
1999-03-10,4.0416669845581055
1999-03-11,4.0416669845581055
1999-03-12,4.0
1999-03-15,4.0
1999-03-16,4.0
1999-03-17,4.0833330154418945
1999-03-18,4.0625
1999-03-19,4.125
1999-03-22,4.0625
1999-03-23,3.9166669845581055
1999-03-24,3.9895830154418945
1999-03-25,4.2083330154418945
1999-03-26,4.53125
1999-03-29,4.75
1999-03-30,4.7708330154418945
1999-03-31,6.5416669845581055
1999-04-01,5.4583330154418945
1999-04-05,5.2916669845581055
1999-04-06,5.0833330154418945
1999-04-07,5.0833330154418945
1999-04-08,4.9166669845581055
1999-04-09,5.1666669845581055
1999-04-12,5.2291669845581055
1999-04-13,5.375
1999-04-14,5.3333330154418945
1999-04-15,5.625
1999-04-16,5.5833330154418945
1999-04-19,4.875
1999-04-20,4.875
1999-04-21,4.875
1999-04-22,5.3125
1999-04-23,5.3333330154418945
1999-04-26,5.3125
1999-04-27,5.2916669845581055
1999-04-28,4.8333330154418945
1999-04-29,4.6666669845581055
1999-04-30,4.5208330154418945
1999-05-03,4.5833330154418945
1999-05-04,4.5833330154418945
1999-05-05,4.75
1999-05-06,4.625
1999-05-07,4.6875
1999-05-10,4.75
1999-05-11,4.7083330154418945
1999-05-12,4.75
1999-05-13,4.7083330154418945
1999-05-14,4.7083330154418945
1999-05-17,4.7083330154418945
1999-05-18,4.6666669845581055
1999-05-19,4.625
1999-05-20,4.6666669845581055
1999-05-21,4.7083330154418945
1999-05-24,4.4583330154418945
1999-05-25,4.4583330154418945
1999-05-26,4.7916669845581055
1999-05-27,4.7083330154418945
1999-05-28,4.875
1999-06-01,5.0833330154418945
1999-06-02,4.9375
1999-06-03,4.8333330154418945
1999-06-04,4.9166669845581055
1999-06-07,4.8125
1999-06-08,4.8333330154418945
1999-06-09,4.6666669845581055
1999-06-10,4.9166669845581055
1999-06-11,4.7083330154418945
1999-06-14,4.7916669845581055
1999-06-15,4.75
1999-06-16,4.6666669845581055
1999-06-17,4.7083330154418945
1999-06-18,4.6875
1999-06-21,4.6666669845581055
1999-06-22,4.7083330154418945
1999-06-23,4.625
1999-06-24,4.6875
1999-06-25,4.7083330154418945
1999-06-28,4.75
1999-06-29,4.75
1999-06-30,5.125
1999-07-01,5.3958330154418945
1999-07-02,5.5833330154418945
1999-07-06,5.5833330154418945
1999-07-07,5.5416669845581055
1999-07-08,5.625
1999-07-09,5.7708330154418945
1999-07-12,5.8125
1999-07-13,5.7083330154418945
1999-07-14,5.6666669845581055
1999-07-15,5.75
1999-07-16,5.7291669845581055
1999-07-19,5.7708330154418945
1999-07-20,5.7708330154418945
1999-07-21,5.7708330154418945
1999-07-22,5.7916669845581055
1999-07-23,5.75
1999-07-26,5.7916669845581055
1999-07-27,5.9166669845581055
1999-07-28,5.8958330154418945
1999-07-29,5.5833330154418945
1999-07-30,5.7916669845581055
1999-08-02,5.6666669845581055
1999-08-03,5.5833330154418945
1999-08-04,5.6458330154418945
1999-08-05,5.5833330154418945
1999-08-06,5.5416669845581055
1999-08-09,5.4583330154418945
1999-08-10,5.2083330154418945
1999-08-11,5.2708330154418945
1999-08-12,5.3333330154418945
1999-08-13,5.375
1999-08-16,5.2708330154418945
1999-08-17,5.5
1999-08-18,5.3333330154418945
1999-08-19,5.625
1999-08-20,5.5833330154418945
1999-08-23,5.7708330154418945
1999-08-24,5.75
1999-08-25,5.7083330154418945
1999-08-26,5.75
1999-08-27,5.8333330154418945
1999-08-30,5.8333330154418945
1999-08-31,5.9791669845581055
1999-09-01,6.125
1999-09-02,6.3333330154418945
1999-09-03,6.3333330154418945
1999-09-07,6.375
1999-09-08,6.3125
1999-09-09,6.3333330154418945
1999-09-10,6.375
1999-09-13,6.375
1999-09-14,6.3333330154418945
1999-09-15,6.3333330154418945
1999-09-16,6.3125
1999-09-17,6.25
1999-09-20,6.2083330154418945
1999-09-21,5.875
1999-09-22,5.7916669845581055
1999-09-23,5.9166669845581055
1999-09-24,5.7916669845581055
1999-09-27,5.7291669845581055
1999-09-28,5.8333330154418945
1999-09-29,5.3333330154418945
1999-09-30,4.75
1999-10-01,5.375
1999-10-04,5.1875
1999-10-05,5.1666669845581055
1999-10-06,5.0416669845581055
1999-10-07,5.0833330154418945
1999-10-08,5.2291669845581055
1999-10-11,5.375
1999-10-12,5.6041669845581055
1999-10-13,5.5833330154418945
1999-10-14,5.7708330154418945
1999-10-15,5.5833330154418945
1999-10-18,5.5833330154418945
1999-10-19,5.625
1999-10-20,5.8125
1999-10-21,5.4583330154418945
1999-10-22,5.5208330154418945
1999-10-25,5.7916669845581055
1999-10-26,6.0
1999-10-27,6.4791669845581055
1999-10-28,6.7708330154418945
1999-10-29,6.75
1999-11-01,6.6666669845581055
1999-11-02,6.6666669845581055
1999-11-03,6.6875
1999-11-04,6.5416669845581055
1999-11-05,6.6458330154418945
1999-11-08,6.5416669845581055
1999-11-09,6.625
1999-11-10,6.5
1999-11-11,6.25
1999-11-12,6.1666669845581055
1999-11-15,6.3333330154418945
1999-11-16,6.4583330154418945
1999-11-17,6.6666669845581055
1999-11-18,6.6875
1999-11-19,6.625
1999-11-22,6.5416669845581055
1999-11-23,6.5
1999-11-24,6.625
1999-11-26,6.6666669845581055
1999-11-29,6.7291669845581055
1999-11-30,6.7916669845581055
1999-12-01,6.7291669845581055
1999-12-02,5.9791669845581055
1999-12-03,5.9583330154418945
1999-12-06,5.9114580154418945
1999-12-07,5.6666669845581055
1999-12-08,5.625
1999-12-09,5.7083330154418945
1999-12-10,5.625
1999-12-13,5.4583330154418945
1999-12-14,6.0208330154418945
1999-12-15,6.2916669845581055
1999-12-16,6.3958330154418945
1999-12-17,6.75
1999-12-20,6.6666669845581055
1999-12-21,6.7083330154418945
1999-12-22,6.8333330154418945
1999-12-23,6.9375
1999-12-27,6.9166669845581055
1999-12-28,6.9791669845581055
1999-12-29,7.1666669845581055
1999-12-30,7.1458330154418945
1999-12-31,7.1666669845581055
2000-01-03,7.4375
2000-01-04,6.7916669845581055
2000-01-05,6.75
2000-01-06,6.75
2000-01-07,6.5625
2000-01-10,6.5833330154418945
2000-01-11,6.2708330154418945
2000-01-12,6.0416669845581055
2000-01-13,6.0833330154418945
2000-01-14,6.1666669845581055
2000-01-18,6.2083330154418945
2000-01-19,6.5
2000-01-20,6.375
2000-01-21,6.5
2000-01-24,6.1145830154418945
2000-01-25,6.0208330154418945
2000-01-26,5.9166669845581055
2000-01-27,6.0833330154418945
2000-01-28,5.9375
2000-01-31,6.0
2000-02-01,6.4583330154418945
2000-02-02,6.7291669845581055
2000-02-03,6.6666669845581055
2000-02-04,6.4583330154418945
2000-02-07,6.5833330154418945
2000-02-08,6.75
2000-02-09,6.5833330154418945
2000-02-10,6.4166669845581055
2000-02-11,6.0
2000-02-14,6.2083330154418945
2000-02-15,6.125
2000-02-16,6.4166669845581055
2000-02-17,6.5
2000-02-18,6.625
2000-02-22,6.5
2000-02-23,7.2083330154418945
2000-02-24,6.796875
2000-02-25,6.7916669845581055
2000-02-28,6.8958330154418945
2000-02-29,6.9375
2000-03-01,7.2916669845581055
2000-03-02,7.1875
2000-03-03,6.8333330154418945
2000-03-06,6.7916669845581055
2000-03-07,6.6041669845581055
2000-03-08,6.5
2000-03-09,6.3541669845581055
2000-03-10,6.25
2000-03-13,6.2083330154418945
2000-03-14,6.4375
2000-03-15,6.5208330154418945
2000-03-16,7.4166669845581055
2000-03-17,7.2916669845581055
2000-03-20,7.2083330154418945
2000-03-21,7.0625
2000-03-22,7.125
2000-03-23,7.0625
2000-03-24,6.625
2000-03-27,6.7083330154418945
2000-03-28,7.2708330154418945
2000-03-29,7.3333330154418945
2000-03-30,7.8333330154418945
2000-03-31,8.166666984558105
2000-04-03,8.0
2000-04-04,7.6666669845581055
2000-04-05,8.166666984558105
2000-04-06,8.125
2000-04-07,8.041666984558105
2000-04-10,7.9583330154418945
2000-04-11,7.9583330154418945
2000-04-12,8.020833015441895
2000-04-13,7.6666669845581055
2000-04-14,7.25
2000-04-17,7.5208330154418945
2000-04-18,7.7916669845581055
2000-04-19,8.0
2000-04-20,7.8541669845581055
2000-04-24,7.7083330154418945
2000-04-25,7.7916669845581055
2000-04-26,9.416666984558105
2000-04-27,9.541666984558105
2000-04-28,9.6875
2000-05-01,9.958333015441895
2000-05-02,10.020833015441895
2000-05-03,9.5
2000-05-04,9.541666984558105
2000-05-05,10.041666984558105
2000-05-08,9.614583015441895
2000-05-09,9.520833015441895
2000-05-10,9.416666984558105
2000-05-11,9.708333015441895
2000-05-12,10.333333015441895
2000-05-15,10.208333015441895
2000-05-16,10.083333015441895
2000-05-17,9.625
2000-05-18,9.333333015441895
2000-05-19,9.125
2000-05-22,9.145833015441895
2000-05-23,9.333333015441895
2000-05-24,9.0
2000-05-25,9.109375
2000-05-26,9.25
2000-05-30,9.166666984558105
2000-05-31,8.75
2000-06-01,8.958333015441895
2000-06-02,9.291666984558105
2000-06-05,8.958333015441895
2000-06-06,9.333333015441895
2000-06-07,9.171875
2000-06-08,9.583333015441895
2000-06-09,9.479166984558105
2000-06-12,9.0625
2000-06-13,9.0
2000-06-14,8.666666984558105
2000-06-15,9.442708015441895
2000-06-16,9.291666984558105
2000-06-19,9.125
2000-06-20,8.958333015441895
2000-06-21,8.791666984558105
2000-06-22,8.666666984558105
2000-06-23,8.0625
2000-06-26,8.5625
2000-06-27,8.869791984558105
2000-06-28,9.104166984558105
2000-06-29,8.75
2000-06-30,8.958333015441895
2000-07-03,9.25
2000-07-05,8.916666984558105
2000-07-06,9.458333015441895
2000-07-07,9.666666984558105
2000-07-10,10.625
2000-07-11,11.666666984558105
2000-07-12,10.729166984558105
2000-07-13,11.333333015441895
2000-07-14,11.083333015441895
2000-07-17,11.291666984558105
2000-07-18,11.375
2000-07-19,11.5
2000-07-20,11.65625
2000-07-21,12.041666984558105
2000-07-24,11.458333015441895
2000-07-25,11.25
2000-07-26,12.0
2000-07-27,12.166666984558105
2000-07-28,11.666666984558105
2000-07-31,12.208333015441895
2000-08-01,12.291666984558105
2000-08-02,12.583333015441895
2000-08-03,12.916666984558105
2000-08-04,13.083333015441895
2000-08-07,13.166666984558105
2000-08-08,13.854166984558105
2000-08-09,13.6875
2000-08-10,13.6875
2000-08-11,14.041666984558105
2000-08-14,14.166666984558105
2000-08-15,13.645833015441895
2000-08-16,13.1875
2000-08-17,12.854166984558105
2000-08-18,12.833333015441895
2000-08-21,13.125
2000-08-22,13.145833015441895
2000-08-23,12.166666984558105
2000-08-24,13.25
2000-08-25,13.333333015441895
2000-08-28,13.416666984558105
2000-08-29,13.645833015441895
2000-08-30,13.645833015441895
2000-08-31,13.625
2000-09-01,13.666666984558105
2000-09-05,14.708333015441895
2000-09-06,15.208333015441895
2000-09-07,15.75
2000-09-08,15.375
2000-09-11,15.020833015441895
2000-09-12,15.125
2000-09-13,15.020833015441895
2000-09-14,15.916666984558105
2000-09-15,15.583333015441895
2000-09-18,14.677083015441895
2000-09-19,14.083333015441895
2000-09-20,14.666666984558105
2000-09-21,14.625
2000-09-22,14.729166984558105
2000-09-25,14.979166984558105
2000-09-26,15.25
2000-09-27,14.875
2000-09-28,15.645833015441895
2000-09-29,15.291666984558105
2000-10-02,15.208333015441895
2000-10-03,15.041666984558105
2000-10-04,14.75
2000-10-05,14.916666984558105
2000-10-06,14.541666984558105
2000-10-09,14.4375
2000-10-10,14.125
2000-10-11,13.4375
2000-10-12,13.75
2000-10-13,13.520833015441895
2000-10-16,13.583333015441895
2000-10-17,13.729166984558105
2000-10-18,13.291666984558105
2000-10-19,13.5
2000-10-20,13.4375
2000-10-23,13.833333015441895
2000-10-24,15.020833015441895
2000-10-25,11.875
2000-10-26,13.625
2000-10-27,13.291666984558105
2000-10-30,13.25
2000-10-31,14.25
2000-11-01,14.229166984558105
2000-11-02,14.666666984558105
2000-11-03,13.979166984558105
2000-11-06,13.916666984558105
2000-11-07,13.625
2000-11-08,13.875
2000-11-09,12.958333015441895
2000-11-10,12.869791984558105
2000-11-13,11.75
2000-11-14,12.208333015441895
2000-11-15,12.666666984558105
2000-11-16,11.354166984558105
2000-11-17,13.375
2000-11-20,13.0
2000-11-21,13.854166984558105
2000-11-22,13.958333015441895
2000-11-24,13.854166984558105
2000-11-27,13.854166984558105
2000-11-28,13.833333015441895
2000-11-29,14.145833015441895
2000-11-30,13.802083015441895
2000-12-01,14.729166984558105
2000-12-04,15.166666984558105
2000-12-05,15.958333015441895
2000-12-06,16.479167938232422
2000-12-07,16.041667938232422
2000-12-08,16.270832061767578
2000-12-11,16.791667938232422
2000-12-12,16.583332061767578
2000-12-13,16.0
2000-12-14,15.875
2000-12-15,15.625
2000-12-18,15.208333015441895
2000-12-19,15.5
2000-12-20,14.770833015441895
2000-12-21,15.333333015441895
2000-12-22,15.666666984558105
2000-12-26,16.333332061767578
2000-12-27,18.0
2000-12-28,17.854167938232422
2000-12-29,16.583332061767578
2001-01-02,17.104167938232422
2001-01-03,18.166667938232422
2001-01-04,17.25
2001-01-05,17.0
2001-01-08,16.666667938232422
2001-01-09,16.5
2001-01-10,17.020832061767578
2001-01-11,17.166667938232422
2001-01-12,16.854167938232422
2001-01-16,17.244792938232422
2001-01-17,17.0625
2001-01-18,17.041667938232422
2001-01-19,16.416667938232422
2001-01-22,17.104167938232422
2001-01-23,16.479167938232422
2001-01-24,17.625
2001-01-25,18.125
2001-01-26,18.020832061767578
2001-01-29,19.166667938232422
2001-01-30,19.625
2001-01-31,19.625
2001-02-01,20.0625
2001-02-02,19.041667938232422
2001-02-05,18.395832061767578
2001-02-06,19.333332061767578
2001-02-07,19.520832061767578
2001-02-08,17.916667938232422
2001-02-09,18.458332061767578
2001-02-12,18.416667938232422
2001-02-13,18.604167938232422
2001-02-14,19.041667938232422
2001-02-15,19.3125
2001-02-16,18.479167938232422
2001-02-20,18.375
2001-02-21,18.0
2001-02-22,18.166667938232422
2001-02-23,18.895832061767578
2001-02-26,19.458332061767578
2001-02-27,18.875
2001-02-28,18.458332061767578
2001-03-01,18.0
2001-03-02,17.8125
2001-03-05,17.166667938232422
2001-03-06,17.833332061767578
2001-03-07,17.916667938232422
2001-03-08,17.854167938232422
2001-03-09,17.708332061767578
2001-03-12,16.666667938232422
2001-03-13,16.354167938232422
2001-03-14,15.625
2001-03-15,16.5
2001-03-16,15.677083015441895
2001-03-19,16.979167938232422
2001-03-20,16.6875
2001-03-21,16.0
2001-03-22,15.5
2001-03-23,16.166667938232422
2001-03-26,16.708332061767578
2001-03-27,16.666667938232422
2001-03-28,15.854166984558105
2001-03-29,15.354166984558105
2001-03-30,15.161458015441895
2001-04-02,15.291666984558105
2001-04-03,15.0
2001-04-04,15.5
2001-04-05,15.333333015441895
2001-04-06,16.291667938232422
2001-04-09,17.22333335876465
2001-04-10,18.28333282470703
2001-04-11,17.67333221435547
2001-04-12,17.950000762939453
2001-04-16,17.273332595825195
2001-04-17,16.933332443237305
2001-04-18,17.583332061767578
2001-04-19,17.833332061767578
2001-04-20,17.239999771118164
2001-04-23,17.46666717529297
2001-04-24,17.31333351135254
2001-04-25,18.0
2001-04-26,18.1200008392334
2001-04-27,21.600000381469727
2001-04-30,22.690000534057617
2001-05-01,23.073333740234375
2001-05-02,23.40333366394043
2001-05-03,22.956666946411133
2001-05-04,22.69333267211914
2001-05-07,22.75
2001-05-08,23.133333206176758
2001-05-09,23.03333282470703
2001-05-10,23.483333587646484
2001-05-11,23.0
2001-05-14,23.21666717529297
2001-05-15,22.309999465942383
2001-05-16,22.010000228881836
2001-05-17,22.74333381652832
2001-05-18,23.3700008392334
2001-05-21,24.190000534057617
2001-05-22,24.333332061767578
2001-05-23,23.273332595825195
2001-05-24,23.73666763305664
2001-05-25,24.666667938232422
2001-05-29,24.350000381469727
2001-05-30,22.700000762939453
2001-05-31,23.366666793823242
2001-06-01,23.746667861938477
2001-06-04,23.413333892822266
2001-06-05,24.399999618530273
2001-06-06,24.05500030517578
2001-06-07,24.0
2001-06-08,23.954999923706055
2001-06-11,24.100000381469727
2001-06-12,23.469999313354492
2001-06-13,23.479999542236328
2001-06-14,22.219999313354492
2001-06-15,22.149999618530273
2001-06-18,22.0
2001-06-19,20.450000762939453
2001-06-20,21.459999084472656
2001-06-21,22.25
2001-06-22,21.5049991607666
2001-06-25,22.309999465942383
2001-06-26,22.05500030517578
2001-06-27,21.68000030517578
2001-06-28,23.270000457763672
2001-06-29,25.4950008392334
2001-07-02,23.100000381469727
2001-07-03,23.614999771118164
2001-07-05,22.5
2001-07-06,21.799999237060547
2001-07-09,19.899999618530273
2001-07-10,20.75
2001-07-11,21.125
2001-07-12,21.924999237060547
2001-07-13,22.600000381469727
2001-07-16,23.350000381469727
2001-07-17,23.565000534057617
2001-07-18,23.55500030517578
2001-07-19,23.700000762939453
2001-07-20,23.475000381469727
2001-07-23,22.3700008392334
2001-07-24,22.315000534057617
2001-07-25,21.55500030517578
2001-07-26,22.5
2001-07-27,17.979999542236328
2001-07-30,19.645000457763672
2001-07-31,19.420000076293945
2001-08-01,19.25
2001-08-02,19.200000762939453
2001-08-03,19.375
2001-08-06,18.9950008392334
2001-08-07,19.0
2001-08-08,18.950000762939453
2001-08-09,18.850000381469727
2001-08-10,18.094999313354492
2001-08-13,17.315000534057617
2001-08-14,17.549999237060547
2001-08-15,18.344999313354492
2001-08-16,18.325000762939453
2001-08-17,18.0
2001-08-20,17.899999618530273
2001-08-21,17.5049991607666
2001-08-22,17.274999618530273
2001-08-23,16.5
2001-08-24,16.875
2001-08-27,16.514999389648438
2001-08-28,16.469999313354492
2001-08-29,16.364999771118164
2001-08-30,16.024999618530273
2001-08-31,16.329999923706055
2001-09-04,15.954999923706055
2001-09-05,15.859999656677246
2001-09-06,15.550000190734863
2001-09-07,14.199999809265137
2001-09-10,14.399999618530273
2001-09-17,13.085000038146973
2001-09-18,12.949999809265137
2001-09-19,12.574999809265137
2001-09-20,11.744999885559082
2001-09-21,11.949999809265137
2001-09-24,13.430000305175781
2001-09-25,13.875
2001-09-26,11.699999809265137
2001-09-27,10.375
2001-09-28,11.100000381469727
2001-10-01,10.59000015258789
2001-10-02,10.104999542236328
2001-10-03,11.664999961853027
2001-10-04,12.475000381469727
2001-10-05,12.569999694824219
2001-10-08,12.100000381469727
2001-10-09,11.800000190734863
2001-10-10,13.505000114440918
2001-10-11,13.800000190734863
2001-10-12,13.524999618530273
2001-10-15,13.079999923706055
2001-10-16,13.475000381469727
2001-10-17,13.270000457763672
2001-10-18,13.274999618530273
2001-10-19,13.239999771118164
2001-10-22,12.765000343322754
2001-10-23,12.755000114440918
2001-10-24,13.199999809265137
2001-10-25,13.850000381469727
2001-10-26,14.604999542236328
2001-10-29,14.255000114440918
2001-10-30,13.574999809265137
2001-10-31,14.295000076293945
2001-11-01,14.270000457763672
2001-11-02,14.619999885559082
2001-11-05,15.045000076293945
2001-11-06,15.550000190734863
2001-11-07,15.5
2001-11-08,15.614999771118164
2001-11-09,15.729999542236328
2001-11-12,15.78499984741211
2001-11-13,16.274999618530273
2001-11-14,17.174999237060547
2001-11-15,17.405000686645508
2001-11-16,16.55500030517578
2001-11-19,17.2450008392334
2001-11-20,17.524999618530273
2001-11-21,17.0
2001-11-23,17.174999237060547
2001-11-26,16.030000686645508
2001-11-27,16.05500030517578
2001-11-28,15.970000267028809
2001-11-29,16.049999237060547
2001-11-30,15.984999656677246
2001-12-03,15.005000114440918
2001-12-04,14.925000190734863
2001-12-05,16.0
2001-12-06,16.0
2001-12-07,15.875
2001-12-10,15.550000190734863
2001-12-11,15.614999771118164
2001-12-12,15.774999618530273
2001-12-13,15.875
2001-12-14,15.220000267028809
2001-12-17,16.0
2001-12-18,16.510000228881836
2001-12-19,16.100000381469727
2001-12-20,16.309999465942383
2001-12-21,16.68000030517578
2001-12-24,16.454999923706055
2001-12-26,16.75
2001-12-27,16.510000228881836
2001-12-28,16.65999984741211
2001-12-31,16.649999618530273
2002-01-02,16.575000762939453
2002-01-03,17.40999984741211
2002-01-04,17.690000534057617
2002-01-07,17.9950008392334
2002-01-08,18.149999618530273
2002-01-09,17.799999237060547
2002-01-10,18.075000762939453
2002-01-11,17.44499969482422
2002-01-14,16.510000228881836
2002-01-15,16.594999313354492
2002-01-16,16.43000030517578
2002-01-17,16.350000381469727
2002-01-18,16.274999618530273
2002-01-22,16.334999084472656
2002-01-23,16.905000686645508
2002-01-24,17.399999618530273
2002-01-25,16.864999771118164
2002-01-28,16.475000381469727
2002-01-29,16.239999771118164
2002-01-30,15.619999885559082
2002-01-31,15.390000343322754
2002-02-01,16.125
2002-02-04,15.795000076293945
2002-02-05,15.404999732971191
2002-02-06,14.949999809265137
2002-02-07,15.0649995803833
2002-02-08,15.095000267028809
2002-02-11,15.819999694824219
2002-02-12,15.600000381469727
2002-02-13,15.835000038146973
2002-02-14,15.75
2002-02-15,15.510000228881836
2002-02-19,15.399999618530273
2002-02-20,15.020000457763672
2002-02-21,15.020000457763672
