,DWUS
2020-07-02,28.209999084472656
2020-07-06,28.69300079345703
2020-07-07,28.56100082397461
2020-07-08,29.020000457763672
2020-07-09,29.121999740600586
2020-07-10,29.33099937438965
2020-07-13,28.69099998474121
2020-07-14,28.69099998474121
2020-07-15,28.940000534057617
2020-07-16,28.83099937438965
2020-07-17,28.97100067138672
2020-07-20,29.766000747680664
2020-07-21,29.417999267578125
2020-07-22,29.520000457763672
2020-07-23,28.841999053955078
2020-07-24,28.488000869750977
2020-07-27,28.488000869750977
2020-07-28,28.488000869750977
2020-07-29,28.98900032043457
2020-07-30,29.049999237060547
2020-07-31,29.34000015258789
2020-08-03,29.833999633789062
2020-08-04,29.833999633789062
2020-08-05,30.033000946044922
2020-08-06,30.033000946044922
2020-08-07,30.033000946044922
2020-08-10,29.695999145507812
2020-08-11,29.139999389648438
2020-08-12,29.139999389648438
2020-08-13,29.139999389648438
2020-08-14,30.006999969482422
2020-08-17,30.459999084472656
2020-08-18,30.690000534057617
2020-08-19,30.488000869750977
2020-08-20,30.916000366210938
2020-08-21,31.084999084472656
2020-08-24,31.10700035095215
2020-08-25,31.398000717163086
2020-08-26,32.0099983215332
2020-08-27,31.9060001373291
2020-08-28,32.06999969482422
2020-08-31,32.53099822998047
2020-09-01,32.893001556396484
2020-09-02,33.65999984741211
2020-09-03,31.690000534057617
2020-09-04,31.06999969482422
2020-09-08,29.65399932861328
2020-09-09,30.709999084472656
2020-09-10,30.0
2020-09-11,30.0
2020-09-14,30.3799991607666
2020-09-15,30.893999099731445
2020-09-16,30.444000244140625
2020-09-17,29.950000762939453
2020-09-18,29.75200080871582
2020-09-21,29.822999954223633
2020-09-22,30.26099967956543
2020-09-23,29.389999389648438
2020-09-24,29.509000778198242
2020-09-25,30.239999771118164
2020-09-28,30.610000610351562
2020-09-29,30.950000762939453
2020-09-30,31.055999755859375
2020-10-01,31.315000534057617
2020-10-02,30.54199981689453
2020-10-05,31.18000030517578
2020-10-06,30.69499969482422
2020-10-07,31.253000259399414
2020-10-08,31.253000259399414
2020-10-09,31.79199981689453
2020-10-12,32.57699966430664
2020-10-13,32.61000061035156
2020-10-14,32.37300109863281
2020-10-15,32.119998931884766
2020-10-16,32.06700134277344
2020-10-19,31.49799919128418
2020-10-20,31.56599998474121
2020-10-21,31.444000244140625
2020-10-22,31.402000427246094
2020-10-23,31.465999603271484
2020-10-26,31.038000106811523
2020-10-27,31.219999313354492
2020-10-28,30.086999893188477
2020-10-29,30.530000686645508
2020-10-30,29.72100067138672
2020-11-02,29.882999420166016
2020-11-03,30.485000610351562
2020-11-04,30.485000610351562
2020-11-05,32.571998596191406
2020-11-06,32.56800079345703
2020-11-09,32.0
2020-11-10,31.18000030517578
2020-11-11,31.937000274658203
2020-11-12,31.783000946044922
2020-11-13,32.029998779296875
2020-11-16,32.077999114990234
2020-11-17,32.095001220703125
2020-11-18,31.986000061035156
2020-11-19,32.20000076293945
2020-11-20,32.029998779296875
2020-11-23,31.9689998626709
2020-11-24,32.16999816894531
2020-11-25,32.55500030517578
2020-11-27,32.87099838256836
2020-11-30,32.98699951171875
2020-12-01,33.23099899291992
2020-12-02,33.16999816894531
2020-12-03,33.19599914550781
2020-12-04,33.38999938964844
2020-12-07,33.61800003051758
2020-12-08,33.766998291015625
2020-12-09,33.016998291015625
2020-12-10,33.2140007019043
2020-12-11,33.125
2020-12-14,33.375999450683594
2020-12-15,33.65399932861328
2020-12-16,33.779998779296875
2020-12-17,34.159000396728516
2020-12-18,34.12099838256836
2020-12-21,34.07500076293945
2020-12-22,34.24700164794922
2020-12-23,34.07500076293945
2020-12-24,34.077999114990234
2020-12-28,34.077999114990234
2020-12-29,34.189998626708984
2020-12-30,34.191001892089844
2020-12-31,34.16999816894531
2021-01-04,33.86199951171875
2021-01-05,34.17499923706055
2021-01-06,33.97999954223633
2021-01-07,34.76300048828125
2021-01-08,35.24100112915039
2021-01-11,34.76499938964844
2021-01-12,34.88399887084961
2021-01-13,35.01499938964844
2021-01-14,34.7859992980957
2021-01-15,34.479000091552734
2021-01-19,34.928001403808594
2021-01-20,35.702999114990234
2021-01-21,35.893001556396484
2021-01-22,35.89500045776367
2021-01-25,36.0620002746582
2021-01-26,35.86899948120117
2021-01-27,34.7599983215332
2021-01-28,35.250999450683594
2021-01-29,34.597999572753906
2021-02-01,35.435001373291016
2021-02-02,36.05699920654297
2021-02-03,35.94200134277344
2021-02-04,36.28099822998047
2021-02-05,36.53200149536133
2021-02-08,36.79399871826172
2021-02-09,36.79100036621094
2021-02-10,36.69300079345703
2021-02-11,36.95600128173828
2021-02-12,37.2239990234375
2021-02-16,37.119998931884766
2021-02-17,36.88100051879883
2021-02-18,36.38999938964844
2021-02-19,36.542999267578125
2021-02-22,35.400001525878906
2021-02-23,35.25
2021-02-24,35.494998931884766
2021-02-25,34.21900177001953
2021-02-26,34.50400161743164
2021-03-01,35.42399978637695
2021-03-02,34.84700012207031
2021-03-03,34.189998626708984
2021-03-04,32.779998779296875
2021-03-05,33.30500030517578
2021-03-08,32.42599868774414
2021-03-09,32.42599868774414
2021-03-10,33.59400177001953
2021-03-11,34.55799865722656
2021-03-12,34.220001220703125
2021-03-15,34.625999450683594
2021-03-16,34.744998931884766
2021-03-17,34.742000579833984
2021-03-18,33.66400146484375
2021-03-19,33.900001525878906
2021-03-22,34.619998931884766
2021-03-23,34.619998931884766
2021-03-24,33.5629997253418
2021-03-25,33.47999954223633
2021-03-26,33.47999954223633
2021-03-29,33.47999954223633
2021-03-30,33.73899841308594
2021-03-31,34.46699905395508
2021-04-01,35.016998291015625
2021-04-05,35.630001068115234
2021-04-06,35.65999984741211
2021-04-07,35.71900177001953
2021-04-08,36.15999984741211
2021-04-09,36.42300033569336
2021-04-12,36.46699905395508
2021-04-13,37.04899978637695
2021-04-14,36.50899887084961
2021-04-15,37.17300033569336
2021-04-16,37.167999267578125
2021-04-19,37.167999267578125
2021-04-20,36.46099853515625
2021-04-21,36.74599838256836
2021-04-22,36.393001556396484
2021-04-23,36.9379997253418
2021-04-26,37.191001892089844
2021-04-27,37.09400177001953
2021-04-28,36.90599822998047
2021-04-29,36.89899826049805
2021-04-30,36.62900161743164
2021-05-03,36.41299819946289
2021-05-04,35.7130012512207
2021-05-05,35.595001220703125
2021-05-06,35.73500061035156
2021-05-07,36.10900115966797
2021-05-10,35.861000061035156
2021-05-11,35.31999969482422
2021-05-12,34.65999984741211
2021-05-13,34.94499969482422
2021-05-14,35.5
