,EFAS
2016-12-15,15.710000038146973
2016-12-16,15.710000038146973
2016-12-19,15.710000038146973
2016-12-20,15.710000038146973
2016-12-21,15.710000038146973
2016-12-22,15.710000038146973
2016-12-23,15.710000038146973
2016-12-27,15.710000038146973
2016-12-28,15.710000038146973
2016-12-29,15.710000038146973
2016-12-30,15.710000038146973
2017-01-03,15.710000038146973
2017-01-04,15.710000038146973
2017-01-05,15.710000038146973
2017-01-06,15.710000038146973
2017-01-09,15.710000038146973
2017-01-10,15.710000038146973
2017-01-11,15.899999618530273
2017-01-12,15.899999618530273
2017-01-13,15.899999618530273
2017-01-17,15.899999618530273
2017-01-18,15.899999618530273
2017-01-19,15.899999618530273
2017-01-20,15.899999618530273
2017-01-23,16.01099967956543
2017-01-24,16.01099967956543
2017-01-25,16.288999557495117
2017-01-26,16.288999557495117
2017-01-27,16.190000534057617
2017-01-30,16.020000457763672
2017-01-31,16.100000381469727
2017-02-01,16.100000381469727
2017-02-02,16.100000381469727
2017-02-03,16.049999237060547
2017-02-06,15.840999603271484
2017-02-07,15.84000015258789
2017-02-08,15.84000015258789
2017-02-09,15.84000015258789
2017-02-10,15.84000015258789
2017-02-13,16.124000549316406
2017-02-14,16.124000549316406
2017-02-15,16.18000030517578
2017-02-16,16.200000762939453
2017-02-17,16.06999969482422
2017-02-21,16.06999969482422
2017-02-22,16.020000457763672
2017-02-23,16.139999389648438
2017-02-24,15.84000015258789
2017-02-27,15.899999618530273
2017-02-28,15.970000267028809
2017-03-01,15.970000267028809
2017-03-02,16.030000686645508
2017-03-03,16.040000915527344
2017-03-06,16.065000534057617
2017-03-07,16.065000534057617
2017-03-08,15.899999618530273
2017-03-09,15.899999618530273
2017-03-10,16.200000762939453
2017-03-13,16.260000228881836
2017-03-14,16.260000228881836
2017-03-15,16.243999481201172
2017-03-16,16.243999481201172
2017-03-17,16.479999542236328
2017-03-20,16.389999389648438
2017-03-21,16.389999389648438
2017-03-22,16.229999542236328
2017-03-23,16.280000686645508
2017-03-24,16.280000686645508
2017-03-27,16.420000076293945
2017-03-28,16.540000915527344
2017-03-29,16.489999771118164
2017-03-30,16.489999771118164
2017-03-31,16.5
2017-04-03,16.5
2017-04-04,16.3799991607666
2017-04-05,16.3799991607666
2017-04-06,16.3799991607666
2017-04-07,16.43000030517578
2017-04-10,16.43000030517578
2017-04-11,16.43000030517578
2017-04-12,16.43000030517578
2017-04-13,17.75
2017-04-17,16.40999984741211
2017-04-18,16.40999984741211
2017-04-19,16.3700008392334
2017-04-20,16.469999313354492
2017-04-21,16.469999313354492
2017-04-24,16.469999313354492
2017-04-25,16.969999313354492
2017-04-26,16.969999313354492
2017-04-27,16.969999313354492
2017-04-28,16.899999618530273
2017-05-01,16.899999618530273
2017-05-02,17.035999298095703
2017-05-03,16.923999786376953
2017-05-04,17.084999084472656
2017-05-05,17.270000457763672
2017-05-08,17.18000030517578
2017-05-09,17.1299991607666
2017-05-10,17.200000762939453
2017-05-11,17.099000930786133
2017-05-12,17.18000030517578
2017-05-15,17.290000915527344
2017-05-16,17.450000762939453
2017-05-17,17.266000747680664
2017-05-18,17.239999771118164
2017-05-19,17.5
2017-05-22,17.586999893188477
2017-05-23,17.610000610351562
2017-05-24,17.55299949645996
2017-05-25,17.476999282836914
2017-05-26,17.3700008392334
2017-05-30,17.3799991607666
2017-05-31,17.3799991607666
2017-06-01,17.299999237060547
2017-06-02,17.4060001373291
2017-06-05,17.4060001373291
2017-06-06,17.267000198364258
2017-06-07,17.360000610351562
2017-06-08,17.316999435424805
2017-06-09,17.270000457763672
2017-06-12,17.239999771118164
2017-06-13,17.239999771118164
2017-06-14,17.535999298095703
2017-06-15,17.260000228881836
2017-06-16,17.469999313354492
2017-06-19,17.469999313354492
2017-06-20,17.459999084472656
2017-06-21,17.459999084472656
2017-06-22,17.459999084472656
2017-06-23,17.200000762939453
2017-06-26,17.260000228881836
2017-06-27,17.260000228881836
2017-06-28,17.260000228881836
2017-06-29,17.260000228881836
2017-06-30,17.260000228881836
2017-07-03,17.260000228881836
2017-07-05,17.360000610351562
2017-07-06,17.360000610351562
2017-07-07,17.389999389648438
2017-07-10,17.43000030517578
2017-07-11,17.3700008392334
2017-07-12,17.3700008392334
2017-07-13,17.3700008392334
2017-07-14,17.79199981689453
2017-07-17,17.850000381469727
2017-07-18,17.875
2017-07-19,17.927000045776367
2017-07-20,17.927000045776367
2017-07-21,17.867000579833984
2017-07-24,17.969999313354492
2017-07-25,18.059999465942383
2017-07-26,18.260000228881836
2017-07-27,18.229999542236328
2017-07-28,18.270000457763672
2017-07-31,18.349000930786133
2017-08-01,18.395999908447266
2017-08-02,18.43600082397461
2017-08-03,18.450000762939453
2017-08-04,18.450000762939453
2017-08-07,18.450000762939453
2017-08-08,18.399999618530273
2017-08-09,18.360000610351562
2017-08-10,18.200000762939453
2017-08-11,18.149999618530273
2017-08-14,18.209999084472656
2017-08-15,18.190000534057617
2017-08-16,18.246999740600586
2017-08-17,18.170000076293945
2017-08-18,18.200000762939453
2017-08-21,18.200000762939453
2017-08-22,18.20599937438965
2017-08-23,18.200000762939453
2017-08-24,18.200000762939453
2017-08-25,18.266000747680664
2017-08-28,18.30299949645996
2017-08-29,18.25
2017-08-30,18.25
2017-08-31,18.25
2017-09-01,18.200000762939453
2017-09-05,18.066999435424805
2017-09-06,18.066999435424805
2017-09-07,18.066999435424805
2017-09-08,18.29199981689453
2017-09-11,18.420000076293945
2017-09-12,18.510000228881836
2017-09-13,18.31100082397461
2017-09-14,18.34000015258789
2017-09-15,18.34000015258789
2017-09-18,18.3700008392334
2017-09-19,18.3700008392334
2017-09-20,18.493999481201172
2017-09-21,18.40999984741211
2017-09-22,18.459999084472656
2017-09-25,18.459999084472656
2017-09-26,18.459999084472656
2017-09-27,18.34000015258789
2017-09-28,18.270000457763672
2017-09-29,18.459999084472656
2017-10-02,18.325000762939453
2017-10-03,18.326000213623047
2017-10-04,18.281999588012695
2017-10-05,18.260000228881836
2017-10-06,18.19499969482422
2017-10-09,18.19499969482422
2017-10-10,18.3700008392334
2017-10-11,18.3700008392334
2017-10-12,18.358999252319336
2017-10-13,18.427000045776367
2017-10-16,18.31100082397461
2017-10-17,18.34000015258789
2017-10-18,18.336000442504883
2017-10-19,18.440000534057617
2017-10-20,18.46299934387207
2017-10-23,18.399999618530273
2017-10-24,18.399999618530273
2017-10-25,18.399999618530273
2017-10-26,18.31999969482422
2017-10-27,18.15999984741211
2017-10-30,18.329999923706055
2017-10-31,18.200000762939453
2017-11-01,18.209999084472656
2017-11-02,18.179000854492188
2017-11-03,17.989999771118164
2017-11-06,18.040000915527344
2017-11-07,18.040000915527344
2017-11-08,18.031999588012695
2017-11-09,18.0049991607666
2017-11-10,18.01799964904785
2017-11-13,17.809999465942383
2017-11-14,17.809999465942383
2017-11-15,17.81399917602539
2017-11-16,17.90999984741211
2017-11-17,17.860000610351562
2017-11-20,17.860000610351562
2017-11-21,17.860000610351562
2017-11-22,17.860000610351562
2017-11-24,18.014999389648438
2017-11-27,18.049999237060547
2017-11-28,18.049999237060547
2017-11-29,18.049999237060547
2017-11-30,18.239999771118164
2017-12-01,18.239999771118164
2017-12-04,18.016000747680664
2017-12-05,17.979999542236328
2017-12-06,17.979999542236328
2017-12-07,17.989999771118164
2017-12-08,18.170000076293945
2017-12-11,18.170000076293945
2017-12-12,18.170000076293945
2017-12-13,18.209999084472656
2017-12-14,18.229999542236328
2017-12-15,18.229999542236328
2017-12-18,18.229999542236328
2017-12-19,18.209999084472656
2017-12-20,18.209999084472656
2017-12-21,18.231000900268555
2017-12-22,18.368999481201172
2017-12-26,18.368999481201172
2017-12-27,18.43000030517578
2017-12-28,18.045000076293945
2017-12-29,18.110000610351562
2018-01-02,18.204999923706055
2018-01-03,18.268999099731445
2018-01-04,18.395000457763672
2018-01-05,18.559999465942383
2018-01-08,18.450000762939453
2018-01-09,18.5
2018-01-10,18.437999725341797
2018-01-11,18.5
2018-01-12,18.725000381469727
2018-01-16,18.739999771118164
2018-01-17,18.850000381469727
2018-01-18,18.729999542236328
2018-01-19,18.690000534057617
2018-01-22,18.8799991607666
2018-01-23,18.889999389648438
2018-01-24,18.959999084472656
2018-01-25,18.9060001373291
2018-01-26,19.059999465942383
2018-01-29,18.969999313354492
2018-01-30,18.735000610351562
2018-01-31,18.804000854492188
2018-02-01,18.809999465942383
2018-02-02,18.538000106811523
2018-02-05,17.899999618530273
2018-02-06,18.08300018310547
2018-02-07,17.889999389648438
2018-02-08,17.634000778198242
2018-02-09,17.559999465942383
2018-02-12,17.809999465942383
2018-02-13,17.809999465942383
2018-02-14,18.079999923706055
2018-02-15,18.229999542236328
2018-02-16,18.219999313354492
2018-02-20,18.15999984741211
2018-02-21,18.110000610351562
2018-02-22,18.149999618530273
2018-02-23,18.360000610351562
2018-02-26,18.360000610351562
2018-02-27,18.260000228881836
2018-02-28,18.038999557495117
2018-03-01,17.84000015258789
2018-03-02,17.80299949645996
2018-03-05,17.80299949645996
2018-03-06,17.874000549316406
2018-03-07,17.950000762939453
2018-03-08,17.93000030517578
2018-03-09,18.059999465942383
2018-03-12,18.075000762939453
2018-03-13,17.98200035095215
2018-03-14,18.00200080871582
2018-03-15,17.892000198364258
2018-03-16,17.850000381469727
2018-03-19,17.7189998626709
2018-03-20,17.760000228881836
2018-03-21,17.790000915527344
2018-03-22,17.575000762939453
2018-03-23,17.540000915527344
2018-03-26,17.739999771118164
2018-03-27,17.47599983215332
2018-03-28,17.562000274658203
2018-03-29,17.59000015258789
2018-04-02,17.420000076293945
2018-04-03,17.474000930786133
2018-04-04,17.690000534057617
2018-04-05,17.690000534057617
2018-04-06,17.6299991607666
2018-04-09,17.6299991607666
2018-04-10,17.9950008392334
2018-04-11,18.0
2018-04-12,18.06399917602539
2018-04-13,18.15999984741211
2018-04-16,18.15999984741211
2018-04-17,18.202999114990234
2018-04-18,18.31999969482422
2018-04-19,18.290000915527344
2018-04-20,18.18600082397461
2018-04-23,18.263999938964844
2018-04-24,18.1200008392334
2018-04-25,18.110000610351562
2018-04-26,18.261999130249023
2018-04-27,18.34600067138672
2018-04-30,18.260000228881836
2018-05-01,18.229999542236328
2018-05-02,18.21500015258789
2018-05-03,18.06100082397461
2018-05-04,18.239999771118164
2018-05-07,18.18000030517578
2018-05-08,18.18000030517578
2018-05-09,18.239999771118164
2018-05-10,18.30500030517578
2018-05-11,18.344999313354492
2018-05-14,18.40999984741211
2018-05-15,18.290000915527344
2018-05-16,18.290000915527344
2018-05-17,18.290000915527344
2018-05-18,18.01099967956543
2018-05-21,18.030000686645508
2018-05-22,18.100000381469727
2018-05-23,17.889999389648438
2018-05-24,17.850000381469727
2018-05-25,17.74799919128418
2018-05-29,17.180999755859375
2018-05-30,17.579999923706055
2018-05-31,17.45400047302246
2018-06-01,17.555999755859375
2018-06-04,17.700000762939453
2018-06-05,17.472000122070312
2018-06-06,17.600000381469727
2018-06-07,17.58799934387207
2018-06-08,17.600000381469727
2018-06-11,17.725000381469727
2018-06-12,17.600000381469727
2018-06-13,17.65999984741211
2018-06-14,17.58300018310547
2018-06-15,17.430999755859375
2018-06-18,17.35300064086914
2018-06-19,17.31999969482422
2018-06-20,17.299999237060547
2018-06-21,17.165000915527344
2018-06-22,17.360000610351562
2018-06-25,17.23699951171875
2018-06-26,17.23699951171875
2018-06-27,17.139999389648438
2018-06-28,17.18000030517578
2018-06-29,17.170000076293945
2018-07-02,17.048999786376953
2018-07-03,17.200000762939453
2018-07-05,17.469999313354492
2018-07-06,17.59000015258789
2018-07-09,17.700000762939453
2018-07-10,17.729999542236328
2018-07-11,17.530000686645508
2018-07-12,17.530000686645508
2018-07-13,17.540000915527344
2018-07-16,17.46299934387207
2018-07-17,17.490999221801758
2018-07-18,17.51799964904785
2018-07-19,17.489999771118164
2018-07-20,17.610000610351562
2018-07-23,17.56999969482422
2018-07-24,17.56399917602539
2018-07-25,17.700000762939453
2018-07-26,17.700000762939453
2018-07-27,17.645999908447266
2018-07-30,17.645999908447266
2018-07-31,17.750999450683594
2018-08-01,17.586000442504883
2018-08-02,17.43000030517578
2018-08-03,17.349000930786133
2018-08-06,17.395000457763672
2018-08-07,17.5
2018-08-08,17.479999542236328
2018-08-09,17.409000396728516
2018-08-10,17.03700065612793
2018-08-13,16.979999542236328
2018-08-14,16.93000030517578
2018-08-15,16.790000915527344
2018-08-16,16.959999084472656
2018-08-17,17.059999465942383
2018-08-20,17.100000381469727
2018-08-21,17.1560001373291
2018-08-22,17.298999786376953
2018-08-23,17.298999786376953
2018-08-24,17.200000762939453
2018-08-27,17.329999923706055
2018-08-28,17.270000457763672
2018-08-29,17.398000717163086
2018-08-30,17.268999099731445
2018-08-31,17.07900047302246
2018-09-04,16.976999282836914
2018-09-05,16.985000610351562
2018-09-06,16.90999984741211
2018-09-07,16.680999755859375
2018-09-10,16.892000198364258
2018-09-11,16.93000030517578
2018-09-12,16.940000534057617
2018-09-13,17.020000457763672
2018-09-14,16.889999389648438
2018-09-17,17.15399932861328
2018-09-18,17.239999771118164
2018-09-19,17.260000228881836
2018-09-20,17.459999084472656
2018-09-21,17.301000595092773
2018-09-24,17.301000595092773
2018-09-25,17.301000595092773
2018-09-26,17.301000595092773
2018-09-27,17.399999618530273
2018-09-28,17.22599983215332
2018-10-01,17.13599967956543
2018-10-02,16.898000717163086
2018-10-03,16.875
2018-10-04,16.76099967956543
2018-10-05,16.75
2018-10-08,16.559999465942383
2018-10-09,16.610000610351562
2018-10-10,16.6200008392334
2018-10-11,16.187000274658203
2018-10-12,16.399999618530273
2018-10-15,16.3799991607666
2018-10-16,16.572999954223633
2018-10-17,16.450000762939453
2018-10-18,16.290000915527344
2018-10-19,16.5
2018-10-22,16.31999969482422
2018-10-23,16.219999313354492
2018-10-24,15.942999839782715
2018-10-25,15.899999618530273
2018-10-26,15.708000183105469
2018-10-29,15.729999542236328
2018-10-30,16.06999969482422
2018-10-31,15.989999771118164
2018-11-01,16.299999237060547
2018-11-02,16.299999237060547
2018-11-05,16.290000915527344
2018-11-06,16.229999542236328
2018-11-07,16.229999542236328
2018-11-08,16.229999542236328
2018-11-09,16.229999542236328
2018-11-12,16.079999923706055
2018-11-13,16.15999984741211
2018-11-14,16.15999984741211
2018-11-15,15.91100025177002
2018-11-16,15.9399995803833
2018-11-19,15.949999809265137
2018-11-20,15.725000381469727
2018-11-21,15.725000381469727
2018-11-23,15.817999839782715
2018-11-26,16.082000732421875
2018-11-27,16.083999633789062
2018-11-28,16.083999633789062
2018-11-29,16.19700050354004
2018-11-30,16.19700050354004
2018-12-03,16.19700050354004
2018-12-04,15.836000442504883
2018-12-06,15.489999771118164
2018-12-07,15.489999771118164
2018-12-10,15.289999961853027
2018-12-11,15.3100004196167
2018-12-12,15.65999984741211
2018-12-13,15.550000190734863
2018-12-14,15.430000305175781
2018-12-17,15.289999961853027
2018-12-18,15.244999885559082
2018-12-19,15.187999725341797
2018-12-20,15.218000411987305
2018-12-21,15.013999938964844
2018-12-24,15.0
2018-12-26,15.109999656677246
2018-12-27,14.9399995803833
2018-12-28,15.039999961853027
2018-12-31,15.083999633789062
2019-01-02,15.083999633789062
2019-01-03,14.920000076293945
2019-01-04,15.321000099182129
2019-01-07,15.437999725341797
2019-01-08,15.529999732971191
2019-01-09,15.670000076293945
2019-01-10,15.786999702453613
2019-01-11,15.6899995803833
2019-01-14,15.748000144958496
2019-01-15,15.675000190734863
2019-01-16,15.809000015258789
2019-01-17,15.805000305175781
2019-01-18,16.045000076293945
2019-01-22,15.932000160217285
2019-01-23,15.991000175476074
2019-01-24,16.010000228881836
2019-01-25,16.229999542236328
2019-01-28,16.06399917602539
2019-01-29,16.145000457763672
2019-01-30,16.190000534057617
2019-01-31,16.150999069213867
2019-02-01,16.152000427246094
2019-02-04,16.097999572753906
2019-02-05,16.097999572753906
2019-02-06,16.257999420166016
2019-02-07,16.07699966430664
2019-02-08,16.011999130249023
2019-02-11,16.011999130249023
2019-02-12,15.961999893188477
2019-02-13,15.984999656677246
2019-02-14,15.920000076293945
2019-02-15,16.01099967956543
2019-02-19,16.18400001525879
2019-02-20,16.25
2019-02-21,16.149999618530273
2019-02-22,16.128999710083008
2019-02-25,16.229999542236328
2019-02-26,16.222999572753906
2019-02-27,16.211000442504883
2019-02-28,16.25
2019-03-01,16.374000549316406
