,RCP
2018-05-02,24.899999618530273
2018-05-03,24.969999313354492
2018-05-04,25.1299991607666
2018-05-07,25.1299991607666
2018-05-08,25.06999969482422
2018-05-09,25.040000915527344
2018-05-10,25.031999588012695
2018-05-11,25.100000381469727
2018-05-14,25.010000228881836
2018-05-15,24.979999542236328
2018-05-16,25.049999237060547
2018-05-17,25.040000915527344
2018-05-18,25.048999786376953
2018-05-21,24.989999771118164
2018-05-22,24.8799991607666
2018-05-23,25.049999237060547
2018-05-24,25.0049991607666
2018-05-25,25.049999237060547
2018-05-29,25.0
2018-05-30,25.099000930786133
2018-05-31,25.149999618530273
2018-06-01,25.25
2018-06-04,25.200000762939453
2018-06-05,25.413999557495117
2018-06-06,25.479999542236328
2018-06-07,25.5
2018-06-08,25.649999618530273
2018-06-11,25.670000076293945
2018-06-12,25.670000076293945
2018-06-13,25.68000030517578
2018-06-14,25.729999542236328
2018-06-15,25.790000915527344
2018-06-18,25.780000686645508
2018-06-19,25.64699935913086
2018-06-20,25.65999984741211
2018-06-21,25.6200008392334
2018-06-22,25.663000106811523
2018-06-25,25.690000534057617
2018-06-26,25.6560001373291
2018-06-27,25.670000076293945
2018-06-28,25.670000076293945
2018-06-29,25.658000946044922
2018-07-02,25.64699935913086
2018-07-03,25.64699935913086
2018-07-05,25.643999099731445
2018-07-06,25.829999923706055
2018-07-09,25.805999755859375
2018-07-10,25.93000030517578
2018-07-11,25.93000030517578
2018-07-12,25.465999603271484
2018-07-13,25.586000442504883
2018-07-16,25.71500015258789
2018-07-17,25.71500015258789
2018-07-18,25.68899917602539
2018-07-19,25.684999465942383
2018-07-20,25.722000122070312
2018-07-23,25.735000610351562
2018-07-24,25.735000610351562
2018-07-25,25.600000381469727
2018-07-26,25.600000381469727
2018-07-27,25.75
2018-07-30,25.715999603271484
2018-07-31,25.7450008392334
2018-08-01,25.708999633789062
2018-08-02,25.75
2018-08-03,25.75
2018-08-06,25.700000762939453
2018-08-07,25.7189998626709
2018-08-08,25.75
2018-08-09,25.719999313354492
2018-08-10,25.790000915527344
2018-08-13,25.708999633789062
2018-08-14,25.729000091552734
2018-08-15,25.743999481201172
2018-08-16,25.649999618530273
2018-08-17,25.659000396728516
2018-08-20,25.659000396728516
2018-08-21,25.780000686645508
2018-08-22,25.73200035095215
2018-08-23,25.7189998626709
2018-08-24,25.600000381469727
2018-08-27,25.549999237060547
2018-08-28,25.593000411987305
2018-08-29,25.649999618530273
2018-08-30,25.579999923706055
2018-08-31,25.55699920654297
2018-09-04,25.55699920654297
2018-09-05,25.719999313354492
2018-09-06,25.579999923706055
2018-09-07,25.707000732421875
2018-09-10,25.67799949645996
2018-09-11,25.729000091552734
2018-09-12,25.729000091552734
2018-09-13,25.729000091552734
2018-09-14,25.724000930786133
2018-09-17,25.724000930786133
2018-09-18,25.74799919128418
2018-09-19,25.65999984741211
2018-09-20,25.600000381469727
2018-09-21,25.604999542236328
2018-09-24,25.582000732421875
2018-09-25,25.549999237060547
2018-09-26,25.559999465942383
2018-09-27,25.599000930786133
2018-09-28,25.641000747680664
2018-10-01,25.63800048828125
2018-10-02,25.63800048828125
2018-10-03,25.770000457763672
2018-10-04,25.579999923706055
2018-10-05,25.770000457763672
2018-10-08,25.68199920654297
2018-10-09,25.716999053955078
2018-10-10,25.77899932861328
2018-10-11,25.850000381469727
2018-10-12,25.415000915527344
2018-10-15,25.540000915527344
2018-10-16,25.402999877929688
2018-10-17,25.440000534057617
2018-10-18,25.440000534057617
2018-10-19,25.440000534057617
2018-10-22,25.309999465942383
2018-10-23,25.3799991607666
2018-10-24,25.291000366210938
2018-10-25,25.333999633789062
2018-10-26,25.344999313354492
2018-10-29,25.375999450683594
2018-10-30,25.25
2018-10-31,25.299999237060547
2018-11-01,25.323999404907227
2018-11-02,25.469999313354492
2018-11-05,25.440000534057617
2018-11-06,25.452999114990234
2018-11-07,25.450000762939453
2018-11-08,25.549999237060547
2018-11-09,25.299999237060547
2018-11-12,25.39900016784668
2018-11-13,25.45599937438965
2018-11-14,25.45599937438965
2018-11-15,25.39900016784668
2018-11-16,25.343000411987305
2018-11-19,25.482999801635742
2018-11-20,25.149999618530273
2018-11-21,25.270000457763672
2018-11-23,25.38599967956543
2018-11-26,25.38599967956543
2018-11-27,25.299999237060547
2018-11-28,25.309999465942383
2018-11-29,25.29800033569336
2018-11-30,25.31999969482422
2018-12-03,25.38599967956543
2018-12-04,25.25
2018-12-06,25.33300018310547
2018-12-07,25.350000381469727
2018-12-10,25.350000381469727
2018-12-11,25.448999404907227
2018-12-12,25.545000076293945
2018-12-13,25.600000381469727
2018-12-14,25.493000030517578
2018-12-17,25.51300048828125
2018-12-18,25.350000381469727
2018-12-19,25.3799991607666
2018-12-20,25.354999542236328
2018-12-21,24.989999771118164
2018-12-24,25.22800064086914
2018-12-26,25.18199920654297
2018-12-27,25.136999130249023
2018-12-28,25.136999130249023
2018-12-31,25.100000381469727
2019-01-02,25.18199920654297
2019-01-03,25.25
2019-01-04,25.395999908447266
2019-01-07,25.440000534057617
2019-01-08,25.474000930786133
2019-01-09,25.474000930786133
2019-01-10,25.299999237060547
2019-01-11,25.398000717163086
2019-01-14,25.104999542236328
2019-01-15,25.170000076293945
2019-01-16,25.139999389648438
2019-01-17,25.209999084472656
2019-01-18,25.224000930786133
2019-01-22,25.224000930786133
2019-01-23,25.22800064086914
2019-01-24,25.322999954223633
2019-01-25,25.299999237060547
2019-01-28,25.257999420166016
2019-01-29,25.320999145507812
2019-01-30,25.378999710083008
2019-01-31,25.33300018310547
2019-02-01,25.31100082397461
2019-02-04,25.31800079345703
2019-02-05,25.325000762939453
2019-02-06,25.323999404907227
2019-02-07,25.304000854492188
2019-02-08,25.35700035095215
2019-02-11,25.349000930786133
2019-02-12,25.399999618530273
2019-02-13,25.448999404907227
2019-02-14,25.448999404907227
2019-02-15,25.354000091552734
2019-02-19,25.399999618530273
