,RCP
2019-02-20,25.3799991607666
2019-02-21,25.479999542236328
2019-02-22,25.479999542236328
2019-02-25,25.610000610351562
2019-02-26,25.482999801635742
2019-02-27,25.610000610351562
2019-02-28,25.452999114990234
2019-03-01,25.450000762939453
2019-03-04,25.450000762939453
2019-03-05,25.51300048828125
2019-03-06,25.51300048828125
2019-03-07,25.51300048828125
2019-03-08,25.600000381469727
2019-03-11,25.600000381469727
2019-03-12,25.450000762939453
2019-03-13,25.479999542236328
2019-03-14,25.479999542236328
2019-03-15,25.479999542236328
2019-03-18,25.659000396728516
2019-03-19,25.5
2019-03-20,25.558000564575195
2019-03-21,25.520000457763672
2019-03-22,25.586999893188477
2019-03-25,25.549999237060547
2019-03-26,25.649999618530273
2019-03-27,25.6560001373291
2019-03-28,25.68000030517578
2019-03-29,25.68000030517578
2019-04-01,25.716999053955078
2019-04-02,25.600000381469727
2019-04-03,25.700000762939453
2019-04-04,25.652000427246094
2019-04-05,25.700000762939453
2019-04-08,25.799999237060547
2019-04-09,25.799999237060547
2019-04-10,25.650999069213867
2019-04-11,25.742000579833984
2019-04-12,25.350000381469727
2019-04-15,25.31999969482422
2019-04-16,25.479000091552734
2019-04-17,25.59000015258789
2019-04-18,25.59000015258789
2019-04-22,25.538999557495117
2019-04-23,25.5
2019-04-24,25.579999923706055
2019-04-25,25.549999237060547
2019-04-26,25.549999237060547
2019-04-29,25.558000564575195
2019-04-30,25.611000061035156
2019-05-01,25.570999145507812
2019-05-02,25.55299949645996
2019-05-03,25.549999237060547
2019-05-06,25.63599967956543
2019-05-07,25.666000366210938
2019-05-08,25.666000366210938
2019-05-09,25.666000366210938
2019-05-10,25.666000366210938
2019-05-13,25.666000366210938
2019-05-14,25.604000091552734
2019-05-15,25.5
2019-05-16,25.5
2019-05-17,25.583999633789062
2019-05-20,25.594999313354492
2019-05-21,25.600000381469727
2019-05-22,25.64699935913086
2019-05-23,25.917999267578125
2019-05-24,25.610000610351562
2019-05-28,25.75
2019-05-29,25.649999618530273
2019-05-30,25.733999252319336
2019-05-31,25.722000122070312
2019-06-03,25.75
2019-06-04,25.746000289916992
2019-06-05,25.649999618530273
2019-06-06,25.777999877929688
2019-06-07,25.743999481201172
2019-06-10,25.743999481201172
2019-06-11,25.785999298095703
2019-06-12,25.785999298095703
2019-06-13,25.785999298095703
2019-06-14,25.799999237060547
2019-06-17,25.820999145507812
2019-06-18,25.899999618530273
2019-06-19,25.899999618530273
2019-06-20,26.18199920654297
2019-06-21,26.104000091552734
2019-06-24,25.981000900268555
2019-06-25,25.91200065612793
2019-06-26,25.91200065612793
2019-06-27,25.91200065612793
2019-06-28,25.91200065612793
2019-07-01,25.91200065612793
2019-07-02,25.99799919128418
2019-07-03,26.100000381469727
2019-07-05,25.868999481201172
2019-07-08,25.799999237060547
2019-07-09,25.954999923706055
2019-07-10,26.04800033569336
2019-07-11,26.076000213623047
2019-07-12,25.670000076293945
2019-07-15,25.670000076293945
2019-07-16,25.540000915527344
2019-07-17,25.72800064086914
2019-07-18,25.839000701904297
2019-07-19,25.6299991607666
2019-07-22,25.65999984741211
2019-07-23,25.6200008392334
2019-07-24,25.6200008392334
2019-07-25,25.56999969482422
2019-07-26,25.579999923706055
2019-07-29,25.5
2019-07-30,25.56999969482422
2019-07-31,25.540000915527344
2019-08-01,25.540000915527344
2019-08-02,25.510000228881836
2019-08-05,25.440000534057617
2019-08-06,25.40999984741211
2019-08-07,25.40999984741211
2019-08-08,25.420000076293945
2019-08-09,25.3799991607666
2019-08-12,25.579999923706055
2019-08-13,25.3799991607666
2019-08-14,25.479999542236328
2019-08-15,25.459999084472656
2019-08-16,25.40999984741211
2019-08-19,25.399999618530273
2019-08-20,25.40999984741211
2019-08-21,25.3700008392334
2019-08-22,25.350000381469727
2019-08-23,25.40999984741211
2019-08-26,25.420000076293945
2019-08-27,25.450000762939453
2019-08-28,25.40999984741211
2019-08-29,25.459999084472656
2019-08-30,25.43000030517578
2019-09-03,25.420000076293945
2019-09-04,25.420000076293945
2019-09-05,25.3799991607666
2019-09-06,25.389999389648438
2019-09-09,25.40999984741211
2019-09-10,25.420000076293945
2019-09-11,25.420000076293945
2019-09-12,25.420000076293945
2019-09-13,25.40999984741211
2019-09-16,25.40999984741211
2019-09-17,25.540000915527344
2019-09-18,25.57699966430664
2019-09-19,25.58799934387207
2019-09-20,25.639999389648438
2019-09-23,25.641000747680664
2019-09-24,25.700000762939453
2019-09-25,25.68000030517578
2019-09-26,25.729999542236328
2019-09-27,25.861000061035156
2019-09-30,25.746000289916992
2019-10-01,25.799999237060547
2019-10-02,25.84000015258789
2019-10-03,25.90399932861328
2019-10-04,25.700000762939453
2019-10-07,25.849000930786133
2019-10-08,25.899999618530273
2019-10-09,25.920000076293945
2019-10-10,25.850000381469727
2019-10-11,25.733999252319336
2019-10-14,25.53499984741211
2019-10-15,25.549999237060547
2019-10-16,25.459999084472656
2019-10-17,25.459999084472656
2019-10-18,25.71500015258789
2019-10-21,25.71500015258789
2019-10-22,25.670000076293945
2019-10-23,25.56999969482422
2019-10-24,25.56999969482422
2019-10-25,25.75
2019-10-28,25.658000946044922
2019-10-29,25.658000946044922
2019-10-30,25.658000946044922
2019-10-31,25.700000762939453
2019-11-01,25.56999969482422
2019-11-04,25.708999633789062
2019-11-05,25.59000015258789
2019-11-06,25.631999969482422
2019-11-07,25.54400062561035
2019-11-08,25.739999771118164
2019-11-11,25.7450008392334
2019-11-12,25.719999313354492
2019-11-13,25.719999313354492
2019-11-14,25.719999313354492
2019-11-15,25.799999237060547
2019-11-18,25.770000457763672
2019-11-19,25.766000747680664
2019-11-20,25.799999237060547
2019-11-21,25.55299949645996
2019-11-22,25.809999465942383
2019-11-25,25.649999618530273
2019-11-26,25.68899917602539
2019-11-27,25.799999237060547
2019-11-29,25.77899932861328
2019-12-02,25.77899932861328
2019-12-03,25.77400016784668
2019-12-04,25.562999725341797
2019-12-05,25.70199966430664
2019-12-06,25.709999084472656
2019-12-09,25.638999938964844
2019-12-10,25.583999633789062
2019-12-11,25.583999633789062
2019-12-12,25.520000457763672
2019-12-13,25.549999237060547
2019-12-16,25.549999237060547
2019-12-17,25.63800048828125
2019-12-18,25.625
2019-12-19,25.673999786376953
2019-12-20,25.71299934387207
2019-12-23,25.6200008392334
2019-12-24,25.6200008392334
2019-12-26,25.660999298095703
2019-12-27,25.649999618530273
2019-12-30,25.798999786376953
2019-12-31,25.726999282836914
2020-01-02,25.726999282836914
2020-01-03,25.761999130249023
2020-01-06,25.790000915527344
2020-01-07,25.799999237060547
2020-01-08,25.790000915527344
2020-01-09,25.790000915527344
2020-01-10,25.76300048828125
2020-01-13,25.790000915527344
2020-01-14,25.540000915527344
2020-01-15,25.420000076293945
2020-01-16,25.540000915527344
2020-01-17,25.5
2020-01-21,25.5310001373291
2020-01-22,25.530000686645508
2020-01-23,25.572999954223633
2020-01-24,25.47800064086914
2020-01-27,25.510000228881836
2020-01-28,25.510000228881836
2020-01-29,25.47599983215332
2020-01-30,25.514999389648438
2020-01-31,25.56999969482422
2020-02-03,25.56999969482422
2020-02-04,25.56999969482422
2020-02-05,25.579999923706055
2020-02-06,25.649999618530273
2020-02-07,25.649999618530273
2020-02-10,25.6299991607666
2020-02-11,25.6299991607666
2020-02-12,25.56999969482422
2020-02-13,25.59000015258789
2020-02-14,25.65999984741211
2020-02-18,25.65999984741211
2020-02-19,25.690000534057617
2020-02-20,25.645000457763672
2020-02-21,25.649999618530273
2020-02-24,25.604999542236328
2020-02-25,25.68899917602539
2020-02-26,25.597999572753906
2020-02-27,25.399999618530273
2020-02-28,25.299999237060547
2020-03-02,25.399999618530273
2020-03-03,25.399999618530273
2020-03-04,25.634000778198242
2020-03-05,25.562000274658203
2020-03-06,25.454999923706055
2020-03-09,25.0
2020-03-10,25.0
2020-03-11,24.889999389648438
2020-03-12,23.5
2020-03-13,23.565000534057617
2020-03-16,22.0
2020-03-17,21.299999237060547
2020-03-18,13.388999938964844
2020-03-19,17.670000076293945
2020-03-20,15.32699966430664
2020-03-23,13.890000343322754
2020-03-24,11.199999809265137
2020-03-25,14.100000381469727
2020-03-26,18.290000915527344
2020-03-27,18.75
2020-03-30,17.5
2020-03-31,18.56999969482422
2020-04-01,17.290000915527344
2020-04-02,16.510000228881836
2020-04-03,15.744999885559082
2020-04-06,15.760000228881836
2020-04-07,16.8700008392334
2020-04-08,18.989999771118164
2020-04-09,20.280000686645508
2020-04-13,19.985000610351562
2020-04-14,20.290000915527344
2020-04-15,20.899999618530273
2020-04-16,20.350000381469727
2020-04-17,21.809999465942383
2020-04-20,18.3700008392334
2020-04-21,19.559999465942383
2020-04-22,19.700000762939453
2020-04-23,19.700000762939453
2020-04-24,20.200000762939453
2020-04-27,21.450000762939453
2020-04-28,21.673999786376953
2020-04-29,22.395999908447266
2020-04-30,22.5
2020-05-01,22.479999542236328
2020-05-04,21.31399917602539
2020-05-05,21.75
2020-05-06,21.860000610351562
2020-05-07,21.700000762939453
2020-05-08,21.899999618530273
2020-05-11,22.799999237060547
2020-05-12,22.700000762939453
2020-05-13,21.479999542236328
2020-05-14,21.90999984741211
2020-05-15,21.5
2020-05-18,22.302000045776367
2020-05-19,22.459999084472656
2020-05-20,22.312999725341797
2020-05-21,22.65999984741211
2020-05-22,23.288999557495117
2020-05-26,23.139999389648438
2020-05-27,23.459999084472656
2020-05-28,23.079999923706055
2020-05-29,23.104999542236328
2020-06-01,23.729999542236328
2020-06-02,24.25
2020-06-03,24.350000381469727
2020-06-04,24.200000762939453
2020-06-05,24.399999618530273
2020-06-08,24.1299991607666
2020-06-09,24.049999237060547
2020-06-10,24.139999389648438
2020-06-11,23.6299991607666
2020-06-12,24.3799991607666
2020-06-15,23.8700008392334
2020-06-16,23.988000869750977
2020-06-17,24.0
2020-06-18,23.809999465942383
2020-06-19,24.014999389648438
2020-06-22,24.0
2020-06-23,24.0
2020-06-24,24.25
2020-06-25,24.25
2020-06-26,23.924999237060547
2020-06-29,24.070999145507812
2020-06-30,24.170000076293945
2020-07-01,24.100000381469727
2020-07-02,24.033000946044922
2020-07-06,24.100000381469727
2020-07-07,24.0
2020-07-08,24.18000030517578
2020-07-09,24.0
2020-07-10,24.024999618530273
2020-07-13,24.25
2020-07-14,23.889999389648438
2020-07-15,23.790000915527344
2020-07-16,24.0
2020-07-17,24.100000381469727
2020-07-20,24.1299991607666
2020-07-21,24.139999389648438
2020-07-22,24.149999618530273
2020-07-23,24.204999923706055
2020-07-24,24.68000030517578
2020-07-27,24.5
2020-07-28,24.389999389648438
2020-07-29,24.170000076293945
2020-07-30,24.25
2020-07-31,24.209999084472656
2020-08-03,24.25
2020-08-04,24.31999969482422
2020-08-05,24.267000198364258
2020-08-06,24.3799991607666
2020-08-07,24.84000015258789
2020-08-10,24.950000762939453
2020-08-11,24.917999267578125
2020-08-12,24.961000442504883
2020-08-13,24.940000534057617
2020-08-14,25.0
2020-08-17,24.920000076293945
2020-08-18,25.0
2020-08-19,24.982999801635742
2020-08-20,25.0
2020-08-21,25.0
2020-08-24,24.93000030517578
2020-08-25,24.999000549316406
2020-08-26,25.0
2020-08-27,25.0
2020-08-28,25.190000534057617
2020-08-31,25.049999237060547
2020-09-01,25.06999969482422
2020-09-02,25.190000534057617
2020-09-03,25.049999237060547
2020-09-04,25.15999984741211
2020-09-08,25.149999618530273
2020-09-09,25.149999618530273
2020-09-10,25.06999969482422
2020-09-11,25.209999084472656
2020-09-14,25.100000381469727
2020-09-15,25.229999542236328
2020-09-16,25.329999923706055
2020-09-17,25.309999465942383
2020-09-18,25.329999923706055
2020-09-21,25.209999084472656
2020-09-22,25.260000228881836
2020-09-23,25.225000381469727
2020-09-24,25.26799964904785
2020-09-25,25.329999923706055
2020-09-28,25.25200080871582
2020-09-29,25.264999389648438
2020-09-30,25.25
2020-10-01,25.260000228881836
2020-10-02,25.30500030517578
2020-10-05,25.309999465942383
2020-10-06,25.40999984741211
2020-10-07,25.40999984741211
2020-10-08,25.350000381469727
2020-10-09,25.440000534057617
2020-10-12,25.399999618530273
2020-10-13,25.440000534057617
2020-10-14,25.079999923706055
2020-10-15,25.059999465942383
2020-10-16,25.079999923706055
2020-10-19,25.100000381469727
2020-10-20,25.030000686645508
2020-10-21,25.110000610351562
2020-10-22,25.059999465942383
2020-10-23,25.059999465942383
2020-10-26,25.094999313354492
2020-10-27,25.200000762939453
2020-10-28,25.139999389648438
2020-10-29,25.059999465942383
2020-10-30,25.075000762939453
2020-11-02,25.040000915527344
2020-11-03,25.049999237060547
2020-11-04,25.09000015258789
2020-11-05,25.09000015258789
2020-11-06,25.125
2020-11-09,25.110000610351562
2020-11-10,25.114999771118164
2020-11-11,25.159000396728516
2020-11-12,25.100000381469727
2020-11-13,25.100000381469727
2020-11-16,25.149999618530273
2020-11-17,25.479999542236328
2020-11-18,25.3799991607666
2020-11-19,25.3799991607666
2020-11-20,25.3799991607666
2020-11-23,25.260000228881836
2020-11-24,25.25
2020-11-25,25.299999237060547
2020-11-27,25.299999237060547
2020-11-30,25.34000015258789
2020-12-01,25.329999923706055
2020-12-02,25.31999969482422
2020-12-03,25.32699966430664
2020-12-04,25.350000381469727
2020-12-07,25.326000213623047
2020-12-08,25.34000015258789
2020-12-09,25.280000686645508
2020-12-10,25.299999237060547
2020-12-11,25.3700008392334
2020-12-14,25.309999465942383
2020-12-15,25.309999465942383
2020-12-16,25.31999969482422
2020-12-17,25.31999969482422
2020-12-18,25.3799991607666
2020-12-21,25.309999465942383
2020-12-22,25.309999465942383
2020-12-23,25.309999465942383
2020-12-24,25.31999969482422
2020-12-28,25.31999969482422
2020-12-29,25.31999969482422
2020-12-30,25.31999969482422
2020-12-31,25.31999969482422
2021-01-04,25.31999969482422
2021-01-05,25.3799991607666
2021-01-06,25.3700008392334
2021-01-07,25.360000610351562
2021-01-08,25.360000610351562
2021-01-11,25.3700008392334
2021-01-12,25.3799991607666
2021-01-13,25.360000610351562
2021-01-14,25.093000411987305
2021-01-15,25.059999465942383
2021-01-19,25.100000381469727
2021-01-20,25.100000381469727
2021-01-21,25.1200008392334
2021-01-22,25.1200008392334
2021-01-25,25.117000579833984
2021-01-26,25.097000122070312
2021-01-27,25.110000610351562
2021-01-28,25.15999984741211
2021-01-29,25.1200008392334
2021-02-01,25.139999389648438
2021-02-02,25.170000076293945
2021-02-03,25.170000076293945
2021-02-04,25.170000076293945
2021-02-05,25.170000076293945
2021-02-08,25.18000030517578
2021-02-09,25.18000030517578
2021-02-10,25.17799949645996
2021-02-11,25.190000534057617
2021-02-12,25.200000762939453
2021-02-16,25.200000762939453
2021-02-17,25.190000534057617
2021-02-18,25.200000762939453
2021-02-19,25.209999084472656
2021-02-22,25.229999542236328
2021-02-23,25.209999084472656
2021-02-24,25.229999542236328
2021-02-25,25.219999313354492
2021-02-26,25.219999313354492
2021-03-01,25.219999313354492
2021-03-02,25.219999313354492
2021-03-03,25.219999313354492
2021-03-04,25.219999313354492
2021-03-05,25.219999313354492
2021-03-08,25.219999313354492
2021-03-09,25.219999313354492
2021-03-10,25.219999313354492
2021-03-11,25.229999542236328
2021-03-12,25.229999542236328
2021-03-15,25.229999542236328
2021-03-16,25.229999542236328
2021-03-17,25.229999542236328
2021-03-18,25.239999771118164
2021-03-19,25.239999771118164
2021-03-22,25.239999771118164
2021-03-23,25.239999771118164
2021-03-24,25.239999771118164
2021-03-25,25.229999542236328
2021-03-26,
2021-03-29,
2021-03-30,
2021-03-31,
2021-04-01,
2021-04-05,
2021-04-06,
2021-04-07,
2021-04-08,
2021-04-09,
2021-04-12,
2021-04-13,
2021-04-14,
2021-04-15,
2021-04-16,
2021-04-19,
2021-04-20,
2021-04-21,
2021-04-22,
2021-04-23,
2021-04-26,
2021-04-27,
2021-04-28,
2021-04-29,
2021-04-30,
2021-05-03,
2021-05-04,
2021-05-05,
2021-05-06,
2021-05-07,
2021-05-10,
2021-05-11,
2021-05-12,
2021-05-13,
