,CLDB
1999-01-04,21.95386505126953
1999-01-05,21.95386505126953
1999-01-06,21.95386505126953
1999-01-07,21.95386505126953
1999-01-08,20.273475646972656
1999-01-11,20.273475646972656
1999-01-12,21.470300674438477
1999-01-13,20.89002227783203
1999-01-14,20.89002227783203
1999-01-15,20.89002227783203
1999-01-19,20.89002227783203
1999-01-20,21.180160522460938
1999-01-21,20.116317749023438
1999-01-22,20.116317749023438
1999-01-25,20.406457901000977
1999-01-26,20.89002227783203
1999-01-27,20.89002227783203
1999-01-28,20.89002227783203
1999-01-29,20.89002227783203
1999-02-01,20.116317749023438
1999-02-02,20.309743881225586
1999-02-03,20.696596145629883
1999-02-04,20.696596145629883
1999-02-05,20.696596145629883
1999-02-08,20.116317749023438
1999-02-09,20.116317749023438
1999-02-10,20.503170013427734
1999-02-11,21.276874542236328
1999-02-12,21.276874542236328
1999-02-16,21.276874542236328
1999-02-17,21.276874542236328
1999-02-18,20.116317749023438
1999-02-19,20.116317749023438
1999-02-22,20.116317749023438
1999-02-23,20.116317749023438
1999-02-24,20.20094108581543
1999-02-25,20.20094108581543
1999-02-26,20.20094108581543
1999-03-01,20.20094108581543
1999-03-02,20.116317749023438
1999-03-03,20.116317749023438
1999-03-04,20.116317749023438
1999-03-05,20.116317749023438
1999-03-08,20.116317749023438
1999-03-09,20.20094108581543
1999-03-10,20.20094108581543
1999-03-11,20.20094108581543
1999-03-12,20.696596145629883
1999-03-15,20.116317749023438
1999-03-16,20.406457901000977
1999-03-17,20.406457901000977
1999-03-18,20.406457901000977
1999-03-19,20.406457901000977
1999-03-22,20.406457901000977
1999-03-23,20.406457901000977
1999-03-24,19.72946548461914
1999-03-25,19.72946548461914
1999-03-26,19.72946548461914
1999-03-29,19.92289161682129
1999-03-30,20.019603729248047
1999-03-31,19.92289161682129
1999-04-01,19.149187088012695
1999-04-05,19.342613220214844
1999-04-06,18.7623348236084
1999-04-07,18.56890869140625
1999-04-08,18.56890869140625
1999-04-09,18.66562271118164
1999-04-12,18.182056427001953
1999-04-13,18.955760955810547
1999-04-14,18.955760955810547
1999-04-15,18.955760955810547
1999-04-16,18.955760955810547
1999-04-19,18.955760955810547
1999-04-20,18.955760955810547
1999-04-21,18.955760955810547
1999-04-22,18.182056427001953
1999-04-23,18.182056427001953
1999-04-26,18.182056427001953
1999-04-27,18.182056427001953
1999-04-28,18.56890869140625
1999-04-29,18.182056427001953
1999-04-30,17.795204162597656
1999-05-03,17.40835189819336
1999-05-04,16.634647369384766
1999-05-05,16.634647369384766
1999-05-06,17.795204162597656
1999-05-07,17.795204162597656
1999-05-10,17.795204162597656
1999-05-11,17.698490142822266
1999-05-12,17.698490142822266
1999-05-13,17.698490142822266
1999-05-14,17.698490142822266
1999-05-17,17.795204162597656
1999-05-18,17.795204162597656
1999-05-19,17.795204162597656
1999-05-20,17.795204162597656
1999-05-21,17.795204162597656
1999-05-24,17.21492576599121
1999-05-25,17.21492576599121
1999-05-26,17.21492576599121
1999-05-27,17.021499633789062
1999-05-28,16.05436897277832
1999-06-01,16.05436897277832
1999-06-02,15.764229774475098
1999-06-03,15.764229774475098
1999-06-04,16.441221237182617
1999-06-07,15.667516708374023
1999-06-08,16.441221237182617
1999-06-09,16.441221237182617
1999-06-10,15.860942840576172
1999-06-11,17.021499633789062
1999-06-14,17.021499633789062
1999-06-15,16.151081085205078
1999-06-16,16.441221237182617
1999-06-17,16.55002212524414
1999-06-18,17.021499633789062
1999-06-21,17.021499633789062
1999-06-22,17.021499633789062
1999-06-23,17.021499633789062
1999-06-24,17.021499633789062
1999-06-25,17.021499633789062
1999-06-28,17.021499633789062
1999-06-29,17.021499633789062
1999-06-30,17.021499633789062
1999-07-01,17.021499633789062
1999-07-02,17.795204162597656
1999-07-06,17.795204162597656
1999-07-07,18.56890869140625
1999-07-08,18.56890869140625
1999-07-09,18.56890869140625
1999-07-12,18.3754825592041
1999-07-13,18.182056427001953
1999-07-14,18.182056427001953
1999-07-15,18.182056427001953
1999-07-16,18.182056427001953
1999-07-19,18.182056427001953
1999-07-20,17.988630294799805
1999-07-21,17.988630294799805
1999-07-22,17.891916275024414
1999-07-23,17.891916275024414
1999-07-26,17.21492576599121
1999-07-27,17.795204162597656
1999-07-28,17.021499633789062
1999-07-29,17.021499633789062
1999-07-30,17.021499633789062
1999-08-02,17.021499633789062
1999-08-03,16.634647369384766
1999-08-04,16.634647369384766
1999-08-05,16.634647369384766
1999-08-06,16.634647369384766
1999-08-09,16.634647369384766
1999-08-10,16.24779510498047
1999-08-11,15.474089622497559
1999-08-12,16.634647369384766
1999-08-13,16.634647369384766
1999-08-16,16.634647369384766
1999-08-17,16.634647369384766
1999-08-18,16.344507217407227
1999-08-19,16.24779510498047
1999-08-20,16.24779510498047
1999-08-23,17.021499633789062
1999-08-24,17.021499633789062
1999-08-25,16.24779510498047
1999-08-26,15.667516708374023
1999-08-27,15.667516708374023
1999-08-30,15.667516708374023
1999-08-31,15.667516708374023
1999-09-01,15.667516708374023
1999-09-02,15.667516708374023
1999-09-03,17.795204162597656
1999-09-07,17.795204162597656
1999-09-08,16.441221237182617
1999-09-09,17.40835189819336
1999-09-10,17.40835189819336
1999-09-13,16.441221237182617
1999-09-14,15.860942840576172
1999-09-15,15.860942840576172
1999-09-16,15.860942840576172
1999-09-17,15.860942840576172
1999-09-20,16.634647369384766
1999-09-21,16.924785614013672
1999-09-22,16.924785614013672
1999-09-23,16.924785614013672
1999-09-24,16.924785614013672
1999-09-27,16.924785614013672
1999-09-28,15.474089622497559
1999-09-29,15.280664443969727
1999-09-30,15.280664443969727
1999-10-01,15.087238311767578
1999-10-04,15.087238311767578
1999-10-05,15.087238311767578
1999-10-06,15.087238311767578
1999-10-07,17.021499633789062
1999-10-08,15.087238311767578
1999-10-11,15.087238311767578
1999-10-12,15.087238311767578
1999-10-13,15.087238311767578
1999-10-14,17.021499633789062
1999-10-15,17.021499633789062
1999-10-18,15.087238311767578
1999-10-19,15.087238311767578
1999-10-20,15.087238311767578
1999-10-21,16.24779510498047
1999-10-22,16.24779510498047
1999-10-25,16.24779510498047
1999-10-26,16.24779510498047
1999-10-27,16.24779510498047
1999-10-28,15.087238311767578
1999-10-29,15.087238311767578
1999-11-01,15.087238311767578
1999-11-02,15.087238311767578
1999-11-03,15.860942840576172
1999-11-04,15.860942840576172
1999-11-05,15.860942840576172
1999-11-08,15.860942840576172
1999-11-09,15.860942840576172
1999-11-10,15.860942840576172
1999-11-11,15.860942840576172
1999-11-12,15.860942840576172
1999-11-15,15.087238311767578
1999-11-16,15.087238311767578
1999-11-17,15.087238311767578
1999-11-18,15.087238311767578
1999-11-19,14.700386047363281
1999-11-22,16.634647369384766
1999-11-23,16.634647369384766
1999-11-24,14.700386047363281
1999-11-26,14.700386047363281
1999-11-29,16.634647369384766
1999-11-30,14.313533782958984
1999-12-01,14.313533782958984
1999-12-02,16.24779510498047
1999-12-03,16.24779510498047
1999-12-06,14.89381217956543
1999-12-07,14.89381217956543
1999-12-08,14.742939949035645
1999-12-09,14.344482421875
1999-12-10,15.09158992767334
1999-12-13,14.29467487335205
1999-12-14,13.547566413879395
1999-12-15,13.547566413879395
1999-12-16,13.547566413879395
1999-12-17,13.547566413879395
1999-12-20,13.348337173461914
1999-12-21,12.750650405883789
1999-12-22,12.750650405883789
1999-12-23,13.547566413879395
1999-12-27,13.547566413879395
1999-12-28,12.750650405883789
1999-12-29,12.750650405883789
1999-12-30,13.248723030090332
1999-12-31,12.949878692626953
2000-01-03,14.045638084411621
2000-01-04,13.149107933044434
2000-01-05,12.949878692626953
2000-01-06,13.946023941040039
2000-01-07,13.149107933044434
2000-01-10,13.149107933044434
2000-01-11,12.551422119140625
2000-01-12,12.551422119140625
2000-01-13,11.9537353515625
2000-01-14,12.551422119140625
2000-01-18,11.9537353515625
2000-01-19,11.356047630310059
2000-01-20,11.156819343566895
2000-01-21,11.9537353515625
2000-01-24,11.9537353515625
2000-01-25,11.854120254516602
2000-01-26,11.356047630310059
2000-01-27,11.356047630310059
2000-01-28,11.555276870727539
2000-01-31,11.555276870727539
2000-02-01,11.75450611114502
2000-02-02,11.75450611114502
2000-02-03,11.75450611114502
2000-02-04,11.75450611114502
2000-02-07,11.75450611114502
2000-02-08,11.75450611114502
2000-02-09,11.854120254516602
2000-02-10,11.156819343566895
2000-02-11,11.854120254516602
2000-02-14,11.854120254516602
2000-02-15,11.156819343566895
2000-02-16,11.555276870727539
2000-02-17,11.555276870727539
2000-02-18,11.555276870727539
2000-02-22,11.854120254516602
2000-02-23,11.356047630310059
2000-02-24,11.356047630310059
2000-02-25,11.356047630310059
2000-02-28,11.356047630310059
2000-02-29,11.356047630310059
2000-03-01,11.356047630310059
2000-03-02,11.356047630310059
2000-03-03,11.356047630310059
2000-03-06,11.75450611114502
2000-03-07,12.352192878723145
2000-03-08,12.352192878723145
2000-03-09,11.9537353515625
2000-03-10,12.651036262512207
2000-03-13,12.252577781677246
2000-03-14,12.451807022094727
2000-03-15,12.451807022094727
2000-03-16,12.451807022094727
2000-03-17,12.152963638305664
2000-03-20,12.152963638305664
2000-03-21,12.451807022094727
2000-03-22,12.651036262512207
2000-03-23,12.949878692626953
2000-03-24,12.949878692626953
2000-03-27,12.152963638305664
2000-03-28,12.152963638305664
2000-03-29,12.152963638305664
2000-03-30,12.152963638305664
2000-03-31,12.152963638305664
2000-04-03,12.152963638305664
2000-04-04,12.152963638305664
2000-04-05,12.352192878723145
2000-04-06,12.949878692626953
2000-04-07,12.949878692626953
2000-04-10,12.949878692626953
2000-04-11,12.949878692626953
2000-04-12,12.949878692626953
2000-04-13,12.949878692626953
2000-04-14,12.949878692626953
2000-04-17,12.949878692626953
2000-04-18,12.551422119140625
2000-04-19,12.551422119140625
2000-04-20,12.551422119140625
2000-04-24,12.551422119140625
2000-04-25,12.551422119140625
2000-04-26,11.9537353515625
2000-04-27,11.9537353515625
2000-04-28,11.9537353515625
2000-05-01,11.9537353515625
2000-05-02,11.555276870727539
2000-05-03,10.8081693649292
2000-05-04,10.8081693649292
2000-05-05,11.156819343566895
2000-05-08,11.555276870727539
2000-05-09,11.555276870727539
2000-05-10,11.555276870727539
2000-05-11,11.555276870727539
2000-05-12,12.750650405883789
2000-05-15,12.252577781677246
2000-05-16,12.252577781677246
2000-05-17,12.252577781677246
