,CPTA
2014-01-02,116.16000366210938
2014-01-03,115.62000274658203
2014-01-06,118.9800033569336
2014-01-07,119.94000244140625
2014-01-08,119.94000244140625
2014-01-09,120.23999786376953
2014-01-10,120.0
2014-01-13,120.0
2014-01-14,120.5999984741211
2014-01-15,121.19999694824219
2014-01-16,120.36000061035156
2014-01-17,120.05999755859375
2014-01-21,120.9000015258789
2014-01-22,120.4800033569336
2014-01-23,117.12000274658203
2014-01-24,120.83999633789062
2014-01-27,118.31999969482422
2014-01-28,117.5999984741211
2014-01-29,118.44000244140625
2014-01-30,120.05999755859375
2014-01-31,118.68000030517578
2014-02-03,117.54000091552734
2014-02-04,119.33999633789062
2014-02-05,115.44000244140625
2014-02-06,118.9800033569336
2014-02-07,118.73999786376953
2014-02-10,119.63999938964844
2014-02-11,118.31999969482422
2014-02-12,118.73999786376953
2014-02-13,120.0
2014-02-14,119.5199966430664
2014-02-18,120.4800033569336
2014-02-19,117.66000366210938
2014-02-20,119.94000244140625
2014-02-21,119.22000122070312
2014-02-24,117.9000015258789
2014-02-25,118.19999694824219
2014-02-26,118.91999816894531
2014-02-27,119.76000213623047
2014-02-28,120.0
2014-03-03,119.94000244140625
2014-03-04,119.58000183105469
2014-03-05,118.73999786376953
2014-03-06,119.87999725341797
2014-03-07,120.77999877929688
2014-03-10,119.94000244140625
2014-03-11,120.77999877929688
2014-03-12,117.77999877929688
2014-03-13,119.4000015258789
2014-03-14,119.04000091552734
2014-03-17,118.80000305175781
2014-03-18,118.9800033569336
2014-03-19,119.76000213623047
2014-03-20,119.45999908447266
2014-03-21,118.73999786376953
2014-03-24,116.87999725341797
2014-03-25,116.16000366210938
2014-03-26,115.19999694824219
2014-03-27,115.62000274658203
2014-03-28,115.5
2014-03-31,115.68000030517578
2014-04-01,115.37999725341797
2014-04-02,115.9800033569336
2014-04-03,116.76000213623047
2014-04-04,115.44000244140625
2014-04-07,113.81999969482422
2014-04-08,113.58000183105469
2014-04-09,113.69999694824219
2014-04-10,112.26000213623047
2014-04-11,111.36000061035156
2014-04-14,111.41999816894531
2014-04-15,111.23999786376953
2014-04-16,111.83999633789062
2014-04-17,111.30000305175781
2014-04-21,110.5199966430664
2014-04-22,111.54000091552734
2014-04-23,112.13999938964844
2014-04-24,111.41999816894531
2014-04-25,111.41999816894531
2014-04-28,112.13999938964844
2014-04-29,110.45999908447266
2014-04-30,110.27999877929688
2014-05-01,111.0
2014-05-02,110.4000015258789
2014-05-05,110.76000213623047
2014-05-06,109.68000030517578
2014-05-07,108.9000015258789
2014-05-08,107.81999969482422
2014-05-09,107.81999969482422
2014-05-12,108.9000015258789
2014-05-13,107.33999633789062
2014-05-14,106.62000274658203
2014-05-15,108.41999816894531
2014-05-16,109.73999786376953
2014-05-19,110.45999908447266
2014-05-20,109.26000213623047
2014-05-21,109.91999816894531
2014-05-22,110.5199966430664
2014-05-23,110.33999633789062
2014-05-27,111.0
2014-05-28,110.94000244140625
2014-05-29,110.94000244140625
2014-05-30,110.27999877929688
2014-06-02,110.76000213623047
2014-06-03,111.0
2014-06-04,110.27999877929688
2014-06-05,108.41999816894531
2014-06-06,108.83999633789062
2014-06-09,109.13999938964844
2014-06-10,109.68000030517578
2014-06-11,109.86000061035156
2014-06-12,110.94000244140625
2014-06-13,110.94000244140625
2014-06-16,111.0
2014-06-17,111.54000091552734
2014-06-18,110.94000244140625
2014-06-19,111.41999816894531
2014-06-20,110.0999984741211
2014-06-23,111.36000061035156
2014-06-24,111.0
2014-06-25,111.18000030517578
2014-06-26,115.19999694824219
2014-06-27,115.9800033569336
2014-06-30,113.33999633789062
2014-07-01,115.80000305175781
2014-07-02,115.19999694824219
2014-07-03,114.5999984741211
2014-07-07,114.77999877929688
2014-07-08,113.69999694824219
2014-07-09,114.18000030517578
2014-07-10,113.94000244140625
2014-07-11,114.83999633789062
2014-07-14,114.30000305175781
2014-07-15,113.5199966430664
2014-07-16,113.0999984741211
2014-07-17,113.27999877929688
2014-07-18,113.81999969482422
2014-07-21,113.76000213623047
2014-07-22,113.63999938964844
2014-07-23,113.5199966430664
2014-07-24,113.63999938964844
2014-07-25,113.76000213623047
2014-07-28,113.16000366210938
2014-07-29,113.76000213623047
2014-07-30,111.18000030517578
2014-07-31,110.69999694824219
2014-08-01,110.45999908447266
2014-08-04,110.0999984741211
2014-08-05,110.4000015258789
2014-08-06,110.5199966430664
2014-08-07,110.33999633789062
2014-08-08,111.5999984741211
2014-08-11,111.95999908447266
2014-08-12,112.08000183105469
2014-08-13,111.95999908447266
2014-08-14,112.80000305175781
2014-08-15,112.19999694824219
2014-08-18,113.27999877929688
2014-08-19,113.87999725341797
2014-08-20,113.33999633789062
2014-08-21,113.69999694824219
2014-08-22,113.5199966430664
2014-08-25,113.45999908447266
2014-08-26,112.86000061035156
2014-08-27,113.45999908447266
2014-08-28,113.63999938964844
2014-08-29,113.94000244140625
2014-09-02,113.45999908447266
2014-09-03,113.4000015258789
2014-09-04,113.81999969482422
2014-09-05,112.68000030517578
2014-09-08,113.5199966430664
2014-09-09,113.76000213623047
2014-09-10,111.72000122070312
2014-09-11,111.41999816894531
2014-09-12,111.30000305175781
2014-09-15,110.0999984741211
2014-09-16,108.18000030517578
2014-09-17,110.69999694824219
2014-09-18,112.08000183105469
2014-09-19,113.0999984741211
2014-09-22,112.13999938964844
2014-09-23,110.45999908447266
2014-09-24,111.05999755859375
2014-09-25,108.41999816894531
2014-09-26,109.91999816894531
2014-09-29,109.5
2014-09-30,106.31999969482422
2014-10-01,107.69999694824219
2014-10-02,108.72000122070312
2014-10-03,108.36000061035156
2014-10-06,109.68000030517578
2014-10-07,109.08000183105469
2014-10-08,109.86000061035156
2014-10-09,109.13999938964844
2014-10-10,107.22000122070312
2014-10-13,107.69999694824219
2014-10-14,106.80000305175781
2014-10-15,106.62000274658203
2014-10-16,109.62000274658203
2014-10-17,109.0199966430664
2014-10-20,107.5199966430664
2014-10-21,109.13999938964844
2014-10-22,110.16000366210938
2014-10-23,109.5
2014-10-24,109.68000030517578
2014-10-27,108.36000061035156
2014-10-28,108.0
2014-10-29,108.66000366210938
2014-10-30,109.5
2014-10-31,110.4000015258789
2014-11-03,110.5199966430664
2014-11-04,109.55999755859375
2014-11-05,110.63999938964844
2014-11-06,110.5199966430664
2014-11-07,112.08000183105469
2014-11-10,113.4000015258789
2014-11-11,109.0199966430664
2014-11-12,107.58000183105469
2014-11-13,109.0199966430664
2014-11-14,112.19999694824219
2014-11-17,109.55999755859375
2014-11-18,110.0999984741211
2014-11-19,112.5
2014-11-20,112.19999694824219
2014-11-21,112.44000244140625
2014-11-24,113.58000183105469
2014-11-25,112.0199966430664
2014-11-26,112.26000213623047
2014-11-28,113.33999633789062
2014-12-01,112.55999755859375
2014-12-02,112.31999969482422
2014-12-03,111.95999908447266
2014-12-04,112.08000183105469
2014-12-05,112.91999816894531
2014-12-08,113.0999984741211
2014-12-09,113.33999633789062
2014-12-10,111.23999786376953
2014-12-11,110.94000244140625
2014-12-12,109.86000061035156
2014-12-15,110.63999938964844
2014-12-16,109.62000274658203
2014-12-17,108.05999755859375
2014-12-18,112.31999969482422
2014-12-19,108.72000122070312
2014-12-22,108.72000122070312
2014-12-23,109.91999816894531
2014-12-24,110.4000015258789
2014-12-26,108.36000061035156
2014-12-29,109.62000274658203
2014-12-30,109.5
2014-12-31,107.22000122070312
2015-01-02,108.30000305175781
2015-01-05,110.45999908447266
2015-01-06,109.13999938964844
2015-01-07,109.31999969482422
2015-01-08,110.33999633789062
2015-01-09,110.33999633789062
2015-01-12,109.31999969482422
2015-01-13,109.08000183105469
2015-01-14,110.22000122070312
2015-01-15,109.80000305175781
2015-01-16,109.62000274658203
2015-01-20,110.16000366210938
2015-01-21,109.13999938964844
2015-01-22,109.80000305175781
2015-01-23,110.63999938964844
2015-01-26,110.76000213623047
2015-01-27,110.33999633789062
2015-01-28,110.4000015258789
2015-01-29,110.69999694824219
2015-01-30,109.80000305175781
2015-02-02,110.16000366210938
2015-02-03,111.0
2015-02-04,110.69999694824219
2015-02-05,111.41999816894531
2015-02-06,112.80000305175781
2015-02-09,112.5
2015-02-10,112.44000244140625
2015-02-11,112.44000244140625
2015-02-12,112.5
2015-02-13,112.31999969482422
2015-02-17,113.69999694824219
2015-02-18,112.5
2015-02-19,112.5
2015-02-20,111.83999633789062
2015-02-23,112.5
2015-02-24,112.5
2015-02-25,112.31999969482422
2015-02-26,112.5
2015-02-27,112.86000061035156
2015-03-02,112.5
2015-03-03,112.44000244140625
2015-03-04,112.68000030517578
2015-03-05,112.13999938964844
2015-03-06,112.5
2015-03-09,112.26000213623047
2015-03-10,112.5
2015-03-11,112.19999694824219
2015-03-12,112.44000244140625
2015-03-13,112.80000305175781
2015-03-16,113.5199966430664
2015-03-17,112.5
2015-03-18,112.9800033569336
2015-03-19,111.95999908447266
2015-03-20,112.80000305175781
2015-03-23,113.63999938964844
2015-03-24,113.33999633789062
2015-03-25,112.86000061035156
2015-03-26,112.86000061035156
2015-03-27,113.45999908447266
2015-03-30,113.04000091552734
2015-03-31,112.55999755859375
2015-04-01,112.91999816894531
2015-04-02,114.0
2015-04-06,114.0
2015-04-07,113.33999633789062
2015-04-08,106.80000305175781
2015-04-09,108.0
2015-04-10,108.4800033569336
2015-04-13,108.5999984741211
2015-04-14,108.5999984741211
2015-04-15,108.72000122070312
2015-04-16,108.05999755859375
2015-04-17,107.48999786376953
2015-04-20,108.0
2015-04-21,106.31999969482422
2015-04-22,105.9000015258789
2015-04-23,105.9000015258789
2015-04-24,106.0199966430664
2015-04-27,105.5999984741211
2015-04-28,105.72000122070312
2015-04-29,104.4000015258789
2015-04-30,106.13999938964844
2015-05-01,105.9000015258789
2015-05-04,106.13999938964844
2015-05-05,105.4800033569336
2015-05-06,104.69999694824219
2015-05-07,103.86000061035156
2015-05-08,104.0999984741211
2015-05-11,105.23999786376953
2015-05-12,103.91999816894531
2015-05-13,104.33999633789062
2015-05-14,104.0999984741211
2015-05-15,105.12000274658203
2015-05-18,105.30000305175781
2015-05-19,102.36000061035156
2015-05-20,102.36000061035156
2015-05-21,102.23999786376953
2015-05-22,103.86000061035156
2015-05-26,102.30000305175781
2015-05-27,103.0199966430664
2015-05-28,103.68000030517578
2015-05-29,104.33999633789062
2015-06-01,104.69999694824219
2015-06-02,105.0
2015-06-03,104.27999877929688
2015-06-04,104.16000366210938
2015-06-05,104.0999984741211
2015-06-08,102.95999908447266
2015-06-09,102.0
2015-06-10,101.76000213623047
2015-06-11,100.37999725341797
2015-06-12,98.76000213623047
2015-06-15,96.5999984741211
2015-06-16,97.5
2015-06-17,99.0
2015-06-18,99.12000274658203
2015-06-19,97.9800033569336
2015-06-22,97.68000030517578
2015-06-23,97.31999969482422
2015-06-24,96.83999633789062
2015-06-25,95.94000244140625
2015-06-26,95.94000244140625
2015-06-29,93.77999877929688
2015-06-30,93.5999984741211
2015-07-01,92.16000366210938
2015-07-02,97.08000183105469
2015-07-06,98.58000183105469
2015-07-07,100.26000213623047
2015-07-08,98.63999938964844
2015-07-09,97.0199966430664
2015-07-10,96.9000015258789
2015-07-13,97.86000061035156
2015-07-14,96.54000091552734
2015-07-15,96.0
2015-07-16,95.69999694824219
2015-07-17,96.36000061035156
2015-07-20,96.95999908447266
2015-07-21,95.4000015258789
2015-07-22,94.55999755859375
2015-07-23,93.95999908447266
2015-07-24,92.22000122070312
2015-07-27,90.83999633789062
2015-07-28,91.86000061035156
2015-07-29,92.27999877929688
2015-07-30,92.04000091552734
2015-07-31,91.62000274658203
2015-08-03,90.77999877929688
2015-08-04,91.13999938964844
2015-08-05,90.9000015258789
2015-08-06,90.05999755859375
2015-08-07,91.0199966430664
2015-08-10,87.77999877929688
2015-08-11,88.5
2015-08-12,86.76000213623047
2015-08-13,89.69999694824219
2015-08-14,91.5
2015-08-17,90.77999877929688
2015-08-18,89.27999877929688
2015-08-19,88.68000030517578
2015-08-20,86.5199966430664
2015-08-21,85.31999969482422
2015-08-24,80.27999877929688
2015-08-25,79.26000213623047
2015-08-26,82.31999969482422
2015-08-27,83.45999908447266
2015-08-28,82.13999938964844
2015-08-31,82.19999694824219
2015-09-01,82.31999969482422
2015-09-02,81.9000015258789
2015-09-03,83.4000015258789
2015-09-04,84.4800033569336
2015-09-08,85.80000305175781
2015-09-09,83.69999694824219
2015-09-10,84.54000091552734
2015-09-11,83.81999969482422
2015-09-14,83.0999984741211
2015-09-15,83.16000366210938
2015-09-16,82.31999969482422
2015-09-17,82.31999969482422
2015-09-18,83.04000091552734
2015-09-21,80.69999694824219
2015-09-22,79.73999786376953
2015-09-23,79.55999755859375
2015-09-24,78.66000366210938
2015-09-25,80.5199966430664
2015-09-28,77.81999969482422
2015-09-29,75.54000091552734
2015-09-30,77.81999969482422
2015-10-01,80.5199966430664
2015-10-02,80.63999938964844
2015-10-05,81.9000015258789
2015-10-06,83.5199966430664
2015-10-07,86.58000183105469
2015-10-08,87.41999816894531
2015-10-09,87.4800033569336
2015-10-12,87.36000061035156
2015-10-13,86.69999694824219
2015-10-14,86.33999633789062
2015-10-15,87.05999755859375
2015-10-16,85.73999786376953
2015-10-19,84.18000030517578
2015-10-20,86.27999877929688
2015-10-21,82.62000274658203
2015-10-22,83.33999633789062
2015-10-23,83.81999969482422
2015-10-26,81.72000122070312
2015-10-27,79.13999938964844
2015-10-28,80.22000122070312
2015-10-29,80.81999969482422
2015-10-30,80.4000015258789
2015-11-02,80.45999908447266
2015-11-03,81.5999984741211
2015-11-04,82.5
2015-11-05,81.41999816894531
2015-11-06,82.55999755859375
2015-11-09,82.37999725341797
2015-11-10,82.19999694824219
2015-11-11,82.26000213623047
2015-11-12,80.45999908447266
2015-11-13,80.87999725341797
2015-11-16,82.31999969482422
2015-11-17,81.66000366210938
2015-11-18,81.4800033569336
2015-11-19,81.0
2015-11-20,80.5199966430664
2015-11-23,80.81999969482422
2015-11-24,81.0
2015-11-25,81.83999633789062
2015-11-27,82.86000061035156
2015-11-30,84.0
2015-12-01,82.91999816894531
2015-12-02,82.55999755859375
2015-12-03,82.80000305175781
2015-12-04,82.08000183105469
2015-12-07,80.0999984741211
2015-12-08,78.36000061035156
2015-12-09,77.63999938964844
2015-12-10,77.63999938964844
2015-12-11,75.4800033569336
2015-12-14,71.04000091552734
2015-12-15,72.72000122070312
2015-12-16,74.4000015258789
2015-12-17,74.04000091552734
2015-12-18,71.69999694824219
2015-12-21,72.0
2015-12-22,72.18000030517578
2015-12-23,73.26000213623047
2015-12-24,73.80000305175781
2015-12-28,72.12000274658203
2015-12-29,71.22000122070312
2015-12-30,71.45999908447266
2015-12-31,72.4800033569336
2016-01-04,74.27999877929688
2016-01-05,75.36000061035156
2016-01-06,75.41999816894531
2016-01-07,75.4800033569336
2016-01-08,75.18000030517578
2016-01-11,74.63999938964844
2016-01-12,73.62000274658203
2016-01-13,72.18000030517578
2016-01-14,68.33999633789062
2016-01-15,66.4800033569336
2016-01-19,65.45999908447266
2016-01-20,61.02000045776367
2016-01-21,60.900001525878906
2016-01-22,66.23999786376953
2016-01-25,63.720001220703125
2016-01-26,62.70000076293945
2016-01-27,63.2400016784668
2016-01-28,63.84000015258789
2016-01-29,64.80000305175781
2016-02-01,64.68000030517578
2016-02-02,64.5
2016-02-03,64.31999969482422
2016-02-04,66.23999786376953
2016-02-05,66.12000274658203
2016-02-08,65.22000122070312
2016-02-09,64.62000274658203
2016-02-10,63.599998474121094
2016-02-11,61.380001068115234
2016-02-12,64.31999969482422
2016-02-16,64.62000274658203
2016-02-17,64.08000183105469
2016-02-18,63.779998779296875
2016-02-19,62.81999969482422
2016-02-22,62.880001068115234
2016-02-23,61.560001373291016
2016-02-24,62.939998626708984
2016-02-25,63.0
2016-02-26,63.119998931884766
2016-02-29,65.87999725341797
2016-03-01,66.66000366210938
2016-03-02,67.44000244140625
2016-03-03,69.23999786376953
2016-03-04,69.23999786376953
2016-03-07,70.80000305175781
2016-03-08,70.08000183105469
2016-03-09,67.73999786376953
2016-03-10,67.80000305175781
2016-03-11,67.9800033569336
2016-03-14,68.04000091552734
2016-03-15,67.73999786376953
2016-03-16,68.87999725341797
2016-03-17,70.13999938964844
2016-03-18,69.4800033569336
2016-03-21,68.87999725341797
2016-03-22,69.36000061035156
2016-03-23,70.62000274658203
2016-03-24,70.44000244140625
2016-03-28,70.62000274658203
2016-03-29,70.73999786376953
2016-03-30,70.19999694824219
2016-03-31,72.0
2016-04-01,72.83999633789062
2016-04-04,73.26000213623047
2016-04-05,74.5199966430664
2016-04-06,76.86000061035156
2016-04-07,78.05999755859375
2016-04-08,80.04000091552734
2016-04-11,80.27999877929688
2016-04-12,80.27999877929688
2016-04-13,81.05999755859375
2016-04-14,81.95999908447266
2016-04-15,82.26000213623047
2016-04-18,82.91999816894531
2016-04-19,84.0
2016-04-20,83.16000366210938
2016-04-21,82.31999969482422
2016-04-22,82.68000030517578
2016-04-25,80.5199966430664
2016-04-26,81.54000091552734
2016-04-27,81.9000015258789
2016-04-28,80.27999877929688
2016-04-29,81.18000030517578
2016-05-02,80.76000213623047
2016-05-03,80.87999725341797
2016-05-04,80.87999725341797
2016-05-05,80.87999725341797
2016-05-06,80.69999694824219
2016-05-09,80.4000015258789
2016-05-10,81.4800033569336
2016-05-11,79.9800033569336
2016-05-12,78.12000274658203
2016-05-13,78.5999984741211
2016-05-16,80.0999984741211
2016-05-17,79.55999755859375
2016-05-18,80.45999908447266
2016-05-19,79.44000244140625
2016-05-20,80.33999633789062
2016-05-23,82.9800033569336
2016-05-24,82.5
2016-05-25,82.31999969482422
2016-05-26,80.81999969482422
2016-05-27,81.66000366210938
2016-05-31,80.63999938964844
2016-06-01,81.95999908447266
2016-06-02,82.19999694824219
2016-06-03,82.26000213623047
2016-06-06,82.68000030517578
2016-06-07,83.16000366210938
2016-06-08,83.22000122070312
2016-06-09,84.0
2016-06-10,82.68000030517578
2016-06-13,82.73999786376953
2016-06-14,83.27999877929688
2016-06-15,83.33999633789062
2016-06-16,83.27999877929688
2016-06-17,82.80000305175781
2016-06-20,82.91999816894531
2016-06-21,82.19999694824219
2016-06-22,83.45999908447266
2016-06-23,84.0
2016-06-24,83.22000122070312
2016-06-27,80.58000183105469
2016-06-28,82.31999969482422
2016-06-29,83.04000091552734
2016-06-30,84.0
2016-07-01,84.51000213623047
2016-07-05,84.95999908447266
2016-07-06,85.08000183105469
2016-07-07,85.44000244140625
2016-07-08,86.4000015258789
2016-07-11,86.27999877929688
2016-07-12,87.41999816894531
2016-07-13,87.12000274658203
2016-07-14,87.05999755859375
2016-07-15,87.23999786376953
2016-07-18,88.44000244140625
2016-07-19,89.27999877929688
2016-07-20,88.08000183105469
2016-07-21,87.36000061035156
2016-07-22,88.80000305175781
2016-07-25,88.68000030517578
2016-07-26,89.16000366210938
2016-07-27,89.4000015258789
2016-07-28,88.19999694824219
2016-07-29,88.68000030517578
2016-08-01,88.5
2016-08-02,88.44000244140625
2016-08-03,88.37999725341797
2016-08-04,88.26000213623047
2016-08-05,88.44000244140625
2016-08-08,88.37999725341797
2016-08-09,87.66000366210938
2016-08-10,88.31999969482422
2016-08-11,87.95999908447266
2016-08-12,89.16000366210938
2016-08-15,91.37999725341797
2016-08-16,92.81999969482422
2016-08-17,93.5999984741211
2016-08-18,91.73999786376953
2016-08-19,91.0199966430664
2016-08-22,91.08000183105469
2016-08-23,90.4800033569336
2016-08-24,88.9800033569336
2016-08-25,89.4000015258789
2016-08-26,90.41999816894531
2016-08-29,90.36000061035156
2016-08-30,91.13999938964844
2016-08-31,90.54000091552734
2016-09-01,91.31999969482422
2016-09-02,91.5
2016-09-06,91.73999786376953
2016-09-07,90.4800033569336
2016-09-08,90.30000305175781
2016-09-09,90.05999755859375
2016-09-12,88.68000030517578
2016-09-13,87.4800033569336
2016-09-14,86.0999984741211
2016-09-15,85.86000061035156
2016-09-16,86.27999877929688
2016-09-19,87.05999755859375
2016-09-20,86.94000244140625
2016-09-21,87.4800033569336
2016-09-22,87.41999816894531
2016-09-23,79.13999938964844
2016-09-26,78.66000366210938
2016-09-27,78.66000366210938
2016-09-28,78.12000274658203
2016-09-29,78.0
2016-09-30,78.66000366210938
2016-10-03,78.4800033569336
2016-10-04,78.05999755859375
2016-10-05,77.87999725341797
2016-10-06,81.72000122070312
2016-10-07,81.9000015258789
2016-10-10,81.9000015258789
2016-10-11,80.81999969482422
2016-10-12,81.23999786376953
2016-10-13,80.45999908447266
2016-10-14,80.63999938964844
2016-10-17,78.83999633789062
2016-10-18,80.27999877929688
2016-10-19,79.68000030517578
2016-10-20,79.55999755859375
2016-10-21,80.33999633789062
2016-10-24,79.62000274658203
2016-10-25,79.31999969482422
2016-10-26,78.12000274658203
2016-10-27,78.18000030517578
2016-10-28,78.0
2016-10-31,77.27999877929688
2016-11-01,75.12000274658203
2016-11-02,75.23999786376953
2016-11-03,73.73999786376953
2016-11-04,72.36000061035156
2016-11-07,73.68000030517578
2016-11-08,74.27999877929688
2016-11-09,74.27999877929688
2016-11-10,72.41999816894531
2016-11-11,72.4800033569336
2016-11-14,72.30000305175781
2016-11-15,72.30000305175781
2016-11-16,72.4800033569336
2016-11-17,71.94000244140625
2016-11-18,72.18000030517578
2016-11-21,72.05999755859375
2016-11-22,71.69999694824219
2016-11-23,72.18000030517578
2016-11-25,73.9800033569336
2016-11-28,73.62000274658203
2016-11-29,74.58000183105469
2016-11-30,74.69999694824219
2016-12-01,74.22000122070312
2016-12-02,72.83999633789062
2016-12-05,73.55999755859375
2016-12-06,73.9800033569336
2016-12-07,74.04000091552734
2016-12-08,75.36000061035156
2016-12-09,76.55999755859375
2016-12-12,77.76000213623047
2016-12-13,78.83999633789062
2016-12-14,79.08000183105469
2016-12-15,78.66000366210938
2016-12-16,81.12000274658203
2016-12-19,80.33999633789062
2016-12-20,80.16000366210938
2016-12-21,78.36000061035156
2016-12-22,79.26000213623047
2016-12-23,78.4800033569336
2016-12-27,78.0
2016-12-28,76.9800033569336
2016-12-29,77.63999938964844
2016-12-30,77.58000183105469
2017-01-03,79.73999786376953
2017-01-04,81.83999633789062
2017-01-05,82.08000183105469
2017-01-06,81.9000015258789
2017-01-09,81.77999877929688
2017-01-10,81.23999786376953
2017-01-11,82.5
2017-01-12,82.62000274658203
2017-01-13,82.86000061035156
2017-01-17,83.45999908447266
2017-01-18,83.33999633789062
2017-01-19,83.33999633789062
2017-01-20,82.55999755859375
2017-01-23,83.5199966430664
2017-01-24,83.04000091552734
2017-01-25,83.4000015258789
2017-01-26,83.58000183105469
2017-01-27,83.27999877929688
2017-01-30,83.69999694824219
2017-01-31,82.91999816894531
2017-02-01,83.58000183105469
2017-02-02,83.69999694824219
2017-02-03,83.76000213623047
2017-02-06,83.94000244140625
2017-02-07,84.0
2017-02-08,84.0
2017-02-09,83.87999725341797
2017-02-10,84.66000366210938
2017-02-13,85.91999816894531
2017-02-14,86.69999694824219
2017-02-15,86.33999633789062
2017-02-16,86.63999938964844
2017-02-17,85.5
2017-02-21,87.05999755859375
2017-02-22,85.91999816894531
2017-02-23,86.87999725341797
2017-02-24,87.9000015258789
2017-02-27,85.13999938964844
2017-02-28,81.41999816894531
2017-03-01,83.87999725341797
2017-03-02,83.5199966430664
2017-03-03,83.87999725341797
2017-03-06,84.12000274658203
2017-03-07,84.54000091552734
2017-03-08,86.16000366210938
2017-03-09,83.33999633789062
2017-03-10,83.69999694824219
2017-03-13,84.77999877929688
2017-03-14,84.54000091552734
2017-03-15,85.19999694824219
2017-03-16,85.31999969482422
2017-03-17,86.22000122070312
2017-03-20,86.94000244140625
2017-03-21,85.13999938964844
2017-03-22,85.13999938964844
2017-03-23,84.30000305175781
2017-03-24,84.9000015258789
2017-03-27,85.26000213623047
2017-03-28,83.81999969482422
2017-03-29,86.4000015258789
2017-03-30,85.0199966430664
2017-03-31,86.16000366210938
2017-04-03,84.77999877929688
2017-04-04,84.5999984741211
2017-04-05,84.95999908447266
2017-04-06,84.95999908447266
2017-04-07,84.5999984741211
2017-04-10,84.30000305175781
2017-04-11,84.41999816894531
2017-04-12,84.23999786376953
2017-04-13,84.23999786376953
2017-04-17,84.36000061035156
2017-04-18,84.05999755859375
2017-04-19,84.54000091552734
2017-04-20,84.83999633789062
2017-04-21,84.66000366210938
2017-04-24,85.19999694824219
2017-04-25,85.68000030517578
2017-04-26,84.66000366210938
2017-04-27,84.77999877929688
2017-04-28,85.0199966430664
2017-05-01,85.26000213623047
2017-05-02,85.26000213623047
2017-05-03,84.36000061035156
2017-05-04,82.19999694824219
2017-05-05,83.76000213623047
2017-05-08,83.69999694824219
2017-05-09,82.37999725341797
2017-05-10,81.54000091552734
2017-05-11,80.87999725341797
2017-05-12,81.18000030517578
2017-05-15,83.66999816894531
2017-05-16,84.05999755859375
2017-05-17,82.86000061035156
2017-05-18,84.12000274658203
2017-05-19,81.66000366210938
2017-05-22,81.9000015258789
2017-05-23,82.68000030517578
2017-05-24,82.68000030517578
2017-05-25,82.31999969482422
2017-05-26,81.23999786376953
2017-05-30,82.13999938964844
2017-05-31,81.12000274658203
2017-06-01,81.23999786376953
2017-06-02,81.66000366210938
2017-06-05,81.9000015258789
2017-06-06,81.95999908447266
2017-06-07,81.12000274658203
2017-06-08,80.33999633789062
2017-06-09,80.0999984741211
2017-06-12,81.4800033569336
2017-06-13,81.18000030517578
2017-06-14,80.58000183105469
2017-06-15,81.18000030517578
2017-06-16,81.95999908447266
2017-06-19,81.41999816894531
2017-06-20,80.58000183105469
2017-06-21,80.45999908447266
2017-06-22,79.80000305175781
2017-06-23,79.31999969482422
2017-06-26,78.66000366210938
2017-06-27,78.12000274658203
2017-06-28,77.5199966430664
2017-06-29,77.63999938964844
2017-06-30,78.05999755859375
2017-07-03,79.68000030517578
2017-07-05,78.95999908447266
