,BPYU
2020-07-31,11.609999656677246
2020-08-03,11.529999732971191
2020-08-04,11.800000190734863
2020-08-05,11.819999694824219
2020-08-06,11.649999618530273
2020-08-07,11.84000015258789
2020-08-10,12.0
2020-08-11,11.970000267028809
2020-08-12,12.130000114440918
2020-08-13,11.899999618530273
2020-08-14,11.930000305175781
2020-08-17,12.029999732971191
2020-08-18,11.789999961853027
2020-08-19,11.729999542236328
2020-08-20,11.760000228881836
2020-08-21,11.640000343322754
2020-08-24,11.949999809265137
2020-08-25,11.869999885559082
2020-08-26,12.050000190734863
2020-08-27,12.229999542236328
2020-08-28,11.949999809265137
2020-08-31,11.529999732971191
2020-09-01,11.539999961853027
2020-09-02,11.489999771118164
2020-09-03,11.229999542236328
2020-09-04,11.210000038146973
2020-09-08,10.960000038146973
2020-09-09,10.979999542236328
2020-09-10,10.710000038146973
2020-09-11,10.470000267028809
2020-09-14,10.829999923706055
2020-09-15,11.40999984741211
2020-09-16,11.84000015258789
2020-09-17,11.920000076293945
2020-09-18,11.680000305175781
2020-09-21,10.880000114440918
2020-09-22,10.960000038146973
2020-09-23,10.720000267028809
2020-09-24,11.020000457763672
2020-09-25,11.329999923706055
2020-09-28,11.90999984741211
2020-09-29,11.819999694824219
2020-09-30,12.239999771118164
2020-10-01,12.899999618530273
2020-10-02,13.100000381469727
2020-10-05,13.239999771118164
2020-10-06,13.180000305175781
2020-10-07,13.920000076293945
2020-10-08,14.609999656677246
2020-10-09,15.130000114440918
2020-10-12,14.170000076293945
2020-10-13,13.600000381469727
2020-10-14,13.6899995803833
2020-10-15,13.770000457763672
2020-10-16,13.520000457763672
2020-10-19,13.59000015258789
2020-10-20,13.970000267028809
2020-10-21,14.680000305175781
2020-10-22,15.199999809265137
2020-10-23,15.130000114440918
2020-10-26,14.899999618530273
2020-10-27,14.579999923706055
2020-10-28,14.729999542236328
2020-10-29,14.970000267028809
2020-10-30,14.75
2020-11-02,14.850000381469727
2020-11-03,14.920000076293945
2020-11-04,15.09000015258789
2020-11-05,15.329999923706055
2020-11-06,14.5
2020-11-09,15.399999618530273
2020-11-10,15.899999618530273
2020-11-11,15.779999732971191
2020-11-12,15.829999923706055
2020-11-13,16.260000228881836
2020-11-16,17.530000686645508
2020-11-17,17.43000030517578
2020-11-18,17.1299991607666
2020-11-19,16.579999923706055
2020-11-20,16.040000915527344
2020-11-23,16.280000686645508
2020-11-24,17.3700008392334
2020-11-25,16.729999542236328
2020-11-27,16.489999771118164
2020-11-30,15.670000076293945
2020-12-01,15.630000114440918
2020-12-02,15.670000076293945
2020-12-03,15.779999732971191
2020-12-04,15.979999542236328
2020-12-07,15.760000228881836
2020-12-08,15.630000114440918
2020-12-09,15.550000190734863
2020-12-10,15.869999885559082
2020-12-11,15.979999542236328
2020-12-14,15.75
2020-12-15,16.0
2020-12-16,15.710000038146973
2020-12-17,15.829999923706055
2020-12-18,15.4399995803833
2020-12-21,15.010000228881836
2020-12-22,14.90999984741211
2020-12-23,15.220000267028809
2020-12-24,15.180000305175781
2020-12-28,15.3100004196167
2020-12-29,15.109999656677246
2020-12-30,14.979999542236328
2020-12-31,14.9399995803833
2021-01-04,17.690000534057617
2021-01-05,17.149999618530273
2021-01-06,17.270000457763672
2021-01-07,17.0
2021-01-08,17.030000686645508
2021-01-11,16.780000686645508
2021-01-12,16.90999984741211
2021-01-13,17.059999465942383
2021-01-14,17.15999984741211
2021-01-15,17.209999084472656
2021-01-19,17.290000915527344
2021-01-20,17.440000534057617
2021-01-21,17.049999237060547
2021-01-22,17.25
2021-01-25,17.049999237060547
2021-01-26,17.170000076293945
2021-01-27,17.030000686645508
2021-01-28,17.209999084472656
2021-01-29,17.350000381469727
2021-02-01,17.469999313354492
2021-02-02,17.469999313354492
2021-02-03,17.489999771118164
2021-02-04,17.790000915527344
2021-02-05,17.8700008392334
2021-02-08,18.0
2021-02-09,18.059999465942383
2021-02-10,18.1200008392334
2021-02-11,18.649999618530273
2021-02-12,18.450000762939453
2021-02-16,18.579999923706055
2021-02-17,18.610000610351562
2021-02-18,18.440000534057617
2021-02-19,18.549999237060547
2021-02-22,18.31999969482422
2021-02-23,18.31999969482422
2021-02-24,18.610000610351562
2021-02-25,17.5
2021-02-26,17.5
2021-03-01,17.239999771118164
2021-03-02,17.31999969482422
2021-03-03,17.270000457763672
2021-03-04,17.239999771118164
2021-03-05,17.530000686645508
2021-03-08,17.690000534057617
2021-03-09,17.639999389648438
2021-03-10,17.81999969482422
2021-03-11,17.799999237060547
2021-03-12,18.139999389648438
2021-03-15,18.010000228881836
2021-03-16,17.969999313354492
2021-03-17,18.270000457763672
2021-03-18,18.079999923706055
2021-03-19,18.09000015258789
2021-03-22,18.18000030517578
2021-03-23,18.010000228881836
2021-03-24,17.8700008392334
2021-03-25,18.270000457763672
2021-03-26,18.299999237060547
2021-03-29,18.360000610351562
2021-03-30,18.25
2021-03-31,17.950000762939453
2021-04-01,17.809999465942383
2021-04-05,17.81999969482422
2021-04-06,17.81999969482422
2021-04-07,17.899999618530273
2021-04-08,17.90999984741211
2021-04-09,17.920000076293945
2021-04-12,17.959999084472656
2021-04-13,17.8799991607666
2021-04-14,17.8799991607666
2021-04-15,18.059999465942383
2021-04-16,18.1200008392334
2021-04-19,18.0
2021-04-20,17.829999923706055
2021-04-21,17.969999313354492
2021-04-22,17.969999313354492
2021-04-23,17.899999618530273
2021-04-26,17.8700008392334
2021-04-27,17.8799991607666
2021-04-28,18.010000228881836
2021-04-29,18.020000457763672
2021-04-30,17.989999771118164
2021-05-03,18.079999923706055
2021-05-04,17.90999984741211
2021-05-05,17.90999984741211
2021-05-06,18.079999923706055
2021-05-07,18.09000015258789
2021-05-10,18.020000457763672
2021-05-11,17.969999313354492
2021-05-12,17.719999313354492
2021-05-13,17.860000610351562
2021-05-14,18.299999237060547
