,CONN
2004-06-29,15.979999542236328
2004-06-30,15.760000228881836
2004-07-01,16.0
2004-07-02,16.020000457763672
2004-07-06,16.1200008392334
2004-07-07,15.84000015258789
2004-07-08,15.680000305175781
2004-07-09,15.579999923706055
2004-07-12,15.960000038146973
2004-07-13,15.850000381469727
2004-07-14,15.970000267028809
2004-07-15,16.0
2004-07-16,15.800000190734863
2004-07-19,16.0
2004-07-20,16.030000686645508
2004-07-21,16.299999237060547
2004-07-22,16.149999618530273
2004-07-23,16.200000762939453
2004-07-26,16.200000762939453
2004-07-27,16.079999923706055
2004-07-28,16.030000686645508
2004-07-29,16.399999618530273
2004-07-30,16.709999084472656
2004-08-02,16.0
2004-08-03,15.630000114440918
2004-08-04,16.100000381469727
2004-08-05,16.100000381469727
2004-08-06,15.729999542236328
2004-08-09,15.270000457763672
2004-08-10,15.399999618530273
2004-08-11,14.989999771118164
2004-08-12,15.859999656677246
2004-08-13,15.710000038146973
2004-08-16,15.970000267028809
2004-08-17,15.5
2004-08-18,15.880000114440918
2004-08-19,15.869999885559082
2004-08-20,16.030000686645508
2004-08-23,15.520000457763672
2004-08-24,15.300000190734863
2004-08-25,15.989999771118164
2004-08-26,15.529999732971191
2004-08-27,16.1200008392334
2004-08-30,15.350000381469727
2004-08-31,15.25
2004-09-01,15.0600004196167
2004-09-02,14.960000038146973
2004-09-03,14.850000381469727
2004-09-07,14.920000076293945
2004-09-08,14.75
2004-09-09,14.479999542236328
2004-09-10,14.529999732971191
2004-09-13,14.579999923706055
2004-09-14,14.5
2004-09-15,14.4399995803833
2004-09-16,14.449999809265137
2004-09-17,14.300000190734863
2004-09-20,14.25
2004-09-21,14.1899995803833
2004-09-22,14.180000305175781
2004-09-23,14.0
2004-09-24,14.039999961853027
2004-09-27,14.109999656677246
2004-09-28,14.220000267028809
2004-09-29,14.180000305175781
2004-09-30,13.979999542236328
2004-10-01,13.949999809265137
2004-10-04,14.0
2004-10-05,14.619999885559082
2004-10-06,14.75
2004-10-07,14.470000267028809
2004-10-08,14.649999618530273
2004-10-11,14.680000305175781
2004-10-12,14.649999618530273
2004-10-13,14.680000305175781
2004-10-14,14.369999885559082
2004-10-15,14.829999923706055
2004-10-18,14.630000114440918
2004-10-19,14.579999923706055
2004-10-20,14.4399995803833
2004-10-21,14.25
2004-10-22,14.0
2004-10-25,14.539999961853027
2004-10-26,14.779999732971191
2004-10-27,15.239999771118164
2004-10-28,15.199999809265137
2004-10-29,15.319999694824219
2004-11-01,15.479999542236328
2004-11-02,15.149999618530273
2004-11-03,15.0
2004-11-04,15.550000190734863
2004-11-05,15.119999885559082
2004-11-08,14.979999542236328
2004-11-09,15.0
2004-11-10,15.670000076293945
2004-11-11,16.31999969482422
2004-11-12,16.239999771118164
2004-11-15,16.200000762939453
2004-11-16,16.079999923706055
2004-11-17,16.229999542236328
2004-11-18,15.979999542236328
2004-11-19,16.239999771118164
2004-11-22,16.25
2004-11-23,17.09000015258789
2004-11-24,17.59000015258789
2004-11-26,17.690000534057617
2004-11-29,17.829999923706055
2004-11-30,17.729999542236328
2004-12-01,17.959999084472656
2004-12-02,17.75
2004-12-03,17.729999542236328
2004-12-06,17.75
2004-12-07,17.520000457763672
2004-12-08,17.459999084472656
2004-12-09,17.420000076293945
2004-12-10,17.309999465942383
2004-12-13,17.6299991607666
2004-12-14,17.690000534057617
2004-12-15,17.860000610351562
2004-12-16,17.770000457763672
2004-12-17,17.719999313354492
2004-12-20,17.5
2004-12-21,17.06999969482422
2004-12-22,17.049999237060547
2004-12-23,17.0
2004-12-27,17.06999969482422
2004-12-28,17.239999771118164
2004-12-29,17.309999465942383
2004-12-30,17.229999542236328
2004-12-31,16.81999969482422
2005-01-03,16.479999542236328
2005-01-04,16.489999771118164
2005-01-05,16.06999969482422
2005-01-06,16.43000030517578
2005-01-07,16.709999084472656
2005-01-10,16.670000076293945
2005-01-11,16.780000686645508
2005-01-12,16.40999984741211
2005-01-13,16.65999984741211
2005-01-14,16.81999969482422
2005-01-18,16.84000015258789
2005-01-19,16.559999465942383
2005-01-20,16.399999618530273
2005-01-21,16.299999237060547
2005-01-24,16.200000762939453
2005-01-25,16.25
2005-01-26,16.350000381469727
2005-01-27,16.239999771118164
2005-01-28,16.31999969482422
2005-01-31,16.549999237060547
2005-02-01,16.540000915527344
2005-02-02,16.40999984741211
2005-02-03,16.360000610351562
2005-02-04,16.329999923706055
2005-02-07,16.25
2005-02-08,16.149999618530273
2005-02-09,15.970000267028809
2005-02-10,16.030000686645508
2005-02-11,15.84000015258789
2005-02-14,15.760000228881836
2005-02-15,15.569999694824219
2005-02-16,15.350000381469727
2005-02-17,15.800000190734863
2005-02-18,15.760000228881836
2005-02-22,15.760000228881836
2005-02-23,16.0
2005-02-24,16.229999542236328
2005-02-25,16.6299991607666
2005-02-28,17.010000228881836
2005-03-01,17.229999542236328
2005-03-02,17.799999237060547
2005-03-03,18.06999969482422
2005-03-04,18.309999465942383
2005-03-07,18.610000610351562
2005-03-08,18.75
2005-03-09,19.0
2005-03-10,18.760000228881836
2005-03-11,19.0
2005-03-14,19.100000381469727
2005-03-15,19.329999923706055
2005-03-16,19.049999237060547
2005-03-17,18.940000534057617
2005-03-18,18.610000610351562
2005-03-21,18.59000015258789
2005-03-22,18.18000030517578
2005-03-23,18.209999084472656
2005-03-24,18.06999969482422
2005-03-28,18.059999465942383
2005-03-29,17.549999237060547
2005-03-30,17.739999771118164
2005-03-31,18.799999237060547
2005-04-01,18.65999984741211
2005-04-04,18.350000381469727
2005-04-05,18.3700008392334
2005-04-06,17.81999969482422
2005-04-07,18.149999618530273
2005-04-08,17.75
2005-04-11,18.020000457763672
2005-04-12,17.90999984741211
2005-04-13,17.59000015258789
2005-04-14,17.229999542236328
2005-04-15,16.770000457763672
2005-04-18,17.6299991607666
2005-04-19,17.690000534057617
2005-04-20,16.84000015258789
2005-04-21,17.540000915527344
2005-04-22,16.969999313354492
2005-04-25,17.0
2005-04-26,17.06999969482422
2005-04-27,17.510000228881836
2005-04-28,17.059999465942383
2005-04-29,17.030000686645508
2005-05-02,17.030000686645508
2005-05-03,17.3700008392334
2005-05-04,17.850000381469727
2005-05-05,17.899999618530273
2005-05-06,17.809999465942383
2005-05-09,18.0
2005-05-10,17.959999084472656
2005-05-11,17.770000457763672
2005-05-12,17.8799991607666
2005-05-13,17.450000762939453
2005-05-16,17.649999618530273
2005-05-17,17.280000686645508
2005-05-18,17.8799991607666
2005-05-19,17.700000762939453
2005-05-20,17.700000762939453
2005-05-23,17.780000686645508
2005-05-24,18.040000915527344
2005-05-25,18.030000686645508
2005-05-26,18.09000015258789
2005-05-27,18.940000534057617
2005-05-31,19.09000015258789
2005-06-01,19.860000610351562
2005-06-02,20.0
2005-06-03,19.68000030517578
2005-06-06,19.530000686645508
2005-06-07,19.860000610351562
2005-06-08,19.860000610351562
2005-06-09,19.93000030517578
2005-06-10,19.93000030517578
2005-06-13,22.059999465942383
2005-06-14,22.549999237060547
2005-06-15,23.0
2005-06-16,24.3700008392334
2005-06-17,23.799999237060547
2005-06-20,23.760000228881836
2005-06-21,24.309999465942383
2005-06-22,24.31999969482422
2005-06-23,24.06999969482422
2005-06-24,23.889999389648438
2005-06-27,23.950000762939453
2005-06-28,23.75
2005-06-29,23.950000762939453
2005-06-30,24.469999313354492
2005-07-01,24.600000381469727
2005-07-05,24.389999389648438
2005-07-06,24.520000457763672
2005-07-07,25.579999923706055
2005-07-08,25.56999969482422
2005-07-11,26.079999923706055
2005-07-12,25.31999969482422
2005-07-13,25.5
2005-07-14,25.600000381469727
2005-07-15,25.43000030517578
2005-07-18,24.709999084472656
2005-07-19,25.610000610351562
2005-07-20,25.729999542236328
2005-07-21,25.510000228881836
2005-07-22,25.530000686645508
2005-07-25,25.479999542236328
2005-07-26,25.969999313354492
2005-07-27,26.229999542236328
2005-07-28,27.030000686645508
2005-07-29,26.790000915527344
2005-08-01,27.040000915527344
2005-08-02,26.84000015258789
2005-08-03,27.020000457763672
2005-08-04,26.639999389648438
2005-08-05,25.639999389648438
2005-08-08,26.06999969482422
2005-08-09,26.200000762939453
2005-08-10,26.280000686645508
2005-08-11,26.190000534057617
2005-08-12,26.81999969482422
2005-08-15,26.700000762939453
2005-08-16,26.450000762939453
2005-08-17,26.81999969482422
2005-08-18,26.43000030517578
2005-08-19,26.68000030517578
2005-08-22,26.459999084472656
2005-08-23,26.049999237060547
2005-08-24,25.940000534057617
2005-08-25,25.850000381469727
2005-08-26,25.389999389648438
2005-08-29,25.81999969482422
2005-08-30,23.8799991607666
2005-08-31,25.030000686645508
2005-09-01,25.18000030517578
2005-09-02,25.969999313354492
2005-09-06,26.75
2005-09-07,27.34000015258789
2005-09-08,26.6299991607666
2005-09-09,27.450000762939453
2005-09-12,27.950000762939453
2005-09-13,28.149999618530273
2005-09-14,28.360000610351562
2005-09-15,28.260000228881836
2005-09-16,28.06999969482422
2005-09-19,28.84000015258789
2005-09-20,28.809999465942383
2005-09-21,27.260000228881836
2005-09-22,25.809999465942383
2005-09-23,26.809999465942383
2005-09-26,28.899999618530273
2005-09-27,27.989999771118164
2005-09-28,27.459999084472656
2005-09-29,26.950000762939453
2005-09-30,27.719999313354492
2005-10-03,28.5
2005-10-04,28.06999969482422
2005-10-05,27.969999313354492
2005-10-06,27.5
2005-10-07,27.829999923706055
2005-10-10,27.079999923706055
2005-10-11,27.1299991607666
2005-10-12,27.100000381469727
2005-10-13,27.329999923706055
2005-10-14,27.0
2005-10-17,27.25
2005-10-18,27.549999237060547
2005-10-19,27.790000915527344
2005-10-20,27.75
2005-10-21,28.299999237060547
2005-10-24,28.889999389648438
2005-10-25,29.25
2005-10-26,29.260000228881836
2005-10-27,29.0
2005-10-28,28.790000915527344
2005-10-31,29.270000457763672
2005-11-01,29.18000030517578
2005-11-02,31.190000534057617
2005-11-03,32.06999969482422
2005-11-04,31.950000762939453
2005-11-07,33.2599983215332
2005-11-08,33.400001525878906
2005-11-09,33.11000061035156
2005-11-10,33.20000076293945
2005-11-11,33.209999084472656
2005-11-14,33.40999984741211
2005-11-15,32.5
2005-11-16,32.5
2005-11-17,34.0
2005-11-18,34.9900016784668
2005-11-21,35.5
2005-11-22,35.25
2005-11-23,35.630001068115234
2005-11-25,35.970001220703125
2005-11-28,35.70000076293945
2005-11-29,34.880001068115234
2005-11-30,33.880001068115234
2005-12-01,36.75
2005-12-02,37.16999816894531
2005-12-05,36.65999984741211
2005-12-06,37.130001068115234
2005-12-07,36.95000076293945
2005-12-08,37.97999954223633
2005-12-09,38.040000915527344
2005-12-12,38.77000045776367
2005-12-13,38.41999816894531
2005-12-14,38.560001373291016
2005-12-15,39.11000061035156
2005-12-16,38.310001373291016
2005-12-19,38.529998779296875
2005-12-20,38.72999954223633
2005-12-21,38.720001220703125
2005-12-22,38.529998779296875
2005-12-23,38.95000076293945
2005-12-27,38.08000183105469
2005-12-28,37.869998931884766
2005-12-29,38.119998931884766
2005-12-30,36.869998931884766
2006-01-03,39.20000076293945
2006-01-04,39.2599983215332
2006-01-05,39.18000030517578
2006-01-06,39.75
2006-01-09,41.619998931884766
2006-01-10,40.970001220703125
2006-01-11,40.02000045776367
2006-01-12,40.0
2006-01-13,40.599998474121094
2006-01-17,40.83000183105469
2006-01-18,40.79999923706055
2006-01-19,41.099998474121094
2006-01-20,40.95000076293945
2006-01-23,41.16999816894531
2006-01-24,41.79999923706055
2006-01-25,42.93000030517578
2006-01-26,44.5
2006-01-27,43.060001373291016
2006-01-30,43.34000015258789
2006-01-31,43.47999954223633
2006-02-01,43.79999923706055
2006-02-02,44.15999984741211
2006-02-03,43.849998474121094
2006-02-06,43.619998931884766
2006-02-07,39.15999984741211
2006-02-08,39.349998474121094
2006-02-09,39.06999969482422
2006-02-10,38.61000061035156
2006-02-13,38.060001373291016
2006-02-14,38.349998474121094
2006-02-15,38.970001220703125
2006-02-16,38.02000045776367
2006-02-17,38.61000061035156
2006-02-21,38.720001220703125
2006-02-22,39.36000061035156
2006-02-23,38.099998474121094
2006-02-24,37.04999923706055
2006-02-27,36.95000076293945
2006-02-28,37.25
2006-03-01,37.0099983215332
2006-03-02,36.5
2006-03-03,36.310001373291016
2006-03-06,35.599998474121094
2006-03-07,34.58000183105469
2006-03-08,33.810001373291016
2006-03-09,34.7599983215332
2006-03-10,34.34000015258789
2006-03-13,34.459999084472656
2006-03-14,35.029998779296875
2006-03-15,36.439998626708984
2006-03-16,37.0
2006-03-17,36.959999084472656
2006-03-20,36.720001220703125
2006-03-21,36.099998474121094
2006-03-22,36.11000061035156
2006-03-23,36.11000061035156
2006-03-24,36.720001220703125
2006-03-27,36.540000915527344
2006-03-28,36.06999969482422
2006-03-29,36.029998779296875
2006-03-30,34.02000045776367
2006-03-31,34.15999984741211
2006-04-03,34.97999954223633
2006-04-04,34.779998779296875
2006-04-05,34.54999923706055
2006-04-06,34.18000030517578
2006-04-07,33.52000045776367
2006-04-10,33.16999816894531
2006-04-11,33.43000030517578
2006-04-12,33.36000061035156
2006-04-13,33.529998779296875
2006-04-17,33.08000183105469
2006-04-18,33.79999923706055
2006-04-19,34.459999084472656
2006-04-20,34.04999923706055
2006-04-21,34.029998779296875
2006-04-24,32.959999084472656
2006-04-25,32.47999954223633
2006-04-26,32.880001068115234
2006-04-27,33.709999084472656
2006-04-28,34.16999816894531
2006-05-01,32.29999923706055
2006-05-02,32.79999923706055
2006-05-03,34.220001220703125
2006-05-04,34.59000015258789
2006-05-05,35.0
2006-05-08,34.290000915527344
2006-05-09,34.36000061035156
2006-05-10,31.399999618530273
2006-05-11,30.43000030517578
2006-05-12,29.760000228881836
2006-05-15,29.520000457763672
2006-05-16,30.5
2006-05-17,29.780000686645508
2006-05-18,29.530000686645508
2006-05-19,29.229999542236328
2006-05-22,28.6299991607666
2006-05-23,28.940000534057617
2006-05-24,28.309999465942383
2006-05-25,29.0
2006-05-26,28.780000686645508
2006-05-30,28.09000015258789
2006-05-31,28.920000076293945
2006-06-01,29.739999771118164
2006-06-02,30.030000686645508
2006-06-05,28.829999923706055
2006-06-06,28.030000686645508
2006-06-07,27.31999969482422
2006-06-08,26.899999618530273
2006-06-09,26.729999542236328
2006-06-12,26.229999542236328
2006-06-13,26.610000610351562
2006-06-14,26.469999313354492
2006-06-15,26.520000457763672
2006-06-16,26.450000762939453
2006-06-19,26.020000457763672
2006-06-20,25.3799991607666
2006-06-21,25.639999389648438
2006-06-22,25.6299991607666
2006-06-23,25.540000915527344
2006-06-26,25.969999313354492
2006-06-27,25.450000762939453
2006-06-28,25.979999542236328
2006-06-29,27.0
2006-06-30,26.549999237060547
2006-07-03,26.270000457763672
2006-07-05,24.899999618530273
2006-07-06,26.219999313354492
2006-07-07,25.760000228881836
2006-07-10,26.020000457763672
2006-07-11,26.200000762939453
2006-07-12,25.729999542236328
2006-07-13,25.350000381469727
2006-07-14,25.09000015258789
2006-07-17,24.950000762939453
2006-07-18,25.489999771118164
2006-07-19,26.43000030517578
2006-07-20,25.8799991607666
2006-07-21,25.600000381469727
2006-07-24,26.290000915527344
2006-07-25,26.209999084472656
2006-07-26,25.25
2006-07-27,24.299999237060547
2006-07-28,25.149999618530273
2006-07-31,25.719999313354492
2006-08-01,25.59000015258789
2006-08-02,25.459999084472656
2006-08-03,26.020000457763672
2006-08-04,26.459999084472656
2006-08-07,22.850000381469727
2006-08-08,21.020000457763672
2006-08-09,19.399999618530273
2006-08-10,19.360000610351562
2006-08-11,18.719999313354492
2006-08-14,18.389999389648438
2006-08-15,17.959999084472656
2006-08-16,18.190000534057617
2006-08-17,18.360000610351562
2006-08-18,18.200000762939453
2006-08-21,17.959999084472656
2006-08-22,18.1299991607666
2006-08-23,18.559999465942383
2006-08-24,18.15999984741211
2006-08-25,19.459999084472656
2006-08-28,19.989999771118164
2006-08-29,19.860000610351562
2006-08-30,20.0
2006-08-31,19.950000762939453
2006-09-01,19.950000762939453
2006-09-05,20.010000228881836
2006-09-06,19.610000610351562
2006-09-07,19.799999237060547
2006-09-08,19.899999618530273
2006-09-11,19.93000030517578
2006-09-12,19.850000381469727
2006-09-13,20.600000381469727
2006-09-14,20.610000610351562
2006-09-15,21.110000610351562
2006-09-18,20.139999389648438
2006-09-19,21.010000228881836
2006-09-20,21.280000686645508
2006-09-21,20.84000015258789
2006-09-22,20.559999465942383
2006-09-25,20.5
2006-09-26,20.84000015258789
2006-09-27,20.280000686645508
2006-09-28,20.799999237060547
2006-09-29,20.8700008392334
2006-10-02,20.399999618530273
2006-10-03,20.34000015258789
2006-10-04,20.59000015258789
2006-10-05,20.5
2006-10-06,20.3700008392334
2006-10-09,20.799999237060547
2006-10-10,20.600000381469727
2006-10-11,20.860000610351562
2006-10-12,22.309999465942383
2006-10-13,21.93000030517578
2006-10-16,22.469999313354492
2006-10-17,22.030000686645508
2006-10-18,22.049999237060547
2006-10-19,22.459999084472656
2006-10-20,22.040000915527344
2006-10-23,22.170000076293945
2006-10-24,23.549999237060547
2006-10-25,23.25
2006-10-26,24.229999542236328
2006-10-27,24.1200008392334
2006-10-30,24.190000534057617
2006-10-31,24.020000457763672
2006-11-01,24.020000457763672
2006-11-02,23.709999084472656
2006-11-03,23.239999771118164
2006-11-06,23.270000457763672
2006-11-07,23.600000381469727
2006-11-08,22.700000762939453
2006-11-09,23.18000030517578
2006-11-10,23.469999313354492
2006-11-13,23.34000015258789
2006-11-14,23.760000228881836
2006-11-15,24.100000381469727
2006-11-16,24.389999389648438
2006-11-17,24.43000030517578
2006-11-20,24.850000381469727
2006-11-21,24.700000762939453
2006-11-22,25.06999969482422
2006-11-24,25.329999923706055
2006-11-27,24.440000534057617
2006-11-28,24.360000610351562
2006-11-29,22.670000076293945
2006-11-30,21.360000610351562
2006-12-01,21.829999923706055
2006-12-04,22.68000030517578
2006-12-05,23.8799991607666
2006-12-06,23.43000030517578
2006-12-07,23.209999084472656
2006-12-08,22.940000534057617
2006-12-11,22.75
2006-12-12,22.969999313354492
2006-12-13,23.190000534057617
2006-12-14,23.809999465942383
2006-12-15,23.06999969482422
2006-12-18,24.0
2006-12-19,22.84000015258789
2006-12-20,22.780000686645508
2006-12-21,22.649999618530273
2006-12-22,23.059999465942383
2006-12-26,23.059999465942383
2006-12-27,23.469999313354492
2006-12-28,23.229999542236328
2006-12-29,23.270000457763672
2007-01-03,22.479999542236328
2007-01-04,23.360000610351562
2007-01-05,22.639999389648438
2007-01-08,22.489999771118164
2007-01-09,22.520000457763672
2007-01-10,22.979999542236328
2007-01-11,23.690000534057617
2007-01-12,23.940000534057617
2007-01-16,23.649999618530273
2007-01-17,23.530000686645508
2007-01-18,23.440000534057617
2007-01-19,23.170000076293945
2007-01-22,23.209999084472656
2007-01-23,23.260000228881836
2007-01-24,23.520000457763672
2007-01-25,23.350000381469727
2007-01-26,23.270000457763672
2007-01-29,23.93000030517578
2007-01-30,23.59000015258789
2007-01-31,23.469999313354492
2007-02-01,24.469999313354492
2007-02-02,26.469999313354492
2007-02-05,26.170000076293945
2007-02-06,27.059999465942383
2007-02-07,27.280000686645508
2007-02-08,27.110000610351562
2007-02-09,27.40999984741211
2007-02-12,27.489999771118164
2007-02-13,27.829999923706055
2007-02-14,27.530000686645508
2007-02-15,27.399999618530273
2007-02-16,27.559999465942383
2007-02-20,27.149999618530273
2007-02-21,26.510000228881836
2007-02-22,26.6299991607666
2007-02-23,26.65999984741211
2007-02-26,26.719999313354492
2007-02-27,25.239999771118164
2007-02-28,25.309999465942383
2007-03-01,25.020000457763672
2007-03-02,24.6200008392334
2007-03-05,23.280000686645508
2007-03-06,23.979999542236328
2007-03-07,23.899999618530273
2007-03-08,24.020000457763672
2007-03-09,23.979999542236328
2007-03-12,24.09000015258789
2007-03-13,23.809999465942383
2007-03-14,23.170000076293945
2007-03-15,23.309999465942383
2007-03-16,22.889999389648438
2007-03-19,23.190000534057617
2007-03-20,23.5
2007-03-21,23.440000534057617
2007-03-22,23.5
2007-03-23,24.84000015258789
2007-03-26,24.989999771118164
2007-03-27,24.700000762939453
2007-03-28,24.020000457763672
2007-03-29,23.43000030517578
2007-03-30,24.75
2007-04-02,26.329999923706055
2007-04-03,25.829999923706055
2007-04-04,25.75
2007-04-05,25.709999084472656
2007-04-09,26.209999084472656
2007-04-10,25.65999984741211
2007-04-11,25.75
2007-04-12,25.979999542236328
2007-04-13,27.020000457763672
2007-04-16,27.510000228881836
2007-04-17,27.280000686645508
2007-04-18,26.780000686645508
2007-04-19,26.6200008392334
2007-04-20,26.450000762939453
2007-04-23,26.049999237060547
2007-04-24,25.729999542236328
2007-04-25,25.799999237060547
2007-04-26,25.399999618530273
2007-04-27,26.309999465942383
2007-04-30,25.950000762939453
2007-05-01,25.639999389648438
2007-05-02,25.399999618530273
2007-05-03,25.65999984741211
2007-05-04,25.93000030517578
2007-05-07,25.959999084472656
2007-05-08,26.469999313354492
2007-05-09,26.65999984741211
2007-05-10,25.520000457763672
2007-05-11,25.510000228881836
2007-05-14,25.389999389648438
2007-05-15,25.459999084472656
2007-05-16,25.209999084472656
2007-05-17,25.360000610351562
2007-05-18,25.020000457763672
2007-05-21,26.09000015258789
2007-05-22,26.299999237060547
2007-05-23,26.709999084472656
2007-05-24,26.6299991607666
2007-05-25,27.049999237060547
2007-05-29,28.8700008392334
2007-05-30,29.15999984741211
2007-05-31,30.350000381469727
2007-06-01,31.1200008392334
2007-06-04,30.100000381469727
2007-06-05,30.020000457763672
2007-06-06,28.989999771118164
2007-06-07,28.389999389648438
2007-06-08,28.450000762939453
2007-06-11,28.079999923706055
2007-06-12,27.639999389648438
2007-06-13,29.520000457763672
2007-06-14,30.31999969482422
2007-06-15,30.049999237060547
2007-06-18,28.979999542236328
2007-06-19,29.520000457763672
2007-06-20,29.020000457763672
2007-06-21,28.399999618530273
2007-06-22,27.649999618530273
2007-06-25,28.5
2007-06-26,28.59000015258789
2007-06-27,29.420000076293945
2007-06-28,28.639999389648438
2007-06-29,28.559999465942383
2007-07-02,29.239999771118164
2007-07-03,28.979999542236328
2007-07-05,29.75
2007-07-06,29.90999984741211
2007-07-09,29.969999313354492
2007-07-10,29.75
2007-07-11,29.940000534057617
2007-07-12,30.010000228881836
2007-07-13,29.84000015258789
2007-07-16,31.239999771118164
2007-07-17,30.719999313354492
2007-07-18,29.950000762939453
2007-07-19,29.90999984741211
2007-07-20,29.489999771118164
2007-07-23,29.110000610351562
2007-07-24,28.510000228881836
2007-07-25,27.889999389648438
2007-07-26,27.219999313354492
2007-07-27,26.799999237060547
2007-07-30,26.229999542236328
2007-07-31,25.3700008392334
2007-08-01,22.459999084472656
2007-08-02,22.8799991607666
2007-08-03,22.65999984741211
2007-08-06,22.690000534057617
2007-08-07,22.350000381469727
2007-08-08,23.559999465942383
2007-08-09,23.1299991607666
2007-08-10,22.5
2007-08-13,24.59000015258789
2007-08-14,23.329999923706055
2007-08-15,22.440000534057617
2007-08-16,22.040000915527344
2007-08-17,23.450000762939453
2007-08-20,24.149999618530273
2007-08-21,24.43000030517578
2007-08-22,24.979999542236328
2007-08-23,24.65999984741211
2007-08-24,25.040000915527344
2007-08-27,25.350000381469727
2007-08-28,24.350000381469727
2007-08-29,24.850000381469727
2007-08-30,22.190000534057617
2007-08-31,22.0
2007-09-04,21.75
2007-09-05,21.31999969482422
2007-09-06,20.739999771118164
2007-09-07,19.860000610351562
2007-09-10,20.1200008392334
2007-09-11,21.549999237060547
2007-09-12,21.329999923706055
2007-09-13,21.90999984741211
2007-09-14,21.940000534057617
2007-09-17,24.93000030517578
