,AMSF
2006-12-19,14.460000038146973
2006-12-20,14.479999542236328
2006-12-21,14.699999809265137
2006-12-22,14.720000267028809
2006-12-26,15.34000015258789
2006-12-27,15.569999694824219
2006-12-28,15.420000076293945
2006-12-29,15.460000038146973
2007-01-03,15.680000305175781
2007-01-04,15.470000267028809
2007-01-05,15.479999542236328
2007-01-08,15.5
2007-01-09,15.960000038146973
2007-01-10,16.100000381469727
2007-01-11,16.56999969482422
2007-01-12,16.540000915527344
2007-01-16,16.700000762939453
2007-01-17,16.610000610351562
2007-01-18,16.530000686645508
2007-01-19,16.1200008392334
2007-01-22,16.06999969482422
2007-01-23,16.299999237060547
2007-01-24,16.399999618530273
2007-01-25,16.200000762939453
2007-01-26,16.06999969482422
2007-01-29,16.399999618530273
2007-01-30,16.31999969482422
2007-01-31,16.530000686645508
2007-02-01,17.299999237060547
2007-02-02,17.100000381469727
2007-02-05,16.389999389648438
2007-02-06,16.959999084472656
2007-02-07,16.690000534057617
2007-02-08,16.399999618530273
2007-02-09,16.0
2007-02-12,16.0
2007-02-13,16.1299991607666
2007-02-14,16.84000015258789
2007-02-15,16.81999969482422
2007-02-16,17.260000228881836
2007-02-20,16.5
2007-02-21,17.079999923706055
2007-02-22,17.25
2007-02-23,17.020000457763672
2007-02-26,16.719999313354492
2007-02-27,16.299999237060547
2007-02-28,18.479999542236328
2007-03-01,17.559999465942383
2007-03-02,17.649999618530273
2007-03-05,17.6299991607666
2007-03-06,17.0
2007-03-07,17.639999389648438
2007-03-08,18.25
2007-03-09,18.100000381469727
2007-03-12,18.239999771118164
2007-03-13,17.770000457763672
2007-03-14,17.489999771118164
2007-03-15,18.100000381469727
2007-03-16,18.139999389648438
2007-03-19,18.09000015258789
2007-03-20,18.270000457763672
2007-03-21,18.459999084472656
2007-03-22,18.700000762939453
2007-03-23,18.709999084472656
2007-03-26,18.920000076293945
2007-03-27,18.8799991607666
2007-03-28,19.100000381469727
2007-03-29,19.25
2007-03-30,18.850000381469727
2007-04-02,18.299999237060547
2007-04-03,18.299999237060547
2007-04-04,17.979999542236328
2007-04-05,17.950000762939453
2007-04-09,17.940000534057617
2007-04-10,17.93000030517578
2007-04-11,18.15999984741211
2007-04-12,18.219999313354492
2007-04-13,18.049999237060547
2007-04-16,18.540000915527344
2007-04-17,18.40999984741211
2007-04-18,18.799999237060547
2007-04-19,19.049999237060547
2007-04-20,19.049999237060547
2007-04-23,19.219999313354492
2007-04-24,19.049999237060547
2007-04-25,19.09000015258789
2007-04-26,19.81999969482422
2007-04-27,19.780000686645508
2007-04-30,20.1299991607666
2007-05-01,19.8799991607666
2007-05-02,19.899999618530273
2007-05-03,19.989999771118164
2007-05-04,19.989999771118164
2007-05-07,20.0
2007-05-08,18.0
2007-05-09,19.360000610351562
2007-05-10,18.799999237060547
2007-05-11,19.15999984741211
2007-05-14,19.170000076293945
2007-05-15,19.149999618530273
2007-05-16,19.149999618530273
2007-05-17,18.959999084472656
2007-05-18,18.979999542236328
2007-05-21,18.899999618530273
2007-05-22,19.06999969482422
2007-05-23,19.6299991607666
2007-05-24,19.469999313354492
2007-05-25,19.049999237060547
2007-05-29,18.8700008392334
2007-05-30,18.489999771118164
2007-05-31,18.489999771118164
2007-06-01,18.399999618530273
2007-06-04,18.5
2007-06-05,18.450000762939453
2007-06-06,18.3700008392334
2007-06-07,18.719999313354492
2007-06-08,18.100000381469727
2007-06-11,18.010000228881836
2007-06-12,17.59000015258789
2007-06-13,17.56999969482422
2007-06-14,17.65999984741211
2007-06-15,17.68000030517578
2007-06-18,18.459999084472656
2007-06-19,18.610000610351562
2007-06-20,18.360000610351562
2007-06-21,18.200000762939453
2007-06-22,18.360000610351562
2007-06-25,18.25
2007-06-26,19.200000762939453
2007-06-27,19.360000610351562
2007-06-28,19.600000381469727
2007-06-29,19.6299991607666
2007-07-02,20.260000228881836
2007-07-03,20.75
2007-07-05,20.190000534057617
2007-07-06,20.09000015258789
2007-07-09,20.979999542236328
2007-07-10,19.780000686645508
2007-07-11,19.670000076293945
2007-07-12,20.229999542236328
2007-07-13,20.09000015258789
2007-07-16,19.3799991607666
2007-07-17,19.290000915527344
2007-07-18,18.920000076293945
2007-07-19,19.06999969482422
2007-07-20,18.760000228881836
2007-07-23,18.959999084472656
2007-07-24,18.959999084472656
2007-07-25,18.6200008392334
2007-07-26,17.8799991607666
2007-07-27,18.100000381469727
2007-07-30,17.299999237060547
2007-07-31,16.780000686645508
2007-08-01,17.030000686645508
2007-08-02,16.389999389648438
2007-08-03,15.59000015258789
2007-08-06,15.460000038146973
2007-08-07,14.329999923706055
2007-08-08,14.289999961853027
2007-08-09,13.140000343322754
2007-08-10,15.329999923706055
2007-08-13,16.239999771118164
2007-08-14,14.979999542236328
2007-08-15,14.25
2007-08-16,14.949999809265137
2007-08-17,15.329999923706055
2007-08-20,15.979999542236328
2007-08-21,17.06999969482422
2007-08-22,17.469999313354492
2007-08-23,16.81999969482422
2007-08-24,16.420000076293945
2007-08-27,15.869999885559082
2007-08-28,15.430000305175781
2007-08-29,16.549999237060547
2007-08-30,16.649999618530273
2007-08-31,16.450000762939453
2007-09-04,16.469999313354492
2007-09-05,16.079999923706055
2007-09-06,16.440000534057617
2007-09-07,16.549999237060547
2007-09-10,16.020000457763672
2007-09-11,15.9399995803833
2007-09-12,15.920000076293945
2007-09-13,16.219999313354492
2007-09-14,16.0
2007-09-17,16.110000610351562
2007-09-18,17.290000915527344
2007-09-19,17.68000030517578
2007-09-20,17.610000610351562
2007-09-21,18.0
2007-09-24,17.690000534057617
2007-09-25,16.940000534057617
2007-09-26,17.389999389648438
2007-09-27,17.489999771118164
2007-09-28,16.540000915527344
2007-10-01,17.559999465942383
2007-10-02,17.68000030517578
2007-10-03,17.229999542236328
2007-10-04,17.450000762939453
2007-10-05,17.600000381469727
2007-10-08,16.920000076293945
2007-10-09,15.859999656677246
2007-10-10,15.930000305175781
2007-10-11,15.5
2007-10-12,16.219999313354492
2007-10-15,16.959999084472656
2007-10-16,16.760000228881836
2007-10-17,16.75
2007-10-18,16.690000534057617
2007-10-19,15.970000267028809
2007-10-22,16.760000228881836
2007-10-23,17.3700008392334
2007-10-24,16.579999923706055
2007-10-25,16.200000762939453
2007-10-26,16.540000915527344
2007-10-29,16.25
2007-10-30,16.040000915527344
2007-10-31,16.170000076293945
2007-11-01,15.399999618530273
2007-11-02,15.3100004196167
2007-11-05,15.3100004196167
2007-11-06,15.380000114440918
2007-11-07,14.779999732971191
2007-11-08,15.75
2007-11-09,16.18000030517578
2007-11-12,15.869999885559082
2007-11-13,16.229999542236328
2007-11-14,16.5
2007-11-15,16.079999923706055
2007-11-16,16.200000762939453
2007-11-19,15.390000343322754
2007-11-20,15.550000190734863
2007-11-21,14.720000267028809
2007-11-23,15.880000114440918
2007-11-26,14.420000076293945
2007-11-27,14.84000015258789
2007-11-28,15.149999618530273
2007-11-29,15.619999885559082
2007-11-30,15.260000228881836
2007-12-03,15.220000267028809
2007-12-04,15.65999984741211
2007-12-05,15.5
2007-12-06,15.84000015258789
2007-12-07,15.819999694824219
2007-12-10,15.789999961853027
2007-12-11,15.109999656677246
2007-12-12,15.420000076293945
2007-12-13,14.859999656677246
2007-12-14,14.520000457763672
2007-12-17,14.5
2007-12-18,14.529999732971191
2007-12-19,14.470000267028809
2007-12-20,15.6899995803833
2007-12-21,16.350000381469727
2007-12-24,16.06999969482422
2007-12-26,16.479999542236328
2007-12-27,14.960000038146973
2007-12-28,15.739999771118164
2007-12-31,15.510000228881836
2008-01-02,15.140000343322754
2008-01-03,14.720000267028809
2008-01-04,14.470000267028809
2008-01-07,14.25
2008-01-08,14.729999542236328
2008-01-09,14.979999542236328
2008-01-10,15.15999984741211
2008-01-11,14.819999694824219
2008-01-14,14.479999542236328
2008-01-15,14.489999771118164
2008-01-16,14.739999771118164
2008-01-17,14.260000228881836
2008-01-18,13.859999656677246
2008-01-22,13.640000343322754
2008-01-23,14.25
2008-01-24,14.039999961853027
2008-01-25,13.40999984741211
2008-01-28,14.180000305175781
2008-01-29,14.220000267028809
2008-01-30,13.880000114440918
2008-01-31,13.75
2008-02-01,13.770000457763672
2008-02-04,14.109999656677246
2008-02-05,14.039999961853027
2008-02-06,14.40999984741211
2008-02-07,15.399999618530273
2008-02-08,15.149999618530273
2008-02-11,15.010000228881836
2008-02-12,14.8100004196167
2008-02-13,15.119999885559082
2008-02-14,14.760000228881836
2008-02-15,14.720000267028809
2008-02-19,14.779999732971191
2008-02-20,14.4399995803833
2008-02-21,14.430000305175781
2008-02-22,14.430000305175781
2008-02-25,14.600000381469727
2008-02-26,14.430000305175781
2008-02-27,14.699999809265137
2008-02-28,13.869999885559082
2008-02-29,13.149999618530273
2008-03-03,13.069999694824219
2008-03-04,12.989999771118164
2008-03-05,12.869999885559082
2008-03-06,12.760000228881836
2008-03-07,12.399999618530273
2008-03-10,12.420000076293945
2008-03-11,13.09000015258789
2008-03-12,13.0
2008-03-13,13.100000381469727
2008-03-14,13.0
2008-03-17,12.8100004196167
2008-03-18,13.239999771118164
2008-03-19,12.680000305175781
2008-03-20,12.710000038146973
2008-03-24,12.779999732971191
2008-03-25,12.850000381469727
2008-03-26,12.699999809265137
2008-03-27,12.710000038146973
2008-03-28,12.529999732971191
2008-03-31,12.640000343322754
2008-04-01,13.15999984741211
2008-04-02,13.539999961853027
2008-04-03,13.510000228881836
2008-04-04,13.550000190734863
2008-04-07,13.800000190734863
2008-04-08,13.789999961853027
2008-04-09,13.800000190734863
2008-04-10,13.859999656677246
2008-04-11,14.0
2008-04-14,13.949999809265137
2008-04-15,14.0
2008-04-16,14.3100004196167
2008-04-17,14.25
2008-04-18,14.380000114440918
2008-04-21,14.039999961853027
2008-04-22,13.989999771118164
2008-04-23,13.979999542236328
2008-04-24,14.390000343322754
2008-04-25,14.25
2008-04-28,14.369999885559082
2008-04-29,14.279999732971191
2008-04-30,14.260000228881836
2008-05-01,14.5
2008-05-02,15.130000114440918
2008-05-05,15.210000038146973
2008-05-06,15.710000038146973
2008-05-07,16.06999969482422
2008-05-08,15.779999732971191
2008-05-09,15.880000114440918
2008-05-12,15.960000038146973
2008-05-13,15.630000114440918
2008-05-14,15.6899995803833
2008-05-15,15.869999885559082
2008-05-16,15.779999732971191
2008-05-19,15.550000190734863
2008-05-20,15.829999923706055
2008-05-21,15.75
2008-05-22,15.989999771118164
2008-05-23,15.829999923706055
2008-05-27,15.899999618530273
2008-05-28,16.049999237060547
2008-05-29,16.139999389648438
2008-05-30,15.890000343322754
2008-06-02,15.770000457763672
2008-06-03,15.760000228881836
2008-06-04,16.350000381469727
2008-06-05,16.719999313354492
2008-06-06,16.209999084472656
2008-06-09,16.399999618530273
2008-06-10,16.600000381469727
2008-06-11,16.0
2008-06-12,15.710000038146973
2008-06-13,16.06999969482422
2008-06-16,16.219999313354492
2008-06-17,15.579999923706055
2008-06-18,15.390000343322754
2008-06-19,15.710000038146973
2008-06-20,15.699999809265137
2008-06-23,15.699999809265137
2008-06-24,15.720000267028809
2008-06-25,16.040000915527344
2008-06-26,15.779999732971191
2008-06-27,15.949999809265137
2008-06-30,15.9399995803833
2008-07-01,16.25
2008-07-02,16.290000915527344
2008-07-03,16.06999969482422
2008-07-07,15.859999656677246
2008-07-08,16.06999969482422
2008-07-09,16.09000015258789
2008-07-10,16.309999465942383
2008-07-11,16.25
2008-07-14,15.970000267028809
2008-07-15,15.960000038146973
2008-07-16,16.56999969482422
2008-07-17,16.850000381469727
2008-07-18,16.829999923706055
2008-07-21,17.020000457763672
2008-07-22,17.18000030517578
2008-07-23,17.260000228881836
2008-07-24,17.790000915527344
2008-07-25,18.110000610351562
2008-07-28,18.0
2008-07-29,18.1200008392334
2008-07-30,18.149999618530273
2008-07-31,18.170000076293945
2008-08-01,18.530000686645508
2008-08-04,18.6200008392334
2008-08-05,18.450000762939453
2008-08-06,17.25
2008-08-07,17.75
2008-08-08,18.010000228881836
2008-08-11,17.93000030517578
2008-08-12,17.920000076293945
2008-08-13,17.6200008392334
2008-08-14,17.459999084472656
2008-08-15,17.450000762939453
2008-08-18,17.489999771118164
2008-08-19,17.309999465942383
2008-08-20,17.510000228881836
2008-08-21,17.239999771118164
2008-08-22,17.56999969482422
2008-08-25,17.260000228881836
2008-08-26,17.670000076293945
2008-08-27,18.31999969482422
2008-08-28,18.920000076293945
2008-08-29,18.489999771118164
2008-09-02,18.600000381469727
2008-09-03,19.020000457763672
2008-09-04,18.709999084472656
2008-09-05,18.93000030517578
2008-09-08,19.90999984741211
2008-09-09,19.280000686645508
2008-09-10,19.93000030517578
2008-09-11,20.049999237060547
2008-09-12,19.969999313354492
2008-09-15,19.040000915527344
2008-09-16,19.729999542236328
2008-09-17,18.479999542236328
2008-09-18,18.149999618530273
2008-09-19,19.799999237060547
2008-09-22,18.68000030517578
2008-09-23,19.18000030517578
2008-09-24,18.309999465942383
2008-09-25,19.329999923706055
2008-09-26,19.790000915527344
2008-09-29,18.5
2008-09-30,18.200000762939453
2008-10-01,17.979999542236328
2008-10-02,17.260000228881836
2008-10-03,16.93000030517578
2008-10-06,15.949999809265137
2008-10-07,14.680000305175781
2008-10-08,14.699999809265137
2008-10-09,13.539999961853027
2008-10-10,14.970000267028809
2008-10-13,16.43000030517578
2008-10-14,16.020000457763672
2008-10-15,14.5600004196167
2008-10-16,15.989999771118164
2008-10-17,14.880000114440918
2008-10-20,15.449999809265137
2008-10-21,15.520000457763672
2008-10-22,14.920000076293945
2008-10-23,15.199999809265137
2008-10-24,15.720000267028809
2008-10-27,14.869999885559082
2008-10-28,17.079999923706055
2008-10-29,15.970000267028809
2008-10-30,16.979999542236328
2008-10-31,17.239999771118164
2008-11-03,17.1299991607666
2008-11-04,16.489999771118164
2008-11-05,15.319999694824219
2008-11-06,15.15999984741211
2008-11-07,16.190000534057617
2008-11-10,15.710000038146973
2008-11-11,15.819999694824219
2008-11-12,15.640000343322754
2008-11-13,17.389999389648438
2008-11-14,15.970000267028809
2008-11-17,15.010000228881836
2008-11-18,15.510000228881836
2008-11-19,14.0600004196167
2008-11-20,13.100000381469727
2008-11-21,13.260000228881836
2008-11-24,15.329999923706055
2008-11-25,14.260000228881836
2008-11-26,15.289999961853027
2008-11-28,16.200000762939453
2008-12-01,14.220000267028809
2008-12-02,15.960000038146973
2008-12-03,16.729999542236328
2008-12-04,17.760000228881836
2008-12-05,18.389999389648438
2008-12-08,18.950000762939453
2008-12-09,18.360000610351562
2008-12-10,17.780000686645508
2008-12-11,16.770000457763672
2008-12-12,17.729999542236328
2008-12-15,17.43000030517578
2008-12-16,19.239999771118164
2008-12-17,18.940000534057617
2008-12-18,18.59000015258789
2008-12-19,19.1299991607666
2008-12-22,18.8799991607666
2008-12-23,18.68000030517578
2008-12-24,19.709999084472656
2008-12-26,19.709999084472656
2008-12-29,20.559999465942383
2008-12-30,20.950000762939453
2008-12-31,20.530000686645508
2009-01-02,20.299999237060547
2009-01-05,21.520000457763672
2009-01-06,21.690000534057617
2009-01-07,20.799999237060547
2009-01-08,20.489999771118164
2009-01-09,19.899999618530273
2009-01-12,18.549999237060547
2009-01-13,19.639999389648438
2009-01-14,18.790000915527344
2009-01-15,19.299999237060547
2009-01-16,19.600000381469727
2009-01-20,18.559999465942383
2009-01-21,19.25
2009-01-22,18.469999313354492
2009-01-23,18.540000915527344
2009-01-26,18.360000610351562
2009-01-27,19.239999771118164
2009-01-28,19.760000228881836
2009-01-29,18.84000015258789
2009-01-30,18.729999542236328
2009-02-02,18.799999237060547
2009-02-03,18.809999465942383
2009-02-04,19.059999465942383
2009-02-05,19.3799991607666
2009-02-06,20.209999084472656
2009-02-09,18.219999313354492
2009-02-10,17.200000762939453
2009-02-11,18.079999923706055
2009-02-12,17.8700008392334
2009-02-13,17.43000030517578
2009-02-17,16.739999771118164
2009-02-18,16.540000915527344
2009-02-19,16.75
2009-02-20,16.329999923706055
2009-02-23,15.470000267028809
2009-02-24,14.859999656677246
2009-02-25,13.890000343322754
2009-02-26,14.039999961853027
2009-02-27,14.5
2009-03-02,13.260000228881836
2009-03-03,13.289999961853027
2009-03-04,13.84000015258789
2009-03-05,13.5
2009-03-06,13.800000190734863
2009-03-09,13.529999732971191
2009-03-10,14.180000305175781
2009-03-11,14.029999732971191
2009-03-12,15.239999771118164
2009-03-13,14.789999961853027
2009-03-16,14.4399995803833
2009-03-17,15.229999542236328
2009-03-18,15.579999923706055
2009-03-19,15.449999809265137
2009-03-20,14.930000305175781
2009-03-23,15.84000015258789
2009-03-24,15.0
2009-03-25,15.239999771118164
2009-03-26,16.09000015258789
2009-03-27,15.529999732971191
2009-03-30,15.109999656677246
2009-03-31,15.319999694824219
2009-04-01,16.110000610351562
2009-04-02,16.299999237060547
2009-04-03,16.829999923706055
2009-04-06,16.81999969482422
2009-04-07,16.479999542236328
2009-04-08,16.649999618530273
2009-04-09,17.579999923706055
2009-04-13,17.479999542236328
2009-04-14,16.3799991607666
2009-04-15,16.889999389648438
2009-04-16,17.079999923706055
2009-04-17,16.350000381469727
2009-04-20,15.130000114440918
2009-04-21,16.25
2009-04-22,15.5
2009-04-23,14.6899995803833
2009-04-24,14.739999771118164
2009-04-27,14.760000228881836
2009-04-28,14.859999656677246
2009-04-29,15.739999771118164
2009-04-30,15.359999656677246
2009-05-01,16.360000610351562
2009-05-04,16.530000686645508
2009-05-05,16.290000915527344
2009-05-06,16.809999465942383
2009-05-07,16.780000686645508
2009-05-08,17.780000686645508
2009-05-11,17.270000457763672
2009-05-12,16.56999969482422
2009-05-13,15.90999984741211
2009-05-14,16.6299991607666
2009-05-15,16.360000610351562
2009-05-18,17.040000915527344
2009-05-19,16.399999618530273
2009-05-20,16.040000915527344
2009-05-21,15.710000038146973
2009-05-22,15.460000038146973
2009-05-26,16.0
2009-05-27,15.5
2009-05-28,15.479999542236328
2009-05-29,16.149999618530273
2009-06-01,17.520000457763672
2009-06-02,17.760000228881836
2009-06-03,17.90999984741211
2009-06-04,17.989999771118164
2009-06-05,17.899999618530273
2009-06-08,17.40999984741211
2009-06-09,16.969999313354492
2009-06-10,16.579999923706055
2009-06-11,16.010000228881836
2009-06-12,15.850000381469727
2009-06-15,15.390000343322754
2009-06-16,15.3100004196167
2009-06-17,15.420000076293945
2009-06-18,15.710000038146973
2009-06-19,15.529999732971191
2009-06-22,15.109999656677246
2009-06-23,15.380000114440918
2009-06-24,15.479999542236328
2009-06-25,15.579999923706055
2009-06-26,15.84000015258789
2009-06-29,15.710000038146973
2009-06-30,15.5600004196167
2009-07-01,15.550000190734863
2009-07-02,15.050000190734863
2009-07-06,15.270000457763672
2009-07-07,14.770000457763672
2009-07-08,14.84000015258789
2009-07-09,14.930000305175781
2009-07-10,14.789999961853027
2009-07-13,15.079999923706055
2009-07-14,14.930000305175781
2009-07-15,15.140000343322754
2009-07-16,15.300000190734863
2009-07-17,15.109999656677246
2009-07-20,15.09000015258789
2009-07-21,15.0
2009-07-22,15.630000114440918
2009-07-23,16.110000610351562
2009-07-24,16.270000457763672
2009-07-27,16.219999313354492
2009-07-28,16.34000015258789
2009-07-29,16.5
2009-07-30,16.729999542236328
2009-07-31,16.6299991607666
2009-08-03,16.729999542236328
2009-08-04,16.75
2009-08-05,16.68000030517578
2009-08-06,16.719999313354492
2009-08-07,17.100000381469727
2009-08-10,17.170000076293945
2009-08-11,16.860000610351562
2009-08-12,17.030000686645508
2009-08-13,17.09000015258789
2009-08-14,16.829999923706055
2009-08-17,16.889999389648438
2009-08-18,16.700000762939453
2009-08-19,16.56999969482422
2009-08-20,16.809999465942383
2009-08-21,17.40999984741211
2009-08-24,16.940000534057617
2009-08-25,17.040000915527344
2009-08-26,17.190000534057617
2009-08-27,17.229999542236328
2009-08-28,17.1299991607666
2009-08-31,17.079999923706055
2009-09-01,16.81999969482422
2009-09-02,16.739999771118164
2009-09-03,17.0
2009-09-04,17.1200008392334
2009-09-08,16.860000610351562
2009-09-09,17.09000015258789
2009-09-10,17.110000610351562
2009-09-11,16.969999313354492
2009-09-14,17.09000015258789
2009-09-15,16.920000076293945
