,BSMT
2019-09-25,25.100000381469727
2019-09-26,25.100000381469727
2019-09-27,24.969999313354492
2019-09-30,24.969999313354492
2019-10-01,24.969999313354492
2019-10-02,24.969999313354492
2019-10-03,24.969999313354492
2019-10-04,24.969999313354492
2019-10-07,24.969999313354492
2019-10-08,24.969999313354492
2019-10-09,25.200000762939453
2019-10-10,25.200000762939453
2019-10-11,24.959999084472656
2019-10-14,24.959999084472656
2019-10-15,24.959999084472656
2019-10-16,24.959999084472656
2019-10-17,24.959999084472656
2019-10-18,24.959999084472656
2019-10-21,24.812999725341797
2019-10-22,24.812999725341797
2019-10-23,24.812999725341797
2019-10-24,24.812999725341797
2019-10-25,24.770000457763672
2019-10-28,24.760000228881836
2019-10-29,24.760000228881836
2019-10-30,24.760000228881836
2019-10-31,24.920000076293945
2019-11-01,24.871999740600586
2019-11-04,24.871999740600586
2019-11-05,24.871999740600586
2019-11-06,24.871999740600586
2019-11-07,24.68000030517578
2019-11-08,24.6200008392334
2019-11-11,24.6200008392334
2019-11-12,24.6200008392334
2019-11-13,24.659000396728516
2019-11-14,24.659000396728516
2019-11-15,24.659000396728516
2019-11-18,24.6200008392334
2019-11-19,24.704999923706055
2019-11-20,24.795000076293945
2019-11-21,24.764999389648438
2019-11-22,24.764999389648438
2019-11-25,24.795000076293945
2019-11-26,24.795000076293945
2019-11-27,24.795000076293945
2019-11-29,24.795000076293945
2019-12-02,24.790000915527344
2019-12-03,24.895000457763672
2019-12-04,24.850000381469727
2019-12-05,24.850000381469727
2019-12-06,24.850000381469727
2019-12-09,24.875
2019-12-10,24.8799991607666
2019-12-11,24.8799991607666
2019-12-12,24.885000228881836
2019-12-13,24.885000228881836
2019-12-16,24.885000228881836
2019-12-17,24.885000228881836
2019-12-18,24.885000228881836
2019-12-19,24.90999984741211
2019-12-20,24.875
2019-12-23,24.825000762939453
2019-12-24,24.825000762939453
2019-12-26,24.825000762939453
2019-12-27,24.854999542236328
2019-12-30,24.889999389648438
2019-12-31,24.889999389648438
2020-01-02,24.889999389648438
2020-01-03,25.020000457763672
2020-01-06,25.045000076293945
2020-01-07,25.045000076293945
2020-01-08,25.045000076293945
2020-01-09,25.1200008392334
2020-01-10,25.1200008392334
2020-01-13,25.100000381469727
2020-01-14,25.139999389648438
2020-01-15,25.190000534057617
2020-01-16,25.190000534057617
2020-01-17,25.18000030517578
2020-01-21,25.18000030517578
2020-01-22,25.18000030517578
2020-01-23,25.18000030517578
2020-01-24,25.18000030517578
2020-01-27,25.405000686645508
2020-01-28,25.3700008392334
2020-01-29,25.3700008392334
2020-01-30,25.3700008392334
2020-01-31,25.5049991607666
2020-02-03,25.5
2020-02-04,25.405000686645508
2020-02-05,25.405000686645508
2020-02-06,25.385000228881836
2020-02-07,25.440000534057617
2020-02-10,25.440000534057617
2020-02-11,25.440000534057617
2020-02-12,25.450000762939453
2020-02-13,25.450000762939453
2020-02-14,25.450000762939453
2020-02-18,25.520000457763672
2020-02-19,25.549999237060547
2020-02-20,25.6200008392334
2020-02-21,25.7450008392334
2020-02-24,25.8799991607666
2020-02-25,25.8799991607666
2020-02-26,25.933000564575195
2020-02-27,26.0
2020-02-28,25.958999633789062
2020-03-02,25.950000762939453
2020-03-03,25.950000762939453
2020-03-04,25.950000762939453
2020-03-05,25.950000762939453
2020-03-06,25.99799919128418
2020-03-09,25.99799919128418
2020-03-10,25.780000686645508
2020-03-11,25.3700008392334
2020-03-12,23.98699951171875
2020-03-13,24.434999465942383
2020-03-16,24.434999465942383
2020-03-17,23.905000686645508
2020-03-18,23.493000030517578
2020-03-19,22.795000076293945
2020-03-20,22.795000076293945
2020-03-23,22.03499984741211
2020-03-24,22.34000015258789
2020-03-25,23.510000228881836
2020-03-26,23.510000228881836
2020-03-27,23.510000228881836
2020-03-30,25.049999237060547
2020-03-31,24.635000228881836
2020-04-01,24.635000228881836
2020-04-02,23.639999389648438
2020-04-03,23.610000610351562
2020-04-06,23.610000610351562
2020-04-07,23.610000610351562
2020-04-08,24.225000381469727
2020-04-09,24.225000381469727
2020-04-13,24.225000381469727
2020-04-14,24.225000381469727
2020-04-15,24.690000534057617
2020-04-16,24.739999771118164
2020-04-17,24.739999771118164
2020-04-20,24.604999542236328
2020-04-21,24.520000457763672
2020-04-22,24.450000762939453
2020-04-23,24.334999084472656
2020-04-24,24.204999923706055
2020-04-27,24.19499969482422
2020-04-28,24.139999389648438
2020-04-29,24.139999389648438
2020-04-30,24.139999389648438
2020-05-01,24.139999389648438
2020-05-04,24.28499984741211
2020-05-05,24.344999313354492
2020-05-06,24.34000015258789
2020-05-07,24.34000015258789
2020-05-08,24.34000015258789
2020-05-11,24.34000015258789
2020-05-12,24.530000686645508
2020-05-13,24.594999313354492
2020-05-14,24.594999313354492
2020-05-15,24.594999313354492
2020-05-18,24.700000762939453
2020-05-19,24.825000762939453
2020-05-20,24.854999542236328
2020-05-21,24.934999465942383
2020-05-22,24.934999465942383
2020-05-26,25.079999923706055
2020-05-27,25.104999542236328
2020-05-28,25.054000854492188
2020-05-29,25.15999984741211
2020-06-01,25.17799949645996
2020-06-02,25.17799949645996
2020-06-03,25.145000457763672
2020-06-04,25.184999465942383
2020-06-05,25.099000930786133
2020-06-08,25.099000930786133
2020-06-09,25.099000930786133
2020-06-10,25.253999710083008
2020-06-11,25.253999710083008
2020-06-12,25.329999923706055
2020-06-15,25.360000610351562
2020-06-16,25.360000610351562
2020-06-17,25.350000381469727
2020-06-18,25.354999542236328
2020-06-19,25.364999771118164
2020-06-22,25.364999771118164
2020-06-23,25.360000610351562
2020-06-24,25.360000610351562
2020-06-25,25.354999542236328
2020-06-26,25.354999542236328
2020-06-29,25.354999542236328
2020-06-30,25.354999542236328
2020-07-01,25.38800048828125
2020-07-02,25.405000686645508
2020-07-06,25.44499969482422
2020-07-07,25.520000457763672
2020-07-08,25.520000457763672
2020-07-09,25.520000457763672
2020-07-10,25.520000457763672
2020-07-13,25.65999984741211
2020-07-14,25.65999984741211
2020-07-15,25.719999313354492
2020-07-16,25.704999923706055
2020-07-17,25.780000686645508
2020-07-20,25.739999771118164
2020-07-21,25.739999771118164
2020-07-22,25.739999771118164
2020-07-23,25.795000076293945
2020-07-24,25.809999465942383
2020-07-27,25.809999465942383
2020-07-28,25.920000076293945
2020-07-29,25.920000076293945
2020-07-30,25.895000457763672
2020-07-31,25.989999771118164
2020-08-03,25.924999237060547
2020-08-04,26.059999465942383
2020-08-05,26.027000427246094
2020-08-06,26.027000427246094
2020-08-07,26.027000427246094
2020-08-10,26.135000228881836
2020-08-11,26.135000228881836
2020-08-12,26.1299991607666
2020-08-13,26.1299991607666
2020-08-14,26.09000015258789
2020-08-17,26.110000610351562
2020-08-18,26.049999237060547
2020-08-19,25.979999542236328
2020-08-20,25.940000534057617
2020-08-21,25.940000534057617
2020-08-24,25.940000534057617
2020-08-25,25.844999313354492
2020-08-26,25.844999313354492
2020-08-27,25.844999313354492
2020-08-28,25.780000686645508
2020-08-31,25.711999893188477
2020-09-01,25.711999893188477
2020-09-02,25.68000030517578
2020-09-03,25.639999389648438
2020-09-04,25.610000610351562
2020-09-08,25.6299991607666
2020-09-09,25.68000030517578
2020-09-10,25.64699935913086
2020-09-11,25.64699935913086
2020-09-14,25.614999771118164
2020-09-15,25.600000381469727
2020-09-16,25.614999771118164
2020-09-17,25.614999771118164
2020-09-18,25.6200008392334
2020-09-21,25.6200008392334
2020-09-22,25.6200008392334
2020-09-23,25.6299991607666
2020-09-24,25.6299991607666
2020-09-25,25.625
2020-09-28,25.6200008392334
2020-09-29,25.614999771118164
2020-09-30,25.575000762939453
2020-10-01,25.55500030517578
2020-10-02,25.440000534057617
2020-10-05,25.485000610351562
2020-10-06,25.459999084472656
2020-10-07,25.360000610351562
2020-10-08,25.389999389648438
2020-10-09,25.31999969482422
2020-10-12,25.360000610351562
2020-10-13,25.3799991607666
2020-10-14,25.375
2020-10-15,25.420000076293945
2020-10-16,25.389999389648438
2020-10-19,25.389999389648438
2020-10-20,25.360000610351562
2020-10-21,25.329999923706055
2020-10-22,25.264999389648438
2020-10-23,25.295000076293945
2020-10-26,25.30500030517578
2020-10-27,25.334999084472656
2020-10-28,25.295000076293945
2020-10-29,25.295000076293945
2020-10-30,25.31999969482422
2020-11-02,25.315000534057617
2020-11-03,25.315000534057617
2020-11-04,25.530000686645508
2020-11-05,25.604999542236328
2020-11-06,25.614999771118164
2020-11-09,25.579999923706055
2020-11-10,25.549999237060547
2020-11-11,25.549999237060547
2020-11-12,25.59000015258789
2020-11-13,25.64299964904785
2020-11-16,25.649999618530273
2020-11-17,25.71500015258789
2020-11-18,25.78499984741211
2020-11-19,25.889999389648438
2020-11-20,25.959999084472656
2020-11-23,25.905000686645508
2020-11-24,25.905000686645508
2020-11-25,25.905000686645508
2020-11-27,25.905000686645508
2020-11-30,25.924999237060547
2020-12-01,25.924999237060547
2020-12-02,25.920000076293945
2020-12-03,25.96500015258789
2020-12-04,25.94499969482422
2020-12-07,25.94499969482422
2020-12-08,25.985000610351562
2020-12-09,26.0049991607666
2020-12-10,26.03499984741211
2020-12-11,26.079999923706055
2020-12-14,26.059999465942383
2020-12-15,26.09000015258789
2020-12-16,26.075000762939453
2020-12-17,26.084999084472656
2020-12-18,26.110000610351562
2020-12-21,26.09000015258789
2020-12-22,26.062999725341797
2020-12-23,26.05500030517578
2020-12-24,26.079999923706055
2020-12-28,26.1299991607666
2020-12-29,26.09000015258789
2020-12-30,26.149999618530273
2020-12-31,26.125
2021-01-04,26.125
2021-01-05,26.149999618530273
2021-01-06,26.190000534057617
2021-01-07,26.190000534057617
2021-01-08,26.05500030517578
2021-01-11,26.100000381469727
2021-01-12,26.100000381469727
2021-01-13,26.079999923706055
2021-01-14,26.049999237060547
2021-01-15,26.079999923706055
2021-01-19,26.065000534057617
2021-01-20,26.065000534057617
2021-01-21,26.09000015258789
2021-01-22,26.09000015258789
2021-01-25,26.09000015258789
2021-01-26,26.170000076293945
2021-01-27,26.209999084472656
2021-01-28,26.2549991607666
2021-01-29,26.2450008392334
2021-02-01,26.260000228881836
2021-02-02,26.260000228881836
2021-02-03,26.264999389648438
2021-02-04,26.264999389648438
2021-02-05,26.270000457763672
2021-02-08,26.295000076293945
2021-02-09,26.30500030517578
2021-02-10,26.344999313354492
2021-02-11,26.3700008392334
2021-02-12,26.3700008392334
2021-02-16,26.34000015258789
2021-02-17,26.274999618530273
2021-02-18,26.165000915527344
2021-02-19,26.09000015258789
2021-02-22,25.84000015258789
2021-02-23,25.799999237060547
2021-02-24,25.614999771118164
2021-02-25,25.524999618530273
2021-02-26,25.440000534057617
2021-03-01,25.545000076293945
2021-03-02,25.565000534057617
2021-03-03,25.549999237060547
2021-03-04,25.540000915527344
2021-03-05,25.700000762939453
2021-03-08,25.604999542236328
2021-03-09,25.68000030517578
2021-03-10,25.774999618530273
2021-03-11,25.774999618530273
2021-03-12,25.774999618530273
