,CSII
2007-07-05,55.29999923706055
2007-07-06,54.20000076293945
2007-07-09,54.400001525878906
2007-07-10,53.29999923706055
2007-07-11,53.900001525878906
2007-07-12,54.5
2007-07-13,53.900001525878906
2007-07-16,54.599998474121094
2007-07-17,54.29999923706055
2007-07-18,54.0
2007-07-19,53.900001525878906
2007-07-20,53.29999923706055
2007-07-23,55.0
2007-07-24,54.5
2007-07-25,54.5
2007-07-26,52.70000076293945
2007-07-27,55.400001525878906
2007-07-30,55.5
2007-07-31,54.0
2007-08-01,52.900001525878906
2007-08-02,52.599998474121094
2007-08-03,55.5
2007-08-06,55.70000076293945
2007-08-07,56.0
2007-08-08,57.099998474121094
2007-08-09,56.70000076293945
2007-08-10,56.0
2007-08-13,57.099998474121094
2007-08-14,55.400001525878906
2007-08-15,57.5
2007-08-16,56.29999923706055
2007-08-17,54.0
2007-08-20,56.599998474121094
2007-08-21,58.900001525878906
2007-08-22,61.599998474121094
2007-08-23,62.900001525878906
2007-08-24,67.9000015258789
2007-08-27,70.0
2007-08-28,69.30000305175781
2007-08-29,68.19999694824219
2007-08-30,67.5
2007-08-31,67.80000305175781
2007-09-04,65.0
2007-09-05,66.9000015258789
2007-09-06,65.4000015258789
2007-09-07,63.5
2007-09-10,65.0
2007-09-11,66.0
2007-09-12,64.19999694824219
2007-09-13,58.099998474121094
2007-09-14,57.400001525878906
2007-09-17,58.400001525878906
2007-09-18,60.400001525878906
2007-09-19,63.29999923706055
2007-09-20,60.79999923706055
2007-09-21,63.79999923706055
2007-09-24,64.0
2007-09-25,63.5
2007-09-26,61.79999923706055
2007-09-27,64.69999694824219
2007-09-28,64.5999984741211
2007-10-01,63.29999923706055
2007-10-02,62.70000076293945
2007-10-03,64.5
2007-10-04,62.599998474121094
2007-10-05,63.900001525878906
2007-10-08,63.70000076293945
2007-10-09,62.70000076293945
2007-10-10,63.400001525878906
2007-10-11,62.5
2007-10-12,63.70000076293945
2007-10-15,61.0
2007-10-16,61.099998474121094
2007-10-17,60.599998474121094
2007-10-18,60.099998474121094
2007-10-19,61.20000076293945
2007-10-22,60.5
2007-10-23,61.5
2007-10-24,62.29999923706055
2007-10-25,62.099998474121094
2007-10-26,60.5
2007-10-29,61.70000076293945
2007-10-30,63.599998474121094
2007-10-31,62.5
2007-11-01,60.79999923706055
2007-11-02,58.900001525878906
2007-11-05,55.20000076293945
2007-11-06,53.099998474121094
2007-11-07,54.400001525878906
2007-11-08,54.29999923706055
2007-11-09,51.20000076293945
2007-11-12,50.400001525878906
2007-11-13,48.29999923706055
2007-11-14,47.599998474121094
2007-11-15,48.70000076293945
2007-11-16,49.70000076293945
2007-11-19,52.20000076293945
2007-11-20,49.0
2007-11-21,48.70000076293945
2007-11-23,47.900001525878906
2007-11-26,44.900001525878906
2007-11-27,44.900001525878906
2007-11-28,44.400001525878906
2007-11-29,43.5
2007-11-30,42.70000076293945
2007-12-03,42.5
2007-12-04,39.900001525878906
2007-12-05,43.0
2007-12-06,41.099998474121094
2007-12-07,40.0
2007-12-10,41.5
2007-12-11,40.400001525878906
2007-12-12,40.099998474121094
2007-12-13,39.79999923706055
2007-12-14,38.70000076293945
2007-12-17,36.0
2007-12-18,34.70000076293945
2007-12-19,33.79999923706055
2007-12-20,33.29999923706055
2007-12-21,34.099998474121094
2007-12-24,33.29999923706055
2007-12-26,31.5
2007-12-27,32.0
2007-12-28,31.299999237060547
2007-12-31,31.0
2008-01-02,30.200000762939453
2008-01-03,29.5
2008-01-04,28.399999618530273
2008-01-07,27.700000762939453
2008-01-08,24.0
2008-01-09,23.299999237060547
2008-01-10,22.700000762939453
2008-01-11,21.5
2008-01-14,21.299999237060547
2008-01-15,21.200000762939453
2008-01-16,24.5
2008-01-17,23.299999237060547
2008-01-18,22.700000762939453
2008-01-22,20.5
2008-01-23,19.700000762939453
2008-01-24,20.5
2008-01-25,20.700000762939453
2008-01-28,20.299999237060547
2008-01-29,20.799999237060547
2008-01-30,20.899999618530273
2008-01-31,21.0
2008-02-01,20.100000381469727
2008-02-04,21.0
2008-02-05,20.700000762939453
2008-02-06,23.0
2008-02-07,22.799999237060547
2008-02-08,22.5
2008-02-11,22.0
2008-02-12,22.100000381469727
2008-02-13,22.0
2008-02-14,22.600000381469727
2008-02-15,22.5
2008-02-19,22.299999237060547
2008-02-20,20.299999237060547
2008-02-21,20.200000762939453
2008-02-22,19.899999618530273
2008-02-25,18.899999618530273
2008-02-26,19.899999618530273
2008-02-27,19.399999618530273
2008-02-28,19.100000381469727
2008-02-29,18.5
2008-03-03,18.5
2008-03-04,18.600000381469727
2008-03-05,18.5
2008-03-06,17.899999618530273
2008-03-07,17.0
2008-03-10,17.200000762939453
2008-03-11,17.200000762939453
2008-03-12,16.600000381469727
2008-03-13,16.299999237060547
2008-03-14,15.699999809265137
2008-03-17,15.100000381469727
2008-03-18,15.199999809265137
2008-03-19,16.0
2008-03-20,16.799999237060547
2008-03-24,15.699999809265137
2008-03-25,15.100000381469727
2008-03-26,14.0
2008-03-27,13.699999809265137
2008-03-28,13.0
2008-03-31,14.0
2008-04-01,14.5
2008-04-02,15.199999809265137
2008-04-03,16.0
2008-04-04,17.299999237060547
2008-04-07,17.899999618530273
2008-04-08,16.700000762939453
2008-04-09,17.200000762939453
2008-04-10,15.399999618530273
2008-04-11,15.5
2008-04-14,16.399999618530273
2008-04-15,16.600000381469727
2008-04-16,16.899999618530273
2008-04-17,16.899999618530273
2008-04-18,17.700000762939453
2008-04-21,18.200000762939453
2008-04-22,17.200000762939453
2008-04-23,17.0
2008-04-24,16.0
2008-04-25,15.5
2008-04-28,14.899999618530273
2008-04-29,14.800000190734863
2008-04-30,14.0
2008-05-01,15.800000190734863
2008-05-02,14.800000190734863
2008-05-05,14.899999618530273
2008-05-06,13.899999618530273
2008-05-07,13.699999809265137
2008-05-08,13.399999618530273
2008-05-09,13.699999809265137
2008-05-12,13.0
2008-05-13,12.899999618530273
2008-05-14,13.100000381469727
2008-05-15,13.0
2008-05-16,13.800000190734863
2008-05-19,13.399999618530273
2008-05-20,13.0
2008-05-21,13.100000381469727
2008-05-22,13.199999809265137
2008-05-23,12.899999618530273
2008-05-27,12.899999618530273
2008-05-28,13.0
2008-05-29,13.100000381469727
2008-05-30,13.199999809265137
2008-06-02,13.199999809265137
2008-06-03,13.100000381469727
2008-06-04,13.300000190734863
2008-06-05,13.300000190734863
2008-06-06,13.199999809265137
2008-06-09,13.199999809265137
2008-06-10,13.399999618530273
2008-06-11,13.699999809265137
2008-06-12,14.100000381469727
2008-06-13,14.5
2008-06-16,14.5
2008-06-17,14.100000381469727
2008-06-18,13.5
2008-06-19,13.399999618530273
2008-06-20,13.5
2008-06-23,13.699999809265137
2008-06-24,13.5
2008-06-25,13.5
2008-06-26,14.0
2008-06-27,13.5
2008-06-30,13.5
2008-07-01,13.600000381469727
2008-07-02,13.5
2008-07-03,13.5
2008-07-07,13.5
2008-07-08,13.5
2008-07-09,13.600000381469727
2008-07-10,13.5
2008-07-11,13.5
2008-07-14,13.600000381469727
2008-07-15,13.5
2008-07-16,13.5
2008-07-17,13.600000381469727
2008-07-18,13.699999809265137
2008-07-21,13.800000190734863
2008-07-22,13.600000381469727
2008-07-23,13.699999809265137
2008-07-24,13.600000381469727
2008-07-25,13.5
2008-07-28,13.899999618530273
2008-07-29,13.600000381469727
2008-07-30,13.5
2008-07-31,13.5
2008-08-01,14.300000190734863
2008-08-04,14.199999809265137
2008-08-05,13.600000381469727
2008-08-06,12.699999809265137
2008-08-07,12.899999618530273
2008-08-08,13.0
2008-08-11,12.800000190734863
2008-08-12,13.0
2008-08-13,13.0
2008-08-14,12.800000190734863
2008-08-15,12.699999809265137
2008-08-18,12.399999618530273
2008-08-19,12.300000190734863
2008-08-20,12.300000190734863
2008-08-21,12.199999809265137
2008-08-22,12.300000190734863
2008-08-25,12.199999809265137
2008-08-26,12.199999809265137
2008-08-27,12.199999809265137
2008-08-28,13.100000381469727
2008-08-29,12.399999618530273
2008-09-02,12.600000381469727
2008-09-03,12.399999618530273
2008-09-04,12.5
2008-09-05,12.5
2008-09-08,12.300000190734863
2008-09-09,12.5
2008-09-10,12.199999809265137
2008-09-11,11.899999618530273
2008-09-12,12.0
2008-09-15,11.899999618530273
2008-09-16,11.800000190734863
2008-09-17,11.800000190734863
2008-09-18,11.800000190734863
2008-09-19,12.0
2008-09-22,12.600000381469727
2008-09-23,12.0
2008-09-24,12.100000381469727
2008-09-25,12.699999809265137
2008-09-26,12.100000381469727
2008-09-29,12.0
2008-09-30,12.100000381469727
2008-10-01,11.699999809265137
2008-10-02,11.899999618530273
2008-10-03,11.699999809265137
2008-10-06,11.600000381469727
2008-10-07,11.399999618530273
2008-10-08,11.5
2008-10-09,11.600000381469727
2008-10-10,11.100000381469727
2008-10-13,11.300000190734863
2008-10-14,11.5
2008-10-15,11.0
2008-10-16,11.100000381469727
2008-10-17,11.399999618530273
2008-10-20,11.800000190734863
2008-10-21,11.899999618530273
2008-10-22,11.5
2008-10-23,11.399999618530273
2008-10-24,11.199999809265137
2008-10-27,11.199999809265137
2008-10-28,11.300000190734863
2008-10-29,11.300000190734863
2008-10-30,11.399999618530273
2008-10-31,11.199999809265137
2008-11-03,11.199999809265137
2008-11-04,9.899999618530273
2008-11-05,9.399999618530273
2008-11-06,8.800000190734863
2008-11-07,9.0
2008-11-10,9.100000381469727
2008-11-11,8.399999618530273
2008-11-12,6.0
2008-11-13,5.900000095367432
2008-11-14,4.900000095367432
2008-11-17,4.599999904632568
2008-11-18,3.5
2008-11-19,4.400000095367432
2008-11-20,4.599999904632568
2008-11-21,4.800000190734863
2008-11-24,4.099999904632568
2008-11-25,4.300000190734863
2008-11-26,4.800000190734863
2008-11-28,5.699999809265137
2008-12-01,5.5
2008-12-02,6.199999809265137
2008-12-03,7.099999904632568
2008-12-04,7.099999904632568
2008-12-05,7.5
2008-12-08,6.699999809265137
2008-12-09,6.900000095367432
2008-12-10,7.0
2008-12-11,6.599999904632568
2008-12-12,7.5
2008-12-15,7.900000095367432
2008-12-16,7.800000190734863
2008-12-17,8.0
2008-12-18,8.0
2008-12-19,7.699999809265137
2008-12-22,7.900000095367432
2008-12-23,8.0
2008-12-24,8.199999809265137
2008-12-26,7.900000095367432
2008-12-29,8.100000381469727
2008-12-30,7.800000190734863
2008-12-31,9.300000190734863
2009-01-02,9.5
2009-01-05,9.0
2009-01-06,9.300000190734863
2009-01-07,9.0
2009-01-08,8.699999809265137
2009-01-09,8.5
2009-01-12,8.600000381469727
2009-01-13,9.0
2009-01-14,9.0
2009-01-15,8.800000190734863
2009-01-16,8.5
2009-01-20,8.199999809265137
2009-01-21,8.5
2009-01-22,7.599999904632568
2009-01-23,8.5
2009-01-26,7.699999809265137
2009-01-27,8.899999618530273
2009-01-28,8.5
2009-01-29,7.599999904632568
2009-01-30,7.800000190734863
2009-02-02,7.199999809265137
2009-02-03,7.0
2009-02-04,7.0
2009-02-05,6.699999809265137
2009-02-06,7.300000190734863
2009-02-09,7.5
2009-02-10,7.599999904632568
2009-02-11,7.599999904632568
2009-02-12,8.0
2009-02-13,8.0
2009-02-17,7.5
2009-02-18,7.300000190734863
2009-02-19,7.699999809265137
2009-02-20,7.800000190734863
2009-02-23,7.199999809265137
2009-02-24,7.900000095367432
2009-02-25,7.800000190734863
2009-02-26,8.949999809265137
2009-02-27,10.149999618530273
2009-03-02,8.779999732971191
2009-03-03,8.390000343322754
2009-03-04,8.25
2009-03-05,8.470000267028809
2009-03-06,8.510000228881836
2009-03-09,7.409999847412109
2009-03-10,6.900000095367432
2009-03-11,7.079999923706055
2009-03-12,6.599999904632568
2009-03-13,6.980000019073486
2009-03-16,6.800000190734863
2009-03-17,5.940000057220459
2009-03-18,5.300000190734863
2009-03-19,5.5
2009-03-20,6.0
2009-03-23,5.75
2009-03-24,5.75
2009-03-25,6.21999979019165
2009-03-26,6.340000152587891
2009-03-27,6.53000020980835
2009-03-30,6.860000133514404
2009-03-31,7.090000152587891
2009-04-01,7.150000095367432
2009-04-02,7.199999809265137
2009-04-03,7.349999904632568
2009-04-06,7.349999904632568
2009-04-07,7.340000152587891
2009-04-08,7.389999866485596
2009-04-09,7.5
2009-04-13,7.570000171661377
2009-04-14,7.460000038146973
2009-04-15,7.400000095367432
2009-04-16,7.400000095367432
2009-04-17,7.150000095367432
2009-04-20,7.099999904632568
2009-04-21,6.75
2009-04-22,7.110000133514404
2009-04-23,6.699999809265137
2009-04-24,6.690000057220459
2009-04-27,6.619999885559082
2009-04-28,6.440000057220459
2009-04-29,6.519999980926514
2009-04-30,6.559999942779541
2009-05-01,6.639999866485596
2009-05-04,6.809999942779541
2009-05-05,7.329999923706055
2009-05-06,7.5
2009-05-07,7.570000171661377
2009-05-08,7.449999809265137
2009-05-11,7.309999942779541
2009-05-12,7.289999961853027
2009-05-13,7.090000152587891
2009-05-14,7.03000020980835
2009-05-15,7.099999904632568
2009-05-18,7.139999866485596
2009-05-19,7.099999904632568
2009-05-20,7.070000171661377
2009-05-21,7.0
2009-05-22,7.039999961853027
2009-05-26,7.0
2009-05-27,6.630000114440918
2009-05-28,6.340000152587891
2009-05-29,6.539999961853027
2009-06-01,5.980000019073486
2009-06-02,5.989999771118164
2009-06-03,5.880000114440918
2009-06-04,6.099999904632568
2009-06-05,5.880000114440918
2009-06-08,5.699999809265137
2009-06-09,5.760000228881836
2009-06-10,5.96999979019165
2009-06-11,5.949999809265137
2009-06-12,5.880000114440918
2009-06-15,6.389999866485596
2009-06-16,5.989999771118164
2009-06-17,6.150000095367432
2009-06-18,6.130000114440918
2009-06-19,6.25
2009-06-22,6.119999885559082
2009-06-23,6.039999961853027
2009-06-24,6.21999979019165
2009-06-25,6.119999885559082
2009-06-26,7.320000171661377
2009-06-29,7.869999885559082
2009-06-30,7.710000038146973
2009-07-01,7.889999866485596
2009-07-02,7.989999771118164
2009-07-06,8.949999809265137
2009-07-07,8.609999656677246
2009-07-08,8.130000114440918
2009-07-09,8.079999923706055
2009-07-10,8.149999618530273
2009-07-13,8.899999618530273
2009-07-14,8.550000190734863
2009-07-15,8.550000190734863
2009-07-16,8.600000381469727
2009-07-17,9.0600004196167
2009-07-20,9.010000228881836
2009-07-21,9.029999732971191
2009-07-22,9.289999961853027
2009-07-23,9.380000114440918
2009-07-24,9.289999961853027
2009-07-27,9.5600004196167
2009-07-28,9.350000381469727
2009-07-29,9.239999771118164
2009-07-30,9.65999984741211
2009-07-31,10.039999961853027
2009-08-03,10.239999771118164
2009-08-04,10.300000190734863
2009-08-05,10.229999542236328
2009-08-06,9.90999984741211
2009-08-07,10.279999732971191
2009-08-10,10.239999771118164
2009-08-11,9.449999809265137
2009-08-12,9.739999771118164
2009-08-13,10.119999885559082
2009-08-14,9.829999923706055
2009-08-17,9.430000305175781
2009-08-18,9.40999984741211
2009-08-19,9.449999809265137
2009-08-20,8.510000228881836
2009-08-21,8.869999885559082
2009-08-24,8.899999618530273
2009-08-25,8.989999771118164
2009-08-26,8.859999656677246
2009-08-27,8.739999771118164
2009-08-28,8.670000076293945
2009-08-31,8.420000076293945
2009-09-01,7.5
2009-09-02,7.989999771118164
2009-09-03,8.069999694824219
2009-09-04,8.010000228881836
2009-09-08,8.470000267028809
2009-09-09,8.670000076293945
2009-09-10,8.59000015258789
2009-09-11,8.359999656677246
2009-09-14,8.210000038146973
2009-09-15,8.130000114440918
2009-09-16,8.0
2009-09-17,7.440000057220459
2009-09-18,7.53000020980835
2009-09-21,7.340000152587891
2009-09-22,7.46999979019165
2009-09-23,7.340000152587891
2009-09-24,7.25
2009-09-25,7.039999961853027
2009-09-28,7.289999961853027
2009-09-29,7.179999828338623
2009-09-30,7.269999980926514
2009-10-01,6.739999771118164
2009-10-02,6.639999866485596
2009-10-05,6.820000171661377
2009-10-06,6.769999980926514
2009-10-07,6.690000057220459
2009-10-08,7.110000133514404
2009-10-09,7.0
2009-10-12,6.849999904632568
2009-10-13,6.989999771118164
2009-10-14,7.0
2009-10-15,6.659999847412109
2009-10-16,6.679999828338623
2009-10-19,6.429999828338623
2009-10-20,5.900000095367432
2009-10-21,5.400000095367432
2009-10-22,5.360000133514404
2009-10-23,5.300000190734863
2009-10-26,5.269999980926514
2009-10-27,5.21999979019165
2009-10-28,4.960000038146973
2009-10-29,4.960000038146973
2009-10-30,4.889999866485596
2009-11-02,4.949999809265137
2009-11-03,4.900000095367432
2009-11-04,4.75
2009-11-05,3.8399999141693115
2009-11-06,4.28000020980835
2009-11-09,4.820000171661377
2009-11-10,5.800000190734863
2009-11-11,5.309999942779541
2009-11-12,4.510000228881836
2009-11-13,4.889999866485596
2009-11-16,5.010000228881836
2009-11-17,4.960000038146973
2009-11-18,4.820000171661377
2009-11-19,4.710000038146973
2009-11-20,5.070000171661377
2009-11-23,4.980000019073486
2009-11-24,4.989999771118164
2009-11-25,5.130000114440918
2009-11-27,5.0
2009-11-30,5.03000020980835
2009-12-01,5.050000190734863
2009-12-02,5.010000228881836
2009-12-03,4.96999979019165
2009-12-04,5.159999847412109
2009-12-07,5.090000152587891
2009-12-08,4.929999828338623
2009-12-09,5.03000020980835
2009-12-10,4.909999847412109
2009-12-11,4.940000057220459
2009-12-14,4.849999904632568
2009-12-15,4.78000020980835
2009-12-16,4.510000228881836
2009-12-17,4.269999980926514
2009-12-18,4.230000019073486
2009-12-21,4.210000038146973
2009-12-22,4.179999828338623
2009-12-23,4.480000019073486
2009-12-24,4.429999828338623
2009-12-28,4.590000152587891
2009-12-29,4.5
2009-12-30,4.78000020980835
2009-12-31,4.590000152587891
2010-01-04,4.590000152587891
2010-01-05,4.559999942779541
2010-01-06,4.429999828338623
2010-01-07,4.420000076293945
2010-01-08,4.489999771118164
2010-01-11,4.329999923706055
2010-01-12,4.300000190734863
2010-01-13,4.369999885559082
2010-01-14,4.679999828338623
2010-01-15,4.599999904632568
2010-01-19,4.53000020980835
2010-01-20,4.650000095367432
2010-01-21,4.599999904632568
2010-01-22,4.559999942779541
2010-01-25,4.539999961853027
2010-01-26,4.380000114440918
2010-01-27,4.300000190734863
2010-01-28,4.170000076293945
2010-01-29,4.170000076293945
2010-02-01,4.199999809265137
2010-02-02,4.21999979019165
2010-02-03,4.440000057220459
2010-02-04,4.150000095367432
2010-02-05,4.329999923706055
2010-02-08,4.360000133514404
2010-02-09,4.5
2010-02-10,4.510000228881836
2010-02-11,4.860000133514404
2010-02-12,4.980000019073486
2010-02-16,5.239999771118164
2010-02-17,5.269999980926514
2010-02-18,5.309999942779541
2010-02-19,5.400000095367432
2010-02-22,5.400000095367432
2010-02-23,5.309999942779541
2010-02-24,5.260000228881836
2010-02-25,5.119999885559082
2010-02-26,5.420000076293945
2010-03-01,5.199999809265137
2010-03-02,5.190000057220459
2010-03-03,5.079999923706055
2010-03-04,5.079999923706055
2010-03-05,4.920000076293945
2010-03-08,4.909999847412109
2010-03-09,4.989999771118164
2010-03-10,5.099999904632568
2010-03-11,5.170000076293945
2010-03-12,5.400000095367432
2010-03-15,5.489999771118164
2010-03-16,5.5
2010-03-17,5.460000038146973
2010-03-18,5.46999979019165
2010-03-19,5.510000228881836
2010-03-22,5.579999923706055
2010-03-23,5.46999979019165
2010-03-24,5.409999847412109
2010-03-25,5.53000020980835
2010-03-26,5.420000076293945
2010-03-29,5.519999980926514
2010-03-30,5.46999979019165
2010-03-31,5.309999942779541
2010-04-01,5.449999809265137
2010-04-05,5.460000038146973
2010-04-06,5.510000228881836
2010-04-07,5.389999866485596
2010-04-08,5.449999809265137
2010-04-09,5.449999809265137
2010-04-12,5.420000076293945
2010-04-13,5.380000114440918
2010-04-14,5.480000019073486
2010-04-15,5.53000020980835
2010-04-16,5.349999904632568
2010-04-19,5.380000114440918
2010-04-20,5.329999923706055
2010-04-21,5.260000228881836
2010-04-22,5.070000171661377
2010-04-23,4.929999828338623
2010-04-26,4.849999904632568
2010-04-27,4.75
2010-04-28,5.039999961853027
2010-04-29,5.03000020980835
2010-04-30,5.010000228881836
2010-05-03,5.03000020980835
2010-05-04,4.900000095367432
2010-05-05,4.789999961853027
2010-05-06,4.510000228881836
2010-05-07,4.789999961853027
2010-05-10,4.920000076293945
2010-05-11,4.940000057220459
2010-05-12,5.059999942779541
2010-05-13,5.079999923706055
2010-05-14,4.889999866485596
2010-05-17,4.949999809265137
2010-05-18,4.880000114440918
2010-05-19,4.739999771118164
2010-05-20,4.579999923706055
2010-05-21,4.690000057220459
2010-05-24,4.5
2010-05-25,4.489999771118164
2010-05-26,4.420000076293945
2010-05-27,4.710000038146973
2010-05-28,4.78000020980835
2010-06-01,4.900000095367432
2010-06-02,4.989999771118164
2010-06-03,4.880000114440918
2010-06-04,4.840000152587891
2010-06-07,4.639999866485596
2010-06-08,4.519999980926514
2010-06-09,4.489999771118164
2010-06-10,4.590000152587891
2010-06-11,4.369999885559082
2010-06-14,4.46999979019165
