,ANZU
2021-05-03,9.727999687194824
2021-05-04,9.770000457763672
2021-05-05,9.770000457763672
2021-05-06,9.732000350952148
2021-05-07,9.729999542236328
2021-05-10,9.729999542236328
2021-05-11,9.760000228881836
2021-05-12,9.760000228881836
2021-05-13,9.760000228881836
2021-05-14,9.732000350952148
