,ABCB
1994-05-19,5.268476963043213
1994-05-20,5.268476963043213
1994-05-23,5.0658440589904785
1994-05-24,5.0658440589904785
1994-05-25,5.0658440589904785
1994-05-26,5.0658440589904785
1994-05-27,4.964527130126953
1994-05-31,5.268476963043213
1994-06-01,5.268476963043213
1994-06-02,5.268476963043213
1994-06-03,5.268476963043213
1994-06-06,5.0658440589904785
1994-06-07,5.268476963043213
1994-06-08,5.0658440589904785
1994-06-09,5.268476963043213
1994-06-10,5.2178192138671875
1994-06-13,5.268476963043213
1994-06-14,5.167160987854004
1994-06-15,5.471110820770264
1994-06-16,5.572428226470947
1994-06-17,5.572428226470947
1994-06-20,5.268476963043213
1994-06-21,5.268476963043213
1994-06-22,5.268476963043213
1994-06-23,5.420453071594238
1994-06-24,5.268476963043213
1994-06-27,5.268476963043213
1994-06-28,5.268476963043213
1994-06-29,5.471110820770264
1994-06-30,5.471110820770264
1994-07-01,5.420453071594238
1994-07-05,5.471110820770264
1994-07-06,5.471110820770264
1994-07-07,5.369793891906738
1994-07-08,5.673745155334473
1994-07-11,5.268476963043213
1994-07-12,5.572428226470947
1994-07-13,5.572428226470947
1994-07-14,5.572428226470947
1994-07-15,5.471110820770264
1994-07-18,5.471110820770264
1994-07-19,5.268476963043213
1994-07-20,5.268476963043213
1994-07-21,5.268476963043213
1994-07-22,5.420453071594238
1994-07-25,5.268476963043213
1994-07-26,5.471110820770264
1994-07-27,5.471110820770264
1994-07-28,5.369793891906738
1994-07-29,5.369793891906738
1994-08-01,5.471110820770264
1994-08-02,5.268476963043213
1994-08-03,5.420453071594238
1994-08-04,5.471110820770264
1994-08-05,5.420453071594238
1994-08-08,5.268476963043213
1994-08-09,5.268476963043213
1994-08-10,5.268476963043213
1994-08-11,5.471110820770264
1994-08-12,5.471110820770264
1994-08-15,5.471110820770264
1994-08-16,5.268476963043213
1994-08-17,5.268476963043213
1994-08-18,5.369793891906738
1994-08-19,5.268476963043213
1994-08-22,5.420453071594238
1994-08-23,5.268476963043213
1994-08-24,5.268476963043213
1994-08-25,5.39512300491333
1994-08-26,5.268476963043213
1994-08-29,5.268476963043213
1994-08-30,5.268476963043213
1994-08-31,5.572428226470947
1994-09-01,5.471110820770264
1994-09-02,5.268476963043213
1994-09-06,5.268476963043213
1994-09-07,5.471110820770264
1994-09-08,5.268476963043213
1994-09-09,5.268476963043213
1994-09-12,5.471110820770264
1994-09-13,5.420453071594238
1994-09-14,5.369793891906738
1994-09-15,5.521770000457764
1994-09-16,5.420453071594238
1994-09-19,5.420453071594238
1994-09-20,5.268476963043213
1994-09-21,5.420453071594238
1994-09-22,5.268476963043213
1994-09-23,5.572428226470947
1994-09-26,5.268476963043213
1994-09-27,5.572428226470947
1994-09-28,5.167160987854004
1994-09-29,5.167160987854004
1994-09-30,5.167160987854004
1994-10-03,5.167160987854004
1994-10-04,5.2178192138671875
1994-10-05,5.167160987854004
1994-10-06,5.167160987854004
1994-10-07,5.167160987854004
1994-10-10,5.167160987854004
1994-10-11,5.167160987854004
1994-10-12,5.369793891906738
1994-10-13,5.471110820770264
1994-10-14,5.268476963043213
1994-10-17,5.268476963043213
1994-10-18,5.268476963043213
1994-10-19,5.572428226470947
1994-10-20,5.268476963043213
1994-10-21,5.572428226470947
1994-10-24,5.471110820770264
1994-10-25,5.268476963043213
1994-10-26,5.319136142730713
1994-10-27,5.471110820770264
1994-10-28,5.471110820770264
1994-10-31,5.572428226470947
1994-11-01,5.572428226470947
1994-11-02,5.572428226470947
1994-11-03,5.369793891906738
1994-11-04,5.369793891906738
1994-11-07,5.471110820770264
1994-11-08,5.471110820770264
1994-11-09,5.369793891906738
1994-11-10,5.369793891906738
1994-11-11,5.471110820770264
1994-11-14,5.471110820770264
1994-11-15,5.369793891906738
1994-11-16,5.521770000457764
1994-11-17,5.167160987854004
1994-11-18,5.268476963043213
1994-11-21,5.0658440589904785
1994-11-22,5.0658440589904785
1994-11-23,4.964527130126953
1994-11-25,4.964527130126953
1994-11-28,4.964527130126953
1994-11-29,5.268476963043213
1994-11-30,5.268476963043213
1994-12-01,5.268476963043213
1994-12-02,5.268476963043213
1994-12-05,5.116501808166504
1994-12-06,5.167160987854004
1994-12-07,5.167160987854004
1994-12-08,5.167160987854004
1994-12-09,5.167160987854004
1994-12-12,5.0151848793029785
1994-12-13,5.268476963043213
1994-12-14,5.116501808166504
1994-12-15,4.964527130126953
1994-12-16,4.964527130126953
1994-12-19,5.0151848793029785
1994-12-20,5.0151848793029785
1994-12-21,5.268476963043213
1994-12-22,5.116501808166504
1994-12-23,5.116501808166504
1994-12-27,5.116501808166504
1994-12-28,5.116501808166504
1994-12-29,4.863210201263428
1994-12-30,4.863210201263428
1995-01-03,4.913867950439453
1995-01-04,4.863210201263428
1995-01-05,4.863210201263428
1995-01-06,4.863210201263428
1995-01-09,4.863210201263428
1995-01-10,4.863210201263428
1995-01-11,5.0658440589904785
1995-01-12,4.863210201263428
1995-01-13,4.863210201263428
1995-01-16,4.863210201263428
1995-01-17,4.964527130126953
1995-01-18,4.863210201263428
1995-01-19,4.863210201263428
1995-01-20,5.0151848793029785
1995-01-23,5.116501808166504
1995-01-24,5.0151848793029785
1995-01-25,5.167160987854004
1995-01-26,4.863210201263428
1995-01-27,5.167160987854004
1995-01-30,5.167160987854004
1995-01-31,5.0658440589904785
1995-02-01,5.0658440589904785
1995-02-02,5.116501808166504
1995-02-03,5.167160987854004
1995-02-06,5.167160987854004
1995-02-07,4.964527130126953
1995-02-08,4.863210201263428
1995-02-09,4.863210201263428
1995-02-10,4.863210201263428
1995-02-13,5.0658440589904785
1995-02-14,5.268476963043213
1995-02-15,5.0658440589904785
1995-02-16,5.0658440589904785
1995-02-17,5.167160987854004
1995-02-21,4.964527130126953
1995-02-22,5.116501808166504
1995-02-23,5.0658440589904785
1995-02-24,5.471110820770264
1995-02-27,5.0658440589904785
1995-02-28,5.0658440589904785
1995-03-01,5.0658440589904785
1995-03-02,5.369793891906738
1995-03-03,5.0658440589904785
1995-03-06,5.0658440589904785
1995-03-07,5.0658440589904785
1995-03-08,5.2178192138671875
1995-03-09,5.2178192138671875
1995-03-10,5.2178192138671875
1995-03-13,5.2178192138671875
1995-03-14,5.0658440589904785
1995-03-15,5.167160987854004
1995-03-16,5.167160987854004
1995-03-17,5.268476963043213
1995-03-20,5.268476963043213
1995-03-21,5.268476963043213
1995-03-22,5.268476963043213
1995-03-23,5.0658440589904785
1995-03-24,5.0658440589904785
1995-03-27,5.0658440589904785
1995-03-28,5.0658440589904785
1995-03-29,5.268476963043213
1995-03-30,5.268476963043213
1995-03-31,5.268476963043213
1995-04-03,5.167160987854004
1995-04-04,5.167160987854004
1995-04-05,5.167160987854004
1995-04-06,5.268476963043213
1995-04-07,5.268476963043213
1995-04-10,5.369793891906738
1995-04-11,5.369793891906738
1995-04-12,5.369793891906738
1995-04-13,5.521770000457764
1995-04-17,5.369793891906738
1995-04-18,5.369793891906738
1995-04-19,5.369793891906738
1995-04-20,5.572428226470947
1995-04-21,5.369793891906738
1995-04-24,5.775062084197998
1995-04-25,5.369793891906738
1995-04-26,5.572428226470947
1995-04-27,5.369793891906738
1995-04-28,5.369793891906738
1995-05-01,5.369793891906738
1995-05-02,5.623085975646973
1995-05-03,5.623085975646973
1995-05-04,5.471110820770264
1995-05-05,5.623085975646973
1995-05-08,5.775062084197998
1995-05-09,5.673745155334473
1995-05-10,5.673745155334473
1995-05-11,5.572428226470947
1995-05-12,5.572428226470947
1995-05-15,5.471110820770264
1995-05-16,5.471110820770264
1995-05-17,5.471110820770264
1995-05-18,5.471110820770264
1995-05-19,5.623085975646973
1995-05-22,5.673745155334473
1995-05-23,5.673745155334473
1995-05-24,5.673745155334473
1995-05-25,5.673745155334473
1995-05-26,5.471110820770264
1995-05-30,5.572428226470947
1995-05-31,5.572428226470947
1995-06-01,5.572428226470947
1995-06-02,5.673745155334473
1995-06-05,5.572428226470947
1995-06-06,5.724402904510498
1995-06-07,5.775062084197998
1995-06-08,5.673745155334473
1995-06-09,5.927036762237549
1995-06-12,5.927036762237549
1995-06-13,5.977694988250732
1995-06-14,5.775062084197998
1995-06-15,5.775062084197998
1995-06-16,5.977694988250732
1995-06-19,5.977694988250732
1995-06-20,5.977694988250732
1995-06-21,5.977694988250732
1995-06-22,5.977694988250732
1995-06-23,5.775062084197998
1995-06-26,5.775062084197998
1995-06-27,6.079011917114258
1995-06-28,6.079011917114258
1995-06-29,6.281645774841309
1995-06-30,6.281645774841309
1995-07-03,6.281645774841309
1995-07-05,6.129671096801758
1995-07-06,6.180328845977783
1995-07-07,6.332304954528809
1995-07-10,6.281645774841309
1995-07-11,6.484280109405518
1995-07-12,6.484280109405518
1995-07-13,6.484280109405518
1995-07-14,6.585597038269043
1995-07-17,6.788229942321777
1995-07-18,6.788229942321777
1995-07-19,6.484280109405518
1995-07-20,6.737572193145752
1995-07-21,6.585597038269043
1995-07-24,6.788229942321777
1995-07-25,6.585597038269043
1995-07-26,6.433620929718018
1995-07-27,6.484280109405518
1995-07-28,6.484280109405518
1995-07-31,6.484280109405518
1995-08-01,6.754457950592041
1995-08-02,6.619369029998779
1995-08-03,6.686913967132568
1995-08-04,6.754457950592041
1995-08-07,6.889546871185303
1995-08-08,6.889546871185303
1995-08-09,6.754457950592041
1995-08-10,6.619369029998779
1995-08-11,6.619369029998779
1995-08-14,6.754457950592041
1995-08-15,6.754457950592041
1995-08-16,6.889546871185303
1995-08-17,6.889546871185303
1995-08-18,7.024637222290039
1995-08-21,7.2948150634765625
1995-08-22,6.754457950592041
1995-08-23,6.754457950592041
1995-08-24,7.564992904663086
1995-08-25,7.564992904663086
1995-08-28,7.42146110534668
1995-08-29,7.42146110534668
1995-08-30,7.700081825256348
1995-08-31,7.564992904663086
1995-09-01,7.835171222686768
1995-09-05,7.632537841796875
1995-09-06,7.2948150634765625
1995-09-07,7.2948150634765625
1995-09-08,7.2948150634765625
1995-09-11,7.564992904663086
1995-09-12,7.835171222686768
1995-09-13,7.564992904663086
1995-09-14,7.700081825256348
1995-09-15,7.700081825256348
1995-09-18,7.429903984069824
1995-09-19,7.429903984069824
1995-09-20,7.700081825256348
1995-09-21,7.700081825256348
1995-09-22,7.700081825256348
1995-09-25,7.700081825256348
1995-09-26,7.429903984069824
1995-09-27,7.2948150634765625
1995-09-28,7.497448921203613
1995-09-29,7.835171222686768
1995-10-02,7.362359046936035
1995-10-03,7.362359046936035
1995-10-04,7.362359046936035
1995-10-05,7.362359046936035
1995-10-06,7.564992904663086
1995-10-09,7.429903984069824
1995-10-10,7.767626762390137
1995-10-11,7.564992904663086
1995-10-12,7.564992904663086
1995-10-13,7.564992904663086
1995-10-16,7.700081825256348
1995-10-17,7.564992904663086
1995-10-18,7.564992904663086
1995-10-19,7.700081825256348
1995-10-20,7.700081825256348
1995-10-23,7.700081825256348
1995-10-24,7.700081825256348
1995-10-25,7.429903984069824
1995-10-26,7.2948150634765625
1995-10-27,7.2948150634765625
1995-10-30,7.2948150634765625
1995-10-31,7.2948150634765625
1995-11-01,7.2948150634765625
1995-11-02,7.429903984069824
1995-11-03,7.700081825256348
1995-11-06,7.700081825256348
1995-11-07,7.700081825256348
1995-11-08,7.564992904663086
1995-11-09,7.2948150634765625
1995-11-10,7.564992904663086
1995-11-13,7.2948150634765625
1995-11-14,7.2948150634765625
1995-11-15,7.700081825256348
1995-11-16,7.429903984069824
1995-11-17,7.429903984069824
1995-11-20,7.429903984069824
1995-11-21,7.429903984069824
1995-11-22,7.564992904663086
1995-11-24,7.564992904663086
1995-11-27,7.564992904663086
1995-11-28,7.429903984069824
1995-11-29,7.429903984069824
1995-11-30,7.429903984069824
1995-12-01,7.429903984069824
1995-12-04,7.564992904663086
1995-12-05,7.564992904663086
1995-12-06,7.429903984069824
1995-12-07,7.429903984069824
1995-12-08,7.700081825256348
1995-12-11,7.700081825256348
1995-12-12,7.700081825256348
1995-12-13,7.429903984069824
1995-12-14,7.700081825256348
1995-12-15,7.700081825256348
1995-12-18,7.835171222686768
1995-12-19,7.970261096954346
1995-12-20,7.902716159820557
1995-12-21,7.970261096954346
1995-12-22,7.970261096954346
1995-12-26,7.970261096954346
1995-12-27,7.970261096954346
1995-12-28,7.564992904663086
1995-12-29,7.700081825256348
1996-01-02,7.700081825256348
1996-01-03,7.700081825256348
1996-01-04,8.10534954071045
1996-01-05,7.835171222686768
1996-01-08,7.835171222686768
1996-01-09,7.700081825256348
1996-01-10,7.970261096954346
1996-01-11,7.700081825256348
1996-01-12,7.700081825256348
1996-01-15,7.700081825256348
1996-01-16,7.700081825256348
1996-01-17,7.700081825256348
1996-01-18,7.700081825256348
1996-01-19,7.970261096954346
1996-01-22,7.835171222686768
1996-01-23,7.970261096954346
