,ADP
1980-03-17,0.8178470134735107
1980-03-18,0.8271409869194031
1980-03-19,0.8426309823989868
1980-03-20,0.8395329713821411
1980-03-21,0.8364350199699402
1980-03-24,0.8302389979362488
1980-03-25,0.8302389979362488
1980-03-26,0.8426309823989868
1980-03-27,0.8116520047187805
1980-03-28,0.8364350199699402
1980-03-31,0.8457289934158325
1980-04-01,0.8581200242042542
1980-04-02,0.8983929753303528
1980-04-03,0.9169800281524658
1980-04-07,0.9014909863471985
1980-04-08,0.8860009908676147
1980-04-09,0.8860009908676147
1980-04-10,0.8952950239181519
1980-04-11,0.9045889973640442
1980-04-14,0.8921970129013062
1980-04-15,0.8983929753303528
1980-04-16,0.9045889973640442
1980-04-17,0.8983929753303528
1980-04-18,0.8983929753303528
1980-04-21,0.8983929753303528
1980-04-22,0.9045889973640442
1980-04-23,0.9107850193977356
1980-04-24,0.9169800281524658
1980-04-25,0.9138820171356201
1980-04-28,0.9262740015983582
1980-04-29,0.9231759905815125
1980-04-30,0.9200779795646667
1980-05-01,0.9448620080947876
1980-05-02,0.9355679750442505
1980-05-05,0.9479590058326721
1980-05-06,0.9479590058326721
1980-05-07,0.9417639970779419
1980-05-08,0.9479590058326721
1980-05-09,0.9417639970779419
1980-05-12,0.9510570168495178
1980-05-13,0.9603509902954102
1980-05-14,0.9665470123291016
1980-05-15,0.9634490013122559
1980-05-16,0.9603509902954102
1980-05-19,0.9417639970779419
1980-05-20,0.9510570168495178
1980-05-21,0.9603509902954102
1980-05-22,0.9696450233459473
1980-05-23,0.9789379835128784
1980-05-27,0.9634490013122559
1980-05-28,0.9665470123291016
1980-05-29,0.9665470123291016
1980-05-30,0.9665470123291016
1980-06-02,0.9541550278663635
1980-06-03,0.9572529792785645
1980-06-04,0.9634490013122559
1980-06-05,0.9696450233459473
1980-06-06,0.9758409857749939
1980-06-09,0.9603509902954102
1980-06-10,0.9479590058326721
1980-06-11,0.9572529792785645
1980-06-12,0.9541550278663635
1980-06-13,0.9510570168495178
1980-06-16,0.9541550278663635
1980-06-17,0.9634490013122559
1980-06-18,0.9510570168495178
1980-06-19,0.9417639970779419
1980-06-20,0.9169800281524658
1980-06-23,0.9231759905815125
1980-06-24,0.9479590058326721
1980-06-25,0.9541550278663635
1980-06-26,0.9572529792785645
1980-06-27,0.9572529792785645
1980-06-30,0.9479590058326721
1980-07-01,0.9572529792785645
1980-07-02,0.9665470123291016
1980-07-03,0.9913300275802612
1980-07-07,1.0316029787063599
1980-07-08,1.0656800270080566
1980-07-09,1.0811690092086792
1980-07-10,1.0223089456558228
1980-07-11,1.0192110538482666
1980-07-14,1.0532879829406738
1980-07-15,1.0811690092086792
1980-07-16,1.0656800270080566
1980-07-17,1.093561053276062
1980-07-18,1.1028549671173096
1980-07-21,1.1059529781341553
1980-07-22,1.0904630422592163
1980-07-23,1.093561053276062
1980-07-24,1.0997569561004639
1980-07-25,1.1059529781341553
1980-07-28,1.0997569561004639
1980-07-29,1.093561053276062
1980-07-30,1.0966589450836182
1980-07-31,1.093561053276062
1980-08-01,1.109050989151001
1980-08-04,1.130735993385315
1980-08-05,1.1803020238876343
1980-08-06,1.177204966545105
1980-08-07,1.198889970779419
1980-08-08,1.18340003490448
1980-08-11,1.152420997619629
1980-08-12,1.1462249755859375
1980-08-13,1.140030026435852
1980-08-14,1.1493229866027832
1980-08-15,1.1586170196533203
1980-08-18,1.140030026435852
1980-08-19,1.161715030670166
1980-08-20,1.1462249755859375
1980-08-21,1.1895960569381714
1980-08-22,1.2484560012817383
1980-08-25,1.2329670190811157
1980-08-26,1.2143789529800415
1980-08-27,1.208184003829956
1980-08-28,1.2143789529800415
1980-08-29,1.198889970779419
1980-09-02,1.198889970779419
1980-09-03,1.2267709970474243
1980-09-04,1.2236729860305786
1980-09-05,1.22986900806427
1980-09-08,1.22986900806427
1980-09-09,1.220574975013733
1980-09-10,1.2267709970474243
1980-09-11,1.2112809419631958
1980-09-12,1.1895960569381714
1980-09-15,1.1957919597625732
1980-09-16,1.1895960569381714
1980-09-17,1.1895960569381714
1980-09-18,1.2143789529800415
1980-09-19,1.2422610521316528
1980-09-22,1.2329670190811157
1980-09-23,1.2577500343322754
1980-09-24,1.2794350385665894
1980-09-25,1.2639460563659668
1980-09-26,1.198889970779419
1980-09-29,1.177204966545105
1980-09-30,1.1679110527038574
1980-10-01,1.1710089445114136
1980-10-02,1.1338340044021606
1980-10-03,1.1369320154190063
1980-10-06,1.152420997619629
1980-10-07,1.2019879817962646
1980-10-08,1.2267709970474243
1980-10-09,1.2329670190811157
1980-10-10,1.251554012298584
1980-10-13,1.2236729860305786
1980-10-14,1.2360650300979614
1980-10-15,1.1895960569381714
1980-10-16,1.1895960569381714
1980-10-17,1.208184003829956
1980-10-20,1.2267709970474243
1980-10-21,1.2143789529800415
1980-10-22,1.2143789529800415
1980-10-23,1.2143789529800415
1980-10-24,1.2143789529800415
1980-10-27,1.1895960569381714
1980-10-28,1.1648130416870117
1980-10-29,1.1741069555282593
1980-10-30,1.1710089445114136
1980-10-31,1.1895960569381714
1980-11-03,1.18340003490448
1980-11-05,1.220574975013733
1980-11-06,1.1957919597625732
1980-11-07,1.1957919597625732
1980-11-10,1.208184003829956
1980-11-11,1.2050859928131104
1980-11-12,1.220574975013733
1980-11-13,1.2577500343322754
1980-11-14,1.288728952407837
1980-11-17,1.2639460563659668
1980-11-18,1.2949249744415283
1980-11-19,1.2639460563659668
1980-11-20,1.2391630411148071
1980-11-21,1.220574975013733
1980-11-24,1.208184003829956
1980-11-25,1.1957919597625732
1980-11-26,1.2019879817962646
1980-11-28,1.2019879817962646
1980-12-01,1.2019879817962646
1980-12-02,1.208184003829956
1980-12-03,1.1895960569381714
1980-12-04,1.1803020238876343
