,CBNK
2019-04-10,11.520000457763672
2019-04-11,11.430000305175781
2019-04-12,11.65999984741211
2019-04-15,11.420000076293945
2019-04-16,11.390000343322754
2019-04-17,11.319999694824219
2019-04-18,11.609999656677246
2019-04-22,11.65999984741211
2019-04-23,11.6899995803833
2019-04-24,11.430000305175781
2019-04-25,11.329999923706055
2019-04-26,11.65999984741211
2019-04-29,11.449999809265137
2019-04-30,11.369999885559082
2019-05-01,11.369999885559082
2019-05-02,11.579999923706055
2019-05-03,12.0
2019-05-06,11.529999732971191
2019-05-07,11.640000343322754
2019-05-08,11.739999771118164
2019-05-09,11.5600004196167
2019-05-10,11.829999923706055
2019-05-13,11.670000076293945
2019-05-14,11.890000343322754
2019-05-15,11.739999771118164
2019-05-16,11.739999771118164
2019-05-17,11.6899995803833
2019-05-20,11.8100004196167
2019-05-21,12.029999732971191
2019-05-22,11.890000343322754
2019-05-23,12.050000190734863
2019-05-24,12.050000190734863
2019-05-28,11.989999771118164
2019-05-29,11.729999542236328
2019-05-30,11.989999771118164
2019-05-31,12.0
2019-06-03,11.970000267028809
2019-06-04,12.0
2019-06-05,11.9399995803833
2019-06-06,12.0
2019-06-07,11.760000228881836
2019-06-10,12.0
2019-06-11,12.0
2019-06-12,12.020000457763672
2019-06-13,12.0
2019-06-14,11.970000267028809
2019-06-17,12.079999923706055
2019-06-18,12.079999923706055
2019-06-19,11.949999809265137
2019-06-20,12.010000228881836
2019-06-21,11.84000015258789
2019-06-24,11.800000190734863
2019-06-25,11.550000190734863
2019-06-26,11.579999923706055
2019-06-27,11.979999542236328
2019-06-28,12.300000190734863
2019-07-01,12.300000190734863
2019-07-02,12.220000267028809
2019-07-03,12.300000190734863
2019-07-05,12.380000114440918
2019-07-08,12.479999542236328
2019-07-09,12.430000305175781
2019-07-10,12.3100004196167
2019-07-11,12.430000305175781
2019-07-12,12.359999656677246
2019-07-15,12.430000305175781
2019-07-16,12.399999618530273
2019-07-17,12.390000343322754
2019-07-18,12.34000015258789
2019-07-19,12.1899995803833
2019-07-22,12.180000305175781
2019-07-23,11.800000190734863
2019-07-24,12.130000114440918
2019-07-25,12.0600004196167
2019-07-26,12.130000114440918
2019-07-29,12.380000114440918
2019-07-30,12.520000457763672
2019-07-31,12.739999771118164
2019-08-01,12.710000038146973
2019-08-02,12.880000114440918
2019-08-05,12.630000114440918
2019-08-06,12.5
2019-08-07,11.710000038146973
2019-08-08,12.180000305175781
2019-08-09,11.960000038146973
2019-08-12,12.069999694824219
2019-08-13,12.390000343322754
2019-08-14,11.880000114440918
2019-08-15,12.010000228881836
2019-08-16,12.199999809265137
2019-08-19,12.1899995803833
2019-08-20,12.130000114440918
2019-08-21,11.720000267028809
2019-08-22,11.760000228881836
2019-08-23,11.630000114440918
2019-08-26,11.9399995803833
2019-08-27,11.75
2019-08-28,12.039999961853027
2019-08-29,12.050000190734863
2019-08-30,12.100000381469727
2019-09-03,12.0
2019-09-04,12.039999961853027
2019-09-05,12.0
2019-09-06,12.050000190734863
2019-09-09,12.1899995803833
2019-09-10,13.130000114440918
2019-09-11,13.220000267028809
2019-09-12,13.880000114440918
2019-09-13,13.770000457763672
2019-09-16,14.130000114440918
2019-09-17,14.130000114440918
2019-09-18,13.930000305175781
2019-09-19,14.149999618530273
2019-09-20,14.140000343322754
2019-09-23,14.1899995803833
2019-09-24,14.050000190734863
2019-09-25,14.239999771118164
2019-09-26,14.020000457763672
2019-09-27,13.739999771118164
2019-09-30,13.619999885559082
2019-10-01,13.510000228881836
2019-10-02,13.25
2019-10-03,13.430000305175781
2019-10-04,13.229999542236328
2019-10-07,13.100000381469727
2019-10-08,13.260000228881836
2019-10-09,13.380000114440918
2019-10-10,13.140000343322754
2019-10-11,13.350000381469727
2019-10-14,13.199999809265137
2019-10-15,13.149999618530273
2019-10-16,13.199999809265137
2019-10-17,13.289999961853027
2019-10-18,13.239999771118164
2019-10-21,13.529999732971191
2019-10-22,13.84000015258789
2019-10-23,13.75
2019-10-24,13.869999885559082
2019-10-25,13.970000267028809
2019-10-28,14.170000076293945
2019-10-29,14.369999885559082
2019-10-30,14.380000114440918
2019-10-31,14.489999771118164
2019-11-01,14.1899995803833
2019-11-04,14.100000381469727
2019-11-05,14.390000343322754
2019-11-06,14.359999656677246
2019-11-07,14.350000381469727
2019-11-08,14.300000190734863
2019-11-11,14.420000076293945
2019-11-12,14.380000114440918
2019-11-13,14.239999771118164
2019-11-14,14.470000267028809
2019-11-15,14.229999542236328
2019-11-18,14.279999732971191
2019-11-19,14.579999923706055
2019-11-20,14.399999618530273
2019-11-21,14.279999732971191
2019-11-22,14.699999809265137
2019-11-25,15.069999694824219
2019-11-26,15.050000190734863
2019-11-27,15.050000190734863
2019-11-29,14.899999618530273
2019-12-02,14.75
2019-12-03,14.449999809265137
2019-12-04,14.319999694824219
2019-12-05,14.289999961853027
2019-12-06,14.430000305175781
2019-12-09,14.399999618530273
2019-12-10,14.380000114440918
2019-12-11,14.149999618530273
2019-12-12,14.109999656677246
2019-12-13,14.649999618530273
2019-12-16,14.75
2019-12-17,14.729999542236328
2019-12-18,14.800000190734863
2019-12-19,14.579999923706055
2019-12-20,14.819999694824219
2019-12-23,14.729999542236328
2019-12-24,14.789999961853027
2019-12-26,14.720000267028809
2019-12-27,14.699999809265137
2019-12-30,14.539999961853027
2019-12-31,14.890000343322754
2020-01-02,14.84000015258789
2020-01-03,14.319999694824219
2020-01-06,14.699999809265137
2020-01-07,14.710000038146973
2020-01-08,14.739999771118164
2020-01-09,14.710000038146973
2020-01-10,14.880000114440918
2020-01-13,14.800000190734863
2020-01-14,14.779999732971191
2020-01-15,14.770000457763672
2020-01-16,14.649999618530273
2020-01-17,14.4399995803833
2020-01-21,14.300000190734863
2020-01-22,13.84000015258789
2020-01-23,13.789999961853027
2020-01-24,13.979999542236328
2020-01-27,13.880000114440918
2020-01-28,14.0
2020-01-29,13.899999618530273
2020-01-30,13.680000305175781
2020-01-31,13.619999885559082
2020-02-03,14.329999923706055
2020-02-04,14.4399995803833
2020-02-05,14.600000381469727
2020-02-06,14.270000457763672
2020-02-07,14.380000114440918
2020-02-10,14.619999885559082
2020-02-11,14.399999618530273
2020-02-12,14.359999656677246
2020-02-13,14.359999656677246
2020-02-14,14.380000114440918
2020-02-18,14.359999656677246
2020-02-19,14.420000076293945
2020-02-20,14.399999618530273
2020-02-21,14.239999771118164
2020-02-24,14.020000457763672
2020-02-25,14.319999694824219
2020-02-26,14.239999771118164
2020-02-27,14.149999618530273
2020-02-28,13.84000015258789
2020-03-02,14.149999618530273
2020-03-03,13.930000305175781
2020-03-04,14.279999732971191
2020-03-05,13.859999656677246
2020-03-06,13.380000114440918
2020-03-09,12.010000228881836
2020-03-10,12.229999542236328
2020-03-11,11.75
2020-03-12,9.239999771118164
2020-03-13,10.970000267028809
2020-03-16,6.980000019073486
2020-03-17,11.859999656677246
2020-03-18,10.380000114440918
2020-03-19,10.199999809265137
2020-03-20,9.899999618530273
2020-03-23,10.0
2020-03-24,11.260000228881836
2020-03-25,11.40999984741211
2020-03-26,12.800000190734863
2020-03-27,11.789999961853027
2020-03-30,12.75
2020-03-31,12.520000457763672
2020-04-01,11.510000228881836
2020-04-02,11.390000343322754
2020-04-03,10.329999923706055
2020-04-06,12.069999694824219
2020-04-07,11.779999732971191
2020-04-08,11.720000267028809
2020-04-09,12.0
2020-04-13,11.5
2020-04-14,11.279999732971191
2020-04-15,11.15999984741211
2020-04-16,10.699999809265137
2020-04-17,11.079999923706055
2020-04-20,10.510000228881836
2020-04-21,10.699999809265137
2020-04-22,10.619999885559082
2020-04-23,10.289999961853027
2020-04-24,10.329999923706055
2020-04-27,10.649999618530273
2020-04-28,11.119999885559082
2020-04-29,12.0600004196167
2020-04-30,10.859999656677246
2020-05-01,11.130000114440918
2020-05-04,10.359999656677246
2020-05-05,10.359999656677246
2020-05-06,10.210000038146973
2020-05-07,10.260000228881836
2020-05-08,11.5
2020-05-11,10.609999656677246
2020-05-12,9.899999618530273
2020-05-13,9.779999732971191
2020-05-14,9.460000038146973
2020-05-15,10.300000190734863
2020-05-18,10.920000076293945
2020-05-19,10.25
2020-05-20,10.829999923706055
2020-05-21,10.8100004196167
2020-05-22,10.930000305175781
2020-05-26,10.779999732971191
2020-05-27,11.75
2020-05-28,11.630000114440918
2020-05-29,11.380000114440918
2020-06-01,10.640000343322754
2020-06-02,10.649999618530273
2020-06-03,11.270000457763672
2020-06-04,11.489999771118164
2020-06-05,11.720000267028809
2020-06-08,11.8100004196167
2020-06-09,12.0
2020-06-10,11.5600004196167
2020-06-11,10.069999694824219
2020-06-12,10.34000015258789
2020-06-15,10.729999542236328
2020-06-16,10.760000228881836
2020-06-17,10.390000343322754
2020-06-18,10.0
2020-06-19,10.100000381469727
2020-06-22,10.069999694824219
2020-06-23,10.260000228881836
2020-06-24,9.899999618530273
2020-06-25,9.970000267028809
2020-06-26,9.399999618530273
2020-06-29,10.1899995803833
2020-06-30,10.699999809265137
2020-07-01,10.210000038146973
2020-07-02,10.319999694824219
2020-07-06,10.739999771118164
2020-07-07,10.020000457763672
2020-07-08,10.270000457763672
2020-07-09,9.569999694824219
2020-07-10,10.4399995803833
2020-07-13,10.380000114440918
2020-07-14,10.399999618530273
2020-07-15,10.739999771118164
2020-07-16,10.899999618530273
2020-07-17,10.699999809265137
2020-07-20,10.699999809265137
2020-07-21,10.890000343322754
2020-07-22,10.789999961853027
2020-07-23,11.300000190734863
2020-07-24,11.300000190734863
2020-07-27,11.390000343322754
2020-07-28,10.90999984741211
2020-07-29,11.0
2020-07-30,10.819999694824219
2020-07-31,10.619999885559082
2020-08-03,11.0
2020-08-04,10.920000076293945
2020-08-05,10.899999618530273
2020-08-06,10.550000190734863
2020-08-07,10.800000190734863
2020-08-10,10.680000305175781
2020-08-11,10.649999618530273
2020-08-12,10.979999542236328
2020-08-13,10.739999771118164
2020-08-14,10.800000190734863
2020-08-17,10.729999542236328
2020-08-18,10.670000076293945
2020-08-19,11.140000343322754
2020-08-20,10.649999618530273
2020-08-21,10.109999656677246
2020-08-24,10.119999885559082
2020-08-25,10.180000305175781
2020-08-26,10.229999542236328
2020-08-27,10.350000381469727
2020-08-28,10.630000114440918
2020-08-31,10.40999984741211
2020-09-01,10.399999618530273
2020-09-02,10.729999542236328
2020-09-03,10.75
2020-09-04,10.75
2020-09-08,10.619999885559082
2020-09-09,10.800000190734863
2020-09-10,10.600000381469727
2020-09-11,10.359999656677246
2020-09-14,10.859999656677246
2020-09-15,10.550000190734863
2020-09-16,10.550000190734863
2020-09-17,10.5
2020-09-18,9.65999984741211
2020-09-21,9.140000343322754
2020-09-22,9.300000190734863
2020-09-23,9.149999618530273
2020-09-24,9.0600004196167
2020-09-25,9.260000228881836
2020-09-28,9.34000015258789
2020-09-29,9.550000190734863
2020-09-30,9.460000038146973
2020-10-01,9.300000190734863
2020-10-02,9.609999656677246
2020-10-05,9.850000381469727
2020-10-06,9.989999771118164
2020-10-07,10.460000038146973
2020-10-08,10.520000457763672
2020-10-09,10.520000457763672
2020-10-12,10.390000343322754
2020-10-13,9.9399995803833
2020-10-14,9.75
2020-10-15,9.970000267028809
2020-10-16,10.039999961853027
2020-10-19,9.979999542236328
2020-10-20,10.279999732971191
2020-10-21,10.359999656677246
2020-10-22,10.460000038146973
2020-10-23,10.569999694824219
2020-10-26,10.270000457763672
2020-10-27,10.199999809265137
2020-10-28,9.789999961853027
2020-10-29,10.050000190734863
2020-10-30,10.520000457763672
2020-11-02,11.119999885559082
2020-11-03,11.119999885559082
2020-11-04,10.859999656677246
2020-11-05,11.15999984741211
2020-11-06,10.640000343322754
2020-11-09,11.40999984741211
2020-11-10,11.600000381469727
2020-11-11,12.0
2020-11-12,11.65999984741211
2020-11-13,12.010000228881836
2020-11-16,12.510000228881836
2020-11-17,12.479999542236328
2020-11-18,12.449999809265137
2020-11-19,12.300000190734863
2020-11-20,12.3100004196167
2020-11-23,12.470000267028809
2020-11-24,12.5
2020-11-25,12.369999885559082
2020-11-27,12.390000343322754
2020-11-30,11.890000343322754
2020-12-01,11.930000305175781
2020-12-02,12.289999961853027
2020-12-03,12.079999923706055
2020-12-04,12.270000457763672
2020-12-07,12.390000343322754
2020-12-08,12.550000190734863
2020-12-09,12.65999984741211
2020-12-10,12.890000343322754
2020-12-11,12.779999732971191
2020-12-14,12.5
2020-12-15,12.699999809265137
2020-12-16,12.5600004196167
2020-12-17,12.920000076293945
2020-12-18,13.649999618530273
2020-12-21,13.229999542236328
2020-12-22,13.1899995803833
2020-12-23,13.680000305175781
2020-12-24,13.640000343322754
2020-12-28,13.90999984741211
2020-12-29,13.720000267028809
2020-12-30,13.890000343322754
2020-12-31,13.930000305175781
2021-01-04,13.600000381469727
2021-01-05,13.600000381469727
2021-01-06,14.390000343322754
2021-01-07,14.65999984741211
2021-01-08,14.399999618530273
2021-01-11,14.199999809265137
2021-01-12,14.520000457763672
2021-01-13,14.40999984741211
2021-01-14,14.699999809265137
2021-01-15,14.460000038146973
2021-01-19,14.5
2021-01-20,14.270000457763672
2021-01-21,14.050000190734863
2021-01-22,14.649999618530273
2021-01-25,14.430000305175781
2021-01-26,14.140000343322754
2021-01-27,14.180000305175781
2021-01-28,14.800000190734863
2021-01-29,14.739999771118164
2021-02-01,14.800000190734863
2021-02-02,14.5600004196167
2021-02-03,14.479999542236328
2021-02-04,14.34000015258789
2021-02-05,14.529999732971191
2021-02-08,14.569999694824219
2021-02-09,14.399999618530273
2021-02-10,14.5
2021-02-11,15.010000228881836
2021-02-12,15.460000038146973
2021-02-16,15.619999885559082
2021-02-17,15.550000190734863
2021-02-18,15.449999809265137
2021-02-19,15.5
2021-02-22,15.640000343322754
2021-02-23,16.079999923706055
2021-02-24,16.520000457763672
2021-02-25,15.920000076293945
2021-02-26,15.949999809265137
2021-03-01,16.100000381469727
2021-03-02,16.260000228881836
2021-03-03,17.190000534057617
2021-03-04,17.31999969482422
2021-03-05,18.0
2021-03-08,19.579999923706055
2021-03-09,20.110000610351562
2021-03-10,20.75
2021-03-11,20.0
2021-03-12,20.18000030517578
2021-03-15,19.469999313354492
2021-03-16,19.15999984741211
2021-03-17,19.139999389648438
2021-03-18,19.09000015258789
2021-03-19,20.040000915527344
2021-03-22,19.440000534057617
2021-03-23,19.06999969482422
2021-03-24,19.18000030517578
2021-03-25,19.3799991607666
2021-03-26,19.93000030517578
2021-03-29,19.399999618530273
2021-03-30,19.440000534057617
2021-03-31,19.290000915527344
2021-04-01,19.18000030517578
2021-04-05,19.610000610351562
2021-04-06,19.65999984741211
2021-04-07,19.34000015258789
2021-04-08,19.40999984741211
2021-04-09,19.559999465942383
2021-04-12,19.579999923706055
2021-04-13,19.56999969482422
2021-04-14,20.18000030517578
2021-04-15,20.09000015258789
2021-04-16,20.639999389648438
2021-04-19,21.8799991607666
2021-04-20,20.790000915527344
2021-04-21,21.18000030517578
2021-04-22,21.200000762939453
2021-04-23,22.770000457763672
2021-04-26,22.18000030517578
2021-04-27,22.1299991607666
2021-04-28,22.18000030517578
2021-04-29,22.219999313354492
2021-04-30,21.969999313354492
2021-05-03,21.979999542236328
2021-05-04,21.799999237060547
2021-05-05,22.219999313354492
2021-05-06,22.260000228881836
2021-05-07,22.299999237060547
2021-05-10,22.0
2021-05-11,21.3799991607666
2021-05-12,21.3799991607666
2021-05-13,21.479999542236328
2021-05-14,21.829999923706055
