,APPF
2015-06-26,14.079999923706055
2015-06-29,13.699999809265137
2015-06-30,14.100000381469727
2015-07-01,14.0
2015-07-02,13.75
2015-07-06,13.949999809265137
2015-07-07,14.569999694824219
2015-07-08,14.350000381469727
2015-07-09,14.109999656677246
2015-07-10,14.789999961853027
2015-07-13,16.559999465942383
2015-07-14,15.779999732971191
2015-07-15,17.350000381469727
2015-07-16,17.200000762939453
2015-07-17,16.65999984741211
2015-07-20,17.020000457763672
2015-07-21,14.8100004196167
2015-07-22,14.210000038146973
2015-07-23,14.3149995803833
2015-07-24,14.710000038146973
2015-07-27,14.149999618530273
2015-07-28,14.699999809265137
2015-07-29,14.625
2015-07-30,14.800000190734863
2015-07-31,14.84000015258789
2015-08-03,15.359999656677246
2015-08-04,15.050000190734863
2015-08-05,15.350000381469727
2015-08-06,15.359999656677246
2015-08-07,15.640000343322754
2015-08-10,16.31999969482422
2015-08-11,16.65999984741211
2015-08-12,15.869999885559082
2015-08-13,16.399999618530273
2015-08-14,16.75
2015-08-17,17.43000030517578
2015-08-18,17.889999389648438
2015-08-19,17.690000534057617
2015-08-20,17.18000030517578
2015-08-21,16.920000076293945
2015-08-24,15.579999923706055
2015-08-25,15.779999732971191
2015-08-26,17.010000228881836
2015-08-27,17.0
2015-08-28,16.299999237060547
2015-08-31,16.010000228881836
2015-09-01,15.220000267028809
2015-09-02,15.699999809265137
2015-09-03,16.850000381469727
2015-09-04,17.200000762939453
2015-09-08,16.84000015258789
2015-09-09,17.649999618530273
2015-09-10,17.770000457763672
2015-09-11,18.229999542236328
2015-09-14,17.09000015258789
2015-09-15,17.40999984741211
2015-09-16,17.0
2015-09-17,17.610000610351562
2015-09-18,16.979999542236328
2015-09-21,17.75
2015-09-22,17.469999313354492
2015-09-23,17.40999984741211
2015-09-24,17.790000915527344
2015-09-25,17.510000228881836
2015-09-28,17.6200008392334
2015-09-29,17.100000381469727
2015-09-30,16.850000381469727
2015-10-01,16.969999313354492
2015-10-02,16.770000457763672
2015-10-05,17.299999237060547
2015-10-06,17.540000915527344
2015-10-07,18.299999237060547
2015-10-08,18.5
2015-10-09,19.639999389648438
2015-10-12,19.520000457763672
2015-10-13,19.540000915527344
2015-10-14,18.989999771118164
2015-10-15,19.0
2015-10-16,18.950000762939453
2015-10-19,18.899999618530273
2015-10-20,18.8799991607666
2015-10-21,17.68000030517578
2015-10-22,17.899999618530273
2015-10-23,18.040000915527344
2015-10-26,18.200000762939453
2015-10-27,17.100000381469727
2015-10-28,17.760000228881836
2015-10-29,17.6299991607666
2015-10-30,17.510000228881836
2015-11-02,18.219999313354492
2015-11-03,17.760000228881836
2015-11-04,17.579999923706055
2015-11-05,16.850000381469727
2015-11-06,17.170000076293945
2015-11-09,17.719999313354492
2015-11-10,16.459999084472656
2015-11-11,15.630000114440918
2015-11-12,15.4399995803833
2015-11-13,15.390000343322754
2015-11-16,15.649999618530273
2015-11-17,15.90999984741211
2015-11-18,15.989999771118164
2015-11-19,15.829999923706055
2015-11-20,15.789999961853027
2015-11-23,15.90999984741211
2015-11-24,15.989999771118164
2015-11-25,16.639999389648438
2015-11-27,16.75
2015-11-30,16.389999389648438
2015-12-01,16.65999984741211
2015-12-02,15.960000038146973
2015-12-03,15.569999694824219
2015-12-04,15.670000076293945
2015-12-07,15.640000343322754
2015-12-08,15.460000038146973
2015-12-09,15.510000228881836
2015-12-10,15.489999771118164
2015-12-11,15.350000381469727
2015-12-14,15.369999885559082
2015-12-15,15.430000305175781
2015-12-16,15.40999984741211
2015-12-17,15.289999961853027
2015-12-18,15.25
2015-12-21,15.40999984741211
2015-12-22,15.449999809265137
2015-12-23,16.43000030517578
2015-12-24,16.770000457763672
2015-12-28,16.690000534057617
2015-12-29,15.420000076293945
2015-12-30,14.640000343322754
2015-12-31,14.600000381469727
2016-01-04,13.960000038146973
2016-01-05,13.949999809265137
2016-01-06,13.9399995803833
2016-01-07,13.609999656677246
2016-01-08,13.699999809265137
2016-01-11,13.430000305175781
2016-01-12,13.010000228881836
2016-01-13,12.829999923706055
2016-01-14,13.079999923706055
2016-01-15,13.199999809265137
2016-01-19,13.130000114440918
2016-01-20,13.199999809265137
2016-01-21,13.239999771118164
2016-01-22,13.789999961853027
2016-01-25,13.199999809265137
2016-01-26,13.220000267028809
2016-01-27,13.140000343322754
2016-01-28,13.210000038146973
2016-01-29,13.399999618530273
2016-02-01,13.130000114440918
2016-02-02,13.020000457763672
2016-02-03,13.0600004196167
2016-02-04,13.390000343322754
2016-02-05,13.09000015258789
2016-02-08,13.020000457763672
2016-02-09,12.949999809265137
2016-02-10,12.760000228881836
2016-02-11,12.75
2016-02-12,12.949999809265137
2016-02-16,13.9399995803833
2016-02-17,14.329999923706055
2016-02-18,14.720000267028809
2016-02-19,14.220000267028809
2016-02-22,13.859999656677246
2016-02-23,12.15999984741211
2016-02-24,11.979999542236328
2016-02-25,11.989999771118164
2016-02-26,11.770000457763672
2016-02-29,11.699999809265137
2016-03-01,11.8100004196167
2016-03-02,11.819999694824219
2016-03-03,11.630000114440918
2016-03-04,11.579999923706055
2016-03-07,11.720000267028809
2016-03-08,11.609999656677246
2016-03-09,11.6899995803833
2016-03-10,11.619999885559082
2016-03-11,11.8100004196167
2016-03-14,11.920000076293945
2016-03-15,11.960000038146973
2016-03-16,11.960000038146973
2016-03-17,11.979999542236328
2016-03-18,12.119999885559082
2016-03-21,11.789999961853027
2016-03-22,11.890000343322754
2016-03-23,12.09000015258789
2016-03-24,12.0
2016-03-28,12.119999885559082
2016-03-29,12.229999542236328
2016-03-30,12.229999542236328
2016-03-31,12.239999771118164
2016-04-01,12.1899995803833
2016-04-04,12.1899995803833
2016-04-05,12.15999984741211
2016-04-06,12.180000305175781
2016-04-07,12.220000267028809
2016-04-08,12.300000190734863
2016-04-11,12.300000190734863
2016-04-12,12.369999885559082
2016-04-13,12.369999885559082
2016-04-14,12.350000381469727
2016-04-15,12.3100004196167
2016-04-18,12.640000343322754
2016-04-19,12.970000267028809
2016-04-20,13.020000457763672
2016-04-21,12.949999809265137
2016-04-22,12.869999885559082
2016-04-25,12.600000381469727
2016-04-26,13.100000381469727
2016-04-27,13.149999618530273
2016-04-28,12.779999732971191
2016-04-29,12.539999961853027
2016-05-02,12.6899995803833
2016-05-03,12.359999656677246
2016-05-04,12.300000190734863
2016-05-05,12.220000267028809
2016-05-06,12.40999984741211
2016-05-09,12.350000381469727
2016-05-10,12.5
2016-05-11,12.479999542236328
2016-05-12,12.520000457763672
2016-05-13,12.699999809265137
2016-05-16,12.550000190734863
2016-05-17,12.930000305175781
2016-05-18,13.34000015258789
2016-05-19,13.079999923706055
2016-05-20,13.430000305175781
2016-05-23,13.510000228881836
2016-05-24,13.600000381469727
2016-05-25,13.670000076293945
2016-05-26,13.539999961853027
2016-05-27,13.8100004196167
2016-05-31,14.0
2016-06-01,14.1899995803833
2016-06-02,14.319999694824219
2016-06-03,14.600000381469727
2016-06-06,15.010000228881836
2016-06-07,14.90999984741211
2016-06-08,14.949999809265137
2016-06-09,15.079999923706055
2016-06-10,14.800000190734863
2016-06-13,15.09000015258789
2016-06-14,14.550000190734863
2016-06-15,14.3100004196167
2016-06-16,14.460000038146973
2016-06-17,15.029999732971191
2016-06-20,14.65999984741211
2016-06-21,14.619999885559082
2016-06-22,14.470000267028809
2016-06-23,14.75
2016-06-24,13.979999542236328
2016-06-27,13.460000038146973
2016-06-28,13.670000076293945
2016-06-29,13.920000076293945
2016-06-30,14.460000038146973
2016-07-01,14.5600004196167
2016-07-05,14.329999923706055
2016-07-06,14.270000457763672
2016-07-07,14.3100004196167
2016-07-08,14.619999885559082
2016-07-11,14.619999885559082
2016-07-12,14.979999542236328
2016-07-13,14.920000076293945
2016-07-14,14.8100004196167
2016-07-15,15.0600004196167
2016-07-18,15.170000076293945
2016-07-19,15.350000381469727
2016-07-20,15.1899995803833
2016-07-21,15.270000457763672
2016-07-22,15.239999771118164
2016-07-25,14.970000267028809
2016-07-26,15.380000114440918
2016-07-27,16.1200008392334
2016-07-28,16.06999969482422
2016-07-29,16.079999923706055
2016-08-01,16.149999618530273
2016-08-02,16.110000610351562
2016-08-03,16.690000534057617
2016-08-04,16.649999618530273
2016-08-05,16.799999237060547
2016-08-08,16.93000030517578
2016-08-09,17.989999771118164
2016-08-10,17.979999542236328
2016-08-11,18.190000534057617
2016-08-12,18.190000534057617
2016-08-15,18.149999618530273
2016-08-16,18.229999542236328
2016-08-17,18.239999771118164
2016-08-18,18.280000686645508
2016-08-19,18.190000534057617
2016-08-22,18.290000915527344
2016-08-23,18.31999969482422
2016-08-24,18.420000076293945
2016-08-25,18.5
2016-08-26,18.5
2016-08-29,18.68000030517578
2016-08-30,18.6200008392334
2016-08-31,18.420000076293945
2016-09-01,18.350000381469727
2016-09-02,18.450000762939453
2016-09-06,18.6200008392334
2016-09-07,18.889999389648438
2016-09-08,18.940000534057617
2016-09-09,18.34000015258789
2016-09-12,18.979999542236328
2016-09-13,18.6299991607666
2016-09-14,19.739999771118164
2016-09-15,19.649999618530273
2016-09-16,19.190000534057617
2016-09-19,18.989999771118164
2016-09-20,19.469999313354492
2016-09-21,19.600000381469727
2016-09-22,19.639999389648438
2016-09-23,19.65999984741211
