,APPF
2016-09-26,19.170000076293945
2016-09-27,19.389999389648438
2016-09-28,19.639999389648438
2016-09-29,19.110000610351562
2016-09-30,19.440000534057617
2016-10-03,18.729999542236328
2016-10-04,19.040000915527344
2016-10-05,18.93000030517578
2016-10-06,19.040000915527344
2016-10-07,19.0
2016-10-10,19.049999237060547
2016-10-11,18.780000686645508
2016-10-12,18.860000610351562
2016-10-13,18.68000030517578
2016-10-14,19.020000457763672
2016-10-17,18.899999618530273
2016-10-18,19.010000228881836
2016-10-19,19.139999389648438
2016-10-20,19.079999923706055
2016-10-21,19.06999969482422
2016-10-24,19.200000762939453
2016-10-25,19.049999237060547
2016-10-26,19.09000015258789
2016-10-27,19.0
2016-10-28,19.010000228881836
2016-10-31,19.049999237060547
2016-11-01,19.0
2016-11-02,18.899999618530273
2016-11-03,18.850000381469727
2016-11-04,18.899999618530273
2016-11-07,19.100000381469727
2016-11-08,19.549999237060547
2016-11-09,19.25
2016-11-10,19.700000762939453
2016-11-11,22.0
2016-11-14,21.549999237060547
2016-11-15,21.475000381469727
2016-11-16,21.850000381469727
2016-11-17,21.549999237060547
2016-11-18,21.600000381469727
2016-11-21,21.799999237060547
2016-11-22,22.0
2016-11-23,22.0
2016-11-25,21.5
2016-11-28,22.049999237060547
2016-11-29,21.899999618530273
2016-11-30,21.899999618530273
2016-12-01,21.450000762939453
2016-12-02,21.0
2016-12-05,21.75
2016-12-06,21.899999618530273
2016-12-07,21.850000381469727
2016-12-08,21.950000762939453
2016-12-09,22.200000762939453
2016-12-12,21.899999618530273
2016-12-13,21.950000762939453
2016-12-14,22.100000381469727
2016-12-15,22.25
2016-12-16,22.700000762939453
2016-12-19,22.950000762939453
2016-12-20,23.899999618530273
2016-12-21,24.0
2016-12-22,23.700000762939453
2016-12-23,23.549999237060547
2016-12-27,23.399999618530273
2016-12-28,23.299999237060547
2016-12-29,23.850000381469727
2016-12-30,23.850000381469727
2017-01-03,23.0
2017-01-04,22.5
2017-01-05,22.399999618530273
2017-01-06,22.350000381469727
2017-01-09,22.299999237060547
2017-01-10,22.450000762939453
2017-01-11,22.450000762939453
2017-01-12,22.399999618530273
2017-01-13,22.399999618530273
2017-01-17,21.899999618530273
2017-01-18,22.25
2017-01-19,22.100000381469727
2017-01-20,22.700000762939453
2017-01-23,22.850000381469727
2017-01-24,22.75
2017-01-25,22.950000762939453
2017-01-26,22.899999618530273
2017-01-27,23.149999618530273
2017-01-30,22.899999618530273
2017-01-31,22.649999618530273
2017-02-01,22.899999618530273
2017-02-02,22.75
2017-02-03,23.0
2017-02-06,23.850000381469727
2017-02-07,23.899999618530273
2017-02-08,23.799999237060547
2017-02-09,24.75
2017-02-10,24.0
2017-02-13,24.049999237060547
2017-02-14,24.0
2017-02-15,23.700000762939453
2017-02-16,23.700000762939453
2017-02-17,23.799999237060547
2017-02-21,23.700000762939453
2017-02-22,23.850000381469727
2017-02-23,23.649999618530273
2017-02-24,23.799999237060547
2017-02-27,25.049999237060547
2017-02-28,24.850000381469727
2017-03-01,24.950000762939453
2017-03-02,24.5
2017-03-03,23.950000762939453
2017-03-06,23.75
2017-03-07,23.600000381469727
2017-03-08,24.399999618530273
2017-03-09,24.100000381469727
2017-03-10,24.200000762939453
2017-03-13,24.399999618530273
2017-03-14,24.5
2017-03-15,25.100000381469727
2017-03-16,25.049999237060547
2017-03-17,25.950000762939453
2017-03-20,25.200000762939453
2017-03-21,24.450000762939453
2017-03-22,24.200000762939453
2017-03-23,25.5
2017-03-24,25.700000762939453
2017-03-27,26.0
2017-03-28,26.049999237060547
2017-03-29,26.149999618530273
2017-03-30,27.5
2017-03-31,27.200000762939453
2017-04-03,27.450000762939453
2017-04-04,27.149999618530273
2017-04-05,25.899999618530273
2017-04-06,25.799999237060547
2017-04-07,26.0
2017-04-10,25.700000762939453
2017-04-11,26.0
2017-04-12,25.649999618530273
2017-04-13,25.399999618530273
2017-04-17,25.299999237060547
2017-04-18,25.450000762939453
2017-04-19,25.700000762939453
2017-04-20,25.899999618530273
2017-04-21,26.049999237060547
2017-04-24,26.399999618530273
2017-04-25,26.399999618530273
2017-04-26,26.600000381469727
2017-04-27,27.25
2017-04-28,26.549999237060547
2017-05-01,26.100000381469727
2017-05-02,26.25
2017-05-03,26.100000381469727
2017-05-04,26.0
2017-05-05,26.0
2017-05-08,26.899999618530273
2017-05-09,28.049999237060547
2017-05-10,28.0
2017-05-11,28.25
2017-05-12,28.100000381469727
2017-05-15,28.25
2017-05-16,28.450000762939453
2017-05-17,27.649999618530273
2017-05-18,27.950000762939453
2017-05-19,27.850000381469727
2017-05-22,27.850000381469727
2017-05-23,27.700000762939453
2017-05-24,27.700000762939453
2017-05-25,27.850000381469727
2017-05-26,28.399999618530273
2017-05-30,28.5
2017-05-31,28.649999618530273
2017-06-01,29.899999618530273
2017-06-02,30.950000762939453
2017-06-05,32.0
2017-06-06,31.700000762939453
2017-06-07,31.450000762939453
2017-06-08,31.399999618530273
2017-06-09,31.0
2017-06-12,31.700000762939453
2017-06-13,31.399999618530273
2017-06-14,31.399999618530273
2017-06-15,31.450000762939453
2017-06-16,31.799999237060547
2017-06-19,32.349998474121094
2017-06-20,32.599998474121094
2017-06-21,32.400001525878906
2017-06-22,32.54999923706055
2017-06-23,33.45000076293945
2017-06-26,34.0
2017-06-27,33.29999923706055
2017-06-28,34.150001525878906
2017-06-29,32.45000076293945
2017-06-30,32.599998474121094
2017-07-03,31.450000762939453
2017-07-05,31.799999237060547
2017-07-06,31.549999237060547
2017-07-07,32.150001525878906
2017-07-10,32.724998474121094
2017-07-11,32.5
2017-07-12,32.900001525878906
2017-07-13,33.04999923706055
2017-07-14,33.45000076293945
2017-07-17,34.29999923706055
2017-07-18,34.650001525878906
2017-07-19,34.95000076293945
2017-07-20,35.79999923706055
2017-07-21,35.29999923706055
2017-07-24,35.45000076293945
2017-07-25,35.349998474121094
2017-07-26,35.29999923706055
2017-07-27,35.400001525878906
2017-07-28,35.599998474121094
2017-07-31,34.95000076293945
2017-08-01,35.0
2017-08-02,34.54999923706055
2017-08-03,34.45000076293945
2017-08-04,35.0
2017-08-07,35.25
2017-08-08,37.79999923706055
2017-08-09,36.650001525878906
2017-08-10,35.79999923706055
2017-08-11,36.0
2017-08-14,37.20000076293945
2017-08-15,38.150001525878906
2017-08-16,39.0
2017-08-17,40.04999923706055
2017-08-18,41.099998474121094
2017-08-21,40.650001525878906
2017-08-22,42.20000076293945
2017-08-23,41.70000076293945
2017-08-24,41.79999923706055
2017-08-25,41.79999923706055
2017-08-28,42.0
2017-08-29,41.400001525878906
2017-08-30,42.20000076293945
2017-08-31,42.900001525878906
2017-09-01,43.0
2017-09-05,43.04999923706055
2017-09-06,43.54999923706055
2017-09-07,44.70000076293945
2017-09-08,43.95000076293945
2017-09-11,45.349998474121094
2017-09-12,45.099998474121094
2017-09-13,44.5
2017-09-14,44.29999923706055
2017-09-15,44.70000076293945
2017-09-18,44.900001525878906
2017-09-19,45.0
2017-09-20,45.400001525878906
2017-09-21,46.04999923706055
2017-09-22,46.150001525878906
2017-09-25,46.099998474121094
2017-09-26,46.5
2017-09-27,48.0
2017-09-28,47.04999923706055
2017-09-29,47.95000076293945
2017-10-02,48.79999923706055
2017-10-03,49.54999923706055
2017-10-04,49.54999923706055
2017-10-05,49.849998474121094
2017-10-06,50.29999923706055
2017-10-09,51.099998474121094
2017-10-10,50.900001525878906
2017-10-11,51.650001525878906
2017-10-12,50.79999923706055
2017-10-13,50.70000076293945
2017-10-16,50.900001525878906
2017-10-17,50.400001525878906
2017-10-18,50.0
2017-10-19,49.54999923706055
2017-10-20,49.150001525878906
2017-10-23,48.75
2017-10-24,48.25
2017-10-25,46.79999923706055
2017-10-26,45.75
2017-10-27,46.349998474121094
2017-10-30,45.650001525878906
2017-10-31,45.900001525878906
2017-11-01,45.099998474121094
2017-11-02,45.5
2017-11-03,45.79999923706055
2017-11-06,46.45000076293945
2017-11-07,42.099998474121094
2017-11-08,41.54999923706055
2017-11-09,41.5
2017-11-10,41.900001525878906
2017-11-13,41.849998474121094
2017-11-14,43.400001525878906
2017-11-15,42.5
2017-11-16,43.54999923706055
2017-11-17,43.650001525878906
2017-11-20,44.849998474121094
2017-11-21,44.70000076293945
2017-11-22,43.75
2017-11-24,44.20000076293945
2017-11-27,43.5
2017-11-28,43.849998474121094
2017-11-29,42.599998474121094
2017-11-30,43.150001525878906
2017-12-01,41.849998474121094
2017-12-04,39.849998474121094
2017-12-05,41.04999923706055
2017-12-06,40.650001525878906
2017-12-07,41.349998474121094
2017-12-08,41.54999923706055
2017-12-11,41.650001525878906
2017-12-12,41.099998474121094
2017-12-13,41.79999923706055
2017-12-14,41.0
2017-12-15,42.20000076293945
2017-12-18,42.54999923706055
2017-12-19,42.0
2017-12-20,41.849998474121094
2017-12-21,41.70000076293945
2017-12-22,41.150001525878906
2017-12-26,41.04999923706055
2017-12-27,41.45000076293945
2017-12-28,41.150001525878906
2017-12-29,41.5
2018-01-02,41.20000076293945
2018-01-03,42.150001525878906
2018-01-04,42.5
2018-01-05,42.150001525878906
2018-01-08,42.0
2018-01-09,41.0
2018-01-10,40.650001525878906
2018-01-11,40.95000076293945
2018-01-12,42.54999923706055
2018-01-16,42.0
2018-01-17,42.70000076293945
2018-01-18,42.70000076293945
2018-01-19,44.95000076293945
2018-01-22,44.04999923706055
2018-01-23,45.04999923706055
2018-01-24,43.45000076293945
2018-01-25,43.45000076293945
2018-01-26,43.650001525878906
2018-01-29,43.400001525878906
2018-01-30,42.25
2018-01-31,42.349998474121094
2018-02-01,42.849998474121094
2018-02-02,40.900001525878906
2018-02-05,39.25
2018-02-06,40.099998474121094
2018-02-07,40.099998474121094
2018-02-08,39.04999923706055
2018-02-09,39.79999923706055
2018-02-12,40.599998474121094
2018-02-13,40.45000076293945
2018-02-14,40.900001525878906
2018-02-15,40.849998474121094
2018-02-16,42.5
2018-02-20,42.45000076293945
2018-02-21,43.20000076293945
2018-02-22,43.25
2018-02-23,44.400001525878906
2018-02-26,45.25
2018-02-27,39.900001525878906
2018-02-28,40.099998474121094
2018-03-01,39.900001525878906
2018-03-02,40.25
2018-03-05,40.25
2018-03-06,40.95000076293945
2018-03-07,41.25
2018-03-08,40.79999923706055
2018-03-09,42.0
2018-03-12,41.45000076293945
2018-03-13,41.150001525878906
2018-03-14,41.349998474121094
2018-03-15,41.04999923706055
2018-03-16,41.150001525878906
2018-03-19,40.599998474121094
2018-03-20,42.099998474121094
2018-03-21,41.54999923706055
2018-03-22,40.5
2018-03-23,40.400001525878906
2018-03-26,40.79999923706055
2018-03-27,39.54999923706055
2018-03-28,39.54999923706055
2018-03-29,40.849998474121094
2018-04-02,39.849998474121094
2018-04-03,39.900001525878906
2018-04-04,40.0
2018-04-05,40.849998474121094
2018-04-06,40.75
2018-04-09,41.75
2018-04-10,42.70000076293945
2018-04-11,43.400001525878906
2018-04-12,44.29999923706055
2018-04-13,44.099998474121094
2018-04-16,44.599998474121094
2018-04-17,46.650001525878906
2018-04-18,48.400001525878906
2018-04-19,50.29999923706055
2018-04-20,48.5
2018-04-23,47.900001525878906
2018-04-24,47.400001525878906
2018-04-25,47.599998474121094
2018-04-26,47.45000076293945
2018-04-27,47.75
2018-04-30,47.95000076293945
2018-05-01,49.25
2018-05-02,52.70000076293945
2018-05-03,52.45000076293945
2018-05-04,54.04999923706055
2018-05-07,54.20000076293945
2018-05-08,55.5
2018-05-09,57.099998474121094
2018-05-10,56.849998474121094
2018-05-11,56.849998474121094
2018-05-14,55.95000076293945
2018-05-15,57.04999923706055
2018-05-16,58.29999923706055
2018-05-17,57.599998474121094
2018-05-18,57.79999923706055
2018-05-21,54.25
2018-05-22,54.099998474121094
2018-05-23,54.79999923706055
2018-05-24,55.150001525878906
2018-05-25,56.0
2018-05-29,57.45000076293945
2018-05-30,58.150001525878906
2018-05-31,59.20000076293945
2018-06-01,60.04999923706055
2018-06-04,61.0
2018-06-05,62.75
2018-06-06,62.79999923706055
2018-06-07,59.75
2018-06-08,59.849998474121094
2018-06-11,61.150001525878906
2018-06-12,62.5
2018-06-13,63.349998474121094
2018-06-14,65.3499984741211
2018-06-15,65.25
2018-06-18,66.5
2018-06-19,66.9000015258789
2018-06-20,66.5
2018-06-21,64.25
2018-06-22,63.150001525878906
2018-06-25,62.25
2018-06-26,63.04999923706055
2018-06-27,61.04999923706055
2018-06-28,61.04999923706055
2018-06-29,61.150001525878906
2018-07-02,62.25
2018-07-03,61.75
2018-07-05,62.25
2018-07-06,62.400001525878906
2018-07-09,63.099998474121094
2018-07-10,61.599998474121094
2018-07-11,61.54999923706055
2018-07-12,62.75
2018-07-13,63.0
2018-07-16,62.95000076293945
2018-07-17,65.44999694824219
2018-07-18,64.5
2018-07-19,66.3499984741211
2018-07-20,65.75
2018-07-23,66.69999694824219
2018-07-24,65.5
2018-07-25,66.80000305175781
2018-07-26,67.75
2018-07-27,64.8499984741211
2018-07-30,61.849998474121094
2018-07-31,72.19999694824219
2018-08-01,75.94999694824219
2018-08-02,76.8499984741211
2018-08-03,74.5999984741211
2018-08-06,75.4000015258789
2018-08-07,74.94999694824219
2018-08-08,74.75
2018-08-09,76.19999694824219
2018-08-10,76.30000305175781
2018-08-13,77.19999694824219
2018-08-14,77.80000305175781
2018-08-15,77.5999984741211
2018-08-16,77.80000305175781
2018-08-17,77.1500015258789
2018-08-20,76.44999694824219
2018-08-21,77.5
2018-08-22,78.05000305175781
2018-08-23,78.94999694824219
2018-08-24,80.9000015258789
2018-08-27,82.19999694824219
2018-08-28,81.75
2018-08-29,81.9000015258789
2018-08-30,84.3499984741211
2018-08-31,85.4000015258789
2018-09-04,88.25
2018-09-05,85.9000015258789
2018-09-06,85.55000305175781
2018-09-07,85.9000015258789
2018-09-10,88.9000015258789
2018-09-11,89.0999984741211
2018-09-12,88.3499984741211
2018-09-13,90.8499984741211
2018-09-14,88.8499984741211
2018-09-17,85.9000015258789
2018-09-18,86.69999694824219
2018-09-19,83.80000305175781
2018-09-20,82.75
2018-09-21,80.55000305175781
2018-09-24,81.25
2018-09-25,82.3499984741211
2018-09-26,80.0
2018-09-27,79.5
2018-09-28,78.4000015258789
2018-10-01,76.0199966430664
2018-10-02,74.02999877929688
2018-10-03,74.97000122070312
2018-10-04,72.44999694824219
2018-10-05,71.41999816894531
2018-10-08,67.93000030517578
2018-10-09,67.0
2018-10-10,63.380001068115234
2018-10-11,62.63999938964844
2018-10-12,64.93000030517578
2018-10-15,63.2400016784668
2018-10-16,65.5999984741211
2018-10-17,65.5
2018-10-18,63.349998474121094
2018-10-19,60.06999969482422
2018-10-22,61.0
2018-10-23,60.470001220703125
2018-10-24,57.150001525878906
2018-10-25,59.029998779296875
2018-10-26,58.13999938964844
2018-10-29,59.810001373291016
2018-10-30,54.36000061035156
2018-10-31,57.099998474121094
2018-11-01,58.869998931884766
2018-11-02,57.939998626708984
2018-11-05,57.810001373291016
2018-11-06,58.22999954223633
2018-11-07,60.29999923706055
2018-11-08,59.45000076293945
2018-11-09,59.4900016784668
2018-11-12,57.970001220703125
2018-11-13,57.150001525878906
2018-11-14,57.20000076293945
2018-11-15,58.27000045776367
2018-11-16,57.849998474121094
2018-11-19,55.560001373291016
2018-11-20,55.810001373291016
2018-11-21,57.02000045776367
2018-11-23,56.869998931884766
2018-11-26,58.310001373291016
2018-11-27,57.0
2018-11-28,61.20000076293945
2018-11-29,61.81999969482422
2018-11-30,61.290000915527344
2018-12-03,61.77000045776367
2018-12-04,60.29999923706055
2018-12-06,60.779998779296875
2018-12-07,60.06999969482422
2018-12-10,60.58000183105469
2018-12-11,60.68000030517578
2018-12-12,61.310001373291016
2018-12-13,60.36000061035156
2018-12-14,60.2400016784668
2018-12-17,56.040000915527344
2018-12-18,59.06999969482422
2018-12-19,57.959999084472656
2018-12-20,57.099998474121094
2018-12-21,56.16999816894531
2018-12-24,54.5
2018-12-26,57.189998626708984
2018-12-27,57.86000061035156
2018-12-28,57.66999816894531
2018-12-31,59.220001220703125
2019-01-02,59.040000915527344
2019-01-03,56.33000183105469
2019-01-04,57.16999816894531
2019-01-07,59.290000915527344
2019-01-08,59.65999984741211
2019-01-09,61.630001068115234
2019-01-10,60.59000015258789
2019-01-11,61.2400016784668
2019-01-14,60.06999969482422
2019-01-15,61.34000015258789
2019-01-16,60.77000045776367
2019-01-17,61.45000076293945
2019-01-18,61.88999938964844
2019-01-22,61.2400016784668
2019-01-23,61.900001525878906
2019-01-24,61.9900016784668
2019-01-25,63.369998931884766
2019-01-28,61.209999084472656
2019-01-29,60.189998626708984
2019-01-30,61.13999938964844
2019-01-31,63.310001373291016
2019-02-01,64.1500015258789
2019-02-04,64.0999984741211
2019-02-05,63.689998626708984
2019-02-06,63.13999938964844
2019-02-07,62.369998931884766
2019-02-08,63.689998626708984
2019-02-11,64.30000305175781
2019-02-12,65.0
2019-02-13,65.05999755859375
2019-02-14,65.62999725341797
2019-02-15,67.75
2019-02-19,67.45999908447266
2019-02-20,68.06999969482422
2019-02-21,68.79000091552734
2019-02-22,70.54000091552734
2019-02-25,71.02999877929688
2019-02-26,69.30999755859375
2019-02-27,69.41000366210938
2019-02-28,72.27999877929688
2019-03-01,65.72000122070312
2019-03-04,68.66000366210938
2019-03-05,68.2300033569336
2019-03-06,68.80000305175781
2019-03-07,66.30000305175781
2019-03-08,68.0999984741211
2019-03-11,70.80000305175781
2019-03-12,71.51000213623047
2019-03-13,72.94000244140625
2019-03-14,73.95999908447266
2019-03-15,74.36000061035156
2019-03-18,73.80999755859375
2019-03-19,74.33999633789062
2019-03-20,75.55000305175781
2019-03-21,77.91999816894531
2019-03-22,75.75
2019-03-25,77.63999938964844
2019-03-26,79.47000122070312
2019-03-27,77.0
2019-03-28,78.37000274658203
2019-03-29,79.4000015258789
2019-04-01,78.55999755859375
2019-04-02,80.0999984741211
2019-04-03,81.45999908447266
2019-04-04,80.31999969482422
2019-04-05,81.43000030517578
2019-04-08,81.5199966430664
2019-04-09,81.11000061035156
2019-04-10,81.75
2019-04-11,82.44999694824219
2019-04-12,82.69999694824219
2019-04-15,85.02999877929688
2019-04-16,87.5
2019-04-17,88.0199966430664
2019-04-18,88.77999877929688
2019-04-22,92.87999725341797
2019-04-23,94.87999725341797
2019-04-24,94.55000305175781
2019-04-25,94.56999969482422
2019-04-26,95.80000305175781
2019-04-29,97.01000213623047
2019-04-30,97.11000061035156
2019-05-01,96.23999786376953
2019-05-02,97.04000091552734
2019-05-03,93.76000213623047
