,AMPH
2014-10-06,11.350000381469727
2014-10-07,10.90999984741211
2014-10-08,11.0
2014-10-09,11.020000457763672
2014-10-10,10.9399995803833
2014-10-13,11.029999732971191
2014-10-14,10.989999771118164
2014-10-15,10.489999771118164
2014-10-16,10.970000267028809
2014-10-17,10.390000343322754
2014-10-20,10.3100004196167
2014-10-21,10.220000267028809
2014-10-22,10.170000076293945
2014-10-23,10.09000015258789
2014-10-24,10.069999694824219
2014-10-27,10.140000343322754
2014-10-28,10.210000038146973
2014-10-29,9.960000038146973
2014-10-30,9.9399995803833
2014-10-31,10.140000343322754
2014-11-03,10.0
2014-11-04,10.0
2014-11-05,9.949999809265137
2014-11-06,10.170000076293945
2014-11-07,10.09000015258789
2014-11-10,10.029999732971191
2014-11-11,9.930000305175781
2014-11-12,10.050000190734863
2014-11-13,10.630000114440918
2014-11-14,10.25
2014-11-17,10.319999694824219
2014-11-18,10.369999885559082
2014-11-19,10.210000038146973
2014-11-20,10.479999542236328
2014-11-21,10.5600004196167
2014-11-24,10.600000381469727
2014-11-25,10.619999885559082
2014-11-26,10.609999656677246
2014-11-28,10.430000305175781
2014-12-01,10.880000114440918
2014-12-02,11.0
2014-12-03,11.430000305175781
2014-12-04,11.84000015258789
2014-12-05,12.130000114440918
2014-12-08,12.390000343322754
2014-12-09,12.029999732971191
2014-12-10,11.90999984741211
2014-12-11,11.710000038146973
2014-12-12,11.729999542236328
2014-12-15,11.029999732971191
2014-12-16,11.279999732971191
2014-12-17,11.9399995803833
2014-12-18,11.899999618530273
2014-12-19,12.039999961853027
2014-12-22,12.199999809265137
2014-12-23,11.829999923706055
2014-12-24,11.739999771118164
2014-12-26,11.84000015258789
2014-12-29,11.720000267028809
2014-12-30,11.510000228881836
2014-12-31,11.609999656677246
2015-01-02,11.84000015258789
2015-01-05,11.829999923706055
2015-01-06,11.8100004196167
2015-01-07,12.779999732971191
2015-01-08,12.25
2015-01-09,11.979999542236328
2015-01-12,12.0
2015-01-13,11.850000381469727
2015-01-14,11.989999771118164
2015-01-15,11.3100004196167
2015-01-16,11.920000076293945
2015-01-20,11.899999618530273
2015-01-21,11.699999809265137
2015-01-22,11.729999542236328
2015-01-23,11.770000457763672
2015-01-26,12.239999771118164
2015-01-27,12.470000267028809
2015-01-28,12.210000038146973
2015-01-29,12.510000228881836
2015-01-30,12.130000114440918
2015-02-02,12.489999771118164
2015-02-03,12.369999885559082
2015-02-04,12.800000190734863
2015-02-05,12.899999618530273
2015-02-06,12.75
2015-02-09,13.029999732971191
2015-02-10,12.979999542236328
2015-02-11,12.899999618530273
2015-02-12,12.739999771118164
2015-02-13,12.760000228881836
2015-02-17,12.829999923706055
2015-02-18,12.739999771118164
2015-02-19,12.859999656677246
2015-02-20,12.850000381469727
2015-02-23,13.550000190734863
2015-02-24,13.600000381469727
2015-02-25,13.640000343322754
2015-02-26,13.850000381469727
2015-02-27,14.0
2015-03-02,14.039999961853027
2015-03-03,14.020000457763672
2015-03-04,14.489999771118164
2015-03-05,14.5
2015-03-06,14.779999732971191
2015-03-09,14.970000267028809
2015-03-10,14.989999771118164
2015-03-11,14.859999656677246
2015-03-12,15.460000038146973
2015-03-13,15.510000228881836
2015-03-16,15.270000457763672
2015-03-17,15.149999618530273
2015-03-18,14.819999694824219
2015-03-19,14.4399995803833
2015-03-20,14.739999771118164
2015-03-23,15.359999656677246
2015-03-24,15.329999923706055
2015-03-25,14.420000076293945
2015-03-26,14.949999809265137
2015-03-27,15.430000305175781
2015-03-30,14.960000038146973
2015-03-31,14.960000038146973
2015-04-01,15.020000457763672
2015-04-02,14.949999809265137
2015-04-06,15.050000190734863
2015-04-07,14.850000381469727
2015-04-08,15.09000015258789
2015-04-09,14.989999771118164
2015-04-10,15.34000015258789
2015-04-13,15.239999771118164
2015-04-14,15.220000267028809
2015-04-15,15.279999732971191
2015-04-16,15.3100004196167
2015-04-17,15.109999656677246
2015-04-20,15.100000381469727
2015-04-21,15.210000038146973
2015-04-22,15.079999923706055
2015-04-23,15.289999961853027
2015-04-24,15.25
2015-04-27,15.029999732971191
2015-04-28,14.960000038146973
2015-04-29,15.050000190734863
2015-04-30,14.460000038146973
2015-05-01,14.600000381469727
2015-05-04,14.609999656677246
2015-05-05,14.119999885559082
2015-05-06,13.800000190734863
2015-05-07,13.800000190734863
2015-05-08,13.899999618530273
2015-05-11,14.619999885559082
2015-05-12,14.399999618530273
2015-05-13,15.210000038146973
2015-05-14,15.40999984741211
2015-05-15,15.270000457763672
2015-05-18,15.140000343322754
2015-05-19,14.890000343322754
2015-05-20,14.789999961853027
2015-05-21,14.670000076293945
2015-05-22,14.800000190734863
2015-05-26,14.789999961853027
2015-05-27,15.109999656677246
2015-05-28,15.130000114440918
2015-05-29,15.34000015258789
2015-06-01,15.529999732971191
2015-06-02,15.789999961853027
2015-06-03,16.479999542236328
2015-06-04,16.469999313354492
2015-06-05,16.450000762939453
2015-06-08,16.559999465942383
2015-06-09,16.239999771118164
2015-06-10,16.43000030517578
2015-06-11,16.600000381469727
2015-06-12,16.139999389648438
2015-06-15,16.190000534057617
2015-06-16,16.3700008392334
2015-06-17,16.399999618530273
2015-06-18,17.0
2015-06-19,17.280000686645508
2015-06-22,17.700000762939453
2015-06-23,17.959999084472656
2015-06-24,18.0
2015-06-25,18.190000534057617
2015-06-26,17.899999618530273
2015-06-29,17.329999923706055
2015-06-30,17.579999923706055
2015-07-01,17.5
2015-07-02,17.239999771118164
2015-07-06,17.34000015258789
2015-07-07,17.280000686645508
2015-07-08,17.049999237060547
2015-07-09,17.329999923706055
2015-07-10,17.610000610351562
2015-07-13,17.93000030517578
2015-07-14,17.579999923706055
2015-07-15,17.760000228881836
2015-07-16,17.540000915527344
2015-07-17,17.3799991607666
2015-07-20,17.260000228881836
2015-07-21,17.1299991607666
2015-07-22,17.18000030517578
2015-07-23,17.0
2015-07-24,16.549999237060547
2015-07-27,16.809999465942383
2015-07-28,16.510000228881836
2015-07-29,15.829999923706055
2015-07-30,15.75
2015-07-31,16.260000228881836
2015-08-03,16.229999542236328
2015-08-04,16.09000015258789
2015-08-05,16.170000076293945
2015-08-06,15.399999618530273
2015-08-07,15.069999694824219
2015-08-10,15.479999542236328
2015-08-11,15.319999694824219
2015-08-12,15.220000267028809
2015-08-13,14.920000076293945
2015-08-14,14.640000343322754
2015-08-17,14.8100004196167
2015-08-18,14.609999656677246
2015-08-19,14.109999656677246
2015-08-20,13.880000114440918
2015-08-21,13.789999961853027
2015-08-24,13.020000457763672
2015-08-25,12.640000343322754
2015-08-26,13.529999732971191
2015-08-27,13.8100004196167
2015-08-28,13.390000343322754
2015-08-31,12.869999885559082
2015-09-01,13.279999732971191
2015-09-02,13.59000015258789
2015-09-03,13.220000267028809
2015-09-04,13.329999923706055
2015-09-08,14.359999656677246
2015-09-09,13.789999961853027
2015-09-10,13.770000457763672
2015-09-11,14.529999732971191
2015-09-14,14.399999618530273
2015-09-15,14.4399995803833
2015-09-16,14.109999656677246
2015-09-17,14.40999984741211
2015-09-18,14.729999542236328
2015-09-21,13.859999656677246
2015-09-22,13.210000038146973
2015-09-23,12.850000381469727
2015-09-24,12.420000076293945
2015-09-25,11.399999618530273
2015-09-28,10.970000267028809
2015-09-29,10.779999732971191
2015-09-30,11.6899995803833
2015-10-01,11.529999732971191
2015-10-02,11.6899995803833
2015-10-05,11.59000015258789
2015-10-06,11.270000457763672
2015-10-07,11.520000457763672
2015-10-08,11.449999809265137
2015-10-09,11.390000343322754
2015-10-12,11.460000038146973
2015-10-13,11.020000457763672
2015-10-14,11.119999885559082
2015-10-15,11.609999656677246
2015-10-16,11.899999618530273
2015-10-19,12.220000267028809
2015-10-20,11.600000381469727
2015-10-21,11.350000381469727
2015-10-22,11.020000457763672
2015-10-23,11.609999656677246
2015-10-26,11.34000015258789
2015-10-27,11.3100004196167
2015-10-28,12.140000343322754
2015-10-29,11.75
2015-10-30,11.84000015258789
2015-11-02,12.529999732971191
2015-11-03,12.369999885559082
2015-11-04,12.899999618530273
2015-11-05,12.5600004196167
2015-11-06,12.920000076293945
2015-11-09,12.670000076293945
2015-11-10,12.850000381469727
2015-11-11,12.5600004196167
2015-11-12,12.260000228881836
2015-11-13,13.899999618530273
2015-11-16,13.800000190734863
2015-11-17,14.180000305175781
2015-11-18,14.75
2015-11-19,14.390000343322754
2015-11-20,14.300000190734863
2015-11-23,14.289999961853027
2015-11-24,14.300000190734863
2015-11-25,14.850000381469727
2015-11-27,15.470000267028809
2015-11-30,15.350000381469727
2015-12-01,15.489999771118164
2015-12-02,15.359999656677246
2015-12-03,15.170000076293945
2015-12-04,14.920000076293945
2015-12-07,14.529999732971191
2015-12-08,14.470000267028809
2015-12-09,14.279999732971191
2015-12-10,14.3100004196167
2015-12-11,14.069999694824219
2015-12-14,14.3100004196167
2015-12-15,14.300000190734863
2015-12-16,14.319999694824219
2015-12-17,14.1899995803833
2015-12-18,14.199999809265137
2015-12-21,14.319999694824219
2015-12-22,14.40999984741211
2015-12-23,14.460000038146973
2015-12-24,14.289999961853027
2015-12-28,14.170000076293945
2015-12-29,14.300000190734863
2015-12-30,14.329999923706055
2015-12-31,14.229999542236328
2016-01-04,13.699999809265137
2016-01-05,13.890000343322754
2016-01-06,13.890000343322754
2016-01-07,13.199999809265137
2016-01-08,12.930000305175781
2016-01-11,12.279999732971191
2016-01-12,12.430000305175781
2016-01-13,12.260000228881836
2016-01-14,12.489999771118164
2016-01-15,12.289999961853027
2016-01-19,12.020000457763672
2016-01-20,12.520000457763672
2016-01-21,12.270000457763672
2016-01-22,12.25
2016-01-25,12.119999885559082
2016-01-26,12.0
2016-01-27,11.770000457763672
2016-01-28,11.890000343322754
2016-01-29,12.050000190734863
2016-02-01,11.949999809265137
2016-02-02,11.5600004196167
2016-02-03,11.390000343322754
2016-02-04,11.020000457763672
2016-02-05,11.050000190734863
2016-02-08,11.010000228881836
2016-02-09,11.029999732971191
2016-02-10,11.15999984741211
2016-02-11,11.0
2016-02-12,11.149999618530273
2016-02-16,11.109999656677246
2016-02-17,11.489999771118164
2016-02-18,11.180000305175781
2016-02-19,11.359999656677246
2016-02-22,11.460000038146973
2016-02-23,11.109999656677246
2016-02-24,11.199999809265137
2016-02-25,11.140000343322754
2016-02-26,11.170000076293945
2016-02-29,10.529999732971191
2016-03-01,11.199999809265137
2016-03-02,11.399999618530273
2016-03-03,11.100000381469727
2016-03-04,11.260000228881836
2016-03-07,11.579999923706055
2016-03-08,11.149999618530273
2016-03-09,11.239999771118164
2016-03-10,11.130000114440918
2016-03-11,11.369999885559082
2016-03-14,11.710000038146973
2016-03-15,12.720000267028809
2016-03-16,12.140000343322754
2016-03-17,11.329999923706055
2016-03-18,11.640000343322754
2016-03-21,11.9399995803833
2016-03-22,12.289999961853027
2016-03-23,11.920000076293945
2016-03-24,11.960000038146973
2016-03-28,11.609999656677246
2016-03-29,12.229999542236328
2016-03-30,11.930000305175781
2016-03-31,12.0
2016-04-01,12.699999809265137
2016-04-04,12.890000343322754
2016-04-05,12.520000457763672
2016-04-06,13.029999732971191
2016-04-07,12.920000076293945
2016-04-08,12.760000228881836
2016-04-11,12.4399995803833
2016-04-12,12.569999694824219
2016-04-13,12.75
2016-04-14,12.65999984741211
2016-04-15,12.720000267028809
2016-04-18,12.949999809265137
2016-04-19,12.890000343322754
2016-04-20,12.920000076293945
2016-04-21,13.050000190734863
2016-04-22,13.109999656677246
2016-04-25,12.760000228881836
2016-04-26,12.770000457763672
2016-04-27,12.5
2016-04-28,12.5600004196167
2016-04-29,12.300000190734863
2016-05-02,12.289999961853027
2016-05-03,12.25
2016-05-04,11.930000305175781
2016-05-05,11.819999694824219
2016-05-06,11.720000267028809
2016-05-09,11.850000381469727
2016-05-10,12.989999771118164
2016-05-11,12.819999694824219
2016-05-12,12.550000190734863
2016-05-13,12.979999542236328
2016-05-16,13.460000038146973
2016-05-17,13.65999984741211
2016-05-18,14.0600004196167
2016-05-19,14.279999732971191
2016-05-20,15.430000305175781
2016-05-23,15.0600004196167
2016-05-24,15.479999542236328
2016-05-25,15.489999771118164
2016-05-26,15.4399995803833
2016-05-27,15.75
2016-05-31,15.729999542236328
2016-06-01,15.850000381469727
2016-06-02,16.0
2016-06-03,15.779999732971191
2016-06-06,16.06999969482422
2016-06-07,16.209999084472656
2016-06-08,16.209999084472656
2016-06-09,16.43000030517578
2016-06-10,16.1299991607666
2016-06-13,15.9399995803833
2016-06-14,15.729999542236328
2016-06-15,15.760000228881836
2016-06-16,15.430000305175781
2016-06-17,15.0
2016-06-20,14.8100004196167
2016-06-21,15.15999984741211
2016-06-22,15.59000015258789
2016-06-23,16.149999618530273
2016-06-24,15.609999656677246
2016-06-27,15.510000228881836
2016-06-28,16.6299991607666
2016-06-29,16.079999923706055
2016-06-30,16.1200008392334
2016-07-01,16.280000686645508
2016-07-05,16.329999923706055
2016-07-06,16.700000762939453
2016-07-07,16.65999984741211
2016-07-08,16.799999237060547
2016-07-11,16.940000534057617
2016-07-12,17.34000015258789
2016-07-13,17.34000015258789
2016-07-14,17.459999084472656
2016-07-15,17.43000030517578
2016-07-18,17.450000762939453
2016-07-19,17.059999465942383
2016-07-20,17.469999313354492
2016-07-21,17.5
2016-07-22,17.239999771118164
2016-07-25,16.56999969482422
2016-07-26,16.56999969482422
2016-07-27,16.56999969482422
2016-07-28,16.270000457763672
2016-07-29,16.18000030517578
2016-08-01,16.290000915527344
2016-08-02,16.170000076293945
2016-08-03,16.290000915527344
2016-08-04,16.219999313354492
2016-08-05,15.970000267028809
2016-08-08,16.020000457763672
2016-08-09,17.950000762939453
2016-08-10,18.170000076293945
2016-08-11,18.65999984741211
2016-08-12,18.100000381469727
2016-08-15,18.3799991607666
2016-08-16,18.34000015258789
2016-08-17,19.0
2016-08-18,19.510000228881836
2016-08-19,19.469999313354492
2016-08-22,20.010000228881836
2016-08-23,20.40999984741211
2016-08-24,19.299999237060547
2016-08-25,19.219999313354492
2016-08-26,19.440000534057617
2016-08-29,19.350000381469727
2016-08-30,19.450000762939453
2016-08-31,19.0
2016-09-01,18.989999771118164
2016-09-02,18.559999465942383
2016-09-06,18.90999984741211
2016-09-07,19.030000686645508
2016-09-08,18.860000610351562
2016-09-09,18.149999618530273
2016-09-12,18.399999618530273
2016-09-13,17.90999984741211
2016-09-14,18.229999542236328
2016-09-15,18.670000076293945
2016-09-16,19.15999984741211
2016-09-19,19.0
2016-09-20,21.260000228881836
2016-09-21,20.899999618530273
2016-09-22,19.75
2016-09-23,20.06999969482422
2016-09-26,19.579999923706055
2016-09-27,19.90999984741211
2016-09-28,19.56999969482422
2016-09-29,18.84000015258789
2016-09-30,18.969999313354492
2016-10-03,19.34000015258789
2016-10-04,19.610000610351562
2016-10-05,19.8700008392334
2016-10-06,19.100000381469727
2016-10-07,19.489999771118164
2016-10-10,19.690000534057617
2016-10-11,19.170000076293945
2016-10-12,18.43000030517578
2016-10-13,18.34000015258789
2016-10-14,18.0
2016-10-17,18.040000915527344
2016-10-18,18.149999618530273
2016-10-19,18.100000381469727
2016-10-20,18.450000762939453
2016-10-21,18.59000015258789
2016-10-24,18.479999542236328
2016-10-25,18.479999542236328
2016-10-26,18.18000030517578
2016-10-27,18.399999618530273
2016-10-28,17.889999389648438
2016-10-31,18.139999389648438
2016-11-01,18.469999313354492
2016-11-02,18.260000228881836
2016-11-03,16.989999771118164
2016-11-04,17.34000015258789
2016-11-07,17.950000762939453
2016-11-08,17.6299991607666
2016-11-09,20.510000228881836
2016-11-10,20.40999984741211
2016-11-11,20.93000030517578
2016-11-14,20.520000457763672
2016-11-15,21.010000228881836
2016-11-16,21.229999542236328
2016-11-17,21.549999237060547
2016-11-18,21.209999084472656
2016-11-21,20.110000610351562
2016-11-22,19.860000610351562
2016-11-23,20.649999618530273
2016-11-25,20.639999389648438
2016-11-28,20.350000381469727
2016-11-29,20.329999923706055
2016-11-30,20.270000457763672
2016-12-01,19.670000076293945
2016-12-02,20.190000534057617
2016-12-05,20.770000457763672
2016-12-06,20.8799991607666
2016-12-07,19.649999618530273
2016-12-08,19.959999084472656
2016-12-09,19.729999542236328
2016-12-12,19.65999984741211
2016-12-13,19.889999389648438
2016-12-14,19.8799991607666
2016-12-15,20.6200008392334
2016-12-16,21.0
2016-12-19,20.299999237060547
2016-12-20,20.690000534057617
2016-12-21,20.190000534057617
2016-12-22,20.059999465942383
2016-12-23,20.43000030517578
2016-12-27,18.56999969482422
2016-12-28,18.530000686645508
2016-12-29,18.3799991607666
2016-12-30,18.420000076293945
2017-01-03,18.5
2017-01-04,19.389999389648438
2017-01-05,18.700000762939453
2017-01-06,18.299999237060547
2017-01-09,18.610000610351562
2017-01-10,18.15999984741211
2017-01-11,17.25
2017-01-12,17.329999923706055
2017-01-13,17.149999618530273
2017-01-17,16.510000228881836
2017-01-18,16.559999465942383
2017-01-19,16.010000228881836
2017-01-20,15.84000015258789
2017-01-23,15.770000457763672
2017-01-24,15.649999618530273
2017-01-25,15.920000076293945
2017-01-26,15.529999732971191
2017-01-27,15.579999923706055
2017-01-30,15.210000038146973
2017-01-31,15.75
2017-02-01,16.020000457763672
2017-02-02,15.84000015258789
2017-02-03,16.1200008392334
2017-02-06,16.0
2017-02-07,15.8100004196167
2017-02-08,16.6200008392334
2017-02-09,16.65999984741211
2017-02-10,16.719999313354492
2017-02-13,17.200000762939453
2017-02-14,17.510000228881836
2017-02-15,18.0
2017-02-16,18.0
2017-02-17,18.399999618530273
2017-02-21,14.199999809265137
2017-02-22,14.119999885559082
2017-02-23,14.8100004196167
2017-02-24,15.1899995803833
2017-02-27,15.720000267028809
2017-02-28,15.470000267028809
2017-03-01,15.529999732971191
2017-03-02,15.140000343322754
2017-03-03,15.029999732971191
2017-03-06,14.869999885559082
2017-03-07,14.970000267028809
2017-03-08,14.829999923706055
2017-03-09,14.640000343322754
2017-03-10,14.619999885559082
2017-03-13,14.739999771118164
2017-03-14,12.199999809265137
2017-03-15,13.430000305175781
2017-03-16,13.350000381469727
2017-03-17,13.75
2017-03-20,14.270000457763672
2017-03-21,13.510000228881836
2017-03-22,13.600000381469727
2017-03-23,13.710000038146973
2017-03-24,13.760000228881836
2017-03-27,14.270000457763672
2017-03-28,14.630000114440918
2017-03-29,14.6899995803833
2017-03-30,14.729999542236328
2017-03-31,14.5
2017-04-03,14.170000076293945
2017-04-04,14.300000190734863
2017-04-05,14.199999809265137
2017-04-06,14.369999885559082
2017-04-07,14.619999885559082
2017-04-10,14.5600004196167
2017-04-11,14.65999984741211
2017-04-12,14.760000228881836
2017-04-13,14.800000190734863
2017-04-17,14.880000114440918
2017-04-18,14.539999961853027
2017-04-19,14.510000228881836
2017-04-20,14.649999618530273
2017-04-21,14.739999771118164
2017-04-24,14.869999885559082
2017-04-25,15.0
2017-04-26,15.319999694824219
2017-04-27,15.15999984741211
2017-04-28,15.100000381469727
2017-05-01,15.210000038146973
2017-05-02,15.350000381469727
2017-05-03,14.920000076293945
2017-05-04,15.140000343322754
2017-05-05,15.0
2017-05-08,14.9399995803833
2017-05-09,14.729999542236328
2017-05-10,15.109999656677246
2017-05-11,15.869999885559082
2017-05-12,16.219999313354492
2017-05-15,15.800000190734863
2017-05-16,15.789999961853027
2017-05-17,15.329999923706055
2017-05-18,15.550000190734863
2017-05-19,15.449999809265137
2017-05-22,15.539999961853027
2017-05-23,15.5600004196167
2017-05-24,15.5
2017-05-25,15.470000267028809
2017-05-26,16.969999313354492
2017-05-30,17.06999969482422
2017-05-31,17.06999969482422
2017-06-01,17.09000015258789
2017-06-02,17.139999389648438
2017-06-05,17.059999465942383
2017-06-06,16.920000076293945
2017-06-07,16.950000762939453
2017-06-08,17.110000610351562
2017-06-09,16.84000015258789
2017-06-12,16.600000381469727
2017-06-13,16.489999771118164
2017-06-14,16.219999313354492
2017-06-15,16.18000030517578
2017-06-16,16.6200008392334
2017-06-19,16.93000030517578
2017-06-20,17.139999389648438
2017-06-21,17.479999542236328
2017-06-22,17.649999618530273
2017-06-23,17.790000915527344
2017-06-26,17.739999771118164
2017-06-27,17.260000228881836
2017-06-28,17.68000030517578
2017-06-29,17.600000381469727
2017-06-30,17.860000610351562
2017-07-03,17.93000030517578
2017-07-05,17.950000762939453
2017-07-06,17.90999984741211
2017-07-07,18.100000381469727
2017-07-10,17.6200008392334
2017-07-11,17.860000610351562
2017-07-12,17.850000381469727
2017-07-13,17.84000015258789
2017-07-14,17.81999969482422
2017-07-17,17.950000762939453
2017-07-18,17.8700008392334
2017-07-19,17.739999771118164
2017-07-20,17.920000076293945
2017-07-21,18.450000762939453
2017-07-24,17.75
2017-07-25,17.709999084472656
2017-07-26,17.6200008392334
2017-07-27,17.290000915527344
2017-07-28,17.559999465942383
2017-07-31,17.280000686645508
2017-08-01,16.670000076293945
2017-08-02,16.059999465942383
2017-08-03,15.720000267028809
2017-08-04,15.979999542236328
2017-08-07,15.9399995803833
2017-08-08,15.640000343322754
2017-08-09,15.539999961853027
2017-08-10,15.270000457763672
2017-08-11,14.890000343322754
2017-08-14,14.760000228881836
2017-08-15,14.800000190734863
2017-08-16,14.890000343322754
2017-08-17,14.729999542236328
2017-08-18,15.220000267028809
2017-08-21,15.069999694824219
2017-08-22,15.489999771118164
2017-08-23,15.4399995803833
2017-08-24,15.430000305175781
2017-08-25,15.550000190734863
2017-08-28,15.680000305175781
2017-08-29,15.729999542236328
2017-08-30,15.479999542236328
2017-08-31,16.010000228881836
2017-09-01,15.880000114440918
2017-09-05,15.729999542236328
2017-09-06,15.649999618530273
2017-09-07,15.539999961853027
2017-09-08,15.680000305175781
2017-09-11,15.789999961853027
2017-09-12,15.770000457763672
2017-09-13,15.6899995803833
2017-09-14,15.779999732971191
2017-09-15,15.729999542236328
2017-09-18,15.779999732971191
2017-09-19,15.65999984741211
2017-09-20,15.640000343322754
2017-09-21,16.399999618530273
2017-09-22,16.100000381469727
2017-09-25,16.270000457763672
2017-09-26,17.479999542236328
2017-09-27,17.989999771118164
2017-09-28,17.889999389648438
2017-09-29,17.8700008392334
2017-10-02,18.690000534057617
2017-10-03,18.549999237060547
2017-10-04,18.489999771118164
2017-10-05,18.959999084472656
2017-10-06,18.940000534057617
2017-10-09,18.700000762939453
2017-10-10,18.700000762939453
2017-10-11,18.860000610351562
2017-10-12,18.709999084472656
2017-10-13,18.670000076293945
2017-10-16,18.739999771118164
2017-10-17,18.479999542236328
2017-10-18,18.540000915527344
2017-10-19,18.450000762939453
2017-10-20,18.5
2017-10-23,18.260000228881836
2017-10-24,18.25
2017-10-25,18.18000030517578
2017-10-26,18.40999984741211
2017-10-27,18.40999984741211
2017-10-30,18.149999618530273
2017-10-31,18.06999969482422
2017-11-01,18.43000030517578
2017-11-02,18.520000457763672
2017-11-03,19.1200008392334
2017-11-06,17.969999313354492
2017-11-07,17.889999389648438
2017-11-08,17.809999465942383
2017-11-09,18.809999465942383
2017-11-10,18.549999237060547
2017-11-13,17.860000610351562
2017-11-14,17.760000228881836
2017-11-15,17.860000610351562
2017-11-16,18.149999618530273
2017-11-17,18.3799991607666
2017-11-20,18.329999923706055
2017-11-21,18.8799991607666
2017-11-22,18.899999618530273
2017-11-24,18.299999237060547
2017-11-27,18.030000686645508
2017-11-28,18.190000534057617
2017-11-29,19.079999923706055
2017-11-30,19.59000015258789
2017-12-01,19.18000030517578
2017-12-04,18.889999389648438
2017-12-05,18.68000030517578
2017-12-06,18.329999923706055
2017-12-07,18.31999969482422
2017-12-08,18.459999084472656
2017-12-11,18.600000381469727
2017-12-12,19.260000228881836
2017-12-13,19.209999084472656
2017-12-14,18.729999542236328
2017-12-15,19.299999237060547
2017-12-18,19.520000457763672
2017-12-19,19.18000030517578
2017-12-20,19.309999465942383
2017-12-21,19.5
2017-12-22,19.3700008392334
2017-12-26,19.639999389648438
2017-12-27,19.75
2017-12-28,19.739999771118164
2017-12-29,19.239999771118164
2018-01-02,19.170000076293945
2018-01-03,18.770000457763672
2018-01-04,18.280000686645508
2018-01-05,18.059999465942383
2018-01-08,18.030000686645508
2018-01-09,17.920000076293945
2018-01-10,17.81999969482422
2018-01-11,18.15999984741211
2018-01-12,18.559999465942383
2018-01-16,18.780000686645508
2018-01-17,19.450000762939453
2018-01-18,19.459999084472656
2018-01-19,19.3700008392334
2018-01-22,19.3700008392334
2018-01-23,19.389999389648438
2018-01-24,19.31999969482422
2018-01-25,19.399999618530273
2018-01-26,19.579999923706055
2018-01-29,19.59000015258789
2018-01-30,18.920000076293945
2018-01-31,18.639999389648438
2018-02-01,18.940000534057617
2018-02-02,18.3700008392334
2018-02-05,17.229999542236328
2018-02-06,17.540000915527344
2018-02-07,17.940000534057617
2018-02-08,17.850000381469727
2018-02-09,18.399999618530273
2018-02-12,18.5
2018-02-13,18.40999984741211
2018-02-14,18.760000228881836
2018-02-15,19.030000686645508
2018-02-16,18.780000686645508
2018-02-20,18.420000076293945
2018-02-21,18.729999542236328
2018-02-22,18.84000015258789
2018-02-23,19.200000762939453
2018-02-26,19.18000030517578
2018-02-27,19.040000915527344
2018-02-28,18.360000610351562
2018-03-01,18.059999465942383
2018-03-02,18.34000015258789
2018-03-05,18.1299991607666
2018-03-06,17.93000030517578
2018-03-07,18.299999237060547
2018-03-08,18.799999237060547
2018-03-09,19.139999389648438
2018-03-12,19.579999923706055
2018-03-13,20.350000381469727
2018-03-14,20.239999771118164
2018-03-15,19.790000915527344
2018-03-16,19.90999984741211
2018-03-19,19.56999969482422
2018-03-20,19.440000534057617
2018-03-21,19.510000228881836
2018-03-22,19.1200008392334
2018-03-23,18.610000610351562
2018-03-26,18.610000610351562
2018-03-27,18.469999313354492
2018-03-28,18.469999313354492
2018-03-29,18.75
2018-04-02,18.239999771118164
2018-04-03,18.639999389648438
