,COGT
2019-01-08,18.040000915527344
2019-01-09,17.84000015258789
2019-01-10,17.799999237060547
2019-01-11,17.920000076293945
2019-01-14,18.200000762939453
2019-01-15,19.719999313354492
2019-01-16,17.239999771118164
2019-01-17,17.0
2019-01-18,16.520000457763672
2019-01-22,16.15999984741211
2019-01-23,15.039999961853027
2019-01-24,15.399999618530273
2019-01-25,15.680000305175781
2019-01-28,15.15999984741211
2019-01-29,15.600000381469727
2019-01-30,15.84000015258789
2019-01-31,17.280000686645508
2019-02-01,17.600000381469727
2019-02-04,17.200000762939453
2019-02-05,16.920000076293945
2019-02-06,16.719999313354492
2019-02-07,16.68000030517578
2019-02-08,16.920000076293945
2019-02-11,17.399999618530273
2019-02-12,17.360000610351562
2019-02-13,17.239999771118164
2019-02-14,17.040000915527344
2019-02-15,17.239999771118164
2019-02-19,17.200000762939453
2019-02-20,16.559999465942383
2019-02-21,16.15999984741211
2019-02-22,16.959999084472656
2019-02-25,17.15999984741211
2019-02-26,17.0
2019-02-27,17.68000030517578
2019-02-28,17.0
2019-03-01,17.440000534057617
2019-03-04,17.719999313354492
2019-03-05,18.0
2019-03-06,17.360000610351562
2019-03-07,16.760000228881836
2019-03-08,16.520000457763672
2019-03-11,16.479999542236328
2019-03-12,16.68000030517578
2019-03-13,16.639999389648438
2019-03-14,16.399999618530273
2019-03-15,17.0
2019-03-18,17.280000686645508
2019-03-19,18.559999465942383
2019-03-20,18.600000381469727
2019-03-21,18.0
2019-03-22,17.600000381469727
2019-03-25,16.200000762939453
2019-03-26,16.239999771118164
2019-03-27,16.239999771118164
2019-03-28,17.639999389648438
2019-03-29,17.559999465942383
2019-04-01,17.600000381469727
2019-04-02,17.1200008392334
2019-04-03,17.479999542236328
2019-04-04,16.399999618530273
2019-04-05,17.360000610351562
2019-04-08,17.84000015258789
2019-04-09,16.719999313354492
2019-04-10,16.600000381469727
2019-04-11,16.1200008392334
2019-04-12,15.640000343322754
2019-04-15,15.479999542236328
2019-04-16,15.079999923706055
2019-04-17,14.239999771118164
2019-04-18,14.399999618530273
2019-04-22,14.319999694824219
2019-04-23,14.479999542236328
2019-04-24,14.079999923706055
2019-04-25,14.039999961853027
2019-04-26,14.239999771118164
2019-04-29,14.4399995803833
2019-04-30,12.960000038146973
2019-05-01,13.039999961853027
2019-05-02,13.119999885559082
2019-05-03,13.399999618530273
2019-05-06,13.680000305175781
2019-05-07,13.0
2019-05-08,13.239999771118164
2019-05-09,13.479999542236328
2019-05-10,13.720000267028809
2019-05-13,12.84000015258789
2019-05-14,12.640000343322754
2019-05-15,13.039999961853027
2019-05-16,13.800000190734863
2019-05-17,13.520000457763672
2019-05-20,13.84000015258789
2019-05-21,13.720000267028809
2019-05-22,13.920000076293945
2019-05-23,13.239999771118164
2019-05-24,13.15999984741211
2019-05-28,13.079999923706055
2019-05-29,13.359999656677246
2019-05-30,13.680000305175781
2019-05-31,12.479999542236328
2019-06-03,13.920000076293945
2019-06-04,13.600000381469727
2019-06-05,13.15999984741211
2019-06-06,13.279999732971191
2019-06-07,11.680000305175781
2019-06-10,12.4399995803833
2019-06-11,10.960000038146973
2019-06-12,10.84000015258789
2019-06-13,11.319999694824219
2019-06-14,9.720000267028809
2019-06-17,10.359999656677246
2019-06-18,10.800000190734863
2019-06-19,10.119999885559082
2019-06-20,9.800000190734863
2019-06-21,9.5600004196167
2019-06-24,9.760000228881836
2019-06-25,9.279999732971191
2019-06-26,8.960000038146973
2019-06-27,8.760000228881836
2019-06-28,10.479999542236328
2019-07-01,9.640000343322754
2019-07-02,8.760000228881836
2019-07-03,8.920000076293945
2019-07-05,9.600000381469727
2019-07-08,9.920000076293945
2019-07-09,10.0
2019-07-10,9.600000381469727
2019-07-11,9.399999618530273
2019-07-12,9.079999923706055
2019-07-15,9.119999885559082
2019-07-16,10.520000457763672
2019-07-17,10.520000457763672
2019-07-18,10.5600004196167
2019-07-19,10.4399995803833
2019-07-22,10.0
2019-07-23,9.359999656677246
2019-07-24,8.960000038146973
2019-07-25,8.479999542236328
2019-07-26,8.199999809265137
2019-07-29,8.0
2019-07-30,8.0
2019-07-31,7.920000076293945
2019-08-01,9.319999694824219
2019-08-02,8.15999984741211
2019-08-05,7.71999979019165
2019-08-06,7.71999979019165
2019-08-07,7.400000095367432
2019-08-08,7.199999809265137
2019-08-09,7.320000171661377
2019-08-12,7.159999847412109
2019-08-13,7.639999866485596
2019-08-14,7.239999771118164
2019-08-15,7.0
2019-08-16,8.0
2019-08-19,8.359999656677246
2019-08-20,8.239999771118164
2019-08-21,8.199999809265137
2019-08-22,7.960000038146973
2019-08-23,6.840000152587891
2019-08-26,7.199999809265137
2019-08-27,7.199999809265137
2019-08-28,7.400000095367432
2019-08-29,7.599999904632568
2019-08-30,7.679999828338623
2019-09-03,6.960000038146973
2019-09-04,6.760000228881836
2019-09-05,7.400000095367432
2019-09-06,8.039999961853027
2019-09-09,7.400000095367432
2019-09-10,8.0
2019-09-11,7.980000019073486
2019-09-12,8.079999923706055
2019-09-13,7.880000114440918
2019-09-16,8.279999732971191
2019-09-17,8.0
2019-09-18,8.0
2019-09-19,7.679999828338623
2019-09-20,7.239999771118164
2019-09-23,6.599999904632568
2019-09-24,6.960000038146973
2019-09-25,6.800000190734863
2019-09-26,6.519999980926514
2019-09-27,6.360000133514404
2019-09-30,5.760000228881836
2019-10-01,5.639999866485596
2019-10-02,5.440000057220459
2019-10-03,5.760000228881836
2019-10-04,5.880000114440918
2019-10-07,5.599999904632568
2019-10-08,5.400000095367432
2019-10-09,5.400000095367432
2019-10-10,5.840000152587891
2019-10-11,5.599999904632568
2019-10-14,5.920000076293945
2019-10-15,6.320000171661377
2019-10-16,6.760000228881836
2019-10-17,6.599999904632568
2019-10-18,5.960000038146973
2019-10-21,5.639999866485596
2019-10-22,5.28000020980835
2019-10-23,5.599999904632568
2019-10-24,5.0
2019-10-25,5.199999809265137
2019-10-28,5.400000095367432
2019-10-29,5.199999809265137
2019-10-30,5.440000057220459
2019-10-31,5.239999771118164
2019-11-01,5.400000095367432
2019-11-04,5.71999979019165
2019-11-05,5.159999847412109
2019-11-06,4.960000038146973
2019-11-07,5.0
2019-11-08,5.039999961853027
2019-11-11,4.71999979019165
2019-11-12,4.400000095367432
2019-11-13,4.239999771118164
2019-11-14,4.039999961853027
2019-11-15,3.180000066757202
2019-11-18,2.9600000381469727
2019-11-19,2.759999990463257
2019-11-20,2.6679999828338623
2019-11-21,2.5199999809265137
2019-11-22,2.359999895095825
2019-11-25,2.4000000953674316
2019-11-26,2.5239999294281006
2019-11-27,2.9200000762939453
2019-11-29,2.944000005722046
2019-12-02,2.815999984741211
2019-12-03,2.936000108718872
2019-12-04,2.7639999389648438
2019-12-05,2.684000015258789
2019-12-06,2.747999906539917
2019-12-09,2.4079999923706055
2019-12-10,2.1600000858306885
2019-12-11,2.0399999618530273
2019-12-12,2.259999990463257
2019-12-13,2.131999969482422
2019-12-16,2.240000009536743
2019-12-17,2.359999895095825
2019-12-18,2.5199999809265137
2019-12-19,2.6440000534057617
2019-12-20,2.7200000286102295
2019-12-23,3.072000026702881
2019-12-24,3.119999885559082
2019-12-26,2.940000057220459
2019-12-27,2.9639999866485596
2019-12-30,2.8359999656677246
2019-12-31,2.880000114440918
2020-01-02,2.888000011444092
2020-01-03,2.8519999980926514
2020-01-06,3.0959999561309814
2020-01-07,3.259999990463257
2020-01-08,3.119999885559082
2020-01-09,3.7279999256134033
2020-01-10,3.880000114440918
2020-01-13,3.4760000705718994
2020-01-14,3.436000108718872
2020-01-15,3.7200000286102295
2020-01-16,3.859999895095825
2020-01-17,3.7960000038146973
2020-01-21,4.211999893188477
2020-01-22,4.760000228881836
2020-01-23,4.559999942779541
2020-01-24,4.239999771118164
2020-01-27,3.9200000762939453
2020-01-28,3.799999952316284
2020-01-29,3.3959999084472656
2020-01-30,3.0
2020-01-31,2.9200000762939453
2020-02-03,3.01200008392334
2020-02-04,3.124000072479248
2020-02-05,3.24399995803833
2020-02-06,3.3519999980926514
2020-02-07,3.111999988555908
2020-02-10,3.200000047683716
2020-02-11,3.200000047683716
2020-02-12,3.299999952316284
2020-02-13,3.2799999713897705
2020-02-14,3.2200000286102295
2020-02-18,3.072000026702881
2020-02-19,3.0959999561309814
2020-02-20,3.1480000019073486
2020-02-21,3.0759999752044678
2020-02-24,2.8440001010894775
2020-02-25,2.5799999237060547
2020-02-26,2.7279999256134033
2020-02-27,2.6480000019073486
2020-02-28,2.680000066757202
2020-03-02,2.2039999961853027
2020-03-03,2.119999885559082
2020-03-04,1.9759999513626099
2020-03-05,2.191999912261963
2020-03-06,2.119999885559082
2020-03-09,1.940000057220459
2020-03-10,1.7599999904632568
2020-03-11,1.496000051498413
2020-03-12,1.3600000143051147
2020-03-13,1.2920000553131104
2020-03-16,1.2799999713897705
2020-03-17,1.559999942779541
2020-03-18,1.3200000524520874
2020-03-19,1.440000057220459
2020-03-20,1.4880000352859497
2020-03-23,1.7999999523162842
2020-03-24,1.9119999408721924
2020-03-25,1.9559999704360962
2020-03-26,2.0199999809265137
2020-03-27,1.899999976158142
2020-03-30,1.6679999828338623
2020-03-31,1.6519999504089355
2020-04-01,1.5479999780654907
2020-04-02,1.399999976158142
2020-04-03,1.2799999713897705
2020-04-06,1.371999979019165
2020-04-07,1.3200000524520874
2020-04-08,1.3200000524520874
2020-04-09,1.3960000276565552
2020-04-13,1.600000023841858
2020-04-14,1.5880000591278076
2020-04-15,1.5
2020-04-16,1.4600000381469727
2020-04-17,1.5640000104904175
2020-04-20,1.559999942779541
2020-04-21,1.5199999809265137
2020-04-22,1.5479999780654907
2020-04-23,1.559999942779541
2020-04-24,1.5920000076293945
2020-04-27,1.600000023841858
2020-04-28,1.6799999475479126
2020-04-29,1.600000023841858
2020-04-30,1.7200000286102295
2020-05-01,1.6119999885559082
2020-05-04,1.600000023841858
2020-05-05,1.6039999723434448
2020-05-06,1.559999942779541
2020-05-07,1.6679999828338623
2020-05-08,1.8320000171661377
2020-05-11,1.7999999523162842
2020-05-12,1.843999981880188
2020-05-13,1.8279999494552612
2020-05-14,2.0
2020-05-15,2.1600000858306885
2020-05-18,2.0759999752044678
2020-05-19,2.1440000534057617
2020-05-20,2.119999885559082
2020-05-21,2.055999994277954
2020-05-22,2.0999999046325684
2020-05-26,2.0999999046325684
2020-05-27,2.059999942779541
2020-05-28,2.375999927520752
2020-05-29,2.24399995803833
2020-06-01,2.2360000610351562
2020-06-02,2.191999912261963
2020-06-03,2.191999912261963
2020-06-04,2.315999984741211
2020-06-05,2.240000009536743
2020-06-08,2.359999895095825
2020-06-09,2.5199999809265137
2020-06-10,2.51200008392334
2020-06-11,2.115999937057495
2020-06-12,2.200000047683716
2020-06-15,2.119999885559082
2020-06-16,2.063999891281128
2020-06-17,1.9919999837875366
2020-06-18,2.007999897003174
2020-06-19,2.0
2020-06-22,1.9479999542236328
2020-06-23,2.0320000648498535
2020-06-24,2.0
2020-06-25,1.9359999895095825
2020-06-26,1.7400000095367432
2020-06-29,1.8040000200271606
2020-06-30,1.840000033378601
2020-07-01,1.8799999952316284
2020-07-02,1.7799999713897705
2020-07-06,8.800000190734863
2020-07-07,9.5600004196167
2020-07-08,11.84000015258789
2020-07-09,12.039999961853027
2020-07-10,13.279999732971191
2020-07-13,13.119999885559082
2020-07-14,11.359999656677246
2020-07-15,11.520000457763672
2020-07-16,11.119999885559082
2020-07-17,12.720000267028809
2020-07-20,12.0
2020-07-21,11.600000381469727
2020-07-22,10.800000190734863
2020-07-23,10.800000190734863
2020-07-24,10.279999732971191
2020-07-27,10.319999694824219
2020-07-28,10.239999771118164
2020-07-29,10.319999694824219
2020-07-30,10.600000381469727
2020-07-31,10.760000228881836
2020-08-03,10.960000038146973
2020-08-04,11.359999656677246
2020-08-05,11.0
2020-08-06,10.5600004196167
2020-08-07,10.760000228881836
2020-08-10,10.5600004196167
2020-08-11,9.960000038146973
2020-08-12,9.359999656677246
2020-08-13,9.479999542236328
2020-08-14,9.399999618530273
2020-08-17,10.4399995803833
2020-08-18,10.84000015258789
2020-08-19,12.520000457763672
2020-08-20,12.039999961853027
2020-08-21,12.15999984741211
2020-08-24,11.720000267028809
2020-08-25,12.199999809265137
2020-08-26,11.119999885559082
2020-08-27,11.079999923706055
2020-08-28,11.479999542236328
2020-08-31,11.4399995803833
2020-09-01,9.960000038146973
2020-09-02,10.0
2020-09-03,8.640000343322754
2020-09-04,8.800000190734863
2020-09-08,9.15999984741211
2020-09-09,9.640000343322754
2020-09-10,9.680000305175781
2020-09-11,9.5600004196167
2020-09-14,10.800000190734863
2020-09-15,10.920000076293945
2020-09-16,11.319999694824219
2020-09-17,11.4399995803833
2020-09-18,11.760000228881836
2020-09-21,11.399999618530273
2020-09-22,10.960000038146973
2020-09-23,10.0
2020-09-24,9.239999771118164
2020-09-25,9.119999885559082
2020-09-28,9.319999694824219
2020-09-29,9.0
2020-09-30,9.359999656677246
2020-10-01,9.039999961853027
2020-10-02,9.359999656677246
2020-10-05,9.399999618530273
2020-10-06,11.359999656677246
2020-10-07,11.239999771118164
2020-10-08,10.119999885559082
2020-10-09,9.920000076293945
2020-10-12,9.880000114440918
2020-10-13,11.5600004196167
2020-10-14,10.4399995803833
2020-10-15,10.640000343322754
2020-10-16,10.239999771118164
2020-10-19,11.039999961853027
2020-10-20,11.0
2020-10-21,10.720000267028809
2020-10-22,10.359999656677246
2020-10-23,11.15999984741211
2020-10-26,11.680000305175781
2020-10-27,12.84000015258789
2020-10-28,11.800000190734863
2020-10-29,11.399999618530273
2020-10-30,12.319999694824219
2020-11-02,11.920000076293945
2020-11-03,10.800000190734863
2020-11-04,10.520000457763672
2020-11-05,9.960000038146973
2020-11-06,9.800000190734863
2020-11-09,10.050000190734863
2020-11-10,11.09000015258789
2020-11-11,11.59000015258789
2020-11-12,11.020000457763672
2020-11-13,10.760000228881836
2020-11-16,10.020000457763672
2020-11-17,9.710000038146973
2020-11-18,10.0600004196167
2020-11-19,9.859999656677246
2020-11-20,10.239999771118164
2020-11-23,9.800000190734863
2020-11-24,9.399999618530273
2020-11-25,9.539999961853027
2020-11-27,9.829999923706055
2020-11-30,9.8100004196167
2020-12-01,10.470000267028809
2020-12-02,12.210000038146973
2020-12-03,12.789999961853027
2020-12-04,13.010000228881836
2020-12-07,12.760000228881836
2020-12-08,12.5
2020-12-09,11.260000228881836
2020-12-10,11.020000457763672
2020-12-11,10.5
2020-12-14,10.6899995803833
2020-12-15,10.529999732971191
2020-12-16,10.880000114440918
2020-12-17,13.010000228881836
2020-12-18,12.819999694824219
2020-12-21,12.399999618530273
2020-12-22,12.199999809265137
2020-12-23,12.699999809265137
2020-12-24,12.050000190734863
2020-12-28,12.34000015258789
2020-12-29,11.109999656677246
2020-12-30,11.40999984741211
2020-12-31,11.229999542236328
2021-01-04,12.300000190734863
2021-01-05,11.550000190734863
2021-01-06,11.5600004196167
2021-01-07,11.880000114440918
2021-01-08,11.90999984741211
2021-01-11,12.100000381469727
2021-01-12,12.050000190734863
2021-01-13,11.970000267028809
2021-01-14,11.899999618530273
2021-01-15,11.899999618530273
2021-01-19,12.170000076293945
2021-01-20,12.34000015258789
2021-01-21,11.829999923706055
2021-01-22,11.449999809265137
2021-01-25,10.960000038146973
2021-01-26,10.630000114440918
2021-01-27,9.600000381469727
2021-01-28,9.09000015258789
2021-01-29,8.770000457763672
2021-02-01,9.100000381469727
2021-02-02,9.369999885559082
2021-02-03,9.539999961853027
2021-02-04,9.65999984741211
2021-02-05,9.989999771118164
2021-02-08,10.600000381469727
2021-02-09,10.350000381469727
2021-02-10,10.170000076293945
2021-02-11,9.899999618530273
2021-02-12,9.760000228881836
2021-02-16,9.619999885559082
2021-02-17,9.319999694824219
2021-02-18,9.229999542236328
2021-02-19,9.100000381469727
2021-02-22,8.59000015258789
2021-02-23,8.390000343322754
2021-02-24,8.489999771118164
2021-02-25,8.199999809265137
2021-02-26,7.840000152587891
2021-03-01,8.229999542236328
2021-03-02,8.319999694824219
2021-03-03,8.140000343322754
2021-03-04,7.46999979019165
2021-03-05,7.929999828338623
2021-03-08,7.960000038146973
2021-03-09,8.279999732971191
2021-03-10,8.289999961853027
2021-03-11,8.449999809265137
2021-03-12,8.180000305175781
2021-03-15,8.329999923706055
2021-03-16,8.890000343322754
2021-03-17,8.819999694824219
2021-03-18,8.140000343322754
2021-03-19,8.789999961853027
2021-03-22,9.369999885559082
2021-03-23,9.050000190734863
2021-03-24,8.630000114440918
2021-03-25,8.760000228881836
2021-03-26,8.90999984741211
2021-03-29,8.029999732971191
2021-03-30,8.34000015258789
2021-03-31,8.779999732971191
2021-04-01,9.079999923706055
2021-04-05,8.949999809265137
2021-04-06,8.569999694824219
2021-04-07,8.300000190734863
2021-04-08,8.329999923706055
2021-04-09,8.289999961853027
2021-04-12,8.640000343322754
2021-04-13,8.609999656677246
2021-04-14,8.829999923706055
2021-04-15,9.079999923706055
2021-04-16,8.5
2021-04-19,8.300000190734863
2021-04-20,8.449999809265137
2021-04-21,8.680000305175781
2021-04-22,8.710000038146973
2021-04-23,8.670000076293945
2021-04-26,8.710000038146973
2021-04-27,8.529999732971191
2021-04-28,8.600000381469727
2021-04-29,8.59000015258789
2021-04-30,8.6899995803833
2021-05-03,8.930000305175781
2021-05-04,8.119999885559082
2021-05-05,8.199999809265137
2021-05-06,8.199999809265137
2021-05-07,8.3100004196167
2021-05-10,7.869999885559082
2021-05-11,7.820000171661377
2021-05-12,7.940000057220459
2021-05-13,7.949999809265137
2021-05-14,8.020000457763672
