,ACHV
2000-04-17,136125.0
2000-04-18,153450.0
2000-04-19,143550.0
2000-04-20,153450.0
2000-04-24,148500.0
2000-04-25,143550.0
2000-04-26,143550.0
2000-04-27,158400.0
2000-04-28,148500.0
2000-05-01,153450.0
2000-05-02,142312.5
2000-05-03,138600.0
2000-05-04,143550.0
2000-05-05,133650.0
2000-05-08,155925.0
2000-05-09,155925.0
2000-05-10,143550.0
2000-05-11,148500.0
2000-05-12,128700.0
2000-05-15,131175.0
2000-05-16,128700.0
2000-05-17,131175.0
2000-05-18,136125.0
2000-05-19,128700.0
2000-05-22,118800.0
2000-05-23,123750.0
2000-05-24,123750.0
2000-05-25,99000.0
2000-05-26,115087.5
2000-05-30,123750.0
2000-05-31,118800.0
2000-06-01,113850.0
2000-06-02,118800.0
2000-06-05,128700.0
2000-06-06,131175.0
2000-06-07,131175.0
2000-06-08,118800.0
2000-06-09,121275.0
2000-06-12,123750.0
2000-06-13,123750.0
2000-06-14,126225.0
2000-06-15,123750.0
2000-06-16,128700.0
2000-06-19,138600.0
2000-06-20,141075.0
2000-06-21,138600.0
2000-06-22,148500.0
2000-06-23,133650.0
2000-06-26,148500.0
2000-06-27,153450.0
2000-06-28,138600.0
2000-06-29,133650.0
2000-06-30,138600.0
2000-07-03,138600.0
2000-07-05,138600.0
2000-07-06,136125.0
2000-07-07,143550.0
2000-07-10,157162.5
2000-07-11,150975.0
2000-07-12,146025.0
2000-07-13,160875.0
2000-07-14,158400.0
2000-07-17,188100.0
2000-07-18,180675.0
2000-07-19,178200.0
2000-07-20,179437.5
2000-07-21,178200.0
2000-07-24,170775.0
2000-07-25,163350.0
2000-07-26,160875.0
2000-07-27,157162.5
2000-07-28,158400.0
2000-07-31,155925.0
2000-08-01,153450.0
2000-08-02,153450.0
2000-08-03,146025.0
2000-08-04,143550.0
2000-08-07,146025.0
2000-08-08,133650.0
2000-08-09,128700.0
2000-08-10,136125.0
2000-08-11,136125.0
2000-08-14,136125.0
2000-08-15,144787.5
2000-08-16,168300.0
2000-08-17,160875.0
2000-08-18,158400.0
2000-08-21,167062.5
2000-08-22,158400.0
2000-08-23,148500.0
2000-08-24,147262.5
2000-08-25,149737.5
2000-08-28,150975.0
2000-08-29,155925.0
2000-08-30,153450.0
2000-08-31,148500.0
2000-09-01,153450.0
2000-09-05,153450.0
2000-09-06,157162.5
2000-09-07,150975.0
2000-09-08,148500.0
2000-09-11,141075.0
2000-09-12,138600.0
2000-09-13,138600.0
2000-09-14,141075.0
2000-09-15,148500.0
2000-09-18,154687.5
2000-09-19,154687.5
2000-09-20,157162.5
2000-09-21,157162.5
2000-09-22,153450.0
2000-09-25,154687.5
2000-09-26,148500.0
2000-09-27,151593.75
2000-09-28,146025.0
2000-09-29,142312.5
2000-10-02,150975.0
2000-10-03,146025.0
2000-10-04,155925.0
2000-10-05,153450.0
2000-10-06,143550.0
2000-10-09,143550.0
2000-10-10,143550.0
2000-10-11,143550.0
2000-10-12,133650.0
2000-10-13,35887.5
2000-10-16,40837.5
2000-10-17,37125.0
2000-10-18,34650.0
2000-10-19,34650.0
2000-10-20,28462.5
2000-10-23,27225.0
2000-10-24,27225.0
2000-10-25,27225.0
2000-10-26,24750.0
2000-10-27,24750.0
2000-10-30,27225.0
2000-10-31,25987.5
2000-11-01,24750.0
2000-11-02,21037.5
2000-11-03,22275.0
2000-11-06,24750.0
2000-11-07,24750.0
2000-11-08,29700.0
2000-11-09,28462.5
2000-11-10,24750.0
2000-11-13,24750.0
2000-11-14,29700.0
2000-11-15,32175.0
2000-11-16,35887.5
2000-11-17,34650.0
2000-11-20,34650.0
2000-11-21,30937.5
2000-11-22,32175.0
2000-11-24,33412.5
2000-11-27,29700.0
2000-11-28,29700.0
2000-11-29,32175.0
2000-11-30,27225.0
2000-12-01,24750.0
2000-12-04,22275.0
2000-12-05,24750.0
2000-12-06,23512.5
2000-12-07,24750.0
2000-12-08,27225.0
2000-12-11,27225.0
2000-12-12,24750.0
2000-12-13,24750.0
2000-12-14,23512.5
2000-12-15,24750.0
2000-12-18,19800.0
2000-12-19,21037.5
2000-12-20,21037.5
2000-12-21,17325.0
2000-12-22,17325.0
2000-12-26,22275.0
2000-12-27,19800.0
2000-12-28,25987.5
2000-12-29,24750.0
2001-01-02,25987.5
2001-01-03,24750.0
2001-01-04,22893.75
2001-01-05,23512.5
2001-01-08,24750.0
2001-01-09,27225.0
2001-01-10,32175.0
2001-01-11,34650.0
2001-01-12,34650.0
2001-01-16,37125.0
2001-01-17,35887.5
2001-01-18,34650.0
2001-01-19,34650.0
2001-01-22,30937.5
2001-01-23,38362.5
2001-01-24,43312.5
2001-01-25,64350.0
2001-01-26,54450.0
2001-01-29,69300.0
2001-01-30,69300.0
2001-01-31,64350.0
2001-02-01,64350.0
2001-02-02,64350.0
2001-02-05,84150.0
2001-02-06,103950.0
2001-02-07,112612.5
2001-02-08,96525.0
2001-02-09,80437.5
2001-02-12,94050.0
2001-02-13,94050.0
2001-02-14,84150.0
2001-02-15,92812.5
2001-02-16,86625.0
2001-02-20,79200.0
2001-02-21,89100.0
2001-02-22,76725.0
2001-02-23,69300.0
2001-02-26,71775.0
2001-02-27,71775.0
2001-02-28,69300.0
2001-03-01,68062.5
2001-03-02,73012.5
2001-03-05,74250.0
2001-03-06,63112.5
2001-03-07,69300.0
2001-03-08,69300.0
2001-03-09,61875.0
2001-03-12,54450.0
2001-03-13,54450.0
2001-03-14,49500.0
2001-03-15,44550.0
2001-03-16,44550.0
2001-03-19,45787.5
2001-03-20,49500.0
2001-03-21,51975.0
2001-03-22,39600.0
2001-03-23,42075.0
2001-03-26,39600.0
2001-03-27,44550.0
2001-03-28,40837.5
2001-03-29,39600.0
2001-03-30,39600.0
2001-04-02,48262.5
2001-04-03,39600.0
2001-04-04,37125.0
2001-04-05,43312.5
2001-04-06,39600.0
2001-04-09,45540.0
2001-04-10,41184.0
2001-04-11,41976.0
2001-04-12,41976.0
2001-04-16,47124.0
2001-04-17,49500.0
2001-04-18,73260.0
2001-04-19,85140.0
2001-04-20,81180.0
2001-04-23,82764.0
2001-04-24,75240.0
2001-04-25,88704.0
2001-04-26,94248.0
2001-04-27,92268.0
2001-04-30,99000.0
2001-05-01,114444.0
2001-05-02,108900.0
2001-05-03,116820.0
2001-05-04,112860.0
2001-05-07,110484.0
2001-05-08,98604.0
2001-05-09,116028.0
2001-05-10,117216.0
2001-05-11,111276.0
2001-05-14,111672.0
2001-05-15,114444.0
2001-05-16,111672.0
2001-05-17,106128.0
2001-05-18,108900.0
2001-05-21,118404.0
2001-05-22,126720.0
2001-05-23,121572.0
2001-05-24,125532.0
2001-05-25,119988.0
2001-05-29,112860.0
2001-05-30,102960.0
2001-05-31,106524.0
2001-06-01,124344.0
2001-06-04,127512.0
2001-06-05,130284.0
2001-06-06,134640.0
2001-06-07,133452.0
2001-06-08,133848.0
2001-06-11,132660.0
2001-06-12,134640.0
2001-06-13,130680.0
2001-06-14,134640.0
2001-06-15,138600.0
2001-06-18,145728.0
2001-06-19,139392.0
2001-06-20,133056.0
2001-06-21,136620.0
2001-06-22,133056.0
2001-06-25,134640.0
2001-06-26,131076.0
2001-06-27,133056.0
2001-06-28,128700.0
2001-06-29,128700.0
2001-07-02,141768.0
2001-07-03,142560.0
2001-07-05,146520.0
2001-07-06,152460.0
2001-07-09,158400.0
2001-07-10,150480.0
2001-07-11,154044.0
2001-07-12,148500.0
2001-07-13,146124.0
2001-07-16,130680.0
2001-07-17,131868.0
2001-07-18,144540.0
2001-07-19,146520.0
2001-07-20,145728.0
2001-07-23,131076.0
2001-07-24,130680.0
2001-07-25,142956.0
2001-07-26,146520.0
2001-07-27,147312.0
2001-07-30,146916.0
2001-07-31,148500.0
2001-08-01,158400.0
2001-08-02,163548.0
2001-08-03,163944.0
2001-08-06,177804.0
2001-08-07,168300.0
2001-08-08,166320.0
2001-08-09,162360.0
2001-08-10,166320.0
2001-08-13,178200.0
2001-08-14,166320.0
2001-08-15,167904.0
2001-08-16,167112.0
2001-08-17,169884.0
2001-08-20,165528.0
2001-08-21,168300.0
2001-08-22,170280.0
2001-08-23,168300.0
2001-08-24,169884.0
2001-08-27,169092.0
2001-08-28,168300.0
2001-08-29,167112.0
2001-08-30,163548.0
2001-08-31,169092.0
2001-09-04,168300.0
2001-09-05,165132.0
2001-09-06,160776.0
2001-09-07,161964.0
2001-09-10,154440.0
2001-09-17,132660.0
2001-09-18,125136.0
2001-09-19,112860.0
2001-09-20,132660.0
2001-09-21,124740.0
2001-09-24,119592.0
2001-09-25,138600.0
2001-09-26,135036.0
2001-09-27,142560.0
2001-09-28,140580.0
2001-10-01,150480.0
2001-10-02,148500.0
2001-10-03,166320.0
2001-10-04,158400.0
2001-10-05,160380.0
2001-10-08,158400.0
2001-10-09,158400.0
2001-10-10,158400.0
2001-10-11,152460.0
2001-10-12,157212.0
2001-10-15,159588.0
2001-10-16,158796.0
2001-10-17,150084.0
2001-10-18,148896.0
2001-10-19,149292.0
2001-10-22,158400.0
2001-10-23,164340.0
2001-10-24,158400.0
2001-10-25,166320.0
2001-10-26,162360.0
2001-10-29,154440.0
2001-10-30,188100.0
2001-10-31,225720.0
2001-11-01,234036.0
2001-11-02,267300.0
2001-11-05,245520.0
2001-11-06,241560.0
2001-11-07,258984.0
2001-11-08,243144.0
2001-11-09,267696.0
2001-11-12,256212.0
2001-11-13,283140.0
2001-11-14,294228.0
2001-11-15,294624.0
2001-11-16,295812.0
2001-11-19,294228.0
2001-11-20,280764.0
2001-11-21,275220.0
2001-11-23,284328.0
2001-11-26,281160.0
2001-11-27,286308.0
2001-11-28,276408.0
2001-11-29,274428.0
2001-11-30,279180.0
2001-12-03,277596.0
2001-12-04,279576.0
2001-12-05,273240.0
2001-12-06,267696.0
2001-12-07,283140.0
2001-12-10,322740.0
2001-12-11,304920.0
2001-12-12,300960.0
2001-12-13,324720.0
2001-12-14,329076.0
2001-12-17,323928.0
2001-12-18,318384.0
2001-12-19,307692.0
2001-12-20,287100.0
2001-12-21,291456.0
2001-12-24,325116.0
2001-12-26,317592.0
2001-12-27,310464.0
2001-12-28,314820.0
2001-12-31,319968.0
2002-01-02,318384.0
2002-01-03,312840.0
2002-01-04,318384.0
2002-01-07,312444.0
2002-01-08,299772.0
2002-01-09,295416.0
2002-01-10,328680.0
2002-01-11,316800.0
2002-01-14,301752.0
2002-01-15,308880.0
2002-01-16,291060.0
2002-01-17,304524.0
2002-01-18,291060.0
2002-01-22,296604.0
2002-01-23,308484.0
2002-01-24,312840.0
2002-01-25,314820.0
2002-01-28,314820.0
2002-01-29,291060.0
2002-01-30,263340.0
2002-01-31,254628.0
2002-02-01,253836.0
2002-02-04,250272.0
2002-02-05,233640.0
2002-02-06,229680.0
2002-02-07,205920.0
2002-02-08,219780.0
2002-02-11,213048.0
2002-02-12,208296.0
2002-02-13,207504.0
2002-02-14,205920.0
2002-02-15,214632.0
2002-02-19,213840.0
2002-02-20,210276.0
2002-02-21,206316.0
2002-02-22,186120.0
2002-02-25,177012.0
2002-02-26,198000.0
2002-02-27,198000.0
2002-02-28,218988.0
2002-03-01,207900.0
2002-03-04,215820.0
2002-03-05,209880.0
2002-03-06,221760.0
2002-03-07,216216.0
2002-03-08,224136.0
2002-03-11,219384.0
2002-03-12,224532.0
2002-03-13,216216.0
2002-03-14,218592.0
2002-03-15,218988.0
2002-03-18,216216.0
2002-03-19,216612.0
2002-03-20,217800.0
2002-03-21,215820.0
2002-03-22,219780.0
2002-03-25,226512.0
2002-03-26,237204.0
2002-03-27,242352.0
2002-03-28,234828.0
2002-04-01,237600.0
2002-04-02,239184.0
2002-04-03,245520.0
2002-04-04,263340.0
2002-04-05,265320.0
2002-04-08,256212.0
2002-04-09,241164.0
2002-04-10,237600.0
2002-04-11,246312.0
2002-04-12,275220.0
2002-04-15,267696.0
2002-04-16,262944.0
2002-04-17,251460.0
2002-04-18,253044.0
2002-04-19,247500.0
2002-04-22,250272.0
2002-04-23,247500.0
2002-04-24,231660.0
2002-04-25,217404.0
2002-04-26,209088.0
2002-04-29,193644.0
2002-04-30,171072.0
2002-05-01,166320.0
2002-05-02,158400.0
2002-05-03,159588.0
2002-05-06,158004.0
2002-05-07,154440.0
2002-05-08,158796.0
2002-05-09,174240.0
2002-05-10,174240.0
2002-05-13,168696.0
2002-05-14,175428.0
2002-05-15,193644.0
2002-05-16,175032.0
2002-05-17,186120.0
2002-05-20,158400.0
2002-05-21,142560.0
2002-05-22,123156.0
2002-05-23,138996.0
2002-05-24,134244.0
2002-05-28,127512.0
2002-05-29,136620.0
2002-05-30,136224.0
2002-05-31,140580.0
2002-06-03,122760.0
2002-06-04,110880.0
2002-06-05,114048.0
2002-06-06,109692.0
2002-06-07,92268.0
2002-06-10,86328.0
2002-06-11,78408.0
2002-06-12,79200.0
2002-06-13,79992.0
2002-06-14,76428.0
2002-06-17,98208.0
2002-06-18,89892.0
2002-06-19,81972.0
2002-06-20,79200.0
2002-06-21,92664.0
2002-06-24,81180.0
2002-06-25,88308.0
2002-06-26,80784.0
2002-06-27,79200.0
2002-06-28,82764.0
2002-07-01,75636.0
2002-07-02,75240.0
2002-07-03,73656.0
2002-07-05,74052.0
2002-07-08,72072.0
2002-07-09,72864.0
2002-07-10,67320.0
2002-07-11,63360.0
2002-07-12,58608.0
2002-07-15,56628.0
2002-07-16,59400.0
2002-07-17,63360.0
2002-07-18,68904.0
2002-07-19,70092.0
2002-07-22,78012.0
2002-07-23,80388.0
2002-07-24,83160.0
2002-07-25,88308.0
2002-07-26,94644.0
2002-07-29,108900.0
2002-07-30,104940.0
2002-07-31,112464.0
2002-08-01,114840.0
2002-08-02,111276.0
2002-08-05,104940.0
2002-08-06,101772.0
2002-08-07,97020.0
2002-08-08,95040.0
2002-08-09,91080.0
2002-08-12,89100.0
2002-08-13,93456.0
2002-08-14,90684.0
2002-08-15,89100.0
2002-08-16,86724.0
2002-08-19,80784.0
2002-08-20,81180.0
2002-08-21,84744.0
2002-08-22,84348.0
2002-08-23,88704.0
2002-08-26,95832.0
2002-08-27,81972.0
2002-08-28,89892.0
2002-08-29,85140.0
2002-08-30,87120.0
2002-09-03,81180.0
2002-09-04,83160.0
2002-09-05,82368.0
2002-09-06,82764.0
2002-09-09,83160.0
2002-09-10,83160.0
2002-09-11,87912.0
2002-09-12,80784.0
2002-09-13,75240.0
2002-09-16,80388.0
2002-09-17,79596.0
2002-09-18,87120.0
2002-09-19,83556.0
2002-09-20,77616.0
2002-09-23,75240.0
2002-09-24,74844.0
2002-09-25,71676.0
2002-09-26,71280.0
2002-09-27,66528.0
2002-09-30,64944.0
2002-10-01,61380.0
2002-10-02,59004.0
2002-10-03,59004.0
2002-10-04,61380.0
2002-10-07,56232.0
2002-10-08,60192.0
2002-10-09,55044.0
2002-10-10,61776.0
2002-10-11,59400.0
2002-10-14,61776.0
2002-10-15,59400.0
2002-10-16,53460.0
2002-10-17,55044.0
2002-10-18,61380.0
2002-10-21,59004.0
2002-10-22,57816.0
2002-10-23,55044.0
2002-10-24,59004.0
2002-10-25,59796.0
2002-10-28,59004.0
2002-10-29,59400.0
2002-10-30,59400.0
2002-10-31,59004.0
2002-11-01,53856.0
2002-11-04,53460.0
2002-11-05,62172.0
2002-11-06,78408.0
2002-11-07,72864.0
2002-11-08,73260.0
2002-11-11,64548.0
2002-11-12,66528.0
2002-11-13,65736.0
2002-11-14,70884.0
2002-11-15,74052.0
2002-11-18,76428.0
2002-11-19,72468.0
2002-11-20,79200.0
2002-11-21,81576.0
2002-11-22,82368.0
2002-11-25,83556.0
2002-11-26,106920.0
2002-11-27,114444.0
2002-11-29,110880.0
2002-12-02,109692.0
2002-12-03,106524.0
2002-12-04,102960.0
2002-12-05,98604.0
2002-12-06,99000.0
2002-12-09,91080.0
2002-12-10,91080.0
2002-12-11,89496.0
2002-12-12,91080.0
2002-12-13,90288.0
2002-12-16,91872.0
2002-12-17,101772.0
2002-12-18,97812.0
2002-12-19,91080.0
2002-12-20,104940.0
2002-12-23,100980.0
2002-12-24,99792.0
2002-12-26,92664.0
2002-12-27,89100.0
2002-12-30,83160.0
2002-12-31,83952.0
2003-01-02,88308.0
2003-01-03,81576.0
2003-01-06,84348.0
2003-01-07,87912.0
2003-01-08,96228.0
2003-01-09,92664.0
2003-01-10,92664.0
2003-01-13,87912.0
2003-01-14,102960.0
2003-01-15,96228.0
2003-01-16,95040.0
2003-01-17,90684.0
2003-01-21,89100.0
2003-01-22,87120.0
2003-01-23,90684.0
2003-01-24,87912.0
2003-01-27,91080.0
2003-01-28,91080.0
2003-01-29,95040.0
2003-01-30,93060.0
2003-01-31,108900.0
2003-02-03,102960.0
2003-02-04,98604.0
2003-02-05,93852.0
2003-02-06,81972.0
2003-02-07,82764.0
2003-02-10,85932.0
2003-02-11,85536.0
2003-02-12,86724.0
2003-02-13,84744.0
2003-02-14,85536.0
2003-02-18,85140.0
2003-02-19,83160.0
2003-02-20,84348.0
2003-02-21,85932.0
2003-02-24,82368.0
2003-02-25,84348.0
2003-02-26,83160.0
2003-02-27,83160.0
2003-02-28,87120.0
2003-03-03,79596.0
2003-03-04,78408.0
2003-03-05,81180.0
2003-03-06,77220.0
2003-03-07,79200.0
2003-03-10,81972.0
2003-03-11,81180.0
2003-03-12,79992.0
2003-03-13,81180.0
2003-03-14,86328.0
2003-03-17,85932.0
2003-03-18,85536.0
2003-03-19,86328.0
2003-03-20,91080.0
2003-03-21,99396.0
2003-03-24,93060.0
2003-03-25,93456.0
2003-03-26,93456.0
2003-03-27,93456.0
2003-03-28,95040.0
2003-03-31,93852.0
2003-04-01,92664.0
2003-04-02,85140.0
2003-04-03,85932.0
2003-04-04,85932.0
2003-04-07,83952.0
2003-04-08,77220.0
2003-04-09,85932.0
2003-04-10,84744.0
2003-04-11,89100.0
2003-04-14,90684.0
2003-04-15,97020.0
2003-04-16,96228.0
2003-04-17,103356.0
2003-04-21,103752.0
2003-04-22,103752.0
2003-04-23,118008.0
2003-04-24,145332.0
2003-04-25,140580.0
2003-04-28,136620.0
2003-04-29,136224.0
2003-04-30,133848.0
2003-05-01,133056.0
2003-05-02,143352.0
2003-05-05,158400.0
2003-05-06,158400.0
2003-05-07,159192.0
2003-05-08,165528.0
2003-05-09,163548.0
2003-05-12,156816.0
2003-05-13,160380.0
2003-05-14,162360.0
2003-05-15,158400.0
2003-05-16,159588.0
2003-05-19,152460.0
2003-05-20,155232.0
2003-05-21,157212.0
2003-05-22,157608.0
2003-05-23,157608.0
2003-05-27,165924.0
2003-05-28,159984.0
2003-05-29,155628.0
2003-05-30,160380.0
2003-06-02,158400.0
2003-06-03,136620.0
2003-06-04,146520.0
2003-06-05,148500.0
2003-06-06,134244.0
2003-06-09,134640.0
2003-06-10,146520.0
2003-06-11,145728.0
2003-06-12,148500.0
2003-06-13,145728.0
2003-06-16,155628.0
2003-06-17,148500.0
2003-06-18,150480.0
2003-06-19,152460.0
2003-06-20,154440.0
2003-06-23,146124.0
2003-06-24,142560.0
2003-06-25,138600.0
2003-06-26,147708.0
2003-06-27,149688.0
2003-06-30,146520.0
2003-07-01,147312.0
2003-07-02,150480.0
2003-07-03,152460.0
2003-07-07,158400.0
2003-07-08,182160.0
2003-07-09,173448.0
2003-07-10,169488.0
2003-07-11,198000.0
2003-07-14,181368.0
2003-07-15,181764.0
2003-07-16,175032.0
2003-07-17,168300.0
2003-07-18,166320.0
2003-07-21,142164.0
2003-07-22,139392.0
2003-07-23,139788.0
2003-07-24,140976.0
2003-07-25,140580.0
2003-07-28,146916.0
2003-07-29,157212.0
2003-07-30,161964.0
2003-07-31,158796.0
2003-08-01,165528.0
2003-08-04,163152.0
2003-08-05,165924.0
2003-08-06,165132.0
2003-08-07,152460.0
2003-08-08,160776.0
2003-08-11,164340.0
2003-08-12,160380.0
2003-08-13,164340.0
2003-08-14,164340.0
2003-08-15,160380.0
2003-08-18,156024.0
2003-08-19,149688.0
2003-08-20,147312.0
2003-08-21,157212.0
2003-08-22,152460.0
2003-08-25,152460.0
2003-08-26,150876.0
2003-08-27,152856.0
2003-08-28,155232.0
2003-08-29,161964.0
2003-09-02,182160.0
2003-09-03,182556.0
2003-09-04,183744.0
2003-09-05,182160.0
2003-09-08,180180.0
2003-09-09,181764.0
2003-09-10,192456.0
2003-09-11,214236.0
2003-09-12,211860.0
2003-09-15,201960.0
2003-09-16,203544.0
2003-09-17,203544.0
2003-09-18,209880.0
2003-09-19,209880.0
2003-09-22,198792.0
2003-09-23,196020.0
2003-09-24,233640.0
2003-09-25,206712.0
2003-09-26,207504.0
2003-09-29,194436.0
2003-09-30,194832.0
2003-10-01,196020.0
2003-10-02,194040.0
2003-10-03,196020.0
2003-10-06,196020.0
2003-10-07,194040.0
2003-10-08,191664.0
2003-10-09,186912.0
2003-10-10,184536.0
2003-10-13,183348.0
2003-10-14,184932.0
2003-10-15,187308.0
2003-10-16,209880.0
2003-10-17,207900.0
2003-10-20,198000.0
2003-10-21,188100.0
2003-10-22,190080.0
2003-10-23,191268.0
2003-10-24,196812.0
2003-10-27,205524.0
2003-10-28,207504.0
2003-10-29,221760.0
2003-10-30,221364.0
2003-10-31,228096.0
2003-11-03,227700.0
2003-11-04,227700.0
2003-11-05,224928.0
2003-11-06,221760.0
2003-11-07,217800.0
2003-11-10,222156.0
2003-11-11,205920.0
2003-11-12,211464.0
2003-11-13,215424.0
2003-11-14,214236.0
2003-11-17,200772.0
2003-11-18,200376.0
2003-11-19,190080.0
2003-11-20,190080.0
2003-11-21,189288.0
2003-11-24,194040.0
2003-11-25,190872.0
2003-11-26,195624.0
2003-11-28,201960.0
2003-12-01,207504.0
2003-12-02,203940.0
2003-12-03,212256.0
2003-12-04,212256.0
2003-12-05,206712.0
2003-12-08,195228.0
2003-12-09,188100.0
2003-12-10,186120.0
2003-12-11,190872.0
2003-12-12,201168.0
2003-12-15,196812.0
2003-12-16,194040.0
2003-12-17,197604.0
2003-12-18,201960.0
2003-12-19,198396.0
2003-12-22,198000.0
2003-12-23,200772.0
2003-12-24,201960.0
2003-12-26,199584.0
2003-12-29,198396.0
2003-12-30,201960.0
2003-12-31,201168.0
2004-01-02,201564.0
2004-01-05,199980.0
2004-01-06,201960.0
2004-01-07,227700.0
2004-01-08,247500.0
2004-01-09,257400.0
2004-01-12,249480.0
2004-01-13,245520.0
2004-01-14,243540.0
2004-01-15,254628.0
2004-01-16,258588.0
2004-01-20,254232.0
2004-01-21,256608.0
2004-01-22,275220.0
2004-01-23,308880.0
2004-01-26,308880.0
2004-01-27,315612.0
2004-01-28,313236.0
2004-01-29,295020.0
2004-01-30,297000.0
2004-02-02,315216.0
2004-02-03,312840.0
2004-02-04,295020.0
2004-02-05,291456.0
2004-02-06,283536.0
2004-02-09,296604.0
2004-02-10,287100.0
2004-02-11,291456.0
2004-02-12,293040.0
2004-02-13,305712.0
2004-02-17,310464.0
2004-02-18,325908.0
2004-02-19,326700.0
2004-02-20,316800.0
2004-02-23,288288.0
2004-02-24,292248.0
2004-02-25,297000.0
2004-02-26,298188.0
2004-02-27,299772.0
2004-03-01,293436.0
2004-03-02,297792.0
2004-03-03,297000.0
2004-03-04,307296.0
2004-03-05,303732.0
2004-03-08,302544.0
2004-03-09,283140.0
2004-03-10,253440.0
2004-03-11,237600.0
2004-03-12,241956.0
2004-03-15,237600.0
2004-03-16,241560.0
2004-03-17,251460.0
2004-03-18,264132.0
2004-03-19,273636.0
2004-03-22,250272.0
2004-03-23,241560.0
2004-03-24,241956.0
2004-03-25,249084.0
2004-03-26,257796.0
2004-03-29,280764.0
2004-03-30,277200.0
2004-03-31,273240.0
2004-04-01,274824.0
2004-04-02,270864.0
2004-04-05,279180.0
2004-04-06,283536.0
2004-04-07,297000.0
2004-04-08,295020.0
2004-04-12,275220.0
2004-04-13,273240.0
2004-04-14,277200.0
2004-04-15,270864.0
2004-04-16,274428.0
2004-04-19,275220.0
2004-04-20,263736.0
2004-04-21,268092.0
2004-04-22,246312.0
2004-04-23,218592.0
2004-04-26,267300.0
2004-04-27,251460.0
2004-04-28,257400.0
2004-04-29,234828.0
2004-04-30,247500.0
2004-05-03,236412.0
2004-05-04,226512.0
2004-05-05,225324.0
2004-05-06,225324.0
2004-05-07,221760.0
2004-05-10,219780.0
2004-05-11,220176.0
2004-05-12,215028.0
2004-05-13,212652.0
2004-05-14,202752.0
2004-05-17,187704.0
2004-05-18,180576.0
2004-05-19,190872.0
2004-05-20,182160.0
2004-05-21,181368.0
2004-05-24,184536.0
2004-05-25,189684.0
2004-05-26,185724.0
2004-05-27,188100.0
2004-05-28,186120.0
2004-06-01,183348.0
2004-06-02,179784.0
2004-06-03,184536.0
2004-06-04,187704.0
2004-06-07,172260.0
2004-06-08,166320.0
2004-06-09,153252.0
2004-06-10,153648.0
2004-06-14,157608.0
2004-06-15,156816.0
2004-06-16,156420.0
2004-06-17,168300.0
2004-06-18,178596.0
2004-06-21,182160.0
2004-06-22,183744.0
2004-06-23,188100.0
2004-06-24,191268.0
2004-06-25,184536.0
2004-06-28,174636.0
2004-06-29,180180.0
2004-06-30,188100.0
2004-07-01,183348.0
2004-07-02,180972.0
2004-07-06,168696.0
2004-07-07,169884.0
2004-07-08,171072.0
2004-07-09,165528.0
2004-07-12,163548.0
2004-07-13,163548.0
2004-07-14,162360.0
2004-07-15,159588.0
2004-07-16,160380.0
2004-07-19,148104.0
2004-07-20,141768.0
2004-07-21,158400.0
2004-07-22,157608.0
2004-07-23,148500.0
2004-07-26,152460.0
2004-07-27,152064.0
2004-07-28,154440.0
2004-07-29,154836.0
2004-07-30,162756.0
2004-08-02,156420.0
2004-08-03,158796.0
2004-08-04,152460.0
2004-08-05,151272.0
2004-08-06,138204.0
2004-08-09,124344.0
2004-08-10,132264.0
2004-08-11,132660.0
2004-08-12,126324.0
2004-08-13,123552.0
2004-08-16,122760.0
2004-08-17,123552.0
2004-08-18,126324.0
2004-08-19,123552.0
2004-08-20,123948.0
2004-08-23,129096.0
2004-08-24,129096.0
2004-08-25,131472.0
2004-08-26,131472.0
2004-08-27,137412.0
2004-08-30,132264.0
2004-08-31,139392.0
2004-09-01,136620.0
2004-09-02,135828.0
2004-09-03,131472.0
2004-09-07,134640.0
2004-09-08,125928.0
2004-09-09,131472.0
2004-09-10,127908.0
2004-09-13,124344.0
2004-09-14,124740.0
2004-09-15,127908.0
2004-09-16,126720.0
2004-09-17,127908.0
2004-09-20,128700.0
2004-09-21,129096.0
2004-09-22,128700.0
2004-09-23,129492.0
2004-09-24,141768.0
2004-09-27,138996.0
2004-09-28,147708.0
2004-09-29,145332.0
2004-09-30,146916.0
2004-10-01,149688.0
2004-10-04,145728.0
2004-10-05,149688.0
2004-10-06,149292.0
2004-10-07,148104.0
2004-10-08,148500.0
2004-10-11,149292.0
2004-10-12,134640.0
2004-10-13,129492.0
2004-10-14,130284.0
2004-10-15,126324.0
2004-10-18,123156.0
2004-10-19,115632.0
2004-10-20,118404.0
2004-10-21,116820.0
2004-10-22,119196.0
2004-10-25,118404.0
2004-10-26,116028.0
2004-10-27,112464.0
2004-10-28,112860.0
2004-10-29,109692.0
2004-11-01,103752.0
2004-11-02,104940.0
2004-11-03,114444.0
2004-11-04,103356.0
2004-11-05,102564.0
2004-11-08,99000.0
2004-11-09,92268.0
2004-11-10,86724.0
2004-11-11,86328.0
2004-11-12,89892.0
2004-11-15,100188.0
2004-11-16,107712.0
2004-11-17,104544.0
2004-11-18,113652.0
2004-11-19,110880.0
2004-11-22,121176.0
2004-11-23,128304.0
2004-11-24,126720.0
2004-11-26,126720.0
2004-11-29,124344.0
2004-11-30,121176.0
2004-12-01,121572.0
2004-12-02,118008.0
2004-12-03,116820.0
2004-12-06,116424.0
2004-12-07,111672.0
