,ACHV
2004-12-08,113256.0
2004-12-09,118404.0
2004-12-10,122760.0
2004-12-13,118800.0
2004-12-14,118800.0
2004-12-15,116820.0
2004-12-16,117612.0
2004-12-17,121968.0
2004-12-20,118008.0
2004-12-21,122760.0
2004-12-22,118800.0
2004-12-23,118800.0
2004-12-27,122760.0
2004-12-28,123156.0
2004-12-29,122760.0
2004-12-30,134640.0
2004-12-31,139788.0
2005-01-03,133452.0
2005-01-04,128304.0
2005-01-05,129888.0
2005-01-06,136224.0
2005-01-07,146520.0
2005-01-10,154440.0
2005-01-11,155628.0
2005-01-12,156420.0
2005-01-13,156420.0
2005-01-14,157212.0
2005-01-18,156816.0
2005-01-19,144936.0
2005-01-20,135432.0
2005-01-21,150480.0
2005-01-24,150480.0
2005-01-25,144936.0
2005-01-26,148896.0
2005-01-27,152460.0
2005-01-28,146520.0
2005-01-31,157212.0
2005-02-01,160776.0
2005-02-02,161172.0
2005-02-03,165132.0
2005-02-04,175428.0
2005-02-07,169092.0
2005-02-08,164736.0
2005-02-09,159984.0
2005-02-10,155232.0
2005-02-11,152856.0
2005-02-14,154836.0
2005-02-15,146916.0
2005-02-16,146520.0
2005-02-17,159984.0
2005-02-18,159588.0
2005-02-22,164736.0
2005-02-23,164736.0
2005-02-24,163152.0
2005-02-25,166320.0
2005-02-28,164736.0
2005-03-01,165132.0
2005-03-02,168300.0
2005-03-03,170676.0
2005-03-04,166716.0
2005-03-07,163944.0
2005-03-08,155232.0
2005-03-09,147312.0
2005-03-10,149292.0
2005-03-11,152460.0
2005-03-14,147708.0
2005-03-15,135036.0
2005-03-16,132660.0
2005-03-17,129888.0
2005-03-18,123552.0
2005-03-21,124344.0
2005-03-22,125136.0
2005-03-23,126720.0
2005-03-24,122364.0
2005-03-28,116820.0
2005-03-29,109296.0
2005-03-30,105336.0
2005-03-31,104544.0
2005-04-01,101376.0
2005-04-04,102960.0
2005-04-05,103752.0
2005-04-06,102960.0
2005-04-07,102960.0
2005-04-08,100980.0
2005-04-11,99792.0
2005-04-12,102168.0
2005-04-13,105732.0
2005-04-14,106524.0
2005-04-15,104940.0
2005-04-18,101772.0
2005-04-19,104940.0
2005-04-20,106920.0
2005-04-21,108108.0
2005-04-22,99792.0
2005-04-25,101772.0
2005-04-26,100188.0
2005-04-27,97020.0
2005-04-28,98208.0
2005-04-29,101376.0
2005-05-02,104940.0
2005-05-03,104544.0
2005-05-04,104940.0
2005-05-05,105732.0
2005-05-06,106524.0
2005-05-09,103356.0
2005-05-10,102960.0
2005-05-11,99000.0
2005-05-12,104544.0
2005-05-13,113256.0
2005-05-16,112068.0
2005-05-17,110880.0
2005-05-18,110484.0
2005-05-19,118800.0
2005-05-20,114444.0
2005-05-23,113652.0
2005-05-24,116424.0
2005-05-25,113652.0
2005-05-26,117216.0
2005-05-27,127908.0
2005-05-31,130284.0
2005-06-01,136224.0
2005-06-02,136224.0
2005-06-03,135036.0
2005-06-06,127908.0
2005-06-07,131472.0
2005-06-08,134640.0
2005-06-09,129492.0
2005-06-10,126720.0
2005-06-13,125136.0
2005-06-14,121176.0
2005-06-15,123948.0
2005-06-16,122760.0
2005-06-17,131472.0
2005-06-20,133848.0
2005-06-21,136224.0
2005-06-22,145728.0
2005-06-23,145728.0
2005-06-24,144144.0
2005-06-27,137016.0
2005-06-28,142956.0
2005-06-29,144540.0
2005-06-30,138996.0
2005-07-01,138204.0
2005-07-05,137016.0
2005-07-06,140976.0
2005-07-07,140184.0
2005-07-08,134244.0
2005-07-11,137412.0
2005-07-12,136620.0
2005-07-13,135828.0
2005-07-14,134244.0
2005-07-15,134640.0
2005-07-18,138996.0
2005-07-19,136620.0
2005-07-20,140184.0
2005-07-21,138204.0
2005-07-22,145332.0
2005-07-25,145728.0
2005-07-26,143748.0
2005-07-27,142560.0
2005-07-28,144144.0
2005-07-29,147312.0
2005-08-01,148896.0
2005-08-02,153252.0
2005-08-03,161964.0
2005-08-04,158004.0
2005-08-05,157608.0
2005-08-08,152460.0
2005-08-09,144540.0
2005-08-10,146520.0
2005-08-11,148896.0
2005-08-12,150876.0
2005-08-15,155628.0
2005-08-16,161568.0
2005-08-17,159192.0
2005-08-18,162360.0
2005-08-19,158400.0
2005-08-22,158400.0
2005-08-23,163152.0
2005-08-24,162756.0
2005-08-25,168300.0
2005-08-26,176220.0
2005-08-29,170280.0
2005-08-30,162360.0
2005-08-31,197208.0
2005-09-01,179388.0
2005-09-02,186120.0
2005-09-06,186120.0
2005-09-07,183744.0
2005-09-08,184536.0
2005-09-09,171864.0
2005-09-12,178200.0
2005-09-13,174240.0
2005-09-14,173448.0
2005-09-15,169092.0
2005-09-16,175428.0
2005-09-19,168300.0
2005-09-20,177012.0
2005-09-21,178200.0
2005-09-22,170280.0
2005-09-23,167112.0
2005-09-26,154440.0
2005-09-27,144540.0
2005-09-28,158400.0
2005-09-29,159984.0
2005-09-30,168300.0
2005-10-03,167904.0
2005-10-04,168300.0
2005-10-05,165528.0
2005-10-06,162360.0
2005-10-07,159588.0
2005-10-10,157608.0
2005-10-11,158400.0
2005-10-12,157608.0
2005-10-13,158400.0
2005-10-14,159192.0
2005-10-17,160776.0
2005-10-18,174240.0
2005-10-19,174636.0
2005-10-20,172656.0
2005-10-21,171468.0
2005-10-24,174636.0
2005-10-25,170280.0
2005-10-26,178200.0
2005-10-27,171468.0
2005-10-28,167112.0
2005-10-31,172656.0
2005-11-01,169092.0
2005-11-02,172656.0
2005-11-03,173844.0
2005-11-04,175032.0
2005-11-07,174240.0
2005-11-08,175824.0
2005-11-09,182160.0
2005-11-10,187704.0
2005-11-11,190872.0
2005-11-14,196416.0
2005-11-15,190476.0
2005-11-16,185328.0
2005-11-17,187308.0
2005-11-18,186120.0
2005-11-21,182556.0
2005-11-22,184932.0
2005-11-23,184536.0
2005-11-25,187704.0
2005-11-28,183348.0
2005-11-29,182160.0
2005-11-30,173844.0
2005-12-01,166716.0
2005-12-02,168300.0
2005-12-05,173052.0
2005-12-06,177408.0
2005-12-07,180576.0
2005-12-08,174240.0
2005-12-09,187308.0
2005-12-12,193644.0
2005-12-13,189288.0
2005-12-14,188496.0
2005-12-15,203544.0
2005-12-16,201960.0
2005-12-19,198792.0
2005-12-20,191664.0
2005-12-21,195624.0
2005-12-22,200376.0
2005-12-23,203940.0
2005-12-27,198792.0
2005-12-28,196812.0
2005-12-29,194832.0
2005-12-30,199188.0
2006-01-03,203148.0
2006-01-04,217800.0
2006-01-05,236412.0
2006-01-06,245124.0
2006-01-09,237204.0
2006-01-10,237996.0
2006-01-11,229680.0
2006-01-12,216612.0
2006-01-13,220968.0
2006-01-17,218196.0
2006-01-18,217800.0
2006-01-19,218196.0
2006-01-20,228096.0
2006-01-23,214632.0
2006-01-24,220968.0
2006-01-25,224928.0
2006-01-26,224136.0
2006-01-27,223740.0
2006-01-30,217008.0
2006-01-31,215028.0
2006-02-01,217800.0
2006-02-02,218988.0
2006-02-03,226116.0
2006-02-06,222552.0
2006-02-07,216612.0
2006-02-08,218592.0
2006-02-09,215820.0
2006-02-10,217800.0
2006-02-13,214632.0
2006-02-14,214632.0
2006-02-15,209880.0
2006-02-16,202752.0
2006-02-17,201960.0
2006-02-21,202356.0
2006-02-22,205128.0
2006-02-23,205524.0
2006-02-24,211068.0
2006-02-27,222156.0
2006-02-28,228096.0
2006-03-01,225324.0
2006-03-02,221364.0
2006-03-03,230076.0
2006-03-06,222156.0
2006-03-07,217800.0
2006-03-08,217800.0
2006-03-09,218592.0
2006-03-10,226512.0
2006-03-13,234432.0
2006-03-14,231264.0
2006-03-15,237600.0
2006-03-16,229680.0
2006-03-17,251064.0
2006-03-20,257400.0
2006-03-21,263340.0
2006-03-22,258984.0
2006-03-23,251064.0
2006-03-24,243144.0
2006-03-27,247104.0
2006-03-28,249480.0
2006-03-29,243144.0
2006-03-30,242352.0
2006-03-31,237600.0
2006-04-03,235620.0
2006-04-04,241560.0
2006-04-05,243540.0
2006-04-06,244332.0
2006-04-07,236016.0
2006-04-10,231660.0
2006-04-11,225720.0
2006-04-12,224136.0
2006-04-13,224928.0
2006-04-17,215820.0
2006-04-18,219384.0
2006-04-19,221760.0
2006-04-20,220968.0
2006-04-21,220572.0
2006-04-24,218988.0
2006-04-25,210672.0
2006-04-26,207108.0
2006-04-27,206316.0
2006-04-28,222552.0
2006-05-01,219780.0
2006-05-02,221760.0
2006-05-03,229680.0
2006-05-04,225720.0
2006-05-05,224532.0
2006-05-08,222948.0
2006-05-09,221760.0
2006-05-10,221760.0
2006-05-11,220176.0
2006-05-12,214236.0
2006-05-15,219780.0
2006-05-16,225324.0
2006-05-17,219384.0
2006-05-18,212652.0
2006-05-19,203544.0
2006-05-22,206712.0
2006-05-23,205128.0
2006-05-24,205920.0
2006-05-25,203940.0
2006-05-26,214632.0
2006-05-30,212256.0
2006-05-31,215028.0
2006-06-01,215820.0
2006-06-02,213048.0
2006-06-05,211464.0
2006-06-06,205920.0
2006-06-07,206316.0
2006-06-08,204732.0
2006-06-09,205128.0
2006-06-12,197604.0
2006-06-13,194040.0
2006-06-14,192060.0
2006-06-15,188892.0
2006-06-16,198000.0
2006-06-19,197208.0
2006-06-20,196020.0
2006-06-21,196416.0
2006-06-22,189684.0
2006-06-23,182160.0
2006-06-26,184932.0
2006-06-27,181368.0
2006-06-28,183348.0
2006-06-29,189288.0
2006-06-30,197208.0
2006-07-03,194436.0
2006-07-05,199980.0
2006-07-06,196020.0
2006-07-07,190080.0
2006-07-10,184932.0
2006-07-11,184932.0
2006-07-12,180180.0
2006-07-13,176220.0
2006-07-14,176220.0
2006-07-17,172656.0
2006-07-18,171864.0
2006-07-19,176220.0
2006-07-20,171072.0
2006-07-21,175824.0
2006-07-24,177408.0
2006-07-25,177408.0
2006-07-26,177408.0
2006-07-27,182160.0
2006-07-28,190872.0
2006-07-31,194040.0
2006-08-01,190080.0
2006-08-02,194436.0
2006-08-03,193644.0
2006-08-04,196020.0
2006-08-07,192852.0
2006-08-08,185328.0
2006-08-09,178992.0
2006-08-10,185328.0
2006-08-11,188100.0
2006-08-14,186516.0
2006-08-15,188496.0
2006-08-16,188892.0
2006-08-17,192456.0
2006-08-18,198000.0
2006-08-21,191664.0
2006-08-22,192060.0
2006-08-23,192456.0
2006-08-24,192852.0
2006-08-25,186912.0
2006-08-28,188892.0
2006-08-29,186120.0
2006-08-30,186912.0
2006-08-31,182952.0
2006-09-01,186912.0
2006-09-05,192852.0
2006-09-06,192060.0
2006-09-07,188892.0
2006-09-08,186516.0
2006-09-11,187704.0
2006-09-12,198000.0
2006-09-13,192456.0
2006-09-14,189288.0
2006-09-15,188892.0
2006-09-18,188100.0
2006-09-19,186120.0
2006-09-20,184140.0
2006-09-21,186516.0
2006-09-22,184140.0
2006-09-25,185724.0
2006-09-26,186120.0
2006-09-27,183744.0
2006-09-28,182952.0
2006-09-29,185724.0
2006-10-02,186120.0
2006-10-03,179784.0
2006-10-04,182160.0
2006-10-05,183744.0
2006-10-06,182556.0
2006-10-09,186912.0
2006-10-10,190872.0
2006-10-11,194040.0
2006-10-12,200376.0
2006-10-13,206712.0
2006-10-16,207900.0
2006-10-17,216216.0
2006-10-18,212652.0
2006-10-19,207108.0
2006-10-20,208692.0
2006-10-23,217800.0
2006-10-24,216612.0
2006-10-25,220572.0
2006-10-26,220572.0
2006-10-27,218988.0
2006-10-30,222156.0
2006-10-31,223740.0
2006-11-01,220176.0
2006-11-02,222156.0
2006-11-03,222552.0
2006-11-06,220572.0
2006-11-07,221760.0
2006-11-08,220176.0
2006-11-09,220572.0
2006-11-10,222552.0
2006-11-13,221760.0
2006-11-14,213840.0
2006-11-15,213840.0
2006-11-16,215424.0
2006-11-17,210276.0
2006-11-20,210672.0
2006-11-21,212256.0
2006-11-22,218196.0
2006-11-24,229680.0
2006-11-27,222552.0
2006-11-28,220968.0
2006-11-29,227700.0
2006-11-30,231660.0
2006-12-01,242748.0
2006-12-04,248292.0
2006-12-05,243936.0
2006-12-06,244332.0
2006-12-07,236016.0
2006-12-08,234828.0
2006-12-11,233244.0
2006-12-12,228888.0
2006-12-13,227700.0
2006-12-14,225720.0
2006-12-15,234828.0
2006-12-18,239976.0
2006-12-19,238788.0
2006-12-20,231660.0
2006-12-21,231264.0
2006-12-22,233640.0
2006-12-26,227304.0
2006-12-27,234036.0
2006-12-28,234432.0
2006-12-29,241956.0
2007-01-03,238392.0
2007-01-04,239184.0
2007-01-05,236412.0
2007-01-08,232452.0
2007-01-09,238392.0
2007-01-10,234432.0
2007-01-11,235224.0
2007-01-12,237600.0
2007-01-16,237204.0
2007-01-17,237996.0
2007-01-18,236016.0
2007-01-19,232848.0
2007-01-22,227304.0
2007-01-23,230868.0
2007-01-24,229680.0
2007-01-25,226908.0
2007-01-26,220968.0
2007-01-29,221760.0
2007-01-30,221760.0
2007-01-31,226512.0
2007-02-01,222552.0
2007-02-02,221364.0
2007-02-05,212256.0
2007-02-06,204336.0
2007-02-07,207108.0
2007-02-08,204336.0
2007-02-09,211860.0
2007-02-12,219780.0
2007-02-13,217800.0
2007-02-14,215028.0
2007-02-15,217800.0
2007-02-16,214632.0
2007-02-20,217008.0
2007-02-21,215820.0
2007-02-22,215820.0
2007-02-23,217404.0
2007-02-26,215424.0
2007-02-27,209484.0
2007-02-28,212652.0
2007-03-01,209880.0
2007-03-02,207504.0
2007-03-05,205128.0
2007-03-06,205920.0
2007-03-07,209880.0
2007-03-08,205524.0
2007-03-09,209484.0
2007-03-12,201168.0
2007-03-13,193248.0
2007-03-14,190476.0
2007-03-15,189684.0
2007-03-16,186120.0
2007-03-19,184932.0
2007-03-20,188100.0
2007-03-21,193644.0
2007-03-22,198000.0
2007-03-23,194040.0
2007-03-26,191268.0
2007-03-27,189684.0
2007-03-28,188496.0
2007-03-29,189684.0
2007-03-30,199188.0
2007-04-02,200772.0
2007-04-03,203940.0
2007-04-04,203544.0
2007-04-05,201564.0
2007-04-09,205128.0
2007-04-10,215028.0
2007-04-11,217800.0
2007-04-12,217404.0
2007-04-13,211464.0
2007-04-16,210672.0
2007-04-17,209484.0
2007-04-18,215424.0
2007-04-19,216216.0
2007-04-20,215424.0
2007-04-23,218988.0
2007-04-24,223344.0
2007-04-25,222948.0
2007-04-26,225324.0
2007-04-27,224532.0
2007-04-30,219384.0
2007-05-01,218196.0
2007-05-02,217800.0
2007-05-03,218592.0
2007-05-04,218988.0
2007-05-07,209880.0
2007-05-08,211860.0
2007-05-09,209484.0
2007-05-10,211068.0
2007-05-11,212652.0
2007-05-14,213444.0
2007-05-15,214236.0
2007-05-16,214236.0
2007-05-17,216612.0
2007-05-18,209880.0
2007-05-21,221760.0
2007-05-22,234432.0
2007-05-23,234828.0
2007-05-24,227700.0
2007-05-25,231660.0
2007-05-29,236016.0
2007-05-30,231264.0
2007-05-31,227304.0
2007-06-01,233244.0
2007-06-04,239184.0
2007-06-05,242748.0
2007-06-06,241560.0
2007-06-07,234828.0
2007-06-08,232452.0
2007-06-11,227700.0
2007-06-12,223344.0
2007-06-13,226116.0
2007-06-14,224928.0
2007-06-15,224928.0
2007-06-18,229284.0
2007-06-19,227700.0
2007-06-20,228096.0
2007-06-21,226116.0
2007-06-22,217800.0
2007-06-25,215424.0
2007-06-26,210672.0
2007-06-27,211464.0
2007-06-28,208692.0
2007-06-29,209088.0
2007-07-02,204732.0
2007-07-03,199584.0
2007-07-05,208296.0
2007-07-06,208296.0
2007-07-09,213444.0
2007-07-10,211464.0
2007-07-11,207504.0
2007-07-12,205524.0
2007-07-13,199980.0
2007-07-16,198000.0
2007-07-17,197208.0
2007-07-18,198000.0
2007-07-19,203940.0
2007-07-20,203940.0
2007-07-23,202752.0
2007-07-24,197208.0
2007-07-25,198000.0
2007-07-26,188892.0
2007-07-27,197604.0
2007-07-30,192456.0
2007-07-31,198000.0
2007-08-01,199980.0
2007-08-02,204336.0
2007-08-03,195228.0
2007-08-06,201960.0
2007-08-07,196812.0
2007-08-08,196020.0
2007-08-09,190080.0
2007-08-10,184932.0
2007-08-13,176616.0
2007-08-14,166320.0
2007-08-15,159588.0
2007-08-16,150480.0
2007-08-17,156816.0
2007-08-20,152856.0
2007-08-21,161568.0
2007-08-22,161568.0
2007-08-23,154440.0
2007-08-24,154044.0
2007-08-27,152460.0
2007-08-28,156420.0
2007-08-29,158400.0
2007-08-30,158796.0
2007-08-31,171072.0
2007-09-04,177012.0
2007-09-05,172656.0
2007-09-06,171864.0
2007-09-07,170280.0
2007-09-10,166320.0
2007-09-11,158400.0
2007-09-12,153648.0
2007-09-13,165132.0
2007-09-14,168696.0
2007-09-17,176616.0
2007-09-18,172260.0
2007-09-19,173844.0
2007-09-20,173844.0
2007-09-21,172260.0
2007-09-24,27720.0
2007-09-25,27324.0
2007-09-26,24948.0
2007-09-27,24552.0
2007-09-28,24552.0
2007-10-01,24552.0
2007-10-02,24156.0
2007-10-03,26928.0
2007-10-04,25344.0
2007-10-05,25740.0
2007-10-08,25344.0
2007-10-09,25344.0
2007-10-10,24948.0
2007-10-11,24552.0
2007-10-12,23760.0
2007-10-15,22968.0
2007-10-16,22572.0
2007-10-17,22572.0
2007-10-18,21780.0
2007-10-19,20196.0
2007-10-22,20592.0
2007-10-23,21780.0
2007-10-24,20592.0
2007-10-25,20196.0
2007-10-26,20592.0
2007-10-29,20988.0
2007-10-30,20196.0
2007-10-31,20592.0
2007-11-01,19800.0
2007-11-02,20196.0
2007-11-05,19404.0
2007-11-06,19800.0
2007-11-07,19008.0
2007-11-08,17820.0
2007-11-09,18216.0
2007-11-12,19800.0
2007-11-13,16632.0
2007-11-14,17424.0
2007-11-15,17028.0
2007-11-16,17424.0
2007-11-19,16236.0
2007-11-20,16236.0
2007-11-21,15840.0
2007-11-23,16632.0
2007-11-26,17820.0
2007-11-27,18216.0
2007-11-28,17424.0
2007-11-29,18612.0
2007-11-30,22968.0
2007-12-03,20196.0
2007-12-04,21384.0
2007-12-05,22176.0
2007-12-06,22176.0
2007-12-07,21780.0
2007-12-10,20592.0
2007-12-11,18612.0
2007-12-12,19404.0
2007-12-13,18612.0
2007-12-14,18216.0
2007-12-17,18216.0
2007-12-18,19800.0
2007-12-19,19008.0
2007-12-20,18216.0
2007-12-21,17424.0
2007-12-24,17424.0
2007-12-26,17424.0
2007-12-27,16632.0
2007-12-28,17820.0
2007-12-31,17424.0
2008-01-02,17820.0
2008-01-03,17424.0
2008-01-04,17820.0
2008-01-07,17028.0
2008-01-08,16236.0
2008-01-09,16632.0
2008-01-10,17028.0
2008-01-11,17028.0
2008-01-14,16632.0
2008-01-15,15840.0
2008-01-16,17028.0
2008-01-17,16236.0
2008-01-18,15840.0
2008-01-22,14652.0
2008-01-23,14652.0
2008-01-24,15444.0
2008-01-25,14256.0
2008-01-28,15444.0
2008-01-29,15444.0
2008-01-30,15444.0
2008-01-31,15048.0
2008-02-01,16236.0
2008-02-04,16236.0
2008-02-05,16236.0
2008-02-06,17820.0
2008-02-07,19008.0
2008-02-08,19800.0
2008-02-11,18216.0
2008-02-12,18216.0
2008-02-13,17820.0
2008-02-14,17028.0
2008-02-15,17424.0
2008-02-19,18216.0
2008-02-20,19008.0
2008-02-21,19008.0
2008-02-22,18612.0
2008-02-25,18216.0
2008-02-26,19404.0
2008-02-27,19404.0
2008-02-28,19404.0
2008-02-29,18612.0
2008-03-03,17820.0
2008-03-04,17028.0
2008-03-05,15840.0
2008-03-06,16236.0
2008-03-07,15840.0
2008-03-10,15840.0
2008-03-11,15048.0
2008-03-12,15444.0
2008-03-13,15444.0
2008-03-14,14652.0
2008-03-17,14256.0
2008-03-18,14652.0
2008-03-19,14256.0
2008-03-20,14652.0
2008-03-24,14256.0
2008-03-25,14652.0
2008-03-26,14652.0
2008-03-27,15048.0
2008-03-28,15048.0
2008-03-31,14256.0
2008-04-01,13860.0
2008-04-02,13464.0
2008-04-03,14652.0
2008-04-04,16632.0
2008-04-07,15840.0
2008-04-08,15840.0
2008-04-09,15840.0
2008-04-10,15048.0
2008-04-11,15840.0
2008-04-14,16236.0
2008-04-15,16236.0
2008-04-16,15840.0
2008-04-17,15048.0
2008-04-18,14652.0
2008-04-21,15840.0
2008-04-22,14652.0
2008-04-23,15840.0
2008-04-24,15840.0
2008-04-25,15444.0
2008-04-28,15048.0
2008-04-29,15048.0
2008-04-30,14652.0
2008-05-01,14652.0
2008-05-02,15048.0
2008-05-05,15444.0
2008-05-06,14652.0
2008-05-07,14652.0
2008-05-08,14652.0
2008-05-09,12672.0
2008-05-12,13068.0
2008-05-13,13068.0
2008-05-14,13464.0
2008-05-15,13068.0
2008-05-16,13068.0
2008-05-19,13068.0
2008-05-20,12276.0
2008-05-21,12672.0
2008-05-22,13068.0
2008-05-23,12672.0
2008-05-27,13068.0
2008-05-28,11088.0
2008-05-29,11484.0
2008-05-30,13464.0
2008-06-02,13860.0
2008-06-03,13068.0
2008-06-04,13068.0
2008-06-05,12276.0
2008-06-06,12276.0
2008-06-09,12276.0
2008-06-10,12276.0
2008-06-11,13068.0
2008-06-12,13068.0
2008-06-13,12672.0
2008-06-16,12672.0
2008-06-17,12276.0
2008-06-18,12276.0
2008-06-19,12276.0
2008-06-20,12276.0
2008-06-23,11880.0
2008-06-24,11880.0
2008-06-25,11880.0
2008-06-26,12672.0
2008-06-27,10692.0
2008-06-30,12672.0
2008-07-01,12276.0
2008-07-02,11880.0
2008-07-03,11880.0
2008-07-07,11484.0
2008-07-08,11484.0
2008-07-09,11088.0
2008-07-10,11088.0
2008-07-11,10692.0
2008-07-14,10692.0
2008-07-15,9900.0
2008-07-16,10296.0
2008-07-17,11088.0
2008-07-18,10692.0
2008-07-21,10692.0
2008-07-22,10296.0
2008-07-23,10692.0
2008-07-24,10692.0
2008-07-25,10296.0
2008-07-28,9900.0
2008-07-29,10296.0
2008-07-30,10296.0
2008-07-31,10296.0
2008-08-01,10296.0
2008-08-04,10296.0
2008-08-05,9900.0
2008-08-06,9900.0
2008-08-07,10296.0
2008-08-08,10296.0
2008-08-11,10692.0
2008-08-12,9900.0
2008-08-13,10296.0
2008-08-14,10692.0
2008-08-15,9900.0
2008-08-18,11088.0
2008-08-19,10692.0
2008-08-20,11088.0
2008-08-21,10604.0
2008-08-22,17380.0
2008-08-25,13970.0
2008-08-26,14630.0
2008-08-27,14410.0
2008-08-28,13266.0
2008-08-29,12782.0
2008-09-02,12364.0
2008-09-03,12430.0
2008-09-04,12980.0
2008-09-05,12848.0
2008-09-08,12914.0
2008-09-09,11880.0
2008-09-10,12650.0
2008-09-11,11748.0
2008-09-12,11572.0
2008-09-15,10846.0
2008-09-16,9460.0
2008-09-17,9680.0
2008-09-18,9570.0
2008-09-19,9702.0
2008-09-22,9790.0
2008-09-23,9020.0
2008-09-24,9592.0
2008-09-25,8976.0
2008-09-26,8536.0
2008-09-29,7810.0
2008-09-30,7810.0
2008-10-01,8800.0
2008-10-02,8360.0
2008-10-03,8096.0
2008-10-06,7040.0
2008-10-07,6952.0
2008-10-08,5808.0
2008-10-09,4862.0
2008-10-10,4884.0
2008-10-13,5104.0
2008-10-14,5720.0
2008-10-15,5500.0
2008-10-16,4928.0
2008-10-17,6160.0
2008-10-20,6490.0
2008-10-21,5544.0
2008-10-22,6094.0
2008-10-23,6446.0
2008-10-24,6116.0
2008-10-27,6578.0
2008-10-28,5918.0
2008-10-29,5918.0
2008-10-30,5720.0
2008-10-31,5720.0
2008-11-03,5830.0
2008-11-04,5632.0
2008-11-05,5764.0
2008-11-06,6050.0
2008-11-07,6358.0
2008-11-10,5742.0
2008-11-11,6050.0
2008-11-12,5500.0
2008-11-13,5390.0
2008-11-14,5280.0
2008-11-17,5610.0
2008-11-18,5830.0
2008-11-19,5280.0
2008-11-20,5280.0
2008-11-21,5280.0
2008-11-24,4972.0
2008-11-25,6358.0
2008-11-26,5808.0
2008-11-28,4906.0
2008-12-01,4950.0
2008-12-02,4950.0
2008-12-03,8690.0
2008-12-04,10648.0
2008-12-05,16038.0
2008-12-08,17952.0
2008-12-09,13354.0
2008-12-10,13684.0
2008-12-11,13222.0
2008-12-12,15840.0
2008-12-15,13332.0
2008-12-16,12320.0
2008-12-17,12452.0
2008-12-18,12276.0
2008-12-19,10164.0
2008-12-22,8888.0
2008-12-23,9614.0
2008-12-24,9042.0
2008-12-26,9152.0
2008-12-29,7018.0
2008-12-30,7018.0
2008-12-31,6600.0
2009-01-02,7700.0
2009-01-05,9416.0
2009-01-06,9724.0
2009-01-07,9988.0
2009-01-08,9702.0
2009-01-09,10098.0
2009-01-12,9900.0
2009-01-13,9900.0
2009-01-14,10076.0
2009-01-15,11550.0
2009-01-16,12518.0
2009-01-20,12870.0
2009-01-21,12672.0
2009-01-22,12430.0
2009-01-23,12122.0
2009-01-26,12100.0
2009-01-27,11836.0
2009-01-28,11660.0
2009-01-29,11264.0
2009-01-30,9746.0
2009-02-02,9680.0
2009-02-03,9460.0
2009-02-04,10780.0
2009-02-05,9812.0
2009-02-06,9350.0
2009-02-09,9570.0
2009-02-10,8756.0
2009-02-11,8910.0
2009-02-12,8778.0
2009-02-13,8690.0
2009-02-17,6380.0
2009-02-18,7590.0
2009-02-19,8426.0
2009-02-20,8118.0
2009-02-23,7898.0
2009-02-24,8074.0
2009-02-25,8008.0
2009-02-26,8140.0
2009-02-27,8294.0
2009-03-02,8228.0
2009-03-03,9086.0
2009-03-04,8580.0
2009-03-05,8646.0
2009-03-06,8580.0
2009-03-09,8624.0
2009-03-10,8822.0
2009-03-11,9042.0
2009-03-12,8800.0
2009-03-13,8800.0
2009-03-16,8426.0
2009-03-17,9900.0
2009-03-18,8470.0
2009-03-19,8536.0
2009-03-20,8800.0
2009-03-23,8470.0
2009-03-24,8690.0
2009-03-25,9020.0
2009-03-26,9988.0
2009-03-27,9504.0
2009-03-30,9240.0
2009-03-31,10054.0
2009-04-01,9086.0
2009-04-02,9416.0
2009-04-03,9174.0
2009-04-06,9042.0
2009-04-07,9240.0
2009-04-08,9020.0
2009-04-09,8844.0
2009-04-13,9900.0
2009-04-14,9196.0
2009-04-15,9350.0
2009-04-16,9262.0
2009-04-17,9262.0
2009-04-20,9284.0
2009-04-21,10450.0
2009-04-22,10274.0
2009-04-23,10230.0
2009-04-24,10802.0
2009-04-27,11000.0
2009-04-28,11946.0
2009-04-29,12672.0
2009-04-30,14630.0
2009-05-01,15048.0
2009-05-04,16060.0
2009-05-05,15994.0
2009-05-06,14762.0
2009-05-07,15840.0
2009-05-08,15818.0
2009-05-11,15400.0
2009-05-12,15950.0
2009-05-13,14894.0
2009-05-14,16742.0
2009-05-15,18040.0
2009-05-18,26136.0
2009-05-19,29282.0
2009-05-20,30360.0
2009-05-21,36630.0
2009-05-22,47124.0
2009-05-26,37840.0
2009-05-27,44000.0
2009-05-28,44066.0
2009-05-29,38830.0
2009-06-01,41470.0
2009-06-02,41448.0
2009-06-03,45430.0
2009-06-04,55044.0
2009-06-05,54956.0
2009-06-08,54450.0
2009-06-09,57002.0
2009-06-10,56980.0
2009-06-11,56870.0
2009-06-12,58080.0
2009-06-15,56628.0
2009-06-16,57420.0
2009-06-17,54362.0
2009-06-18,51480.0
2009-06-19,52272.0
2009-06-22,46618.0
2009-06-23,42724.0
2009-06-24,48510.0
2009-06-25,46706.0
2009-06-26,52206.0
2009-06-29,49874.0
2009-06-30,48136.0
2009-07-01,51106.0
2009-07-02,49038.0
2009-07-06,47212.0
2009-07-07,46178.0
2009-07-08,44132.0
2009-07-09,44902.0
2009-07-10,44924.0
2009-07-13,44924.0
2009-07-14,44352.0
2009-07-15,47762.0
2009-07-16,47652.0
2009-07-17,45584.0
2009-07-20,45320.0
2009-07-21,50050.0
2009-07-22,56914.0
2009-07-23,58300.0
2009-07-24,62414.0
2009-07-27,62788.0
