,FEX
2007-09-24,29.270000457763672
2007-09-25,29.15999984741211
2007-09-26,29.389999389648438
2007-09-27,29.479999542236328
2007-09-28,29.43000030517578
2007-10-01,29.899999618530273
2007-10-02,29.850000381469727
2007-10-03,29.780000686645508
2007-10-04,29.790000915527344
2007-10-05,30.229999542236328
2007-10-08,30.06999969482422
2007-10-09,30.25
2007-10-10,30.299999237060547
2007-10-11,30.059999465942383
2007-10-12,30.209999084472656
2007-10-15,29.959999084472656
2007-10-16,29.790000915527344
2007-10-17,29.68000030517578
2007-10-18,29.780000686645508
2007-10-19,28.979999542236328
2007-10-22,29.030000686645508
2007-10-23,29.170000076293945
2007-10-24,29.260000228881836
2007-10-25,29.190000534057617
2007-10-26,29.399999618530273
2007-10-29,29.399999618530273
2007-10-30,29.440000534057617
2007-10-31,29.68000030517578
2007-11-01,29.049999237060547
2007-11-02,29.1299991607666
2007-11-05,28.979999542236328
2007-11-06,29.040000915527344
2007-11-07,28.530000686645508
2007-11-08,28.700000762939453
2007-11-09,28.559999465942383
2007-11-12,28.219999313354492
2007-11-13,28.6200008392334
2007-11-14,28.6299991607666
2007-11-15,28.059999465942383
2007-11-16,28.110000610351562
2007-11-19,27.600000381469727
2007-11-20,27.84000015258789
2007-11-21,27.3799991607666
2007-11-23,27.709999084472656
2007-11-26,27.209999084472656
2007-11-27,27.479999542236328
2007-11-28,27.479999542236328
2007-11-29,28.360000610351562
2007-11-30,28.610000610351562
2007-12-03,28.420000076293945
2007-12-04,28.34000015258789
2007-12-05,28.610000610351562
2007-12-06,29.1299991607666
2007-12-07,29.1200008392334
2007-12-10,29.280000686645508
2007-12-11,28.559999465942383
2007-12-12,28.649999618530273
2007-12-13,28.59000015258789
2007-12-14,28.459999084472656
2007-12-17,27.799999237060547
2007-12-18,27.920000076293945
2007-12-19,27.940000534057617
2007-12-20,27.989999771118164
2007-12-21,28.3700008392334
2007-12-24,28.649999618530273
2007-12-26,28.5
2007-12-27,28.360000610351562
2007-12-28,28.329999923706055
2007-12-31,28.229999542236328
2008-01-02,27.780000686645508
2008-01-03,27.770000457763672
2008-01-04,26.950000762939453
2008-01-07,27.0
2008-01-08,26.3799991607666
2008-01-09,26.06999969482422
2008-01-10,27.0
2008-01-11,26.600000381469727
2008-01-14,26.850000381469727
2008-01-15,26.200000762939453
2008-01-16,26.100000381469727
2008-01-17,25.209999084472656
2008-01-18,25.18000030517578
2008-01-22,25.079999923706055
2008-01-23,25.760000228881836
2008-01-24,25.969999313354492
2008-01-25,25.700000762939453
2008-01-28,26.18000030517578
2008-01-29,26.450000762939453
2008-01-30,26.68000030517578
2008-01-31,26.780000686645508
2008-02-01,27.329999923706055
2008-02-04,27.09000015258789
2008-02-05,26.540000915527344
2008-02-06,25.920000076293945
2008-02-07,26.170000076293945
2008-02-08,26.209999084472656
2008-02-11,26.34000015258789
2008-02-12,26.350000381469727
2008-02-13,26.690000534057617
2008-02-14,26.3700008392334
2008-02-15,26.229999542236328
2008-02-19,26.5
2008-02-20,26.65999984741211
2008-02-21,26.290000915527344
2008-02-22,26.489999771118164
2008-02-25,26.940000534057617
2008-02-26,27.1200008392334
2008-02-27,27.110000610351562
2008-02-28,26.729999542236328
2008-02-29,25.889999389648438
2008-03-03,25.889999389648438
2008-03-04,25.829999923706055
2008-03-05,25.959999084472656
2008-03-06,25.399999618530273
2008-03-07,25.06999969482422
2008-03-10,24.639999389648438
2008-03-11,25.420000076293945
2008-03-12,25.549999237060547
2008-03-13,25.559999465942383
2008-03-14,25.020000457763672
2008-03-17,24.489999771118164
2008-03-18,25.139999389648438
2008-03-19,24.940000534057617
2008-03-20,25.3700008392334
2008-03-24,25.93000030517578
2008-03-25,26.15999984741211
2008-03-26,25.719999313354492
2008-03-27,25.5
2008-03-28,25.190000534057617
2008-03-31,25.389999389648438
2008-04-01,25.389999389648438
2008-04-02,26.489999771118164
2008-04-03,26.489999771118164
2008-04-04,26.549999237060547
2008-04-07,26.5
2008-04-08,26.3700008392334
2008-04-09,26.09000015258789
2008-04-10,26.25
2008-04-11,25.850000381469727
2008-04-14,25.8700008392334
2008-04-15,25.809999465942383
2008-04-16,26.40999984741211
2008-04-17,26.3700008392334
2008-04-18,27.0
2008-04-21,26.920000076293945
2008-04-22,26.389999389648438
2008-04-23,26.5
2008-04-24,26.68000030517578
2008-04-25,26.68000030517578
2008-04-28,27.079999923706055
2008-04-29,26.920000076293945
2008-04-30,26.75
2008-05-01,27.139999389648438
2008-05-02,27.209999084472656
2008-05-05,27.170000076293945
2008-05-06,27.170000076293945
2008-05-07,27.170000076293945
2008-05-08,27.170000076293945
2008-05-09,26.940000534057617
2008-05-12,27.190000534057617
2008-05-13,27.459999084472656
2008-05-14,27.6299991607666
2008-05-15,27.850000381469727
2008-05-16,27.90999984741211
2008-05-19,27.84000015258789
2008-05-20,27.719999313354492
2008-05-21,27.270000457763672
2008-05-22,27.280000686645508
2008-05-23,26.979999542236328
2008-05-27,26.979999542236328
2008-05-28,27.110000610351562
2008-05-29,27.360000610351562
2008-05-30,27.489999771118164
2008-06-02,27.239999771118164
2008-06-03,27.100000381469727
2008-06-04,27.100000381469727
2008-06-05,27.56999969482422
2008-06-06,27.010000228881836
2008-06-09,26.84000015258789
2008-06-10,26.84000015258789
2008-06-11,26.260000228881836
2008-06-12,26.270000457763672
2008-06-13,26.59000015258789
2008-06-16,26.739999771118164
2008-06-17,26.700000762939453
2008-06-18,26.290000915527344
2008-06-19,26.479999542236328
2008-06-20,26.1299991607666
2008-06-23,25.8799991607666
2008-06-24,25.719999313354492
2008-06-25,25.959999084472656
2008-06-26,25.329999923706055
2008-06-27,25.270000457763672
2008-06-30,25.299999237060547
2008-07-01,25.06999969482422
2008-07-02,24.729999542236328
2008-07-03,24.649999618530273
2008-07-07,24.260000228881836
2008-07-08,24.790000915527344
2008-07-09,24.219999313354492
2008-07-10,23.93000030517578
2008-07-11,24.049999237060547
2008-07-14,23.770000457763672
2008-07-15,23.5
2008-07-16,24.030000686645508
2008-07-17,24.40999984741211
2008-07-18,24.469999313354492
2008-07-21,24.5
2008-07-22,24.469999313354492
2008-07-23,25.049999237060547
2008-07-24,24.469999313354492
2008-07-25,24.3799991607666
2008-07-28,23.940000534057617
2008-07-29,24.43000030517578
2008-07-30,24.940000534057617
2008-07-31,24.65999984741211
2008-08-01,24.649999618530273
2008-08-04,24.290000915527344
2008-08-05,24.75
2008-08-06,24.93000030517578
2008-08-07,24.93000030517578
2008-08-08,24.979999542236328
2008-08-11,25.510000228881836
2008-08-12,25.3700008392334
2008-08-13,24.860000610351562
2008-08-14,25.260000228881836
2008-08-15,25.420000076293945
2008-08-18,25.06999969482422
2008-08-19,24.760000228881836
2008-08-20,24.760000228881836
2008-08-21,24.90999984741211
2008-08-22,25.139999389648438
2008-08-25,24.760000228881836
2008-08-26,24.700000762939453
2008-08-27,25.100000381469727
2008-08-28,25.420000076293945
2008-08-29,25.360000610351562
2008-09-02,25.100000381469727
2008-09-03,25.059999465942383
2008-09-04,24.43000030517578
2008-09-05,24.43000030517578
2008-09-08,24.850000381469727
2008-09-09,24.260000228881836
2008-09-10,24.329999923706055
2008-09-11,24.520000457763672
2008-09-12,24.690000534057617
2008-09-15,23.8799991607666
2008-09-16,24.079999923706055
2008-09-17,23.219999313354492
2008-09-18,23.860000610351562
2008-09-19,23.860000610351562
2008-09-22,24.010000228881836
2008-09-23,24.010000228881836
2008-09-24,23.540000915527344
2008-09-25,23.540000915527344
2008-09-26,23.670000076293945
2008-09-29,22.34000015258789
2008-09-30,22.520000457763672
2008-10-01,22.510000228881836
2008-10-02,21.559999465942383
2008-10-03,21.15999984741211
2008-10-06,20.209999084472656
2008-10-07,19.43000030517578
2008-10-08,19.59000015258789
2008-10-09,17.860000610351562
2008-10-10,17.530000686645508
2008-10-13,18.469999313354492
2008-10-14,19.059999465942383
2008-10-15,17.93000030517578
2008-10-16,17.93000030517578
2008-10-17,17.829999923706055
2008-10-20,18.600000381469727
2008-10-21,18.270000457763672
2008-10-22,17.110000610351562
2008-10-23,16.389999389648438
2008-10-24,16.389999389648438
2008-10-27,15.979999542236328
2008-10-28,16.770000457763672
2008-10-29,17.5
2008-10-30,17.559999465942383
2008-10-31,18.219999313354492
2008-11-03,17.969999313354492
2008-11-04,18.6200008392334
2008-11-05,17.979999542236328
2008-11-06,17.920000076293945
2008-11-07,17.5
2008-11-10,17.020000457763672
2008-11-11,16.889999389648438
2008-11-12,16.0
2008-11-13,15.479999542236328
2008-11-14,16.389999389648438
2008-11-17,15.979999542236328
2008-11-18,15.869999885559082
2008-11-19,15.210000038146973
2008-11-20,14.170000076293945
2008-11-21,14.170000076293945
2008-11-24,15.770000457763672
2008-11-25,15.430000305175781
2008-11-26,16.5
2008-11-28,16.469999313354492
2008-12-01,15.40999984741211
2008-12-02,15.430000305175781
2008-12-03,15.720000267028809
2008-12-04,15.770000457763672
2008-12-05,15.449999809265137
2008-12-08,16.75
2008-12-09,16.5
2008-12-10,16.899999618530273
2008-12-11,16.729999542236328
2008-12-12,16.149999618530273
2008-12-15,16.18000030517578
2008-12-16,16.65999984741211
2008-12-17,17.239999771118164
2008-12-18,17.1299991607666
2008-12-19,16.940000534057617
2008-12-22,16.540000915527344
2008-12-23,16.15999984741211
2008-12-24,16.280000686645508
2008-12-26,16.420000076293945
2008-12-29,16.209999084472656
2008-12-30,16.649999618530273
2008-12-31,17.040000915527344
2009-01-02,17.639999389648438
2009-01-05,17.670000076293945
2009-01-06,17.950000762939453
2009-01-07,17.43000030517578
2009-01-08,17.280000686645508
2009-01-09,17.170000076293945
2009-01-12,16.520000457763672
2009-01-13,16.59000015258789
2009-01-14,15.859999656677246
2009-01-15,16.110000610351562
2009-01-16,16.3700008392334
2009-01-20,15.479999542236328
2009-01-21,15.800000190734863
2009-01-22,15.65999984741211
2009-01-23,15.529999732971191
2009-01-26,15.960000038146973
2009-01-27,16.06999969482422
2009-01-28,16.6200008392334
2009-01-29,16.229999542236328
2009-01-30,15.779999732971191
2009-02-02,15.420000076293945
2009-02-03,15.84000015258789
2009-02-04,15.8100004196167
2009-02-05,16.06999969482422
2009-02-06,16.520000457763672
2009-02-09,16.600000381469727
2009-02-10,15.770000457763672
2009-02-11,15.75
2009-02-12,15.449999809265137
2009-02-13,15.449999809265137
2009-02-17,14.970000267028809
2009-02-18,14.789999961853027
2009-02-19,14.640000343322754
2009-02-20,14.520000457763672
2009-02-23,14.029999732971191
2009-02-24,14.180000305175781
2009-02-25,14.270000457763672
2009-02-26,14.100000381469727
2009-02-27,14.079999923706055
2009-03-02,13.020000457763672
2009-03-03,13.0
2009-03-04,13.489999771118164
2009-03-05,12.770000457763672
2009-03-06,12.470000267028809
2009-03-09,12.789999961853027
2009-03-10,13.479999542236328
2009-03-11,13.479999542236328
2009-03-12,13.640000343322754
2009-03-13,14.170000076293945
2009-03-16,14.529999732971191
2009-03-17,14.420000076293945
2009-03-18,14.829999923706055
2009-03-19,14.960000038146973
2009-03-20,14.460000038146973
2009-03-23,15.300000190734863
2009-03-24,15.390000343322754
2009-03-25,15.069999694824219
2009-03-26,15.800000190734863
2009-03-27,15.550000190734863
2009-03-30,14.949999809265137
2009-03-31,15.260000228881836
2009-04-01,15.350000381469727
2009-04-02,16.15999984741211
2009-04-03,16.25
2009-04-06,15.989999771118164
2009-04-07,15.989999771118164
2009-04-08,15.75
2009-04-09,16.75
2009-04-13,16.739999771118164
2009-04-14,16.739999771118164
2009-04-15,16.530000686645508
2009-04-16,17.15999984741211
2009-04-17,17.149999618530273
2009-04-20,17.149999618530273
2009-04-21,16.649999618530273
2009-04-22,17.229999542236328
2009-04-23,16.920000076293945
2009-04-24,17.479999542236328
2009-04-27,17.360000610351562
2009-04-28,17.1299991607666
2009-04-29,17.479999542236328
2009-04-30,17.579999923706055
2009-05-01,17.760000228881836
2009-05-04,18.239999771118164
2009-05-05,18.260000228881836
2009-05-06,18.540000915527344
2009-05-07,18.229999542236328
2009-05-08,18.75
2009-05-11,18.350000381469727
2009-05-12,18.200000762939453
2009-05-13,17.459999084472656
2009-05-14,17.709999084472656
2009-05-15,17.709999084472656
2009-05-18,18.09000015258789
2009-05-19,18.350000381469727
2009-05-20,18.34000015258789
2009-05-21,17.559999465942383
2009-05-22,17.559999465942383
2009-05-26,18.25
2009-05-27,17.899999618530273
2009-05-28,18.049999237060547
2009-05-29,18.290000915527344
2009-06-01,19.170000076293945
2009-06-02,19.270000457763672
2009-06-03,18.760000228881836
2009-06-04,19.059999465942383
2009-06-05,19.079999923706055
2009-06-08,18.760000228881836
2009-06-09,19.18000030517578
2009-06-10,18.940000534057617
2009-06-11,19.31999969482422
2009-06-12,18.989999771118164
2009-06-15,18.610000610351562
2009-06-16,18.649999618530273
2009-06-17,18.31999969482422
2009-06-18,18.399999618530273
2009-06-19,18.399999618530273
2009-06-22,17.860000610351562
2009-06-23,17.56999969482422
2009-06-24,17.969999313354492
2009-06-25,18.229999542236328
2009-06-26,18.290000915527344
2009-06-29,18.399999618530273
2009-06-30,18.260000228881836
2009-07-01,18.329999923706055
2009-07-02,17.829999923706055
2009-07-06,17.579999923706055
2009-07-07,17.5
2009-07-08,17.020000457763672
2009-07-09,17.290000915527344
2009-07-10,17.239999771118164
2009-07-13,17.639999389648438
2009-07-14,17.709999084472656
2009-07-15,18.350000381469727
2009-07-16,18.510000228881836
2009-07-17,18.479999542236328
2009-07-20,18.809999465942383
2009-07-21,18.829999923706055
2009-07-22,18.84000015258789
2009-07-23,19.34000015258789
2009-07-24,19.420000076293945
2009-07-27,19.5
2009-07-28,19.440000534057617
2009-07-29,19.309999465942383
2009-07-30,19.309999465942383
2009-07-31,19.6299991607666
2009-08-03,19.959999084472656
2009-08-04,20.030000686645508
2009-08-05,19.920000076293945
2009-08-06,19.8799991607666
2009-08-07,20.34000015258789
2009-08-10,20.170000076293945
2009-08-11,19.93000030517578
2009-08-12,20.170000076293945
2009-08-13,20.299999237060547
2009-08-14,20.1200008392334
2009-08-17,19.65999984741211
2009-08-18,19.84000015258789
2009-08-19,19.959999084472656
2009-08-20,20.18000030517578
2009-08-21,20.579999923706055
2009-08-24,20.520000457763672
2009-08-25,20.65999984741211
2009-08-26,20.559999465942383
2009-08-27,20.65999984741211
2009-08-28,20.709999084472656
2009-08-31,20.450000762939453
2009-09-01,20.100000381469727
2009-09-02,20.010000228881836
2009-09-03,20.040000915527344
2009-09-04,20.3700008392334
2009-09-08,20.649999618530273
2009-09-09,20.889999389648438
2009-09-10,21.170000076293945
2009-09-11,21.139999389648438
2009-09-14,21.229999542236328
2009-09-15,21.5
2009-09-16,21.790000915527344
2009-09-17,21.709999084472656
2009-09-18,21.81999969482422
2009-09-21,21.729999542236328
2009-09-22,21.889999389648438
2009-09-23,21.65999984741211
2009-09-24,21.329999923706055
2009-09-25,21.149999618530273
2009-09-28,21.559999465942383
2009-09-29,21.649999618530273
2009-09-30,21.56999969482422
2009-10-01,21.010000228881836
2009-10-02,20.68000030517578
2009-10-05,21.09000015258789
2009-10-06,21.389999389648438
2009-10-07,21.420000076293945
2009-10-08,21.639999389648438
2009-10-09,21.75
2009-10-12,21.809999465942383
2009-10-13,21.809999465942383
2009-10-14,22.1299991607666
2009-10-15,22.239999771118164
2009-10-16,22.100000381469727
2009-10-19,22.399999618530273
2009-10-20,22.200000762939453
2009-10-21,22.170000076293945
2009-10-22,22.229999542236328
2009-10-23,21.8700008392334
2009-10-26,21.639999389648438
2009-10-27,21.520000457763672
2009-10-28,20.969999313354492
2009-10-29,21.440000534057617
2009-10-30,20.8799991607666
2009-11-02,20.84000015258789
2009-11-03,21.190000534057617
2009-11-04,21.229999542236328
2009-11-05,21.65999984741211
2009-11-06,21.649999618530273
2009-11-09,22.209999084472656
2009-11-10,22.170000076293945
2009-11-11,22.350000381469727
2009-11-12,22.010000228881836
2009-11-13,22.170000076293945
2009-11-16,22.540000915527344
2009-11-17,22.479999542236328
2009-11-18,22.43000030517578
2009-11-19,22.09000015258789
2009-11-20,21.969999313354492
2009-11-23,22.25
2009-11-24,22.280000686645508
2009-11-25,22.469999313354492
2009-11-27,22.059999465942383
2009-11-30,22.1299991607666
2009-12-01,22.440000534057617
2009-12-02,22.489999771118164
2009-12-03,22.329999923706055
2009-12-04,22.5
2009-12-07,22.540000915527344
2009-12-08,22.31999969482422
2009-12-09,22.3799991607666
2009-12-10,22.579999923706055
2009-12-11,22.729999542236328
2009-12-14,22.989999771118164
2009-12-15,22.920000076293945
2009-12-16,23.020000457763672
2009-12-17,22.780000686645508
2009-12-18,22.860000610351562
2009-12-21,23.1200008392334
2009-12-22,23.15999984741211
2009-12-23,23.299999237060547
2009-12-24,23.389999389648438
2009-12-28,23.3700008392334
2009-12-29,23.360000610351562
2009-12-30,23.309999465942383
2009-12-31,23.079999923706055
2010-01-04,23.40999984741211
2010-01-05,23.450000762939453
2010-01-06,23.549999237060547
2010-01-07,23.600000381469727
2010-01-08,23.709999084472656
2010-01-11,23.75
2010-01-12,23.450000762939453
2010-01-13,23.690000534057617
2010-01-14,23.719999313354492
2010-01-15,23.450000762939453
2010-01-19,23.760000228881836
2010-01-20,23.510000228881836
2010-01-21,23.100000381469727
2010-01-22,22.559999465942383
2010-01-25,22.719999313354492
2010-01-26,22.729999542236328
2010-01-27,22.700000762939453
2010-01-28,22.399999618530273
2010-01-29,22.18000030517578
2010-02-01,22.469999313354492
2010-02-02,22.8700008392334
2010-02-03,22.75
2010-02-04,22.010000228881836
2010-02-05,22.049999237060547
2010-02-08,21.889999389648438
2010-02-09,22.219999313354492
2010-02-10,22.1200008392334
2010-02-11,22.389999389648438
2010-02-12,22.360000610351562
2010-02-16,22.780000686645508
2010-02-17,22.889999389648438
2010-02-18,23.100000381469727
2010-02-19,23.190000534057617
2010-02-22,23.170000076293945
2010-02-23,22.93000030517578
2010-02-24,23.09000015258789
2010-02-25,23.170000076293945
2010-02-26,23.170000076293945
2010-03-01,23.530000686645508
2010-03-02,23.610000610351562
2010-03-03,23.6299991607666
2010-03-04,23.700000762939453
2010-03-05,24.079999923706055
2010-03-08,24.079999923706055
2010-03-09,24.079999923706055
2010-03-10,24.209999084472656
2010-03-11,24.270000457763672
2010-03-12,24.31999969482422
2010-03-15,24.290000915527344
2010-03-16,24.530000686645508
2010-03-17,24.690000534057617
2010-03-18,24.6200008392334
2010-03-19,24.489999771118164
2010-03-22,24.68000030517578
2010-03-23,24.8799991607666
2010-03-24,24.709999084472656
2010-03-25,24.600000381469727
2010-03-26,24.639999389648438
2010-03-29,24.850000381469727
2010-03-30,24.860000610351562
2010-03-31,24.719999313354492
2010-04-01,24.989999771118164
2010-04-05,25.25
2010-04-06,25.309999465942383
2010-04-07,25.110000610351562
2010-04-08,25.18000030517578
2010-04-09,25.350000381469727
2010-04-12,25.389999389648438
2010-04-13,25.420000076293945
2010-04-14,25.65999984741211
2010-04-15,25.690000534057617
2010-04-16,25.31999969482422
2010-04-19,25.329999923706055
2010-04-20,25.600000381469727
2010-04-21,25.639999389648438
2010-04-22,25.829999923706055
2010-04-23,26.030000686645508
2010-04-26,25.950000762939453
2010-04-27,25.299999237060547
2010-04-28,25.420000076293945
2010-04-29,25.799999237060547
2010-04-30,25.329999923706055
2010-05-03,25.709999084472656
2010-05-04,25.100000381469727
2010-05-05,24.889999389648438
2010-05-06,23.979999542236328
2010-05-07,23.610000610351562
2010-05-10,24.729999542236328
2010-05-11,24.709999084472656
2010-05-12,25.1299991607666
2010-05-13,24.81999969482422
2010-05-14,24.350000381469727
2010-05-17,24.40999984741211
2010-05-18,24.09000015258789
2010-05-19,23.90999984741211
2010-05-20,22.969999313354492
2010-05-21,23.31999969482422
2010-05-24,23.09000015258789
2010-05-25,23.1200008392334
2010-05-26,23.110000610351562
2010-05-27,23.920000076293945
2010-05-28,23.68000030517578
2010-06-01,23.170000076293945
2010-06-02,23.790000915527344
2010-06-03,23.940000534057617
2010-06-04,23.040000915527344
2010-06-07,22.65999984741211
2010-06-08,22.93000030517578
2010-06-09,22.90999984741211
2010-06-10,23.649999618530273
2010-06-11,23.780000686645508
2010-06-14,23.8700008392334
2010-06-15,24.3799991607666
2010-06-16,24.350000381469727
2010-06-17,24.3799991607666
2010-06-18,24.3700008392334
2010-06-21,24.229999542236328
2010-06-22,23.6299991607666
2010-06-23,23.56999969482422
2010-06-24,23.18000030517578
2010-06-25,23.270000457763672
2010-06-28,23.299999237060547
2010-06-29,22.440000534057617
2010-06-30,22.219999313354492
2010-07-01,22.15999984741211
2010-07-02,22.1200008392334
2010-07-06,22.1200008392334
2010-07-07,22.850000381469727
2010-07-08,23.09000015258789
2010-07-09,23.170000076293945
2010-07-12,23.200000762939453
2010-07-13,23.610000610351562
2010-07-14,23.559999465942383
2010-07-15,23.6299991607666
2010-07-16,22.940000534057617
2010-07-19,23.15999984741211
2010-07-20,23.40999984741211
2010-07-21,23.100000381469727
2010-07-22,23.59000015258789
2010-07-23,23.8799991607666
2010-07-26,24.190000534057617
2010-07-27,24.09000015258789
2010-07-28,23.8799991607666
2010-07-29,23.75
2010-07-30,23.829999923706055
2010-08-02,24.260000228881836
2010-08-03,24.09000015258789
2010-08-04,24.290000915527344
2010-08-05,24.25
2010-08-06,24.190000534057617
2010-08-09,24.34000015258789
2010-08-10,24.18000030517578
2010-08-11,23.489999771118164
2010-08-12,23.389999389648438
2010-08-13,23.309999465942383
2010-08-16,23.270000457763672
2010-08-17,23.68000030517578
2010-08-18,23.760000228881836
2010-08-19,23.270000457763672
2010-08-20,23.270000457763672
2010-08-23,23.149999618530273
2010-08-24,22.84000015258789
2010-08-25,22.969999313354492
2010-08-26,22.84000015258789
2010-08-27,23.200000762939453
2010-08-30,22.860000610351562
2010-08-31,22.850000381469727
2010-09-01,23.510000228881836
2010-09-02,23.84000015258789
2010-09-03,24.170000076293945
2010-09-07,23.8700008392334
2010-09-08,23.959999084472656
2010-09-09,24.049999237060547
2010-09-10,24.15999984741211
2010-09-13,24.440000534057617
2010-09-14,24.43000030517578
2010-09-15,24.549999237060547
2010-09-16,24.469999313354492
2010-09-17,24.540000915527344
2010-09-20,24.940000534057617
2010-09-21,24.850000381469727
2010-09-22,24.709999084472656
2010-09-23,24.520000457763672
2010-09-24,25.06999969482422
2010-09-27,24.950000762939453
2010-09-28,25.139999389648438
2010-09-29,25.09000015258789
2010-09-30,25.020000457763672
2010-10-01,25.110000610351562
2010-10-04,24.8700008392334
2010-10-05,25.40999984741211
2010-10-06,25.299999237060547
2010-10-07,25.25
2010-10-08,25.510000228881836
2010-10-11,25.549999237060547
2010-10-12,25.65999984741211
2010-10-13,25.8700008392334
2010-10-14,25.760000228881836
2010-10-15,25.809999465942383
2010-10-18,25.899999618530273
2010-10-19,25.43000030517578
2010-10-20,25.75
2010-10-21,25.780000686645508
2010-10-22,25.84000015258789
2010-10-25,25.959999084472656
2010-10-26,25.899999618530273
2010-10-27,25.829999923706055
2010-10-28,25.84000015258789
2010-10-29,25.90999984741211
2010-11-01,25.84000015258789
2010-11-02,26.100000381469727
2010-11-03,26.09000015258789
2010-11-04,26.670000076293945
2010-11-05,26.780000686645508
2010-11-08,26.760000228881836
2010-11-09,26.469999313354492
2010-11-10,26.56999969482422
2010-11-11,26.579999923706055
2010-11-12,26.219999313354492
2010-11-15,26.200000762939453
2010-11-16,25.760000228881836
2010-11-17,25.850000381469727
2010-11-18,26.200000762939453
2010-11-19,26.350000381469727
2010-11-22,26.420000076293945
2010-11-23,26.049999237060547
2010-11-24,26.469999313354492
2010-11-26,26.350000381469727
2010-11-29,26.270000457763672
2010-11-30,26.149999618530273
2010-12-01,26.700000762939453
2010-12-02,27.049999237060547
2010-12-03,27.1299991607666
2010-12-06,27.110000610351562
2010-12-07,27.139999389648438
2010-12-08,27.15999984741211
2010-12-09,27.239999771118164
2010-12-10,27.43000030517578
2010-12-13,27.399999618530273
2010-12-14,27.3799991607666
2010-12-15,27.270000457763672
2010-12-16,27.459999084472656
2010-12-17,27.510000228881836
2010-12-20,27.600000381469727
2010-12-21,27.6200008392334
2010-12-22,27.68000030517578
2010-12-23,27.6200008392334
2010-12-27,27.610000610351562
2010-12-28,27.56999969482422
2010-12-29,27.610000610351562
2010-12-30,27.610000610351562
2010-12-31,27.579999923706055
2011-01-03,27.8799991607666
2011-01-04,27.770000457763672
2011-01-05,27.8700008392334
2011-01-06,27.81999969482422
2011-01-07,27.799999237060547
2011-01-10,27.809999465942383
2011-01-11,27.899999618530273
2011-01-12,28.1200008392334
2011-01-13,28.110000610351562
2011-01-14,28.280000686645508
2011-01-18,28.3799991607666
2011-01-19,28.030000686645508
2011-01-20,27.950000762939453
2011-01-21,27.950000762939453
2011-01-24,28.1200008392334
2011-01-25,28.09000015258789
2011-01-26,28.34000015258789
2011-01-27,28.479999542236328
2011-01-28,27.920000076293945
2011-01-31,28.15999984741211
2011-02-01,28.639999389648438
2011-02-02,28.549999237060547
2011-02-03,28.700000762939453
2011-02-04,28.899999618530273
2011-02-07,29.049999237060547
