,DZSI
2008-12-03,2.0
2008-12-04,2.0
2008-12-05,2.25
2008-12-08,2.25
2008-12-09,2.25
2008-12-10,2.0
2008-12-11,2.25
2008-12-12,2.75
2008-12-15,2.75
2008-12-16,2.5
2008-12-17,2.5
2008-12-18,3.0
2008-12-19,2.5
2008-12-22,2.75
2008-12-23,2.25
2008-12-24,2.25
2008-12-26,2.25
2008-12-29,2.25
2008-12-30,2.0
2008-12-31,2.0
2009-01-02,2.5
2009-01-05,2.75
2009-01-06,3.5
2009-01-07,4.0
2009-01-08,3.5
2009-01-09,4.0
2009-01-12,4.0
2009-01-13,4.5
2009-01-14,4.25
2009-01-15,3.5
2009-01-16,3.75
2009-01-20,3.5
2009-01-21,3.25
2009-01-22,3.25
2009-01-23,3.5
2009-01-26,3.5
2009-01-27,3.25
2009-01-28,3.5
2009-01-29,3.25
2009-01-30,3.5
2009-02-02,3.25
2009-02-03,3.0
2009-02-04,3.5
2009-02-05,3.25
2009-02-06,3.25
2009-02-09,3.25
2009-02-10,3.25
2009-02-11,3.25
2009-02-12,3.5
2009-02-13,3.75
2009-02-17,3.75
2009-02-18,3.75
2009-02-19,3.5
2009-02-20,3.5
2009-02-23,3.25
2009-02-24,3.5
2009-02-25,3.5
2009-02-26,4.0
2009-02-27,3.75
2009-03-02,3.0
2009-03-03,3.0
2009-03-04,3.5
2009-03-05,3.0
2009-03-06,3.25
2009-03-09,3.25
2009-03-10,3.25
2009-03-11,3.75
2009-03-12,3.75
2009-03-13,3.5
2009-03-16,3.75
2009-03-17,4.25
2009-03-18,5.0
2009-03-19,4.5
2009-03-20,4.75
2009-03-23,4.5
2009-03-24,5.0
2009-03-25,4.75
2009-03-26,5.0
2009-03-27,5.0
2009-03-30,4.75
2009-03-31,4.75
2009-04-01,4.5
2009-04-02,5.25
2009-04-03,5.0
2009-04-06,5.25
2009-04-07,5.25
2009-04-08,4.75
2009-04-09,5.25
2009-04-13,4.75
2009-04-14,5.25
2009-04-15,5.0
2009-04-16,5.75
2009-04-17,6.5
2009-04-20,7.25
2009-04-21,7.0
2009-04-22,7.25
2009-04-23,7.25
2009-04-24,5.25
2009-04-27,5.75
2009-04-28,5.5
2009-04-29,5.75
2009-04-30,5.75
2009-05-01,6.25
2009-05-04,7.25
2009-05-05,6.75
2009-05-06,6.75
2009-05-07,8.0
2009-05-08,7.75
2009-05-11,7.25
2009-05-12,7.5
2009-05-13,7.0
2009-05-14,7.0
2009-05-15,6.75
2009-05-18,7.0
2009-05-19,6.75
2009-05-20,7.0
2009-05-21,6.5
2009-05-22,7.0
2009-05-26,6.5
2009-05-27,6.5
2009-05-28,6.75
2009-05-29,6.5
2009-06-01,7.0
2009-06-02,7.5
2009-06-03,7.75
2009-06-04,7.5
2009-06-05,7.5
2009-06-08,7.25
2009-06-09,7.5
2009-06-10,7.0
2009-06-11,7.25
2009-06-12,7.0
2009-06-15,7.0
2009-06-16,7.25
2009-06-17,7.5
2009-06-18,7.75
2009-06-19,9.5
2009-06-22,8.5
2009-06-23,9.0
2009-06-24,8.0
2009-06-25,8.25
2009-06-26,7.75
2009-06-29,7.25
2009-06-30,8.0
2009-07-01,8.0
2009-07-02,7.75
2009-07-06,7.25
2009-07-07,7.25
2009-07-08,7.0
2009-07-09,7.0
2009-07-10,7.25
2009-07-13,6.75
2009-07-14,7.0
2009-07-15,7.0
2009-07-16,7.0
2009-07-17,7.0
2009-07-20,7.25
2009-07-21,6.75
2009-07-22,7.75
2009-07-23,8.75
2009-07-24,9.25
2009-07-27,9.0
2009-07-28,8.75
2009-07-29,8.75
2009-07-30,9.0
2009-07-31,8.5
2009-08-03,9.5
2009-08-04,10.75
2009-08-05,10.25
2009-08-06,10.0
2009-08-07,10.75
2009-08-10,11.25
2009-08-11,10.5
2009-08-12,10.25
2009-08-13,10.5
2009-08-14,10.25
2009-08-17,9.5
2009-08-18,9.25
2009-08-19,9.25
2009-08-20,9.25
2009-08-21,9.75
2009-08-24,10.25
2009-08-25,11.5
2009-08-26,16.5
2009-08-27,17.25
2009-08-28,15.0
2009-08-31,14.0
2009-09-01,13.5
2009-09-02,15.25
2009-09-03,14.5
2009-09-04,14.5
2009-09-08,13.75
2009-09-09,12.75
2009-09-10,13.75
2009-09-11,13.0
2009-09-14,14.25
2009-09-15,13.5
2009-09-16,14.0
2009-09-17,15.0
2009-09-18,14.0
2009-09-21,14.25
2009-09-22,14.0
2009-09-23,14.0
2009-09-24,12.75
2009-09-25,12.25
2009-09-28,13.0
2009-09-29,12.25
2009-09-30,12.5
2009-10-01,12.25
2009-10-02,12.5
2009-10-05,13.5
2009-10-06,15.0
2009-10-07,14.0
2009-10-08,14.0
2009-10-09,15.0
2009-10-12,16.0
2009-10-13,15.75
2009-10-14,15.0
2009-10-15,14.5
2009-10-16,15.25
2009-10-19,15.75
2009-10-20,16.5
2009-10-21,15.25
2009-10-22,14.75
2009-10-23,14.0
2009-10-26,13.5
2009-10-27,13.25
2009-10-28,12.5
2009-10-29,12.75
2009-10-30,12.0
2009-11-02,11.75
2009-11-03,11.75
2009-11-04,12.25
2009-11-05,12.0
2009-11-06,12.25
2009-11-09,12.5
2009-11-10,12.0
2009-11-11,13.0
2009-11-12,13.25
2009-11-13,13.0
2009-11-16,13.25
2009-11-17,12.75
2009-11-18,12.5
2009-11-19,12.0
2009-11-20,12.0
2009-11-23,12.0
2009-11-24,11.75
2009-11-25,12.0
2009-11-27,12.0
2009-11-30,12.5
2009-12-01,12.0
2009-12-02,11.75
2009-12-03,12.0
2009-12-04,11.5
2009-12-07,11.75
2009-12-08,11.5
2009-12-09,11.75
2009-12-10,11.0
2009-12-11,10.25
2009-12-14,10.0
2009-12-15,10.5
2009-12-16,9.75
2009-12-17,10.75
2009-12-18,9.5
2009-12-21,9.5
2009-12-22,9.5
2009-12-23,8.75
2009-12-24,8.75
2009-12-28,10.25
2009-12-29,9.75
2009-12-30,10.25
2009-12-31,10.25
2010-01-04,10.75
2010-01-05,13.0
2010-01-06,14.5
2010-01-07,13.5
2010-01-08,13.25
2010-01-11,14.0
2010-01-12,13.5
2010-01-13,13.5
2010-01-14,15.0
2010-01-15,15.75
2010-01-19,16.0
2010-01-20,15.0
2010-01-21,15.0
2010-01-22,15.25
2010-01-25,14.75
2010-01-26,14.75
2010-01-27,14.75
2010-01-28,13.0
2010-01-29,13.25
2010-02-01,12.5
2010-02-02,12.25
2010-02-03,13.0
2010-02-04,13.25
2010-02-05,12.5
2010-02-08,11.75
2010-02-09,11.75
2010-02-10,11.75
2010-02-11,11.75
2010-02-12,11.75
2010-02-16,12.75
2010-02-17,13.0
2010-02-18,13.0
2010-02-19,13.0
2010-02-22,14.0
2010-02-23,14.25
2010-02-24,13.5
2010-02-25,12.75
2010-02-26,13.0
2010-03-01,12.75
2010-03-02,13.0
2010-03-03,13.0
2010-03-04,12.5
2010-03-05,12.0
2010-03-08,11.0
2010-03-09,11.5
2010-03-10,11.5
2010-03-11,11.5
2010-03-12,12.600000381469727
2010-03-15,12.25
2010-03-16,12.0
2010-03-17,12.100000381469727
2010-03-18,11.850000381469727
2010-03-19,12.199999809265137
2010-03-22,11.600000381469727
2010-03-23,11.850000381469727
2010-03-24,11.75
2010-03-25,11.699999809265137
2010-03-26,11.5
2010-03-29,11.399999618530273
2010-03-30,12.050000190734863
2010-03-31,13.75
2010-04-01,13.649999618530273
2010-04-05,13.75
2010-04-06,13.75
2010-04-07,13.550000190734863
2010-04-08,13.899999618530273
2010-04-09,13.800000190734863
2010-04-12,14.399999618530273
2010-04-13,14.449999809265137
2010-04-14,14.399999618530273
2010-04-15,14.5
2010-04-16,14.25
2010-04-19,13.800000190734863
2010-04-20,13.75
2010-04-21,13.850000381469727
2010-04-22,13.850000381469727
2010-04-23,13.800000190734863
2010-04-26,14.0
2010-04-27,13.949999809265137
2010-04-28,13.0
2010-04-29,11.75
2010-04-30,10.600000381469727
2010-05-03,10.850000381469727
2010-05-04,10.649999618530273
2010-05-05,10.399999618530273
2010-05-06,9.75
2010-05-07,8.5
2010-05-10,8.850000381469727
2010-05-11,8.600000381469727
2010-05-12,9.449999809265137
2010-05-13,9.350000381469727
2010-05-14,8.75
2010-05-17,8.75
2010-05-18,8.649999618530273
2010-05-19,8.449999809265137
2010-05-20,8.100000381469727
2010-05-21,8.0
2010-05-24,7.75
2010-05-25,7.650000095367432
2010-05-26,7.75
2010-05-27,7.900000095367432
2010-05-28,8.149999618530273
2010-06-01,8.199999809265137
2010-06-02,8.699999809265137
2010-06-03,8.0
2010-06-04,8.0
2010-06-07,7.699999809265137
2010-06-08,7.800000190734863
2010-06-09,7.349999904632568
2010-06-10,7.5
2010-06-11,7.599999904632568
2010-06-14,7.449999809265137
2010-06-15,7.349999904632568
2010-06-16,7.849999904632568
2010-06-17,7.900000095367432
2010-06-18,7.699999809265137
2010-06-21,7.800000190734863
2010-06-22,7.699999809265137
2010-06-23,7.550000190734863
2010-06-24,7.849999904632568
2010-06-25,8.149999618530273
2010-06-28,7.75
2010-06-29,7.400000095367432
2010-06-30,7.449999809265137
2010-07-01,7.199999809265137
2010-07-02,7.449999809265137
2010-07-06,6.75
2010-07-07,6.900000095367432
2010-07-08,6.849999904632568
2010-07-09,7.0
2010-07-12,7.199999809265137
2010-07-13,7.25
2010-07-14,7.300000190734863
2010-07-15,7.0
2010-07-16,7.099999904632568
2010-07-19,7.150000095367432
2010-07-20,7.199999809265137
2010-07-21,7.0
2010-07-22,7.849999904632568
2010-07-23,7.900000095367432
2010-07-26,7.599999904632568
2010-07-27,7.550000190734863
2010-07-28,7.300000190734863
2010-07-29,7.25
2010-07-30,7.099999904632568
2010-08-02,6.900000095367432
2010-08-03,7.0
2010-08-04,6.900000095367432
2010-08-05,7.0
2010-08-06,6.949999809265137
2010-08-09,6.949999809265137
2010-08-10,6.800000190734863
2010-08-11,6.800000190734863
2010-08-12,6.800000190734863
2010-08-13,7.150000095367432
2010-08-16,6.849999904632568
2010-08-17,6.900000095367432
2010-08-18,6.849999904632568
2010-08-19,6.849999904632568
2010-08-20,6.699999809265137
2010-08-23,6.650000095367432
2010-08-24,6.449999809265137
2010-08-25,6.0
2010-08-26,5.949999809265137
2010-08-27,6.199999809265137
2010-08-30,5.949999809265137
2010-08-31,5.849999904632568
2010-09-01,6.150000095367432
2010-09-02,6.5
2010-09-03,6.5
2010-09-07,7.25
2010-09-08,7.849999904632568
2010-09-09,7.900000095367432
2010-09-10,7.800000190734863
2010-09-13,8.199999809265137
2010-09-14,8.25
2010-09-15,8.199999809265137
2010-09-16,9.0
2010-09-17,8.649999618530273
2010-09-20,8.949999809265137
2010-09-21,9.5
2010-09-22,9.649999618530273
2010-09-23,9.600000381469727
2010-09-24,9.100000381469727
2010-09-27,9.399999618530273
2010-09-28,9.75
2010-09-29,10.350000381469727
2010-09-30,10.300000190734863
2010-10-01,10.399999618530273
2010-10-04,10.050000190734863
2010-10-05,9.899999618530273
2010-10-06,9.899999618530273
2010-10-07,10.050000190734863
2010-10-08,10.0
2010-10-11,10.199999809265137
2010-10-12,10.199999809265137
2010-10-13,10.149999618530273
2010-10-14,9.949999809265137
2010-10-15,9.850000381469727
2010-10-18,9.649999618530273
2010-10-19,9.449999809265137
2010-10-20,9.449999809265137
2010-10-21,9.600000381469727
2010-10-22,10.050000190734863
2010-10-25,12.300000190734863
2010-10-26,13.25
2010-10-27,12.699999809265137
2010-10-28,12.800000190734863
2010-10-29,12.399999618530273
2010-11-01,13.0
2010-11-02,13.0
2010-11-03,12.350000381469727
2010-11-04,12.800000190734863
2010-11-05,14.0
2010-11-08,15.5
2010-11-09,13.899999618530273
2010-11-10,14.350000381469727
2010-11-11,14.199999809265137
2010-11-12,13.649999618530273
2010-11-15,13.550000190734863
2010-11-16,12.899999618530273
2010-11-17,12.899999618530273
2010-11-18,13.149999618530273
2010-11-19,13.350000381469727
2010-11-22,13.0
2010-11-23,13.25
2010-11-24,13.300000190734863
2010-11-26,13.399999618530273
2010-11-29,13.050000190734863
2010-11-30,13.199999809265137
2010-12-01,13.0
2010-12-02,13.100000381469727
2010-12-03,13.100000381469727
2010-12-06,13.75
2010-12-07,13.399999618530273
2010-12-08,13.350000381469727
2010-12-09,13.050000190734863
2010-12-10,13.550000190734863
2010-12-13,13.699999809265137
2010-12-14,13.449999809265137
2010-12-15,13.399999618530273
2010-12-16,13.5
2010-12-17,13.75
2010-12-20,13.399999618530273
2010-12-21,13.449999809265137
2010-12-22,13.949999809265137
2010-12-23,13.550000190734863
2010-12-27,13.300000190734863
2010-12-28,13.300000190734863
2010-12-29,13.649999618530273
2010-12-30,13.399999618530273
2010-12-31,13.350000381469727
2011-01-03,13.350000381469727
2011-01-04,13.399999618530273
2011-01-05,14.199999809265137
2011-01-06,15.149999618530273
2011-01-07,12.850000381469727
2011-01-10,12.850000381469727
2011-01-11,12.949999809265137
2011-01-12,13.199999809265137
2011-01-13,13.199999809265137
2011-01-14,13.5
2011-01-18,13.550000190734863
2011-01-19,12.899999618530273
2011-01-20,12.75
2011-01-21,12.649999618530273
2011-01-24,12.300000190734863
2011-01-25,12.25
2011-01-26,12.449999809265137
2011-01-27,12.399999618530273
2011-01-28,12.399999618530273
2011-01-31,12.449999809265137
2011-02-01,12.5
2011-02-02,12.449999809265137
2011-02-03,12.399999618530273
2011-02-04,12.850000381469727
2011-02-07,12.600000381469727
2011-02-08,12.800000190734863
2011-02-09,12.649999618530273
2011-02-10,13.0
2011-02-11,12.649999618530273
2011-02-14,12.5
2011-02-15,12.350000381469727
2011-02-16,12.550000190734863
2011-02-17,12.649999618530273
2011-02-18,12.449999809265137
2011-02-22,11.600000381469727
2011-02-23,11.600000381469727
2011-02-24,11.5
2011-02-25,11.850000381469727
2011-02-28,11.550000190734863
2011-03-01,11.75
2011-03-02,11.699999809265137
2011-03-03,11.850000381469727
2011-03-04,11.850000381469727
2011-03-07,11.850000381469727
2011-03-08,11.449999809265137
2011-03-09,11.600000381469727
2011-03-10,11.449999809265137
2011-03-11,12.0
2011-03-14,11.75
2011-03-15,11.449999809265137
2011-03-16,11.0
2011-03-17,11.050000190734863
2011-03-18,11.300000190734863
2011-03-21,11.449999809265137
2011-03-22,11.050000190734863
2011-03-23,11.5
2011-03-24,11.5
2011-03-25,11.399999618530273
2011-03-28,11.300000190734863
2011-03-29,11.550000190734863
2011-03-30,11.25
2011-03-31,11.5
2011-04-01,12.050000190734863
2011-04-04,13.25
2011-04-05,13.5
2011-04-06,13.399999618530273
2011-04-07,13.300000190734863
2011-04-08,13.149999618530273
2011-04-11,13.449999809265137
2011-04-12,12.800000190734863
2011-04-13,11.949999809265137
2011-04-14,11.899999618530273
2011-04-15,11.850000381469727
2011-04-18,12.050000190734863
2011-04-19,11.949999809265137
2011-04-20,12.550000190734863
2011-04-21,11.800000190734863
2011-04-25,11.699999809265137
2011-04-26,12.300000190734863
2011-04-27,13.600000381469727
2011-04-28,13.550000190734863
2011-04-29,13.449999809265137
2011-05-02,13.149999618530273
2011-05-03,12.75
2011-05-04,12.399999618530273
2011-05-05,12.149999618530273
2011-05-06,12.300000190734863
2011-05-09,12.100000381469727
2011-05-10,12.449999809265137
2011-05-11,12.449999809265137
2011-05-12,12.75
2011-05-13,12.5
2011-05-16,11.699999809265137
2011-05-17,11.25
2011-05-18,11.600000381469727
2011-05-19,11.600000381469727
2011-05-20,11.649999618530273
2011-05-23,11.5
2011-05-24,11.5
2011-05-25,11.199999809265137
2011-05-26,11.149999618530273
2011-05-27,11.350000381469727
2011-05-31,11.350000381469727
2011-06-01,11.300000190734863
2011-06-02,11.350000381469727
2011-06-03,11.25
2011-06-06,11.300000190734863
2011-06-07,11.149999618530273
2011-06-08,11.050000190734863
2011-06-09,11.5
2011-06-10,11.199999809265137
2011-06-13,11.0
2011-06-14,11.399999618530273
2011-06-15,10.850000381469727
2011-06-16,11.0
2011-06-17,11.149999618530273
2011-06-20,11.25
2011-06-21,11.25
2011-06-22,11.100000381469727
2011-06-23,11.300000190734863
2011-06-24,11.399999618530273
2011-06-27,11.300000190734863
2011-06-28,12.0
2011-06-29,11.850000381469727
2011-06-30,11.949999809265137
2011-07-01,12.0
2011-07-05,11.649999618530273
2011-07-06,12.300000190734863
2011-07-07,12.25
2011-07-08,12.050000190734863
2011-07-11,11.449999809265137
2011-07-12,11.449999809265137
2011-07-13,11.399999618530273
2011-07-14,11.649999618530273
2011-07-15,11.949999809265137
2011-07-18,11.699999809265137
2011-07-19,11.899999618530273
2011-07-20,11.050000190734863
2011-07-21,10.75
2011-07-22,10.649999618530273
2011-07-25,10.550000190734863
2011-07-26,10.649999618530273
2011-07-27,10.649999618530273
2011-07-28,10.649999618530273
2011-07-29,10.149999618530273
2011-08-01,10.199999809265137
2011-08-02,9.600000381469727
2011-08-03,9.600000381469727
2011-08-04,9.149999618530273
2011-08-05,8.149999618530273
2011-08-08,6.5
2011-08-09,7.5
2011-08-10,7.599999904632568
2011-08-11,8.149999618530273
2011-08-12,8.649999618530273
2011-08-15,9.050000190734863
2011-08-16,8.399999618530273
2011-08-17,8.25
2011-08-18,7.550000190734863
2011-08-19,7.599999904632568
2011-08-22,7.0
2011-08-23,7.0
2011-08-24,7.099999904632568
2011-08-25,6.650000095367432
2011-08-26,6.199999809265137
2011-08-29,6.75
2011-08-30,7.349999904632568
2011-08-31,8.0
2011-09-01,7.550000190734863
2011-09-02,7.050000190734863
2011-09-06,6.550000190734863
2011-09-07,6.650000095367432
2011-09-08,6.5
2011-09-09,6.349999904632568
2011-09-12,6.449999809265137
2011-09-13,6.599999904632568
2011-09-14,6.75
2011-09-15,7.0
2011-09-16,7.25
2011-09-19,6.900000095367432
2011-09-20,6.650000095367432
2011-09-21,6.800000190734863
2011-09-22,6.400000095367432
2011-09-23,6.349999904632568
2011-09-26,6.449999809265137
2011-09-27,6.400000095367432
2011-09-28,6.349999904632568
2011-09-29,6.150000095367432
2011-09-30,5.900000095367432
2011-10-03,4.699999809265137
2011-10-04,4.800000190734863
2011-10-05,5.5
2011-10-06,5.75
2011-10-07,5.599999904632568
2011-10-10,5.699999809265137
2011-10-11,5.5
2011-10-12,5.25
2011-10-13,5.050000190734863
2011-10-14,4.949999809265137
2011-10-17,4.849999904632568
2011-10-18,4.75
2011-10-19,4.449999809265137
2011-10-20,4.300000190734863
2011-10-21,4.25
2011-10-24,4.099999904632568
2011-10-25,4.050000190734863
2011-10-26,4.0
2011-10-27,4.400000095367432
2011-10-28,4.75
2011-10-31,4.650000095367432
2011-11-01,4.5
2011-11-02,4.5
2011-11-03,4.599999904632568
2011-11-04,4.449999809265137
2011-11-07,4.449999809265137
2011-11-08,4.75
2011-11-09,4.75
2011-11-10,4.75
2011-11-11,4.849999904632568
2011-11-14,4.900000095367432
2011-11-15,4.849999904632568
2011-11-16,4.849999904632568
2011-11-17,4.849999904632568
2011-11-18,4.550000190734863
2011-11-21,4.699999809265137
2011-11-22,4.650000095367432
2011-11-23,4.650000095367432
2011-11-25,4.75
2011-11-28,4.900000095367432
2011-11-29,4.75
2011-11-30,4.449999809265137
2011-12-01,4.449999809265137
2011-12-02,4.449999809265137
2011-12-05,4.349999904632568
2011-12-06,4.349999904632568
2011-12-07,4.25
2011-12-08,4.050000190734863
2011-12-09,4.150000095367432
2011-12-12,4.449999809265137
2011-12-13,4.300000190734863
2011-12-14,4.300000190734863
2011-12-15,4.25
2011-12-16,4.25
2011-12-19,4.300000190734863
2011-12-20,4.300000190734863
2011-12-21,4.300000190734863
2011-12-22,4.349999904632568
2011-12-23,4.400000095367432
2011-12-27,4.449999809265137
2011-12-28,4.300000190734863
2011-12-29,4.25
2011-12-30,4.449999809265137
2012-01-03,4.25
2012-01-04,4.349999904632568
2012-01-05,4.599999904632568
2012-01-06,4.5
2012-01-09,4.400000095367432
2012-01-10,4.5
2012-01-11,4.400000095367432
2012-01-12,4.5
2012-01-13,4.300000190734863
2012-01-17,4.449999809265137
2012-01-18,4.550000190734863
2012-01-19,4.5
2012-01-20,4.849999904632568
2012-01-23,5.300000190734863
2012-01-24,5.150000095367432
2012-01-25,5.099999904632568
2012-01-26,6.599999904632568
2012-01-27,6.5
2012-01-30,7.0
2012-01-31,6.5
2012-02-01,6.800000190734863
2012-02-02,7.0
2012-02-03,6.849999904632568
2012-02-06,6.800000190734863
2012-02-07,6.650000095367432
2012-02-08,6.75
2012-02-09,7.150000095367432
2012-02-10,6.800000190734863
2012-02-13,6.849999904632568
2012-02-14,6.449999809265137
2012-02-15,6.650000095367432
2012-02-16,6.449999809265137
2012-02-17,6.199999809265137
2012-02-21,5.75
2012-02-22,5.949999809265137
2012-02-23,6.199999809265137
2012-02-24,6.150000095367432
2012-02-27,6.099999904632568
2012-02-28,6.0
2012-02-29,6.0
2012-03-01,6.25
2012-03-02,6.0
2012-03-05,5.849999904632568
2012-03-06,5.849999904632568
2012-03-07,5.800000190734863
2012-03-08,5.75
2012-03-09,6.0
2012-03-12,5.650000095367432
2012-03-13,5.650000095367432
2012-03-14,5.849999904632568
2012-03-15,5.75
2012-03-16,5.550000190734863
2012-03-19,5.849999904632568
2012-03-20,5.849999904632568
2012-03-21,5.75
2012-03-22,5.650000095367432
2012-03-23,5.550000190734863
2012-03-26,5.800000190734863
2012-03-27,6.199999809265137
2012-03-28,5.900000095367432
2012-03-29,6.0
2012-03-30,5.800000190734863
2012-04-02,5.800000190734863
2012-04-03,5.650000095367432
2012-04-04,5.650000095367432
2012-04-05,5.349999904632568
2012-04-09,5.25
2012-04-10,5.050000190734863
2012-04-11,5.050000190734863
2012-04-12,5.25
2012-04-13,5.099999904632568
2012-04-16,5.099999904632568
2012-04-17,5.25
2012-04-18,5.25
2012-04-19,5.599999904632568
2012-04-20,4.900000095367432
2012-04-23,4.75
2012-04-24,5.050000190734863
2012-04-25,5.099999904632568
2012-04-26,4.849999904632568
2012-04-27,5.0
2012-04-30,5.0
2012-05-01,5.0
2012-05-02,4.75
2012-05-03,4.900000095367432
2012-05-04,4.949999809265137
2012-05-07,5.0
2012-05-08,4.800000190734863
2012-05-09,4.949999809265137
2012-05-10,4.75
2012-05-11,4.75
2012-05-14,4.949999809265137
2012-05-15,4.800000190734863
2012-05-16,4.699999809265137
2012-05-17,4.449999809265137
2012-05-18,4.599999904632568
2012-05-21,4.599999904632568
2012-05-22,4.449999809265137
2012-05-23,4.449999809265137
2012-05-24,4.300000190734863
2012-05-25,4.300000190734863
2012-05-29,4.400000095367432
2012-05-30,4.5
2012-05-31,4.199999809265137
2012-06-01,4.099999904632568
2012-06-04,4.050000190734863
2012-06-05,4.0
2012-06-06,4.0
2012-06-07,4.099999904632568
2012-06-08,3.9000000953674316
2012-06-11,4.0
2012-06-12,3.8499999046325684
2012-06-13,3.799999952316284
2012-06-14,3.9000000953674316
2012-06-15,3.9000000953674316
2012-06-18,3.799999952316284
2012-06-19,3.950000047683716
2012-06-20,3.75
2012-06-21,3.6500000953674316
2012-06-22,3.5999999046325684
2012-06-25,3.5
2012-06-26,3.4000000953674316
2012-06-27,3.3499999046325684
2012-06-28,3.25
2012-06-29,3.299999952316284
2012-07-02,3.25
2012-07-03,3.1500000953674316
2012-07-05,3.299999952316284
2012-07-06,3.3499999046325684
2012-07-09,3.3499999046325684
2012-07-10,3.200000047683716
2012-07-11,3.200000047683716
2012-07-12,3.1500000953674316
2012-07-13,3.0
2012-07-16,3.0999999046325684
2012-07-17,3.1500000953674316
2012-07-18,3.049999952316284
2012-07-19,2.950000047683716
2012-07-20,2.799999952316284
2012-07-23,2.799999952316284
2012-07-24,2.700000047683716
2012-07-25,2.8499999046325684
2012-07-26,2.700000047683716
2012-07-27,2.6500000953674316
2012-07-30,2.950000047683716
2012-07-31,2.799999952316284
2012-08-01,3.0
2012-08-02,2.9000000953674316
2012-08-03,2.8499999046325684
2012-08-06,2.75
2012-08-07,2.9000000953674316
2012-08-08,2.75
2012-08-09,2.9000000953674316
2012-08-10,2.8499999046325684
2012-08-13,2.799999952316284
2012-08-14,2.8499999046325684
2012-08-15,3.0
2012-08-16,3.0999999046325684
2012-08-17,3.25
2012-08-20,3.4000000953674316
2012-08-21,3.5
2012-08-22,3.25
2012-08-23,3.299999952316284
2012-08-24,3.1500000953674316
2012-08-27,3.1500000953674316
2012-08-28,3.25
2012-08-29,3.200000047683716
2012-08-30,3.1500000953674316
2012-08-31,3.0
2012-09-04,2.8499999046325684
2012-09-05,2.9000000953674316
2012-09-06,2.9000000953674316
2012-09-07,2.8499999046325684
2012-09-10,2.75
2012-09-11,2.8499999046325684
2012-09-12,2.8499999046325684
2012-09-13,2.950000047683716
2012-09-14,3.049999952316284
2012-09-17,3.25
2012-09-18,3.75
2012-09-19,3.5
2012-09-20,3.3499999046325684
2012-09-21,3.3499999046325684
2012-09-24,3.299999952316284
2012-09-25,3.25
2012-09-26,3.200000047683716
2012-09-27,3.1500000953674316
2012-09-28,3.1500000953674316
2012-10-01,2.950000047683716
2012-10-02,2.9000000953674316
2012-10-03,2.950000047683716
2012-10-04,2.950000047683716
2012-10-05,2.8499999046325684
2012-10-08,2.9000000953674316
2012-10-09,2.9000000953674316
2012-10-10,2.8499999046325684
2012-10-11,2.799999952316284
2012-10-12,2.950000047683716
2012-10-15,2.9000000953674316
2012-10-16,2.8499999046325684
2012-10-17,3.0
2012-10-18,2.75
2012-10-19,2.549999952316284
2012-10-22,2.5
2012-10-23,2.4000000953674316
2012-10-24,2.3499999046325684
2012-10-25,2.299999952316284
2012-10-26,2.299999952316284
2012-10-31,2.200000047683716
2012-11-01,2.450000047683716
2012-11-02,2.450000047683716
2012-11-05,2.450000047683716
2012-11-06,2.3499999046325684
2012-11-07,2.299999952316284
2012-11-08,2.25
2012-11-09,2.4000000953674316
2012-11-12,2.3499999046325684
2012-11-13,2.4000000953674316
2012-11-14,2.299999952316284
2012-11-15,2.4000000953674316
2012-11-16,2.5
2012-11-19,2.299999952316284
2012-11-20,2.1500000953674316
2012-11-21,2.4000000953674316
2012-11-23,2.4000000953674316
2012-11-26,2.3499999046325684
2012-11-27,2.200000047683716
2012-11-28,2.0999999046325684
2012-11-29,2.25
2012-11-30,2.200000047683716
2012-12-03,2.25
2012-12-04,2.3499999046325684
2012-12-05,2.200000047683716
2012-12-06,2.3499999046325684
2012-12-07,2.4000000953674316
2012-12-10,2.4000000953674316
2012-12-11,2.299999952316284
2012-12-12,2.299999952316284
2012-12-13,2.3499999046325684
2012-12-14,2.3499999046325684
2012-12-17,2.5999999046325684
2012-12-18,2.5999999046325684
2012-12-19,2.549999952316284
2012-12-20,2.450000047683716
2012-12-21,2.5
2012-12-24,2.4000000953674316
2012-12-26,2.3499999046325684
2012-12-27,2.3499999046325684
2012-12-28,2.200000047683716
2012-12-31,2.3499999046325684
2013-01-02,2.3499999046325684
2013-01-03,2.6500000953674316
2013-01-04,2.6500000953674316
2013-01-07,2.450000047683716
2013-01-08,2.5
2013-01-09,2.8499999046325684
2013-01-10,2.799999952316284
2013-01-11,2.75
2013-01-14,2.5999999046325684
2013-01-15,2.549999952316284
2013-01-16,2.799999952316284
2013-01-17,2.9000000953674316
2013-01-18,3.1500000953674316
2013-01-22,2.950000047683716
2013-01-23,3.299999952316284
2013-01-24,3.25
2013-01-25,3.25
2013-01-28,3.0999999046325684
2013-01-29,3.0999999046325684
2013-01-30,3.200000047683716
2013-01-31,3.200000047683716
2013-02-01,3.200000047683716
2013-02-04,3.0999999046325684
2013-02-05,3.1500000953674316
2013-02-06,3.200000047683716
2013-02-07,3.049999952316284
2013-02-08,3.25
2013-02-11,3.950000047683716
2013-02-12,4.5
2013-02-13,4.5
2013-02-14,4.75
2013-02-15,5.25
2013-02-19,5.449999809265137
2013-02-20,5.75
2013-02-21,5.349999904632568
2013-02-22,5.599999904632568
