,DZSI
2017-02-09,4.699999809265137
2017-02-10,4.900000095367432
2017-02-13,4.849999904632568
2017-02-14,4.900000095367432
2017-02-15,5.199999809265137
2017-02-16,5.25
2017-02-17,5.300000190734863
2017-02-21,5.349999904632568
2017-02-22,5.300000190734863
2017-02-23,5.400000095367432
2017-02-24,5.5
2017-02-27,5.650000095367432
2017-02-28,5.349999904632568
2017-03-01,5.400000095367432
2017-03-02,5.409999847412109
2017-03-03,5.739999771118164
2017-03-06,5.670000076293945
2017-03-07,5.670000076293945
2017-03-08,5.699999809265137
2017-03-09,5.699999809265137
2017-03-10,5.75
2017-03-13,5.800000190734863
2017-03-14,5.849999904632568
2017-03-15,5.929999828338623
2017-03-16,6.0
2017-03-17,6.199999809265137
2017-03-20,6.210000038146973
2017-03-21,6.239999771118164
2017-03-22,6.190000057220459
2017-03-23,6.190000057220459
2017-03-24,6.159999847412109
2017-03-27,6.28000020980835
2017-03-28,6.21999979019165
2017-03-29,6.199999809265137
2017-03-30,6.21999979019165
2017-03-31,6.25
2017-04-03,6.239999771118164
2017-04-04,6.199999809265137
2017-04-05,6.210000038146973
2017-04-06,6.25
2017-04-07,6.199999809265137
2017-04-10,6.210000038146973
2017-04-11,6.03000020980835
2017-04-12,6.150000095367432
2017-04-13,6.050000190734863
2017-04-17,6.139999866485596
2017-04-18,5.900000095367432
2017-04-19,5.849999904632568
2017-04-20,5.96999979019165
2017-04-21,5.980000019073486
2017-04-24,5.980000019073486
2017-04-25,5.96999979019165
2017-04-26,5.949999809265137
2017-04-27,5.809999942779541
2017-04-28,5.730000019073486
2017-05-01,5.659999847412109
2017-05-02,5.71999979019165
2017-05-03,5.610000133514404
2017-05-04,5.570000171661377
2017-05-05,5.579999923706055
2017-05-08,5.579999923706055
2017-05-09,5.570000171661377
2017-05-10,5.550000190734863
2017-05-11,5.460000038146973
2017-05-12,5.5
2017-05-15,5.679999828338623
2017-05-16,5.900000095367432
2017-05-17,5.860000133514404
2017-05-18,5.960000038146973
2017-05-19,5.949999809265137
2017-05-22,5.900000095367432
2017-05-23,5.940000057220459
2017-05-24,5.929999828338623
2017-05-25,5.900000095367432
2017-05-26,5.929999828338623
2017-05-30,5.949999809265137
2017-05-31,5.960000038146973
2017-06-01,5.949999809265137
2017-06-02,6.059999942779541
2017-06-05,6.03000020980835
2017-06-06,6.050000190734863
2017-06-07,6.059999942779541
2017-06-08,6.03000020980835
2017-06-09,6.090000152587891
2017-06-12,6.010000228881836
2017-06-13,6.090000152587891
2017-06-14,6.050000190734863
2017-06-15,6.03000020980835
2017-06-16,5.929999828338623
2017-06-19,5.900000095367432
2017-06-20,6.0
2017-06-21,6.059999942779541
2017-06-22,6.099999904632568
2017-06-23,6.110000133514404
2017-06-26,6.099999904632568
2017-06-27,6.099999904632568
2017-06-28,6.239999771118164
2017-06-29,6.050000190734863
2017-06-30,6.0
2017-07-03,6.150000095367432
2017-07-05,5.900000095367432
2017-07-06,5.710000038146973
2017-07-07,6.099999904632568
2017-07-10,5.909999847412109
2017-07-11,6.019999980926514
2017-07-12,6.699999809265137
2017-07-13,6.989999771118164
2017-07-14,6.940000057220459
2017-07-17,6.909999847412109
2017-07-18,6.670000076293945
2017-07-19,6.699999809265137
2017-07-20,6.949999809265137
2017-07-21,7.0
2017-07-24,7.489999771118164
2017-07-25,7.360000133514404
2017-07-26,7.269999980926514
2017-07-27,7.150000095367432
2017-07-28,7.150000095367432
2017-07-31,7.150000095367432
2017-08-01,7.210000038146973
2017-08-02,7.139999866485596
2017-08-03,7.110000133514404
2017-08-04,6.949999809265137
2017-08-07,6.960000038146973
2017-08-08,6.949999809265137
2017-08-09,6.900000095367432
2017-08-10,6.989999771118164
2017-08-11,6.909999847412109
2017-08-14,7.0
2017-08-15,7.0
2017-08-16,6.829999923706055
2017-08-17,6.829999923706055
2017-08-18,6.789999961853027
2017-08-21,6.769999980926514
2017-08-22,6.78000020980835
2017-08-23,6.659999847412109
2017-08-24,6.820000171661377
2017-08-25,6.909999847412109
2017-08-28,6.75
2017-08-29,6.860000133514404
2017-08-30,6.579999923706055
2017-08-31,6.559999942779541
2017-09-01,6.789999961853027
2017-09-05,6.519999980926514
2017-09-06,6.5
2017-09-07,6.340000152587891
2017-09-08,6.53000020980835
2017-09-11,6.679999828338623
2017-09-12,6.670000076293945
2017-09-13,6.5
2017-09-14,6.460000038146973
2017-09-15,6.510000228881836
2017-09-18,6.46999979019165
2017-09-19,6.519999980926514
2017-09-20,6.360000133514404
2017-09-21,6.349999904632568
2017-09-22,6.489999771118164
2017-09-25,6.360000133514404
2017-09-26,6.289999961853027
2017-09-27,6.130000114440918
2017-09-28,6.710000038146973
2017-09-29,6.829999923706055
2017-10-02,6.909999847412109
2017-10-03,6.960000038146973
2017-10-04,7.039999961853027
2017-10-05,7.050000190734863
2017-10-06,7.010000228881836
2017-10-09,7.03000020980835
2017-10-10,6.75
2017-10-11,6.699999809265137
2017-10-12,6.670000076293945
2017-10-13,6.539999961853027
2017-10-16,6.699999809265137
2017-10-17,6.659999847412109
2017-10-18,6.610000133514404
2017-10-19,6.570000171661377
2017-10-20,6.650000095367432
2017-10-23,6.690000057220459
2017-10-24,6.570000171661377
2017-10-25,6.539999961853027
2017-10-26,6.25
2017-10-27,6.369999885559082
2017-10-30,6.489999771118164
2017-10-31,6.460000038146973
2017-11-01,6.449999809265137
2017-11-02,6.949999809265137
2017-11-03,7.650000095367432
2017-11-06,8.40999984741211
2017-11-07,8.260000228881836
2017-11-08,8.140000343322754
2017-11-09,8.039999961853027
2017-11-10,8.239999771118164
2017-11-13,8.5
2017-11-14,8.4399995803833
2017-11-15,8.529999732971191
2017-11-16,8.710000038146973
2017-11-17,8.5600004196167
2017-11-20,8.699999809265137
2017-11-21,8.59000015258789
2017-11-22,8.600000381469727
2017-11-24,8.5
2017-11-27,8.489999771118164
2017-11-28,8.449999809265137
2017-11-29,8.489999771118164
2017-11-30,8.319999694824219
2017-12-01,8.289999961853027
2017-12-04,8.25
2017-12-05,8.199999809265137
2017-12-06,8.140000343322754
2017-12-07,8.149999618530273
2017-12-08,8.109999656677246
2017-12-11,8.119999885559082
2017-12-12,8.109999656677246
2017-12-13,7.980000019073486
2017-12-14,7.909999847412109
2017-12-15,8.0
2017-12-18,7.789999961853027
2017-12-19,7.940000057220459
2017-12-20,8.039999961853027
2017-12-21,8.479999542236328
2017-12-22,8.9399995803833
2017-12-26,9.34000015258789
2017-12-27,9.489999771118164
2017-12-28,9.430000305175781
2017-12-29,9.260000228881836
2018-01-02,9.180000305175781
2018-01-03,9.329999923706055
2018-01-04,9.199999809265137
2018-01-05,9.279999732971191
2018-01-08,9.460000038146973
2018-01-09,9.170000076293945
2018-01-10,9.15999984741211
2018-01-11,9.449999809265137
2018-01-12,9.739999771118164
2018-01-16,10.199999809265137
2018-01-17,9.970000267028809
2018-01-18,10.119999885559082
2018-01-19,10.350000381469727
2018-01-22,10.399999618530273
2018-01-23,10.380000114440918
2018-01-24,10.390000343322754
2018-01-25,9.760000228881836
2018-01-26,9.800000190734863
2018-01-29,9.84000015258789
2018-01-30,9.569999694824219
2018-01-31,9.539999961853027
2018-02-01,9.510000228881836
2018-02-02,9.300000190734863
2018-02-05,9.109999656677246
2018-02-06,9.229999542236328
2018-02-07,9.289999961853027
2018-02-08,9.149999618530273
2018-02-09,9.25
2018-02-12,9.210000038146973
2018-02-13,9.59000015258789
2018-02-14,9.449999809265137
2018-02-15,9.479999542236328
2018-02-16,9.569999694824219
2018-02-20,9.8100004196167
2018-02-21,9.899999618530273
2018-02-22,9.979999542236328
2018-02-23,10.130000114440918
2018-02-26,10.220000267028809
2018-02-27,10.800000190734863
2018-02-28,10.789999961853027
2018-03-01,10.210000038146973
2018-03-02,10.010000228881836
2018-03-05,10.199999809265137
2018-03-06,9.90999984741211
2018-03-07,10.289999961853027
2018-03-08,10.5
2018-03-09,10.59000015258789
2018-03-12,10.989999771118164
2018-03-13,11.470000267028809
2018-03-14,11.4399995803833
2018-03-15,11.40999984741211
2018-03-16,11.399999618530273
2018-03-19,11.399999618530273
2018-03-20,11.350000381469727
2018-03-21,11.380000114440918
2018-03-22,10.930000305175781
2018-03-23,11.210000038146973
2018-03-26,11.390000343322754
2018-03-27,11.600000381469727
2018-03-28,11.470000267028809
2018-03-29,11.4399995803833
2018-04-02,11.300000190734863
2018-04-03,11.15999984741211
2018-04-04,10.710000038146973
2018-04-05,11.199999809265137
2018-04-06,11.199999809265137
2018-04-09,10.770000457763672
2018-04-10,11.199999809265137
2018-04-11,11.170000076293945
2018-04-12,11.149999618530273
2018-04-13,11.180000305175781
2018-04-16,11.149999618530273
2018-04-17,11.09000015258789
2018-04-18,11.029999732971191
2018-04-19,11.050000190734863
2018-04-20,10.8100004196167
2018-04-23,11.15999984741211
2018-04-24,11.130000114440918
2018-04-25,11.09000015258789
2018-04-26,11.09000015258789
2018-04-27,10.949999809265137
2018-04-30,11.029999732971191
2018-05-01,11.100000381469727
2018-05-02,11.1899995803833
2018-05-03,11.119999885559082
2018-05-04,11.0
2018-05-07,10.920000076293945
2018-05-08,11.0
2018-05-09,10.989999771118164
2018-05-10,10.979999542236328
2018-05-11,10.25
2018-05-14,9.979999542236328
2018-05-15,10.300000190734863
2018-05-16,9.770000457763672
2018-05-17,9.619999885559082
2018-05-18,9.65999984741211
2018-05-21,9.680000305175781
2018-05-22,9.8100004196167
2018-05-23,10.0
2018-05-24,9.649999618530273
2018-05-25,9.579999923706055
2018-05-29,9.640000343322754
2018-05-30,9.550000190734863
2018-05-31,10.25
2018-06-01,10.5
2018-06-04,10.5
2018-06-05,10.710000038146973
2018-06-06,10.569999694824219
2018-06-07,10.789999961853027
2018-06-08,10.229999542236328
2018-06-11,10.130000114440918
2018-06-12,10.210000038146973
2018-06-13,10.430000305175781
2018-06-14,10.600000381469727
2018-06-15,10.15999984741211
2018-06-18,10.09000015258789
2018-06-19,9.960000038146973
2018-06-20,9.649999618530273
2018-06-21,9.739999771118164
2018-06-22,9.729999542236328
2018-06-25,9.760000228881836
2018-06-26,9.970000267028809
2018-06-27,9.760000228881836
2018-06-28,9.770000457763672
2018-06-29,9.760000228881836
2018-07-02,9.739999771118164
2018-07-03,10.079999923706055
2018-07-05,10.350000381469727
2018-07-06,10.25
2018-07-09,10.220000267028809
2018-07-10,10.020000457763672
2018-07-11,9.699999809265137
2018-07-12,9.960000038146973
2018-07-13,9.970000267028809
2018-07-16,9.960000038146973
2018-07-17,9.880000114440918
2018-07-18,9.880000114440918
2018-07-19,9.829999923706055
2018-07-20,9.75
2018-07-23,9.350000381469727
2018-07-24,9.260000228881836
2018-07-25,9.170000076293945
2018-07-26,9.34000015258789
2018-07-27,9.199999809265137
2018-07-30,9.25
2018-07-31,9.270000457763672
2018-08-01,9.289999961853027
2018-08-02,9.350000381469727
2018-08-03,9.210000038146973
2018-08-06,9.199999809265137
2018-08-07,9.239999771118164
2018-08-08,9.220000267028809
2018-08-09,9.630000114440918
2018-08-10,9.75
2018-08-13,9.880000114440918
2018-08-14,9.9399995803833
2018-08-15,9.869999885559082
2018-08-16,9.9399995803833
2018-08-17,10.069999694824219
2018-08-20,9.960000038146973
2018-08-21,10.119999885559082
2018-08-22,10.149999618530273
2018-08-23,10.149999618530273
2018-08-24,10.010000228881836
2018-08-27,10.180000305175781
2018-08-28,10.140000343322754
2018-08-29,10.100000381469727
2018-08-30,10.470000267028809
2018-08-31,10.84000015258789
2018-09-04,10.670000076293945
2018-09-05,10.420000076293945
2018-09-06,10.329999923706055
2018-09-07,10.260000228881836
2018-09-10,10.1899995803833
2018-09-11,10.1899995803833
2018-09-12,10.100000381469727
2018-09-13,10.170000076293945
2018-09-14,10.6899995803833
2018-09-17,10.760000228881836
2018-09-18,11.40999984741211
2018-09-19,11.300000190734863
2018-09-20,11.550000190734863
2018-09-21,11.90999984741211
2018-09-24,12.930000305175781
2018-09-25,13.4399995803833
2018-09-26,13.880000114440918
2018-09-27,14.229999542236328
2018-09-28,14.1899995803833
2018-10-01,14.9399995803833
2018-10-02,15.149999618530273
2018-10-03,15.149999618530273
2018-10-04,14.420000076293945
2018-10-05,14.069999694824219
2018-10-08,13.369999885559082
2018-10-09,13.529999732971191
2018-10-10,12.920000076293945
2018-10-11,12.890000343322754
2018-10-12,14.039999961853027
2018-10-15,13.789999961853027
2018-10-16,14.039999961853027
2018-10-17,13.600000381469727
2018-10-18,13.239999771118164
2018-10-19,13.109999656677246
2018-10-22,13.130000114440918
2018-10-23,13.180000305175781
2018-10-24,13.119999885559082
2018-10-25,13.260000228881836
2018-10-26,12.789999961853027
2018-10-29,13.109999656677246
2018-10-30,12.989999771118164
2018-10-31,13.0
2018-11-01,13.489999771118164
2018-11-02,13.479999542236328
2018-11-05,13.140000343322754
2018-11-06,13.069999694824219
2018-11-07,13.399999618530273
2018-11-08,14.279999732971191
2018-11-09,14.390000343322754
2018-11-12,13.829999923706055
2018-11-13,14.34000015258789
2018-11-14,14.680000305175781
2018-11-15,14.970000267028809
2018-11-16,14.710000038146973
2018-11-19,13.859999656677246
2018-11-20,12.989999771118164
2018-11-21,13.65999984741211
2018-11-23,13.470000267028809
2018-11-26,13.100000381469727
2018-11-27,12.600000381469727
2018-11-28,12.920000076293945
2018-11-29,13.010000228881836
2018-11-30,13.0
2018-12-03,13.029999732971191
2018-12-04,12.460000038146973
2018-12-06,12.9399995803833
2018-12-07,12.880000114440918
2018-12-10,12.859999656677246
2018-12-11,12.329999923706055
2018-12-12,12.449999809265137
2018-12-13,12.40999984741211
2018-12-14,12.390000343322754
2018-12-17,13.210000038146973
2018-12-18,14.1899995803833
2018-12-19,14.779999732971191
2018-12-20,14.800000190734863
2018-12-21,13.350000381469727
2018-12-24,12.880000114440918
2018-12-26,13.960000038146973
2018-12-27,14.34000015258789
2018-12-28,13.920000076293945
2018-12-31,13.90999984741211
2019-01-02,13.699999809265137
2019-01-03,13.260000228881836
2019-01-04,13.260000228881836
2019-01-07,13.470000267028809
2019-01-08,13.8100004196167
2019-01-09,13.739999771118164
2019-01-10,13.420000076293945
2019-01-11,12.829999923706055
2019-01-14,12.670000076293945
2019-01-15,13.039999961853027
2019-01-16,13.109999656677246
2019-01-17,13.109999656677246
2019-01-18,12.850000381469727
2019-01-22,12.5
2019-01-23,12.770000457763672
2019-01-24,13.0
2019-01-25,13.039999961853027
2019-01-28,12.75
2019-01-29,13.029999732971191
2019-01-30,13.170000076293945
2019-01-31,13.359999656677246
2019-02-01,13.949999809265137
2019-02-04,14.319999694824219
2019-02-05,14.40999984741211
2019-02-06,13.869999885559082
2019-02-07,13.760000228881836
2019-02-08,13.3100004196167
2019-02-11,13.319999694824219
2019-02-12,13.569999694824219
2019-02-13,13.699999809265137
2019-02-14,13.850000381469727
2019-02-15,14.069999694824219
2019-02-19,13.989999771118164
2019-02-20,13.630000114440918
2019-02-21,13.789999961853027
2019-02-22,14.600000381469727
2019-02-25,14.550000190734863
2019-02-26,14.75
2019-02-27,14.8100004196167
2019-02-28,13.829999923706055
2019-03-01,11.319999694824219
2019-03-04,11.5600004196167
2019-03-05,10.829999923706055
2019-03-06,9.789999961853027
2019-03-07,10.0
2019-03-08,10.050000190734863
2019-03-11,10.350000381469727
2019-03-12,10.050000190734863
2019-03-13,10.199999809265137
2019-03-14,10.0
2019-03-15,10.170000076293945
2019-03-18,11.8100004196167
2019-03-19,12.199999809265137
2019-03-20,12.0
2019-03-21,12.210000038146973
2019-03-22,12.149999618530273
2019-03-25,10.970000267028809
2019-03-26,10.770000457763672
2019-03-27,10.800000190734863
2019-03-28,10.6899995803833
2019-03-29,10.6899995803833
2019-04-01,10.470000267028809
2019-04-02,10.579999923706055
2019-04-03,11.180000305175781
2019-04-04,10.800000190734863
2019-04-05,10.779999732971191
2019-04-08,10.449999809265137
2019-04-09,10.470000267028809
2019-04-10,10.390000343322754
2019-04-11,10.270000457763672
2019-04-12,10.510000228881836
2019-04-15,10.380000114440918
2019-04-16,10.399999618530273
2019-04-17,10.329999923706055
2019-04-18,10.449999809265137
2019-04-22,10.510000228881836
2019-04-23,10.739999771118164
2019-04-24,10.720000267028809
2019-04-25,10.829999923706055
2019-04-26,10.989999771118164
2019-04-29,11.109999656677246
2019-04-30,11.460000038146973
2019-05-01,11.729999542236328
2019-05-02,11.600000381469727
2019-05-03,12.399999618530273
2019-05-06,12.619999885559082
2019-05-07,12.359999656677246
2019-05-08,12.670000076293945
2019-05-09,12.300000190734863
2019-05-10,12.0
2019-05-13,11.399999618530273
2019-05-14,10.989999771118164
2019-05-15,9.979999542236328
2019-05-16,10.529999732971191
2019-05-17,10.479999542236328
2019-05-20,11.199999809265137
2019-05-21,11.5
2019-05-22,11.25
2019-05-23,11.380000114440918
2019-05-24,13.069999694824219
2019-05-28,13.800000190734863
2019-05-29,13.859999656677246
2019-05-30,13.600000381469727
2019-05-31,13.079999923706055
2019-06-03,13.199999809265137
2019-06-04,13.770000457763672
2019-06-05,13.75
2019-06-06,13.149999618530273
2019-06-07,13.489999771118164
2019-06-10,13.229999542236328
2019-06-11,13.140000343322754
2019-06-12,12.789999961853027
2019-06-13,13.100000381469727
2019-06-14,12.970000267028809
2019-06-17,12.949999809265137
2019-06-18,12.850000381469727
2019-06-19,12.800000190734863
2019-06-20,12.720000267028809
2019-06-21,12.699999809265137
2019-06-24,12.720000267028809
2019-06-25,12.600000381469727
2019-06-26,12.40999984741211
2019-06-27,12.899999618530273
2019-06-28,12.989999771118164
2019-07-01,12.84000015258789
2019-07-02,12.949999809265137
2019-07-03,12.920000076293945
2019-07-05,12.869999885559082
2019-07-08,12.609999656677246
2019-07-09,12.800000190734863
2019-07-10,12.800000190734863
2019-07-11,12.5
2019-07-12,12.479999542236328
2019-07-15,12.399999618530273
2019-07-16,11.630000114440918
2019-07-17,11.510000228881836
2019-07-18,11.800000190734863
2019-07-19,11.239999771118164
2019-07-22,10.989999771118164
2019-07-23,10.710000038146973
2019-07-24,10.8100004196167
2019-07-25,10.569999694824219
2019-07-26,10.5600004196167
2019-07-29,10.640000343322754
2019-07-30,10.369999885559082
2019-07-31,10.069999694824219
2019-08-01,10.260000228881836
2019-08-02,10.0600004196167
2019-08-05,9.890000343322754
2019-08-06,9.880000114440918
2019-08-07,10.069999694824219
2019-08-08,10.109999656677246
2019-08-09,9.899999618530273
2019-08-12,9.920000076293945
2019-08-13,10.399999618530273
2019-08-14,10.699999809265137
2019-08-15,10.449999809265137
2019-08-16,11.710000038146973
2019-08-19,11.510000228881836
2019-08-20,11.350000381469727
2019-08-21,11.539999961853027
2019-08-22,11.40999984741211
2019-08-23,11.109999656677246
2019-08-26,11.390000343322754
2019-08-27,11.170000076293945
2019-08-28,11.25
2019-08-29,11.050000190734863
2019-08-30,10.670000076293945
2019-09-03,10.40999984741211
2019-09-04,10.819999694824219
2019-09-05,10.729999542236328
2019-09-06,10.479999542236328
2019-09-09,10.260000228881836
2019-09-10,10.479999542236328
2019-09-11,10.8100004196167
2019-09-12,10.960000038146973
2019-09-13,10.75
2019-09-16,10.850000381469727
2019-09-17,10.84000015258789
2019-09-18,10.430000305175781
2019-09-19,10.34000015258789
2019-09-20,10.170000076293945
2019-09-23,10.350000381469727
2019-09-24,9.869999885559082
2019-09-25,10.020000457763672
2019-09-26,9.569999694824219
2019-09-27,9.430000305175781
2019-09-30,9.15999984741211
2019-10-01,9.09000015258789
2019-10-02,9.0
2019-10-03,9.0
2019-10-04,9.390000343322754
2019-10-07,9.619999885559082
2019-10-08,7.639999866485596
2019-10-09,7.300000190734863
2019-10-10,7.079999923706055
2019-10-11,7.090000152587891
2019-10-14,7.03000020980835
2019-10-15,7.050000190734863
2019-10-16,7.130000114440918
2019-10-17,7.519999980926514
2019-10-18,7.349999904632568
2019-10-21,7.409999847412109
2019-10-22,7.440000057220459
2019-10-23,7.5
2019-10-24,7.440000057220459
2019-10-25,7.480000019073486
2019-10-28,7.510000228881836
2019-10-29,7.550000190734863
2019-10-30,7.519999980926514
2019-10-31,7.539999961853027
2019-11-01,7.78000020980835
2019-11-04,7.760000228881836
2019-11-05,7.840000152587891
2019-11-06,7.659999847412109
2019-11-07,7.659999847412109
2019-11-08,7.699999809265137
2019-11-11,7.860000133514404
2019-11-12,8.300000190734863
2019-11-13,7.75
2019-11-14,7.510000228881836
2019-11-15,7.699999809265137
2019-11-18,7.579999923706055
2019-11-19,7.590000152587891
2019-11-20,7.400000095367432
2019-11-21,7.25
2019-11-22,7.440000057220459
2019-11-25,7.46999979019165
2019-11-26,7.840000152587891
2019-11-27,7.900000095367432
2019-11-29,7.96999979019165
2019-12-02,7.900000095367432
2019-12-03,7.829999923706055
2019-12-04,7.630000114440918
2019-12-05,7.699999809265137
2019-12-06,7.639999866485596
2019-12-09,7.5
2019-12-10,7.639999866485596
2019-12-11,7.739999771118164
2019-12-12,7.849999904632568
2019-12-13,8.039999961853027
2019-12-16,8.3100004196167
2019-12-17,8.789999961853027
2019-12-18,8.770000457763672
2019-12-19,8.65999984741211
2019-12-20,8.600000381469727
2019-12-23,8.369999885559082
2019-12-24,8.319999694824219
2019-12-26,8.699999809265137
2019-12-27,8.59000015258789
2019-12-30,8.569999694824219
2019-12-31,8.859999656677246
2020-01-02,9.050000190734863
2020-01-03,8.949999809265137
2020-01-06,8.9399995803833
2020-01-07,9.239999771118164
2020-01-08,9.220000267028809
2020-01-09,9.380000114440918
2020-01-10,9.350000381469727
2020-01-13,9.609999656677246
2020-01-14,9.90999984741211
2020-01-15,10.0600004196167
2020-01-16,10.3100004196167
2020-01-17,10.600000381469727
2020-01-21,10.529999732971191
2020-01-22,10.430000305175781
2020-01-23,10.210000038146973
2020-01-24,9.970000267028809
2020-01-27,9.5
2020-01-28,9.539999961853027
2020-01-29,9.539999961853027
2020-01-30,9.010000228881836
2020-01-31,8.859999656677246
2020-02-03,8.680000305175781
2020-02-04,9.039999961853027
2020-02-05,9.300000190734863
2020-02-06,9.470000267028809
2020-02-07,9.15999984741211
2020-02-10,9.449999809265137
2020-02-11,9.729999542236328
2020-02-12,9.779999732971191
2020-02-13,9.149999618530273
2020-02-14,9.15999984741211
2020-02-18,8.710000038146973
2020-02-19,8.600000381469727
2020-02-20,8.489999771118164
2020-02-21,8.470000267028809
2020-02-24,8.300000190734863
2020-02-25,8.239999771118164
2020-02-26,8.050000190734863
2020-02-27,7.699999809265137
2020-02-28,7.630000114440918
2020-03-02,7.590000152587891
2020-03-03,7.869999885559082
2020-03-04,7.96999979019165
2020-03-05,7.449999809265137
2020-03-06,5.900000095367432
2020-03-09,5.03000020980835
2020-03-10,4.690000057220459
2020-03-11,4.019999980926514
2020-03-12,3.4200000762939453
2020-03-13,4.199999809265137
2020-03-16,3.7699999809265137
2020-03-17,4.96999979019165
2020-03-18,4.53000020980835
2020-03-19,4.360000133514404
2020-03-20,3.5799999237060547
2020-03-23,3.200000047683716
2020-03-24,3.390000104904175
2020-03-25,3.3399999141693115
2020-03-26,3.549999952316284
2020-03-27,3.549999952316284
2020-03-30,4.050000190734863
2020-03-31,4.190000057220459
2020-04-01,4.059999942779541
2020-04-02,3.930000066757202
2020-04-03,3.7200000286102295
2020-04-06,4.099999904632568
2020-04-07,4.309999942779541
2020-04-08,4.800000190734863
2020-04-09,5.0
2020-04-13,4.889999866485596
2020-04-14,5.03000020980835
2020-04-15,4.840000152587891
2020-04-16,5.289999961853027
2020-04-17,5.260000228881836
2020-04-20,5.170000076293945
2020-04-21,4.949999809265137
2020-04-22,5.03000020980835
2020-04-23,5.239999771118164
2020-04-24,5.409999847412109
2020-04-27,5.869999885559082
2020-04-28,6.139999866485596
2020-04-29,6.599999904632568
2020-04-30,6.409999847412109
2020-05-01,6.210000038146973
2020-05-04,6.210000038146973
2020-05-05,6.400000095367432
2020-05-06,6.199999809265137
2020-05-07,6.820000171661377
2020-05-08,6.949999809265137
2020-05-11,6.21999979019165
2020-05-12,5.510000228881836
2020-05-13,5.380000114440918
2020-05-14,5.050000190734863
2020-05-15,5.190000057220459
2020-05-18,5.5
2020-05-19,5.710000038146973
2020-05-20,5.710000038146973
2020-05-21,5.579999923706055
2020-05-22,5.809999942779541
2020-05-26,6.159999847412109
2020-05-27,6.820000171661377
2020-05-28,7.599999904632568
2020-05-29,7.349999904632568
2020-06-01,7.550000190734863
2020-06-02,7.599999904632568
2020-06-03,8.319999694824219
2020-06-04,8.649999618530273
2020-06-05,9.199999809265137
2020-06-08,9.789999961853027
2020-06-09,9.75
2020-06-10,9.420000076293945
2020-06-11,8.869999885559082
2020-06-12,9.029999732971191
2020-06-15,8.399999618530273
2020-06-16,8.90999984741211
2020-06-17,8.760000228881836
2020-06-18,8.729999542236328
2020-06-19,8.8100004196167
2020-06-22,9.010000228881836
2020-06-23,8.25
2020-06-24,8.640000343322754
2020-06-25,8.25
2020-06-26,8.350000381469727
2020-06-29,8.4399995803833
2020-06-30,8.930000305175781
2020-07-01,9.09000015258789
2020-07-02,9.220000267028809
2020-07-06,9.229999542236328
2020-07-07,8.920000076293945
2020-07-08,8.84000015258789
2020-07-09,8.489999771118164
2020-07-10,8.739999771118164
2020-07-13,8.819999694824219
2020-07-14,8.779999732971191
2020-07-15,9.729999542236328
2020-07-16,9.170000076293945
2020-07-17,9.34000015258789
2020-07-20,9.920000076293945
2020-07-21,9.59000015258789
2020-07-22,10.0
2020-07-23,9.720000267028809
2020-07-24,9.800000190734863
2020-07-27,10.210000038146973
2020-07-28,9.989999771118164
2020-07-29,9.989999771118164
2020-07-30,10.130000114440918
2020-07-31,10.109999656677246
2020-08-03,10.050000190734863
2020-08-04,10.010000228881836
2020-08-05,9.850000381469727
2020-08-06,10.399999618530273
2020-08-07,10.75
2020-08-10,10.449999809265137
2020-08-11,10.800000190734863
2020-08-12,11.569999694824219
2020-08-13,11.5
2020-08-14,11.520000457763672
2020-08-17,11.670000076293945
2020-08-18,11.430000305175781
2020-08-19,11.140000343322754
2020-08-20,10.529999732971191
2020-08-21,10.529999732971191
2020-08-24,10.710000038146973
2020-08-25,10.760000228881836
2020-08-26,10.539999961853027
2020-08-27,10.380000114440918
2020-08-28,10.489999771118164
2020-08-31,10.420000076293945
2020-09-01,10.279999732971191
2020-09-02,11.020000457763672
2020-09-03,10.90999984741211
2020-09-04,10.979999542236328
2020-09-08,10.539999961853027
2020-09-09,10.109999656677246
2020-09-10,9.819999694824219
2020-09-11,9.5
2020-09-14,9.729999542236328
2020-09-15,10.199999809265137
2020-09-16,10.180000305175781
2020-09-17,10.09000015258789
2020-09-18,10.34000015258789
2020-09-21,9.890000343322754
2020-09-22,9.729999542236328
2020-09-23,8.960000038146973
2020-09-24,8.890000343322754
2020-09-25,9.300000190734863
2020-09-28,9.520000457763672
2020-09-29,9.729999542236328
2020-09-30,9.369999885559082
2020-10-01,9.5600004196167
2020-10-02,9.40999984741211
2020-10-05,9.859999656677246
2020-10-06,10.470000267028809
2020-10-07,10.569999694824219
2020-10-08,10.579999923706055
2020-10-09,10.699999809265137
2020-10-12,10.390000343322754
2020-10-13,10.020000457763672
2020-10-14,9.699999809265137
2020-10-15,9.8100004196167
2020-10-16,10.0
2020-10-19,9.829999923706055
2020-10-20,9.470000267028809
2020-10-21,10.300000190734863
2020-10-22,10.380000114440918
2020-10-23,10.449999809265137
2020-10-26,10.109999656677246
2020-10-27,10.050000190734863
2020-10-28,9.670000076293945
2020-10-29,9.729999542236328
2020-10-30,11.390000343322754
2020-11-02,11.600000381469727
2020-11-03,11.789999961853027
2020-11-04,11.800000190734863
2020-11-05,12.15999984741211
2020-11-06,12.449999809265137
2020-11-09,12.399999618530273
2020-11-10,13.119999885559082
2020-11-11,13.739999771118164
2020-11-12,13.84000015258789
2020-11-13,12.960000038146973
2020-11-16,13.010000228881836
