,FITBI
2013-12-06,25.040000915527344
2013-12-09,24.950000762939453
2013-12-10,24.920000076293945
2013-12-11,24.75
2013-12-12,24.600000381469727
2013-12-13,24.75
2013-12-16,24.700000762939453
2013-12-17,24.670000076293945
2013-12-18,24.649999618530273
2013-12-19,24.6200008392334
2013-12-20,24.790000915527344
2013-12-23,24.93000030517578
2013-12-24,25.0
2013-12-26,24.8799991607666
2013-12-27,24.8799991607666
2013-12-30,24.93000030517578
2013-12-31,24.969999313354492
2014-01-02,25.09000015258789
2014-01-03,25.170000076293945
2014-01-06,25.139999389648438
2014-01-07,25.299999237060547
2014-01-08,25.31999969482422
2014-01-09,25.329999923706055
2014-01-10,25.639999389648438
2014-01-13,25.43000030517578
2014-01-14,25.420000076293945
2014-01-15,25.3700008392334
2014-01-16,25.3700008392334
2014-01-17,25.420000076293945
2014-01-21,25.280000686645508
2014-01-22,25.299999237060547
2014-01-23,25.200000762939453
2014-01-24,25.309999465942383
2014-01-27,25.34000015258789
2014-01-28,25.360000610351562
2014-01-29,25.290000915527344
2014-01-30,25.3799991607666
2014-01-31,25.5
2014-02-03,25.399999618530273
2014-02-04,25.489999771118164
2014-02-05,25.43000030517578
2014-02-06,25.5
2014-02-07,25.510000228881836
2014-02-10,25.549999237060547
2014-02-11,25.559999465942383
2014-02-12,25.559999465942383
2014-02-13,25.709999084472656
2014-02-14,25.709999084472656
2014-02-18,25.899999618530273
2014-02-19,26.049999237060547
2014-02-20,25.979999542236328
2014-02-21,26.0
2014-02-24,25.940000534057617
2014-02-25,26.010000228881836
2014-02-26,26.149999618530273
2014-02-27,26.299999237060547
2014-02-28,26.530000686645508
2014-03-03,26.530000686645508
2014-03-04,26.549999237060547
2014-03-05,26.940000534057617
2014-03-06,26.760000228881836
2014-03-07,26.799999237060547
2014-03-10,26.540000915527344
2014-03-11,26.459999084472656
2014-03-12,26.520000457763672
2014-03-13,26.469999313354492
2014-03-14,26.43000030517578
2014-03-17,26.510000228881836
2014-03-18,26.770000457763672
2014-03-19,26.670000076293945
2014-03-20,26.770000457763672
2014-03-21,26.65999984741211
2014-03-24,26.56999969482422
2014-03-25,26.649999618530273
2014-03-26,26.309999465942383
2014-03-27,26.209999084472656
2014-03-28,26.360000610351562
2014-03-31,26.440000534057617
2014-04-01,26.360000610351562
2014-04-02,26.5
2014-04-03,26.510000228881836
2014-04-04,26.40999984741211
2014-04-07,26.459999084472656
2014-04-08,26.510000228881836
2014-04-09,26.56999969482422
2014-04-10,26.56999969482422
2014-04-11,26.68000030517578
2014-04-14,26.530000686645508
2014-04-15,26.649999618530273
2014-04-16,26.6299991607666
2014-04-17,26.3700008392334
2014-04-21,26.350000381469727
2014-04-22,26.3799991607666
2014-04-23,26.329999923706055
2014-04-24,26.329999923706055
2014-04-25,26.530000686645508
2014-04-28,26.5
2014-04-29,26.520000457763672
2014-04-30,26.559999465942383
2014-05-01,26.889999389648438
2014-05-02,26.68000030517578
2014-05-05,26.649999618530273
2014-05-06,26.65999984741211
2014-05-07,26.559999465942383
2014-05-08,26.5
2014-05-09,26.579999923706055
2014-05-12,26.549999237060547
2014-05-13,26.56999969482422
2014-05-14,26.59000015258789
2014-05-15,26.600000381469727
2014-05-16,26.709999084472656
2014-05-19,26.790000915527344
2014-05-20,26.829999923706055
2014-05-21,26.809999465942383
2014-05-22,26.670000076293945
2014-05-23,26.700000762939453
2014-05-27,26.780000686645508
2014-05-28,26.739999771118164
2014-05-29,26.610000610351562
2014-05-30,26.649999618530273
2014-06-02,26.559999465942383
2014-06-03,26.56999969482422
2014-06-04,26.649999618530273
2014-06-05,26.81999969482422
2014-06-06,26.979999542236328
2014-06-09,27.020000457763672
2014-06-10,26.899999618530273
2014-06-11,26.950000762939453
2014-06-12,27.020000457763672
2014-06-13,27.040000915527344
2014-06-16,27.020000457763672
2014-06-17,27.360000610351562
2014-06-18,27.399999618530273
2014-06-19,27.299999237060547
2014-06-20,27.100000381469727
2014-06-23,27.049999237060547
2014-06-24,27.200000762939453
2014-06-25,26.989999771118164
2014-06-26,26.899999618530273
2014-06-27,26.920000076293945
2014-06-30,26.780000686645508
2014-07-01,26.68000030517578
2014-07-02,26.700000762939453
2014-07-03,26.440000534057617
2014-07-07,26.530000686645508
2014-07-08,26.690000534057617
2014-07-09,26.84000015258789
2014-07-10,26.84000015258789
2014-07-11,27.139999389648438
2014-07-14,27.25
2014-07-15,27.299999237060547
2014-07-16,27.239999771118164
2014-07-17,27.09000015258789
2014-07-18,27.639999389648438
2014-07-21,27.239999771118164
2014-07-22,27.280000686645508
2014-07-23,27.360000610351562
2014-07-24,27.18000030517578
2014-07-25,27.170000076293945
2014-07-28,27.079999923706055
2014-07-29,27.100000381469727
2014-07-30,27.18000030517578
2014-07-31,26.829999923706055
2014-08-01,26.600000381469727
2014-08-04,26.5
2014-08-05,26.600000381469727
2014-08-06,26.729999542236328
2014-08-07,27.030000686645508
2014-08-08,26.93000030517578
2014-08-11,26.920000076293945
2014-08-12,26.969999313354492
2014-08-13,27.299999237060547
2014-08-14,27.34000015258789
2014-08-15,27.31999969482422
2014-08-18,27.450000762939453
2014-08-19,27.389999389648438
2014-08-20,27.40999984741211
2014-08-21,27.40999984741211
2014-08-22,27.399999618530273
2014-08-25,27.389999389648438
2014-08-26,27.440000534057617
2014-08-27,27.350000381469727
2014-08-28,27.299999237060547
2014-08-29,27.5
2014-09-02,27.040000915527344
2014-09-03,26.950000762939453
2014-09-04,26.75
2014-09-05,26.760000228881836
2014-09-08,26.709999084472656
2014-09-09,26.729999542236328
2014-09-10,26.719999313354492
2014-09-11,26.75
2014-09-12,26.729999542236328
2014-09-15,26.709999084472656
2014-09-16,26.790000915527344
2014-09-17,26.739999771118164
2014-09-18,26.729999542236328
2014-09-19,26.829999923706055
2014-09-22,26.739999771118164
2014-09-23,26.889999389648438
2014-09-24,26.3799991607666
2014-09-25,26.260000228881836
2014-09-26,26.329999923706055
2014-09-29,26.3799991607666
2014-09-30,26.450000762939453
2014-10-01,26.3700008392334
2014-10-02,26.399999618530273
2014-10-03,26.510000228881836
2014-10-06,26.389999389648438
2014-10-07,26.34000015258789
2014-10-08,26.520000457763672
2014-10-09,26.5
2014-10-10,26.690000534057617
2014-10-13,26.600000381469727
2014-10-14,26.610000610351562
2014-10-15,26.639999389648438
2014-10-16,26.6200008392334
2014-10-17,26.5
2014-10-20,26.559999465942383
2014-10-21,26.649999618530273
2014-10-22,26.719999313354492
2014-10-23,26.709999084472656
2014-10-24,26.860000610351562
2014-10-27,26.860000610351562
2014-10-28,27.059999465942383
2014-10-29,27.059999465942383
2014-10-30,27.059999465942383
2014-10-31,27.139999389648438
2014-11-03,27.1200008392334
2014-11-04,27.280000686645508
2014-11-05,27.219999313354492
2014-11-06,27.280000686645508
2014-11-07,27.440000534057617
2014-11-10,27.40999984741211
2014-11-11,27.360000610351562
2014-11-12,27.31999969482422
2014-11-13,27.360000610351562
2014-11-14,27.34000015258789
2014-11-17,27.40999984741211
2014-11-18,27.299999237060547
2014-11-19,27.43000030517578
2014-11-20,27.389999389648438
2014-11-21,27.43000030517578
2014-11-24,27.350000381469727
2014-11-25,27.299999237060547
2014-11-26,27.299999237060547
2014-11-28,27.3799991607666
2014-12-01,27.350000381469727
2014-12-02,27.229999542236328
2014-12-03,27.190000534057617
2014-12-04,26.8700008392334
2014-12-05,27.049999237060547
2014-12-08,26.969999313354492
2014-12-09,27.1299991607666
2014-12-10,26.989999771118164
2014-12-11,26.989999771118164
2014-12-12,26.989999771118164
2014-12-15,26.920000076293945
2014-12-16,26.68000030517578
2014-12-17,26.770000457763672
2014-12-18,26.920000076293945
2014-12-19,26.950000762939453
2014-12-22,27.1200008392334
2014-12-23,26.760000228881836
2014-12-24,26.799999237060547
2014-12-26,26.959999084472656
2014-12-29,27.040000915527344
2014-12-30,27.219999313354492
2014-12-31,27.329999923706055
2015-01-02,27.389999389648438
2015-01-05,27.25
2015-01-06,27.3700008392334
2015-01-07,27.360000610351562
2015-01-08,27.40999984741211
2015-01-09,27.260000228881836
2015-01-12,27.540000915527344
2015-01-13,27.350000381469727
2015-01-14,27.149999618530273
2015-01-15,27.1200008392334
2015-01-16,27.229999542236328
2015-01-20,27.290000915527344
2015-01-21,27.200000762939453
2015-01-22,27.299999237060547
2015-01-23,27.350000381469727
2015-01-26,27.350000381469727
2015-01-27,27.489999771118164
2015-01-28,27.579999923706055
2015-01-29,27.56999969482422
2015-01-30,27.520000457763672
2015-02-02,27.450000762939453
2015-02-03,27.530000686645508
2015-02-04,27.559999465942383
2015-02-05,27.5
2015-02-06,27.350000381469727
2015-02-09,27.399999618530273
2015-02-10,27.420000076293945
2015-02-11,27.469999313354492
2015-02-12,27.540000915527344
2015-02-13,27.520000457763672
2015-02-17,27.40999984741211
2015-02-18,27.100000381469727
2015-02-19,27.34000015258789
2015-02-20,27.420000076293945
2015-02-23,27.469999313354492
2015-02-24,27.540000915527344
2015-02-25,27.649999618530273
2015-02-26,27.649999618530273
2015-02-27,27.729999542236328
2015-03-02,27.81999969482422
2015-03-03,27.8799991607666
2015-03-04,27.950000762939453
2015-03-05,28.079999923706055
2015-03-06,27.719999313354492
2015-03-09,27.639999389648438
2015-03-10,27.719999313354492
2015-03-11,27.809999465942383
2015-03-12,27.799999237060547
2015-03-13,27.75
2015-03-16,27.809999465942383
2015-03-17,27.68000030517578
2015-03-18,27.860000610351562
2015-03-19,28.06999969482422
2015-03-20,28.530000686645508
2015-03-23,28.6299991607666
2015-03-24,28.530000686645508
2015-03-25,28.149999618530273
2015-03-26,28.110000610351562
2015-03-27,28.18000030517578
2015-03-30,28.280000686645508
2015-03-31,28.229999542236328
2015-04-01,28.280000686645508
2015-04-02,28.260000228881836
2015-04-06,28.239999771118164
2015-04-07,28.200000762939453
2015-04-08,28.299999237060547
2015-04-09,28.389999389648438
2015-04-10,28.440000534057617
2015-04-13,28.440000534057617
2015-04-14,28.3799991607666
2015-04-15,28.440000534057617
2015-04-16,28.389999389648438
2015-04-17,28.15999984741211
2015-04-20,28.239999771118164
2015-04-21,28.350000381469727
2015-04-22,28.299999237060547
2015-04-23,28.309999465942383
2015-04-24,28.350000381469727
2015-04-27,28.329999923706055
2015-04-28,28.170000076293945
2015-04-29,28.200000762939453
2015-04-30,28.1299991607666
2015-05-01,28.09000015258789
2015-05-04,28.190000534057617
2015-05-05,28.040000915527344
2015-05-06,27.719999313354492
2015-05-07,27.459999084472656
2015-05-08,27.790000915527344
2015-05-11,27.6200008392334
2015-05-12,27.799999237060547
2015-05-13,27.989999771118164
2015-05-14,28.440000534057617
2015-05-15,28.420000076293945
2015-05-18,28.450000762939453
2015-05-19,28.399999618530273
2015-05-20,28.360000610351562
2015-05-21,28.420000076293945
2015-05-22,28.56999969482422
2015-05-26,28.399999618530273
2015-05-27,28.530000686645508
2015-05-28,28.440000534057617
2015-05-29,28.459999084472656
2015-06-01,28.440000534057617
2015-06-02,28.34000015258789
2015-06-03,28.260000228881836
2015-06-04,28.280000686645508
2015-06-05,28.43000030517578
2015-06-08,28.3700008392334
2015-06-09,28.25
2015-06-10,28.31999969482422
2015-06-11,28.25
2015-06-12,28.18000030517578
2015-06-15,28.15999984741211
2015-06-16,28.190000534057617
2015-06-17,28.139999389648438
2015-06-18,28.020000457763672
2015-06-19,28.190000534057617
2015-06-22,28.270000457763672
2015-06-23,28.540000915527344
2015-06-24,28.219999313354492
2015-06-25,28.15999984741211
2015-06-26,28.170000076293945
