,BSCP
2015-10-09,20.049999237060547
2015-10-12,20.049999237060547
2015-10-13,20.049999237060547
2015-10-14,20.049999237060547
2015-10-15,20.209999084472656
2015-10-16,20.209999084472656
2015-10-19,20.219999313354492
2015-10-20,20.219999313354492
2015-10-21,20.260000228881836
2015-10-22,20.260000228881836
2015-10-23,20.239999771118164
2015-10-26,20.239999771118164
2015-10-27,20.323999404907227
2015-10-28,20.290000915527344
2015-10-29,20.290000915527344
2015-10-30,20.290000915527344
2015-11-02,20.100000381469727
2015-11-03,20.020000457763672
2015-11-04,19.989999771118164
2015-11-05,20.0
2015-11-06,19.920000076293945
2015-11-09,19.889999389648438
2015-11-10,19.889999389648438
2015-11-11,19.889999389648438
2015-11-12,19.899999618530273
2015-11-13,19.940000534057617
2015-11-16,19.940000534057617
2015-11-17,19.950000762939453
2015-11-18,19.979999542236328
2015-11-19,19.979999542236328
2015-11-20,20.040000915527344
2015-11-23,19.996999740600586
2015-11-24,20.0
2015-11-25,20.0
2015-11-27,20.040000915527344
2015-11-30,20.049999237060547
2015-12-01,20.198999404907227
2015-12-02,20.0
2015-12-03,19.770000457763672
2015-12-04,19.959999084472656
2015-12-07,20.040000915527344
2015-12-08,20.0
2015-12-09,20.0
2015-12-10,19.940000534057617
2015-12-11,19.969999313354492
2015-12-14,19.739999771118164
2015-12-15,19.739999771118164
2015-12-16,19.729999542236328
2015-12-17,19.780000686645508
2015-12-18,19.790000915527344
2015-12-21,19.799999237060547
2015-12-22,19.770000457763672
2015-12-23,19.799999237060547
2015-12-24,19.808000564575195
2015-12-28,19.815000534057617
2015-12-29,19.75
2015-12-30,19.665000915527344
2015-12-31,19.639999389648438
2016-01-04,19.739999771118164
2016-01-05,19.84000015258789
2016-01-06,19.8799991607666
2016-01-07,19.827999114990234
2016-01-08,19.93000030517578
2016-01-11,19.86199951171875
2016-01-12,19.940000534057617
2016-01-13,19.961999893188477
2016-01-14,19.885000228881836
2016-01-15,19.770000457763672
2016-01-19,19.799999237060547
2016-01-20,19.780000686645508
2016-01-21,19.670000076293945
2016-01-22,19.75
2016-01-25,19.780000686645508
2016-01-26,19.809999465942383
2016-01-27,19.799999237060547
2016-01-28,19.81999969482422
2016-01-29,19.889999389648438
2016-02-01,19.780000686645508
2016-02-02,19.827999114990234
2016-02-03,19.81999969482422
2016-02-04,19.829999923706055
2016-02-05,19.850000381469727
2016-02-08,19.81999969482422
2016-02-09,19.889999389648438
2016-02-10,19.860000610351562
2016-02-11,19.790000915527344
2016-02-12,19.739999771118164
2016-02-16,19.68000030517578
2016-02-17,19.700000762939453
2016-02-18,19.829999923706055
2016-02-19,19.80699920654297
2016-02-22,19.920000076293945
2016-02-23,19.913000106811523
2016-02-24,19.964000701904297
2016-02-25,20.09000015258789
2016-02-26,20.030000686645508
2016-02-29,20.06999969482422
2016-03-01,19.959999084472656
2016-03-02,19.93000030517578
2016-03-03,20.0
2016-03-04,19.979999542236328
2016-03-07,19.90999984741211
2016-03-08,20.059999465942383
2016-03-09,19.98699951171875
2016-03-10,19.989999771118164
2016-03-11,20.065000534057617
2016-03-14,20.040000915527344
2016-03-15,20.040000915527344
2016-03-16,20.260000228881836
2016-03-17,20.280000686645508
2016-03-18,20.274999618530273
2016-03-21,20.3700008392334
2016-03-22,20.25
2016-03-23,20.3799991607666
2016-03-24,20.399999618530273
2016-03-28,20.399999618530273
2016-03-29,20.559999465942383
2016-03-30,20.4950008392334
2016-03-31,20.545000076293945
2016-04-01,20.530000686645508
2016-04-04,20.514999389648438
2016-04-05,20.531999588012695
2016-04-06,20.56999969482422
2016-04-07,20.562000274658203
2016-04-08,20.639999389648438
2016-04-11,20.54199981689453
2016-04-12,20.530000686645508
2016-04-13,20.559999465942383
2016-04-14,20.520999908447266
2016-04-15,20.65999984741211
2016-04-18,20.610000610351562
2016-04-19,20.65999984741211
2016-04-20,20.690000534057617
2016-04-21,20.56999969482422
2016-04-22,20.68000030517578
2016-04-25,20.639999389648438
2016-04-26,20.65999984741211
2016-04-27,20.770000457763672
2016-04-28,20.780000686645508
2016-04-29,20.799999237060547
2016-05-02,20.809999465942383
2016-05-03,20.825000762939453
2016-05-04,20.81999969482422
2016-05-05,20.850000381469727
2016-05-06,20.81100082397461
2016-05-09,20.80500030517578
2016-05-10,20.774999618530273
2016-05-11,20.860000610351562
2016-05-12,20.780000686645508
2016-05-13,20.839000701904297
2016-05-16,20.77899932861328
2016-05-17,20.729999542236328
2016-05-18,20.597999572753906
2016-05-19,20.610000610351562
2016-05-20,20.649999618530273
2016-05-23,20.670000076293945
2016-05-24,20.6299991607666
2016-05-25,20.624000549316406
2016-05-26,20.673999786376953
2016-05-27,20.700000762939453
2016-05-31,20.709999084472656
2016-06-01,20.639999389648438
2016-06-02,20.67300033569336
2016-06-03,20.8700008392334
2016-06-06,20.847999572753906
2016-06-07,20.871000289916992
2016-06-08,20.899999618530273
2016-06-09,20.920000076293945
2016-06-10,20.972999572753906
2016-06-13,20.959999084472656
2016-06-14,20.899999618530273
2016-06-15,20.969999313354492
2016-06-16,20.920000076293945
2016-06-17,20.90999984741211
2016-06-20,20.860000610351562
2016-06-21,20.829999923706055
2016-06-22,20.829999923706055
2016-06-23,20.8799991607666
2016-06-24,21.020000457763672
2016-06-27,21.100000381469727
2016-06-28,21.200000762939453
2016-06-29,21.15999984741211
2016-06-30,21.18899917602539
2016-07-01,21.23900032043457
2016-07-05,21.280000686645508
2016-07-06,21.280000686645508
2016-07-07,21.34000015258789
2016-07-08,21.350000381469727
2016-07-11,21.350000381469727
2016-07-12,21.2450008392334
2016-07-13,21.34000015258789
2016-07-14,21.299999237060547
2016-07-15,21.18000030517578
2016-07-18,21.239999771118164
2016-07-19,21.268999099731445
2016-07-20,21.260000228881836
2016-07-21,21.309999465942383
2016-07-22,21.309999465942383
2016-07-25,21.270000457763672
2016-07-26,21.280000686645508
2016-07-27,21.32900047302246
2016-07-28,21.31999969482422
2016-07-29,21.389999389648438
2016-08-01,21.25
2016-08-02,21.128000259399414
2016-08-03,21.200000762939453
2016-08-04,21.270999908447266
2016-08-05,21.18000030517578
2016-08-08,21.18000030517578
2016-08-09,21.260000228881836
2016-08-10,21.309999465942383
2016-08-11,21.229999542236328
2016-08-12,21.270000457763672
2016-08-15,21.290000915527344
2016-08-16,21.249000549316406
2016-08-17,21.277999877929688
2016-08-18,21.360000610351562
2016-08-19,21.270000457763672
2016-08-22,21.350000381469727
2016-08-23,21.360000610351562
2016-08-24,21.339000701904297
2016-08-25,21.34000015258789
2016-08-26,21.280000686645508
2016-08-29,21.360000610351562
2016-08-30,21.334999084472656
2016-08-31,21.329999923706055
2016-09-01,21.280000686645508
2016-09-02,21.25
2016-09-06,21.332000732421875
2016-09-07,21.33300018310547
2016-09-08,21.195999145507812
2016-09-09,21.02899932861328
2016-09-12,21.09000015258789
2016-09-13,20.969999313354492
2016-09-14,21.024999618530273
2016-09-15,21.06999969482422
2016-09-16,21.020000457763672
2016-09-19,21.040000915527344
2016-09-20,21.100000381469727
2016-09-21,21.110000610351562
2016-09-22,21.170000076293945
2016-09-23,21.19499969482422
2016-09-26,21.260000228881836
2016-09-27,21.270000457763672
2016-09-28,21.299999237060547
2016-09-29,21.270000457763672
2016-09-30,21.260000228881836
2016-10-03,21.15999984741211
2016-10-04,21.09000015258789
2016-10-05,21.062999725341797
2016-10-06,21.020000457763672
2016-10-07,21.06999969482422
2016-10-10,21.079999923706055
2016-10-11,21.02400016784668
2016-10-12,21.065000534057617
2016-10-13,21.1200008392334
2016-10-14,21.030000686645508
2016-10-17,21.100000381469727
2016-10-18,21.128999710083008
2016-10-19,21.13599967956543
2016-10-20,21.128999710083008
2016-10-21,21.18000030517578
2016-10-24,21.107999801635742
2016-10-25,21.1299991607666
2016-10-26,21.06999969482422
2016-10-27,20.981000900268555
2016-10-28,20.968000411987305
2016-10-31,20.979999542236328
2016-11-01,20.940000534057617
2016-11-02,20.899999618530273
2016-11-03,20.86400032043457
2016-11-04,20.920000076293945
2016-11-07,20.934999465942383
2016-11-08,20.856000900268555
2016-11-09,20.6299991607666
2016-11-10,20.507999420166016
2016-11-11,20.510000228881836
2016-11-14,20.35099983215332
2016-11-15,20.49799919128418
2016-11-16,20.399999618530273
2016-11-17,20.329999923706055
2016-11-18,20.222000122070312
2016-11-21,20.260000228881836
2016-11-22,20.290000915527344
2016-11-23,20.229999542236328
2016-11-25,20.209999084472656
2016-11-28,20.299999237060547
2016-11-29,20.309999465942383
2016-11-30,20.229999542236328
2016-12-01,20.139999389648438
2016-12-02,20.200000762939453
2016-12-05,20.209999084472656
2016-12-06,20.170000076293945
2016-12-07,20.280000686645508
2016-12-08,20.239999771118164
2016-12-09,20.200000762939453
2016-12-12,20.170000076293945
2016-12-13,20.18000030517578
2016-12-14,20.010000228881836
2016-12-15,19.950000762939453
2016-12-16,20.027999877929688
2016-12-19,20.059999465942383
2016-12-20,20.010000228881836
2016-12-21,20.100000381469727
2016-12-22,20.059999465942383
2016-12-23,20.10300064086914
2016-12-27,20.079999923706055
2016-12-28,20.040000915527344
2016-12-29,20.101999282836914
2016-12-30,20.15999984741211
2017-01-03,20.200000762939453
2017-01-04,20.183000564575195
2017-01-05,20.274999618530273
2017-01-06,20.229999542236328
2017-01-09,20.239999771118164
2017-01-10,20.270000457763672
2017-01-11,20.290000915527344
2017-01-12,20.309999465942383
2017-01-13,20.239999771118164
2017-01-17,20.31999969482422
2017-01-18,20.139999389648438
2017-01-19,20.190000534057617
2017-01-20,20.1200008392334
2017-01-23,20.18000030517578
2017-01-24,20.110000610351562
2017-01-25,20.09000015258789
2017-01-26,20.149999618530273
2017-01-27,20.170000076293945
2017-01-30,20.170000076293945
2017-01-31,20.21500015258789
2017-02-01,20.125
2017-02-02,20.132999420166016
2017-02-03,20.110000610351562
2017-02-06,20.229999542236328
2017-02-07,20.260000228881836
2017-02-08,20.295000076293945
2017-02-09,20.225000381469727
2017-02-10,20.219999313354492
2017-02-13,20.190000534057617
2017-02-14,20.149999618530273
2017-02-15,20.1200008392334
2017-02-16,20.209999084472656
2017-02-17,20.25200080871582
2017-02-21,20.260000228881836
2017-02-22,20.290000915527344
2017-02-23,20.329999923706055
2017-02-24,20.43000030517578
2017-02-27,20.3700008392334
2017-02-28,20.389999389648438
2017-03-01,20.200000762939453
2017-03-02,20.219999313354492
2017-03-03,20.204999923706055
2017-03-06,20.18000030517578
2017-03-07,20.110000610351562
2017-03-08,20.090999603271484
2017-03-09,20.010000228881836
2017-03-10,20.040000915527344
2017-03-13,20.0
2017-03-14,19.989999771118164
2017-03-15,20.145000457763672
2017-03-16,20.06999969482422
2017-03-17,20.170000076293945
2017-03-20,20.190000534057617
2017-03-21,20.236000061035156
2017-03-22,20.270000457763672
2017-03-23,20.240999221801758
2017-03-24,20.270000457763672
2017-03-27,20.34000015258789
2017-03-28,20.270000457763672
2017-03-29,20.316999435424805
2017-03-30,20.290000915527344
2017-03-31,20.31999969482422
2017-04-03,20.360000610351562
2017-04-04,20.34000015258789
2017-04-05,20.3799991607666
2017-04-06,20.34000015258789
2017-04-07,20.309999465942383
2017-04-10,20.34000015258789
2017-04-11,20.440000534057617
2017-04-12,20.479999542236328
2017-04-13,20.496999740600586
2017-04-17,20.5
2017-04-18,20.600000381469727
2017-04-19,20.549999237060547
2017-04-20,20.510000228881836
2017-04-21,20.510000228881836
2017-04-24,20.510000228881836
2017-04-25,20.434999465942383
2017-04-26,20.459999084472656
2017-04-27,20.479999542236328
2017-04-28,20.520000457763672
2017-05-01,20.440000534057617
2017-05-02,20.489999771118164
2017-05-03,20.454999923706055
2017-05-04,20.391000747680664
2017-05-05,20.420000076293945
2017-05-08,20.3799991607666
2017-05-09,20.3700008392334
2017-05-10,20.3700008392334
2017-05-11,20.399999618530273
2017-05-12,20.510000228881836
2017-05-15,20.5
2017-05-16,20.530000686645508
2017-05-17,20.670000076293945
2017-05-18,20.649999618530273
2017-05-19,20.649999618530273
2017-05-22,20.649999618530273
2017-05-23,20.600000381469727
2017-05-24,20.6200008392334
2017-05-25,20.635000228881836
2017-05-26,20.649999618530273
2017-05-30,20.709999084472656
2017-05-31,20.709999084472656
2017-06-01,20.649999618530273
2017-06-02,20.729999542236328
2017-06-05,20.700000762939453
2017-06-06,20.75
2017-06-07,20.718000411987305
2017-06-08,20.684999465942383
2017-06-09,20.665000915527344
2017-06-12,20.68000030517578
2017-06-13,20.68000030517578
2017-06-14,20.764999389648438
2017-06-15,20.709999084472656
2017-06-16,20.770000457763672
2017-06-19,20.729999542236328
2017-06-20,20.75200080871582
2017-06-21,20.760000228881836
2017-06-22,20.770000457763672
2017-06-23,20.780000686645508
2017-06-26,20.780000686645508
2017-06-27,20.729999542236328
2017-06-28,20.700000762939453
2017-06-29,20.670000076293945
2017-06-30,20.649999618530273
2017-07-03,20.538999557495117
2017-07-05,20.540000915527344
2017-07-06,20.5
2017-07-07,20.500999450683594
2017-07-10,20.56999969482422
2017-07-11,20.59000015258789
2017-07-12,20.65999984741211
2017-07-13,20.6299991607666
2017-07-14,20.665000915527344
2017-07-17,20.687999725341797
2017-07-18,20.760000228881836
2017-07-19,20.760000228881836
2017-07-20,20.770000457763672
2017-07-21,20.829999923706055
2017-07-24,20.809999465942383
2017-07-25,20.708999633789062
2017-07-26,20.799999237060547
2017-07-27,20.770000457763672
2017-07-28,20.780000686645508
2017-07-31,20.799999237060547
2017-08-01,20.790000915527344
2017-08-02,20.770000457763672
2017-08-03,20.799999237060547
2017-08-04,20.739999771118164
2017-08-07,20.75
2017-08-08,20.684999465942383
2017-08-09,20.709999084472656
2017-08-10,20.719999313354492
2017-08-11,20.719999313354492
2017-08-14,20.709999084472656
2017-08-15,20.690000534057617
2017-08-16,20.7450008392334
2017-08-17,20.75
2017-08-18,20.760000228881836
2017-08-21,20.780000686645508
2017-08-22,20.764999389648438
2017-08-23,20.809999465942383
2017-08-24,20.790000915527344
2017-08-25,20.81999969482422
2017-08-28,20.84000015258789
2017-08-29,20.8799991607666
2017-08-30,20.8700008392334
2017-08-31,20.920000076293945
2017-09-01,20.790000915527344
2017-09-05,20.93000030517578
2017-09-06,20.875
2017-09-07,20.889999389648438
2017-09-08,20.899999618530273
2017-09-11,20.84000015258789
2017-09-12,20.799999237060547
2017-09-13,20.799999237060547
2017-09-14,20.790000915527344
2017-09-15,20.809999465942383
2017-09-18,20.760000228881836
2017-09-19,20.790000915527344
2017-09-20,20.75
2017-09-21,20.7450008392334
2017-09-22,20.770000457763672
2017-09-25,20.829999923706055
2017-09-26,20.829999923706055
2017-09-27,20.790000915527344
2017-09-28,20.799999237060547
2017-09-29,20.780000686645508
2017-10-02,20.790000915527344
2017-10-03,20.780000686645508
2017-10-04,20.790000915527344
2017-10-05,20.780000686645508
2017-10-06,20.75
2017-10-09,20.756000518798828
2017-10-10,20.770000457763672
2017-10-11,20.790000915527344
2017-10-12,20.799999237060547
2017-10-13,20.840999603271484
2017-10-16,20.829999923706055
2017-10-17,20.84000015258789
2017-10-18,20.80900001525879
2017-10-19,20.81999969482422
2017-10-20,20.770000457763672
2017-10-23,20.809999465942383
2017-10-24,20.75
2017-10-25,20.729999542236328
2017-10-26,20.709999084472656
2017-10-27,20.729000091552734
2017-10-30,20.81999969482422
2017-10-31,20.809999465942383
2017-11-01,20.799999237060547
2017-11-02,20.739999771118164
2017-11-03,20.76300048828125
2017-11-06,20.770000457763672
2017-11-07,20.760000228881836
2017-11-08,20.735000610351562
2017-11-09,20.70800018310547
2017-11-10,20.625
2017-11-13,20.6200008392334
2017-11-14,20.625999450683594
2017-11-15,20.65999984741211
2017-11-16,20.65999984741211
2017-11-17,20.649999618530273
2017-11-20,20.639999389648438
2017-11-21,20.700000762939453
2017-11-22,20.764999389648438
2017-11-24,20.75
2017-11-27,20.7450008392334
2017-11-28,20.760000228881836
2017-11-29,20.690000534057617
2017-11-30,20.65999984741211
2017-12-01,20.709999084472656
2017-12-04,20.670000076293945
2017-12-05,20.68000030517578
2017-12-06,20.75
2017-12-07,20.719999313354492
2017-12-08,20.690000534057617
2017-12-11,20.695999145507812
2017-12-12,20.674999237060547
2017-12-13,20.75
2017-12-14,20.739999771118164
2017-12-15,20.743000030517578
2017-12-18,20.719999313354492
2017-12-19,20.639999389648438
2017-12-20,20.6200008392334
2017-12-21,20.618999481201172
2017-12-22,20.61400032043457
2017-12-26,20.670000076293945
2017-12-27,20.725000381469727
2017-12-28,20.665000915527344
2017-12-29,20.700000762939453
2018-01-02,20.639999389648438
2018-01-03,20.663000106811523
2018-01-04,20.65999984741211
2018-01-05,20.6299991607666
2018-01-08,20.628000259399414
2018-01-09,20.579999923706055
2018-01-10,20.56999969482422
2018-01-11,20.600000381469727
2018-01-12,20.59000015258789
2018-01-16,20.610000610351562
2018-01-17,20.549999237060547
2018-01-18,20.510000228881836
2018-01-19,20.450000762939453
2018-01-22,20.417999267578125
2018-01-23,20.510000228881836
2018-01-24,20.479999542236328
2018-01-25,20.510000228881836
2018-01-26,20.485000610351562
2018-01-29,20.469999313354492
2018-01-30,20.420000076293945
2018-01-31,20.420000076293945
2018-02-01,20.360000610351562
2018-02-02,20.219999313354492
2018-02-05,20.280000686645508
2018-02-06,20.260000228881836
2018-02-07,20.200000762939453
2018-02-08,20.15999984741211
2018-02-09,20.06999969482422
2018-02-12,20.079999923706055
2018-02-13,20.06999969482422
2018-02-14,19.989999771118164
2018-02-15,20.049999237060547
2018-02-16,20.1200008392334
2018-02-20,20.059999465942383
2018-02-21,20.020000457763672
2018-02-22,20.040000915527344
2018-02-23,20.106000900268555
2018-02-26,20.110000610351562
2018-02-27,20.05299949645996
