,AFIN
2019-06-27,10.760000228881836
2019-06-28,10.899999618530273
2019-07-01,10.779999732971191
2019-07-02,11.050000190734863
2019-07-03,11.239999771118164
2019-07-05,11.25
2019-07-08,11.359999656677246
2019-07-09,11.600000381469727
2019-07-10,11.5600004196167
2019-07-11,11.380000114440918
2019-07-12,11.4399995803833
2019-07-15,11.289999961853027
2019-07-16,11.4399995803833
2019-07-17,11.40999984741211
2019-07-18,11.5
2019-07-19,11.569999694824219
2019-07-22,11.40999984741211
2019-07-23,11.449999809265137
2019-07-24,11.739999771118164
2019-07-25,11.649999618530273
2019-07-26,11.720000267028809
2019-07-29,11.640000343322754
2019-07-30,11.670000076293945
2019-07-31,11.710000038146973
2019-08-01,11.8100004196167
2019-08-02,11.819999694824219
2019-08-05,11.470000267028809
2019-08-06,11.609999656677246
2019-08-07,11.680000305175781
2019-08-08,11.779999732971191
2019-08-09,11.970000267028809
2019-08-12,12.010000228881836
2019-08-13,12.09000015258789
2019-08-14,12.079999923706055
2019-08-15,12.239999771118164
2019-08-16,12.279999732971191
2019-08-19,12.4399995803833
2019-08-20,12.270000457763672
2019-08-21,12.100000381469727
2019-08-22,12.039999961853027
2019-08-23,11.619999885559082
2019-08-26,11.850000381469727
2019-08-27,11.710000038146973
2019-08-28,11.84000015258789
2019-08-29,11.869999885559082
2019-08-30,11.970000267028809
2019-09-03,12.119999885559082
2019-09-04,12.220000267028809
2019-09-05,11.9399995803833
2019-09-06,11.8100004196167
2019-09-09,12.40999984741211
2019-09-10,12.720000267028809
2019-09-11,12.970000267028809
2019-09-12,13.15999984741211
2019-09-13,13.359999656677246
2019-09-16,13.600000381469727
2019-09-17,13.699999809265137
2019-09-18,13.319999694824219
2019-09-19,13.5600004196167
2019-09-20,13.819999694824219
2019-09-23,13.8100004196167
2019-09-24,13.869999885559082
2019-09-25,13.979999542236328
2019-09-26,14.069999694824219
2019-09-27,13.880000114440918
2019-09-30,13.960000038146973
2019-10-01,13.699999809265137
2019-10-02,13.979999542236328
2019-10-03,13.829999923706055
2019-10-04,14.180000305175781
2019-10-07,14.09000015258789
2019-10-08,13.9399995803833
2019-10-09,13.649999618530273
2019-10-10,13.770000457763672
2019-10-11,13.850000381469727
2019-10-14,13.880000114440918
2019-10-15,14.1899995803833
2019-10-16,14.260000228881836
2019-10-17,14.210000038146973
2019-10-18,14.239999771118164
2019-10-21,14.449999809265137
2019-10-22,14.609999656677246
2019-10-23,14.720000267028809
2019-10-24,14.489999771118164
2019-10-25,14.420000076293945
2019-10-28,14.449999809265137
2019-10-29,14.630000114440918
2019-10-30,14.869999885559082
2019-10-31,14.800000190734863
2019-11-01,15.0
2019-11-04,14.960000038146973
2019-11-05,14.760000228881836
2019-11-06,14.850000381469727
2019-11-07,14.880000114440918
2019-11-08,14.770000457763672
2019-11-11,15.119999885559082
2019-11-12,14.649999618530273
2019-11-13,14.609999656677246
2019-11-14,14.84000015258789
2019-11-15,15.0
2019-11-18,15.100000381469727
2019-11-19,15.029999732971191
2019-11-20,14.829999923706055
2019-11-21,14.729999542236328
2019-11-22,14.640000343322754
2019-11-25,14.699999809265137
2019-11-26,14.770000457763672
2019-11-27,14.979999542236328
2019-11-29,14.789999961853027
2019-12-02,14.449999809265137
2019-12-03,14.5600004196167
2019-12-04,14.5600004196167
2019-12-05,14.380000114440918
2019-12-06,14.420000076293945
2019-12-09,14.65999984741211
2019-12-10,14.529999732971191
2019-12-11,14.300000190734863
2019-12-12,14.039999961853027
2019-12-13,13.619999885559082
2019-12-16,13.600000381469727
2019-12-17,13.359999656677246
2019-12-18,13.34000015258789
2019-12-19,13.350000381469727
2019-12-20,13.520000457763672
2019-12-23,13.479999542236328
2019-12-24,13.350000381469727
2019-12-26,13.25
2019-12-27,13.1899995803833
2019-12-30,13.130000114440918
2019-12-31,13.260000228881836
2020-01-02,12.760000228881836
2020-01-03,12.779999732971191
2020-01-06,12.960000038146973
2020-01-07,12.640000343322754
2020-01-08,12.789999961853027
2020-01-09,12.729999542236328
2020-01-10,12.680000305175781
2020-01-13,12.90999984741211
2020-01-14,12.920000076293945
2020-01-15,13.180000305175781
2020-01-16,13.1899995803833
2020-01-17,13.220000267028809
2020-01-21,13.300000190734863
2020-01-22,13.130000114440918
2020-01-23,13.210000038146973
2020-01-24,13.229999542236328
2020-01-27,13.079999923706055
2020-01-28,13.09000015258789
2020-01-29,13.130000114440918
2020-01-30,13.09000015258789
2020-01-31,12.970000267028809
2020-02-03,13.130000114440918
2020-02-04,13.1899995803833
2020-02-05,13.4399995803833
2020-02-06,13.539999961853027
2020-02-07,13.1899995803833
2020-02-10,13.239999771118164
2020-02-11,13.220000267028809
2020-02-12,13.3100004196167
2020-02-13,13.460000038146973
2020-02-14,13.40999984741211
2020-02-18,13.40999984741211
2020-02-19,12.930000305175781
2020-02-20,12.930000305175781
2020-02-21,13.210000038146973
2020-02-24,12.880000114440918
2020-02-25,12.40999984741211
2020-02-26,12.119999885559082
2020-02-27,10.960000038146973
2020-02-28,10.399999618530273
2020-03-02,10.75
2020-03-03,10.710000038146973
2020-03-04,11.029999732971191
2020-03-05,10.380000114440918
2020-03-06,10.109999656677246
2020-03-09,9.180000305175781
2020-03-10,9.4399995803833
2020-03-11,8.520000457763672
2020-03-12,6.880000114440918
2020-03-13,7.289999961853027
2020-03-16,5.840000152587891
2020-03-17,5.329999923706055
2020-03-18,4.789999961853027
2020-03-19,6.610000133514404
2020-03-20,7.21999979019165
2020-03-23,6.900000095367432
2020-03-24,7.489999771118164
2020-03-25,6.96999979019165
2020-03-26,7.079999923706055
2020-03-27,7.110000133514404
2020-03-30,6.840000152587891
2020-03-31,6.25
2020-04-01,5.380000114440918
2020-04-02,5.289999961853027
2020-04-03,4.980000019073486
2020-04-06,5.670000076293945
2020-04-07,5.820000171661377
2020-04-08,6.480000019073486
2020-04-09,6.940000057220459
2020-04-13,6.760000228881836
2020-04-14,7.190000057220459
2020-04-15,6.739999771118164
2020-04-16,6.650000095367432
2020-04-17,6.800000190734863
2020-04-20,6.550000190734863
2020-04-21,6.400000095367432
2020-04-22,6.349999904632568
2020-04-23,6.46999979019165
2020-04-24,6.329999923706055
2020-04-27,7.139999866485596
2020-04-28,7.480000019073486
2020-04-29,8.609999656677246
2020-04-30,7.710000038146973
2020-05-01,7.349999904632568
2020-05-04,7.010000228881836
2020-05-05,7.010000228881836
2020-05-06,6.920000076293945
2020-05-07,6.96999979019165
2020-05-08,7.460000038146973
2020-05-11,6.960000038146973
2020-05-12,6.480000019073486
2020-05-13,6.309999942779541
2020-05-14,6.309999942779541
2020-05-15,6.340000152587891
2020-05-18,7.139999866485596
2020-05-19,7.090000152587891
2020-05-20,7.230000019073486
2020-05-21,7.369999885559082
2020-05-22,7.320000171661377
2020-05-26,7.989999771118164
2020-05-27,8.119999885559082
2020-05-28,7.599999904632568
2020-05-29,7.320000171661377
2020-06-01,7.710000038146973
2020-06-02,7.929999828338623
2020-06-03,8.720000267028809
2020-06-04,8.680000305175781
2020-06-05,8.890000343322754
2020-06-08,9.670000076293945
2020-06-09,9.130000114440918
2020-06-10,8.640000343322754
2020-06-11,8.100000381469727
2020-06-12,8.5
2020-06-15,8.5600004196167
2020-06-16,8.880000114440918
2020-06-17,8.579999923706055
2020-06-18,8.539999961853027
2020-06-19,8.390000343322754
2020-06-22,7.71999979019165
2020-06-23,7.610000133514404
2020-06-24,7.289999961853027
2020-06-25,7.519999980926514
2020-06-26,7.590000152587891
2020-06-29,7.869999885559082
2020-06-30,7.940000057220459
2020-07-01,8.149999618530273
2020-07-02,7.929999828338623
2020-07-06,8.0
2020-07-07,7.53000020980835
2020-07-08,7.480000019073486
2020-07-09,7.260000228881836
2020-07-10,7.190000057220459
2020-07-13,7.199999809265137
2020-07-14,7.28000020980835
2020-07-15,7.460000038146973
2020-07-16,7.300000190734863
2020-07-17,7.269999980926514
2020-07-20,7.050000190734863
2020-07-21,7.150000095367432
2020-07-22,7.210000038146973
2020-07-23,7.150000095367432
2020-07-24,7.03000020980835
2020-07-27,7.170000076293945
2020-07-28,7.369999885559082
2020-07-29,7.619999885559082
2020-07-30,7.400000095367432
2020-07-31,7.309999942779541
2020-08-03,7.210000038146973
2020-08-04,7.309999942779541
2020-08-05,7.360000133514404
2020-08-06,7.489999771118164
2020-08-07,7.639999866485596
2020-08-10,7.71999979019165
2020-08-11,7.679999828338623
2020-08-12,7.710000038146973
2020-08-13,7.53000020980835
2020-08-14,7.449999809265137
2020-08-17,7.449999809265137
2020-08-18,7.210000038146973
2020-08-19,7.090000152587891
2020-08-20,7.090000152587891
2020-08-21,6.960000038146973
2020-08-24,7.090000152587891
2020-08-25,7.039999961853027
2020-08-26,6.730000019073486
2020-08-27,6.849999904632568
2020-08-28,6.96999979019165
2020-08-31,6.840000152587891
2020-09-01,6.710000038146973
2020-09-02,6.949999809265137
2020-09-03,6.96999979019165
2020-09-04,6.860000133514404
2020-09-08,6.840000152587891
2020-09-09,6.860000133514404
2020-09-10,6.800000190734863
2020-09-11,6.690000057220459
2020-09-14,6.929999828338623
2020-09-15,6.860000133514404
2020-09-16,6.940000057220459
2020-09-17,6.860000133514404
2020-09-18,6.639999866485596
2020-09-21,6.239999771118164
2020-09-22,6.21999979019165
2020-09-23,5.929999828338623
2020-09-24,5.949999809265137
2020-09-25,6.039999961853027
2020-09-28,6.329999923706055
2020-09-29,6.21999979019165
2020-09-30,6.269999980926514
2020-10-01,6.340000152587891
2020-10-02,6.550000190734863
2020-10-05,6.659999847412109
2020-10-06,6.630000114440918
2020-10-07,6.590000152587891
2020-10-08,6.820000171661377
2020-10-09,6.639999866485596
2020-10-12,6.730000019073486
2020-10-13,6.46999979019165
2020-10-14,6.269999980926514
2020-10-15,6.429999828338623
2020-10-16,6.159999847412109
2020-10-19,5.929999828338623
2020-10-20,6.019999980926514
2020-10-21,6.0
2020-10-22,6.150000095367432
2020-10-23,6.150000095367432
2020-10-26,5.96999979019165
2020-10-27,5.75
2020-10-28,5.610000133514404
2020-10-29,5.71999979019165
2020-10-30,5.769999980926514
2020-11-02,5.880000114440918
2020-11-03,6.150000095367432
2020-11-04,5.989999771118164
2020-11-05,6.119999885559082
2020-11-06,5.900000095367432
2020-11-09,7.289999961853027
2020-11-10,7.510000228881836
2020-11-11,7.420000076293945
2020-11-12,7.059999942779541
2020-11-13,7.230000019073486
2020-11-16,7.550000190734863
2020-11-17,7.329999923706055
2020-11-18,7.389999866485596
2020-11-19,7.449999809265137
2020-11-20,7.5
2020-11-23,7.860000133514404
2020-11-24,8.40999984741211
2020-11-25,8.289999961853027
2020-11-27,8.100000381469727
2020-11-30,7.380000114440918
2020-12-01,7.579999923706055
2020-12-02,7.570000171661377
2020-12-03,7.480000019073486
2020-12-04,7.940000057220459
2020-12-07,7.710000038146973
2020-12-08,7.679999828338623
2020-12-09,7.590000152587891
2020-12-10,7.75
2020-12-11,7.519999980926514
2020-12-14,7.570000171661377
2020-12-15,7.909999847412109
2020-12-16,7.789999961853027
2020-12-17,8.0
2020-12-18,8.149999618530273
2020-12-21,7.869999885559082
2020-12-22,7.599999904632568
2020-12-23,7.599999904632568
2020-12-24,7.690000057220459
2020-12-28,7.739999771118164
2020-12-29,7.590000152587891
2020-12-30,7.449999809265137
2020-12-31,7.429999828338623
2021-01-04,7.46999979019165
2021-01-05,7.590000152587891
2021-01-06,8.039999961853027
2021-01-07,7.980000019073486
2021-01-08,7.699999809265137
2021-01-11,7.380000114440918
2021-01-12,7.360000133514404
2021-01-13,7.449999809265137
2021-01-14,7.630000114440918
2021-01-15,7.789999961853027
2021-01-19,7.789999961853027
2021-01-20,7.909999847412109
2021-01-21,7.940000057220459
2021-01-22,7.820000171661377
2021-01-25,7.739999771118164
2021-01-26,7.920000076293945
2021-01-27,7.619999885559082
2021-01-28,7.550000190734863
2021-01-29,7.28000020980835
2021-02-01,7.449999809265137
2021-02-02,7.510000228881836
2021-02-03,7.53000020980835
2021-02-04,7.730000019073486
2021-02-05,7.809999942779541
2021-02-08,7.909999847412109
2021-02-09,8.020000457763672
2021-02-10,8.109999656677246
2021-02-11,8.180000305175781
2021-02-12,8.420000076293945
2021-02-16,8.550000190734863
2021-02-17,8.399999618530273
2021-02-18,8.329999923706055
2021-02-19,8.449999809265137
2021-02-22,8.9399995803833
2021-02-23,9.15999984741211
2021-02-24,9.170000076293945
2021-02-25,9.0
2021-02-26,8.859999656677246
2021-03-01,8.90999984741211
2021-03-02,9.149999618530273
2021-03-03,9.630000114440918
2021-03-04,9.699999809265137
2021-03-05,9.899999618530273
2021-03-08,10.380000114440918
2021-03-09,9.90999984741211
2021-03-10,10.3100004196167
2021-03-11,10.260000228881836
2021-03-12,10.550000190734863
2021-03-15,10.510000228881836
2021-03-16,10.329999923706055
2021-03-17,10.3100004196167
2021-03-18,10.130000114440918
2021-03-19,9.8100004196167
2021-03-22,9.569999694824219
2021-03-23,9.520000457763672
2021-03-24,9.600000381469727
2021-03-25,9.680000305175781
2021-03-26,9.949999809265137
2021-03-29,9.800000190734863
2021-03-30,9.979999542236328
2021-03-31,9.819999694824219
2021-04-01,9.869999885559082
2021-04-05,9.970000267028809
2021-04-06,9.829999923706055
2021-04-07,9.739999771118164
2021-04-08,9.960000038146973
2021-04-09,9.569999694824219
2021-04-12,9.65999984741211
2021-04-13,9.65999984741211
2021-04-14,9.579999923706055
2021-04-15,9.779999732971191
2021-04-16,9.619999885559082
2021-04-19,9.579999923706055
2021-04-20,9.510000228881836
2021-04-21,9.640000343322754
2021-04-22,9.649999618530273
2021-04-23,9.770000457763672
2021-04-26,9.760000228881836
2021-04-27,9.729999542236328
2021-04-28,9.850000381469727
2021-04-29,10.010000228881836
2021-04-30,10.010000228881836
2021-05-03,10.109999656677246
2021-05-04,9.9399995803833
2021-05-05,9.75
2021-05-06,9.789999961853027
2021-05-07,9.800000190734863
2021-05-10,9.649999618530273
2021-05-11,9.369999885559082
2021-05-12,9.0600004196167
2021-05-13,9.25
2021-05-14,9.430000305175781
