,CNNB
2018-03-08,6.513999938964844
2018-03-09,6.421999931335449
2018-03-12,6.421999931335449
2018-03-13,6.421999931335449
2018-03-14,6.421999931335449
2018-03-15,6.421999931335449
2018-03-16,6.421999931335449
2018-03-19,6.421999931335449
2018-03-20,6.421999931335449
2018-03-21,6.421999931335449
2018-03-22,6.421999931335449
2018-03-23,6.421999931335449
2018-03-26,6.329999923706055
2018-03-27,6.361000061035156
2018-03-28,6.697000026702881
2018-03-29,6.697000026702881
2018-04-02,6.697000026702881
2018-04-03,6.158999919891357
2018-04-04,6.421999931335449
2018-04-05,6.421999931335449
2018-04-06,6.390999794006348
2018-04-09,6.269000053405762
2018-04-10,6.275000095367432
2018-04-11,6.275000095367432
2018-04-12,6.275000095367432
2018-04-13,6.214000225067139
2018-04-16,6.190000057220459
2018-04-17,6.190000057220459
2018-04-18,6.158999919891357
2018-04-19,6.574999809265137
2018-04-20,7.248000144958496
2018-04-23,7.248000144958496
2018-04-24,7.455999851226807
2018-04-25,7.455999851226807
2018-04-26,7.486000061035156
2018-04-27,7.486000061035156
2018-04-30,7.486000061035156
2018-05-01,7.486000061035156
2018-05-02,7.486000061035156
2018-05-03,7.486000061035156
2018-05-04,7.486000061035156
2018-05-07,7.486000061035156
2018-05-08,7.2779998779296875
2018-05-09,7.2779998779296875
2018-05-10,7.2779998779296875
2018-05-11,7.2779998779296875
2018-05-14,7.2779998779296875
2018-05-15,7.486000061035156
2018-05-16,7.486000061035156
2018-05-17,7.486000061035156
2018-05-18,7.339000225067139
2018-05-21,7.339000225067139
2018-05-22,7.339000225067139
2018-05-23,7.339000225067139
2018-05-24,7.339000225067139
2018-05-25,7.339000225067139
2018-05-29,7.339000225067139
2018-05-30,7.339000225067139
2018-05-31,7.339000225067139
2018-06-01,7.339000225067139
2018-06-04,7.339000225067139
2018-06-05,7.339000225067139
2018-06-06,7.339000225067139
2018-06-07,7.339000225067139
2018-06-08,7.339000225067139
2018-06-11,7.486000061035156
2018-06-12,7.339000225067139
2018-06-13,7.339000225067139
2018-06-14,7.339000225067139
2018-06-15,7.339000225067139
2018-06-18,7.339000225067139
2018-06-19,7.339000225067139
2018-06-20,7.369999885559082
2018-06-21,7.369999885559082
2018-06-22,7.369999885559082
2018-06-25,7.369999885559082
2018-06-26,7.369999885559082
2018-06-27,7.676000118255615
2018-06-28,7.676000118255615
2018-06-29,7.859000205993652
2018-07-02,7.889999866485596
2018-07-03,7.889999866485596
2018-07-05,7.889999866485596
2018-07-06,7.939000129699707
2018-07-09,7.951000213623047
2018-07-10,8.092000007629395
2018-07-11,8.092000007629395
2018-07-12,8.092000007629395
2018-07-13,8.092000007629395
2018-07-16,8.092000007629395
2018-07-17,8.092000007629395
2018-07-18,7.951000213623047
2018-07-19,7.951000213623047
2018-07-20,7.951000213623047
2018-07-23,7.951000213623047
2018-07-24,7.951000213623047
2018-07-25,7.951000213623047
2018-07-26,7.951000213623047
2018-07-27,7.951000213623047
2018-07-30,7.951000213623047
2018-07-31,7.951000213623047
2018-08-01,7.951000213623047
2018-08-02,7.951000213623047
2018-08-03,7.951000213623047
2018-08-06,7.951000213623047
2018-08-07,7.951000213623047
2018-08-08,7.951000213623047
2018-08-09,7.951000213623047
2018-08-10,7.951000213623047
2018-08-13,7.951000213623047
2018-08-14,7.951000213623047
2018-08-15,7.951000213623047
2018-08-16,7.951000213623047
2018-08-17,7.951000213623047
2018-08-20,7.951000213623047
2018-08-21,7.951000213623047
2018-08-22,7.951000213623047
2018-08-23,7.951000213623047
2018-08-24,7.951000213623047
2018-08-27,7.951000213623047
2018-08-28,7.951000213623047
2018-08-29,7.951000213623047
2018-08-30,7.951000213623047
2018-08-31,7.951000213623047
2018-09-04,7.951000213623047
2018-09-05,8.072999954223633
2018-09-06,8.072999954223633
2018-09-07,8.072999954223633
2018-09-10,8.072999954223633
2018-09-11,8.807000160217285
2018-09-12,8.807000160217285
2018-09-13,8.654000282287598
2018-09-14,8.654000282287598
2018-09-17,8.654000282287598
2018-09-18,8.654000282287598
2018-09-19,7.951000213623047
2018-09-20,7.951000213623047
2018-09-21,8.807000160217285
2018-09-24,8.807000160217285
2018-09-25,8.807000160217285
2018-09-26,8.557000160217285
2018-09-27,8.557000160217285
2018-09-28,8.557000160217285
2018-10-01,8.557000160217285
2018-10-02,8.557000160217285
2018-10-03,8.557000160217285
2018-10-04,8.557000160217285
2018-10-05,8.557000160217285
2018-10-08,8.557000160217285
2018-10-09,8.557000160217285
2018-10-10,8.557000160217285
2018-10-11,8.557000160217285
2018-10-12,8.557000160217285
2018-10-15,8.557000160217285
2018-10-16,8.557000160217285
2018-10-17,8.557000160217285
2018-10-18,8.557000160217285
2018-10-19,8.557000160217285
2018-10-22,8.557000160217285
2018-10-23,8.557000160217285
2018-10-24,7.98199987411499
2018-10-25,7.98199987411499
2018-10-26,7.98199987411499
2018-10-29,7.98199987411499
2018-10-30,7.920000076293945
2018-10-31,7.920000076293945
2018-11-01,7.920000076293945
2018-11-02,7.920000076293945
2018-11-05,7.401000022888184
2018-11-06,7.853000164031982
2018-11-07,7.853000164031982
2018-11-08,7.853000164031982
2018-11-09,7.853000164031982
2018-11-12,7.853000164031982
2018-11-13,7.853000164031982
2018-11-14,7.853000164031982
2018-11-15,7.853000164031982
2018-11-16,7.853000164031982
2018-11-19,7.853000164031982
2018-11-20,7.853000164031982
2018-11-21,7.853000164031982
2018-11-23,7.853000164031982
2018-11-26,7.853000164031982
2018-11-27,7.853000164031982
2018-11-28,7.853000164031982
2018-11-29,7.853000164031982
2018-11-30,7.853000164031982
2018-12-03,7.736999988555908
2018-12-04,7.736999988555908
2018-12-06,7.736999988555908
2018-12-07,7.797999858856201
2018-12-10,7.797999858856201
2018-12-11,7.797999858856201
2018-12-12,7.797999858856201
2018-12-13,7.644999980926514
2018-12-14,7.614999771118164
2018-12-17,7.614999771118164
2018-12-18,7.614999771118164
2018-12-19,7.614999771118164
2018-12-20,7.339000225067139
2018-12-21,7.339000225067139
2018-12-24,7.339000225067139
2018-12-26,7.315000057220459
2018-12-27,7.339000225067139
2018-12-28,7.339000225067139
2018-12-31,7.339000225067139
2019-01-02,7.229000091552734
2019-01-03,7.2170000076293945
2019-01-04,7.339000225067139
2019-01-07,7.339000225067139
2019-01-08,7.339000225067139
2019-01-09,7.339000225067139
2019-01-10,7.339000225067139
2019-01-11,7.339000225067139
2019-01-14,7.339000225067139
2019-01-15,7.339000225067139
2019-01-16,7.736999988555908
2019-01-17,7.736999988555908
2019-01-18,7.736999988555908
2019-01-22,7.736999988555908
2019-01-23,7.859000205993652
2019-01-24,7.859000205993652
2019-01-25,7.859000205993652
2019-01-28,7.859000205993652
2019-01-29,7.859000205993652
2019-01-30,7.859000205993652
2019-01-31,7.859000205993652
2019-02-01,7.859000205993652
2019-02-04,7.889999866485596
2019-02-05,7.889999866485596
2019-02-06,7.889999866485596
2019-02-07,7.889999866485596
2019-02-08,7.889999866485596
2019-02-11,7.889999866485596
2019-02-12,7.889999866485596
2019-02-13,7.889999866485596
2019-02-14,7.889999866485596
2019-02-15,7.889999866485596
2019-02-19,7.889999866485596
2019-02-20,7.889999866485596
2019-02-21,7.889999866485596
2019-02-22,7.889999866485596
2019-02-25,7.889999866485596
2019-02-26,7.644999980926514
2019-02-27,7.644999980926514
2019-02-28,7.644999980926514
2019-03-01,7.644999980926514
2019-03-04,7.644999980926514
2019-03-05,7.644999980926514
2019-03-06,7.644999980926514
2019-03-07,8.104000091552734
2019-03-08,8.104000091552734
2019-03-11,8.104000091552734
2019-03-12,8.104000091552734
2019-03-13,8.104000091552734
2019-03-14,8.104000091552734
2019-03-15,8.104000091552734
2019-03-18,8.104000091552734
2019-03-19,8.104000091552734
2019-03-20,8.104000091552734
2019-03-21,8.104000091552734
2019-03-22,8.104000091552734
2019-03-25,8.104000091552734
2019-03-26,8.104000091552734
2019-03-27,8.104000091552734
2019-03-28,8.104000091552734
2019-03-29,8.104000091552734
2019-04-01,8.256999969482422
2019-04-02,8.256999969482422
2019-04-03,8.256999969482422
2019-04-04,8.256999969482422
2019-04-05,8.256999969482422
2019-04-08,8.256999969482422
2019-04-09,8.256999969482422
2019-04-10,8.256999969482422
2019-04-11,8.256999969482422
2019-04-12,8.256999969482422
2019-04-15,8.256999969482422
2019-04-16,8.256999969482422
2019-04-17,8.256999969482422
2019-04-18,8.256999969482422
2019-04-22,8.256999969482422
2019-04-23,8.256999969482422
2019-04-24,8.256999969482422
2019-04-25,8.256999969482422
2019-04-26,8.256999969482422
2019-04-29,8.256999969482422
2019-04-30,8.256999969482422
2019-05-01,8.256999969482422
2019-05-02,8.378999710083008
2019-05-03,8.378999710083008
2019-05-06,8.378999710083008
2019-05-07,8.378999710083008
2019-05-08,8.378999710083008
2019-05-09,8.378999710083008
2019-05-10,8.378999710083008
2019-05-13,8.40999984741211
2019-05-14,8.378999710083008
2019-05-15,8.378999710083008
2019-05-16,8.378999710083008
2019-05-17,8.378999710083008
2019-05-20,8.378999710083008
2019-05-21,8.378999710083008
2019-05-22,8.378999710083008
2019-05-23,8.378999710083008
2019-05-24,8.378999710083008
2019-05-28,8.378999710083008
2019-05-29,8.378999710083008
2019-05-30,8.378999710083008
2019-05-31,8.378999710083008
2019-06-03,8.378999710083008
2019-06-04,8.378999710083008
2019-06-05,8.378999710083008
2019-06-06,8.378999710083008
2019-06-07,8.378999710083008
2019-06-10,8.378999710083008
2019-06-11,8.378999710083008
2019-06-12,8.378999710083008
2019-06-13,8.378999710083008
2019-06-14,8.378999710083008
2019-06-17,8.378999710083008
2019-06-18,8.378999710083008
2019-06-19,8.378999710083008
2019-06-20,8.378999710083008
