,BSMQ
2019-09-26,25.040000915527344
2019-09-27,25.040000915527344
2019-09-30,25.040000915527344
2019-10-01,25.040000915527344
2019-10-02,25.040000915527344
2019-10-03,25.040000915527344
2019-10-04,25.040000915527344
2019-10-07,25.040000915527344
2019-10-08,25.040000915527344
2019-10-09,25.040000915527344
2019-10-10,25.040000915527344
2019-10-11,25.040000915527344
2019-10-14,25.040000915527344
2019-10-15,25.040000915527344
2019-10-16,25.040000915527344
2019-10-17,25.040000915527344
2019-10-18,25.040000915527344
2019-10-21,25.040000915527344
2019-10-22,25.040000915527344
2019-10-23,25.040000915527344
2019-10-24,24.899999618530273
2019-10-25,24.899999618530273
2019-10-28,24.888999938964844
2019-10-29,24.899999618530273
2019-10-30,24.920000076293945
2019-10-31,24.920000076293945
2019-11-01,25.0
2019-11-04,24.969999313354492
2019-11-05,24.969999313354492
2019-11-06,24.969999313354492
2019-11-07,24.969999313354492
2019-11-08,24.969999313354492
2019-11-11,24.820999145507812
2019-11-12,24.820999145507812
2019-11-13,24.860000610351562
2019-11-14,24.88599967956543
2019-11-15,24.920000076293945
2019-11-18,24.920000076293945
2019-11-19,24.864999771118164
2019-11-20,24.93000030517578
2019-11-21,24.93000030517578
2019-11-22,24.93000030517578
2019-11-25,24.93000030517578
2019-11-26,24.950000762939453
2019-11-27,24.950000762939453
2019-11-29,24.950000762939453
2019-12-02,24.950000762939453
2019-12-03,25.014999389648438
2019-12-04,25.014999389648438
2019-12-05,25.014999389648438
2019-12-06,24.985000610351562
2019-12-09,25.010000228881836
2019-12-10,25.010000228881836
2019-12-11,25.010000228881836
2019-12-12,25.010000228881836
2019-12-13,25.049999237060547
2019-12-16,25.049999237060547
2019-12-17,25.045000076293945
2019-12-18,25.045000076293945
2019-12-19,25.045000076293945
2019-12-20,25.0
2019-12-23,24.969999313354492
2019-12-24,24.969999313354492
2019-12-26,24.969999313354492
2019-12-27,24.969999313354492
2019-12-30,25.0049991607666
2019-12-31,24.989999771118164
2020-01-02,25.014999389648438
2020-01-03,25.1200008392334
2020-01-06,25.1299991607666
2020-01-07,25.170000076293945
2020-01-08,25.187999725341797
2020-01-09,25.19499969482422
2020-01-10,25.19499969482422
2020-01-13,25.19499969482422
2020-01-14,25.19499969482422
2020-01-15,25.264999389648438
2020-01-16,25.30500030517578
2020-01-17,25.30500030517578
2020-01-21,25.299999237060547
2020-01-22,25.299999237060547
2020-01-23,25.350000381469727
2020-01-24,25.350000381469727
2020-01-27,25.434999465942383
2020-01-28,25.434999465942383
2020-01-29,25.479999542236328
2020-01-30,25.479999542236328
2020-01-31,25.514999389648438
2020-02-03,25.5
2020-02-04,25.44499969482422
2020-02-05,25.420000076293945
2020-02-06,25.43000030517578
2020-02-07,25.5
2020-02-10,25.489999771118164
2020-02-11,25.489999771118164
2020-02-12,25.489999771118164
2020-02-13,25.479999542236328
2020-02-14,25.479999542236328
2020-02-18,25.545000076293945
2020-02-19,25.559999465942383
2020-02-20,25.610000610351562
2020-02-21,25.68000030517578
2020-02-24,25.68000030517578
2020-02-25,25.795000076293945
2020-02-26,25.809999465942383
2020-02-27,25.825000762939453
2020-02-28,25.809999465942383
2020-03-02,25.8700008392334
2020-03-03,25.81999969482422
2020-03-04,25.80699920654297
2020-03-05,25.80699920654297
2020-03-06,25.84000015258789
2020-03-09,26.010000228881836
2020-03-10,26.010000228881836
2020-03-11,25.459999084472656
2020-03-12,25.459999084472656
2020-03-13,24.663999557495117
2020-03-16,24.663999557495117
2020-03-17,24.319000244140625
2020-03-18,23.922000885009766
2020-03-19,23.264999389648438
2020-03-20,23.264999389648438
2020-03-23,22.545000076293945
2020-03-24,22.545000076293945
2020-03-25,23.94499969482422
2020-03-26,24.6299991607666
2020-03-27,24.709999084472656
2020-03-30,24.709999084472656
2020-03-31,24.770000457763672
2020-04-01,24.05500030517578
2020-04-02,23.94499969482422
2020-04-03,23.94499969482422
2020-04-06,23.94499969482422
2020-04-07,23.94499969482422
2020-04-08,23.94499969482422
2020-04-09,24.690000534057617
2020-04-13,24.690000534057617
2020-04-14,24.899999618530273
2020-04-15,24.739999771118164
2020-04-16,24.739999771118164
2020-04-17,24.739999771118164
2020-04-20,24.739999771118164
2020-04-21,24.56999969482422
2020-04-22,24.56999969482422
2020-04-23,24.56999969482422
2020-04-24,24.56999969482422
2020-04-27,24.56999969482422
2020-04-28,24.204999923706055
2020-04-29,24.204999923706055
2020-04-30,24.059999465942383
2020-05-01,24.059999465942383
2020-05-04,24.243999481201172
2020-05-05,24.270000457763672
2020-05-06,24.270000457763672
2020-05-07,24.329999923706055
2020-05-08,24.395000457763672
2020-05-11,24.40999984741211
2020-05-12,24.415000915527344
2020-05-13,24.479999542236328
2020-05-14,24.479999542236328
2020-05-15,24.479999542236328
2020-05-18,24.565000534057617
2020-05-19,24.615999221801758
2020-05-20,24.719999313354492
2020-05-21,24.7450008392334
2020-05-22,24.7450008392334
2020-05-26,24.844999313354492
2020-05-27,24.844999313354492
2020-05-28,24.854999542236328
2020-05-29,24.854999542236328
2020-06-01,24.950000762939453
2020-06-02,24.940000534057617
2020-06-03,24.940000534057617
2020-06-04,24.940000534057617
2020-06-05,25.0
2020-06-08,25.0049991607666
2020-06-09,25.020000457763672
2020-06-10,25.05500030517578
2020-06-11,25.075000762939453
2020-06-12,25.094999313354492
2020-06-15,25.094999313354492
2020-06-16,25.094999313354492
2020-06-17,25.094999313354492
2020-06-18,25.15999984741211
2020-06-19,25.225000381469727
2020-06-22,25.219999313354492
2020-06-23,25.170000076293945
2020-06-24,25.174999237060547
2020-06-25,25.170000076293945
2020-06-26,25.174999237060547
2020-06-29,25.184999465942383
2020-06-30,25.184999465942383
2020-07-01,25.200000762939453
