,COWNL
2018-06-14,24.920000076293945
2018-06-15,25.049999237060547
2018-06-18,24.989999771118164
2018-06-19,25.020000457763672
2018-06-20,24.979999542236328
2018-06-21,24.8700008392334
2018-06-22,24.940000534057617
2018-06-25,24.989999771118164
2018-06-26,25.0
2018-06-27,25.010000228881836
2018-06-28,25.01799964904785
2018-06-29,25.06999969482422
2018-07-02,25.149999618530273
2018-07-03,25.200000762939453
2018-07-05,25.200000762939453
2018-07-06,25.239999771118164
2018-07-09,25.149999618530273
2018-07-10,25.15999984741211
2018-07-11,25.1299991607666
2018-07-12,25.086000442504883
2018-07-13,25.049999237060547
2018-07-16,25.049999237060547
2018-07-17,25.149999618530273
2018-07-18,25.18000030517578
2018-07-19,25.18000030517578
2018-07-20,25.18000030517578
2018-07-23,25.18000030517578
2018-07-24,25.15999984741211
2018-07-25,25.139999389648438
2018-07-26,25.150999069213867
2018-07-27,25.239999771118164
2018-07-30,25.190000534057617
2018-07-31,25.18000030517578
2018-08-01,25.139999389648438
2018-08-02,25.200000762939453
2018-08-03,25.1200008392334
2018-08-06,25.174999237060547
2018-08-07,25.139999389648438
2018-08-08,25.149999618530273
2018-08-09,25.139999389648438
2018-08-10,25.139999389648438
2018-08-13,25.139999389648438
2018-08-14,25.170000076293945
2018-08-15,25.149999618530273
2018-08-16,25.170000076293945
2018-08-17,25.149999618530273
2018-08-20,25.200000762939453
2018-08-21,25.25
2018-08-22,25.298999786376953
2018-08-23,25.3700008392334
2018-08-24,25.440000534057617
2018-08-27,25.459999084472656
2018-08-28,25.46500015258789
2018-08-29,25.469999313354492
2018-08-30,25.079999923706055
2018-08-31,25.139999389648438
2018-09-04,25.049999237060547
2018-09-05,25.030000686645508
2018-09-06,25.0
2018-09-07,25.040000915527344
2018-09-10,25.079999923706055
2018-09-11,25.06999969482422
2018-09-12,25.100000381469727
2018-09-13,25.100000381469727
2018-09-14,25.219999313354492
2018-09-17,25.163000106811523
2018-09-18,25.200000762939453
2018-09-19,25.149999618530273
2018-09-20,25.149999618530273
2018-09-21,25.149999618530273
2018-09-24,25.170000076293945
2018-09-25,25.25
2018-09-26,25.25
2018-09-27,25.200000762939453
2018-09-28,25.239999771118164
2018-10-01,25.200000762939453
2018-10-02,25.261999130249023
2018-10-03,25.25
2018-10-04,24.899999618530273
2018-10-05,24.959999084472656
2018-10-08,25.013999938964844
2018-10-09,24.899999618530273
2018-10-10,24.969999313354492
2018-10-11,24.950000762939453
2018-10-12,24.81999969482422
2018-10-15,24.90999984741211
2018-10-16,24.950000762939453
2018-10-17,24.93000030517578
2018-10-18,24.940000534057617
2018-10-19,24.950000762939453
2018-10-22,24.930999755859375
2018-10-23,24.93000030517578
2018-10-24,24.90999984741211
2018-10-25,24.864999771118164
2018-10-26,24.8799991607666
2018-10-29,25.059999465942383
2018-10-30,25.0
2018-10-31,25.030000686645508
2018-11-01,25.079999923706055
2018-11-02,24.959999084472656
2018-11-05,25.049999237060547
2018-11-06,25.040000915527344
2018-11-07,25.030000686645508
2018-11-08,25.020000457763672
2018-11-09,25.010000228881836
2018-11-12,25.079999923706055
2018-11-13,25.030000686645508
2018-11-14,24.99799919128418
2018-11-15,24.81999969482422
2018-11-16,24.950000762939453
2018-11-19,24.860000610351562
2018-11-20,24.75
2018-11-21,24.788999557495117
2018-11-23,24.84000015258789
2018-11-26,24.950000762939453
2018-11-27,24.950000762939453
2018-11-28,25.049999237060547
2018-11-29,24.65999984741211
2018-11-30,24.63800048828125
2018-12-03,24.729999542236328
2018-12-04,24.690000534057617
2018-12-06,24.600000381469727
2018-12-07,24.44099998474121
2018-12-10,24.360000610351562
2018-12-11,24.15999984741211
2018-12-12,24.260000228881836
2018-12-13,24.149999618530273
2018-12-14,24.200000762939453
2018-12-17,23.649999618530273
2018-12-18,23.549999237060547
2018-12-19,23.200000762939453
2018-12-20,22.899999618530273
2018-12-21,22.979999542236328
2018-12-24,22.530000686645508
2018-12-26,22.399999618530273
2018-12-27,22.25
2018-12-28,23.25
2018-12-31,23.5
2019-01-02,23.350000381469727
2019-01-03,23.690000534057617
2019-01-04,23.989999771118164
2019-01-07,23.950000762939453
2019-01-08,23.950000762939453
2019-01-09,24.059999465942383
2019-01-10,24.18000030517578
2019-01-11,24.299999237060547
2019-01-14,24.389999389648438
2019-01-15,24.559999465942383
2019-01-16,24.25
2019-01-17,24.420000076293945
2019-01-18,24.219999313354492
2019-01-22,24.299999237060547
2019-01-23,24.450000762939453
2019-01-24,24.75
2019-01-25,24.799999237060547
2019-01-28,24.899999618530273
2019-01-29,24.899999618530273
2019-01-30,25.0
2019-01-31,24.920000076293945
2019-02-01,24.959999084472656
2019-02-04,24.940000534057617
2019-02-05,24.961999893188477
2019-02-06,24.639999389648438
2019-02-07,24.75
2019-02-08,24.809999465942383
2019-02-11,24.8700008392334
2019-02-12,24.84000015258789
2019-02-13,24.799999237060547
2019-02-14,24.850000381469727
2019-02-15,24.940000534057617
2019-02-19,24.969999313354492
2019-02-20,25.007999420166016
2019-02-21,24.950000762939453
2019-02-22,25.018999099731445
2019-02-25,25.200000762939453
2019-02-26,25.200000762939453
2019-02-27,25.299999237060547
2019-02-28,25.1299991607666
2019-03-01,25.0
2019-03-04,24.979999542236328
2019-03-05,25.100000381469727
2019-03-06,25.260000228881836
2019-03-07,25.200000762939453
2019-03-08,25.270000457763672
2019-03-11,25.25
2019-03-12,25.25
2019-03-13,25.389999389648438
2019-03-14,25.399999618530273
2019-03-15,25.3799991607666
2019-03-18,25.399999618530273
2019-03-19,25.309999465942383
2019-03-20,25.34000015258789
2019-03-21,25.250999450683594
2019-03-22,25.329999923706055
2019-03-25,25.399999618530273
2019-03-26,25.399999618530273
2019-03-27,25.5
2019-03-28,25.450000762939453
2019-03-29,25.450000762939453
2019-04-01,25.489999771118164
2019-04-02,25.600000381469727
2019-04-03,25.450000762939453
2019-04-04,25.450000762939453
2019-04-05,25.260000228881836
2019-04-08,25.399999618530273
2019-04-09,25.400999069213867
2019-04-10,25.200000762939453
2019-04-11,25.299999237060547
2019-04-12,25.25
2019-04-15,25.309999465942383
2019-04-16,25.200000762939453
2019-04-17,25.128999710083008
2019-04-18,25.1200008392334
2019-04-22,25.18000030517578
2019-04-23,25.239999771118164
2019-04-24,25.280000686645508
2019-04-25,25.290000915527344
2019-04-26,25.280000686645508
2019-04-29,25.31999969482422
2019-04-30,25.399999618530273
2019-05-01,25.402999877929688
2019-05-02,25.43000030517578
2019-05-03,25.420000076293945
2019-05-06,25.479999542236328
2019-05-07,25.5
2019-05-08,25.5
2019-05-09,25.527000427246094
2019-05-10,25.549999237060547
2019-05-13,25.530000686645508
2019-05-14,25.65999984741211
2019-05-15,25.739999771118164
2019-05-16,25.850000381469727
2019-05-17,25.729999542236328
2019-05-20,25.75
2019-05-21,25.68000030517578
2019-05-22,25.760000228881836
2019-05-23,25.709999084472656
2019-05-24,25.729999542236328
2019-05-28,25.729999542236328
2019-05-29,25.799999237060547
2019-05-30,25.459999084472656
2019-05-31,25.450000762939453
2019-06-03,25.350000381469727
2019-06-04,25.68000030517578
2019-06-05,25.59000015258789
2019-06-06,25.63599967956543
2019-06-07,25.649999618530273
2019-06-10,25.719999313354492
2019-06-11,25.639999389648438
2019-06-12,25.549999237060547
2019-06-13,25.600000381469727
2019-06-14,25.599000930786133
