,COWNL
2019-06-17,25.500999450683594
2019-06-18,25.639999389648438
2019-06-19,25.649999618530273
2019-06-20,25.729999542236328
2019-06-21,25.540000915527344
2019-06-24,25.68400001525879
2019-06-25,25.68000030517578
2019-06-26,25.75
2019-06-27,25.71500015258789
2019-06-28,25.780000686645508
2019-07-01,25.739999771118164
2019-07-02,25.75
2019-07-03,25.791000366210938
2019-07-05,25.799999237060547
2019-07-08,25.757999420166016
2019-07-09,25.84000015258789
2019-07-10,25.799999237060547
2019-07-11,25.799999237060547
2019-07-12,25.760000228881836
2019-07-15,25.760000228881836
2019-07-16,25.8700008392334
2019-07-17,25.850000381469727
2019-07-18,25.649999618530273
2019-07-19,25.700000762939453
2019-07-22,25.889999389648438
2019-07-23,26.030000686645508
2019-07-24,26.239999771118164
2019-07-25,26.31999969482422
2019-07-26,26.299999237060547
2019-07-29,26.290000915527344
2019-07-30,26.440000534057617
2019-07-31,26.610000610351562
2019-08-01,26.559999465942383
2019-08-02,26.600000381469727
2019-08-05,26.399999618530273
2019-08-06,26.399999618530273
2019-08-07,26.458999633789062
2019-08-08,26.420000076293945
2019-08-09,26.299999237060547
2019-08-12,26.434999465942383
2019-08-13,26.434999465942383
2019-08-14,26.399999618530273
2019-08-15,26.420000076293945
2019-08-16,26.459999084472656
2019-08-19,26.530000686645508
2019-08-20,26.530000686645508
2019-08-21,26.56999969482422
2019-08-22,26.68000030517578
2019-08-23,26.700000762939453
2019-08-26,26.700000762939453
2019-08-27,26.700000762939453
2019-08-28,26.6299991607666
2019-08-29,26.25
2019-08-30,26.31999969482422
2019-09-03,26.309999465942383
2019-09-04,26.290000915527344
2019-09-05,26.299999237060547
2019-09-06,26.33799934387207
2019-09-09,26.389999389648438
2019-09-10,26.350000381469727
2019-09-11,26.19700050354004
2019-09-12,26.329999923706055
2019-09-13,26.152000427246094
2019-09-16,26.25
2019-09-17,26.479999542236328
2019-09-18,26.600000381469727
2019-09-19,26.670000076293945
2019-09-20,26.739999771118164
2019-09-23,26.790000915527344
2019-09-24,26.799999237060547
2019-09-25,26.709999084472656
2019-09-26,26.40999984741211
2019-09-27,26.420000076293945
2019-09-30,26.309999465942383
2019-10-01,26.520000457763672
2019-10-02,26.540000915527344
2019-10-03,26.530000686645508
2019-10-04,26.489999771118164
2019-10-07,26.68000030517578
2019-10-08,26.670000076293945
2019-10-09,26.719999313354492
2019-10-10,26.68000030517578
2019-10-11,26.760000228881836
2019-10-14,26.850000381469727
2019-10-15,27.360000610351562
2019-10-16,27.229999542236328
2019-10-17,27.290000915527344
2019-10-18,26.941999435424805
2019-10-21,26.905000686645508
2019-10-22,26.969999313354492
2019-10-23,27.128999710083008
2019-10-24,27.049999237060547
2019-10-25,27.149999618530273
2019-10-28,27.190000534057617
2019-10-29,27.209999084472656
2019-10-30,27.06999969482422
2019-10-31,27.34000015258789
2019-11-01,27.375999450683594
2019-11-04,27.155000686645508
2019-11-05,27.43000030517578
2019-11-06,27.489999771118164
2019-11-07,27.350000381469727
2019-11-08,27.5
2019-11-11,27.15999984741211
2019-11-12,27.34000015258789
2019-11-13,27.350000381469727
2019-11-14,27.31999969482422
2019-11-15,27.139999389648438
2019-11-18,27.049999237060547
2019-11-19,27.0
2019-11-20,27.1200008392334
2019-11-21,26.93000030517578
2019-11-22,27.1200008392334
2019-11-25,27.229999542236328
2019-11-26,27.173999786376953
2019-11-27,26.770000457763672
2019-11-29,26.920000076293945
2019-12-02,26.829999923706055
2019-12-03,26.75
2019-12-04,26.878000259399414
2019-12-05,26.760000228881836
2019-12-06,26.950000762939453
2019-12-09,27.010000228881836
2019-12-10,26.90999984741211
2019-12-11,26.969999313354492
2019-12-12,27.040000915527344
2019-12-13,27.05900001525879
2019-12-16,26.981000900268555
2019-12-17,27.0
2019-12-18,27.100000381469727
2019-12-19,27.200000762939453
2019-12-20,27.299999237060547
2019-12-23,27.357999801635742
2019-12-24,27.2810001373291
2019-12-26,27.270000457763672
2019-12-27,27.301000595092773
2019-12-30,27.350000381469727
2019-12-31,27.3799991607666
2020-01-02,27.3700008392334
2020-01-03,27.389999389648438
2020-01-06,27.385000228881836
2020-01-07,27.28499984741211
2020-01-08,27.440000534057617
2020-01-09,27.298999786376953
2020-01-10,27.367000579833984
2020-01-13,27.309999465942383
2020-01-14,27.39900016784668
2020-01-15,27.399999618530273
2020-01-16,27.360000610351562
2020-01-17,27.399999618530273
2020-01-21,27.375
2020-01-22,27.510000228881836
2020-01-23,27.40999984741211
2020-01-24,27.340999603271484
2020-01-27,27.406999588012695
2020-01-28,27.31999969482422
2020-01-29,27.350000381469727
2020-01-30,27.5
2020-01-31,27.600000381469727
2020-02-03,27.600000381469727
2020-02-04,27.520000457763672
2020-02-05,27.540000915527344
2020-02-06,27.700000762939453
2020-02-07,27.670000076293945
2020-02-10,27.600000381469727
2020-02-11,27.75
2020-02-12,27.790000915527344
2020-02-13,27.700000762939453
2020-02-14,27.690000534057617
2020-02-18,27.770000457763672
2020-02-19,27.795000076293945
2020-02-20,27.850000381469727
2020-02-21,27.802000045776367
2020-02-24,27.514999389648438
2020-02-25,26.3700008392334
2020-02-26,26.849000930786133
2020-02-27,25.8700008392334
2020-02-28,25.5
2020-03-02,26.274999618530273
2020-03-03,26.799999237060547
2020-03-04,26.700000762939453
2020-03-05,26.64699935913086
2020-03-06,26.110000610351562
2020-03-09,25.100000381469727
2020-03-10,25.450000762939453
2020-03-11,23.610000610351562
2020-03-12,19.549999237060547
2020-03-13,23.118999481201172
2020-03-16,20.610000610351562
2020-03-17,20.360000610351562
2020-03-18,10.739999771118164
2020-03-19,15.64900016784668
2020-03-20,15.510000228881836
2020-03-23,14.0
2020-03-24,15.4399995803833
2020-03-25,16.950000762939453
2020-03-26,18.5
2020-03-27,18.3700008392334
2020-03-30,18.819000244140625
2020-03-31,19.25
2020-04-01,17.149999618530273
2020-04-02,17.299999237060547
2020-04-03,17.06100082397461
2020-04-06,18.170000076293945
2020-04-07,18.600000381469727
2020-04-08,20.219999313354492
2020-04-09,21.812000274658203
2020-04-13,21.649999618530273
2020-04-14,22.950000762939453
2020-04-15,22.40999984741211
2020-04-16,22.389999389648438
2020-04-17,22.600000381469727
2020-04-20,22.200000762939453
2020-04-21,21.530000686645508
2020-04-22,21.940000534057617
2020-04-23,21.799999237060547
2020-04-24,21.75
2020-04-27,22.389999389648438
2020-04-28,23.40999984741211
2020-04-29,23.850000381469727
2020-04-30,24.020000457763672
2020-05-01,23.399999618530273
2020-05-04,23.167999267578125
2020-05-05,23.5
2020-05-06,23.52899932861328
2020-05-07,24.280000686645508
2020-05-08,24.399999618530273
2020-05-11,24.549999237060547
2020-05-12,24.540000915527344
2020-05-13,23.989999771118164
2020-05-14,22.309999465942383
2020-05-15,22.0
2020-05-18,23.530000686645508
2020-05-19,23.739999771118164
2020-05-20,23.895000457763672
2020-05-21,23.77899932861328
2020-05-22,24.190000534057617
2020-05-26,24.5
2020-05-27,24.850000381469727
2020-05-28,24.899999618530273
2020-05-29,24.989999771118164
2020-06-01,25.0
2020-06-02,25.125
2020-06-03,25.15999984741211
2020-06-04,25.149999618530273
2020-06-05,25.0
2020-06-08,25.1200008392334
2020-06-09,25.200000762939453
2020-06-10,25.200000762939453
2020-06-11,24.549999237060547
2020-06-12,24.549999237060547
2020-06-15,24.424999237060547
2020-06-16,24.857999801635742
2020-06-17,24.899999618530273
2020-06-18,24.950000762939453
2020-06-19,25.200000762939453
2020-06-22,25.31999969482422
2020-06-23,25.459999084472656
2020-06-24,25.100000381469727
2020-06-25,25.149999618530273
2020-06-26,24.770000457763672
2020-06-29,24.959999084472656
2020-06-30,25.299999237060547
2020-07-01,25.184999465942383
2020-07-02,25.229999542236328
2020-07-06,25.200000762939453
2020-07-07,25.02899932861328
2020-07-08,25.100000381469727
2020-07-09,25.34000015258789
2020-07-10,25.360000610351562
2020-07-13,25.263999938964844
2020-07-14,25.2549991607666
2020-07-15,25.5
2020-07-16,25.413000106811523
2020-07-17,25.420000076293945
2020-07-20,25.5
2020-07-21,25.6200008392334
2020-07-22,25.850000381469727
2020-07-23,25.540000915527344
2020-07-24,25.770000457763672
2020-07-27,25.31999969482422
2020-07-28,25.600000381469727
2020-07-29,25.75
2020-07-30,25.780000686645508
2020-07-31,25.84000015258789
2020-08-03,25.940000534057617
2020-08-04,25.92099952697754
2020-08-05,26.040000915527344
2020-08-06,25.850000381469727
2020-08-07,25.7549991607666
2020-08-10,26.118000030517578
2020-08-11,25.959999084472656
2020-08-12,26.238000869750977
2020-08-13,26.190000534057617
2020-08-14,26.280000686645508
2020-08-17,26.235000610351562
2020-08-18,26.489999771118164
2020-08-19,26.780000686645508
2020-08-20,26.549999237060547
2020-08-21,26.84000015258789
2020-08-24,26.809999465942383
2020-08-25,27.06999969482422
2020-08-26,27.149999618530273
2020-08-27,27.06999969482422
2020-08-28,27.25
2020-08-31,26.59000015258789
2020-09-01,26.600000381469727
2020-09-02,26.610000610351562
2020-09-03,26.989999771118164
2020-09-04,26.731000900268555
2020-09-08,26.75200080871582
2020-09-09,26.780000686645508
2020-09-10,26.968000411987305
2020-09-11,26.719999313354492
2020-09-14,26.75
2020-09-15,26.799999237060547
2020-09-16,26.799999237060547
2020-09-17,27.170000076293945
2020-09-18,26.8700008392334
2020-09-21,26.799999237060547
2020-09-22,27.030000686645508
2020-09-23,26.959999084472656
2020-09-24,26.729999542236328
2020-09-25,26.68000030517578
2020-09-28,26.6299991607666
2020-09-29,26.700000762939453
2020-09-30,26.93000030517578
2020-10-01,27.15999984741211
2020-10-02,27.0
2020-10-05,27.09000015258789
2020-10-06,27.1200008392334
2020-10-07,27.399999618530273
2020-10-08,27.5
2020-10-09,27.190000534057617
2020-10-12,27.405000686645508
2020-10-13,27.079999923706055
2020-10-14,26.920000076293945
2020-10-15,27.059999465942383
2020-10-16,26.889999389648438
2020-10-19,27.1200008392334
2020-10-20,26.93000030517578
2020-10-21,27.006000518798828
2020-10-22,27.200000762939453
2020-10-23,27.0
2020-10-26,26.809999465942383
2020-10-27,26.780000686645508
2020-10-28,26.780000686645508
2020-10-29,26.719999313354492
2020-10-30,26.850000381469727
2020-11-02,26.889999389648438
2020-11-03,27.399999618530273
2020-11-04,27.479999542236328
2020-11-05,27.350000381469727
2020-11-06,27.270000457763672
2020-11-09,27.399999618530273
2020-11-10,27.65999984741211
2020-11-11,27.600000381469727
2020-11-12,27.52899932861328
2020-11-13,27.649999618530273
2020-11-16,27.43000030517578
2020-11-17,27.6200008392334
2020-11-18,27.549999237060547
2020-11-19,27.729999542236328
2020-11-20,27.674999237060547
2020-11-23,27.674999237060547
2020-11-24,27.600000381469727
2020-11-25,27.6299991607666
2020-11-27,27.572999954223633
2020-11-30,27.15999984741211
2020-12-01,27.360000610351562
2020-12-02,27.270000457763672
2020-12-03,27.31599998474121
2020-12-04,27.350000381469727
2020-12-07,27.34000015258789
2020-12-08,27.329999923706055
2020-12-09,27.25
2020-12-10,27.075000762939453
2020-12-11,27.1200008392334
2020-12-14,27.010000228881836
2020-12-15,27.100000381469727
2020-12-16,27.204999923706055
2020-12-17,27.149999618530273
2020-12-18,27.260000228881836
2020-12-21,27.239999771118164
2020-12-22,27.09000015258789
2020-12-23,27.030000686645508
2020-12-24,27.149999618530273
2020-12-28,27.219999313354492
2020-12-29,27.25
2020-12-30,27.1200008392334
2020-12-31,26.950000762939453
2021-01-04,27.18000030517578
2021-01-05,27.18000030517578
2021-01-06,27.100000381469727
2021-01-07,27.100000381469727
2021-01-08,27.139999389648438
2021-01-11,27.110000610351562
2021-01-12,27.010000228881836
2021-01-13,26.950000762939453
2021-01-14,26.829999923706055
2021-01-15,27.024999618530273
2021-01-19,27.219999313354492
2021-01-20,27.0
2021-01-21,27.020000457763672
2021-01-22,27.219999313354492
2021-01-25,26.989999771118164
2021-01-26,27.059999465942383
2021-01-27,26.860000610351562
2021-01-28,26.809999465942383
2021-01-29,26.959999084472656
2021-02-01,27.059999465942383
2021-02-02,27.040000915527344
2021-02-03,26.9950008392334
2021-02-04,27.094999313354492
2021-02-05,27.3700008392334
2021-02-08,27.299999237060547
2021-02-09,27.375
2021-02-10,27.466999053955078
2021-02-11,27.200000762939453
2021-02-12,27.34000015258789
2021-02-16,27.110000610351562
2021-02-17,27.049999237060547
2021-02-18,27.15999984741211
2021-02-19,27.25
2021-02-22,27.030000686645508
2021-02-23,27.06999969482422
2021-02-24,27.059999465942383
2021-02-25,26.98699951171875
2021-02-26,26.655000686645508
2021-03-01,26.6200008392334
2021-03-02,26.700000762939453
2021-03-03,26.799999237060547
2021-03-04,26.799999237060547
2021-03-05,26.829999923706055
2021-03-08,26.899999618530273
2021-03-09,26.899999618530273
2021-03-10,26.850000381469727
2021-03-11,26.850000381469727
2021-03-12,26.940000534057617
2021-03-15,26.885000228881836
2021-03-16,27.034000396728516
2021-03-17,27.149999618530273
2021-03-18,27.0
2021-03-19,27.030000686645508
2021-03-22,27.149999618530273
2021-03-23,27.075000762939453
2021-03-24,27.18000030517578
2021-03-25,27.010000228881836
2021-03-26,26.95199966430664
2021-03-29,27.350000381469727
2021-03-30,27.780000686645508
2021-03-31,27.420000076293945
2021-04-01,27.780000686645508
2021-04-05,27.700000762939453
2021-04-06,27.600000381469727
2021-04-07,27.75
2021-04-08,27.790000915527344
2021-04-09,27.6200008392334
2021-04-12,27.700000762939453
2021-04-13,27.700000762939453
2021-04-14,27.781999588012695
2021-04-15,27.791000366210938
2021-04-16,27.899999618530273
2021-04-19,27.899999618530273
2021-04-20,27.790000915527344
2021-04-21,27.920000076293945
2021-04-22,27.920000076293945
2021-04-23,27.25
2021-04-26,27.59000015258789
2021-04-27,27.6299991607666
2021-04-28,27.8799991607666
2021-04-29,27.850000381469727
2021-04-30,28.190000534057617
2021-05-03,28.18000030517578
2021-05-04,27.893999099731445
2021-05-05,27.760000228881836
2021-05-06,27.760000228881836
2021-05-07,27.655000686645508
2021-05-10,27.889999389648438
2021-05-11,27.959999084472656
2021-05-12,27.75
2021-05-13,27.75
2021-05-14,27.75
