,COLL
2015-05-07,12.289999961853027
2015-05-08,12.949999809265137
2015-05-11,12.699999809265137
2015-05-12,12.989999771118164
2015-05-13,13.25
2015-05-14,14.899999618530273
2015-05-15,15.619999885559082
2015-05-18,15.600000381469727
2015-05-19,15.979999542236328
2015-05-20,16.68000030517578
2015-05-21,16.649999618530273
2015-05-22,17.81999969482422
2015-05-26,17.389999389648438
2015-05-27,16.90999984741211
2015-05-28,16.700000762939453
2015-05-29,17.0
2015-06-01,16.799999237060547
2015-06-02,17.540000915527344
2015-06-03,18.329999923706055
2015-06-04,18.989999771118164
2015-06-05,19.079999923706055
2015-06-08,18.81999969482422
2015-06-09,19.209999084472656
2015-06-10,19.489999771118164
2015-06-11,19.5
2015-06-12,19.190000534057617
2015-06-15,19.389999389648438
2015-06-16,18.8700008392334
2015-06-17,19.40999984741211
2015-06-18,19.3700008392334
2015-06-19,18.790000915527344
2015-06-22,19.139999389648438
2015-06-23,17.809999465942383
2015-06-24,18.799999237060547
2015-06-25,19.18000030517578
2015-06-26,18.530000686645508
2015-06-29,17.610000610351562
2015-06-30,17.84000015258789
2015-07-01,16.90999984741211
2015-07-02,16.979999542236328
2015-07-06,16.639999389648438
2015-07-07,17.770000457763672
2015-07-08,18.1200008392334
2015-07-09,17.190000534057617
2015-07-10,18.670000076293945
2015-07-13,18.889999389648438
2015-07-14,19.469999313354492
2015-07-15,19.299999237060547
2015-07-16,19.5
2015-07-17,19.360000610351562
2015-07-20,19.350000381469727
2015-07-21,18.729999542236328
2015-07-22,19.200000762939453
2015-07-23,19.170000076293945
2015-07-24,18.81999969482422
2015-07-27,19.190000534057617
2015-07-28,19.1200008392334
2015-07-29,19.0
2015-07-30,19.34000015258789
2015-07-31,20.030000686645508
2015-08-03,19.350000381469727
2015-08-04,19.18000030517578
2015-08-05,19.579999923706055
2015-08-06,18.969999313354492
2015-08-07,17.010000228881836
2015-08-10,18.1200008392334
2015-08-11,17.219999313354492
2015-08-12,17.510000228881836
2015-08-13,16.850000381469727
2015-08-14,16.760000228881836
2015-08-17,16.489999771118164
2015-08-18,15.670000076293945
2015-08-19,14.970000267028809
2015-08-20,15.289999961853027
2015-08-21,15.25
2015-08-24,14.510000228881836
2015-08-25,14.510000228881836
2015-08-26,15.09000015258789
2015-08-27,15.270000457763672
2015-08-28,15.34000015258789
2015-08-31,15.119999885559082
2015-09-01,13.010000228881836
2015-09-02,15.140000343322754
2015-09-03,15.550000190734863
2015-09-04,16.110000610351562
2015-09-08,14.819999694824219
2015-09-09,13.529999732971191
2015-09-10,13.449999809265137
2015-09-11,13.449999809265137
2015-09-14,18.760000228881836
2015-09-15,19.030000686645508
2015-09-16,22.1200008392334
2015-09-17,23.75
2015-09-18,23.979999542236328
2015-09-21,23.020000457763672
2015-09-22,21.40999984741211
2015-09-23,21.639999389648438
2015-09-24,21.690000534057617
2015-09-25,21.280000686645508
2015-09-28,20.559999465942383
2015-09-29,19.31999969482422
2015-09-30,22.110000610351562
2015-10-01,21.280000686645508
2015-10-02,21.90999984741211
2015-10-05,21.75
2015-10-06,20.059999465942383
2015-10-07,20.010000228881836
2015-10-08,20.860000610351562
2015-10-09,20.670000076293945
2015-10-12,20.09000015258789
2015-10-13,19.040000915527344
2015-10-14,19.149999618530273
2015-10-15,19.510000228881836
2015-10-16,19.270000457763672
2015-10-19,19.09000015258789
2015-10-20,18.1200008392334
2015-10-21,17.450000762939453
2015-10-22,16.920000076293945
2015-10-23,16.989999771118164
2015-10-26,16.829999923706055
2015-10-27,16.0
2015-10-28,16.84000015258789
2015-10-29,18.06999969482422
2015-10-30,18.3700008392334
2015-11-02,20.450000762939453
2015-11-03,21.299999237060547
2015-11-04,22.190000534057617
2015-11-05,21.700000762939453
2015-11-06,22.09000015258789
2015-11-09,21.6299991607666
2015-11-10,21.15999984741211
2015-11-11,20.899999618530273
2015-11-12,19.68000030517578
2015-11-13,18.729999542236328
2015-11-16,18.450000762939453
2015-11-17,18.040000915527344
2015-11-18,17.950000762939453
2015-11-19,17.43000030517578
2015-11-20,18.1200008392334
2015-11-23,18.90999984741211
2015-11-24,19.079999923706055
2015-11-25,19.239999771118164
2015-11-27,19.0
2015-11-30,18.989999771118164
2015-12-01,20.739999771118164
2015-12-02,21.700000762939453
2015-12-03,22.59000015258789
2015-12-04,22.850000381469727
2015-12-07,22.079999923706055
2015-12-08,22.950000762939453
2015-12-09,21.6299991607666
2015-12-10,21.889999389648438
2015-12-11,23.43000030517578
2015-12-14,24.760000228881836
2015-12-15,25.90999984741211
2015-12-16,26.850000381469727
2015-12-17,27.020000457763672
2015-12-18,25.510000228881836
2015-12-21,24.190000534057617
2015-12-22,23.559999465942383
2015-12-23,24.450000762939453
2015-12-24,25.010000228881836
2015-12-28,26.209999084472656
2015-12-29,25.40999984741211
2015-12-30,28.739999771118164
2015-12-31,27.5
2016-01-04,26.229999542236328
2016-01-05,23.959999084472656
2016-01-06,23.729999542236328
2016-01-07,21.1299991607666
2016-01-08,19.719999313354492
2016-01-11,18.5
2016-01-12,17.93000030517578
2016-01-13,15.109999656677246
2016-01-14,16.260000228881836
2016-01-15,15.569999694824219
2016-01-19,14.899999618530273
2016-01-20,16.149999618530273
2016-01-21,16.399999618530273
2016-01-22,17.059999465942383
2016-01-25,17.200000762939453
2016-01-26,17.010000228881836
2016-01-27,16.350000381469727
2016-01-28,16.18000030517578
2016-01-29,17.030000686645508
2016-02-01,18.75
2016-02-02,18.780000686645508
2016-02-03,19.520000457763672
2016-02-04,19.270000457763672
2016-02-05,18.75
2016-02-08,16.290000915527344
2016-02-09,15.40999984741211
2016-02-10,17.6299991607666
2016-02-11,18.950000762939453
2016-02-12,19.040000915527344
2016-02-16,19.25
2016-02-17,21.15999984741211
2016-02-18,20.670000076293945
2016-02-19,21.170000076293945
2016-02-22,20.889999389648438
2016-02-23,19.59000015258789
2016-02-24,19.219999313354492
2016-02-25,19.219999313354492
2016-02-26,18.809999465942383
2016-02-29,17.440000534057617
2016-03-01,18.010000228881836
2016-03-02,18.8799991607666
2016-03-03,18.200000762939453
2016-03-04,18.43000030517578
2016-03-07,18.6299991607666
2016-03-08,17.649999618530273
2016-03-09,17.739999771118164
2016-03-10,17.709999084472656
2016-03-11,17.65999984741211
2016-03-14,17.829999923706055
2016-03-15,17.190000534057617
2016-03-16,16.829999923706055
2016-03-17,15.390000343322754
2016-03-18,15.829999923706055
2016-03-21,16.290000915527344
2016-03-22,17.040000915527344
2016-03-23,16.920000076293945
2016-03-24,17.1299991607666
2016-03-28,16.469999313354492
2016-03-29,17.610000610351562
2016-03-30,17.010000228881836
2016-03-31,18.149999618530273
2016-04-01,19.170000076293945
2016-04-04,19.25
2016-04-05,18.170000076293945
2016-04-06,19.329999923706055
2016-04-07,18.959999084472656
2016-04-08,18.739999771118164
2016-04-11,18.739999771118164
2016-04-12,18.549999237060547
2016-04-13,18.8700008392334
2016-04-14,18.799999237060547
2016-04-15,18.540000915527344
2016-04-18,18.959999084472656
2016-04-19,17.969999313354492
2016-04-20,17.920000076293945
2016-04-21,18.43000030517578
2016-04-22,18.829999923706055
2016-04-25,18.84000015258789
2016-04-26,18.43000030517578
2016-04-27,18.09000015258789
2016-04-28,18.700000762939453
2016-04-29,19.059999465942383
2016-05-02,19.100000381469727
2016-05-03,18.649999618530273
2016-05-04,17.049999237060547
2016-05-05,15.949999809265137
2016-05-06,15.100000381469727
2016-05-09,15.539999961853027
2016-05-10,15.350000381469727
2016-05-11,15.069999694824219
2016-05-12,15.010000228881836
2016-05-13,15.109999656677246
2016-05-16,16.079999923706055
2016-05-17,15.59000015258789
2016-05-18,16.209999084472656
2016-05-19,15.529999732971191
2016-05-20,16.989999771118164
2016-05-23,16.459999084472656
2016-05-24,16.889999389648438
2016-05-25,16.670000076293945
2016-05-26,16.649999618530273
2016-05-27,16.600000381469727
2016-05-31,16.719999313354492
2016-06-01,16.389999389648438
2016-06-02,16.469999313354492
2016-06-03,16.1299991607666
2016-06-06,17.299999237060547
2016-06-07,16.719999313354492
2016-06-08,16.600000381469727
2016-06-09,16.489999771118164
2016-06-10,16.170000076293945
2016-06-13,15.329999923706055
2016-06-14,15.359999656677246
2016-06-15,14.90999984741211
2016-06-16,15.270000457763672
2016-06-17,14.270000457763672
2016-06-20,14.199999809265137
2016-06-21,13.199999809265137
2016-06-22,13.289999961853027
2016-06-23,13.699999809265137
2016-06-24,12.930000305175781
2016-06-27,11.670000076293945
2016-06-28,12.220000267028809
2016-06-29,12.020000457763672
2016-06-30,11.850000381469727
2016-07-01,12.600000381469727
2016-07-05,12.449999809265137
2016-07-06,12.489999771118164
2016-07-07,12.5
2016-07-08,12.739999771118164
2016-07-11,12.630000114440918
2016-07-12,12.880000114440918
2016-07-13,12.510000228881836
2016-07-14,12.609999656677246
2016-07-15,12.75
2016-07-18,12.800000190734863
2016-07-19,12.119999885559082
2016-07-20,12.130000114440918
2016-07-21,12.199999809265137
2016-07-22,12.229999542236328
2016-07-25,11.920000076293945
2016-07-26,11.930000305175781
2016-07-27,12.699999809265137
2016-07-28,12.1899995803833
2016-07-29,12.130000114440918
2016-08-01,11.859999656677246
2016-08-02,11.529999732971191
2016-08-03,12.399999618530273
2016-08-04,11.989999771118164
2016-08-05,12.039999961853027
2016-08-08,12.039999961853027
2016-08-09,12.25
2016-08-10,11.739999771118164
2016-08-11,10.649999618530273
2016-08-12,10.569999694824219
2016-08-15,11.0600004196167
2016-08-16,11.0600004196167
2016-08-17,10.760000228881836
2016-08-18,11.3100004196167
2016-08-19,11.279999732971191
2016-08-22,11.329999923706055
2016-08-23,11.40999984741211
2016-08-24,10.529999732971191
2016-08-25,10.220000267028809
2016-08-26,9.890000343322754
2016-08-29,9.609999656677246
2016-08-30,8.989999771118164
2016-08-31,8.329999923706055
2016-09-01,8.829999923706055
2016-09-02,8.979999542236328
2016-09-06,9.430000305175781
2016-09-07,9.779999732971191
2016-09-08,10.149999618530273
2016-09-09,9.329999923706055
2016-09-12,8.9399995803833
2016-09-13,9.3100004196167
2016-09-14,9.949999809265137
2016-09-15,11.0
2016-09-16,10.859999656677246
2016-09-19,10.529999732971191
2016-09-20,11.819999694824219
2016-09-21,12.819999694824219
2016-09-22,15.300000190734863
2016-09-23,15.479999542236328
2016-09-26,15.819999694824219
2016-09-27,16.389999389648438
2016-09-28,17.489999771118164
2016-09-29,17.34000015258789
2016-09-30,19.260000228881836
2016-10-03,19.979999542236328
2016-10-04,20.1200008392334
2016-10-05,19.049999237060547
2016-10-06,17.65999984741211
2016-10-07,18.170000076293945
2016-10-10,18.100000381469727
2016-10-11,17.65999984741211
2016-10-12,18.190000534057617
2016-10-13,18.170000076293945
2016-10-14,17.729999542236328
2016-10-17,17.450000762939453
2016-10-18,17.75
2016-10-19,17.399999618530273
2016-10-20,17.8799991607666
2016-10-21,18.299999237060547
2016-10-24,17.110000610351562
2016-10-25,16.8700008392334
2016-10-26,15.619999885559082
2016-10-27,14.960000038146973
2016-10-28,15.229999542236328
2016-10-31,14.970000267028809
2016-11-01,15.029999732971191
2016-11-02,14.15999984741211
2016-11-03,14.010000228881836
2016-11-04,14.319999694824219
2016-11-07,14.619999885559082
2016-11-08,14.90999984741211
2016-11-09,16.219999313354492
2016-11-10,16.84000015258789
2016-11-11,17.5
2016-11-14,16.649999618530273
2016-11-15,16.520000457763672
2016-11-16,16.190000534057617
2016-11-17,16.420000076293945
2016-11-18,16.790000915527344
2016-11-21,16.979999542236328
2016-11-22,16.600000381469727
2016-11-23,17.040000915527344
2016-11-25,17.15999984741211
2016-11-28,16.360000610351562
2016-11-29,16.309999465942383
2016-11-30,16.559999465942383
2016-12-01,16.610000610351562
2016-12-02,16.780000686645508
2016-12-05,16.350000381469727
2016-12-06,16.690000534057617
2016-12-07,16.389999389648438
2016-12-08,15.890000343322754
2016-12-09,16.209999084472656
2016-12-12,15.899999618530273
2016-12-13,15.859999656677246
2016-12-14,15.630000114440918
2016-12-15,16.75
2016-12-16,17.229999542236328
2016-12-19,17.450000762939453
2016-12-20,17.100000381469727
2016-12-21,16.010000228881836
2016-12-22,15.5600004196167
2016-12-23,16.350000381469727
2016-12-27,15.739999771118164
2016-12-28,15.4399995803833
2016-12-29,15.949999809265137
2016-12-30,15.569999694824219
2017-01-03,15.680000305175781
2017-01-04,16.639999389648438
2017-01-05,16.959999084472656
2017-01-06,16.809999465942383
2017-01-09,17.260000228881836
2017-01-10,16.5
2017-01-11,15.699999809265137
2017-01-12,16.0
2017-01-13,16.31999969482422
2017-01-17,15.300000190734863
2017-01-18,14.779999732971191
2017-01-19,14.760000228881836
2017-01-20,14.949999809265137
2017-01-23,14.760000228881836
2017-01-24,14.630000114440918
2017-01-25,14.960000038146973
2017-01-26,15.399999618530273
2017-01-27,16.139999389648438
2017-01-30,16.100000381469727
2017-01-31,16.81999969482422
2017-02-01,16.989999771118164
2017-02-02,16.100000381469727
2017-02-03,15.699999809265137
2017-02-06,15.489999771118164
2017-02-07,15.359999656677246
2017-02-08,14.989999771118164
2017-02-09,15.289999961853027
2017-02-10,15.270000457763672
2017-02-13,14.9399995803833
2017-02-14,15.149999618530273
2017-02-15,15.460000038146973
2017-02-16,14.970000267028809
2017-02-17,14.869999885559082
2017-02-21,14.539999961853027
2017-02-22,14.220000267028809
2017-02-23,13.90999984741211
2017-02-24,14.039999961853027
2017-02-27,14.0
2017-02-28,13.260000228881836
2017-03-01,13.899999618530273
2017-03-02,14.5
2017-03-03,14.489999771118164
2017-03-06,14.949999809265137
2017-03-07,15.369999885559082
2017-03-08,15.0
2017-03-09,15.489999771118164
2017-03-10,16.190000534057617
2017-03-13,15.640000343322754
2017-03-14,16.110000610351562
2017-03-15,16.540000915527344
2017-03-16,16.299999237060547
2017-03-17,15.380000114440918
2017-03-20,14.729999542236328
2017-03-21,13.569999694824219
2017-03-22,13.479999542236328
2017-03-23,12.729999542236328
2017-03-24,11.3100004196167
2017-03-27,11.300000190734863
2017-03-28,11.600000381469727
2017-03-29,11.210000038146973
2017-03-30,10.789999961853027
2017-03-31,10.0600004196167
2017-04-03,9.789999961853027
2017-04-04,9.539999961853027
2017-04-05,9.710000038146973
2017-04-06,10.119999885559082
2017-04-07,9.8100004196167
2017-04-10,9.779999732971191
2017-04-11,9.789999961853027
2017-04-12,9.739999771118164
2017-04-13,9.989999771118164
2017-04-17,9.989999771118164
2017-04-18,9.729999542236328
2017-04-19,9.880000114440918
2017-04-20,10.050000190734863
2017-04-21,10.239999771118164
2017-04-24,10.130000114440918
2017-04-25,10.130000114440918
2017-04-26,10.050000190734863
2017-04-27,10.020000457763672
2017-04-28,9.8100004196167
2017-05-01,9.729999542236328
2017-05-02,9.119999885559082
2017-05-03,8.829999923706055
2017-05-04,8.5
2017-05-05,8.100000381469727
2017-05-08,7.590000152587891
2017-05-09,8.1899995803833
2017-05-10,8.359999656677246
2017-05-11,9.210000038146973
2017-05-12,9.420000076293945
2017-05-15,9.130000114440918
2017-05-16,9.539999961853027
2017-05-17,8.970000267028809
2017-05-18,8.800000190734863
2017-05-19,8.65999984741211
2017-05-22,8.4399995803833
2017-05-23,9.180000305175781
2017-05-24,9.329999923706055
2017-05-25,9.149999618530273
2017-05-26,8.800000190734863
2017-05-30,8.319999694824219
2017-05-31,8.220000267028809
2017-06-01,9.170000076293945
2017-06-02,9.529999732971191
2017-06-05,9.350000381469727
2017-06-06,10.300000190734863
2017-06-07,9.739999771118164
2017-06-08,10.010000228881836
2017-06-09,10.479999542236328
2017-06-12,10.140000343322754
2017-06-13,10.039999961853027
2017-06-14,10.289999961853027
2017-06-15,10.289999961853027
2017-06-16,10.609999656677246
2017-06-19,11.119999885559082
2017-06-20,11.270000457763672
2017-06-21,11.90999984741211
2017-06-22,11.930000305175781
2017-06-23,12.84000015258789
2017-06-26,13.020000457763672
2017-06-27,12.359999656677246
2017-06-28,12.069999694824219
2017-06-29,11.609999656677246
2017-06-30,12.510000228881836
2017-07-03,13.050000190734863
2017-07-05,13.40999984741211
2017-07-06,12.989999771118164
2017-07-07,13.430000305175781
2017-07-10,12.84000015258789
2017-07-11,12.699999809265137
2017-07-12,12.210000038146973
2017-07-13,12.279999732971191
2017-07-14,12.229999542236328
2017-07-17,12.239999771118164
2017-07-18,12.170000076293945
2017-07-19,12.569999694824219
2017-07-20,12.390000343322754
2017-07-21,12.720000267028809
2017-07-24,13.199999809265137
2017-07-25,12.979999542236328
2017-07-26,12.630000114440918
2017-07-27,12.489999771118164
2017-07-28,12.479999542236328
2017-07-31,11.970000267028809
2017-08-01,11.470000267028809
2017-08-02,11.729999542236328
2017-08-03,11.050000190734863
2017-08-04,11.319999694824219
2017-08-07,11.369999885559082
2017-08-08,10.460000038146973
2017-08-09,9.890000343322754
2017-08-10,10.020000457763672
2017-08-11,10.34000015258789
2017-08-14,10.449999809265137
2017-08-15,10.529999732971191
2017-08-16,10.460000038146973
2017-08-17,10.3100004196167
2017-08-18,10.069999694824219
2017-08-21,9.8100004196167
2017-08-22,9.34000015258789
2017-08-23,9.149999618530273
2017-08-24,9.399999618530273
2017-08-25,9.600000381469727
2017-08-28,10.039999961853027
2017-08-29,10.039999961853027
2017-08-30,9.75
2017-08-31,10.039999961853027
2017-09-01,9.989999771118164
2017-09-05,9.850000381469727
2017-09-06,9.739999771118164
2017-09-07,10.1899995803833
2017-09-08,10.210000038146973
2017-09-11,10.579999923706055
2017-09-12,10.649999618530273
2017-09-13,10.619999885559082
2017-09-14,10.619999885559082
2017-09-15,10.579999923706055
2017-09-18,10.15999984741211
2017-09-19,9.6899995803833
2017-09-20,9.4399995803833
2017-09-21,10.0600004196167
2017-09-22,10.3100004196167
2017-09-25,10.399999618530273
2017-09-26,10.329999923706055
2017-09-27,10.59000015258789
2017-09-28,10.4399995803833
2017-09-29,10.489999771118164
2017-10-02,10.979999542236328
2017-10-03,10.6899995803833
2017-10-04,10.739999771118164
2017-10-05,11.380000114440918
2017-10-06,11.789999961853027
2017-10-09,11.779999732971191
2017-10-10,11.65999984741211
2017-10-11,11.829999923706055
2017-10-12,11.84000015258789
2017-10-13,11.359999656677246
2017-10-16,11.239999771118164
2017-10-17,11.09000015258789
2017-10-18,11.399999618530273
2017-10-19,11.779999732971191
2017-10-20,11.739999771118164
2017-10-23,11.300000190734863
2017-10-24,11.140000343322754
2017-10-25,11.15999984741211
2017-10-26,10.220000267028809
2017-10-27,9.9399995803833
2017-10-30,9.59000015258789
2017-10-31,10.329999923706055
2017-11-01,9.550000190734863
2017-11-02,9.300000190734863
2017-11-03,9.819999694824219
2017-11-06,9.989999771118164
2017-11-07,10.100000381469727
2017-11-08,10.029999732971191
2017-11-09,12.710000038146973
2017-11-10,14.09000015258789
2017-11-13,14.609999656677246
2017-11-14,14.15999984741211
2017-11-15,15.140000343322754
2017-11-16,16.81999969482422
2017-11-17,17.139999389648438
2017-11-20,17.600000381469727
2017-11-21,18.579999923706055
2017-11-22,16.299999237060547
2017-11-24,16.809999465942383
2017-11-27,15.520000457763672
2017-11-28,16.190000534057617
2017-11-29,15.859999656677246
2017-11-30,17.260000228881836
2017-12-01,17.0
2017-12-04,16.940000534057617
2017-12-05,17.739999771118164
2017-12-06,17.209999084472656
2017-12-07,18.34000015258789
2017-12-08,17.700000762939453
2017-12-11,17.790000915527344
2017-12-12,17.90999984741211
2017-12-13,17.81999969482422
2017-12-14,17.299999237060547
2017-12-15,17.43000030517578
2017-12-18,18.020000457763672
2017-12-19,17.8700008392334
