,CLNN
2019-02-28,10.020000457763672
2019-03-01,10.020000457763672
2019-03-04,10.020000457763672
2019-03-05,10.020000457763672
2019-03-06,10.020000457763672
2019-03-07,10.020000457763672
2019-03-08,9.979999542236328
2019-03-11,9.979999542236328
2019-03-12,9.979999542236328
2019-03-13,9.979999542236328
2019-03-14,10.050000190734863
2019-03-15,10.050000190734863
2019-03-18,10.050000190734863
2019-03-19,10.050000190734863
2019-03-20,10.069999694824219
2019-03-21,10.069999694824219
2019-03-22,10.079999923706055
2019-03-25,10.119999885559082
2019-03-26,10.09000015258789
2019-03-27,10.09000015258789
2019-03-28,10.09000015258789
2019-03-29,10.09000015258789
2019-04-01,10.09000015258789
2019-04-02,10.09000015258789
2019-04-03,10.09000015258789
2019-04-04,10.09000015258789
2019-04-05,10.09000015258789
2019-04-08,10.09000015258789
2019-04-09,10.09000015258789
2019-04-10,10.09000015258789
2019-04-11,10.09000015258789
2019-04-12,10.09000015258789
2019-04-15,10.079999923706055
2019-04-16,10.079999923706055
2019-04-17,10.079999923706055
2019-04-18,10.079999923706055
2019-04-22,10.079999923706055
2019-04-23,10.079999923706055
2019-04-24,10.079999923706055
2019-04-25,10.079999923706055
2019-04-26,10.100000381469727
2019-04-29,10.100000381469727
2019-04-30,10.180000305175781
2019-05-01,10.199999809265137
2019-05-02,10.199999809265137
2019-05-03,10.199999809265137
2019-05-06,10.199999809265137
2019-05-07,10.210000038146973
2019-05-08,10.210000038146973
2019-05-09,10.210000038146973
2019-05-10,10.220000267028809
2019-05-13,10.220000267028809
2019-05-14,10.180000305175781
2019-05-15,10.180000305175781
2019-05-16,10.180000305175781
2019-05-17,10.180000305175781
2019-05-20,10.180000305175781
2019-05-21,10.180000305175781
2019-05-22,10.180000305175781
2019-05-23,10.180000305175781
2019-05-24,10.180000305175781
2019-05-28,10.199999809265137
2019-05-29,10.199999809265137
2019-05-30,10.199999809265137
2019-05-31,10.1899995803833
2019-06-03,10.1899995803833
2019-06-04,10.1899995803833
2019-06-05,10.1899995803833
2019-06-06,10.1899995803833
2019-06-07,10.180000305175781
2019-06-10,10.1899995803833
2019-06-11,10.1899995803833
2019-06-12,10.1899995803833
2019-06-13,10.1899995803833
2019-06-14,10.1899995803833
2019-06-17,10.1899995803833
2019-06-18,10.1899995803833
2019-06-19,10.1899995803833
2019-06-20,10.199999809265137
2019-06-21,10.199999809265137
2019-06-24,10.199999809265137
2019-06-25,10.199999809265137
2019-06-26,10.25
2019-06-27,10.25
2019-06-28,10.199999809265137
2019-07-01,10.199999809265137
2019-07-02,10.199999809265137
2019-07-03,10.199999809265137
2019-07-05,10.270000457763672
2019-07-08,10.270000457763672
2019-07-09,10.270000457763672
2019-07-10,10.270000457763672
2019-07-11,10.270000457763672
2019-07-12,10.270000457763672
2019-07-15,10.270000457763672
2019-07-16,10.270000457763672
2019-07-17,10.270000457763672
2019-07-18,10.270000457763672
2019-07-19,10.270000457763672
2019-07-22,10.270000457763672
2019-07-23,10.260000228881836
2019-07-24,10.260000228881836
2019-07-25,10.260000228881836
2019-07-26,10.260000228881836
2019-07-29,10.260000228881836
2019-07-30,10.260000228881836
2019-07-31,10.260000228881836
2019-08-01,10.25
2019-08-02,10.25
2019-08-05,10.25
2019-08-06,10.25
2019-08-07,10.25
2019-08-08,10.25
2019-08-09,10.25
2019-08-12,10.279999732971191
2019-08-13,10.279999732971191
2019-08-14,10.279999732971191
2019-08-15,10.279999732971191
2019-08-16,10.279999732971191
2019-08-19,10.279999732971191
2019-08-20,10.289999961853027
2019-08-21,10.289999961853027
2019-08-22,10.289999961853027
2019-08-23,10.289999961853027
2019-08-26,10.289999961853027
2019-08-27,10.289999961853027
2019-08-28,10.319999694824219
2019-08-29,10.319999694824219
2019-08-30,10.300000190734863
2019-09-03,10.300000190734863
2019-09-04,10.300000190734863
2019-09-05,10.300000190734863
2019-09-06,10.300000190734863
2019-09-09,10.300000190734863
2019-09-10,10.260000228881836
2019-09-11,10.260000228881836
2019-09-12,10.300000190734863
2019-09-13,10.300000190734863
2019-09-16,10.300000190734863
2019-09-17,10.300000190734863
2019-09-18,10.300000190734863
2019-09-19,10.270000457763672
2019-09-20,10.300000190734863
2019-09-23,10.300000190734863
2019-09-24,10.319999694824219
2019-09-25,10.319999694824219
2019-09-26,10.289999961853027
2019-09-27,10.289999961853027
2019-09-30,10.289999961853027
2019-10-01,10.300000190734863
2019-10-02,10.289999961853027
2019-10-03,10.300000190734863
2019-10-04,10.319999694824219
2019-10-07,10.319999694824219
2019-10-08,10.319999694824219
2019-10-09,10.319999694824219
2019-10-10,10.319999694824219
2019-10-11,10.319999694824219
2019-10-14,10.3100004196167
2019-10-15,10.300000190734863
2019-10-16,10.300000190734863
2019-10-17,10.300000190734863
2019-10-18,10.300000190734863
2019-10-21,10.34000015258789
2019-10-22,10.300000190734863
2019-10-23,10.300000190734863
2019-10-24,10.300000190734863
2019-10-25,10.300000190734863
2019-10-28,10.319999694824219
2019-10-29,10.34000015258789
2019-10-30,10.34000015258789
2019-10-31,10.390000343322754
2019-11-01,10.390000343322754
2019-11-04,10.399999618530273
2019-11-05,10.369999885559082
2019-11-06,10.369999885559082
2019-11-07,10.369999885559082
2019-11-08,10.380000114440918
2019-11-11,10.380000114440918
2019-11-12,10.380000114440918
2019-11-13,10.350000381469727
2019-11-14,10.350000381469727
2019-11-15,10.380000114440918
2019-11-18,10.380000114440918
2019-11-19,10.380000114440918
2019-11-20,10.420000076293945
2019-11-21,10.420000076293945
2019-11-22,10.420000076293945
2019-11-25,10.420000076293945
2019-11-26,10.449999809265137
2019-11-27,10.4399995803833
2019-11-29,10.4399995803833
2019-12-02,10.4399995803833
2019-12-03,10.4399995803833
2019-12-04,10.4399995803833
2019-12-05,10.4399995803833
2019-12-06,10.460000038146973
2019-12-09,10.460000038146973
2019-12-10,10.489999771118164
2019-12-11,10.489999771118164
2019-12-12,10.449999809265137
2019-12-13,10.449999809265137
2019-12-16,10.420000076293945
2019-12-17,10.420000076293945
2019-12-18,10.449999809265137
2019-12-19,10.420000076293945
2019-12-20,10.460000038146973
2019-12-23,10.460000038146973
2019-12-24,10.460000038146973
2019-12-26,10.460000038146973
2019-12-27,10.460000038146973
2019-12-30,10.479999542236328
2019-12-31,10.479999542236328
2020-01-02,10.479999542236328
2020-01-03,10.479999542236328
2020-01-06,10.479999542236328
2020-01-07,10.529999732971191
2020-01-08,10.529999732971191
2020-01-09,10.529999732971191
2020-01-10,10.529999732971191
2020-01-13,10.529999732971191
2020-01-14,10.449999809265137
2020-01-15,10.449999809265137
2020-01-16,10.449999809265137
2020-01-17,10.449999809265137
2020-01-21,10.449999809265137
2020-01-22,10.449999809265137
2020-01-23,10.449999809265137
2020-01-24,10.449999809265137
2020-01-27,10.449999809265137
2020-01-28,10.449999809265137
2020-01-29,10.5
2020-01-30,10.5
2020-01-31,10.600000381469727
2020-02-03,10.600000381469727
2020-02-04,10.600000381469727
2020-02-05,10.600000381469727
2020-02-06,10.600000381469727
2020-02-07,10.600000381469727
2020-02-10,10.600000381469727
2020-02-11,10.600000381469727
2020-02-12,10.630000114440918
2020-02-13,10.529999732971191
2020-02-14,10.529999732971191
2020-02-18,10.529999732971191
2020-02-19,10.529999732971191
2020-02-20,10.529999732971191
2020-02-21,10.640000343322754
2020-02-24,10.550000190734863
2020-02-25,10.600000381469727
2020-02-26,10.600000381469727
2020-02-27,10.600000381469727
2020-02-28,10.600000381469727
2020-03-02,10.600000381469727
2020-03-03,10.600000381469727
2020-03-04,10.600000381469727
2020-03-05,10.59000015258789
2020-03-06,10.59000015258789
2020-03-09,10.569999694824219
2020-03-10,10.510000228881836
2020-03-11,10.550000190734863
2020-03-12,10.449999809265137
2020-03-13,10.399999618530273
2020-03-16,10.350000381469727
2020-03-17,10.300000190734863
2020-03-18,10.399999618530273
2020-03-19,10.399999618530273
2020-03-20,10.399999618530273
2020-03-23,10.399999618530273
2020-03-24,10.399999618530273
2020-03-25,10.449999809265137
2020-03-26,10.449999809265137
2020-03-27,10.5
2020-03-30,10.5
2020-03-31,10.5
2020-04-01,10.5
2020-04-02,10.5
2020-04-03,10.520000457763672
2020-04-06,10.510000228881836
2020-04-07,10.510000228881836
2020-04-08,10.510000228881836
2020-04-09,10.510000228881836
2020-04-13,10.550000190734863
2020-04-14,10.569999694824219
2020-04-15,10.569999694824219
2020-04-16,10.569999694824219
2020-04-17,10.569999694824219
2020-04-20,10.569999694824219
2020-04-21,10.600000381469727
2020-04-22,10.600000381469727
2020-04-23,10.600000381469727
2020-04-24,10.600000381469727
2020-04-27,10.600000381469727
2020-04-28,10.600000381469727
2020-04-29,10.619999885559082
2020-04-30,10.649999618530273
2020-05-01,10.65999984741211
2020-05-04,10.65999984741211
2020-05-05,10.65999984741211
2020-05-06,10.65999984741211
2020-05-07,10.65999984741211
2020-05-08,10.65999984741211
2020-05-11,10.65999984741211
2020-05-12,10.65999984741211
2020-05-13,10.619999885559082
2020-05-14,10.619999885559082
2020-05-15,10.619999885559082
2020-05-18,10.640000343322754
2020-05-19,10.649999618530273
2020-05-20,10.649999618530273
2020-05-21,10.640000343322754
2020-05-22,10.640000343322754
2020-05-26,10.640000343322754
2020-05-27,10.640000343322754
2020-05-28,10.670000076293945
2020-05-29,10.670000076293945
2020-06-01,10.670000076293945
2020-06-02,10.670000076293945
2020-06-03,10.670000076293945
2020-06-04,10.670000076293945
2020-06-05,10.670000076293945
2020-06-08,10.670000076293945
2020-06-09,10.670000076293945
2020-06-10,10.670000076293945
2020-06-11,10.670000076293945
2020-06-12,10.670000076293945
2020-06-15,10.670000076293945
2020-06-16,10.800000190734863
2020-06-17,10.800000190734863
2020-06-18,10.800000190734863
2020-06-19,10.699999809265137
2020-06-22,10.789999961853027
2020-06-23,10.789999961853027
2020-06-24,10.789999961853027
2020-06-25,10.789999961853027
2020-06-26,10.789999961853027
2020-06-29,10.789999961853027
2020-06-30,10.789999961853027
2020-07-01,10.789999961853027
2020-07-02,10.789999961853027
2020-07-06,10.8100004196167
2020-07-07,10.899999618530273
2020-07-08,10.800000190734863
2020-07-09,10.75
2020-07-10,10.859999656677246
2020-07-13,10.890000343322754
2020-07-14,10.890000343322754
2020-07-15,10.890000343322754
2020-07-16,10.890000343322754
2020-07-17,10.970000267028809
2020-07-20,10.970000267028809
2020-07-21,10.970000267028809
2020-07-22,10.970000267028809
2020-07-23,10.970000267028809
2020-07-24,10.880000114440918
2020-07-27,10.880000114440918
2020-07-28,10.899999618530273
2020-07-29,10.899999618530273
2020-07-30,10.869999885559082
2020-07-31,10.850000381469727
2020-08-03,10.899999618530273
2020-08-04,10.899999618530273
2020-08-05,10.899999618530273
2020-08-06,10.899999618530273
2020-08-07,10.850000381469727
2020-08-10,10.850000381469727
2020-08-11,10.850000381469727
2020-08-12,10.850000381469727
2020-08-13,10.850000381469727
2020-08-14,10.850000381469727
2020-08-17,10.899999618530273
2020-08-18,10.899999618530273
2020-08-19,10.899999618530273
2020-08-20,10.850000381469727
2020-08-21,10.850000381469727
2020-08-24,10.850000381469727
2020-08-25,10.850000381469727
2020-08-26,10.9399995803833
2020-08-27,10.800000190734863
2020-08-28,10.890000343322754
2020-08-31,10.890000343322754
2020-09-01,10.920000076293945
2020-09-02,10.920000076293945
2020-09-03,10.949999809265137
2020-09-04,10.949999809265137
2020-09-08,10.920000076293945
2020-09-09,10.989999771118164
2020-09-10,10.989999771118164
2020-09-11,11.0
2020-09-14,10.920000076293945
2020-09-15,10.970000267028809
2020-09-16,10.920000076293945
2020-09-17,10.819999694824219
2020-09-18,10.8100004196167
2020-09-21,10.819999694824219
2020-09-22,10.829999923706055
2020-09-23,10.8100004196167
2020-09-24,10.84000015258789
2020-09-25,10.819999694824219
2020-09-28,10.899999618530273
2020-09-29,10.770000457763672
2020-09-30,10.850000381469727
2020-10-01,10.869999885559082
2020-10-02,10.869999885559082
2020-10-05,10.850000381469727
2020-10-06,10.829999923706055
2020-10-07,10.8100004196167
2020-10-08,10.779999732971191
2020-10-09,10.930000305175781
2020-10-12,10.880000114440918
2020-10-13,10.779999732971191
2020-10-14,10.779999732971191
2020-10-15,10.779999732971191
2020-10-16,10.84000015258789
2020-10-19,10.84000015258789
2020-10-20,10.84000015258789
2020-10-21,10.850000381469727
2020-10-22,10.829999923706055
2020-10-23,10.880000114440918
2020-10-26,10.850000381469727
2020-10-27,10.850000381469727
2020-10-28,10.869999885559082
2020-10-29,10.869999885559082
2020-10-30,10.850000381469727
2020-11-02,10.850000381469727
2020-11-03,10.84000015258789
2020-11-04,10.75
2020-11-05,10.75
2020-11-06,10.75
2020-11-09,10.949999809265137
2020-11-10,10.90999984741211
2020-11-11,10.859999656677246
2020-11-12,10.859999656677246
2020-11-13,10.899999618530273
2020-11-16,10.899999618530273
2020-11-17,10.819999694824219
2020-11-18,10.760000228881836
2020-11-19,10.949999809265137
2020-11-20,10.800000190734863
2020-11-23,10.800000190734863
2020-11-24,10.850000381469727
2020-11-25,10.779999732971191
2020-11-27,10.880000114440918
2020-11-30,10.859999656677246
2020-12-01,11.130000114440918
2020-12-02,11.149999618530273
2020-12-03,11.210000038146973
2020-12-04,11.239999771118164
2020-12-07,11.25
2020-12-08,11.109999656677246
2020-12-09,11.15999984741211
2020-12-10,11.0
2020-12-11,11.109999656677246
2020-12-14,11.020000457763672
2020-12-15,11.100000381469727
2020-12-16,11.039999961853027
2020-12-17,11.210000038146973
2020-12-18,11.109999656677246
2020-12-21,10.960000038146973
2020-12-22,10.970000267028809
2020-12-23,11.010000228881836
2020-12-24,11.449999809265137
2020-12-28,12.970000267028809
2020-12-29,12.359999656677246
2020-12-30,10.819999694824219
2020-12-31,10.819999694824219
2021-01-04,
2021-01-05,7.349999904632568
2021-01-06,6.710000038146973
2021-01-07,7.070000171661377
2021-01-08,6.929999828338623
2021-01-11,7.349999904632568
2021-01-12,7.5
2021-01-13,7.099999904632568
2021-01-14,6.929999828338623
2021-01-15,6.650000095367432
2021-01-19,6.800000190734863
2021-01-20,7.039999961853027
2021-01-21,6.619999885559082
2021-01-22,6.889999866485596
2021-01-25,7.0
2021-01-26,6.760000228881836
2021-01-27,6.550000190734863
2021-01-28,6.489999771118164
2021-01-29,6.389999866485596
2021-02-01,6.550000190734863
2021-02-02,6.539999961853027
2021-02-03,13.210000038146973
2021-02-04,10.9399995803833
2021-02-05,10.729999542236328
2021-02-08,11.369999885559082
2021-02-09,10.899999618530273
2021-02-10,10.789999961853027
2021-02-11,10.789999961853027
2021-02-12,12.489999771118164
2021-02-16,16.299999237060547
2021-02-17,14.4399995803833
2021-02-18,13.899999618530273
2021-02-19,13.609999656677246
2021-02-22,13.789999961853027
2021-02-23,13.119999885559082
2021-02-24,14.539999961853027
2021-02-25,13.029999732971191
2021-02-26,12.84000015258789
2021-03-01,13.579999923706055
2021-03-02,13.760000228881836
2021-03-03,13.510000228881836
2021-03-04,11.109999656677246
2021-03-05,10.8100004196167
2021-03-08,11.670000076293945
2021-03-09,13.109999656677246
2021-03-10,13.760000228881836
2021-03-11,14.350000381469727
2021-03-12,14.25
2021-03-15,14.399999618530273
2021-03-16,13.40999984741211
2021-03-17,13.59000015258789
2021-03-18,14.220000267028809
2021-03-19,13.479999542236328
2021-03-22,13.979999542236328
2021-03-23,13.289999961853027
2021-03-24,13.0
2021-03-25,13.869999885559082
2021-03-26,13.880000114440918
2021-03-29,13.800000190734863
2021-03-30,13.890000343322754
2021-03-31,12.779999732971191
2021-04-01,13.0
2021-04-05,13.109999656677246
2021-04-06,13.329999923706055
2021-04-07,12.989999771118164
2021-04-08,12.84000015258789
2021-04-09,12.579999923706055
2021-04-12,12.640000343322754
2021-04-13,12.390000343322754
2021-04-14,12.890000343322754
2021-04-15,12.479999542236328
2021-04-16,11.710000038146973
2021-04-19,10.84000015258789
2021-04-20,10.890000343322754
2021-04-21,10.869999885559082
2021-04-22,10.25
2021-04-23,9.449999809265137
2021-04-26,9.420000076293945
2021-04-27,9.489999771118164
2021-04-28,9.739999771118164
2021-04-29,9.359999656677246
2021-04-30,9.0
2021-05-03,9.65999984741211
2021-05-04,8.899999618530273
2021-05-05,8.84000015258789
2021-05-06,7.96999979019165
2021-05-07,9.1899995803833
2021-05-10,8.260000228881836
2021-05-11,7.289999961853027
2021-05-12,7.400000095367432
2021-05-13,6.980000019073486
2021-05-14,7.300000190734863
