,ELDN
2018-06-15,115.73999786376953
2018-06-18,108.0
2018-06-19,116.63999938964844
2018-06-20,113.4000015258789
2018-06-21,108.18000030517578
2018-06-22,110.33999633789062
2018-06-25,110.87999725341797
2018-06-26,109.26000213623047
2018-06-27,111.38400268554688
2018-06-28,111.5999984741211
2018-06-29,126.0
2018-07-02,125.81999969482422
2018-07-03,126.54000091552734
2018-07-05,129.05999755859375
2018-07-06,128.8800048828125
2018-07-09,135.0
2018-07-10,126.0
2018-07-11,129.4199981689453
2018-07-12,122.04000091552734
2018-07-13,121.13999938964844
2018-07-16,127.08000183105469
2018-07-17,125.0999984741211
2018-07-18,122.22000122070312
2018-07-19,117.18000030517578
2018-07-20,117.18000030517578
2018-07-23,119.69999694824219
2018-07-24,133.74000549316406
2018-07-25,129.60000610351562
2018-07-26,137.42999267578125
2018-07-27,129.60000610351562
2018-07-30,135.0
2018-07-31,131.94000244140625
2018-08-01,107.11799621582031
2018-08-02,104.04000091552734
2018-08-03,94.5
2018-08-06,97.55999755859375
2018-08-07,101.87999725341797
2018-08-08,94.68000030517578
2018-08-09,97.0199966430664
2018-08-10,102.41999816894531
2018-08-13,98.27999877929688
2018-08-14,92.75399780273438
2018-08-15,92.16000366210938
2018-08-16,89.0999984741211
2018-08-17,88.73999786376953
2018-08-20,87.30000305175781
2018-08-21,84.77999877929688
2018-08-22,86.22000122070312
2018-08-23,85.5
2018-08-24,87.30000305175781
2018-08-27,88.19999694824219
2018-08-28,85.68000030517578
2018-08-29,90.36000061035156
2018-08-30,91.26000213623047
2018-08-31,85.5
2018-09-04,82.44000244140625
2018-09-05,74.69999694824219
2018-09-06,68.58000183105469
2018-09-07,81.9000015258789
2018-09-10,81.54000091552734
2018-09-11,84.5999984741211
2018-09-12,93.23999786376953
2018-09-13,93.5999984741211
2018-09-14,91.80000305175781
2018-09-17,88.55999755859375
2018-09-18,87.12000274658203
2018-09-19,87.30000305175781
2018-09-20,87.30000305175781
2018-09-21,90.18000030517578
2018-09-24,85.86000061035156
2018-09-25,91.9800033569336
2018-09-26,86.4000015258789
2018-09-27,86.4000015258789
2018-09-28,84.05999755859375
2018-10-01,82.08000183105469
2018-10-02,80.0999984741211
2018-10-03,81.36000061035156
2018-10-04,80.0999984741211
2018-10-05,78.26399993896484
2018-10-08,73.44000244140625
2018-10-09,75.7979965209961
2018-10-10,76.5
2018-10-11,79.73999786376953
2018-10-12,79.83000183105469
2018-10-15,80.0999984741211
2018-10-16,78.30000305175781
2018-10-17,78.83999633789062
2018-10-18,73.08000183105469
2018-10-19,73.9800033569336
2018-10-22,75.95999908447266
2018-10-23,62.279998779296875
2018-10-24,61.91999816894531
2018-10-25,61.20000076293945
2018-10-26,63.0
2018-10-29,59.7599983215332
2018-10-30,59.939998626708984
2018-10-31,60.47999954223633
2018-11-01,61.91999816894531
2018-11-02,61.91999816894531
2018-11-05,67.86000061035156
2018-11-06,73.26000213623047
2018-11-07,74.16000366210938
2018-11-08,80.0999984741211
2018-11-09,75.77999877929688
2018-11-12,71.63999938964844
2018-11-13,73.62000274658203
2018-11-14,72.36000061035156
2018-11-15,73.26000213623047
2018-11-16,72.0
2018-11-19,72.0
2018-11-20,66.95999908447266
2018-11-21,65.33999633789062
2018-11-23,64.9800033569336
2018-11-26,65.33999633789062
2018-11-27,68.58000183105469
2018-11-28,64.80000305175781
2018-11-29,64.62000274658203
2018-11-30,62.459999084472656
2018-12-03,59.939998626708984
2018-12-04,55.97999954223633
2018-12-06,52.20000076293945
2018-12-07,54.0
2018-12-10,49.68000030517578
2018-12-11,49.86000061035156
2018-12-12,50.58000183105469
2018-12-13,51.119998931884766
2018-12-14,54.0
2018-12-17,55.08000183105469
2018-12-18,49.86000061035156
2018-12-19,52.91999816894531
2018-12-20,48.959999084472656
2018-12-21,43.34400177001953
2018-12-24,36.720001220703125
2018-12-26,27.360000610351562
2018-12-27,36.0
2018-12-28,32.220001220703125
2018-12-31,28.799999237060547
2019-01-02,29.8799991607666
2019-01-03,34.20000076293945
2019-01-04,36.0
2019-01-07,39.599998474121094
2019-01-08,39.09600067138672
2019-01-09,44.099998474121094
2019-01-10,40.59000015258789
2019-01-11,38.15999984741211
2019-01-14,41.400001525878906
2019-01-15,41.66999816894531
2019-01-16,41.040000915527344
2019-01-17,38.70000076293945
2019-01-18,38.95199966430664
2019-01-22,46.79999923706055
2019-01-23,51.84000015258789
2019-01-24,52.20000076293945
2019-01-25,52.02000045776367
2019-01-28,48.959999084472656
2019-01-29,46.79999923706055
2019-01-30,54.827999114990234
2019-01-31,77.4000015258789
2019-02-01,74.69999694824219
2019-02-04,72.0
2019-02-05,72.0
2019-02-06,73.80000305175781
2019-02-07,81.36000061035156
2019-02-08,84.05999755859375
2019-02-11,80.0999984741211
2019-02-12,77.4000015258789
2019-02-13,77.4000015258789
2019-02-14,75.5999984741211
2019-02-15,77.4000015258789
2019-02-19,76.1760025024414
2019-02-20,78.30000305175781
2019-02-21,85.5
2019-02-22,80.0999984741211
2019-02-25,90.0
2019-02-26,87.4800033569336
2019-02-27,88.19999694824219
2019-02-28,86.94000244140625
2019-03-01,88.19999694824219
2019-03-04,82.80000305175781
2019-03-05,81.72000122070312
2019-03-06,80.81999969482422
2019-03-07,81.0
2019-03-08,79.19999694824219
2019-03-11,73.62000274658203
2019-03-12,75.77999877929688
2019-03-13,72.0
2019-03-14,66.95999908447266
2019-03-15,66.5999984741211
2019-03-18,70.55999755859375
2019-03-19,76.5
2019-03-20,76.31999969482422
2019-03-21,77.94000244140625
2019-03-22,76.5
2019-03-25,71.45999908447266
2019-03-26,73.26000213623047
2019-03-27,73.80000305175781
2019-03-28,75.5999984741211
2019-03-29,72.36000061035156
2019-04-01,75.5999984741211
2019-04-02,78.4800033569336
2019-04-03,74.87999725341797
2019-04-04,79.0199966430664
2019-04-05,75.05999755859375
2019-04-08,78.30000305175781
2019-04-09,78.30000305175781
2019-04-10,77.4000015258789
2019-04-11,79.19999694824219
2019-04-12,77.58000183105469
2019-04-15,79.19999694824219
2019-04-16,77.76000213623047
2019-04-17,74.69999694824219
2019-04-18,76.31999969482422
2019-04-22,53.459999084472656
2019-04-23,52.91999816894531
2019-04-24,52.20000076293945
2019-04-25,51.119998931884766
2019-04-26,54.0
2019-04-29,51.209999084472656
2019-04-30,47.70000076293945
2019-05-01,50.040000915527344
2019-05-02,49.13999938964844
2019-05-03,46.619998931884766
2019-05-06,46.08000183105469
2019-05-07,47.970001220703125
2019-05-08,48.41999816894531
2019-05-09,44.099998474121094
2019-05-10,42.29999923706055
2019-05-13,39.41999816894531
2019-05-14,39.959999084472656
2019-05-15,39.599998474121094
2019-05-16,38.86199951171875
2019-05-17,37.439998626708984
2019-05-20,33.65999984741211
2019-05-21,34.380001068115234
2019-05-22,34.20000076293945
2019-05-23,30.780000686645508
2019-05-24,29.34000015258789
2019-05-28,30.600000381469727
2019-05-29,30.600000381469727
2019-05-30,30.059999465942383
2019-05-31,30.959999084472656
2019-06-03,28.6200008392334
2019-06-04,29.700000762939453
2019-06-05,29.34000015258789
2019-06-06,30.600000381469727
2019-06-07,30.059999465942383
2019-06-10,29.700000762939453
2019-06-11,26.81999969482422
2019-06-12,23.579999923706055
2019-06-13,23.579999923706055
2019-06-14,18.899999618530273
2019-06-17,20.34000015258789
2019-06-18,19.260000228881836
2019-06-19,18.899999618530273
2019-06-20,19.260000228881836
2019-06-21,18.899999618530273
2019-06-24,17.56800079345703
2019-06-25,18.0
2019-06-26,18.18000030517578
2019-06-27,17.874000549316406
2019-06-28,18.18000030517578
2019-07-01,17.639999389648438
2019-07-02,16.469999313354492
2019-07-03,16.559999465942383
2019-07-05,16.020000457763672
2019-07-08,15.479999542236328
2019-07-09,17.658000946044922
2019-07-10,16.020000457763672
2019-07-11,15.84000015258789
2019-07-12,15.65999984741211
2019-07-15,15.479999542236328
2019-07-16,15.119999885559082
2019-07-17,15.84000015258789
2019-07-18,15.894000053405762
2019-07-19,15.984000205993652
2019-07-22,16.416000366210938
2019-07-23,16.812000274658203
2019-07-24,15.65999984741211
2019-07-25,14.579999923706055
2019-07-26,16.200000762939453
2019-07-29,15.479999542236328
2019-07-30,14.97599983215332
2019-07-31,15.173999786376953
2019-08-01,14.760000228881836
2019-08-02,14.003999710083008
2019-08-05,13.607999801635742
2019-08-06,14.562000274658203
2019-08-07,14.489999771118164
2019-08-08,14.97599983215332
2019-08-09,15.300000190734863
2019-08-12,14.814000129699707
2019-08-13,14.741999626159668
2019-08-14,14.399999618530273
2019-08-15,14.166000366210938
2019-08-16,14.130000114440918
2019-08-19,14.220000267028809
2019-08-20,13.878000259399414
2019-08-21,14.14799976348877
2019-08-22,14.039999961853027
2019-08-23,13.157999992370605
2019-08-26,13.086000442504883
2019-08-27,12.420000076293945
2019-08-28,12.420000076293945
2019-08-29,12.779999732971191
2019-08-30,13.140000343322754
2019-09-03,12.545999526977539
2019-09-04,12.960000038146973
2019-09-05,12.0600004196167
2019-09-06,12.600000381469727
2019-09-09,13.5
2019-09-10,13.40999984741211
2019-09-11,13.968000411987305
2019-09-12,14.039999961853027
2019-09-13,13.680000305175781
2019-09-16,14.220000267028809
2019-09-17,14.039999961853027
2019-09-18,14.039999961853027
2019-09-19,13.680000305175781
2019-09-20,13.517999649047852
2019-09-23,13.140000343322754
2019-09-24,13.157999992370605
2019-09-25,12.149999618530273
2019-09-26,11.98799991607666
2019-09-27,12.239999771118164
2019-09-30,11.15999984741211
2019-10-01,11.303999900817871
2019-10-02,10.133999824523926
2019-10-03,10.800000190734863
2019-10-04,10.836000442504883
2019-10-07,10.277999877929688
2019-10-08,9.899999618530273
2019-10-09,9.720000267028809
2019-10-10,9.359999656677246
2019-10-11,9.791999816894531
2019-10-14,8.729999542236328
2019-10-15,8.22599983215332
2019-10-16,10.673999786376953
2019-10-17,9.359999656677246
2019-10-18,9.09000015258789
2019-10-21,8.819999694824219
2019-10-22,8.477999687194824
2019-10-23,10.079999923706055
2019-10-24,10.314000129699707
2019-10-25,10.260000228881836
2019-10-28,10.800000190734863
2019-10-29,11.267999649047852
2019-10-30,11.034000396728516
2019-10-31,11.15999984741211
2019-11-01,11.447999954223633
2019-11-04,11.15999984741211
2019-11-05,11.699999809265137
2019-11-06,12.041999816894531
2019-11-07,11.970000267028809
2019-11-08,12.185999870300293
2019-11-11,12.960000038146973
2019-11-12,12.600000381469727
2019-11-13,11.34000015258789
2019-11-14,11.447999954223633
2019-11-15,11.699999809265137
2019-11-18,12.02400016784668
2019-11-19,11.98799991607666
2019-11-20,11.880000114440918
2019-11-21,11.880000114440918
2019-11-22,11.520000457763672
2019-11-25,10.817999839782715
2019-11-26,10.800000190734863
2019-11-27,11.069999694824219
2019-11-29,11.934000015258789
2019-12-02,11.15999984741211
2019-12-03,10.979999542236328
2019-12-04,9.720000267028809
2019-12-05,9.413999557495117
2019-12-06,9.486000061035156
2019-12-09,9.359999656677246
2019-12-10,10.529999732971191
2019-12-11,9.720000267028809
2019-12-12,9.576000213623047
2019-12-13,9.359999656677246
2019-12-16,9.522000312805176
2019-12-17,9.359999656677246
2019-12-18,9.03600025177002
2019-12-19,9.180000305175781
2019-12-20,11.34000015258789
2019-12-23,10.979999542236328
2019-12-24,10.998000144958496
2019-12-26,10.979999542236328
2019-12-27,11.15999984741211
2019-12-30,10.60200023651123
2019-12-31,10.4399995803833
2020-01-02,10.979999542236328
2020-01-03,10.979999542236328
2020-01-06,12.0600004196167
2020-01-07,11.21399974822998
2020-01-08,13.140000343322754
2020-01-09,17.100000381469727
2020-01-10,16.110000610351562
2020-01-13,13.5
2020-01-14,12.744000434875488
2020-01-15,12.923999786376953
2020-01-16,12.420000076293945
2020-01-17,12.456000328063965
2020-01-21,12.420000076293945
2020-01-22,11.699999809265137
2020-01-23,11.574000358581543
2020-01-24,11.484000205993652
2020-01-27,10.4399995803833
2020-01-28,10.079999923706055
2020-01-29,10.800000190734863
2020-01-30,11.645999908447266
2020-01-31,10.60200023651123
2020-02-03,9.539999961853027
2020-02-04,9.180000305175781
2020-02-05,9.03600025177002
2020-02-06,9.270000457763672
2020-02-07,8.640000343322754
2020-02-10,9.288000106811523
2020-02-11,9.539999961853027
2020-02-12,9.359999656677246
2020-02-13,9.539999961853027
2020-02-14,9.359999656677246
2020-02-18,9.0
2020-02-19,9.522000312805176
2020-02-20,9.215999603271484
2020-02-21,9.359999656677246
2020-02-24,9.180000305175781
2020-02-25,9.270000457763672
2020-02-26,9.720000267028809
2020-02-27,10.260000228881836
2020-02-28,10.079999923706055
2020-03-02,10.458000183105469
2020-03-03,10.38599967956543
2020-03-04,9.899999618530273
2020-03-05,9.359999656677246
2020-03-06,8.711999893188477
2020-03-09,8.279999732971191
2020-03-10,8.442000389099121
2020-03-11,7.559999942779541
2020-03-12,6.659999847412109
2020-03-13,6.228000164031982
2020-03-16,5.363999843597412
2020-03-17,5.814000129699707
2020-03-18,4.679999828338623
2020-03-19,4.734000205993652
2020-03-20,5.039999961853027
2020-03-23,5.6519999504089355
2020-03-24,6.03000020980835
2020-03-25,6.840000152587891
2020-03-26,6.73199987411499
2020-03-27,7.073999881744385
2020-03-30,7.019999980926514
2020-03-31,7.019999980926514
2020-04-01,6.840000152587891
2020-04-02,6.659999847412109
2020-04-03,6.1020002365112305
2020-04-06,6.245999813079834
2020-04-07,6.354000091552734
2020-04-08,6.480000019073486
2020-04-09,6.659999847412109
2020-04-13,6.76800012588501
2020-04-14,6.76800012588501
2020-04-15,6.624000072479248
2020-04-16,6.929999828338623
2020-04-17,6.840000152587891
2020-04-20,8.244000434875488
2020-04-21,10.4399995803833
2020-04-22,11.430000305175781
2020-04-23,11.303999900817871
2020-04-24,11.105999946594238
2020-04-27,11.592000007629395
2020-04-28,11.34000015258789
2020-04-29,11.699999809265137
2020-04-30,12.473999977111816
2020-05-01,11.520000457763672
2020-05-04,11.520000457763672
2020-05-05,10.979999542236328
2020-05-06,10.404000282287598
2020-05-07,10.152000427246094
2020-05-08,10.54800033569336
2020-05-11,11.520000457763672
2020-05-12,12.420000076293945
2020-05-13,16.020000457763672
2020-05-14,18.899999618530273
2020-05-15,17.459999084472656
2020-05-18,18.18000030517578
2020-05-19,18.0
2020-05-20,18.719999313354492
2020-05-21,19.079999923706055
2020-05-22,18.18000030517578
2020-05-26,21.420000076293945
2020-05-27,20.520000457763672
2020-05-28,23.579999923706055
2020-05-29,22.860000610351562
2020-06-01,11.069999694824219
2020-06-02,10.008000373840332
2020-06-03,9.09000015258789
2020-06-04,9.630000114440918
2020-06-05,9.539999961853027
2020-06-08,10.079999923706055
2020-06-09,10.710000038146973
2020-06-10,9.8100004196167
2020-06-11,9.305999755859375
2020-06-12,9.270000457763672
2020-06-15,9.359999656677246
2020-06-16,9.720000267028809
2020-06-17,9.539999961853027
2020-06-18,9.522000312805176
2020-06-19,9.539999961853027
2020-06-22,9.593999862670898
2020-06-23,9.630000114440918
2020-06-24,9.342000007629395
2020-06-25,9.359999656677246
2020-06-26,9.0
2020-06-29,8.640000343322754
2020-06-30,8.244000434875488
2020-07-01,8.1899995803833
2020-07-02,8.315999984741211
2020-07-06,8.100000381469727
2020-07-07,8.26200008392334
2020-07-08,8.369999885559082
2020-07-09,9.0
2020-07-10,8.711999893188477
2020-07-13,8.460000038146973
2020-07-14,8.100000381469727
2020-07-15,8.621999740600586
2020-07-16,8.729999542236328
2020-07-17,8.855999946594238
2020-07-20,8.765999794006348
2020-07-21,10.260000228881836
2020-07-22,10.079999923706055
2020-07-23,8.946000099182129
2020-07-24,9.053999900817871
2020-07-27,9.0
2020-07-28,8.640000343322754
2020-07-29,8.748000144958496
2020-07-30,8.567999839782715
2020-07-31,8.1899995803833
2020-08-03,8.369999885559082
2020-08-04,8.406000137329102
2020-08-05,8.513999938964844
2020-08-06,8.640000343322754
2020-08-07,8.604000091552734
2020-08-10,8.855999946594238
2020-08-11,8.604000091552734
2020-08-12,8.26200008392334
2020-08-13,8.17199993133545
2020-08-14,7.883999824523926
2020-08-17,7.415999889373779
2020-08-18,7.415999889373779
2020-08-19,7.739999771118164
2020-08-20,7.9019999504089355
2020-08-21,8.100000381469727
2020-08-24,7.9019999504089355
2020-08-25,7.955999851226807
2020-08-26,7.52400016784668
2020-08-27,7.3979997634887695
2020-08-28,7.7220001220703125
2020-08-31,7.578000068664551
2020-09-01,7.289999961853027
2020-09-02,7.019999980926514
2020-09-03,6.875999927520752
2020-09-04,6.76800012588501
2020-09-08,6.984000205993652
2020-09-09,6.966000080108643
2020-09-10,6.875999927520752
2020-09-11,6.875999927520752
2020-09-14,6.822000026702881
2020-09-15,19.979999542236328
2020-09-16,18.0
2020-09-17,15.65999984741211
2020-09-18,16.038000106811523
2020-09-21,16.055999755859375
2020-09-22,17.531999588012695
2020-09-23,17.441999435424805
2020-09-24,16.739999771118164
2020-09-25,17.4060001373291
2020-09-28,17.29800033569336
2020-09-29,17.639999389648438
2020-09-30,17.100000381469727
2020-10-01,17.15399932861328
2020-10-02,16.200000762939453
2020-10-05,18.329999923706055
2020-10-06,17.18000030517578
2020-10-07,18.0
2020-10-08,17.0
2020-10-09,16.549999237060547
2020-10-12,16.200000762939453
2020-10-13,16.010000228881836
2020-10-14,16.5
2020-10-15,16.600000381469727
2020-10-16,17.049999237060547
2020-10-19,17.260000228881836
2020-10-20,17.270000457763672
2020-10-21,17.1299991607666
2020-10-22,16.972999572753906
2020-10-23,16.6200008392334
2020-10-26,15.649999618530273
2020-10-27,15.649999618530273
2020-10-28,17.489999771118164
2020-10-29,21.420000076293945
2020-10-30,26.18000030517578
2020-11-02,23.1200008392334
2020-11-03,21.770000457763672
2020-11-04,23.09000015258789
2020-11-05,22.770000457763672
2020-11-06,20.31999969482422
2020-11-09,19.725000381469727
2020-11-10,19.40999984741211
2020-11-11,19.350000381469727
2020-11-12,19.979999542236328
2020-11-13,21.260000228881836
2020-11-16,21.5
2020-11-17,20.420000076293945
2020-11-18,18.219999313354492
2020-11-19,19.25
2020-11-20,21.479999542236328
2020-11-23,22.3700008392334
2020-11-24,24.100000381469727
2020-11-25,24.40999984741211
2020-11-27,25.290000915527344
2020-11-30,24.424999237060547
2020-12-01,23.969999313354492
2020-12-02,23.3799991607666
2020-12-03,22.649999618530273
2020-12-04,22.139999389648438
2020-12-07,21.299999237060547
2020-12-08,19.739999771118164
2020-12-09,19.790000915527344
2020-12-10,20.0
2020-12-11,19.969999313354492
2020-12-14,17.84000015258789
2020-12-15,18.1299991607666
2020-12-16,18.350000381469727
2020-12-17,18.31999969482422
2020-12-18,16.25
2020-12-21,17.0
2020-12-22,16.5
2020-12-23,14.760000228881836
2020-12-24,13.8100004196167
2020-12-28,14.619999885559082
2020-12-29,15.140000343322754
2020-12-30,15.0
2020-12-31,15.399999618530273
2021-01-04,14.600000381469727
2021-01-05,15.100000381469727
2021-01-06,15.300000190734863
2021-01-07,14.9399995803833
2021-01-08,14.600000381469727
2021-01-11,14.5
2021-01-12,14.5
2021-01-13,14.449999809265137
2021-01-14,14.25
2021-01-15,14.6899995803833
2021-01-19,15.279999732971191
2021-01-20,16.059999465942383
2021-01-21,16.0
2021-01-22,15.989999771118164
2021-01-25,16.0
2021-01-26,16.299999237060547
2021-01-27,14.8100004196167
2021-01-28,14.529999732971191
2021-01-29,14.829999923706055
2021-02-01,15.40999984741211
2021-02-02,15.670000076293945
2021-02-03,15.729999542236328
2021-02-04,15.050000190734863
2021-02-05,14.989999771118164
2021-02-08,17.309999465942383
2021-02-09,19.15999984741211
2021-02-10,19.170000076293945
2021-02-11,18.940000534057617
2021-02-12,18.459999084472656
2021-02-16,18.114999771118164
2021-02-17,19.219999313354492
2021-02-18,17.68000030517578
2021-02-19,18.709999084472656
2021-02-22,18.6200008392334
2021-02-23,16.540000915527344
2021-02-24,16.5
2021-02-25,16.5
2021-02-26,16.06999969482422
2021-03-01,15.350000381469727
2021-03-02,14.989999771118164
2021-03-03,14.720000267028809
2021-03-04,14.130000114440918
2021-03-05,13.899999618530273
2021-03-08,12.65999984741211
2021-03-09,15.569999694824219
2021-03-10,14.3100004196167
2021-03-11,13.630000114440918
2021-03-12,13.8100004196167
2021-03-15,13.9399995803833
2021-03-16,13.869999885559082
2021-03-17,13.970000267028809
2021-03-18,14.529999732971191
2021-03-19,14.460000038146973
2021-03-22,13.649999618530273
2021-03-23,13.220000267028809
2021-03-24,12.170000076293945
2021-03-25,11.680000305175781
2021-03-26,10.550000190734863
2021-03-29,10.300000190734863
2021-03-30,9.850000381469727
2021-03-31,10.699999809265137
2021-04-01,11.75
2021-04-05,11.369999885559082
2021-04-06,11.5600004196167
2021-04-07,11.6899995803833
2021-04-08,11.449999809265137
2021-04-09,11.130000114440918
2021-04-12,10.579999923706055
2021-04-13,11.229999542236328
2021-04-14,11.430000305175781
2021-04-15,11.319999694824219
2021-04-16,10.770000457763672
2021-04-19,10.819999694824219
2021-04-20,10.069999694824219
2021-04-21,10.890000343322754
2021-04-22,10.390000343322754
2021-04-23,10.710000038146973
2021-04-26,11.479999542236328
2021-04-27,10.630000114440918
2021-04-28,10.289999961853027
2021-04-29,9.960000038146973
2021-04-30,10.0
2021-05-03,9.90999984741211
2021-05-04,10.010000228881836
2021-05-05,9.369999885559082
2021-05-06,9.289999961853027
2021-05-07,8.850000381469727
2021-05-10,8.819999694824219
2021-05-11,9.649999618530273
2021-05-12,9.300000190734863
2021-05-13,8.800000190734863
2021-05-14,8.850000381469727
