,BHTG
2018-12-19,2.3499999046325684
2018-12-20,1.899999976158142
2018-12-21,2.0
2018-12-24,2.0999999046325684
2018-12-26,2.009999990463257
2018-12-27,1.8799999952316284
2018-12-28,1.940000057220459
2018-12-31,1.6200000047683716
2019-01-02,1.850000023841858
2019-01-03,1.7100000381469727
2019-01-04,2.075000047683716
2019-01-07,2.6040000915527344
2019-01-08,2.75
2019-01-09,2.4100000858306885
2019-01-10,2.4200000762939453
2019-01-11,2.700000047683716
2019-01-14,2.5199999809265137
2019-01-15,2.609999895095825
2019-01-16,2.4000000953674316
2019-01-17,2.4700000286102295
2019-01-18,2.690000057220459
2019-01-22,2.4700000286102295
2019-01-23,2.5510001182556152
2019-01-24,2.509999990463257
2019-01-25,2.5230000019073486
2019-01-28,2.509999990463257
2019-01-29,2.5899999141693115
2019-01-30,2.5999999046325684
2019-01-31,2.440000057220459
2019-02-01,2.4100000858306885
2019-02-04,2.4860000610351562
2019-02-05,2.450000047683716
2019-02-06,2.507999897003174
2019-02-07,2.4600000381469727
2019-02-08,2.450000047683716
2019-02-11,2.4000000953674316
2019-02-12,2.190000057220459
2019-02-13,2.200000047683716
2019-02-14,2.109999895095825
2019-02-15,2.380000114440918
2019-02-19,2.259999990463257
2019-02-20,2.200000047683716
2019-02-21,2.240000009536743
2019-02-22,2.180000066757202
2019-02-25,2.25
2019-02-26,2.2799999713897705
2019-02-27,2.490000009536743
2019-02-28,2.700000047683716
2019-03-01,2.6500000953674316
2019-03-04,2.549999952316284
2019-03-05,3.0399999618530273
2019-03-06,3.0
2019-03-07,2.884999990463257
2019-03-08,2.799999952316284
2019-03-11,2.9200000762939453
2019-03-12,2.9000000953674316
2019-03-13,2.859999895095825
2019-03-14,2.8499999046325684
2019-03-15,2.7699999809265137
2019-03-18,2.799999952316284
2019-03-19,2.619999885559082
2019-03-20,2.509999990463257
2019-03-21,2.4649999141693115
2019-03-22,2.3570001125335693
2019-03-25,2.3499999046325684
2019-03-26,2.359999895095825
2019-03-27,2.4749999046325684
2019-03-28,2.4600000381469727
2019-03-29,2.509999990463257
2019-04-01,2.5989999771118164
2019-04-02,2.950000047683716
2019-04-03,3.0299999713897705
2019-04-04,2.950000047683716
2019-04-05,2.9000000953674316
2019-04-08,2.740000009536743
2019-04-09,2.759999990463257
2019-04-10,2.7899999618530273
2019-04-11,2.6600000858306885
2019-04-12,2.6500000953674316
2019-04-15,2.5999999046325684
2019-04-16,2.619999885559082
2019-04-17,2.690000057220459
2019-04-18,2.700000047683716
2019-04-22,2.559999942779541
2019-04-23,2.634999990463257
2019-04-24,2.5399999618530273
2019-04-25,2.515000104904175
2019-04-26,2.434999942779541
2019-04-29,2.5
2019-04-30,2.5
2019-05-01,2.440000057220459
2019-05-02,2.369999885559082
2019-05-03,2.4719998836517334
2019-05-06,2.4800000190734863
2019-05-07,2.490000009536743
2019-05-08,2.700000047683716
2019-05-09,2.700000047683716
2019-05-10,2.700000047683716
2019-05-13,2.700000047683716
2019-05-14,2.5840001106262207
2019-05-15,2.549999952316284
2019-05-16,2.5999999046325684
2019-05-17,2.609999895095825
2019-05-20,2.569999933242798
2019-05-21,2.509999990463257
2019-05-22,2.509999990463257
2019-05-23,2.5
2019-05-24,2.4100000858306885
2019-05-28,2.4000000953674316
2019-05-29,2.3499999046325684
2019-05-30,2.490000009536743
2019-05-31,2.4200000762939453
2019-06-03,2.2880001068115234
2019-06-04,2.25
2019-06-05,2.25
2019-06-06,2.1500000953674316
2019-06-07,2.130000114440918
2019-06-10,2.049999952316284
2019-06-11,2.0399999618530273
2019-06-12,1.9500000476837158
2019-06-13,1.9630000591278076
2019-06-14,2.009999990463257
2019-06-17,2.0
2019-06-18,1.8799999952316284
2019-06-19,1.8899999856948853
2019-06-20,1.8799999952316284
2019-06-21,1.8799999952316284
2019-06-24,1.809999942779541
2019-06-25,1.690000057220459
2019-06-26,1.8200000524520874
2019-06-27,1.7309999465942383
2019-06-28,1.7799999713897705
2019-07-01,1.8300000429153442
2019-07-02,1.7890000343322754
2019-07-03,1.7699999809265137
2019-07-05,1.850000023841858
2019-07-08,1.7999999523162842
2019-07-09,1.774999976158142
2019-07-10,1.7589999437332153
2019-07-11,1.7100000381469727
2019-07-12,1.7300000190734863
2019-07-15,1.7549999952316284
2019-07-16,1.7389999628067017
2019-07-17,1.7200000286102295
2019-07-18,1.6699999570846558
2019-07-19,1.7999999523162842
2019-07-22,1.940000057220459
2019-07-23,2.299999952316284
2019-07-24,2.369999885559082
2019-07-25,2.5
2019-07-26,2.390000104904175
2019-07-29,2.369999885559082
2019-07-30,2.450000047683716
2019-07-31,2.299999952316284
2019-08-01,2.2100000381469727
2019-08-02,2.0399999618530273
2019-08-05,1.9299999475479126
2019-08-06,2.2200000286102295
2019-08-07,2.200000047683716
2019-08-08,2.1700000762939453
2019-08-09,2.130000114440918
2019-08-12,2.4000000953674316
2019-08-13,2.2300000190734863
2019-08-14,2.2100000381469727
2019-08-15,2.109999895095825
2019-08-16,2.200000047683716
2019-08-19,2.180000066757202
2019-08-20,2.1700000762939453
2019-08-21,2.140000104904175
2019-08-22,2.049999952316284
2019-08-23,1.9709999561309814
2019-08-26,2.015000104904175
2019-08-27,2.00600004196167
2019-08-28,2.119999885559082
2019-08-29,2.190000057220459
2019-08-30,2.0799999237060547
2019-09-03,2.059999942779541
2019-09-04,2.061000108718872
2019-09-05,2.115000009536743
2019-09-06,2.0299999713897705
2019-09-09,1.8600000143051147
2019-09-10,1.850000023841858
2019-09-11,1.8899999856948853
2019-09-12,1.8550000190734863
2019-09-13,1.840000033378601
2019-09-16,1.7999999523162842
2019-09-17,1.7000000476837158
2019-09-18,1.7000000476837158
2019-09-19,1.7799999713897705
2019-09-20,1.809999942779541
2019-09-23,1.7899999618530273
2019-09-24,1.7699999809265137
2019-09-25,1.7899999618530273
2019-09-26,1.8300000429153442
2019-09-27,1.7599999904632568
2019-09-30,1.75
2019-10-01,1.7599999904632568
2019-10-02,1.7200000286102295
2019-10-03,1.6299999952316284
2019-10-04,1.75
2019-10-07,1.6799999475479126
2019-10-08,1.649999976158142
2019-10-09,1.690999984741211
2019-10-10,1.6799999475479126
2019-10-11,1.6339999437332153
2019-10-14,1.5700000524520874
2019-10-15,1.6200000047683716
2019-10-16,1.590000033378601
2019-10-17,1.5800000429153442
2019-10-18,1.5829999446868896
2019-10-21,1.5700000524520874
2019-10-22,1.5800000429153442
2019-10-23,1.600000023841858
2019-10-24,1.6399999856948853
2019-10-25,1.590000033378601
2019-10-28,1.7100000381469727
2019-10-29,1.7699999809265137
2019-10-30,1.7699999809265137
2019-10-31,1.809999942779541
2019-11-01,1.8200000524520874
2019-11-04,1.7799999713897705
2019-11-05,1.840000033378601
2019-11-06,1.850000023841858
2019-11-07,1.8799999952316284
2019-11-08,1.840000033378601
2019-11-11,1.7799999713897705
2019-11-12,1.7899999618530273
2019-11-13,1.8600000143051147
2019-11-14,1.840999960899353
2019-11-15,1.8700000047683716
2019-11-18,1.8799999952316284
2019-11-19,1.8799999952316284
2019-11-20,1.7999999523162842
2019-11-21,1.809000015258789
2019-11-22,1.8899999856948853
2019-11-25,1.850000023841858
2019-11-26,1.7699999809265137
2019-11-27,1.7599999904632568
2019-11-29,1.7899999618530273
2019-12-02,1.649999976158142
2019-12-03,1.659999966621399
2019-12-04,1.6699999570846558
2019-12-05,1.649999976158142
2019-12-06,1.6699999570846558
2019-12-09,1.6100000143051147
2019-12-10,1.600000023841858
2019-12-11,1.600000023841858
2019-12-12,1.659999966621399
2019-12-13,1.5700000524520874
2019-12-16,1.6200000047683716
2019-12-17,1.6100000143051147
2019-12-18,1.600000023841858
2019-12-19,1.600000023841858
2019-12-20,1.5499999523162842
2019-12-23,1.5700000524520874
2019-12-24,1.559999942779541
2019-12-26,1.5800000429153442
2019-12-27,1.690000057220459
2019-12-30,1.6649999618530273
2019-12-31,1.7000000476837158
2020-01-02,1.7999999523162842
2020-01-03,1.840000033378601
2020-01-06,1.899999976158142
2020-01-07,1.909999966621399
2020-01-08,1.9579999446868896
2020-01-09,1.9800000190734863
2020-01-10,1.940000057220459
2020-01-13,1.9229999780654907
2020-01-14,1.8899999856948853
2020-01-15,1.899999976158142
2020-01-16,1.9529999494552612
2020-01-17,1.9789999723434448
2020-01-21,1.940000057220459
2020-01-22,1.9700000286102295
2020-01-23,1.9900000095367432
2020-01-24,1.9800000190734863
2020-01-27,1.9500000476837158
2020-01-28,2.130000114440918
2020-01-29,2.0899999141693115
2020-01-30,2.0
2020-01-31,2.0
2020-02-03,1.9299999475479126
2020-02-04,2.059999942779541
2020-02-05,2.140000104904175
2020-02-06,1.9800000190734863
2020-02-07,1.9500000476837158
2020-02-10,1.875
2020-02-11,1.9299999475479126
2020-02-12,1.9500000476837158
2020-02-13,1.899999976158142
2020-02-14,1.9190000295639038
2020-02-18,1.909999966621399
2020-02-19,1.8799999952316284
2020-02-20,1.8600000143051147
2020-02-21,1.8600000143051147
2020-02-24,1.8300000429153442
2020-02-25,1.7599999904632568
2020-02-26,1.8029999732971191
2020-02-27,1.75
2020-02-28,1.7799999713897705
2020-03-02,1.75
2020-03-03,1.8049999475479126
2020-03-04,1.8639999628067017
2020-03-05,1.8700000047683716
2020-03-06,1.7599999904632568
2020-03-09,1.6200000047683716
2020-03-10,1.6100000143051147
2020-03-11,1.7130000591278076
2020-03-12,1.559999942779541
2020-03-13,1.5700000524520874
2020-03-16,1.3530000448226929
2020-03-17,1.309999942779541
2020-03-18,1.1399999856948853
2020-03-19,1.25600004196167
2020-03-20,1.25
2020-03-23,1.190000057220459
2020-03-24,1.3849999904632568
2020-03-25,1.4600000381469727
2020-03-26,1.4500000476837158
2020-03-27,1.3200000524520874
2020-03-30,1.3200000524520874
2020-03-31,1.2599999904632568
2020-04-01,1.3300000429153442
2020-04-02,1.2799999713897705
2020-04-03,1.350000023841858
2020-04-06,1.2999999523162842
2020-04-07,1.2799999713897705
2020-04-08,1.25600004196167
2020-04-09,1.2699999809265137
2020-04-13,1.2640000581741333
2020-04-14,1.2660000324249268
2020-04-15,1.24399995803833
2020-04-16,1.159999966621399
2020-04-17,1.1299999952316284
2020-04-20,1.1299999952316284
2020-04-21,1.1799999475479126
2020-04-22,1.149999976158142
2020-04-23,1.1540000438690186
2020-04-24,1.190000057220459
2020-04-27,1.2200000286102295
2020-04-28,1.2300000190734863
2020-04-29,1.2699999809265137
2020-04-30,1.3200000524520874
2020-05-01,1.3459999561309814
2020-05-04,1.3519999980926514
2020-05-05,1.340000033378601
2020-05-06,1.2999999523162842
2020-05-07,1.2999999523162842
2020-05-08,1.25
2020-05-11,1.25
2020-05-12,1.25
2020-05-13,1.2300000190734863
2020-05-14,1.2100000381469727
2020-05-15,1.2400000095367432
2020-05-18,1.2599999904632568
2020-05-19,1.2200000286102295
2020-05-20,1.2400000095367432
2020-05-21,1.2000000476837158
2020-05-22,1.25
2020-05-26,1.1699999570846558
2020-05-27,1.1200000047683716
2020-05-28,1.090000033378601
2020-05-29,1.0499999523162842
2020-06-01,1.1200000047683716
2020-06-02,1.6299999952316284
2020-06-03,1.5099999904632568
2020-06-04,1.350000023841858
2020-06-05,1.5099999904632568
2020-06-08,1.4600000381469727
2020-06-09,1.4700000286102295
2020-06-10,1.3450000286102295
2020-06-11,1.1799999475479126
2020-06-12,1.2100000381469727
2020-06-15,1.399999976158142
2020-06-16,1.399999976158142
2020-06-17,1.590000033378601
2020-06-18,1.600000023841858
2020-06-19,1.590000033378601
2020-06-22,1.4900000095367432
2020-06-23,1.4800000190734863
2020-06-24,1.5
2020-06-25,1.4800000190734863
2020-06-26,1.649999976158142
2020-06-29,2.740000009536743
2020-06-30,2.509999990463257
2020-07-01,2.049999952316284
2020-07-02,1.899999976158142
2020-07-06,1.899999976158142
2020-07-07,1.840000033378601
2020-07-08,1.8250000476837158
2020-07-09,1.9199999570846558
2020-07-10,1.9900000095367432
2020-07-13,1.7599999904632568
2020-07-14,1.7899999618530273
2020-07-15,2.0399999618530273
2020-07-16,2.049999952316284
2020-07-17,2.0
2020-07-20,1.9900000095367432
2020-07-21,2.140000104904175
2020-07-22,2.240000009536743
2020-07-23,2.059999942779541
2020-07-24,2.059999942779541
2020-07-27,1.75
2020-07-28,1.7699999809265137
2020-07-29,1.75
2020-07-30,1.6699999570846558
2020-07-31,1.7300000190734863
2020-08-03,1.75
2020-08-04,1.809999942779541
2020-08-05,1.7599999904632568
2020-08-06,1.7400000095367432
2020-08-07,1.75
2020-08-10,1.7400000095367432
2020-08-11,1.649999976158142
2020-08-12,1.659999966621399
2020-08-13,1.6699999570846558
2020-08-14,1.600000023841858
2020-08-17,1.5399999618530273
2020-08-18,1.4299999475479126
2020-08-19,1.4800000190734863
2020-08-20,1.4299999475479126
2020-08-21,1.3899999856948853
2020-08-24,1.3200000524520874
2020-08-25,1.3700000047683716
2020-08-26,1.340000033378601
2020-08-27,1.3200000524520874
2020-08-28,1.309999942779541
2020-08-31,1.2899999618530273
2020-09-01,1.25
2020-09-02,1.4299999475479126
2020-09-03,1.3899999856948853
2020-09-04,1.3200000524520874
2020-09-08,1.340000033378601
2020-09-09,1.2699999809265137
2020-09-10,1.2699999809265137
2020-09-11,1.2699999809265137
2020-09-14,1.25
2020-09-15,1.2599999904632568
2020-09-16,1.2699999809265137
2020-09-17,1.2699999809265137
2020-09-18,1.25
2020-09-21,1.2799999713897705
2020-09-22,1.2599999904632568
2020-09-23,1.2300000190734863
2020-09-24,1.2200000286102295
2020-09-25,1.2400000095367432
2020-09-28,1.2599999904632568
2020-09-29,1.2200000286102295
2020-09-30,1.4500000476837158
2020-10-01,1.2999999523162842
2020-10-02,1.2799999713897705
2020-10-05,1.2400000095367432
2020-10-06,1.2599999904632568
2020-10-07,1.2899999618530273
2020-10-08,1.399999976158142
2020-10-09,1.399999976158142
2020-10-12,1.3550000190734863
2020-10-13,1.2899999618530273
2020-10-14,1.2699999809265137
2020-10-15,1.3300000429153442
2020-10-16,1.309999942779541
2020-10-19,1.2799999713897705
2020-10-20,1.2300000190734863
2020-10-21,1.2599999904632568
2020-10-22,1.2200000286102295
2020-10-23,1.2799999713897705
2020-10-26,1.2300000190734863
2020-10-27,1.2300000190734863
2020-10-28,1.1799999475479126
2020-10-29,1.1799999475479126
2020-10-30,1.159999966621399
2020-11-02,1.149999976158142
2020-11-03,1.149999976158142
2020-11-04,1.159999966621399
2020-11-05,1.2000000476837158
2020-11-06,1.2120000123977661
2020-11-09,1.2599999904632568
2020-11-10,1.2100000381469727
2020-11-11,1.25
2020-11-12,1.25
2020-11-13,1.2999999523162842
2020-11-16,1.3600000143051147
2020-11-17,1.3300000429153442
2020-11-18,1.3700000047683716
2020-11-19,1.375
2020-11-20,1.2400000095367432
2020-11-23,1.25
2020-11-24,1.2799999713897705
2020-11-25,1.3600000143051147
2020-11-27,1.3600000143051147
2020-11-30,1.4500000476837158
2020-12-01,1.4800000190734863
2020-12-02,1.3700000047683716
2020-12-03,1.3600000143051147
2020-12-04,1.340000033378601
2020-12-07,1.2599999904632568
2020-12-08,1.2799999713897705
2020-12-09,1.2699999809265137
2020-12-10,1.2699999809265137
2020-12-11,1.2799999713897705
2020-12-14,1.2200000286102295
2020-12-15,1.190000057220459
2020-12-16,1.2200000286102295
2020-12-17,1.2200000286102295
2020-12-18,1.2100000381469727
2020-12-21,1.190000057220459
2020-12-22,1.190000057220459
2020-12-23,1.2200000286102295
2020-12-24,1.2200000286102295
2020-12-28,1.1699999570846558
2020-12-29,1.1299999952316284
2020-12-30,1.159999966621399
2020-12-31,1.1200000047683716
2021-01-04,1.149999976158142
2021-01-05,1.2100000381469727
2021-01-06,1.2300000190734863
2021-01-07,1.2599999904632568
2021-01-08,1.25
2021-01-11,1.340000033378601
2021-01-12,1.3300000429153442
2021-01-13,1.6349999904632568
2021-01-14,1.4800000190734863
2021-01-15,1.440000057220459
2021-01-19,1.4299999475479126
2021-01-20,1.399999976158142
2021-01-21,1.75
2021-01-22,1.7400000095367432
2021-01-25,1.809999942779541
2021-01-26,2.0199999809265137
2021-01-27,1.7000000476837158
2021-01-28,1.659999966621399
2021-01-29,1.5199999809265137
2021-02-01,1.6399999856948853
2021-02-02,1.5800000429153442
2021-02-03,1.809999942779541
2021-02-04,1.7300000190734863
2021-02-05,1.7599999904632568
2021-02-08,1.850000023841858
2021-02-09,2.5899999141693115
2021-02-10,3.119999885559082
2021-02-11,2.940000057220459
2021-02-12,2.740000009536743
2021-02-16,2.690000057220459
2021-02-17,2.5299999713897705
2021-02-18,2.2300000190734863
2021-02-19,2.2899999618530273
2021-02-22,2.390000104904175
2021-02-23,2.009999990463257
2021-02-24,2.109999895095825
2021-02-25,1.8799999952316284
2021-02-26,1.899999976158142
2021-03-01,1.9800000190734863
2021-03-02,1.8799999952316284
2021-03-03,1.7999999523162842
2021-03-04,1.5199999809265137
2021-03-05,1.559999942779541
2021-03-08,1.7699999809265137
2021-03-09,1.7799999713897705
2021-03-10,1.690000057220459
2021-03-11,1.7899999618530273
2021-03-12,1.7999999523162842
2021-03-15,1.9199999570846558
2021-03-16,1.7999999523162842
2021-03-17,1.8799999952316284
2021-03-18,1.9500000476837158
2021-03-19,1.8200000524520874
2021-03-22,1.7100000381469727
2021-03-23,1.5800000429153442
2021-03-24,1.5800000429153442
2021-03-25,1.5700000524520874
2021-03-26,1.5499999523162842
2021-03-29,1.5299999713897705
2021-03-30,1.600000023841858
2021-03-31,1.5700000524520874
2021-04-01,1.559999942779541
2021-04-05,1.6299999952316284
2021-04-06,1.7699999809265137
2021-04-07,1.6299999952316284
2021-04-08,1.659999966621399
2021-04-09,1.590000033378601
2021-04-12,1.3899999856948853
2021-04-13,1.5199999809265137
2021-04-14,1.409999966621399
2021-04-15,1.399999976158142
2021-04-16,1.350000023841858
2021-04-19,1.3799999952316284
2021-04-20,1.340000033378601
2021-04-21,1.3799999952316284
2021-04-22,1.3600000143051147
2021-04-23,1.4500000476837158
2021-04-26,1.5
2021-04-27,1.4900000095367432
2021-04-28,1.5299999713897705
2021-04-29,1.5099999904632568
2021-04-30,1.5
2021-05-03,1.440000057220459
2021-05-04,1.399999976158142
2021-05-05,1.399999976158142
2021-05-06,1.3600000143051147
2021-05-07,1.2999999523162842
2021-05-10,1.25
2021-05-11,1.2100000381469727
2021-05-12,1.2200000286102295
2021-05-13,1.1399999856948853
2021-05-14,1.190000057220459
