,FIBK
2011-04-14,13.279999732971191
2011-04-15,13.319999694824219
2011-04-18,13.369999885559082
2011-04-19,13.300000190734863
2011-04-20,13.399999618530273
2011-04-21,13.399999618530273
2011-04-25,13.289999961853027
2011-04-26,13.1899995803833
2011-04-27,13.260000228881836
2011-04-28,13.390000343322754
2011-04-29,13.680000305175781
2011-05-02,13.569999694824219
2011-05-03,13.699999809265137
2011-05-04,13.369999885559082
2011-05-05,13.399999618530273
2011-05-06,13.15999984741211
2011-05-09,13.270000457763672
2011-05-10,13.640000343322754
2011-05-11,13.260000228881836
2011-05-12,13.449999809265137
2011-05-13,13.34000015258789
2011-05-16,13.199999809265137
2011-05-17,13.289999961853027
2011-05-18,13.8100004196167
2011-05-19,13.680000305175781
2011-05-20,13.40999984741211
2011-05-23,13.25
2011-05-24,13.25
2011-05-25,13.350000381469727
2011-05-26,13.319999694824219
2011-05-27,13.489999771118164
2011-05-31,14.199999809265137
2011-06-01,13.649999618530273
2011-06-02,13.710000038146973
2011-06-03,13.600000381469727
2011-06-06,13.529999732971191
2011-06-07,13.550000190734863
2011-06-08,13.460000038146973
2011-06-09,13.520000457763672
2011-06-10,13.430000305175781
2011-06-13,13.670000076293945
2011-06-14,13.850000381469727
2011-06-15,13.539999961853027
2011-06-16,13.930000305175781
2011-06-17,14.069999694824219
2011-06-20,14.699999809265137
2011-06-21,14.630000114440918
2011-06-22,14.510000228881836
2011-06-23,14.579999923706055
2011-06-24,14.390000343322754
2011-06-27,14.609999656677246
2011-06-28,14.680000305175781
2011-06-29,14.4399995803833
2011-06-30,14.739999771118164
2011-07-01,14.59000015258789
2011-07-05,14.479999542236328
2011-07-06,14.5600004196167
2011-07-07,14.829999923706055
2011-07-08,14.649999618530273
2011-07-11,14.260000228881836
2011-07-12,14.119999885559082
2011-07-13,14.270000457763672
2011-07-14,14.359999656677246
2011-07-15,14.329999923706055
2011-07-18,14.0
2011-07-19,14.140000343322754
2011-07-20,13.920000076293945
2011-07-21,14.220000267028809
2011-07-22,13.729999542236328
2011-07-25,13.760000228881836
2011-07-26,13.720000267028809
2011-07-27,13.279999732971191
2011-07-28,13.119999885559082
2011-07-29,13.380000114440918
2011-08-01,13.470000267028809
2011-08-02,13.359999656677246
2011-08-03,13.539999961853027
2011-08-04,12.949999809265137
2011-08-05,12.329999923706055
2011-08-08,11.960000038146973
2011-08-09,12.039999961853027
2011-08-10,11.779999732971191
2011-08-11,11.899999618530273
2011-08-12,11.619999885559082
2011-08-15,11.84000015258789
2011-08-16,12.029999732971191
2011-08-17,12.170000076293945
2011-08-18,12.050000190734863
2011-08-19,12.170000076293945
2011-08-22,11.850000381469727
2011-08-23,12.510000228881836
2011-08-24,13.420000076293945
2011-08-25,12.239999771118164
2011-08-26,12.039999961853027
2011-08-29,12.380000114440918
2011-08-30,12.300000190734863
2011-08-31,12.1899995803833
2011-09-01,11.600000381469727
2011-09-02,11.100000381469727
2011-09-06,11.359999656677246
2011-09-07,11.600000381469727
2011-09-08,11.289999961853027
2011-09-09,11.069999694824219
2011-09-12,11.220000267028809
2011-09-13,11.260000228881836
2011-09-14,11.579999923706055
2011-09-15,11.65999984741211
2011-09-16,11.520000457763672
2011-09-19,11.100000381469727
2011-09-20,11.0
2011-09-21,10.789999961853027
2011-09-22,10.390000343322754
2011-09-23,10.079999923706055
2011-09-26,10.239999771118164
2011-09-27,11.0600004196167
2011-09-28,10.739999771118164
2011-09-29,11.09000015258789
2011-09-30,10.710000038146973
2011-10-03,9.880000114440918
2011-10-04,11.260000228881836
2011-10-05,10.949999809265137
2011-10-06,10.949999809265137
2011-10-07,10.270000457763672
2011-10-10,11.039999961853027
2011-10-11,11.350000381469727
2011-10-12,11.65999984741211
2011-10-13,11.720000267028809
2011-10-14,11.899999618530273
2011-10-17,11.229999542236328
2011-10-18,11.850000381469727
2011-10-19,11.5600004196167
2011-10-20,12.029999732971191
2011-10-21,12.210000038146973
2011-10-24,12.630000114440918
2011-10-25,12.489999771118164
2011-10-26,12.779999732971191
2011-10-27,13.40999984741211
2011-10-28,13.1899995803833
2011-10-31,12.640000343322754
2011-11-01,11.84000015258789
2011-11-02,12.680000305175781
2011-11-03,12.890000343322754
2011-11-04,12.239999771118164
2011-11-07,12.449999809265137
2011-11-08,12.920000076293945
2011-11-09,12.210000038146973
2011-11-10,12.34000015258789
2011-11-11,12.65999984741211
2011-11-14,12.220000267028809
2011-11-15,12.25
2011-11-16,11.930000305175781
2011-11-17,11.449999809265137
2011-11-18,11.5
2011-11-21,11.149999618530273
2011-11-22,11.109999656677246
2011-11-23,10.819999694824219
2011-11-25,10.699999809265137
2011-11-28,11.460000038146973
2011-11-29,11.369999885559082
2011-11-30,11.779999732971191
2011-12-01,11.850000381469727
2011-12-02,11.970000267028809
2011-12-05,12.40999984741211
2011-12-06,12.510000228881836
2011-12-07,12.569999694824219
2011-12-08,12.039999961853027
2011-12-09,12.479999542236328
2011-12-12,12.359999656677246
2011-12-13,12.119999885559082
2011-12-14,11.819999694824219
2011-12-15,12.09000015258789
2011-12-16,12.149999618530273
2011-12-19,11.770000457763672
2011-12-20,12.4399995803833
2011-12-21,12.579999923706055
2011-12-22,12.850000381469727
2011-12-23,12.819999694824219
2011-12-27,12.84000015258789
2011-12-28,12.75
2011-12-29,12.970000267028809
2011-12-30,13.029999732971191
2012-01-03,13.40999984741211
2012-01-04,13.260000228881836
2012-01-05,13.279999732971191
2012-01-06,13.260000228881836
2012-01-09,13.270000457763672
2012-01-10,13.819999694824219
2012-01-11,13.609999656677246
2012-01-12,13.529999732971191
2012-01-13,13.329999923706055
2012-01-17,13.119999885559082
2012-01-18,13.529999732971191
2012-01-19,13.649999618530273
2012-01-20,13.970000267028809
2012-01-23,13.899999618530273
2012-01-24,13.930000305175781
2012-01-25,13.930000305175781
2012-01-26,13.979999542236328
2012-01-27,13.989999771118164
2012-01-30,13.75
2012-01-31,13.760000228881836
2012-02-01,13.9399995803833
2012-02-02,14.0
2012-02-03,14.34000015258789
2012-02-06,14.0600004196167
2012-02-07,14.25
2012-02-08,14.350000381469727
2012-02-09,14.40999984741211
2012-02-10,14.140000343322754
2012-02-13,14.329999923706055
2012-02-14,14.390000343322754
2012-02-15,13.899999618530273
2012-02-16,14.369999885559082
2012-02-17,14.390000343322754
2012-02-21,14.420000076293945
2012-02-22,14.050000190734863
2012-02-23,14.319999694824219
2012-02-24,14.1899995803833
2012-02-27,13.930000305175781
2012-02-28,13.859999656677246
2012-02-29,13.600000381469727
2012-03-01,13.739999771118164
2012-03-02,13.430000305175781
2012-03-05,13.640000343322754
2012-03-06,13.359999656677246
2012-03-07,13.640000343322754
2012-03-08,13.710000038146973
2012-03-09,14.010000228881836
2012-03-12,14.149999618530273
2012-03-13,14.59000015258789
2012-03-14,14.260000228881836
2012-03-15,14.479999542236328
2012-03-16,14.569999694824219
2012-03-19,14.90999984741211
2012-03-20,14.829999923706055
2012-03-21,14.739999771118164
2012-03-22,14.6899995803833
2012-03-23,14.9399995803833
2012-03-26,15.0
2012-03-27,15.0
2012-03-28,14.850000381469727
2012-03-29,14.880000114440918
2012-03-30,14.619999885559082
2012-04-02,14.5600004196167
2012-04-03,14.9399995803833
2012-04-04,14.399999618530273
2012-04-05,14.260000228881836
2012-04-09,14.069999694824219
2012-04-10,13.850000381469727
2012-04-11,14.050000190734863
2012-04-12,14.130000114440918
2012-04-13,13.520000457763672
2012-04-16,13.550000190734863
2012-04-17,13.729999542236328
2012-04-18,13.470000267028809
2012-04-19,13.600000381469727
2012-04-20,13.949999809265137
2012-04-23,13.850000381469727
2012-04-24,14.079999923706055
2012-04-25,14.489999771118164
2012-04-26,14.649999618530273
2012-04-27,14.8100004196167
2012-04-30,14.09000015258789
2012-05-01,14.0600004196167
2012-05-02,14.039999961853027
2012-05-03,13.90999984741211
2012-05-04,13.600000381469727
2012-05-07,13.680000305175781
2012-05-08,13.869999885559082
2012-05-09,13.859999656677246
2012-05-10,14.079999923706055
2012-05-11,14.319999694824219
2012-05-14,14.050000190734863
2012-05-15,14.069999694824219
2012-05-16,13.880000114440918
2012-05-17,13.649999618530273
2012-05-18,13.579999923706055
2012-05-21,13.779999732971191
2012-05-22,13.600000381469727
2012-05-23,13.75
2012-05-24,13.949999809265137
2012-05-25,13.6899995803833
2012-05-29,13.850000381469727
2012-05-30,13.890000343322754
2012-05-31,13.949999809265137
2012-06-01,13.529999732971191
2012-06-04,13.5600004196167
2012-06-05,13.319999694824219
2012-06-06,13.75
2012-06-07,13.75
2012-06-08,14.109999656677246
2012-06-11,13.930000305175781
2012-06-12,14.149999618530273
2012-06-13,14.050000190734863
2012-06-14,14.260000228881836
2012-06-15,14.180000305175781
2012-06-18,13.920000076293945
2012-06-19,14.25
2012-06-20,14.149999618530273
2012-06-21,14.0
2012-06-22,14.300000190734863
2012-06-25,14.109999656677246
2012-06-26,14.050000190734863
2012-06-27,14.3100004196167
2012-06-28,14.119999885559082
2012-06-29,14.239999771118164
2012-07-02,14.199999809265137
2012-07-03,14.300000190734863
2012-07-05,14.199999809265137
2012-07-06,14.149999618530273
2012-07-09,14.15999984741211
2012-07-10,13.989999771118164
2012-07-11,14.109999656677246
2012-07-12,14.3100004196167
2012-07-13,14.979999542236328
2012-07-16,14.449999809265137
2012-07-17,14.640000343322754
2012-07-18,14.430000305175781
2012-07-19,14.010000228881836
2012-07-20,14.020000457763672
2012-07-23,13.539999961853027
2012-07-24,13.869999885559082
2012-07-25,13.949999809265137
2012-07-26,14.149999618530273
2012-07-27,14.59000015258789
2012-07-30,14.239999771118164
2012-07-31,14.40999984741211
2012-08-01,14.119999885559082
2012-08-02,13.880000114440918
2012-08-03,14.149999618530273
2012-08-06,14.229999542236328
2012-08-07,14.350000381469727
2012-08-08,14.3100004196167
2012-08-09,14.130000114440918
2012-08-10,14.010000228881836
2012-08-13,14.039999961853027
2012-08-14,14.0
2012-08-15,14.050000190734863
2012-08-16,14.0
2012-08-17,13.949999809265137
2012-08-20,14.100000381469727
2012-08-21,14.100000381469727
2012-08-22,14.220000267028809
2012-08-23,14.119999885559082
2012-08-24,14.210000038146973
2012-08-27,14.170000076293945
2012-08-28,14.350000381469727
2012-08-29,14.430000305175781
2012-08-30,14.359999656677246
2012-08-31,14.300000190734863
2012-09-04,14.4399995803833
2012-09-05,14.449999809265137
2012-09-06,14.5
2012-09-07,14.579999923706055
2012-09-10,14.739999771118164
2012-09-11,14.779999732971191
2012-09-12,14.949999809265137
2012-09-13,15.0
2012-09-14,14.970000267028809
2012-09-17,15.079999923706055
2012-09-18,14.930000305175781
2012-09-19,15.180000305175781
2012-09-20,15.420000076293945
2012-09-21,15.229999542236328
2012-09-24,15.489999771118164
2012-09-25,15.369999885559082
2012-09-26,15.300000190734863
2012-09-27,15.1899995803833
2012-09-28,14.960000038146973
2012-10-01,15.140000343322754
2012-10-02,15.210000038146973
2012-10-03,15.579999923706055
2012-10-04,15.489999771118164
2012-10-05,15.640000343322754
2012-10-08,15.369999885559082
2012-10-09,15.1899995803833
2012-10-10,15.15999984741211
2012-10-11,15.279999732971191
2012-10-12,14.930000305175781
2012-10-15,14.970000267028809
2012-10-16,14.979999542236328
2012-10-17,15.199999809265137
2012-10-18,14.789999961853027
2012-10-19,14.670000076293945
2012-10-22,14.84000015258789
2012-10-23,15.069999694824219
2012-10-24,15.0600004196167
2012-10-25,15.350000381469727
2012-10-26,14.970000267028809
2012-10-31,15.029999732971191
2012-11-01,15.140000343322754
2012-11-02,14.949999809265137
2012-11-05,15.020000457763672
2012-11-06,15.199999809265137
2012-11-07,14.0600004196167
2012-11-08,14.100000381469727
2012-11-09,14.40999984741211
2012-11-12,14.319999694824219
2012-11-13,14.109999656677246
2012-11-14,14.0
2012-11-15,13.520000457763672
2012-11-16,13.800000190734863
2012-11-19,14.350000381469727
2012-11-20,14.40999984741211
2012-11-21,14.600000381469727
2012-11-23,14.729999542236328
2012-11-26,14.819999694824219
2012-11-27,14.630000114440918
2012-11-28,14.670000076293945
2012-11-29,15.0600004196167
2012-11-30,15.279999732971191
2012-12-03,15.229999542236328
2012-12-04,15.180000305175781
2012-12-05,15.149999618530273
2012-12-06,15.15999984741211
2012-12-07,15.420000076293945
2012-12-10,14.729999542236328
2012-12-11,15.279999732971191
2012-12-12,15.119999885559082
2012-12-13,15.130000114440918
2012-12-14,15.0600004196167
2012-12-17,15.270000457763672
2012-12-18,15.300000190734863
2012-12-19,15.229999542236328
2012-12-20,15.279999732971191
2012-12-21,15.289999961853027
2012-12-24,15.25
2012-12-26,15.010000228881836
2012-12-27,15.229999542236328
2012-12-28,15.09000015258789
2012-12-31,15.430000305175781
2013-01-02,15.75
2013-01-03,15.800000190734863
2013-01-04,15.859999656677246
2013-01-07,15.819999694824219
2013-01-08,15.6899995803833
2013-01-09,15.899999618530273
2013-01-10,15.859999656677246
2013-01-11,15.84000015258789
2013-01-14,15.84000015258789
2013-01-15,15.770000457763672
2013-01-16,15.829999923706055
2013-01-17,16.0
2013-01-18,16.049999237060547
2013-01-22,16.209999084472656
2013-01-23,16.09000015258789
2013-01-24,16.06999969482422
2013-01-25,16.06999969482422
2013-01-28,16.479999542236328
2013-01-29,16.829999923706055
2013-01-30,16.969999313354492
2013-01-31,17.229999542236328
2013-02-01,17.59000015258789
2013-02-04,17.450000762939453
2013-02-05,17.43000030517578
2013-02-06,17.440000534057617
2013-02-07,17.270000457763672
2013-02-08,17.139999389648438
2013-02-11,17.299999237060547
2013-02-12,17.329999923706055
2013-02-13,17.299999237060547
2013-02-14,17.219999313354492
2013-02-15,17.530000686645508
2013-02-19,17.530000686645508
2013-02-20,17.260000228881836
2013-02-21,17.530000686645508
2013-02-22,17.899999618530273
2013-02-25,17.579999923706055
2013-02-26,17.969999313354492
2013-02-27,17.8799991607666
2013-02-28,18.270000457763672
2013-03-01,17.950000762939453
2013-03-04,18.510000228881836
2013-03-05,18.440000534057617
2013-03-06,18.790000915527344
2013-03-07,18.649999618530273
2013-03-08,18.760000228881836
2013-03-11,18.559999465942383
2013-03-12,18.729999542236328
2013-03-13,18.68000030517578
2013-03-14,19.15999984741211
2013-03-15,19.34000015258789
2013-03-18,19.18000030517578
2013-03-19,18.989999771118164
2013-03-20,19.100000381469727
2013-03-21,19.010000228881836
2013-03-22,19.09000015258789
2013-03-25,19.329999923706055
2013-03-26,19.25
2013-03-27,18.90999984741211
2013-03-28,18.809999465942383
2013-04-01,18.760000228881836
2013-04-02,18.940000534057617
2013-04-03,18.600000381469727
2013-04-04,18.31999969482422
2013-04-05,18.34000015258789
2013-04-08,18.43000030517578
2013-04-09,18.600000381469727
2013-04-10,19.25
2013-04-11,18.850000381469727
2013-04-12,18.43000030517578
2013-04-15,18.0
2013-04-16,18.6200008392334
2013-04-17,18.510000228881836
2013-04-18,18.469999313354492
2013-04-19,18.559999465942383
2013-04-22,18.209999084472656
2013-04-23,18.889999389648438
2013-04-24,19.209999084472656
2013-04-25,19.229999542236328
2013-04-26,19.190000534057617
2013-04-29,19.530000686645508
2013-04-30,20.31999969482422
2013-05-01,19.700000762939453
2013-05-02,19.68000030517578
2013-05-03,19.59000015258789
2013-05-06,19.90999984741211
2013-05-07,20.229999542236328
2013-05-08,20.450000762939453
2013-05-09,20.440000534057617
2013-05-10,20.420000076293945
2013-05-13,20.200000762939453
2013-05-14,20.190000534057617
2013-05-15,20.59000015258789
2013-05-16,20.6299991607666
2013-05-17,20.6200008392334
2013-05-20,20.809999465942383
2013-05-21,20.81999969482422
2013-05-22,20.709999084472656
2013-05-23,20.729999542236328
2013-05-24,20.799999237060547
2013-05-28,20.610000610351562
2013-05-29,20.200000762939453
2013-05-30,20.06999969482422
2013-05-31,19.790000915527344
2013-06-03,19.979999542236328
2013-06-04,19.719999313354492
2013-06-05,19.739999771118164
2013-06-06,20.059999465942383
2013-06-07,20.31999969482422
2013-06-10,20.510000228881836
2013-06-11,20.610000610351562
2013-06-12,20.420000076293945
2013-06-13,20.479999542236328
2013-06-14,20.110000610351562
2013-06-17,20.15999984741211
2013-06-18,20.260000228881836
2013-06-19,20.09000015258789
2013-06-20,19.90999984741211
2013-06-21,19.93000030517578
2013-06-24,19.809999465942383
2013-06-25,20.079999923706055
2013-06-26,20.1299991607666
2013-06-27,20.510000228881836
2013-06-28,20.729999542236328
2013-07-01,20.719999313354492
2013-07-02,21.059999465942383
2013-07-03,21.280000686645508
2013-07-05,21.670000076293945
2013-07-08,21.690000534057617
2013-07-09,21.540000915527344
2013-07-10,21.950000762939453
2013-07-11,21.729999542236328
2013-07-12,21.6200008392334
2013-07-15,22.239999771118164
2013-07-16,22.3799991607666
2013-07-17,22.399999618530273
2013-07-18,22.799999237060547
2013-07-19,22.90999984741211
2013-07-22,23.030000686645508
2013-07-23,23.700000762939453
2013-07-24,23.979999542236328
2013-07-25,24.25
2013-07-26,24.190000534057617
2013-07-29,23.93000030517578
2013-07-30,23.84000015258789
2013-07-31,23.56999969482422
2013-08-01,23.950000762939453
2013-08-02,24.270000457763672
2013-08-05,24.219999313354492
2013-08-06,23.6299991607666
2013-08-07,23.399999618530273
2013-08-08,23.600000381469727
2013-08-09,23.479999542236328
2013-08-12,23.739999771118164
2013-08-13,23.809999465942383
2013-08-14,23.719999313354492
2013-08-15,23.31999969482422
2013-08-16,23.549999237060547
2013-08-19,23.3799991607666
2013-08-20,23.81999969482422
2013-08-21,23.739999771118164
2013-08-22,23.989999771118164
2013-08-23,23.68000030517578
2013-08-26,23.440000534057617
2013-08-27,22.700000762939453
2013-08-28,22.81999969482422
2013-08-29,22.90999984741211
2013-08-30,22.729999542236328
2013-09-03,23.100000381469727
2013-09-04,23.34000015258789
2013-09-05,23.579999923706055
2013-09-06,23.739999771118164
2013-09-09,23.8799991607666
2013-09-10,24.489999771118164
2013-09-11,24.459999084472656
2013-09-12,24.3700008392334
2013-09-13,24.260000228881836
2013-09-16,24.170000076293945
2013-09-17,24.68000030517578
2013-09-18,24.809999465942383
2013-09-19,24.450000762939453
2013-09-20,24.690000534057617
2013-09-23,24.75
2013-09-24,24.670000076293945
2013-09-25,24.59000015258789
2013-09-26,24.3799991607666
2013-09-27,24.309999465942383
2013-09-30,24.149999618530273
2013-10-01,24.15999984741211
2013-10-02,23.739999771118164
2013-10-03,23.6299991607666
2013-10-04,23.829999923706055
2013-10-07,23.5
2013-10-08,23.25
2013-10-09,23.260000228881836
2013-10-10,23.459999084472656
2013-10-11,24.200000762939453
2013-10-14,24.200000762939453
2013-10-15,24.040000915527344
2013-10-16,24.229999542236328
2013-10-17,24.510000228881836
2013-10-18,24.649999618530273
2013-10-21,24.90999984741211
2013-10-22,25.209999084472656
2013-10-23,25.520000457763672
2013-10-24,25.799999237060547
2013-10-25,25.399999618530273
2013-10-28,25.34000015258789
2013-10-29,25.389999389648438
2013-10-30,24.989999771118164
2013-10-31,25.110000610351562
2013-11-01,24.3700008392334
2013-11-04,24.579999923706055
2013-11-05,24.3799991607666
2013-11-06,24.5
2013-11-07,24.239999771118164
2013-11-08,25.06999969482422
2013-11-11,24.969999313354492
2013-11-12,25.329999923706055
2013-11-13,25.510000228881836
2013-11-14,26.06999969482422
2013-11-15,25.829999923706055
2013-11-18,25.969999313354492
2013-11-19,26.0
2013-11-20,25.940000534057617
2013-11-21,26.579999923706055
2013-11-22,26.639999389648438
2013-11-25,27.049999237060547
2013-11-26,27.809999465942383
2013-11-27,27.8700008392334
2013-11-29,28.0
2013-12-02,26.950000762939453
2013-12-03,26.8700008392334
2013-12-04,26.700000762939453
2013-12-05,26.530000686645508
2013-12-06,27.739999771118164
2013-12-09,27.489999771118164
2013-12-10,27.270000457763672
2013-12-11,27.0
2013-12-12,27.100000381469727
2013-12-13,27.030000686645508
2013-12-16,27.520000457763672
2013-12-17,26.889999389648438
2013-12-18,27.469999313354492
2013-12-19,27.049999237060547
2013-12-20,28.149999618530273
2013-12-23,28.989999771118164
2013-12-24,29.209999084472656
2013-12-26,28.959999084472656
