,FREQ
2020-04-13,15.119999885559082
2020-04-14,15.8100004196167
2020-04-15,15.199999809265137
2020-04-16,15.100000381469727
2020-04-17,16.0
2020-04-20,15.25
2020-04-21,14.649999618530273
2020-04-22,15.100000381469727
2020-04-23,15.869999885559082
2020-04-24,16.3799991607666
2020-04-27,15.479999542236328
2020-04-28,16.68000030517578
2020-04-29,17.049999237060547
2020-04-30,15.90999984741211
2020-05-01,15.470000267028809
2020-05-04,15.350000381469727
2020-05-05,16.0
2020-05-06,16.18000030517578
2020-05-07,17.520000457763672
2020-05-08,18.040000915527344
2020-05-11,18.260000228881836
2020-05-12,16.610000610351562
2020-05-13,17.18000030517578
2020-05-14,16.989999771118164
2020-05-15,19.469999313354492
2020-05-18,19.0
2020-05-19,18.059999465942383
2020-05-20,19.399999618530273
2020-05-21,19.25
2020-05-22,19.719999313354492
2020-05-26,17.3700008392334
2020-05-27,18.1299991607666
2020-05-28,18.100000381469727
2020-05-29,18.559999465942383
2020-06-01,17.540000915527344
2020-06-02,18.639999389648438
2020-06-03,18.459999084472656
2020-06-04,18.81999969482422
2020-06-05,18.799999237060547
2020-06-08,19.260000228881836
2020-06-09,19.8799991607666
2020-06-10,19.809999465942383
2020-06-11,18.6299991607666
2020-06-12,19.93000030517578
2020-06-15,20.049999237060547
2020-06-16,20.549999237060547
2020-06-17,20.799999237060547
2020-06-18,22.299999237060547
2020-06-19,22.920000076293945
2020-06-22,23.190000534057617
2020-06-23,22.809999465942383
2020-06-24,22.559999465942383
2020-06-25,24.899999618530273
2020-06-26,22.950000762939453
2020-06-29,21.290000915527344
2020-06-30,23.25
2020-07-01,22.559999465942383
2020-07-02,22.649999618530273
2020-07-06,22.020000457763672
2020-07-07,22.43000030517578
2020-07-08,22.950000762939453
2020-07-09,22.959999084472656
2020-07-10,22.979999542236328
2020-07-13,20.540000915527344
2020-07-14,21.760000228881836
2020-07-15,22.649999618530273
2020-07-16,21.469999313354492
2020-07-17,21.530000686645508
2020-07-20,21.670000076293945
2020-07-21,21.5
2020-07-22,21.549999237060547
2020-07-23,22.780000686645508
2020-07-24,22.479999542236328
2020-07-27,21.920000076293945
2020-07-28,22.0
2020-07-29,21.6299991607666
2020-07-30,22.020000457763672
2020-07-31,21.139999389648438
2020-08-03,21.709999084472656
2020-08-04,21.709999084472656
2020-08-05,21.579999923706055
2020-08-06,21.219999313354492
2020-08-07,21.709999084472656
2020-08-10,22.579999923706055
2020-08-11,23.579999923706055
2020-08-12,23.190000534057617
2020-08-13,21.920000076293945
2020-08-14,21.8799991607666
2020-08-17,22.600000381469727
2020-08-18,22.979999542236328
2020-08-19,22.90999984741211
2020-08-20,22.989999771118164
2020-08-21,22.770000457763672
2020-08-24,20.18000030517578
2020-08-25,20.059999465942383
2020-08-26,20.15999984741211
2020-08-27,19.989999771118164
2020-08-28,19.649999618530273
2020-08-31,19.34000015258789
2020-09-01,18.079999923706055
2020-09-02,18.989999771118164
2020-09-03,18.149999618530273
2020-09-04,17.760000228881836
2020-09-08,17.899999618530273
2020-09-09,18.700000762939453
2020-09-10,18.6299991607666
2020-09-11,18.90999984741211
2020-09-14,22.43000030517578
2020-09-15,22.5
2020-09-16,24.3700008392334
2020-09-17,24.829999923706055
2020-09-18,24.959999084472656
2020-09-21,24.270000457763672
2020-09-22,22.469999313354492
2020-09-23,20.3700008392334
2020-09-24,21.399999618530273
2020-09-25,20.5
2020-09-28,19.8700008392334
2020-09-29,19.760000228881836
2020-09-30,19.209999084472656
2020-10-01,19.8799991607666
2020-10-02,18.649999618530273
2020-10-05,20.270000457763672
2020-10-06,19.969999313354492
2020-10-07,21.540000915527344
2020-10-08,21.459999084472656
2020-10-09,21.260000228881836
2020-10-12,21.780000686645508
2020-10-13,21.770000457763672
2020-10-14,20.81999969482422
2020-10-15,20.25
2020-10-16,22.09000015258789
2020-10-19,21.219999313354492
2020-10-20,20.65999984741211
2020-10-21,21.06999969482422
2020-10-22,21.899999618530273
2020-10-23,21.969999313354492
2020-10-26,22.31999969482422
2020-10-27,22.469999313354492
2020-10-28,21.920000076293945
2020-10-29,21.459999084472656
2020-10-30,21.8799991607666
2020-11-02,21.110000610351562
2020-11-03,22.0
2020-11-04,22.450000762939453
2020-11-05,23.0
2020-11-06,23.290000915527344
2020-11-09,23.700000762939453
2020-11-10,23.93000030517578
2020-11-11,24.780000686645508
2020-11-12,24.889999389648438
2020-11-13,25.049999237060547
2020-11-16,23.450000762939453
2020-11-17,22.780000686645508
2020-11-18,24.270000457763672
2020-11-19,24.149999618530273
2020-11-20,26.200000762939453
2020-11-23,27.260000228881836
2020-11-24,25.969999313354492
2020-11-25,26.049999237060547
2020-11-27,28.719999313354492
2020-11-30,28.700000762939453
2020-12-01,28.1299991607666
2020-12-02,27.299999237060547
2020-12-03,27.420000076293945
2020-12-04,28.850000381469727
2020-12-07,29.8700008392334
2020-12-08,31.299999237060547
2020-12-09,33.04999923706055
2020-12-10,32.2599983215332
2020-12-11,34.09000015258789
2020-12-14,36.689998626708984
2020-12-15,37.9900016784668
2020-12-16,40.0
2020-12-17,39.70000076293945
2020-12-18,32.13999938964844
2020-12-21,31.65999984741211
2020-12-22,32.630001068115234
2020-12-23,32.83000183105469
2020-12-24,33.720001220703125
2020-12-28,33.720001220703125
2020-12-29,35.380001068115234
2020-12-30,37.290000915527344
2020-12-31,35.2599983215332
2021-01-04,33.54999923706055
2021-01-05,33.43000030517578
2021-01-06,38.47999954223633
2021-01-07,36.56999969482422
2021-01-08,36.04999923706055
2021-01-11,34.7599983215332
2021-01-12,35.720001220703125
2021-01-13,34.52000045776367
2021-01-14,36.7599983215332
2021-01-15,35.849998474121094
2021-01-19,38.38999938964844
2021-01-20,37.779998779296875
2021-01-21,35.79999923706055
2021-01-22,38.72999954223633
2021-01-25,37.83000183105469
2021-01-26,37.15999984741211
2021-01-27,38.470001220703125
2021-01-28,40.5
2021-01-29,38.9900016784668
2021-02-01,44.709999084472656
2021-02-02,47.459999084472656
2021-02-03,48.0
2021-02-04,49.9900016784668
2021-02-05,50.459999084472656
2021-02-08,54.619998931884766
2021-02-09,50.040000915527344
2021-02-10,51.18000030517578
2021-02-11,53.060001373291016
2021-02-12,54.869998931884766
2021-02-16,53.2400016784668
2021-02-17,54.09000015258789
2021-02-18,53.88999938964844
2021-02-19,55.0099983215332
2021-02-22,52.09000015258789
2021-02-23,48.529998779296875
2021-02-24,52.380001068115234
2021-02-25,49.56999969482422
2021-02-26,49.209999084472656
2021-03-01,48.0
2021-03-02,47.20000076293945
2021-03-03,45.2400016784668
2021-03-04,41.689998626708984
2021-03-05,37.380001068115234
2021-03-08,35.04999923706055
2021-03-09,37.439998626708984
2021-03-10,37.70000076293945
2021-03-11,40.119998931884766
2021-03-12,41.18000030517578
2021-03-15,40.97999954223633
2021-03-16,40.5099983215332
2021-03-17,39.93000030517578
2021-03-18,35.099998474121094
2021-03-19,34.25
2021-03-22,36.290000915527344
2021-03-23,7.989999771118164
2021-03-24,8.619999885559082
2021-03-25,9.100000381469727
2021-03-26,8.680000305175781
2021-03-29,8.149999618530273
2021-03-30,8.510000228881836
2021-03-31,9.5
2021-04-01,9.390000343322754
2021-04-05,9.619999885559082
2021-04-06,10.0649995803833
2021-04-07,10.989999771118164
2021-04-08,10.739999771118164
2021-04-09,10.84000015258789
2021-04-12,9.489999771118164
2021-04-13,10.170000076293945
2021-04-14,10.029999732971191
2021-04-15,9.800000190734863
2021-04-16,9.59000015258789
2021-04-19,9.420000076293945
2021-04-20,9.539999961853027
2021-04-21,9.760000228881836
2021-04-22,10.119999885559082
2021-04-23,10.170000076293945
2021-04-26,10.430000305175781
2021-04-27,10.444999694824219
2021-04-28,11.0
2021-04-29,11.170000076293945
2021-04-30,11.609999656677246
2021-05-03,11.109999656677246
2021-05-04,10.59000015258789
2021-05-05,10.510000228881836
2021-05-06,10.239999771118164
2021-05-07,10.399999618530273
2021-05-10,10.239999771118164
2021-05-11,10.40999984741211
2021-05-12,10.100000381469727
2021-05-13,8.050000190734863
2021-05-14,8.65999984741211
