,FREQ
2019-10-03,13.699999809265137
2019-10-04,13.489999771118164
2019-10-07,14.0
2019-10-08,13.739999771118164
2019-10-09,13.300000190734863
2019-10-10,12.670000076293945
2019-10-11,12.989999771118164
2019-10-14,13.350000381469727
2019-10-15,12.979999542236328
2019-10-16,13.119999885559082
2019-10-17,13.0
2019-10-18,13.100000381469727
2019-10-21,13.270000457763672
2019-10-22,13.729999542236328
2019-10-23,13.949999809265137
2019-10-24,14.050000190734863
2019-10-25,14.050000190734863
2019-10-28,14.270000457763672
2019-10-29,14.34000015258789
2019-10-30,13.800000190734863
2019-10-31,14.399999618530273
2019-11-01,15.574999809265137
2019-11-04,15.90999984741211
2019-11-05,15.729999542236328
2019-11-06,15.760000228881836
2019-11-07,15.760000228881836
2019-11-08,15.199999809265137
2019-11-11,15.079999923706055
2019-11-12,14.880000114440918
2019-11-13,15.1899995803833
2019-11-14,15.369999885559082
2019-11-15,15.739999771118164
2019-11-18,16.5
2019-11-19,16.81999969482422
2019-11-20,16.15999984741211
2019-11-21,16.34000015258789
2019-11-22,16.299999237060547
2019-11-25,16.25
2019-11-26,16.469999313354492
2019-11-27,16.15999984741211
2019-11-29,16.700000762939453
2019-12-02,16.93000030517578
2019-12-03,15.739999771118164
2019-12-04,15.5600004196167
2019-12-05,15.239999771118164
2019-12-06,15.4399995803833
2019-12-09,15.699999809265137
2019-12-10,15.880000114440918
2019-12-11,16.790000915527344
2019-12-12,18.729999542236328
2019-12-13,18.479999542236328
2019-12-16,17.920000076293945
2019-12-17,17.25
2019-12-18,17.540000915527344
2019-12-19,18.170000076293945
2019-12-20,17.309999465942383
2019-12-23,18.030000686645508
2019-12-24,18.170000076293945
2019-12-26,18.6200008392334
2019-12-27,18.34000015258789
2019-12-30,17.950000762939453
2019-12-31,17.530000686645508
2020-01-02,17.219999313354492
2020-01-03,16.670000076293945
2020-01-06,17.219999313354492
2020-01-07,17.239999771118164
2020-01-08,18.219999313354492
2020-01-09,18.139999389648438
2020-01-10,18.420000076293945
2020-01-13,20.190000534057617
2020-01-14,21.81999969482422
2020-01-15,23.049999237060547
2020-01-16,25.15999984741211
2020-01-17,24.760000228881836
2020-01-21,26.0
2020-01-22,24.969999313354492
2020-01-23,23.1299991607666
2020-01-24,22.309999465942383
2020-01-27,22.1200008392334
2020-01-28,22.8700008392334
2020-01-29,22.479999542236328
2020-01-30,23.65999984741211
2020-01-31,23.90999984741211
2020-02-03,26.639999389648438
2020-02-04,26.75
2020-02-05,27.549999237060547
2020-02-06,24.93000030517578
2020-02-07,26.190000534057617
2020-02-10,25.299999237060547
2020-02-11,25.510000228881836
2020-02-12,25.049999237060547
2020-02-13,24.59000015258789
2020-02-14,24.149999618530273
2020-02-18,24.040000915527344
2020-02-19,23.68000030517578
2020-02-20,23.31999969482422
2020-02-21,24.59000015258789
2020-02-24,23.40999984741211
2020-02-25,22.829999923706055
2020-02-26,23.549999237060547
2020-02-27,21.700000762939453
2020-02-28,21.65999984741211
2020-03-02,21.200000762939453
2020-03-03,20.329999923706055
2020-03-04,21.809999465942383
2020-03-05,20.100000381469727
2020-03-06,20.68000030517578
2020-03-09,19.010000228881836
2020-03-10,18.93000030517578
2020-03-11,18.510000228881836
2020-03-12,16.729999542236328
2020-03-13,17.510000228881836
2020-03-16,16.360000610351562
2020-03-17,20.239999771118164
2020-03-18,17.8700008392334
2020-03-19,19.170000076293945
2020-03-20,19.850000381469727
2020-03-23,17.739999771118164
2020-03-24,17.170000076293945
2020-03-25,19.600000381469727
2020-03-26,21.93000030517578
2020-03-27,19.780000686645508
2020-03-30,21.1299991607666
2020-03-31,17.809999465942383
2020-04-01,14.949999809265137
2020-04-02,15.319999694824219
2020-04-03,15.220000267028809
2020-04-06,15.729999542236328
2020-04-07,15.289999961853027
2020-04-08,15.100000381469727
2020-04-09,15.020000457763672
