,BTBT
2019-08-30,0.5720000267028809
2019-09-03,0.5149999856948853
2019-09-04,0.5199999809265137
2019-09-05,0.515999972820282
2019-09-06,0.45500001311302185
2019-09-09,0.49000000953674316
2019-09-10,0.5
2019-09-11,0.5270000100135803
2019-09-12,0.550000011920929
2019-09-13,0.5400000214576721
2019-09-16,0.5440000295639038
2019-09-17,0.5989999771118164
2019-09-18,0.5580000281333923
2019-09-19,0.5199999809265137
2019-09-20,0.5400000214576721
2019-09-23,0.5400000214576721
2019-09-24,0.5239999890327454
2019-09-25,0.4749999940395355
2019-09-26,0.503000020980835
2019-09-27,0.4819999933242798
2019-09-30,0.49399998784065247
2019-10-01,0.5049999952316284
2019-10-02,0.4699999988079071
2019-10-03,0.45100000500679016
2019-10-04,0.4690000116825104
2019-10-07,0.45399999618530273
2019-10-08,0.4699999988079071
2019-10-09,0.4399999976158142
2019-10-10,0.41999998688697815
2019-10-11,0.4410000145435333
2019-10-14,0.4580000042915344
2019-10-15,0.699999988079071
2019-10-16,0.4790000021457672
2019-10-17,0.44999998807907104
2019-10-18,0.46299999952316284
2019-10-21,0.47099998593330383
2019-10-22,0.4569999873638153
2019-10-23,0.47600001096725464
2019-10-24,0.48399999737739563
2019-10-25,0.48100000619888306
2019-10-28,0.4699999988079071
2019-10-29,0.45100000500679016
2019-10-30,0.43299999833106995
2019-10-31,0.4429999887943268
2019-11-01,0.41200000047683716
2019-11-04,0.4000000059604645
2019-11-05,0.4000000059604645
2019-11-06,0.4000000059604645
2019-11-07,0.4000000059604645
2019-11-08,0.4000000059604645
2019-11-11,0.4000000059604645
2019-11-12,0.4000000059604645
2019-11-13,0.4000000059604645
2019-11-14,0.4000000059604645
2019-11-15,0.4000000059604645
2019-11-18,0.4000000059604645
2019-11-19,0.4000000059604645
2019-11-20,0.4000000059604645
2019-11-21,0.4000000059604645
2019-11-22,0.4000000059604645
2019-11-25,0.4000000059604645
2019-11-26,0.4000000059604645
2019-11-27,0.4000000059604645
2019-11-29,0.4000000059604645
2019-12-02,0.4000000059604645
2019-12-03,0.4000000059604645
2019-12-04,0.4000000059604645
2019-12-05,0.4000000059604645
2019-12-06,0.4000000059604645
2019-12-09,0.4000000059604645
2019-12-10,0.4000000059604645
2019-12-11,0.4000000059604645
2019-12-12,0.4000000059604645
2019-12-13,0.4000000059604645
2019-12-16,0.4000000059604645
2019-12-17,0.4000000059604645
2019-12-18,0.4000000059604645
2019-12-19,0.4000000059604645
2019-12-20,0.4000000059604645
2019-12-23,0.4000000059604645
2019-12-24,0.4000000059604645
2019-12-26,0.4000000059604645
2019-12-27,0.4000000059604645
2019-12-30,0.4000000059604645
2019-12-31,0.4000000059604645
2020-01-02,0.4000000059604645
2020-01-03,0.4000000059604645
2020-01-06,0.4000000059604645
2020-01-07,0.4000000059604645
2020-01-08,0.4000000059604645
2020-01-09,0.4000000059604645
2020-01-10,0.4000000059604645
2020-01-13,0.4000000059604645
2020-01-14,0.4000000059604645
2020-01-15,0.4000000059604645
2020-01-16,0.4000000059604645
2020-01-17,0.4000000059604645
2020-01-21,0.4000000059604645
2020-01-22,0.4000000059604645
2020-01-23,0.4000000059604645
2020-01-24,0.4000000059604645
2020-01-27,0.4000000059604645
2020-01-28,0.4000000059604645
2020-01-29,0.4000000059604645
2020-01-30,0.4000000059604645
2020-01-31,0.4000000059604645
2020-02-03,0.4000000059604645
2020-02-04,0.4000000059604645
2020-02-05,0.4000000059604645
2020-02-06,0.4000000059604645
2020-02-07,0.4000000059604645
2020-02-10,0.4000000059604645
2020-02-11,0.4000000059604645
2020-02-12,0.4000000059604645
2020-02-13,0.4000000059604645
2020-02-14,0.4000000059604645
2020-02-18,0.4000000059604645
2020-02-19,0.4000000059604645
2020-02-20,0.4000000059604645
2020-02-21,0.4000000059604645
2020-02-24,0.4000000059604645
2020-02-25,0.4000000059604645
2020-02-26,0.4000000059604645
2020-02-27,0.4000000059604645
2020-02-28,0.4000000059604645
2020-03-02,0.4000000059604645
2020-03-03,0.4000000059604645
2020-03-04,0.4000000059604645
2020-03-05,0.4000000059604645
2020-03-06,0.4000000059604645
2020-03-09,0.4000000059604645
2020-03-10,0.4000000059604645
2020-03-11,0.4000000059604645
2020-03-12,0.4000000059604645
2020-03-13,0.4000000059604645
2020-03-16,0.4000000059604645
2020-03-17,0.4000000059604645
2020-03-18,0.4000000059604645
2020-03-19,0.4000000059604645
2020-03-20,0.4000000059604645
2020-03-23,0.4000000059604645
2020-03-24,0.4000000059604645
2020-03-25,0.33000001311302185
2020-03-26,0.4399999976158142
2020-03-27,0.46000000834465027
2020-03-30,0.41999998688697815
2020-03-31,0.550000011920929
2020-04-01,0.4779999852180481
2020-04-02,0.5199999809265137
2020-04-03,0.5299999713897705
2020-04-06,0.6899999976158142
2020-04-07,0.9399999976158142
2020-04-08,0.8799999952316284
2020-04-09,0.8809999823570251
2020-04-13,0.8199999928474426
2020-04-14,1.090000033378601
2020-04-15,1.5399999618530273
2020-04-16,1.9500000476837158
2020-04-17,2.549999952316284
2020-04-20,2.450000047683716
2020-04-21,2.200000047683716
2020-04-22,2.4000000953674316
2020-04-23,2.2799999713897705
2020-04-24,1.5299999713897705
2020-04-27,1.690000057220459
2020-04-28,1.5800000429153442
2020-04-29,1.5800000429153442
2020-04-30,1.4800000190734863
2020-05-01,1.4600000381469727
2020-05-04,1.4600000381469727
2020-05-05,1.440000057220459
2020-05-06,1.3700000047683716
2020-05-07,1.440000057220459
2020-05-08,1.5199999809265137
2020-05-11,1.5
2020-05-12,1.4199999570846558
2020-05-13,1.2000000476837158
2020-05-14,1.1299999952316284
2020-05-15,1.1160000562667847
2020-05-18,1.0299999713897705
2020-05-19,0.859000027179718
2020-05-20,0.8700000047683716
2020-05-21,0.7900000214576721
2020-05-22,0.8009999990463257
2020-05-26,0.8899999856948853
2020-05-27,0.9900000095367432
2020-05-28,0.9990000128746033
2020-05-29,0.9549999833106995
2020-06-01,0.9900000095367432
2020-06-02,1.090000033378601
2020-06-03,1.1399999856948853
2020-06-04,1.3899999856948853
2020-06-05,1.6100000143051147
2020-06-08,1.6100000143051147
2020-06-09,1.840000033378601
2020-06-10,1.6679999828338623
2020-06-11,1.649999976158142
2020-06-12,1.6399999856948853
2020-06-15,1.7000000476837158
2020-06-16,1.649999976158142
2020-06-17,1.5700000524520874
2020-06-18,1.590000033378601
2020-06-19,1.6100000143051147
2020-06-22,1.559999942779541
2020-06-23,1.3799999952316284
2020-06-24,1.2300000190734863
2020-06-25,1.2599999904632568
2020-06-26,1.2300000190734863
2020-06-29,1.2799999713897705
2020-06-30,1.2899999618530273
2020-07-01,1.2999999523162842
2020-07-02,1.3300000429153442
2020-07-06,1.309999942779541
2020-07-07,1.2899999618530273
2020-07-08,1.5
2020-07-09,2.4049999713897705
2020-07-10,1.8200000524520874
2020-07-13,1.7400000095367432
2020-07-14,1.7599999904632568
2020-07-15,1.9900000095367432
2020-07-16,1.9500000476837158
2020-07-17,1.940000057220459
2020-07-20,1.8700000047683716
2020-07-21,2.0
2020-07-22,1.8899999856948853
2020-07-23,1.909999966621399
2020-07-24,1.909999966621399
2020-07-27,1.9199999570846558
2020-07-28,2.8299999237060547
2020-07-29,3.130000114440918
2020-07-30,2.950000047683716
2020-07-31,3.0899999141693115
2020-08-03,3.109999895095825
2020-08-04,3.390000104904175
2020-08-05,4.289999961853027
2020-08-06,4.900000095367432
2020-08-07,4.980000019073486
2020-08-10,4.699999809265137
2020-08-11,4.360000133514404
2020-08-12,4.360000133514404
2020-08-13,4.099999904632568
2020-08-14,4.099999904632568
2020-08-17,4.050000190734863
2020-08-18,3.740000009536743
2020-08-19,3.819999933242798
2020-08-20,4.010000228881836
2020-08-21,4.170000076293945
2020-08-24,4.5
2020-08-25,4.559999942779541
2020-08-26,4.599999904632568
2020-08-27,4.747000217437744
2020-08-28,4.889999866485596
2020-08-31,4.96999979019165
2020-09-01,4.920000076293945
2020-09-02,4.679999828338623
2020-09-03,4.510000228881836
2020-09-04,4.605000019073486
2020-09-08,4.309999942779541
2020-09-09,4.610000133514404
2020-09-10,4.409999847412109
2020-09-11,4.579999923706055
2020-09-14,4.590000152587891
2020-09-15,4.429999828338623
2020-09-16,4.130000114440918
2020-09-17,4.239999771118164
2020-09-18,4.449999809265137
2020-09-21,4.260000228881836
2020-09-22,3.9700000286102295
2020-09-23,3.8499999046325684
2020-09-24,3.9200000762939453
2020-09-25,4.190000057220459
2020-09-28,4.110000133514404
2020-09-29,4.070000171661377
2020-09-30,4.110000133514404
2020-10-01,4.019999980926514
2020-10-02,4.039999961853027
2020-10-05,3.8399999141693115
2020-10-06,3.990000009536743
2020-10-07,4.0
2020-10-08,3.9200000762939453
2020-10-09,4.050000190734863
2020-10-12,3.9700000286102295
2020-10-13,4.0
2020-10-14,4.0
2020-10-15,3.9600000381469727
2020-10-16,3.8499999046325684
2020-10-19,4.099999904632568
2020-10-20,3.819999933242798
2020-10-21,3.9549999237060547
2020-10-22,4.0
2020-10-23,3.9600000381469727
2020-10-26,4.019999980926514
2020-10-27,3.9200000762939453
2020-10-28,3.5999999046325684
2020-10-29,3.7899999618530273
2020-10-30,3.75
2020-11-02,3.799999952316284
2020-11-03,3.9000000953674316
2020-11-04,4.210000038146973
2020-11-05,4.300000190734863
2020-11-06,3.9600000381469727
2020-11-09,3.559999942779541
2020-11-10,3.880000114440918
2020-11-11,3.809999942779541
2020-11-12,4.159999847412109
2020-11-13,4.340000152587891
2020-11-16,5.409999847412109
2020-11-17,5.96999979019165
2020-11-18,5.639999866485596
2020-11-19,6.199999809265137
2020-11-20,6.099999904632568
2020-11-23,6.170000076293945
2020-11-24,6.309999942779541
2020-11-25,7.269999980926514
2020-11-27,6.320000171661377
2020-11-30,8.069999694824219
2020-12-01,7.980000019073486
2020-12-02,7.769999980926514
2020-12-03,7.449999809265137
2020-12-04,6.349999904632568
2020-12-07,6.320000171661377
2020-12-08,5.849999904632568
2020-12-09,5.690000057220459
2020-12-10,5.920000076293945
2020-12-11,5.960000038146973
2020-12-14,6.019999980926514
2020-12-15,6.159999847412109
2020-12-16,5.050000190734863
2020-12-17,5.510000228881836
2020-12-18,5.559999942779541
2020-12-21,6.25
2020-12-22,6.489999771118164
2020-12-23,5.949999809265137
2020-12-24,5.789999961853027
2020-12-28,10.489999771118164
2020-12-29,10.5600004196167
2020-12-30,15.149999618530273
2020-12-31,21.90999984741211
2021-01-04,29.270000457763672
2021-01-05,28.0
2021-01-06,25.729999542236328
2021-01-07,24.790000915527344
2021-01-08,25.030000686645508
2021-01-11,18.760000228881836
2021-01-12,19.649999618530273
2021-01-13,18.15999984741211
2021-01-14,18.1200008392334
2021-01-15,16.65999984741211
2021-01-19,16.459999084472656
2021-01-20,16.719999313354492
2021-01-21,16.360000610351562
2021-01-22,17.469999313354492
2021-01-25,16.3700008392334
2021-01-26,17.65999984741211
2021-01-27,16.110000610351562
2021-01-28,19.540000915527344
2021-01-29,19.420000076293945
2021-02-01,18.219999313354492
2021-02-02,18.540000915527344
2021-02-03,18.549999237060547
2021-02-04,18.989999771118164
2021-02-05,17.510000228881836
2021-02-08,25.600000381469727
2021-02-09,24.549999237060547
2021-02-10,22.049999237060547
2021-02-11,24.450000762939453
2021-02-12,24.299999237060547
2021-02-16,28.260000228881836
2021-02-17,26.65999984741211
2021-02-18,21.700000762939453
2021-02-19,21.059999465942383
2021-02-22,18.709999084472656
2021-02-23,15.34000015258789
2021-02-24,16.610000610351562
2021-02-25,15.390000343322754
2021-02-26,14.760000228881836
2021-03-01,16.549999237060547
2021-03-02,15.640000343322754
2021-03-03,15.5
2021-03-04,13.449999809265137
2021-03-05,13.260000228881836
2021-03-08,12.180000305175781
2021-03-09,15.899999618530273
2021-03-10,17.6299991607666
2021-03-11,18.299999237060547
2021-03-12,17.989999771118164
2021-03-15,18.940000534057617
2021-03-16,16.6200008392334
2021-03-17,17.829999923706055
2021-03-18,16.34000015258789
2021-03-19,16.940000534057617
2021-03-22,15.84000015258789
2021-03-23,14.779999732971191
2021-03-24,13.489999771118164
2021-03-25,13.90999984741211
2021-03-26,13.5600004196167
2021-03-29,12.9399995803833
2021-03-30,14.600000381469727
2021-03-31,15.020000457763672
2021-04-01,14.329999923706055
2021-04-05,16.75
2021-04-06,16.760000228881836
2021-04-07,15.420000076293945
2021-04-08,16.850000381469727
2021-04-09,16.959999084472656
2021-04-12,15.199999809265137
2021-04-13,15.279999732971191
2021-04-14,14.25
2021-04-15,14.279999732971191
2021-04-16,13.329999923706055
2021-04-19,12.359999656677246
2021-04-20,11.729999542236328
2021-04-21,12.930000305175781
2021-04-22,12.899999618530273
2021-04-23,13.15999984741211
2021-04-26,13.449999809265137
2021-04-27,13.109999656677246
2021-04-28,13.470000267028809
2021-04-29,13.300000190734863
2021-04-30,13.199999809265137
2021-05-03,12.489999771118164
2021-05-04,11.930000305175781
2021-05-05,11.970000267028809
2021-05-06,11.630000114440918
2021-05-07,11.859999656677246
2021-05-10,10.449999809265137
2021-05-11,10.380000114440918
2021-05-12,9.710000038146973
2021-05-13,9.5
2021-05-14,10.180000305175781
