,BTBT
2018-03-20,4.619999885559082
2018-03-21,4.742000102996826
2018-03-22,4.599999904632568
2018-03-23,4.65500020980835
2018-03-26,4.5
2018-03-27,4.5
2018-03-28,4.5
2018-03-29,4.5
2018-04-02,4.400000095367432
2018-04-03,4.848999977111816
2018-04-04,4.679999828338623
2018-04-05,4.716000080108643
2018-04-06,4.75
2018-04-09,4.828999996185303
2018-04-10,4.889999866485596
2018-04-11,4.861000061035156
2018-04-12,4.949999809265137
2018-04-13,4.926000118255615
2018-04-16,4.671000003814697
2018-04-17,4.926000118255615
2018-04-18,4.949999809265137
2018-04-19,4.860000133514404
2018-04-20,4.889999866485596
2018-04-23,4.900000095367432
2018-04-24,4.949999809265137
2018-04-25,5.013000011444092
2018-04-26,5.429999828338623
2018-04-27,5.699999809265137
2018-04-30,5.809999942779541
2018-05-01,5.159999847412109
2018-05-02,5.590000152587891
2018-05-03,5.519999980926514
2018-05-04,5.0
2018-05-07,5.300000190734863
2018-05-08,5.400000095367432
2018-05-09,5.589000225067139
2018-05-10,5.159999847412109
2018-05-11,5.609000205993652
2018-05-14,5.550000190734863
2018-05-15,5.550000190734863
2018-05-16,5.826000213623047
2018-05-17,5.995999813079834
2018-05-18,6.199999809265137
2018-05-21,6.340000152587891
2018-05-22,6.199999809265137
2018-05-23,6.880000114440918
2018-05-24,6.570000171661377
2018-05-25,6.71999979019165
2018-05-29,6.730000019073486
2018-05-30,6.39900016784668
2018-05-31,6.510000228881836
2018-06-01,6.460000038146973
2018-06-04,6.150000095367432
2018-06-05,6.050000190734863
2018-06-06,6.309999942779541
2018-06-07,6.468999862670898
2018-06-08,6.590000152587891
2018-06-11,6.480000019073486
2018-06-12,6.699999809265137
2018-06-13,6.598999977111816
2018-06-14,6.550000190734863
2018-06-15,7.39900016784668
2018-06-18,7.21999979019165
2018-06-19,7.063000202178955
2018-06-20,6.985000133514404
2018-06-21,6.210000038146973
2018-06-22,6.449999809265137
2018-06-25,7.090000152587891
2018-06-26,6.784999847412109
2018-06-27,6.2210001945495605
2018-06-28,6.010000228881836
2018-06-29,5.75
2018-07-02,6.125999927520752
2018-07-03,6.056000232696533
2018-07-05,6.0
2018-07-06,6.489999771118164
2018-07-09,6.559999942779541
2018-07-10,6.710000038146973
2018-07-11,6.699999809265137
2018-07-12,6.929999828338623
2018-07-13,7.230000019073486
2018-07-16,7.494999885559082
2018-07-17,7.590000152587891
2018-07-18,7.599999904632568
2018-07-19,7.821000099182129
2018-07-20,7.989999771118164
2018-07-23,8.048999786376953
2018-07-24,7.7789998054504395
2018-07-25,8.0
2018-07-26,7.880000114440918
2018-07-27,8.17300033569336
2018-07-30,8.270000457763672
2018-07-31,9.0
2018-08-01,8.5
2018-08-02,8.420000076293945
2018-08-03,8.34000015258789
2018-08-06,7.877999782562256
2018-08-07,7.377999782562256
2018-08-08,7.2170000076293945
2018-08-09,7.460000038146973
2018-08-10,7.455999851226807
2018-08-13,7.050000190734863
2018-08-14,7.15500020980835
2018-08-15,7.0
2018-08-16,7.309999942779541
2018-08-17,6.849999904632568
2018-08-20,6.849999904632568
2018-08-21,7.079999923706055
2018-08-22,7.050000190734863
2018-08-23,7.0
2018-08-24,6.71999979019165
2018-08-27,6.78000020980835
2018-08-28,6.800000190734863
2018-08-29,6.679999828338623
2018-08-30,6.989999771118164
2018-08-31,7.699999809265137
2018-09-04,7.809999942779541
2018-09-05,7.639999866485596
2018-09-06,8.0
2018-09-07,7.599999904632568
2018-09-10,7.989999771118164
2018-09-11,7.570000171661377
2018-09-12,7.760000228881836
2018-09-13,7.685999870300293
2018-09-14,7.619999885559082
2018-09-17,8.210000038146973
2018-09-18,7.6529998779296875
2018-09-19,7.559999942779541
2018-09-20,7.5970001220703125
2018-09-21,7.869999885559082
2018-09-24,8.100000381469727
2018-09-25,7.75
2018-09-26,7.808000087738037
2018-09-27,7.949999809265137
2018-09-28,8.0
2018-10-01,8.479999542236328
2018-10-02,8.0600004196167
2018-10-03,7.679999828338623
2018-10-04,7.599999904632568
2018-10-05,8.75
2018-10-08,7.53000020980835
2018-10-09,7.309999942779541
2018-10-10,7.349999904632568
2018-10-11,6.539999961853027
2018-10-12,6.96999979019165
2018-10-15,7.550000190734863
2018-10-16,7.809999942779541
2018-10-17,8.0
2018-10-18,6.699999809265137
2018-10-19,6.519999980926514
2018-10-22,7.0
2018-10-23,7.0
2018-10-24,7.0
2018-10-25,7.0
2018-10-26,6.400000095367432
2018-10-29,7.21999979019165
2018-10-30,6.329999923706055
2018-10-31,6.880000114440918
2018-11-01,6.670000076293945
2018-11-02,7.170000076293945
2018-11-05,6.710000038146973
2018-11-06,6.349999904632568
2018-11-07,5.889999866485596
2018-11-08,6.177000045776367
2018-11-09,6.556000232696533
2018-11-12,6.550000190734863
2018-11-13,6.315000057220459
2018-11-14,6.480000019073486
2018-11-15,6.449999809265137
2018-11-16,6.409999847412109
2018-11-19,6.409999847412109
2018-11-20,6.369999885559082
2018-11-21,6.150000095367432
2018-11-23,6.150000095367432
2018-11-26,6.099999904632568
2018-11-27,6.099999904632568
2018-11-28,5.989999771118164
2018-11-29,5.989999771118164
2018-11-30,5.989999771118164
2018-12-03,5.949999809265137
2018-12-04,5.949999809265137
2018-12-06,5.550000190734863
2018-12-07,5.550000190734863
2018-12-10,5.0
2018-12-11,4.0
2018-12-12,4.849999904632568
2018-12-13,4.849999904632568
2018-12-14,4.079999923706055
2018-12-17,4.5
2018-12-18,4.5
2018-12-19,4.499000072479248
2018-12-20,4.25
2018-12-21,3.7899999618530273
2018-12-24,3.7899999618530273
2018-12-26,4.570000171661377
2018-12-27,5.460000038146973
2018-12-28,5.5
2018-12-31,6.5
2019-01-02,6.789999961853027
2019-01-03,7.0
2019-01-04,7.5
2019-01-07,8.0
2019-01-08,8.460000038146973
2019-01-09,8.5
2019-01-10,8.739999771118164
2019-01-11,8.880000114440918
2019-01-14,9.170000076293945
2019-01-15,8.819999694824219
2019-01-16,9.0
2019-01-17,7.639999866485596
2019-01-18,7.300000190734863
2019-01-22,7.998000144958496
2019-01-23,8.279999732971191
2019-01-24,7.820000171661377
2019-01-25,8.781000137329102
2019-01-28,8.899999618530273
2019-01-29,8.739999771118164
2019-01-30,8.770000457763672
2019-01-31,8.59000015258789
2019-02-01,8.850000381469727
2019-02-04,8.970000267028809
2019-02-05,9.100000381469727
2019-02-06,9.25
2019-02-07,9.300000190734863
2019-02-08,9.300000190734863
2019-02-11,9.289999961853027
2019-02-12,9.489999771118164
2019-02-13,9.75
2019-02-14,10.920000076293945
2019-02-15,10.90999984741211
2019-02-19,11.5
2019-02-20,11.520000457763672
2019-02-21,11.510000228881836
2019-02-22,12.380000114440918
2019-02-25,13.223999977111816
2019-02-26,13.34000015258789
2019-02-27,12.199999809265137
2019-02-28,12.0
2019-03-01,10.789999961853027
2019-03-04,11.399999618530273
2019-03-05,11.579000473022461
2019-03-06,11.598999977111816
2019-03-07,11.789999961853027
2019-03-08,11.800000190734863
2019-03-11,11.399999618530273
2019-03-12,10.5600004196167
2019-03-13,11.020000457763672
2019-03-14,11.449999809265137
2019-03-15,9.800000190734863
2019-03-18,10.289999961853027
2019-03-19,10.399999618530273
2019-03-20,9.75
2019-03-21,10.267999649047852
2019-03-22,9.289999961853027
2019-03-25,9.210000038146973
2019-03-26,9.25
2019-03-27,8.1899995803833
2019-03-28,8.760000228881836
2019-03-29,7.420000076293945
2019-04-01,7.25
2019-04-02,7.079999923706055
2019-04-03,6.599999904632568
2019-04-04,6.519999980926514
2019-04-05,7.900000095367432
2019-04-08,9.020000457763672
2019-04-09,9.0600004196167
2019-04-10,9.020000457763672
2019-04-11,9.489999771118164
2019-04-12,8.600000381469727
2019-04-15,8.600000381469727
2019-04-16,8.300000190734863
2019-04-17,8.399999618530273
2019-04-18,9.130000114440918
2019-04-22,7.880000114440918
2019-04-23,8.210000038146973
2019-04-24,7.659999847412109
2019-04-25,7.900000095367432
2019-04-26,5.980000019073486
2019-04-29,6.300000190734863
2019-04-30,6.71999979019165
2019-05-01,7.130000114440918
2019-05-02,7.070000171661377
2019-05-03,6.300000190734863
2019-05-06,6.389999866485596
2019-05-07,6.039999961853027
2019-05-08,6.550000190734863
2019-05-09,5.599999904632568
2019-05-10,5.230000019073486
2019-05-13,4.989999771118164
2019-05-14,5.130000114440918
2019-05-15,4.590000152587891
2019-05-16,3.7300000190734863
2019-05-17,4.699999809265137
2019-05-20,4.369999885559082
2019-05-21,4.0
2019-05-22,3.5399999618530273
2019-05-23,3.8399999141693115
2019-05-24,3.5199999809265137
2019-05-28,3.700000047683716
2019-05-29,3.5999999046325684
2019-05-30,3.569999933242798
2019-05-31,3.5299999713897705
2019-06-03,3.299999952316284
2019-06-04,3.299999952316284
2019-06-05,3.4000000953674316
2019-06-06,3.4100000858306885
2019-06-07,3.700000047683716
2019-06-10,4.010000228881836
2019-06-11,3.9000000953674316
2019-06-12,3.930000066757202
2019-06-13,3.9800000190734863
2019-06-14,3.890000104904175
2019-06-17,3.75
2019-06-18,3.869999885559082
2019-06-19,3.700000047683716
2019-06-20,4.079999923706055
2019-06-21,3.8399999141693115
2019-06-24,3.690000057220459
2019-06-25,3.2200000286102295
2019-06-26,3.2899999618530273
2019-06-27,3.25
2019-06-28,3.4600000381469727
2019-07-01,3.259999990463257
2019-07-02,3.2200000286102295
2019-07-03,3.2300000190734863
2019-07-05,3.2300000190734863
2019-07-08,3.130000114440918
2019-07-09,3.190000057220459
2019-07-10,3.1500000953674316
2019-07-11,3.0799999237060547
2019-07-12,3.0799999237060547
2019-07-15,2.8499999046325684
2019-07-16,2.569999933242798
2019-07-17,2.7799999713897705
2019-07-18,2.5799999237060547
2019-07-19,2.690000057220459
2019-07-22,2.2200000286102295
2019-07-23,2.109999895095825
2019-07-24,1.7549999952316284
2019-07-25,1.559999942779541
2019-07-26,1.409999966621399
2019-07-29,1.1299999952316284
2019-07-30,1.25
2019-07-31,1.2799999713897705
2019-08-01,1.100000023841858
2019-08-02,1.100000023841858
2019-08-05,0.7900000214576721
2019-08-06,0.6669999957084656
2019-08-07,0.597000002861023
2019-08-08,0.6000000238418579
2019-08-09,0.6299999952316284
2019-08-12,0.5619999766349792
2019-08-13,1.0190000534057617
2019-08-14,0.6589999794960022
2019-08-15,0.5299999713897705
2019-08-16,0.5799999833106995
2019-08-19,0.6539999842643738
2019-08-20,0.5950000286102295
2019-08-21,0.6370000243186951
2019-08-22,0.6399999856948853
2019-08-23,0.5649999976158142
2019-08-26,0.5740000009536743
2019-08-27,0.5680000185966492
2019-08-28,0.550000011920929
2019-08-29,0.5239999890327454
