,IBM
1970-10-21,14.443750381469727
1970-10-22,14.399999618530273
1970-10-23,14.75
1970-10-26,14.487500190734863
1970-10-27,14.550000190734863
1970-10-28,14.824999809265137
1970-10-29,14.925000190734863
1970-10-30,14.699999809265137
1970-11-02,14.987500190734863
1970-11-03,14.806249618530273
1970-11-04,14.8125
1970-11-05,14.631250381469727
1970-11-06,14.699999809265137
1970-11-09,14.875
1970-11-10,14.949999809265137
1970-11-11,14.862500190734863
1970-11-12,14.856249809265137
1970-11-13,14.65625
1970-11-16,14.662500381469727
1970-11-17,14.643750190734863
1970-11-18,14.524999618530273
1970-11-19,14.550000190734863
1970-11-20,14.824999809265137
1970-11-23,14.949999809265137
1970-11-24,15.0
1970-11-25,14.949999809265137
1970-11-27,15.425000190734863
1970-11-30,15.362500190734863
1970-12-01,15.399999618530273
1970-12-02,15.699999809265137
1970-12-03,15.574999809265137
1970-12-04,15.587499618530273
1970-12-07,15.800000190734863
1970-12-08,15.8125
1970-12-09,15.862500190734863
1970-12-10,15.875
1970-12-11,15.850000381469727
1970-12-14,15.537500381469727
1970-12-15,15.550000190734863
1970-12-16,15.649999618530273
1970-12-17,15.649999618530273
1970-12-18,15.774999618530273
1970-12-21,15.862500190734863
1970-12-22,15.800000190734863
1970-12-23,15.625
1970-12-24,15.75
1970-12-28,15.925000190734863
1970-12-29,16.012500762939453
1970-12-30,15.975000381469727
1970-12-31,15.887499809265137
1971-01-04,15.649999618530273
1971-01-05,15.8125
1971-01-06,15.899999618530273
1971-01-07,15.8125
1971-01-08,15.725000381469727
1971-01-11,15.625
1971-01-12,15.787500381469727
1971-01-13,15.78125
1971-01-14,15.725000381469727
1971-01-15,15.5
1971-01-18,15.587499618530273
1971-01-19,15.637499809265137
1971-01-20,15.737500190734863
1971-01-21,15.774999618530273
1971-01-22,15.824999809265137
1971-01-25,16.087499618530273
1971-01-26,16.299999237060547
1971-01-27,16.125
1971-01-28,15.875
1971-01-29,16.274999618530273
1971-02-01,16.362499237060547
1971-02-02,16.387500762939453
1971-02-03,16.431249618530273
1971-02-04,16.524999618530273
1971-02-05,16.825000762939453
1971-02-08,17.037500381469727
1971-02-09,16.924999237060547
1971-02-10,16.862499237060547
1971-02-11,16.9375
1971-02-12,16.975000381469727
1971-02-16,17.081249237060547
1971-02-17,16.825000762939453
1971-02-18,16.462499618530273
1971-02-19,16.412500381469727
1971-02-22,16.524999618530273
1971-02-23,16.762500762939453
1971-02-24,16.912500381469727
1971-02-25,16.700000762939453
1971-02-26,16.825000762939453
1971-03-01,16.950000762939453
1971-03-02,16.899999618530273
1971-03-03,16.862499237060547
1971-03-04,17.037500381469727
1971-03-05,17.274999618530273
1971-03-08,17.424999237060547
1971-03-09,17.450000762939453
1971-03-10,17.4375
1971-03-11,17.387500762939453
1971-03-12,17.700000762939453
1971-03-15,18.174999237060547
1971-03-16,18.125
1971-03-17,18.174999237060547
1971-03-18,18.049999237060547
1971-03-19,18.03125
1971-03-22,17.924999237060547
1971-03-23,17.787500381469727
1971-03-24,17.75
1971-03-25,17.799999237060547
1971-03-26,17.899999618530273
1971-03-29,17.825000762939453
1971-03-30,17.850000381469727
1971-03-31,17.875
1971-04-01,17.799999237060547
1971-04-02,17.899999618530273
1971-04-05,18.037500381469727
1971-04-06,18.056249618530273
1971-04-07,18.049999237060547
1971-04-08,17.837499618530273
1971-04-12,17.850000381469727
1971-04-13,17.899999618530273
1971-04-14,17.9375
1971-04-15,17.8125
1971-04-16,17.600000381469727
1971-04-19,17.700000762939453
1971-04-20,17.799999237060547
1971-04-21,17.649999618530273
1971-04-22,17.600000381469727
1971-04-23,17.75
1971-04-26,17.799999237060547
1971-04-27,17.899999618530273
1971-04-28,18.0625
1971-04-29,18.100000381469727
1971-04-30,17.887500762939453
1971-05-03,17.662500381469727
1971-05-04,17.674999237060547
1971-05-05,17.649999618530273
1971-05-06,17.587499618530273
1971-05-07,17.350000381469727
1971-05-10,17.237499237060547
1971-05-11,17.112499237060547
1971-05-12,17.125
1971-05-13,17.012500762939453
1971-05-14,16.774999618530273
1971-05-17,16.700000762939453
1971-05-18,16.899999618530273
1971-05-19,17.100000381469727
1971-05-20,17.399999618530273
1971-05-21,17.200000762939453
1971-05-24,17.049999237060547
1971-05-25,16.850000381469727
1971-05-26,16.862499237060547
1971-05-27,16.700000762939453
1971-05-28,16.350000381469727
1971-06-01,16.4375
1971-06-02,16.325000762939453
1971-06-03,16.0625
1971-06-04,16.212499618530273
1971-06-07,15.887499809265137
1971-06-08,15.625
1971-06-09,15.912500381469727
1971-06-10,16.075000762939453
1971-06-11,16.225000381469727
1971-06-14,15.931249618530273
1971-06-15,16.075000762939453
1971-06-16,16.174999237060547
1971-06-17,16.049999237060547
1971-06-18,15.774999618530273
1971-06-21,15.699999809265137
1971-06-22,15.737500190734863
1971-06-23,15.762499809265137
1971-06-24,15.649999618530273
1971-06-25,15.5625
1971-06-28,15.587499618530273
1971-06-29,15.699999809265137
1971-06-30,15.850000381469727
1971-07-01,15.887499809265137
1971-07-02,15.949999809265137
1971-07-06,15.824999809265137
1971-07-07,15.574999809265137
1971-07-08,15.5625
1971-07-09,15.800000190734863
1971-07-12,15.75
1971-07-13,15.100000381469727
1971-07-14,15.0
1971-07-15,14.899999618530273
1971-07-16,14.725000381469727
1971-07-19,14.824999809265137
1971-07-20,14.949999809265137
1971-07-21,15.087499618530273
1971-07-22,14.975000381469727
1971-07-23,14.899999618530273
1971-07-26,14.837499618530273
1971-07-27,14.637499809265137
1971-07-28,14.975000381469727
1971-07-29,14.837499618530273
1971-07-30,14.5625
1971-08-02,14.6875
1971-08-03,14.5
1971-08-04,14.350000381469727
1971-08-05,14.350000381469727
1971-08-06,14.274999618530273
1971-08-09,14.199999809265137
1971-08-10,14.300000190734863
1971-08-11,14.5625
1971-08-12,14.837499618530273
1971-08-13,14.75
1971-08-16,15.699999809265137
1971-08-17,15.787500381469727
1971-08-18,15.512499809265137
1971-08-19,15.350000381469727
1971-08-20,15.449999809265137
1971-08-23,15.737500190734863
1971-08-24,15.912500381469727
1971-08-25,15.737500190734863
1971-08-26,15.699999809265137
1971-08-27,15.774999618530273
1971-08-30,15.506250381469727
1971-08-31,15.199999809265137
1971-09-01,15.074999809265137
1971-09-02,14.975000381469727
1971-09-03,15.387499809265137
1971-09-07,15.5
1971-09-08,15.524999618530273
1971-09-09,15.318750381469727
1971-09-10,15.262499809265137
1971-09-13,15.0
1971-09-14,14.987500190734863
1971-09-15,15.149999618530273
1971-09-16,15.050000190734863
1971-09-17,15.037500381469727
1971-09-20,15.199999809265137
1971-09-21,15.274999618530273
1971-09-22,15.387499809265137
1971-09-23,15.25
1971-09-24,15.237500190734863
1971-09-27,15.193750381469727
1971-09-28,15.212499618530273
1971-09-29,15.137499809265137
1971-09-30,15.1875
1971-10-01,15.300000190734863
1971-10-04,15.324999809265137
1971-10-05,15.387499809265137
1971-10-06,15.449999809265137
1971-10-07,15.425000190734863
1971-10-08,15.237500190734863
1971-10-11,15.287500381469727
1971-10-12,15.756250381469727
1971-10-13,15.462499618530273
1971-10-14,15.387499809265137
1971-10-15,15.4375
1971-10-18,15.449999809265137
1971-10-19,15.449999809265137
1971-10-20,15.25
1971-10-21,15.199999809265137
1971-10-22,15.081250190734863
1971-10-25,15.100000381469727
1971-10-26,14.949999809265137
1971-10-27,14.850000381469727
1971-10-28,14.912500381469727
1971-10-29,15.024999618530273
1971-11-01,14.618749618530273
1971-11-02,14.774999618530273
1971-11-03,15.149999618530273
1971-11-04,15.012499809265137
1971-11-05,15.0
1971-11-08,14.962499618530273
1971-11-09,14.949999809265137
1971-11-10,14.862500190734863
1971-11-11,14.612500190734863
1971-11-12,14.712499618530273
1971-11-15,14.712499618530273
1971-11-16,15.100000381469727
1971-11-17,15.050000190734863
1971-11-18,14.737500190734863
1971-11-19,14.675000190734863
1971-11-22,14.587499618530273
1971-11-23,14.524999618530273
1971-11-24,14.587499618530273
1971-11-26,14.9375
1971-11-29,15.112500190734863
1971-11-30,15.274999618530273
1971-12-01,15.487500190734863
1971-12-02,15.475000381469727
1971-12-03,16.049999237060547
1971-12-06,15.662500381469727
1971-12-07,15.850000381469727
1971-12-08,15.675000190734863
1971-12-09,15.875
1971-12-10,16.225000381469727
1971-12-13,16.212499618530273
1971-12-14,16.0
1971-12-15,16.356250762939453
1971-12-16,16.950000762939453
1971-12-17,16.950000762939453
1971-12-20,17.075000762939453
1971-12-21,17.299999237060547
1971-12-22,17.0625
1971-12-23,16.799999237060547
1971-12-27,16.674999237060547
1971-12-28,16.962499618530273
1971-12-29,16.850000381469727
1971-12-30,16.75
1971-12-31,16.825000762939453
1972-01-03,16.649999618530273
1972-01-04,17.0
1972-01-05,17.049999237060547
1972-01-06,17.049999237060547
1972-01-07,16.9375
1972-01-10,16.899999618530273
1972-01-11,17.049999237060547
1972-01-12,17.112499237060547
1972-01-13,17.049999237060547
1972-01-14,17.5
1972-01-17,17.475000381469727
1972-01-18,17.475000381469727
1972-01-19,17.662500381469727
1972-01-20,18.174999237060547
1972-01-21,18.412500381469727
1972-01-24,18.024999618530273
1972-01-25,18.299999237060547
1972-01-26,18.4375
1972-01-27,18.412500381469727
1972-01-28,18.412500381469727
1972-01-31,18.399999618530273
1972-02-01,18.450000762939453
1972-02-02,18.674999237060547
1972-02-03,18.662500381469727
1972-02-04,18.487499237060547
1972-02-07,18.424999237060547
1972-02-08,18.612499237060547
1972-02-09,18.6875
1972-02-10,18.600000381469727
1972-02-11,18.6875
1972-02-14,18.450000762939453
1972-02-15,18.487499237060547
1972-02-16,18.46875
1972-02-17,18.387500762939453
1972-02-18,18.4375
1972-02-22,18.424999237060547
1972-02-23,18.450000762939453
1972-02-24,18.237499237060547
1972-02-25,18.625
1972-02-28,18.350000381469727
1972-02-29,18.424999237060547
1972-03-01,18.625
1972-03-02,18.8125
1972-03-03,18.875
1972-03-06,19.0
1972-03-07,19.1875
1972-03-08,19.100000381469727
1972-03-09,19.149999618530273
1972-03-10,18.912500381469727
1972-03-13,18.662500381469727
1972-03-14,18.575000762939453
1972-03-15,18.649999618530273
1972-03-16,18.649999618530273
1972-03-17,18.850000381469727
1972-03-20,18.84375
1972-03-21,18.825000762939453
1972-03-22,18.887500762939453
1972-03-23,19.112499237060547
1972-03-24,19.137500762939453
1972-03-27,19.25
1972-03-28,19.243749618530273
1972-03-29,19.0
1972-03-30,19.112499237060547
1972-04-03,19.274999618530273
1972-04-04,19.450000762939453
1972-04-05,19.600000381469727
1972-04-06,19.549999237060547
1972-04-07,19.462499618530273
1972-04-10,19.524999618530273
1972-04-11,19.524999618530273
1972-04-12,19.875
1972-04-13,19.712499618530273
1972-04-14,19.75
1972-04-17,19.75
1972-04-18,19.787500381469727
1972-04-19,19.549999237060547
1972-04-20,19.387500762939453
1972-04-21,19.25
1972-04-24,19.25
1972-04-25,19.075000762939453
1972-04-26,19.0
1972-04-27,19.049999237060547
1972-04-28,19.299999237060547
1972-05-01,19.125
1972-05-02,19.0
1972-05-03,18.950000762939453
1972-05-04,19.225000381469727
1972-05-05,19.4375
1972-05-08,19.3125
1972-05-09,18.962499618530273
1972-05-10,19.1875
1972-05-11,19.174999237060547
1972-05-12,19.100000381469727
1972-05-15,19.325000762939453
1972-05-16,19.1875
1972-05-17,19.475000381469727
1972-05-18,19.725000381469727
1972-05-19,19.8125
1972-05-22,20.049999237060547
1972-05-23,20.100000381469727
1972-05-24,20.149999618530273
1972-05-25,20.200000762939453
1972-05-26,20.200000762939453
1972-05-30,19.774999618530273
1972-05-31,19.887500762939453
1972-06-01,19.950000762939453
1972-06-02,19.924999237060547
1972-06-05,19.725000381469727
1972-06-06,19.649999618530273
1972-06-07,19.762500762939453
1972-06-08,19.637500762939453
1972-06-09,19.549999237060547
1972-06-12,19.387500762939453
1972-06-13,19.637500762939453
1972-06-14,19.987499237060547
1972-06-15,19.875
1972-06-16,19.9375
1972-06-19,19.825000762939453
1972-06-20,19.850000381469727
1972-06-21,19.875
1972-06-22,19.787500381469727
1972-06-23,19.75
1972-06-26,19.612499237060547
1972-06-27,19.612499237060547
1972-06-28,19.53125
1972-06-29,19.575000762939453
1972-06-30,19.600000381469727
1972-07-03,19.756250381469727
1972-07-05,20.0
1972-07-06,20.1875
1972-07-07,20.200000762939453
1972-07-10,19.950000762939453
1972-07-11,19.850000381469727
1972-07-12,19.787500381469727
1972-07-13,19.587499618530273
1972-07-14,19.662500381469727
1972-07-17,19.399999618530273
1972-07-18,19.424999237060547
1972-07-19,19.5
1972-07-20,19.537500381469727
1972-07-21,19.825000762939453
1972-07-24,19.9375
1972-07-25,19.899999618530273
1972-07-26,19.725000381469727
1972-07-27,19.850000381469727
1972-07-28,19.899999618530273
1972-07-31,20.037500381469727
1972-08-01,20.5
1972-08-02,20.450000762939453
1972-08-03,20.762500762939453
1972-08-04,20.799999237060547
1972-08-07,20.887500762939453
1972-08-08,20.912500381469727
1972-08-09,21.174999237060547
1972-08-10,21.174999237060547
1972-08-11,21.274999618530273
1972-08-14,21.237499237060547
1972-08-15,21.012500762939453
1972-08-16,20.799999237060547
1972-08-17,20.662500381469727
1972-08-18,20.575000762939453
1972-08-21,20.524999618530273
1972-08-22,20.637500762939453
1972-08-23,20.649999618530273
1972-08-24,20.362499237060547
1972-08-25,20.299999237060547
1972-08-28,20.212499618530273
1972-08-29,20.4375
1972-08-30,20.399999618530273
1972-08-31,20.424999237060547
1972-09-01,20.3125
1972-09-05,20.237499237060547
1972-09-06,20.0625
1972-09-07,19.975000381469727
1972-09-08,19.9375
1972-09-11,19.825000762939453
1972-09-12,19.75
1972-09-13,19.899999618530273
1972-09-14,19.975000381469727
1972-09-15,19.887500762939453
1972-09-18,19.8125
1972-09-19,19.850000381469727
1972-09-20,20.024999618530273
1972-09-21,19.975000381469727
1972-09-22,19.912500381469727
1972-09-25,19.912500381469727
1972-09-26,19.90625
1972-09-27,20.350000381469727
1972-09-28,20.212499618530273
1972-09-29,20.325000762939453
1972-10-02,20.262500762939453
1972-10-03,20.337499618530273
1972-10-04,20.162500381469727
1972-10-05,19.75
1972-10-06,20.075000762939453
1972-10-09,20.012500762939453
1972-10-10,19.700000762939453
1972-10-11,19.537500381469727
1972-10-12,19.225000381469727
1972-10-13,18.950000762939453
1972-10-16,18.225000381469727
1972-10-17,18.512500762939453
1972-10-18,18.950000762939453
1972-10-19,18.924999237060547
1972-10-20,19.350000381469727
1972-10-23,19.524999618530273
1972-10-24,19.462499618530273
1972-10-25,19.174999237060547
1972-10-26,18.875
1972-10-27,18.9375
1972-10-30,18.987499237060547
1972-10-31,19.274999618530273
1972-11-01,19.475000381469727
1972-11-02,19.549999237060547
1972-11-03,19.393749237060547
1972-11-06,19.049999237060547
1972-11-08,18.825000762939453
1972-11-09,18.575000762939453
1972-11-10,18.612499237060547
1972-11-13,18.837499618530273
1972-11-14,19.399999618530273
1972-11-15,19.212499618530273
1972-11-16,19.25
1972-11-17,19.200000762939453
1972-11-20,19.25
1972-11-21,19.362499237060547
1972-11-22,19.700000762939453
1972-11-24,19.450000762939453
1972-11-27,19.274999618530273
1972-11-28,19.112499237060547
1972-11-29,19.350000381469727
1972-11-30,19.549999237060547
1972-12-01,19.899999618530273
1972-12-04,20.024999618530273
1972-12-05,19.899999618530273
1972-12-06,19.850000381469727
1972-12-07,19.837499618530273
1972-12-08,20.149999618530273
1972-12-11,20.212499618530273
1972-12-12,19.950000762939453
1972-12-13,19.8125
1972-12-14,19.774999618530273
1972-12-15,19.90625
1972-12-18,19.725000381469727
1972-12-19,19.5
1972-12-20,19.475000381469727
1972-12-21,19.274999618530273
1972-12-22,19.524999618530273
1972-12-26,19.587499618530273
1972-12-27,19.950000762939453
1972-12-29,20.100000381469727
1973-01-02,20.450000762939453
1973-01-03,20.462499618530273
1973-01-04,20.587499618530273
1973-01-05,20.9375
1973-01-08,20.9375
1973-01-09,20.875
1973-01-10,20.575000762939453
1973-01-11,20.762500762939453
1973-01-12,21.0
1973-01-15,21.162500381469727
1973-01-16,21.125
1973-01-17,21.200000762939453
1973-01-18,21.443750381469727
1973-01-19,21.950000762939453
1973-01-22,21.799999237060547
1973-01-23,22.212499618530273
1973-01-24,21.799999237060547
1973-01-26,21.887500762939453
1973-01-29,22.075000762939453
1973-01-30,21.950000762939453
1973-01-31,21.774999618530273
1973-02-01,21.450000762939453
1973-02-02,21.487499237060547
1973-02-05,21.5
1973-02-06,21.887500762939453
1973-02-07,21.924999237060547
1973-02-08,21.875
1973-02-09,22.299999237060547
1973-02-12,22.424999237060547
1973-02-13,22.549999237060547
1973-02-14,22.28125
1973-02-15,22.075000762939453
1973-02-16,22.0625
1973-02-20,22.350000381469727
1973-02-21,22.1875
1973-02-22,22.200000762939453
1973-02-23,21.674999237060547
1973-02-26,21.549999237060547
1973-02-27,21.149999618530273
1973-02-28,21.575000762939453
1973-03-01,21.350000381469727
1973-03-02,22.100000381469727
1973-03-05,21.9375
1973-03-06,21.862499237060547
1973-03-07,22.049999237060547
1973-03-08,22.024999618530273
1973-03-09,21.975000381469727
1973-03-12,22.125
1973-03-13,22.237499237060547
1973-03-14,22.4375
1973-03-15,22.200000762939453
1973-03-16,22.174999237060547
1973-03-19,21.893749237060547
1973-03-20,21.887500762939453
1973-03-21,21.524999618530273
1973-03-22,21.274999618530273
1973-03-23,21.399999618530273
1973-03-26,21.625
1973-03-27,21.875
1973-03-28,21.725000381469727
1973-03-29,21.9375
1973-03-30,21.575000762939453
1973-04-02,21.399999618530273
1973-04-03,21.212499618530273
1973-04-04,21.149999618530273
1973-04-05,21.143749237060547
1973-04-06,21.174999237060547
1973-04-09,21.475000381469727
1973-04-10,21.712499618530273
1973-04-11,21.512500762939453
1973-04-12,21.612499237060547
1973-04-13,21.487499237060547
1973-04-16,21.262500762939453
1973-04-17,21.25
1973-04-18,21.600000381469727
1973-04-19,21.450000762939453
1973-04-23,21.274999618530273
1973-04-24,20.762500762939453
1973-04-25,20.375
1973-04-26,20.487499237060547
1973-04-27,20.262500762939453
1973-04-30,20.399999618530273
1973-05-01,20.768749237060547
1973-05-02,20.768749237060547
1973-05-03,21.200000762939453
1973-05-04,21.087499618530273
1973-05-07,20.850000381469727
1973-05-08,21.100000381469727
1973-05-09,20.700000762939453
1973-05-10,20.524999618530273
1973-05-11,20.28125
1973-05-14,19.806249618530273
1973-05-15,20.0
1973-05-16,20.0
1973-05-17,19.850000381469727
1973-05-18,19.450000762939453
1973-05-21,19.337499618530273
1973-05-22,19.5
1973-05-23,19.487499237060547
1973-05-24,20.024999618530273
1973-05-25,20.399999618530273
1973-05-29,20.21875
1973-05-30,19.9375
1973-05-31,19.671875
1973-06-01,19.375
1973-06-04,19.359375
1973-06-05,19.8125
1973-06-06,19.6875
1973-06-07,20.125
1973-06-08,20.265625
1973-06-11,20.1875
1973-06-12,20.578125
1973-06-13,20.59375
1973-06-14,20.0625
1973-06-15,19.890625
1973-06-18,19.625
1973-06-19,19.875
1973-06-20,20.09375
1973-06-21,19.71875
1973-06-22,19.796875
1973-06-25,19.296875
1973-06-26,19.546875
1973-06-27,19.578125
1973-06-28,19.984375
1973-06-29,19.8125
1973-07-02,19.078125
1973-07-03,18.65625
1973-07-05,18.75
1973-07-06,18.765625
1973-07-09,19.09375
1973-07-10,19.625
1973-07-11,20.0
1973-07-12,19.609375
1973-07-13,19.375
1973-07-16,19.9375
1973-07-17,19.375
1973-07-18,19.640625
1973-07-19,19.6875
1973-07-20,19.6875
1973-07-23,19.546875
1973-07-24,19.484375
1973-07-25,19.9375
1973-07-26,19.921875
1973-07-27,19.875
1973-07-30,20.046875
1973-07-31,19.65625
1973-08-01,19.46875
1973-08-02,19.5625
1973-08-03,19.46875
1973-08-06,19.4375
1973-08-07,19.25
1973-08-08,19.0
1973-08-09,18.96875
1973-08-10,18.828125
1973-08-13,18.84375
1973-08-14,18.734375
1973-08-15,18.90625
1973-08-16,18.78125
1973-08-17,18.78125
1973-08-20,18.734375
1973-08-21,18.609375
1973-08-22,18.609375
1973-08-23,18.703125
1973-08-24,18.640625
1973-08-27,19.03125
1973-08-28,19.0
1973-08-29,19.015625
1973-08-30,18.953125
1973-08-31,18.8125
1973-09-04,18.5546875
1973-09-05,18.609375
1973-09-06,18.640625
1973-09-07,18.5078125
1973-09-10,18.328125
1973-09-11,17.875
1973-09-12,18.15625
1973-09-13,18.265625
1973-09-14,18.625
1973-09-17,17.0
1973-09-18,16.21875
1973-09-19,16.921875
1973-09-20,16.796875
1973-09-21,16.25
1973-09-24,15.71875
1973-09-25,16.21875
1973-09-26,16.28125
1973-09-27,16.25
1973-09-28,16.125
1973-10-01,16.109375
1973-10-02,15.96875
1973-10-03,15.53125
1973-10-04,15.71875
1973-10-05,16.21875
1973-10-08,16.359375
1973-10-09,16.359375
1973-10-10,17.125
1973-10-11,17.5625
1973-10-12,17.625
1973-10-15,17.453125
1973-10-16,17.6171875
1973-10-17,17.703125
1973-10-18,17.96875
1973-10-19,18.21875
1973-10-22,17.5
1973-10-23,17.875
1973-10-24,17.96875
1973-10-25,18.0625
1973-10-26,17.84375
1973-10-29,17.8125
1973-10-30,17.40625
1973-10-31,17.515625
1973-11-01,17.578125
1973-11-02,17.515625
1973-11-05,17.296875
1973-11-06,17.25
1973-11-07,17.296875
1973-11-08,17.640625
1973-11-09,17.3984375
1973-11-12,17.765625
1973-11-13,18.109375
1973-11-14,17.9375
1973-11-15,17.5
1973-11-16,17.78125
1973-11-19,17.25
1973-11-20,17.0
1973-11-21,17.296875
1973-11-23,17.03125
1973-11-26,16.625
1973-11-27,16.46875
1973-11-28,16.828125
1973-11-29,16.625
1973-11-30,16.5625
1973-12-03,16.15625
1973-12-04,15.953125
1973-12-05,15.828125
1973-12-06,16.296875
1973-12-07,16.5625
1973-12-10,16.4375
1973-12-11,15.71875
1973-12-12,15.664063453674316
1973-12-13,15.75
1973-12-14,15.375
1973-12-17,15.0
1973-12-18,15.59375
1973-12-19,15.671875
1973-12-20,15.1875
1973-12-21,15.03125
1973-12-24,14.84375
1973-12-26,15.53125
1973-12-27,15.9375
1973-12-28,15.578125
1973-12-31,15.421875
1974-01-02,15.171875
1974-01-03,14.953125
1974-01-04,14.421875
1974-01-07,14.203125
1974-01-08,14.25
1974-01-09,14.234375
1974-01-10,14.3125
1974-01-11,15.0
1974-01-14,14.8125
1974-01-15,14.945313453674316
1974-01-16,15.234375
1974-01-17,15.671875
1974-01-18,15.375
1974-01-21,15.3125
1974-01-22,15.609375
1974-01-23,15.5
1974-01-24,15.40625
1974-01-25,15.4375
1974-01-28,15.273438453674316
1974-01-29,15.203125
1974-01-30,15.390625
1974-01-31,15.328125
1974-02-01,15.078125
1974-02-04,14.8125
1974-02-05,14.796875
1974-02-06,14.828125
1974-02-07,14.765625
1974-02-08,14.570313453674316
1974-02-11,14.25
1974-02-12,14.265625
1974-02-13,14.328125
1974-02-14,14.15625
1974-02-15,14.59375
1974-02-19,14.484375
1974-02-20,14.71875
1974-02-21,14.84375
1974-02-22,14.78125
1974-02-25,14.734375
1974-02-26,14.859375
1974-02-27,14.8125
1974-02-28,14.867188453674316
1974-03-01,14.75
1974-03-04,14.796875
1974-03-05,15.109375
1974-03-06,15.265625
1974-03-07,14.984375
1974-03-08,15.03125
1974-03-11,15.40625
1974-03-12,15.59375
1974-03-13,15.625
1974-03-14,15.546875
1974-03-15,15.578125
1974-03-18,15.46875
1974-03-19,15.359375
1974-03-20,15.390625
1974-03-21,15.1875
1974-03-22,15.21875
1974-03-25,15.46875
1974-03-26,15.625
