,CNSL
2006-03-15,15.279999732971191
2006-03-16,14.899999618530273
2006-03-17,14.9399995803833
2006-03-20,14.859999656677246
2006-03-21,14.609999656677246
2006-03-22,14.59000015258789
2006-03-23,14.890000343322754
2006-03-24,15.420000076293945
2006-03-27,15.0
2006-03-28,15.5600004196167
2006-03-29,16.25
2006-03-30,16.1299991607666
2006-03-31,16.270000457763672
2006-04-03,16.200000762939453
2006-04-04,16.25
2006-04-05,16.360000610351562
2006-04-06,16.399999618530273
2006-04-07,16.219999313354492
2006-04-10,16.15999984741211
2006-04-11,15.600000381469727
2006-04-12,15.489999771118164
2006-04-13,15.329999923706055
2006-04-17,15.149999618530273
2006-04-18,15.359999656677246
2006-04-19,15.529999732971191
2006-04-20,15.880000114440918
2006-04-21,15.390000343322754
2006-04-24,15.449999809265137
2006-04-25,14.989999771118164
2006-04-26,15.40999984741211
2006-04-27,15.40999984741211
2006-04-28,15.199999809265137
2006-05-01,14.869999885559082
2006-05-02,15.279999732971191
2006-05-03,14.779999732971191
2006-05-04,14.979999542236328
2006-05-05,15.199999809265137
2006-05-08,15.109999656677246
2006-05-09,15.010000228881836
2006-05-10,15.130000114440918
2006-05-11,15.5600004196167
2006-05-12,15.4399995803833
2006-05-15,15.239999771118164
2006-05-16,15.079999923706055
2006-05-17,14.960000038146973
2006-05-18,14.960000038146973
2006-05-19,15.449999809265137
2006-05-22,15.600000381469727
2006-05-23,14.800000190734863
2006-05-24,14.970000267028809
2006-05-25,14.970000267028809
2006-05-26,15.380000114440918
2006-05-30,15.529999732971191
2006-05-31,16.3799991607666
2006-06-01,16.440000534057617
2006-06-02,16.40999984741211
2006-06-05,16.299999237060547
2006-06-06,16.489999771118164
2006-06-07,16.600000381469727
2006-06-08,16.81999969482422
2006-06-09,16.6200008392334
2006-06-12,15.8100004196167
2006-06-13,15.800000190734863
2006-06-14,15.770000457763672
2006-06-15,15.859999656677246
2006-06-16,15.979999542236328
2006-06-19,15.699999809265137
2006-06-20,15.65999984741211
2006-06-21,15.800000190734863
2006-06-22,15.539999961853027
2006-06-23,15.369999885559082
2006-06-26,15.829999923706055
2006-06-27,16.40999984741211
2006-06-28,16.15999984741211
2006-06-29,16.700000762939453
2006-06-30,16.6299991607666
2006-07-03,16.6299991607666
2006-07-05,16.43000030517578
2006-07-06,16.5
2006-07-07,16.360000610351562
2006-07-10,16.469999313354492
2006-07-11,16.350000381469727
2006-07-12,15.579999923706055
2006-07-13,15.119999885559082
2006-07-14,15.25
2006-07-17,15.34000015258789
2006-07-18,16.100000381469727
2006-07-19,16.600000381469727
2006-07-20,16.18000030517578
2006-07-21,15.800000190734863
2006-07-24,15.9399995803833
2006-07-25,16.399999618530273
2006-07-26,16.739999771118164
2006-07-27,16.299999237060547
2006-07-28,16.770000457763672
2006-07-31,16.780000686645508
2006-08-01,16.059999465942383
2006-08-02,16.43000030517578
2006-08-03,16.299999237060547
2006-08-04,16.360000610351562
2006-08-07,16.31999969482422
2006-08-08,16.0
2006-08-09,16.040000915527344
2006-08-10,16.43000030517578
2006-08-11,16.479999542236328
2006-08-14,16.729999542236328
2006-08-15,16.75
2006-08-16,16.510000228881836
2006-08-17,16.520000457763672
2006-08-18,16.450000762939453
2006-08-21,16.360000610351562
2006-08-22,16.690000534057617
2006-08-23,16.459999084472656
2006-08-24,16.739999771118164
2006-08-25,16.739999771118164
2006-08-28,16.889999389648438
2006-08-29,17.18000030517578
2006-08-30,17.09000015258789
2006-08-31,17.149999618530273
2006-09-01,17.0
2006-09-05,17.110000610351562
2006-09-06,17.040000915527344
2006-09-07,17.100000381469727
2006-09-08,17.420000076293945
2006-09-11,17.940000534057617
2006-09-12,18.739999771118164
2006-09-13,19.299999237060547
2006-09-14,19.0
2006-09-15,18.899999618530273
2006-09-18,18.969999313354492
2006-09-19,18.979999542236328
2006-09-20,19.170000076293945
2006-09-21,18.940000534057617
2006-09-22,18.75
2006-09-25,18.56999969482422
2006-09-26,18.68000030517578
2006-09-27,18.8799991607666
2006-09-28,18.850000381469727
2006-09-29,18.709999084472656
2006-10-02,19.0
2006-10-03,18.850000381469727
2006-10-04,19.149999618530273
2006-10-05,19.280000686645508
2006-10-06,19.389999389648438
2006-10-09,19.260000228881836
2006-10-10,19.6299991607666
2006-10-11,18.81999969482422
2006-10-12,19.0
2006-10-13,19.190000534057617
2006-10-16,19.1200008392334
2006-10-17,18.950000762939453
2006-10-18,18.670000076293945
2006-10-19,18.84000015258789
2006-10-20,18.68000030517578
2006-10-23,18.579999923706055
2006-10-24,18.420000076293945
2006-10-25,18.549999237060547
2006-10-26,19.0
2006-10-27,18.65999984741211
2006-10-30,18.760000228881836
2006-10-31,18.399999618530273
2006-11-01,18.200000762939453
2006-11-02,17.920000076293945
2006-11-03,18.190000534057617
2006-11-06,18.420000076293945
2006-11-07,18.56999969482422
2006-11-08,17.969999313354492
2006-11-09,18.540000915527344
2006-11-10,18.510000228881836
2006-11-13,18.06999969482422
2006-11-14,18.31999969482422
2006-11-15,18.25
2006-11-16,18.350000381469727
2006-11-17,18.360000610351562
2006-11-20,18.170000076293945
2006-11-21,18.1299991607666
2006-11-22,18.110000610351562
2006-11-24,17.959999084472656
2006-11-27,17.600000381469727
2006-11-28,17.989999771118164
2006-11-29,18.280000686645508
2006-11-30,18.520000457763672
2006-12-01,18.450000762939453
2006-12-04,18.850000381469727
2006-12-05,18.5
2006-12-06,18.510000228881836
2006-12-07,18.280000686645508
2006-12-08,18.459999084472656
2006-12-11,18.600000381469727
2006-12-12,18.719999313354492
2006-12-13,18.850000381469727
2006-12-14,19.450000762939453
2006-12-15,19.290000915527344
2006-12-18,19.420000076293945
2006-12-19,19.68000030517578
2006-12-20,19.739999771118164
2006-12-21,19.709999084472656
2006-12-22,19.84000015258789
2006-12-26,20.25
2006-12-27,20.920000076293945
2006-12-28,20.940000534057617
2006-12-29,20.899999618530273
2007-01-03,21.09000015258789
2007-01-04,20.899999618530273
2007-01-05,20.3799991607666
2007-01-08,20.100000381469727
2007-01-09,20.459999084472656
2007-01-10,19.84000015258789
2007-01-11,20.5
2007-01-12,20.610000610351562
2007-01-16,20.950000762939453
2007-01-17,21.030000686645508
2007-01-18,20.989999771118164
2007-01-19,21.079999923706055
2007-01-22,21.270000457763672
2007-01-23,21.6200008392334
2007-01-24,21.979999542236328
2007-01-25,21.31999969482422
2007-01-26,21.540000915527344
2007-01-29,21.65999984741211
2007-01-30,22.239999771118164
2007-01-31,22.049999237060547
2007-02-01,22.520000457763672
2007-02-02,22.649999618530273
2007-02-05,22.690000534057617
2007-02-06,22.65999984741211
2007-02-07,22.600000381469727
2007-02-08,22.899999618530273
2007-02-09,22.399999618530273
2007-02-12,22.299999237060547
2007-02-13,22.290000915527344
2007-02-14,22.290000915527344
2007-02-15,22.360000610351562
2007-02-16,20.610000610351562
2007-02-20,20.809999465942383
2007-02-21,20.850000381469727
2007-02-22,21.09000015258789
2007-02-23,21.010000228881836
2007-02-26,20.989999771118164
2007-02-27,20.780000686645508
2007-02-28,20.3799991607666
2007-03-01,20.239999771118164
2007-03-02,19.979999542236328
2007-03-05,19.190000534057617
2007-03-06,19.760000228881836
2007-03-07,19.670000076293945
2007-03-08,20.420000076293945
2007-03-09,20.25
2007-03-12,20.010000228881836
2007-03-13,19.829999923706055
2007-03-14,20.1299991607666
2007-03-15,20.549999237060547
2007-03-16,20.010000228881836
2007-03-19,20.190000534057617
2007-03-20,20.399999618530273
2007-03-21,20.729999542236328
2007-03-22,20.700000762939453
2007-03-23,20.690000534057617
2007-03-26,20.639999389648438
2007-03-27,20.469999313354492
2007-03-28,20.149999618530273
2007-03-29,19.8799991607666
2007-03-30,19.889999389648438
2007-04-02,20.149999618530273
2007-04-03,20.399999618530273
2007-04-04,20.43000030517578
2007-04-05,20.559999465942383
2007-04-09,20.649999618530273
2007-04-10,21.1200008392334
2007-04-11,20.59000015258789
2007-04-12,21.049999237060547
2007-04-13,21.31999969482422
2007-04-16,21.299999237060547
2007-04-17,21.010000228881836
2007-04-18,20.829999923706055
2007-04-19,20.3700008392334
2007-04-20,20.610000610351562
2007-04-23,20.5
2007-04-24,20.360000610351562
2007-04-25,20.3799991607666
2007-04-26,20.420000076293945
2007-04-27,20.450000762939453
2007-04-30,19.889999389648438
2007-05-01,19.510000228881836
2007-05-02,20.229999542236328
2007-05-03,20.15999984741211
2007-05-04,20.690000534057617
2007-05-07,20.510000228881836
2007-05-08,20.329999923706055
2007-05-09,20.360000610351562
2007-05-10,19.770000457763672
2007-05-11,20.350000381469727
2007-05-14,20.1200008392334
2007-05-15,19.850000381469727
2007-05-16,20.540000915527344
2007-05-17,20.479999542236328
2007-05-18,20.579999923706055
2007-05-21,20.940000534057617
2007-05-22,21.829999923706055
2007-05-23,21.40999984741211
2007-05-24,20.979999542236328
2007-05-25,21.309999465942383
2007-05-29,21.559999465942383
2007-05-30,22.079999923706055
2007-05-31,21.260000228881836
2007-06-01,22.329999923706055
2007-06-04,22.290000915527344
2007-06-05,22.229999542236328
2007-06-06,22.0
2007-06-07,21.90999984741211
2007-06-08,22.190000534057617
2007-06-11,22.010000228881836
2007-06-12,21.920000076293945
2007-06-13,22.010000228881836
2007-06-14,22.049999237060547
2007-06-15,22.510000228881836
2007-06-18,23.149999618530273
2007-06-19,23.110000610351562
2007-06-20,22.610000610351562
2007-06-21,22.579999923706055
2007-06-22,22.299999237060547
2007-06-25,22.139999389648438
2007-06-26,22.5
2007-06-27,23.59000015258789
2007-06-28,23.010000228881836
2007-06-29,22.600000381469727
2007-07-02,22.420000076293945
2007-07-03,22.40999984741211
2007-07-05,22.270000457763672
2007-07-06,22.290000915527344
2007-07-09,22.200000762939453
2007-07-10,21.600000381469727
2007-07-11,21.25
2007-07-12,21.389999389648438
2007-07-13,21.3700008392334
2007-07-16,20.760000228881836
2007-07-17,20.65999984741211
2007-07-18,20.59000015258789
2007-07-19,21.459999084472656
2007-07-20,20.719999313354492
2007-07-23,20.860000610351562
2007-07-24,20.329999923706055
2007-07-25,20.34000015258789
2007-07-26,18.84000015258789
2007-07-27,18.09000015258789
2007-07-30,18.8700008392334
2007-07-31,18.219999313354492
2007-08-01,18.479999542236328
2007-08-02,19.25
2007-08-03,17.579999923706055
2007-08-06,17.34000015258789
2007-08-07,17.649999618530273
2007-08-08,17.84000015258789
2007-08-09,17.360000610351562
2007-08-10,19.3799991607666
2007-08-13,19.25
2007-08-14,18.260000228881836
2007-08-15,17.899999618530273
2007-08-16,18.219999313354492
2007-08-17,19.309999465942383
2007-08-20,19.200000762939453
2007-08-21,19.020000457763672
2007-08-22,19.1200008392334
2007-08-23,18.850000381469727
2007-08-24,19.479999542236328
2007-08-27,19.219999313354492
2007-08-28,18.549999237060547
2007-08-29,19.239999771118164
2007-08-30,18.6299991607666
2007-08-31,18.579999923706055
2007-09-04,18.510000228881836
2007-09-05,18.229999542236328
2007-09-06,18.40999984741211
2007-09-07,18.3799991607666
2007-09-10,18.540000915527344
2007-09-11,18.6200008392334
2007-09-12,18.270000457763672
2007-09-13,18.510000228881836
2007-09-14,18.469999313354492
2007-09-17,18.3799991607666
2007-09-18,19.290000915527344
2007-09-19,18.950000762939453
2007-09-20,18.739999771118164
2007-09-21,18.899999618530273
2007-09-24,18.989999771118164
2007-09-25,19.170000076293945
2007-09-26,19.639999389648438
2007-09-27,20.1200008392334
2007-09-28,19.610000610351562
2007-10-01,19.8700008392334
2007-10-02,20.360000610351562
2007-10-03,20.020000457763672
2007-10-04,20.90999984741211
2007-10-05,21.200000762939453
2007-10-08,21.09000015258789
2007-10-09,21.209999084472656
2007-10-10,21.010000228881836
2007-10-11,20.350000381469727
2007-10-12,20.649999618530273
2007-10-15,20.290000915527344
2007-10-16,20.0
2007-10-17,20.649999618530273
2007-10-18,20.75
2007-10-19,19.790000915527344
2007-10-22,20.190000534057617
2007-10-23,20.469999313354492
2007-10-24,20.149999618530273
2007-10-25,20.15999984741211
2007-10-26,20.329999923706055
2007-10-29,20.18000030517578
2007-10-30,19.700000762939453
2007-10-31,19.90999984741211
2007-11-01,18.719999313354492
2007-11-02,19.079999923706055
2007-11-05,18.360000610351562
2007-11-06,18.309999465942383
2007-11-07,17.270000457763672
2007-11-08,17.06999969482422
2007-11-09,16.889999389648438
2007-11-12,17.25
2007-11-13,17.329999923706055
2007-11-14,17.079999923706055
2007-11-15,16.75
2007-11-16,17.040000915527344
2007-11-19,16.329999923706055
2007-11-20,16.290000915527344
2007-11-21,16.079999923706055
2007-11-23,16.520000457763672
2007-11-26,16.200000762939453
2007-11-27,15.729999542236328
2007-11-28,16.40999984741211
2007-11-29,16.270000457763672
2007-11-30,16.079999923706055
2007-12-03,15.890000343322754
2007-12-04,15.670000076293945
2007-12-05,16.440000534057617
2007-12-06,16.790000915527344
2007-12-07,16.260000228881836
2007-12-10,16.15999984741211
2007-12-11,16.010000228881836
2007-12-12,16.139999389648438
2007-12-13,15.949999809265137
2007-12-14,16.0
2007-12-17,15.930000305175781
2007-12-18,16.530000686645508
2007-12-19,17.450000762939453
2007-12-20,17.690000534057617
2007-12-21,18.5
2007-12-24,18.639999389648438
2007-12-26,18.600000381469727
2007-12-27,18.100000381469727
2007-12-28,18.81999969482422
2007-12-31,19.899999618530273
2008-01-02,19.190000534057617
2008-01-03,18.020000457763672
2008-01-04,17.8799991607666
2008-01-07,18.510000228881836
2008-01-08,17.799999237060547
2008-01-09,17.790000915527344
2008-01-10,17.68000030517578
2008-01-11,17.149999618530273
2008-01-14,17.0
2008-01-15,16.780000686645508
2008-01-16,16.030000686645508
2008-01-17,16.010000228881836
2008-01-18,15.979999542236328
2008-01-22,15.109999656677246
2008-01-23,16.010000228881836
2008-01-24,15.6899995803833
2008-01-25,15.640000343322754
2008-01-28,15.680000305175781
2008-01-29,16.139999389648438
2008-01-30,15.670000076293945
2008-01-31,15.640000343322754
2008-02-01,15.600000381469727
2008-02-04,15.489999771118164
2008-02-05,14.850000381469727
2008-02-06,14.859999656677246
2008-02-07,15.149999618530273
2008-02-08,14.779999732971191
2008-02-11,14.5600004196167
2008-02-12,14.760000228881836
2008-02-13,15.149999618530273
2008-02-14,14.8100004196167
2008-02-15,14.979999542236328
2008-02-19,14.59000015258789
2008-02-20,14.460000038146973
2008-02-21,14.0
2008-02-22,14.119999885559082
2008-02-25,14.550000190734863
2008-02-26,14.829999923706055
2008-02-27,14.789999961853027
2008-02-28,14.729999542236328
2008-02-29,14.40999984741211
2008-03-03,14.729999542236328
2008-03-04,14.449999809265137
2008-03-05,14.229999542236328
2008-03-06,15.050000190734863
2008-03-07,15.239999771118164
2008-03-10,14.920000076293945
2008-03-11,16.040000915527344
2008-03-12,15.4399995803833
2008-03-13,15.479999542236328
2008-03-14,14.970000267028809
2008-03-17,15.449999809265137
2008-03-18,16.270000457763672
2008-03-19,15.199999809265137
2008-03-20,15.619999885559082
2008-03-24,16.1299991607666
2008-03-25,15.800000190734863
2008-03-26,15.539999961853027
2008-03-27,15.510000228881836
2008-03-28,15.25
2008-03-31,15.130000114440918
2008-04-01,15.550000190734863
2008-04-02,15.359999656677246
2008-04-03,15.300000190734863
2008-04-04,15.1899995803833
2008-04-07,15.289999961853027
2008-04-08,15.40999984741211
2008-04-09,15.199999809265137
2008-04-10,15.430000305175781
2008-04-11,14.220000267028809
2008-04-14,14.449999809265137
2008-04-15,14.4399995803833
2008-04-16,14.869999885559082
2008-04-17,14.579999923706055
2008-04-18,15.050000190734863
2008-04-21,14.699999809265137
2008-04-22,14.199999809265137
2008-04-23,14.180000305175781
2008-04-24,14.520000457763672
2008-04-25,14.4399995803833
2008-04-28,14.229999542236328
2008-04-29,14.25
2008-04-30,14.300000190734863
2008-05-01,14.720000267028809
2008-05-02,14.710000038146973
2008-05-05,14.170000076293945
2008-05-06,14.210000038146973
2008-05-07,14.170000076293945
2008-05-08,14.399999618530273
2008-05-09,14.029999732971191
2008-05-12,14.279999732971191
2008-05-13,14.40999984741211
2008-05-14,14.119999885559082
2008-05-15,13.9399995803833
2008-05-16,13.729999542236328
2008-05-19,13.699999809265137
2008-05-20,13.760000228881836
2008-05-21,13.729999542236328
2008-05-22,14.010000228881836
2008-05-23,13.770000457763672
2008-05-27,14.930000305175781
2008-05-28,15.25
2008-05-29,15.220000267028809
2008-05-30,15.0
2008-06-02,15.3100004196167
2008-06-03,15.449999809265137
2008-06-04,15.109999656677246
2008-06-05,15.420000076293945
2008-06-06,15.359999656677246
2008-06-09,15.34000015258789
2008-06-10,15.069999694824219
2008-06-11,14.729999542236328
2008-06-12,14.789999961853027
2008-06-13,15.180000305175781
2008-06-16,15.479999542236328
2008-06-17,15.479999542236328
2008-06-18,15.15999984741211
2008-06-19,15.710000038146973
2008-06-20,15.359999656677246
2008-06-23,15.350000381469727
2008-06-24,15.3100004196167
2008-06-25,15.6899995803833
2008-06-26,15.359999656677246
2008-06-27,14.699999809265137
2008-06-30,14.890000343322754
2008-07-01,14.720000267028809
2008-07-02,14.699999809265137
2008-07-03,14.180000305175781
2008-07-07,13.90999984741211
2008-07-08,14.1899995803833
2008-07-09,14.0
2008-07-10,14.199999809265137
2008-07-11,13.960000038146973
2008-07-14,13.479999542236328
2008-07-15,13.609999656677246
2008-07-16,13.670000076293945
2008-07-17,13.65999984741211
2008-07-18,14.199999809265137
2008-07-21,13.819999694824219
2008-07-22,13.930000305175781
2008-07-23,13.960000038146973
2008-07-24,13.949999809265137
2008-07-25,14.039999961853027
2008-07-28,13.779999732971191
2008-07-29,13.9399995803833
2008-07-30,13.989999771118164
2008-07-31,13.960000038146973
2008-08-01,13.979999542236328
2008-08-04,13.779999732971191
2008-08-05,13.710000038146973
2008-08-06,13.670000076293945
2008-08-07,14.279999732971191
2008-08-08,15.350000381469727
2008-08-11,14.789999961853027
2008-08-12,15.399999618530273
2008-08-13,15.119999885559082
2008-08-14,15.229999542236328
2008-08-15,15.1899995803833
2008-08-18,15.180000305175781
2008-08-19,14.960000038146973
2008-08-20,15.229999542236328
2008-08-21,14.890000343322754
2008-08-22,15.270000457763672
2008-08-25,14.979999542236328
2008-08-26,15.180000305175781
2008-08-27,15.260000228881836
2008-08-28,15.460000038146973
2008-08-29,15.109999656677246
2008-09-02,15.399999618530273
2008-09-03,15.739999771118164
2008-09-04,15.510000228881836
2008-09-05,15.399999618530273
2008-09-08,15.710000038146973
2008-09-09,15.520000457763672
2008-09-10,15.539999961853027
2008-09-11,15.350000381469727
2008-09-12,15.430000305175781
2008-09-15,14.800000190734863
2008-09-16,15.100000381469727
2008-09-17,14.380000114440918
2008-09-18,15.180000305175781
2008-09-19,15.520000457763672
2008-09-22,15.0
2008-09-23,15.020000457763672
2008-09-24,14.9399995803833
2008-09-25,15.15999984741211
2008-09-26,15.229999542236328
2008-09-29,14.75
2008-09-30,15.079999923706055
2008-10-01,14.649999618530273
2008-10-02,14.470000267028809
2008-10-03,13.670000076293945
2008-10-06,12.539999961853027
2008-10-07,12.15999984741211
2008-10-08,11.550000190734863
2008-10-09,10.960000038146973
2008-10-10,10.15999984741211
2008-10-13,11.550000190734863
2008-10-14,11.1899995803833
2008-10-15,10.260000228881836
2008-10-16,11.0600004196167
2008-10-17,10.279999732971191
2008-10-20,10.819999694824219
2008-10-21,10.529999732971191
2008-10-22,10.270000457763672
2008-10-23,10.130000114440918
2008-10-24,9.479999542236328
2008-10-27,9.069999694824219
2008-10-28,9.729999542236328
2008-10-29,9.449999809265137
2008-10-30,9.710000038146973
2008-10-31,10.300000190734863
2008-11-03,10.9399995803833
2008-11-04,11.289999961853027
2008-11-05,10.699999809265137
2008-11-06,10.25
2008-11-07,10.869999885559082
2008-11-10,11.050000190734863
2008-11-11,10.869999885559082
2008-11-12,10.40999984741211
2008-11-13,11.479999542236328
2008-11-14,10.739999771118164
2008-11-17,10.960000038146973
2008-11-18,10.9399995803833
2008-11-19,9.8100004196167
2008-11-20,8.119999885559082
2008-11-21,7.820000171661377
2008-11-24,8.920000076293945
2008-11-25,9.699999809265137
2008-11-26,10.460000038146973
2008-11-28,10.180000305175781
2008-12-01,9.300000190734863
2008-12-02,10.260000228881836
2008-12-03,10.470000267028809
2008-12-04,10.220000267028809
2008-12-05,10.609999656677246
2008-12-08,11.170000076293945
2008-12-09,11.199999809265137
2008-12-10,11.149999618530273
2008-12-11,9.989999771118164
2008-12-12,10.829999923706055
2008-12-15,10.399999618530273
2008-12-16,10.539999961853027
2008-12-17,11.3100004196167
2008-12-18,11.25
2008-12-19,10.819999694824219
2008-12-22,10.84000015258789
2008-12-23,10.930000305175781
2008-12-24,11.010000228881836
2008-12-26,11.109999656677246
2008-12-29,10.800000190734863
2008-12-30,11.34000015258789
2008-12-31,11.880000114440918
2009-01-02,11.970000267028809
2009-01-05,12.109999656677246
2009-01-06,12.119999885559082
2009-01-07,12.069999694824219
2009-01-08,12.479999542236328
2009-01-09,12.039999961853027
2009-01-12,12.220000267028809
2009-01-13,11.970000267028809
2009-01-14,11.1899995803833
2009-01-15,11.609999656677246
2009-01-16,11.880000114440918
2009-01-20,11.130000114440918
2009-01-21,11.979999542236328
2009-01-22,11.65999984741211
2009-01-23,11.600000381469727
2009-01-26,12.0
2009-01-27,12.029999732971191
2009-01-28,11.920000076293945
2009-01-29,11.380000114440918
2009-01-30,11.260000228881836
2009-02-02,11.949999809265137
2009-02-03,12.020000457763672
2009-02-04,11.579999923706055
2009-02-05,11.829999923706055
2009-02-06,12.039999961853027
2009-02-09,11.850000381469727
2009-02-10,11.4399995803833
2009-02-11,11.770000457763672
2009-02-12,11.710000038146973
2009-02-13,11.739999771118164
2009-02-17,11.149999618530273
2009-02-18,10.880000114440918
2009-02-19,10.920000076293945
2009-02-20,10.430000305175781
2009-02-23,9.84000015258789
2009-02-24,10.119999885559082
2009-02-25,9.8100004196167
2009-02-26,9.390000343322754
2009-02-27,9.670000076293945
2009-03-02,8.789999961853027
2009-03-03,8.039999961853027
2009-03-04,8.84000015258789
2009-03-05,8.25
2009-03-06,8.380000114440918
2009-03-09,7.900000095367432
2009-03-10,8.460000038146973
2009-03-11,8.380000114440918
2009-03-12,9.0600004196167
2009-03-13,8.729999542236328
2009-03-16,9.050000190734863
2009-03-17,9.619999885559082
2009-03-18,10.279999732971191
2009-03-19,10.260000228881836
2009-03-20,10.270000457763672
2009-03-23,10.979999542236328
2009-03-24,9.739999771118164
2009-03-25,9.989999771118164
2009-03-26,10.75
2009-03-27,10.319999694824219
2009-03-30,10.289999961853027
2009-03-31,10.260000228881836
2009-04-01,10.609999656677246
2009-04-02,10.930000305175781
2009-04-03,11.40999984741211
2009-04-06,11.260000228881836
2009-04-07,10.829999923706055
2009-04-08,11.34000015258789
2009-04-09,12.020000457763672
2009-04-13,11.579999923706055
2009-04-14,11.279999732971191
2009-04-15,11.5600004196167
2009-04-16,11.65999984741211
2009-04-17,11.680000305175781
2009-04-20,11.100000381469727
2009-04-21,11.329999923706055
2009-04-22,11.430000305175781
2009-04-23,11.239999771118164
2009-04-24,11.300000190734863
2009-04-27,11.119999885559082
2009-04-28,11.170000076293945
2009-04-29,11.550000190734863
2009-04-30,11.25
