,BPMC
2016-02-01,16.280000686645508
2016-02-02,16.520000457763672
2016-02-03,15.010000228881836
2016-02-04,15.25
2016-02-05,14.899999618530273
2016-02-08,13.34000015258789
2016-02-09,13.5600004196167
2016-02-10,14.0
2016-02-11,14.84000015258789
2016-02-12,16.260000228881836
2016-02-16,16.81999969482422
2016-02-17,17.770000457763672
2016-02-18,17.0
2016-02-19,17.389999389648438
2016-02-22,18.0
2016-02-23,17.270000457763672
2016-02-24,16.959999084472656
2016-02-25,16.860000610351562
2016-02-26,17.920000076293945
2016-02-29,17.329999923706055
2016-03-01,19.110000610351562
2016-03-02,19.290000915527344
2016-03-03,18.190000534057617
2016-03-04,17.649999618530273
2016-03-07,18.8700008392334
2016-03-08,16.510000228881836
2016-03-09,17.579999923706055
2016-03-10,17.0
2016-03-11,17.0
2016-03-14,17.790000915527344
2016-03-15,17.030000686645508
2016-03-16,17.0
2016-03-17,15.949999809265137
2016-03-18,17.030000686645508
2016-03-21,16.709999084472656
2016-03-22,16.90999984741211
2016-03-23,16.579999923706055
2016-03-24,16.440000534057617
2016-03-28,16.18000030517578
2016-03-29,16.959999084472656
2016-03-30,17.299999237060547
2016-03-31,18.049999237060547
2016-04-01,18.299999237060547
2016-04-04,18.5
2016-04-05,19.280000686645508
2016-04-06,21.110000610351562
2016-04-07,21.059999465942383
2016-04-08,20.899999618530273
2016-04-11,20.15999984741211
2016-04-12,19.989999771118164
2016-04-13,20.0
2016-04-14,19.079999923706055
2016-04-15,18.979999542236328
2016-04-18,19.399999618530273
2016-04-19,18.280000686645508
2016-04-20,18.1299991607666
2016-04-21,18.360000610351562
2016-04-22,18.770000457763672
2016-04-25,18.040000915527344
2016-04-26,17.309999465942383
2016-04-27,15.890000343322754
2016-04-28,15.0600004196167
2016-04-29,15.180000305175781
2016-05-02,15.84000015258789
2016-05-03,15.100000381469727
2016-05-04,14.75
2016-05-05,13.899999618530273
2016-05-06,13.649999618530273
2016-05-09,15.449999809265137
2016-05-10,15.359999656677246
2016-05-11,15.239999771118164
2016-05-12,14.699999809265137
2016-05-13,15.3100004196167
2016-05-16,15.979999542236328
2016-05-17,16.450000762939453
2016-05-18,16.670000076293945
2016-05-19,17.299999237060547
2016-05-20,18.020000457763672
2016-05-23,17.90999984741211
2016-05-24,18.229999542236328
2016-05-25,18.1299991607666
2016-05-26,18.09000015258789
2016-05-27,18.59000015258789
2016-05-31,18.989999771118164
2016-06-01,19.030000686645508
2016-06-02,19.649999618530273
2016-06-03,20.360000610351562
2016-06-06,21.530000686645508
2016-06-07,22.040000915527344
2016-06-08,20.610000610351562
2016-06-09,20.520000457763672
2016-06-10,19.649999618530273
2016-06-13,19.299999237060547
2016-06-14,18.940000534057617
2016-06-15,18.709999084472656
2016-06-16,19.079999923706055
2016-06-17,18.190000534057617
2016-06-20,18.969999313354492
2016-06-21,18.65999984741211
2016-06-22,18.739999771118164
2016-06-23,19.530000686645508
2016-06-24,18.959999084472656
2016-06-27,17.559999465942383
2016-06-28,18.25
2016-06-29,19.059999465942383
2016-06-30,20.25
2016-07-01,20.290000915527344
2016-07-05,19.719999313354492
2016-07-06,20.06999969482422
2016-07-07,20.420000076293945
2016-07-08,21.280000686645508
2016-07-11,21.100000381469727
2016-07-12,21.350000381469727
2016-07-13,20.219999313354492
2016-07-14,20.1299991607666
2016-07-15,20.649999618530273
2016-07-18,20.65999984741211
2016-07-19,20.049999237060547
2016-07-20,20.950000762939453
2016-07-21,21.389999389648438
2016-07-22,21.450000762939453
2016-07-25,21.729999542236328
2016-07-26,21.469999313354492
2016-07-27,21.75
2016-07-28,21.540000915527344
2016-07-29,22.110000610351562
2016-08-01,22.110000610351562
2016-08-02,20.889999389648438
2016-08-03,21.780000686645508
2016-08-04,21.950000762939453
2016-08-05,23.010000228881836
2016-08-08,23.010000228881836
2016-08-09,23.760000228881836
2016-08-10,23.56999969482422
2016-08-11,24.079999923706055
2016-08-12,24.65999984741211
2016-08-15,25.010000228881836
2016-08-16,26.25
2016-08-17,26.450000762939453
2016-08-18,26.600000381469727
2016-08-19,27.110000610351562
2016-08-22,28.059999465942383
2016-08-23,27.950000762939453
2016-08-24,27.209999084472656
2016-08-25,27.149999618530273
2016-08-26,27.959999084472656
2016-08-29,28.040000915527344
2016-08-30,28.34000015258789
2016-08-31,27.8799991607666
2016-09-01,27.6200008392334
2016-09-02,27.280000686645508
2016-09-06,28.18000030517578
2016-09-07,28.229999542236328
2016-09-08,28.040000915527344
2016-09-09,27.200000762939453
2016-09-12,26.6200008392334
2016-09-13,25.59000015258789
2016-09-14,27.299999237060547
2016-09-15,28.0
2016-09-16,28.079999923706055
2016-09-19,28.969999313354492
2016-09-20,29.270000457763672
2016-09-21,29.170000076293945
2016-09-22,29.110000610351562
2016-09-23,28.600000381469727
2016-09-26,27.3700008392334
2016-09-27,27.719999313354492
2016-09-28,28.510000228881836
2016-09-29,28.110000610351562
2016-09-30,29.700000762939453
2016-10-03,28.360000610351562
2016-10-04,27.860000610351562
2016-10-05,28.200000762939453
2016-10-06,26.780000686645508
2016-10-07,27.739999771118164
2016-10-10,28.559999465942383
2016-10-11,27.8700008392334
2016-10-12,28.030000686645508
2016-10-13,30.350000381469727
2016-10-14,29.75
2016-10-17,28.899999618530273
2016-10-18,30.0
2016-10-19,29.5
2016-10-20,31.459999084472656
2016-10-21,31.030000686645508
2016-10-24,31.700000762939453
2016-10-25,32.68000030517578
2016-10-26,32.61000061035156
2016-10-27,31.31999969482422
2016-10-28,30.639999389648438
2016-10-31,29.979999542236328
2016-11-01,29.8799991607666
2016-11-02,28.540000915527344
2016-11-03,28.020000457763672
2016-11-04,29.75
2016-11-07,29.950000762939453
2016-11-08,29.549999237060547
2016-11-09,31.649999618530273
2016-11-10,33.189998626708984
2016-11-11,34.77000045776367
2016-11-14,35.0
2016-11-15,34.970001220703125
2016-11-16,35.150001525878906
2016-11-17,36.0
2016-11-18,36.34000015258789
2016-11-21,37.11000061035156
2016-11-22,36.43000030517578
2016-11-23,38.060001373291016
2016-11-25,37.470001220703125
2016-11-28,35.5
2016-11-29,30.34000015258789
2016-11-30,29.3700008392334
2016-12-01,28.0
2016-12-02,27.010000228881836
2016-12-05,28.649999618530273
2016-12-06,28.43000030517578
2016-12-07,26.200000762939453
2016-12-08,27.65999984741211
2016-12-09,26.979999542236328
2016-12-12,25.8799991607666
2016-12-13,25.579999923706055
2016-12-14,26.18000030517578
2016-12-15,27.030000686645508
2016-12-16,28.43000030517578
2016-12-19,28.190000534057617
2016-12-20,28.829999923706055
2016-12-21,28.3799991607666
2016-12-22,26.90999984741211
2016-12-23,28.149999618530273
2016-12-27,28.059999465942383
2016-12-28,27.969999313354492
2016-12-29,27.84000015258789
2016-12-30,28.049999237060547
2017-01-03,28.950000762939453
2017-01-04,29.829999923706055
2017-01-05,30.649999618530273
2017-01-06,31.110000610351562
2017-01-09,32.060001373291016
2017-01-10,32.310001373291016
2017-01-11,32.34000015258789
2017-01-12,32.29999923706055
2017-01-13,32.5099983215332
2017-01-17,31.690000534057617
2017-01-18,32.61000061035156
2017-01-19,32.599998474121094
2017-01-20,32.310001373291016
2017-01-23,32.13999938964844
2017-01-24,32.81999969482422
2017-01-25,33.90999984741211
2017-01-26,34.11000061035156
2017-01-27,34.63999938964844
2017-01-30,33.209999084472656
2017-01-31,34.08000183105469
2017-02-01,34.959999084472656
2017-02-02,35.04999923706055
2017-02-03,35.779998779296875
2017-02-06,35.84000015258789
2017-02-07,35.88999938964844
2017-02-08,35.849998474121094
2017-02-09,35.439998626708984
2017-02-10,35.16999816894531
2017-02-13,34.310001373291016
2017-02-14,34.349998474121094
2017-02-15,35.869998931884766
2017-02-16,36.04999923706055
2017-02-17,35.5099983215332
2017-02-21,33.849998474121094
2017-02-22,33.29999923706055
2017-02-23,34.369998931884766
2017-02-24,34.63999938964844
2017-02-27,36.52000045776367
2017-02-28,35.18000030517578
2017-03-01,34.97999954223633
2017-03-02,35.11000061035156
2017-03-03,35.119998931884766
2017-03-06,35.189998626708984
2017-03-07,34.2599983215332
2017-03-08,34.790000915527344
2017-03-09,36.22999954223633
2017-03-10,39.31999969482422
2017-03-13,41.34000015258789
2017-03-14,40.0
2017-03-15,42.0
2017-03-16,40.7400016784668
2017-03-17,41.36000061035156
2017-03-20,41.40999984741211
2017-03-21,40.880001068115234
2017-03-22,41.040000915527344
2017-03-23,41.0099983215332
2017-03-24,43.959999084472656
2017-03-27,44.0099983215332
2017-03-28,42.310001373291016
2017-03-29,41.2400016784668
2017-03-30,39.619998931884766
2017-03-31,39.9900016784668
2017-04-03,40.13999938964844
2017-04-04,41.97999954223633
2017-04-05,42.61000061035156
2017-04-06,44.560001373291016
2017-04-07,44.7599983215332
2017-04-10,44.34000015258789
2017-04-11,42.65999984741211
2017-04-12,42.779998779296875
2017-04-13,45.59000015258789
2017-04-17,46.08000183105469
2017-04-18,45.5099983215332
2017-04-19,46.7599983215332
2017-04-20,46.0
2017-04-21,45.119998931884766
2017-04-24,46.4900016784668
2017-04-25,46.400001525878906
2017-04-26,46.75
2017-04-27,46.0
2017-04-28,46.58000183105469
2017-05-01,48.4900016784668
2017-05-02,47.040000915527344
2017-05-03,43.810001373291016
2017-05-04,41.56999969482422
2017-05-05,40.529998779296875
2017-05-08,40.95000076293945
2017-05-09,40.65999984741211
2017-05-10,40.560001373291016
2017-05-11,40.720001220703125
2017-05-12,40.58000183105469
2017-05-15,40.90999984741211
2017-05-16,41.31999969482422
2017-05-17,38.70000076293945
2017-05-18,40.540000915527344
2017-05-19,39.61000061035156
2017-05-22,39.900001525878906
2017-05-23,39.0
2017-05-24,38.72999954223633
2017-05-25,38.369998931884766
2017-05-26,36.43000030517578
2017-05-30,35.349998474121094
2017-05-31,35.880001068115234
2017-06-01,38.220001220703125
2017-06-02,39.86000061035156
2017-06-05,36.95000076293945
2017-06-06,37.599998474121094
2017-06-07,37.630001068115234
2017-06-08,36.70000076293945
2017-06-09,35.40999984741211
2017-06-12,35.97999954223633
2017-06-13,37.029998779296875
2017-06-14,38.83000183105469
2017-06-15,38.97999954223633
2017-06-16,39.900001525878906
2017-06-19,40.75
2017-06-20,42.38999938964844
2017-06-21,46.02000045776367
2017-06-22,47.790000915527344
2017-06-23,50.0
2017-06-26,52.22999954223633
2017-06-27,49.2400016784668
2017-06-28,51.314998626708984
2017-06-29,50.790000915527344
2017-06-30,50.66999816894531
2017-07-03,51.060001373291016
2017-07-05,55.98500061035156
2017-07-06,53.77000045776367
2017-07-07,53.380001068115234
2017-07-10,52.939998626708984
2017-07-11,53.88999938964844
2017-07-12,53.69499969482422
2017-07-13,52.9900016784668
2017-07-14,52.22999954223633
2017-07-17,52.900001525878906
2017-07-18,53.029998779296875
2017-07-19,53.45000076293945
2017-07-20,54.720001220703125
2017-07-21,54.58000183105469
2017-07-24,55.91999816894531
2017-07-25,55.27000045776367
2017-07-26,55.7599983215332
2017-07-27,52.2599983215332
2017-07-28,53.06999969482422
2017-07-31,52.33000183105469
2017-08-01,53.220001220703125
2017-08-02,49.290000915527344
2017-08-03,47.97999954223633
2017-08-04,48.65999984741211
2017-08-07,49.54999923706055
2017-08-08,49.29999923706055
2017-08-09,47.95000076293945
2017-08-10,46.959999084472656
2017-08-11,46.11000061035156
2017-08-14,45.79999923706055
2017-08-15,45.9900016784668
2017-08-16,45.38999938964844
2017-08-17,42.75
2017-08-18,42.369998931884766
2017-08-21,42.41999816894531
2017-08-22,47.77000045776367
2017-08-23,50.77000045776367
2017-08-24,51.779998779296875
2017-08-25,50.20000076293945
2017-08-28,52.31999969482422
2017-08-29,52.959999084472656
2017-08-30,51.869998931884766
2017-08-31,54.220001220703125
2017-09-01,55.279998779296875
2017-09-05,55.95000076293945
2017-09-06,53.95000076293945
2017-09-07,53.04999923706055
2017-09-08,52.279998779296875
2017-09-11,48.5
2017-09-12,48.369998931884766
2017-09-13,52.779998779296875
2017-09-14,56.560001373291016
2017-09-15,57.81999969482422
2017-09-18,62.880001068115234
2017-09-19,63.86000061035156
2017-09-20,61.86000061035156
2017-09-21,62.459999084472656
2017-09-22,62.279998779296875
2017-09-25,62.65999984741211
2017-09-26,63.02000045776367
2017-09-27,66.13999938964844
2017-09-28,68.44999694824219
2017-09-29,69.66999816894531
2017-10-02,69.0199966430664
2017-10-03,70.18000030517578
2017-10-04,67.72000122070312
2017-10-05,67.05999755859375
2017-10-06,66.26000213623047
2017-10-09,66.11000061035156
2017-10-10,67.66000366210938
2017-10-11,66.05000305175781
2017-10-12,64.62000274658203
2017-10-13,62.90999984741211
2017-10-16,64.16000366210938
2017-10-17,64.93000030517578
2017-10-18,66.51000213623047
2017-10-19,64.20999908447266
2017-10-20,64.93000030517578
2017-10-23,66.37999725341797
2017-10-24,68.87000274658203
2017-10-25,68.33000183105469
2017-10-26,67.55000305175781
2017-10-27,70.0
2017-10-30,68.52999877929688
2017-10-31,66.41999816894531
2017-11-01,71.80000305175781
2017-11-02,72.29000091552734
2017-11-03,73.98999786376953
2017-11-06,70.22000122070312
2017-11-07,70.4800033569336
2017-11-08,69.95999908447266
2017-11-09,70.22000122070312
2017-11-10,68.31999969482422
2017-11-13,69.05000305175781
2017-11-14,63.91999816894531
2017-11-15,64.29000091552734
2017-11-16,66.73999786376953
2017-11-17,66.16999816894531
2017-11-20,67.02999877929688
2017-11-21,65.80000305175781
2017-11-22,70.36000061035156
2017-11-24,70.56999969482422
2017-11-27,70.45999908447266
2017-11-28,72.02999877929688
2017-11-29,70.55999755859375
2017-11-30,75.05999755859375
2017-12-01,72.81999969482422
2017-12-04,69.70999908447266
2017-12-05,67.08999633789062
2017-12-06,67.3499984741211
2017-12-07,71.55999755859375
2017-12-08,71.86000061035156
2017-12-11,88.31999969482422
2017-12-12,81.9800033569336
2017-12-13,82.16000366210938
2017-12-14,75.33000183105469
2017-12-15,75.12999725341797
2017-12-18,73.22000122070312
2017-12-19,72.37999725341797
2017-12-20,75.93000030517578
2017-12-21,76.5999984741211
2017-12-22,78.47000122070312
2017-12-26,75.47000122070312
2017-12-27,76.79000091552734
2017-12-28,77.30999755859375
2017-12-29,75.41000366210938
2018-01-02,80.01000213623047
2018-01-03,84.01000213623047
2018-01-04,78.55000305175781
2018-01-05,77.73999786376953
2018-01-08,74.63999938964844
2018-01-09,78.0199966430664
2018-01-10,77.1500015258789
2018-01-11,78.44999694824219
2018-01-12,79.23999786376953
2018-01-16,73.27999877929688
2018-01-17,75.41999816894531
2018-01-18,76.38999938964844
2018-01-19,77.52999877929688
2018-01-22,84.0
2018-01-23,87.26000213623047
2018-01-24,82.91999816894531
2018-01-25,83.44000244140625
2018-01-26,83.01000213623047
2018-01-29,83.11000061035156
2018-01-30,80.94000244140625
2018-01-31,78.6500015258789
2018-02-01,80.06999969482422
2018-02-02,79.05000305175781
2018-02-05,75.7300033569336
2018-02-06,77.2300033569336
2018-02-07,78.55000305175781
2018-02-08,73.68000030517578
2018-02-09,74.62000274658203
2018-02-12,73.66999816894531
2018-02-13,77.9800033569336
2018-02-14,82.93000030517578
2018-02-15,82.55000305175781
2018-02-16,81.44000244140625
2018-02-20,81.83999633789062
2018-02-21,87.48999786376953
2018-02-22,86.3499984741211
2018-02-23,88.0199966430664
2018-02-26,90.79000091552734
2018-02-27,88.79000091552734
2018-02-28,86.55999755859375
2018-03-01,90.0
2018-03-02,95.19999694824219
2018-03-05,95.94999694824219
2018-03-06,97.54000091552734
2018-03-07,99.87999725341797
2018-03-08,99.08999633789062
2018-03-09,101.05000305175781
2018-03-12,100.58000183105469
2018-03-13,99.30000305175781
2018-03-14,99.68000030517578
2018-03-15,102.94999694824219
2018-03-16,99.5199966430664
2018-03-19,100.23999786376953
2018-03-20,102.48999786376953
2018-03-21,100.61000061035156
2018-03-22,96.52999877929688
2018-03-23,94.55999755859375
2018-03-26,94.31999969482422
2018-03-27,88.77999877929688
2018-03-28,86.95999908447266
2018-03-29,91.69999694824219
2018-04-02,88.51000213623047
2018-04-03,89.05999755859375
2018-04-04,97.80000305175781
2018-04-05,92.0
2018-04-06,89.63999938964844
2018-04-09,90.94999694824219
2018-04-10,93.29000091552734
2018-04-11,97.8499984741211
2018-04-12,101.18000030517578
2018-04-13,98.9800033569336
2018-04-16,86.46499633789062
2018-04-17,88.19000244140625
2018-04-18,86.7699966430664
2018-04-19,83.25
2018-04-20,81.95999908447266
2018-04-23,79.12999725341797
2018-04-24,80.9800033569336
2018-04-25,78.33000183105469
2018-04-26,79.23999786376953
2018-04-27,81.56999969482422
2018-04-30,76.72000122070312
2018-05-01,79.63999938964844
2018-05-02,83.05999755859375
2018-05-03,80.66000366210938
2018-05-04,78.43000030517578
2018-05-07,78.7300033569336
2018-05-08,78.47000122070312
2018-05-09,79.8949966430664
2018-05-10,75.98999786376953
2018-05-11,81.51000213623047
2018-05-14,80.97000122070312
2018-05-15,80.9000015258789
2018-05-16,86.37999725341797
2018-05-17,81.9000015258789
2018-05-18,82.06999969482422
2018-05-21,82.54000091552734
2018-05-22,84.08000183105469
2018-05-23,80.68000030517578
2018-05-24,84.30000305175781
2018-05-25,83.38999938964844
2018-05-29,81.51000213623047
2018-05-30,82.5
2018-05-31,84.08000183105469
2018-06-01,84.4800033569336
2018-06-04,76.66999816894531
2018-06-05,75.30000305175781
2018-06-06,71.36000061035156
2018-06-07,68.0
2018-06-08,66.87000274658203
2018-06-11,70.33000183105469
2018-06-12,72.3499984741211
2018-06-13,73.48999786376953
2018-06-14,74.87000274658203
2018-06-15,69.41000366210938
2018-06-18,67.81999969482422
2018-06-19,69.56999969482422
2018-06-20,69.61000061035156
2018-06-21,69.79000091552734
2018-06-22,66.44000244140625
2018-06-25,62.70000076293945
2018-06-26,64.7300033569336
2018-06-27,61.36000061035156
2018-06-28,60.959999084472656
2018-06-29,63.47999954223633
2018-07-02,64.87000274658203
2018-07-03,65.41999816894531
2018-07-05,66.2300033569336
2018-07-06,67.11000061035156
2018-07-09,66.80000305175781
2018-07-10,66.4800033569336
2018-07-11,66.11000061035156
2018-07-12,67.02999877929688
2018-07-13,66.9800033569336
2018-07-16,66.9000015258789
2018-07-17,66.88999938964844
2018-07-18,63.7599983215332
2018-07-19,63.84000015258789
2018-07-20,62.290000915527344
2018-07-23,60.72999954223633
2018-07-24,61.400001525878906
2018-07-25,61.36000061035156
2018-07-26,61.970001220703125
2018-07-27,59.720001220703125
2018-07-30,58.90999984741211
2018-07-31,59.540000915527344
2018-08-01,66.79000091552734
2018-08-02,70.19999694824219
2018-08-03,68.25
2018-08-06,70.72000122070312
2018-08-07,71.55999755859375
2018-08-08,69.81999969482422
2018-08-09,68.44000244140625
2018-08-10,68.86000061035156
2018-08-13,69.06999969482422
2018-08-14,71.18000030517578
2018-08-15,70.2300033569336
2018-08-16,70.7300033569336
2018-08-17,69.69000244140625
2018-08-20,68.44000244140625
2018-08-21,71.33000183105469
2018-08-22,71.25
2018-08-23,69.69999694824219
2018-08-24,69.08000183105469
2018-08-27,72.91000366210938
2018-08-28,72.76000213623047
2018-08-29,74.12999725341797
2018-08-30,74.44000244140625
2018-08-31,76.66999816894531
2018-09-04,75.44000244140625
2018-09-05,75.05999755859375
2018-09-06,73.37999725341797
2018-09-07,74.61000061035156
2018-09-10,75.70999908447266
2018-09-11,76.66999816894531
2018-09-12,74.80000305175781
2018-09-13,74.73999786376953
2018-09-14,73.98999786376953
2018-09-17,68.66999816894531
2018-09-18,70.95999908447266
2018-09-19,71.62000274658203
2018-09-20,71.62000274658203
2018-09-21,69.61000061035156
2018-09-24,71.58999633789062
2018-09-25,75.19999694824219
2018-09-26,77.95999908447266
2018-09-27,78.31999969482422
2018-09-28,78.05999755859375
2018-10-01,73.88999938964844
2018-10-02,72.0199966430664
2018-10-03,74.26000213623047
2018-10-04,71.19999694824219
2018-10-05,69.54000091552734
2018-10-08,69.38999938964844
2018-10-09,68.61000061035156
2018-10-10,66.86000061035156
2018-10-11,67.18000030517578
2018-10-12,69.11000061035156
2018-10-15,67.93000030517578
2018-10-16,72.06999969482422
2018-10-17,70.62000274658203
2018-10-18,69.69000244140625
2018-10-19,67.91999816894531
2018-10-22,69.25
2018-10-23,69.83999633789062
2018-10-24,62.45000076293945
2018-10-25,64.41999816894531
2018-10-26,65.44000244140625
2018-10-29,61.630001068115234
2018-10-30,60.79999923706055
2018-10-31,60.77000045776367
2018-11-01,65.75
2018-11-02,65.76000213623047
2018-11-05,63.470001220703125
2018-11-06,61.689998626708984
2018-11-07,68.16999816894531
2018-11-08,63.290000915527344
2018-11-09,60.220001220703125
2018-11-12,59.779998779296875
2018-11-13,60.209999084472656
2018-11-14,56.18000030517578
2018-11-15,52.2599983215332
2018-11-16,55.25
2018-11-19,52.72999954223633
2018-11-20,51.880001068115234
2018-11-21,55.13999938964844
2018-11-23,55.400001525878906
2018-11-26,57.849998474121094
2018-11-27,55.29999923706055
2018-11-28,56.459999084472656
2018-11-29,56.720001220703125
2018-11-30,57.369998931884766
2018-12-03,60.290000915527344
2018-12-04,58.43000030517578
2018-12-06,58.290000915527344
2018-12-07,57.470001220703125
2018-12-10,59.220001220703125
2018-12-11,57.22999954223633
2018-12-12,57.900001525878906
2018-12-13,56.15999984741211
2018-12-14,56.2400016784668
2018-12-17,55.689998626708984
2018-12-18,55.939998626708984
2018-12-19,51.95000076293945
2018-12-20,49.83000183105469
2018-12-21,45.56999969482422
2018-12-24,46.90999984741211
2018-12-26,50.939998626708984
2018-12-27,50.619998931884766
2018-12-28,50.720001220703125
2018-12-31,53.90999984741211
2019-01-02,51.18000030517578
2019-01-03,48.70000076293945
2019-01-04,53.47999954223633
2019-01-07,61.040000915527344
2019-01-08,62.52000045776367
2019-01-09,61.630001068115234
2019-01-10,64.2699966430664
2019-01-11,64.43000030517578
2019-01-14,64.5999984741211
2019-01-15,66.1500015258789
2019-01-16,67.83000183105469
2019-01-17,67.23999786376953
2019-01-18,70.0199966430664
2019-01-22,66.66000366210938
2019-01-23,66.7699966430664
2019-01-24,67.0999984741211
2019-01-25,69.31999969482422
2019-01-28,69.4000015258789
2019-01-29,69.55000305175781
2019-01-30,70.9000015258789
2019-01-31,72.08999633789062
2019-02-01,73.7300033569336
