,ATOM
2016-12-27,6.252999782562256
2016-12-28,6.289999961853027
2016-12-29,6.519999980926514
2016-12-30,6.75
2017-01-03,6.579999923706055
2017-01-04,6.574999809265137
2017-01-05,6.210000038146973
2017-01-06,6.21999979019165
2017-01-09,6.03000020980835
2017-01-10,6.150000095367432
2017-01-11,6.0
2017-01-12,6.039999961853027
2017-01-13,6.0
2017-01-17,5.869999885559082
2017-01-18,6.039999961853027
2017-01-19,6.03000020980835
2017-01-20,6.21999979019165
2017-01-23,6.039999961853027
2017-01-24,5.880000114440918
2017-01-25,5.75
2017-01-26,5.920000076293945
2017-01-27,5.710000038146973
2017-01-30,5.760000228881836
2017-01-31,6.25
2017-02-01,5.940000057220459
2017-02-02,5.730000019073486
2017-02-03,5.730000019073486
2017-02-06,5.789999961853027
2017-02-07,5.650000095367432
2017-02-08,5.682000160217285
2017-02-09,5.800000190734863
2017-02-10,5.75
2017-02-13,5.829999923706055
2017-02-14,5.679999828338623
2017-02-15,5.659999847412109
2017-02-16,5.650000095367432
2017-02-17,5.650000095367432
2017-02-21,5.590000152587891
2017-02-22,5.590000152587891
2017-02-23,5.610000133514404
2017-02-24,5.630000114440918
2017-02-27,5.610000133514404
2017-02-28,5.78000020980835
2017-03-01,5.730000019073486
2017-03-02,5.989999771118164
2017-03-03,5.980000019073486
2017-03-06,6.25
2017-03-07,6.650000095367432
2017-03-08,6.619999885559082
2017-03-09,6.650000095367432
2017-03-10,6.650000095367432
2017-03-13,6.650000095367432
2017-03-14,6.789999961853027
2017-03-15,7.260000228881836
2017-03-16,6.989999771118164
2017-03-17,7.099999904632568
2017-03-20,7.010000228881836
2017-03-21,7.070000171661377
2017-03-22,6.829999923706055
2017-03-23,6.929999828338623
2017-03-24,6.960000038146973
2017-03-27,6.989999771118164
2017-03-28,6.78000020980835
2017-03-29,7.070000171661377
2017-03-30,7.010000228881836
2017-03-31,7.079999923706055
2017-04-03,6.989999771118164
2017-04-04,6.699999809265137
2017-04-05,6.78000020980835
2017-04-06,6.760000228881836
2017-04-07,6.679999828338623
2017-04-10,6.75
2017-04-11,6.480000019073486
2017-04-12,6.289999961853027
2017-04-13,6.360000133514404
2017-04-17,6.420000076293945
2017-04-18,6.5
2017-04-19,6.46999979019165
2017-04-20,6.489999771118164
2017-04-21,6.389999866485596
2017-04-24,6.340000152587891
2017-04-25,6.300000190734863
2017-04-26,6.050000190734863
2017-04-27,6.199999809265137
2017-04-28,6.329999923706055
2017-05-01,6.099999904632568
2017-05-02,6.170000076293945
2017-05-03,6.170000076293945
2017-05-04,6.119999885559082
2017-05-05,6.085000038146973
2017-05-08,6.099999904632568
2017-05-09,6.010000228881836
2017-05-10,5.949999809265137
2017-05-11,6.0
2017-05-12,5.940000057220459
2017-05-15,5.409999847412109
2017-05-16,5.449999809265137
2017-05-17,5.355999946594238
2017-05-18,5.340000152587891
2017-05-19,5.369999885559082
2017-05-22,5.360000133514404
2017-05-23,5.260000228881836
2017-05-24,5.300000190734863
2017-05-25,5.110000133514404
2017-05-26,5.050000190734863
2017-05-30,4.671999931335449
2017-05-31,4.630000114440918
2017-06-01,4.329999923706055
2017-06-02,4.1020002365112305
2017-06-05,4.170000076293945
2017-06-06,4.150000095367432
2017-06-07,4.199999809265137
2017-06-08,4.199999809265137
2017-06-09,4.260000228881836
2017-06-12,4.320000171661377
2017-06-13,4.25
2017-06-14,4.25
2017-06-15,4.309999942779541
2017-06-16,4.309999942779541
2017-06-19,4.260000228881836
2017-06-20,4.400000095367432
2017-06-21,4.440000057220459
2017-06-22,4.28000020980835
2017-06-23,4.420000076293945
2017-06-26,4.309999942779541
2017-06-27,4.400000095367432
2017-06-28,4.320000171661377
2017-06-29,4.320000171661377
2017-06-30,4.261000156402588
2017-07-03,4.261000156402588
2017-07-05,4.300000190734863
2017-07-06,4.329999923706055
2017-07-07,4.210000038146973
2017-07-10,4.4029998779296875
2017-07-11,4.230000019073486
2017-07-12,4.329999923706055
2017-07-13,4.5
2017-07-14,4.730000019073486
2017-07-17,4.849999904632568
2017-07-18,4.989999771118164
2017-07-19,5.159999847412109
2017-07-20,5.21999979019165
2017-07-21,5.210000038146973
2017-07-24,5.179999828338623
2017-07-25,5.099999904632568
2017-07-26,5.099999904632568
2017-07-27,5.059999942779541
2017-07-28,4.880000114440918
2017-07-31,4.849999904632568
2017-08-01,4.860000133514404
2017-08-02,4.900000095367432
2017-08-03,4.960000038146973
2017-08-04,4.909999847412109
2017-08-07,5.090000152587891
2017-08-08,4.909999847412109
2017-08-09,4.699999809265137
2017-08-10,4.320000171661377
2017-08-11,4.559999942779541
2017-08-14,4.679999828338623
2017-08-15,4.7220001220703125
2017-08-16,4.559999942779541
2017-08-17,4.369999885559082
2017-08-18,4.909999847412109
2017-08-21,4.96999979019165
2017-08-22,4.579999923706055
2017-08-23,4.440000057220459
2017-08-24,4.449999809265137
2017-08-25,4.388999938964844
2017-08-28,4.25
2017-08-29,4.25
2017-08-30,4.170000076293945
2017-08-31,4.119999885559082
2017-09-01,4.300000190734863
2017-09-05,4.789999961853027
2017-09-06,4.679999828338623
2017-09-07,4.71999979019165
2017-09-08,4.71999979019165
2017-09-11,5.389999866485596
2017-09-12,6.110000133514404
2017-09-13,6.199999809265137
2017-09-14,6.0
2017-09-15,5.079999923706055
2017-09-18,4.869999885559082
2017-09-19,4.610000133514404
2017-09-20,4.389999866485596
2017-09-21,4.400000095367432
2017-09-22,4.539999961853027
2017-09-25,4.289999961853027
2017-09-26,4.110000133514404
2017-09-27,3.950000047683716
2017-09-28,3.950000047683716
2017-09-29,3.890000104904175
2017-10-02,4.090000152587891
2017-10-03,3.869999885559082
2017-10-04,3.690000057220459
2017-10-05,3.9000000953674316
2017-10-06,3.9000000953674316
2017-10-09,3.8499999046325684
2017-10-10,3.950000047683716
2017-10-11,4.0
2017-10-12,3.8499999046325684
2017-10-13,4.0
2017-10-16,3.880000114440918
2017-10-17,3.8399999141693115
2017-10-18,3.640000104904175
2017-10-19,3.4800000190734863
2017-10-20,3.440000057220459
2017-10-23,3.4100000858306885
2017-10-24,3.190000057220459
2017-10-25,3.240000009536743
2017-10-26,3.2100000381469727
2017-10-27,3.119999885559082
2017-10-30,3.319999933242798
2017-10-31,3.3299999237060547
2017-11-01,3.2200000286102295
2017-11-02,3.069999933242798
2017-11-03,2.690000057220459
2017-11-06,2.5199999809265137
2017-11-07,2.819999933242798
2017-11-08,2.6700000762939453
2017-11-09,2.6610000133514404
2017-11-10,2.869999885559082
2017-11-13,2.809999942779541
2017-11-14,2.950000047683716
2017-11-15,2.5899999141693115
2017-11-16,2.9100000858306885
2017-11-17,2.940000057220459
2017-11-20,3.299999952316284
2017-11-21,3.890000104904175
2017-11-22,4.670000076293945
2017-11-24,4.409999847412109
2017-11-27,4.090000152587891
2017-11-28,4.010000228881836
2017-11-29,4.0
2017-11-30,3.9700000286102295
2017-12-01,3.9600000381469727
2017-12-04,3.9000000953674316
2017-12-05,3.859999895095825
2017-12-06,4.050000190734863
2017-12-07,4.340000152587891
2017-12-08,4.0
2017-12-11,3.9200000762939453
2017-12-12,3.819999933242798
2017-12-13,3.9700000286102295
2017-12-14,4.300000190734863
2017-12-15,4.210000038146973
2017-12-18,4.170000076293945
2017-12-19,3.9700000286102295
2017-12-20,4.179999828338623
2017-12-21,4.0
2017-12-22,3.890000104904175
2017-12-26,3.9000000953674316
2017-12-27,3.8499999046325684
2017-12-28,4.103000164031982
2017-12-29,4.329999923706055
2018-01-02,4.090000152587891
2018-01-03,4.400000095367432
2018-01-04,4.684999942779541
2018-01-05,4.929999828338623
2018-01-08,4.769999980926514
2018-01-09,4.559999942779541
2018-01-10,4.659999847412109
2018-01-11,4.949999809265137
2018-01-12,4.710000038146973
2018-01-16,4.599999904632568
2018-01-17,4.71999979019165
2018-01-18,4.949999809265137
2018-01-19,4.89300012588501
2018-01-22,4.570000171661377
2018-01-23,4.639999866485596
2018-01-24,4.559999942779541
2018-01-25,4.360000133514404
2018-01-26,4.400000095367432
2018-01-29,4.25
2018-01-30,4.900000095367432
2018-01-31,5.5
2018-02-01,6.150000095367432
2018-02-02,6.210000038146973
2018-02-05,6.0
2018-02-06,5.900000095367432
2018-02-07,6.150000095367432
2018-02-08,5.6579999923706055
2018-02-09,5.480000019073486
2018-02-12,5.110000133514404
2018-02-13,5.429999828338623
2018-02-14,5.079999923706055
2018-02-15,5.130000114440918
2018-02-16,5.5
2018-02-20,5.820000171661377
2018-02-21,5.320000171661377
2018-02-22,5.860000133514404
2018-02-23,6.150000095367432
2018-02-26,6.670000076293945
2018-02-27,6.210000038146973
2018-02-28,6.130000114440918
2018-03-01,5.679999828338623
2018-03-02,5.639999866485596
2018-03-05,5.53000020980835
2018-03-06,5.320000171661377
2018-03-07,5.960000038146973
2018-03-08,5.840000152587891
2018-03-09,6.119999885559082
2018-03-12,6.0
2018-03-13,7.03000020980835
2018-03-14,6.880000114440918
2018-03-15,6.820000171661377
2018-03-16,7.130000114440918
2018-03-19,7.0
2018-03-20,6.909999847412109
2018-03-21,6.849999904632568
2018-03-22,7.03000020980835
2018-03-23,6.949999809265137
2018-03-26,7.0
2018-03-27,6.679999828338623
2018-03-28,6.289999961853027
2018-03-29,6.239999771118164
2018-04-02,6.78000020980835
2018-04-03,6.75
2018-04-04,6.71999979019165
2018-04-05,6.710000038146973
2018-04-06,6.53000020980835
2018-04-09,6.010000228881836
2018-04-10,6.170000076293945
2018-04-11,5.800000190734863
2018-04-12,5.619999885559082
2018-04-13,5.550000190734863
2018-04-16,5.440000057220459
2018-04-17,5.795000076293945
2018-04-18,5.510000228881836
2018-04-19,5.070000171661377
2018-04-20,5.420000076293945
2018-04-23,4.829999923706055
2018-04-24,4.489999771118164
2018-04-25,4.949999809265137
2018-04-26,4.840000152587891
2018-04-27,5.110000133514404
2018-04-30,5.059999942779541
2018-05-01,5.110000133514404
2018-05-02,5.199999809265137
2018-05-03,5.090000152587891
2018-05-04,6.25
2018-05-07,5.78000020980835
2018-05-08,5.900000095367432
2018-05-09,5.559999942779541
2018-05-10,5.760000228881836
2018-05-11,5.920000076293945
2018-05-14,5.804999828338623
2018-05-15,6.03000020980835
2018-05-16,5.659999847412109
2018-05-17,5.489999771118164
2018-05-18,5.829999923706055
2018-05-21,5.75
2018-05-22,5.869999885559082
2018-05-23,5.860000133514404
2018-05-24,5.699999809265137
2018-05-25,5.849999904632568
2018-05-29,5.929999828338623
2018-05-30,5.940000057220459
2018-05-31,6.010000228881836
2018-06-01,6.150000095367432
2018-06-04,5.949999809265137
2018-06-05,5.630000114440918
2018-06-06,5.599999904632568
2018-06-07,5.630000114440918
2018-06-08,5.440000057220459
2018-06-11,5.440000057220459
2018-06-12,5.445000171661377
2018-06-13,5.380000114440918
2018-06-14,5.420000076293945
2018-06-15,5.309999942779541
2018-06-18,5.420000076293945
2018-06-19,5.260000228881836
2018-06-20,5.78000020980835
2018-06-21,5.989999771118164
2018-06-22,6.039999961853027
2018-06-25,5.639999866485596
2018-06-26,5.900000095367432
2018-06-27,5.610000133514404
2018-06-28,5.920000076293945
2018-06-29,6.119999885559082
2018-07-02,5.949999809265137
2018-07-03,6.0
2018-07-05,5.710000038146973
2018-07-06,6.039999961853027
2018-07-09,5.960000038146973
2018-07-10,6.019999980926514
2018-07-11,5.900000095367432
2018-07-12,5.820000171661377
2018-07-13,5.789999961853027
2018-07-16,5.630000114440918
2018-07-17,5.460000038146973
2018-07-18,5.590000152587891
2018-07-19,5.809999942779541
2018-07-20,5.78000020980835
2018-07-23,5.900000095367432
2018-07-24,5.809999942779541
2018-07-25,5.809999942779541
2018-07-26,5.900000095367432
2018-07-27,5.630000114440918
2018-07-30,5.5
2018-07-31,5.739999771118164
2018-08-01,5.699999809265137
2018-08-02,5.519999980926514
2018-08-03,5.820000171661377
2018-08-06,5.900000095367432
2018-08-07,6.0
2018-08-08,5.860000133514404
2018-08-09,5.864999771118164
2018-08-10,5.730000019073486
2018-08-13,5.690000057220459
2018-08-14,5.925000190734863
2018-08-15,5.650000095367432
2018-08-16,5.703000068664551
2018-08-17,5.46999979019165
2018-08-20,5.574999809265137
2018-08-21,5.199999809265137
2018-08-22,5.235000133514404
2018-08-23,5.320000171661377
2018-08-24,5.21999979019165
2018-08-27,5.349999904632568
2018-08-28,5.400000095367432
2018-08-29,5.260000228881836
2018-08-30,5.494999885559082
2018-08-31,5.389999866485596
2018-09-04,5.210000038146973
2018-09-05,5.150000095367432
2018-09-06,5.099999904632568
2018-09-07,5.070000171661377
2018-09-10,4.869999885559082
2018-09-11,5.110000133514404
2018-09-12,5.0
2018-09-13,4.960000038146973
2018-09-14,4.869999885559082
2018-09-17,4.820000171661377
2018-09-18,4.900000095367432
2018-09-19,4.900000095367432
2018-09-20,4.920000076293945
2018-09-21,5.050000190734863
2018-09-24,5.25
2018-09-25,5.840000152587891
2018-09-26,6.019999980926514
2018-09-27,5.96999979019165
2018-09-28,5.980000019073486
2018-10-01,5.5
2018-10-02,6.099999904632568
2018-10-03,5.949999809265137
2018-10-04,5.929999828338623
2018-10-05,6.130000114440918
2018-10-08,5.940000057220459
2018-10-09,6.059999942779541
2018-10-10,5.889999866485596
2018-10-11,4.619999885559082
2018-10-12,4.697999954223633
2018-10-15,4.670000076293945
2018-10-16,4.659999847412109
2018-10-17,4.659999847412109
2018-10-18,4.710000038146973
2018-10-19,4.610000133514404
2018-10-22,4.480000019073486
2018-10-23,4.519999980926514
2018-10-24,4.460000038146973
2018-10-25,4.400000095367432
2018-10-26,4.489999771118164
2018-10-29,4.289999961853027
2018-10-30,4.050000190734863
2018-10-31,4.099999904632568
2018-11-01,4.489999771118164
2018-11-02,4.059999942779541
2018-11-05,3.950000047683716
2018-11-06,3.9600000381469727
2018-11-07,3.9800000190734863
2018-11-08,3.869999885559082
2018-11-09,3.75
2018-11-12,3.5999999046325684
2018-11-13,3.5199999809265137
2018-11-14,3.240000009536743
2018-11-15,3.299999952316284
2018-11-16,3.450000047683716
2018-11-19,3.6700000762939453
2018-11-20,3.5399999618530273
2018-11-21,3.569999933242798
2018-11-23,3.4700000286102295
2018-11-26,3.7100000381469727
2018-11-27,3.6600000858306885
2018-11-28,3.4700000286102295
2018-11-29,3.700000047683716
2018-11-30,3.5999999046325684
2018-12-03,3.5399999618530273
2018-12-04,3.430000066757202
2018-12-06,3.2100000381469727
2018-12-07,3.2100000381469727
2018-12-10,3.2100000381469727
2018-12-11,3.2699999809265137
2018-12-12,3.4000000953674316
2018-12-13,3.450000047683716
2018-12-14,3.509999990463257
2018-12-17,3.063999891281128
2018-12-18,2.9549999237060547
2018-12-19,2.7149999141693115
2018-12-20,2.8399999141693115
2018-12-21,2.6600000858306885
2018-12-24,2.630000114440918
2018-12-26,2.609999895095825
2018-12-27,2.5
2018-12-28,2.6500000953674316
2018-12-31,2.869999885559082
2019-01-02,2.9549999237060547
2019-01-03,2.819999933242798
2019-01-04,2.75
2019-01-07,2.9600000381469727
2019-01-08,2.9000000953674316
2019-01-09,2.990000009536743
2019-01-10,3.009999990463257
2019-01-11,3.140000104904175
2019-01-14,3.0299999713897705
2019-01-15,2.880000114440918
2019-01-16,2.990000009536743
2019-01-17,3.009999990463257
2019-01-18,3.0799999237060547
2019-01-22,3.0299999713897705
2019-01-23,3.25
2019-01-24,3.700000047683716
2019-01-25,3.990000009536743
2019-01-28,3.9000000953674316
2019-01-29,3.7699999809265137
2019-01-30,3.7100000381469727
2019-01-31,3.509999990463257
2019-02-01,3.700000047683716
2019-02-04,3.75
2019-02-05,3.6600000858306885
2019-02-06,3.680000066757202
2019-02-07,3.680000066757202
2019-02-08,3.5999999046325684
2019-02-11,3.700000047683716
2019-02-12,3.75
2019-02-13,3.930000066757202
2019-02-14,3.7699999809265137
2019-02-15,3.8399999141693115
2019-02-19,3.6700000762939453
2019-02-20,3.75
2019-02-21,3.819999933242798
2019-02-22,3.7899999618530273
2019-02-25,3.7899999618530273
2019-02-26,3.7100000381469727
2019-02-27,3.9000000953674316
2019-02-28,3.799999952316284
2019-03-01,3.6600000858306885
2019-03-04,3.630000114440918
2019-03-05,3.630000114440918
2019-03-06,3.5899999141693115
2019-03-07,3.6500000953674316
2019-03-08,3.559999942779541
2019-03-11,3.390000104904175
2019-03-12,3.559999942779541
2019-03-13,3.444999933242798
2019-03-14,3.4100000858306885
2019-03-15,3.369999885559082
2019-03-18,3.440000057220459
2019-03-19,3.5299999713897705
2019-03-20,3.1500000953674316
2019-03-21,3.299999952316284
2019-03-22,3.049999952316284
2019-03-25,3.200000047683716
2019-03-26,3.1500000953674316
2019-03-27,2.990000009536743
2019-03-28,2.880000114440918
2019-03-29,2.6500000953674316
2019-04-01,3.0999999046325684
2019-04-02,2.9700000286102295
2019-04-03,3.1600000858306885
2019-04-04,3.319999933242798
2019-04-05,3.4000000953674316
2019-04-08,3.359999895095825
2019-04-09,3.190000057220459
2019-04-10,2.890000104904175
2019-04-11,2.9800000190734863
2019-04-12,3.0
2019-04-15,2.809999942779541
2019-04-16,2.8499999046325684
2019-04-17,2.759999990463257
2019-04-18,2.799999952316284
2019-04-22,2.859999895095825
2019-04-23,2.75
2019-04-24,2.759999990463257
2019-04-25,2.7750000953674316
2019-04-26,2.5899999141693115
2019-04-29,2.5999999046325684
2019-04-30,2.5999999046325684
2019-05-01,2.559999942779541
2019-05-02,2.700000047683716
2019-05-03,3.2799999713897705
2019-05-06,3.799999952316284
2019-05-07,4.150000095367432
2019-05-08,3.7950000762939453
2019-05-09,4.0
2019-05-10,3.75
2019-05-13,3.9100000858306885
2019-05-14,3.869999885559082
2019-05-15,4.0
2019-05-16,4.050000190734863
2019-05-17,4.050000190734863
2019-05-20,3.799999952316284
2019-05-21,3.809999942779541
2019-05-22,3.8399999141693115
2019-05-23,3.819999933242798
2019-05-24,3.940000057220459
2019-05-28,3.9700000286102295
2019-05-29,4.199999809265137
2019-05-30,4.150000095367432
2019-05-31,4.21999979019165
2019-06-03,4.840000152587891
2019-06-04,4.5
2019-06-05,4.650000095367432
2019-06-06,4.579999923706055
2019-06-07,4.78000020980835
2019-06-10,4.849999904632568
2019-06-11,4.820000171661377
2019-06-12,4.789999961853027
2019-06-13,4.849999904632568
2019-06-14,4.980000019073486
2019-06-17,5.190000057220459
2019-06-18,5.078999996185303
2019-06-19,5.03000020980835
2019-06-20,5.039999961853027
2019-06-21,5.150000095367432
2019-06-24,5.050000190734863
2019-06-25,4.800000190734863
2019-06-26,4.78000020980835
2019-06-27,5.039999961853027
2019-06-28,5.03000020980835
2019-07-01,4.559999942779541
2019-07-02,4.75
2019-07-03,4.659999847412109
2019-07-05,4.510000228881836
2019-07-08,4.380000114440918
2019-07-09,4.5
2019-07-10,4.539999961853027
2019-07-11,4.550000190734863
2019-07-12,4.610000133514404
2019-07-15,4.460000038146973
2019-07-16,4.360000133514404
2019-07-17,4.46999979019165
2019-07-18,4.389999866485596
2019-07-19,4.539999961853027
2019-07-22,5.264999866485596
2019-07-23,5.0
2019-07-24,5.0
2019-07-25,5.025000095367432
2019-07-26,5.159999847412109
2019-07-29,5.420000076293945
2019-07-30,5.300000190734863
2019-07-31,5.53000020980835
2019-08-01,5.28000020980835
2019-08-02,5.460000038146973
2019-08-05,5.050000190734863
2019-08-06,5.110000133514404
2019-08-07,5.260000228881836
2019-08-08,4.5
2019-08-09,4.519999980926514
2019-08-12,4.409999847412109
2019-08-13,4.360000133514404
2019-08-14,4.210000038146973
2019-08-15,4.150000095367432
2019-08-16,4.429999828338623
2019-08-19,4.489999771118164
2019-08-20,4.5
2019-08-21,4.730000019073486
2019-08-22,4.519999980926514
2019-08-23,4.349999904632568
2019-08-26,4.079999923706055
2019-08-27,4.110000133514404
2019-08-28,4.300000190734863
2019-08-29,4.050000190734863
2019-08-30,4.059999942779541
2019-09-03,3.6500000953674316
2019-09-04,3.6500000953674316
2019-09-05,3.8399999141693115
2019-09-06,3.8299999237060547
2019-09-09,3.700000047683716
2019-09-10,3.7699999809265137
2019-09-11,3.819999933242798
2019-09-12,3.819999933242798
2019-09-13,3.6600000858306885
2019-09-16,3.6700000762939453
2019-09-17,3.75
2019-09-18,3.6700000762939453
2019-09-19,3.559999942779541
2019-09-20,3.6600000858306885
2019-09-23,3.640000104904175
2019-09-24,3.5
2019-09-25,3.740000009536743
2019-09-26,3.680000066757202
2019-09-27,3.509999990463257
2019-09-30,3.7699999809265137
2019-10-01,3.7899999618530273
2019-10-02,3.4700000286102295
2019-10-03,3.549999952316284
2019-10-04,3.740000009536743
2019-10-07,3.5799999237060547
2019-10-08,3.569999933242798
2019-10-09,3.7100000381469727
2019-10-10,3.569999933242798
2019-10-11,3.5299999713897705
2019-10-14,3.690000057220459
2019-10-15,3.549999952316284
2019-10-16,3.180000066757202
2019-10-17,3.3399999141693115
2019-10-18,3.3299999237060547
2019-10-21,3.200000047683716
2019-10-22,3.2699999809265137
2019-10-23,3.2799999713897705
2019-10-24,3.5399999618530273
2019-10-25,3.609999895095825
2019-10-28,3.940000057220459
2019-10-29,3.799999952316284
2019-10-30,3.700000047683716
2019-10-31,3.369999885559082
2019-11-01,3.4000000953674316
2019-11-04,3.440000057220459
2019-11-05,3.4549999237060547
2019-11-06,3.2200000286102295
2019-11-07,3.069999933242798
2019-11-08,3.0299999713897705
2019-11-11,2.7699999809265137
2019-11-12,2.6600000858306885
2019-11-13,2.680000066757202
2019-11-14,2.640000104904175
2019-11-15,2.619999885559082
2019-11-18,2.799999952316284
2019-11-19,2.950000047683716
2019-11-20,2.9100000858306885
2019-11-21,2.890000104904175
2019-11-22,3.069999933242798
2019-11-25,3.0199999809265137
2019-11-26,3.0399999618530273
2019-11-27,3.009999990463257
2019-11-29,3.049999952316284
2019-12-02,2.990000009536743
2019-12-03,3.1700000762939453
2019-12-04,3.059999942779541
2019-12-05,3.0299999713897705
2019-12-06,2.9200000762939453
2019-12-09,2.8499999046325684
2019-12-10,2.8499999046325684
2019-12-11,2.880000114440918
2019-12-12,2.9700000286102295
2019-12-13,2.869999885559082
2019-12-16,2.890000104904175
2019-12-17,2.890000104904175
2019-12-18,2.9100000858306885
2019-12-19,2.8499999046325684
2019-12-20,2.930000066757202
2019-12-23,3.0950000286102295
2019-12-24,3.0799999237060547
2019-12-26,3.0999999046325684
2019-12-27,2.950000047683716
2019-12-30,3.049999952316284
2019-12-31,3.0799999237060547
2020-01-02,3.1600000858306885
2020-01-03,3.1500000953674316
2020-01-06,3.309999942779541
2020-01-07,3.2899999618530273
2020-01-08,3.299999952316284
2020-01-09,3.640000104904175
2020-01-10,4.170000076293945
2020-01-13,4.099999904632568
2020-01-14,4.0
2020-01-15,3.9100000858306885
2020-01-16,3.7799999713897705
2020-01-17,4.429999828338623
2020-01-21,4.25
2020-01-22,4.309999942779541
2020-01-23,4.320000171661377
2020-01-24,4.559999942779541
2020-01-27,4.429999828338623
2020-01-28,4.449999809265137
2020-01-29,4.5
2020-01-30,4.320000171661377
2020-01-31,4.159999847412109
2020-02-03,4.150000095367432
2020-02-04,4.349999904632568
2020-02-05,4.360000133514404
2020-02-06,4.199999809265137
2020-02-07,4.170000076293945
2020-02-10,4.889999866485596
2020-02-11,5.670000076293945
2020-02-12,5.28000020980835
2020-02-13,4.900000095367432
2020-02-14,4.739999771118164
2020-02-18,4.380000114440918
2020-02-19,4.599999904632568
2020-02-20,4.710000038146973
2020-02-21,4.929999828338623
2020-02-24,4.78000020980835
2020-02-25,4.940000057220459
2020-02-26,5.199999809265137
2020-02-27,4.559999942779541
2020-02-28,4.389999866485596
2020-03-02,4.510000228881836
2020-03-03,4.75
2020-03-04,5.204999923706055
2020-03-05,4.929999828338623
2020-03-06,5.139999866485596
2020-03-09,4.460000038146973
2020-03-10,4.46999979019165
2020-03-11,4.059999942779541
2020-03-12,3.049999952316284
2020-03-13,3.1500000953674316
2020-03-16,2.940000057220459
2020-03-17,3.309999942779541
2020-03-18,2.859999895095825
2020-03-19,2.9100000858306885
2020-03-20,2.6600000858306885
2020-03-23,2.549999952316284
2020-03-24,2.930000066757202
2020-03-25,3.180000066757202
2020-03-26,3.684999942779541
2020-03-27,3.490000009536743
2020-03-30,3.549999952316284
2020-03-31,3.5
2020-04-01,3.450000047683716
2020-04-02,3.450000047683716
2020-04-03,3.700000047683716
2020-04-06,3.809999942779541
2020-04-07,3.9649999141693115
2020-04-08,4.0
2020-04-09,4.0
2020-04-13,4.190000057220459
2020-04-14,4.289999961853027
2020-04-15,4.019999980926514
2020-04-16,3.9700000286102295
2020-04-17,4.010000228881836
2020-04-20,4.079999923706055
2020-04-21,4.090000152587891
2020-04-22,4.380000114440918
2020-04-23,4.5
2020-04-24,4.460000038146973
2020-04-27,5.199999809265137
2020-04-28,5.050000190734863
2020-04-29,5.760000228881836
2020-04-30,5.320000171661377
2020-05-01,5.230000019073486
2020-05-04,5.059999942779541
2020-05-05,5.340000152587891
2020-05-06,5.409999847412109
2020-05-07,5.460000038146973
