,BSCN
2014-09-17,20.020000457763672
2014-09-18,20.020000457763672
2014-09-19,20.020000457763672
2014-09-22,20.100000381469727
2014-09-23,20.1200008392334
2014-09-24,20.1200008392334
2014-09-25,20.10300064086914
2014-09-26,20.049999237060547
2014-09-29,20.04800033569336
2014-09-30,20.1299991607666
2014-10-01,20.270000457763672
2014-10-02,20.239999771118164
2014-10-03,20.239999771118164
2014-10-06,20.239999771118164
2014-10-07,20.360000610351562
2014-10-08,20.360000610351562
2014-10-09,20.350000381469727
2014-10-10,20.440000534057617
2014-10-13,20.492000579833984
2014-10-14,20.492000579833984
2014-10-15,20.670000076293945
2014-10-16,20.68000030517578
2014-10-17,20.59000015258789
2014-10-20,20.6200008392334
2014-10-21,20.600000381469727
2014-10-22,20.56999969482422
2014-10-23,20.510000228881836
2014-10-24,20.540000915527344
2014-10-27,20.489999771118164
2014-10-28,20.510000228881836
2014-10-29,20.350000381469727
2014-10-30,20.350000381469727
2014-10-31,20.360000610351562
2014-11-03,20.299999237060547
2014-11-04,20.229999542236328
2014-11-05,20.229999542236328
2014-11-06,20.229999542236328
2014-11-07,20.347000122070312
2014-11-10,20.329999923706055
2014-11-11,20.336999893188477
2014-11-12,20.336999893188477
2014-11-13,20.260000228881836
2014-11-14,20.280000686645508
2014-11-17,20.280000686645508
2014-11-18,20.211999893188477
2014-11-19,20.211999893188477
2014-11-20,20.211999893188477
2014-11-21,20.299999237060547
2014-11-24,20.360000610351562
2014-11-25,20.399999618530273
2014-11-26,20.481000900268555
2014-11-28,20.481000900268555
2014-12-01,20.399999618530273
2014-12-02,20.368999481201172
2014-12-03,20.360000610351562
2014-12-04,20.399999618530273
2014-12-05,20.399999618530273
2014-12-08,20.420000076293945
2014-12-09,20.440000534057617
2014-12-10,20.459999084472656
2014-12-11,20.3799991607666
2014-12-12,20.5
2014-12-15,20.45599937438965
2014-12-16,20.46299934387207
2014-12-17,20.357999801635742
2014-12-18,20.350000381469727
2014-12-19,20.389999389648438
2014-12-22,20.40999984741211
2014-12-23,20.360000610351562
2014-12-24,20.329999923706055
2014-12-26,20.3799991607666
2014-12-29,20.360000610351562
2014-12-30,20.530000686645508
2014-12-31,20.399999618530273
2015-01-02,20.579999923706055
2015-01-05,20.650999069213867
2015-01-06,20.739999771118164
2015-01-07,20.68000030517578
2015-01-08,20.607999801635742
2015-01-09,20.649999618530273
2015-01-12,20.780000686645508
2015-01-13,20.829999923706055
2015-01-14,20.860000610351562
2015-01-15,20.920000076293945
2015-01-16,20.799999237060547
2015-01-20,20.90999984741211
2015-01-21,20.790000915527344
2015-01-22,20.790000915527344
2015-01-23,20.910999298095703
2015-01-26,20.950000762939453
2015-01-27,21.01799964904785
2015-01-28,21.06999969482422
2015-01-29,21.09000015258789
2015-01-30,21.190000534057617
2015-02-02,21.190000534057617
2015-02-03,21.0
2015-02-04,21.1200008392334
2015-02-05,21.0049991607666
2015-02-06,20.81999969482422
2015-02-09,20.8799991607666
2015-02-10,20.889999389648438
2015-02-11,20.844999313354492
2015-02-12,20.90999984741211
2015-02-13,20.920000076293945
2015-02-17,20.74799919128418
2015-02-18,20.780000686645508
2015-02-19,20.8700008392334
2015-02-20,20.84000015258789
2015-02-23,20.850000381469727
2015-02-24,20.96500015258789
2015-02-25,21.058000564575195
2015-02-26,20.920000076293945
2015-02-27,20.950000762939453
2015-03-02,20.777999877929688
2015-03-03,20.709999084472656
2015-03-04,20.743999481201172
2015-03-05,20.75
2015-03-06,20.59000015258789
2015-03-09,20.618999481201172
2015-03-10,20.704999923706055
2015-03-11,20.70800018310547
2015-03-12,20.69499969482422
2015-03-13,20.600000381469727
2015-03-16,20.70800018310547
2015-03-17,20.639999389648438
2015-03-18,20.898000717163086
2015-03-19,20.700000762939453
2015-03-20,20.8439998626709
2015-03-23,20.89900016784668
2015-03-24,20.93000030517578
2015-03-25,20.854999542236328
2015-03-26,20.760000228881836
2015-03-27,20.809999465942383
2015-03-30,20.86400032043457
2015-03-31,20.916000366210938
2015-04-01,20.908000946044922
2015-04-02,20.95400047302246
2015-04-06,20.90399932861328
2015-04-07,20.8799991607666
2015-04-08,20.913000106811523
2015-04-09,20.889999389648438
2015-04-10,20.8799991607666
2015-04-13,20.874000549316406
2015-04-14,20.979999542236328
2015-04-15,20.988000869750977
2015-04-16,20.981000900268555
2015-04-17,21.020000457763672
2015-04-20,21.04599952697754
2015-04-21,21.006000518798828
2015-04-22,20.860000610351562
2015-04-23,20.93000030517578
2015-04-24,20.950000762939453
2015-04-27,20.93000030517578
2015-04-28,20.8700008392334
2015-04-29,20.790000915527344
2015-04-30,20.735000610351562
2015-05-01,20.636999130249023
2015-05-04,20.59000015258789
2015-05-05,20.549999237060547
2015-05-06,20.350000381469727
2015-05-07,20.510000228881836
2015-05-08,20.6299991607666
2015-05-11,20.40999984741211
2015-05-12,20.450000762939453
2015-05-13,20.440000534057617
2015-05-14,20.510000228881836
2015-05-15,20.614999771118164
2015-05-18,20.520000457763672
2015-05-19,20.40999984741211
2015-05-20,20.530000686645508
2015-05-21,20.530000686645508
2015-05-22,20.489999771118164
2015-05-26,20.540000915527344
2015-05-27,20.510000228881836
2015-05-28,20.610000610351562
2015-05-29,20.579999923706055
2015-06-01,20.5
2015-06-02,20.34000015258789
2015-06-03,20.200000762939453
2015-06-04,20.270000457763672
2015-06-05,20.15999984741211
2015-06-08,20.18000030517578
2015-06-09,20.1560001373291
2015-06-10,20.049999237060547
2015-06-11,20.18000030517578
2015-06-12,20.200000762939453
2015-06-15,20.208999633789062
2015-06-16,20.239999771118164
2015-06-17,20.239999771118164
2015-06-18,20.219999313354492
2015-06-19,20.28499984741211
2015-06-22,20.209999084472656
2015-06-23,20.15399932861328
2015-06-24,20.149999618530273
2015-06-25,20.149999618530273
2015-06-26,20.06999969482422
2015-06-29,20.149999618530273
2015-06-30,20.209999084472656
2015-07-01,20.100000381469727
2015-07-02,20.16699981689453
2015-07-06,20.110000610351562
2015-07-07,20.277999877929688
2015-07-08,20.299999237060547
2015-07-09,20.202999114990234
2015-07-10,20.09000015258789
2015-07-13,20.040000915527344
2015-07-14,20.075000762939453
2015-07-15,20.100000381469727
2015-07-16,20.149999618530273
2015-07-17,20.15999984741211
2015-07-20,20.09000015258789
2015-07-21,20.148000717163086
2015-07-22,20.1200008392334
2015-07-23,20.148000717163086
2015-07-24,20.139999389648438
2015-07-27,20.139999389648438
2015-07-28,20.110000610351562
2015-07-29,20.134000778198242
2015-07-30,20.149999618530273
2015-07-31,20.239999771118164
2015-08-03,20.219999313354492
2015-08-04,20.139999389648438
2015-08-05,20.079999923706055
2015-08-06,20.09000015258789
2015-08-07,20.10099983215332
2015-08-10,20.1200008392334
2015-08-11,20.18199920654297
2015-08-12,20.145999908447266
2015-08-13,20.030000686645508
2015-08-14,20.065000534057617
2015-08-17,20.139999389648438
2015-08-18,20.110000610351562
2015-08-19,20.170000076293945
2015-08-20,20.190000534057617
2015-08-21,20.43000030517578
2015-08-24,19.969999313354492
2015-08-25,19.948999404907227
2015-08-26,20.030000686645508
2015-08-27,20.09000015258789
2015-08-28,20.200000762939453
2015-08-31,20.094999313354492
2015-09-01,20.030000686645508
2015-09-02,20.06999969482422
2015-09-03,20.1299991607666
2015-09-04,20.15999984741211
2015-09-08,20.170000076293945
2015-09-09,20.190000534057617
2015-09-10,20.06999969482422
2015-09-11,20.049999237060547
2015-09-14,20.100000381469727
2015-09-15,19.989999771118164
2015-09-16,19.979999542236328
2015-09-17,20.139999389648438
