,ATCX
2019-02-06,9.550000190734863
2019-02-07,9.550000190734863
2019-02-08,9.59000015258789
2019-02-11,9.630000114440918
2019-02-12,9.65999984741211
2019-02-13,9.65999984741211
2019-02-14,9.75
2019-02-15,9.729999542236328
2019-02-19,9.720000267028809
2019-02-20,9.720000267028809
2019-02-21,9.729999542236328
2019-02-22,9.729999542236328
2019-02-25,9.729999542236328
2019-02-26,9.729999542236328
2019-02-27,9.729999542236328
2019-02-28,9.8100004196167
2019-03-01,9.8100004196167
2019-03-04,9.8100004196167
2019-03-05,9.8100004196167
2019-03-06,9.8100004196167
2019-03-07,9.8100004196167
2019-03-08,9.8100004196167
2019-03-11,9.8100004196167
2019-03-12,9.699999809265137
2019-03-13,9.699999809265137
2019-03-14,9.699999809265137
2019-03-15,9.699999809265137
2019-03-18,9.699999809265137
2019-03-19,9.699999809265137
2019-03-20,9.710000038146973
2019-03-21,9.710000038146973
2019-03-22,9.710000038146973
2019-03-25,9.710000038146973
2019-03-26,9.720000267028809
2019-03-27,9.720000267028809
2019-03-28,9.770000457763672
2019-03-29,9.720000267028809
2019-04-01,9.720000267028809
2019-04-02,9.729999542236328
2019-04-03,9.729999542236328
2019-04-04,9.75
2019-04-05,9.739999771118164
2019-04-08,9.739999771118164
2019-04-09,9.739999771118164
2019-04-10,9.729999542236328
2019-04-11,9.729999542236328
2019-04-12,9.729999542236328
2019-04-15,9.800000190734863
2019-04-16,9.800000190734863
2019-04-17,9.800000190734863
2019-04-18,9.800000190734863
2019-04-22,9.800000190734863
2019-04-23,9.76200008392334
2019-04-24,9.76200008392334
2019-04-25,9.760000228881836
2019-04-26,9.760000228881836
2019-04-29,9.760000228881836
2019-04-30,9.760000228881836
2019-05-01,9.75
2019-05-02,9.75
2019-05-03,9.800000190734863
2019-05-06,9.760000228881836
2019-05-07,9.770000457763672
2019-05-08,9.770000457763672
2019-05-09,9.770000457763672
2019-05-10,9.760000228881836
2019-05-13,9.75
2019-05-14,9.75
2019-05-15,9.779999732971191
2019-05-16,9.779999732971191
2019-05-17,9.760000228881836
2019-05-20,9.770000457763672
2019-05-21,9.770000457763672
2019-05-22,9.770000457763672
2019-05-23,9.770000457763672
2019-05-24,9.770000457763672
2019-05-28,9.779999732971191
2019-05-29,9.779999732971191
2019-05-30,9.779999732971191
2019-05-31,9.779999732971191
2019-06-03,9.760000228881836
2019-06-04,9.779999732971191
2019-06-05,9.800000190734863
2019-06-06,9.8100004196167
2019-06-07,9.819999694824219
2019-06-10,9.819999694824219
2019-06-11,9.819999694824219
2019-06-12,9.819999694824219
2019-06-13,9.880000114440918
2019-06-14,9.850000381469727
2019-06-17,9.850000381469727
2019-06-18,9.84000015258789
2019-06-19,9.84000015258789
2019-06-20,9.84000015258789
2019-06-21,9.84000015258789
2019-06-24,9.84000015258789
2019-06-25,9.800000190734863
2019-06-26,9.833999633789062
2019-06-27,9.850000381469727
2019-06-28,9.850000381469727
2019-07-01,9.850000381469727
2019-07-02,9.819999694824219
2019-07-03,9.819999694824219
2019-07-05,9.819999694824219
2019-07-08,9.84000015258789
2019-07-09,9.84000015258789
2019-07-10,9.819999694824219
2019-07-11,9.819999694824219
2019-07-12,9.829999923706055
2019-07-15,9.819999694824219
2019-07-16,9.819999694824219
2019-07-17,9.819999694824219
2019-07-18,9.829999923706055
2019-07-19,9.829999923706055
2019-07-22,9.84000015258789
2019-07-23,9.84000015258789
2019-07-24,9.829999923706055
2019-07-25,9.829999923706055
2019-07-26,10.0
2019-07-29,9.899999618530273
2019-07-30,9.819999694824219
2019-07-31,9.819999694824219
2019-08-01,9.776000022888184
2019-08-02,9.8100004196167
2019-08-05,9.880000114440918
2019-08-06,9.880000114440918
2019-08-07,9.880000114440918
2019-08-08,9.890000343322754
2019-08-09,9.890000343322754
2019-08-12,9.890000343322754
2019-08-13,10.039999961853027
2019-08-14,10.045000076293945
2019-08-15,10.039999961853027
2019-08-16,10.050000190734863
2019-08-19,10.041999816894531
2019-08-20,10.050000190734863
2019-08-21,10.050000190734863
2019-08-22,10.050000190734863
2019-08-23,10.039999961853027
2019-08-26,10.050000190734863
2019-08-27,10.050000190734863
2019-08-28,10.055000305175781
2019-08-29,10.050000190734863
2019-08-30,10.050000190734863
2019-09-03,10.069999694824219
2019-09-04,10.050000190734863
2019-09-05,10.079999923706055
2019-09-06,10.069999694824219
2019-09-09,10.050000190734863
2019-09-10,10.039999961853027
2019-09-11,10.039999961853027
2019-09-12,10.079999923706055
2019-09-13,10.039999961853027
2019-09-16,10.020000457763672
2019-09-17,10.039999961853027
2019-09-18,10.039999961853027
2019-09-19,10.050000190734863
2019-09-20,10.050000190734863
2019-09-23,10.029999732971191
2019-09-24,10.0600004196167
2019-09-25,10.0600004196167
2019-09-26,10.060999870300293
2019-09-27,10.069999694824219
2019-09-30,10.074999809265137
2019-10-01,10.069000244140625
2019-10-02,10.069999694824219
2019-10-03,10.074999809265137
2019-10-04,10.07699966430664
2019-10-07,10.083000183105469
2019-10-08,10.072999954223633
2019-10-09,10.065999984741211
2019-10-10,10.071000099182129
2019-10-11,10.09000015258789
2019-10-14,10.09000015258789
2019-10-15,10.081999778747559
2019-10-16,10.088000297546387
2019-10-17,10.074999809265137
2019-10-18,10.07699966430664
2019-10-21,10.0600004196167
2019-10-22,10.074999809265137
2019-10-23,10.074999809265137
2019-10-24,10.0600004196167
2019-10-25,10.09000015258789
2019-10-28,10.069999694824219
2019-10-29,10.081000328063965
2019-10-30,10.090999603271484
2019-10-31,10.10200023651123
2019-11-01,10.079999923706055
2019-11-04,10.095000267028809
2019-11-05,10.092000007629395
2019-11-06,10.095000267028809
2019-11-07,10.095000267028809
2019-11-08,10.104999542236328
2019-11-11,10.100000381469727
2019-11-12,10.109999656677246
2019-11-13,10.100000381469727
2019-11-14,10.11299991607666
2019-11-15,10.119999885559082
2019-11-18,10.100000381469727
2019-11-19,10.100000381469727
2019-11-20,10.100000381469727
2019-11-21,10.114999771118164
2019-11-22,10.11299991607666
2019-11-25,10.109999656677246
2019-11-26,10.079999923706055
2019-11-27,10.079999923706055
2019-11-29,10.069999694824219
2019-12-02,10.07699966430664
2019-12-03,10.100000381469727
2019-12-04,10.079999923706055
2019-12-05,10.067000389099121
2019-12-06,10.119999885559082
2019-12-09,8.600000381469727
2019-12-10,10.079000473022461
2019-12-11,10.039999961853027
2019-12-12,10.09000015258789
2019-12-13,10.079999923706055
2019-12-16,10.119999885559082
2019-12-17,10.069999694824219
2019-12-18,10.09000015258789
2019-12-19,10.09000015258789
2019-12-20,10.140999794006348
2019-12-23,10.149999618530273
2019-12-24,10.130000114440918
2019-12-26,10.131999969482422
2019-12-27,10.196000099182129
2019-12-30,10.15999984741211
2019-12-31,10.15999984741211
2020-01-02,10.180999755859375
2020-01-03,10.123000144958496
2020-01-06,10.15999984741211
2020-01-07,10.100000381469727
2020-01-08,10.149999618530273
2020-01-09,10.180000305175781
2020-01-10,10.154999732971191
2020-01-13,10.178999900817871
2020-01-14,10.149999618530273
2020-01-15,10.149999618530273
2020-01-16,10.170000076293945
2020-01-17,10.182000160217285
2020-01-21,10.149999618530273
2020-01-22,10.15999984741211
2020-01-23,10.1899995803833
2020-01-24,10.1899995803833
2020-01-27,10.199999809265137
2020-01-28,10.229999542236328
2020-01-29,10.199999809265137
2020-01-30,10.149999618530273
2020-01-31,10.204999923706055
2020-02-03,10.204999923706055
2020-02-04,10.220000267028809
2020-02-05,9.300000190734863
2020-02-06,9.890000343322754
2020-02-07,10.057000160217285
2020-02-10,10.104999542236328
2020-02-11,10.75
2020-02-12,10.420000076293945
2020-02-13,10.329999923706055
2020-02-14,10.076000213623047
2020-02-18,13.0
2020-02-19,11.949999809265137
2020-02-20,9.619999885559082
2020-02-21,9.718999862670898
2020-02-24,9.65999984741211
2020-02-25,9.5
2020-02-26,9.649999618530273
2020-02-27,9.960000038146973
2020-02-28,9.899999618530273
2020-03-02,9.34000015258789
2020-03-03,10.029999732971191
2020-03-04,9.350000381469727
2020-03-05,9.09000015258789
2020-03-06,9.0
2020-03-09,8.0
2020-03-10,8.4399995803833
2020-03-11,8.350000381469727
2020-03-12,5.28000020980835
2020-03-13,5.605000019073486
2020-03-16,5.300000190734863
2020-03-17,5.269999980926514
2020-03-18,5.809999942779541
2020-03-19,6.139999866485596
2020-03-20,5.010000228881836
2020-03-23,5.400000095367432
2020-03-24,6.150000095367432
2020-03-25,7.079999923706055
2020-03-26,8.800000190734863
2020-03-27,9.199999809265137
2020-03-30,8.140000343322754
2020-03-31,8.59000015258789
2020-04-01,7.052000045776367
2020-04-02,7.119999885559082
2020-04-03,8.199999809265137
2020-04-06,9.140000343322754
2020-04-07,9.140000343322754
2020-04-08,8.800000190734863
2020-04-09,9.0
2020-04-13,8.699999809265137
2020-04-14,8.6899995803833
2020-04-15,8.699999809265137
2020-04-16,8.989999771118164
2020-04-17,8.699999809265137
2020-04-20,8.515000343322754
2020-04-21,8.850000381469727
2020-04-22,9.5
2020-04-23,8.694000244140625
2020-04-24,9.479999542236328
2020-04-27,9.25
2020-04-28,9.25
2020-04-29,9.0600004196167
2020-04-30,9.100000381469727
2020-05-01,9.09000015258789
2020-05-04,9.09000015258789
2020-05-05,9.09000015258789
2020-05-06,10.100000381469727
2020-05-07,10.5
2020-05-08,10.680000305175781
2020-05-11,9.3100004196167
2020-05-12,9.149999618530273
2020-05-13,9.380000114440918
2020-05-14,8.824999809265137
2020-05-15,8.949999809265137
2020-05-18,9.029999732971191
2020-05-19,9.75
2020-05-20,10.199999809265137
2020-05-21,9.970000267028809
2020-05-22,10.010000228881836
2020-05-26,10.5600004196167
2020-05-27,10.430000305175781
2020-05-28,10.399999618530273
2020-05-29,10.5
2020-06-01,10.5
2020-06-02,10.5
2020-06-03,10.25
2020-06-04,10.010000228881836
2020-06-05,10.199999809265137
