,ATCX
2020-06-08,10.239999771118164
2020-06-09,10.289999961853027
2020-06-10,10.25
2020-06-11,9.550000190734863
2020-06-12,9.960000038146973
2020-06-15,8.414999961853027
2020-06-16,8.305000305175781
2020-06-17,8.0
2020-06-18,8.210000038146973
2020-06-19,8.4399995803833
2020-06-22,7.940000057220459
2020-06-23,8.050000190734863
2020-06-24,7.829999923706055
2020-06-25,7.900000095367432
2020-06-26,6.880000114440918
2020-06-29,6.255000114440918
2020-06-30,6.544000148773193
2020-07-01,6.473999977111816
2020-07-02,6.900000095367432
2020-07-06,7.769999980926514
2020-07-07,7.239999771118164
2020-07-08,7.389999866485596
2020-07-09,7.079999923706055
2020-07-10,7.639999866485596
2020-07-13,7.900000095367432
2020-07-14,7.590000152587891
2020-07-15,8.119999885559082
2020-07-16,7.690000057220459
2020-07-17,8.0
2020-07-20,8.399999618530273
2020-07-21,8.260000228881836
2020-07-22,8.0600004196167
2020-07-23,8.378999710083008
2020-07-24,8.015000343322754
2020-07-27,8.4399995803833
2020-07-28,8.010000228881836
2020-07-29,8.350000381469727
2020-07-30,8.449999809265137
2020-07-31,8.5
2020-08-03,8.550000190734863
2020-08-04,8.649999618530273
2020-08-05,8.649999618530273
2020-08-06,8.88700008392334
2020-08-07,9.053999900817871
2020-08-10,9.199999809265137
2020-08-11,8.949999809265137
2020-08-12,8.5
2020-08-13,7.670000076293945
2020-08-14,8.364999771118164
2020-08-17,8.67199993133545
2020-08-18,9.0
2020-08-19,8.5
2020-08-20,8.581999778747559
2020-08-21,8.029999732971191
2020-08-24,8.520000457763672
2020-08-25,8.147000312805176
2020-08-26,8.156999588012695
2020-08-27,7.659999847412109
2020-08-28,8.199999809265137
2020-08-31,8.234999656677246
2020-09-01,8.5
2020-09-02,8.404999732971191
2020-09-03,8.260000228881836
2020-09-04,8.5
2020-09-08,8.720000267028809
2020-09-09,9.04699993133545
2020-09-10,8.850000381469727
2020-09-11,8.300000190734863
2020-09-14,8.220000267028809
2020-09-15,8.680000305175781
2020-09-16,8.739999771118164
2020-09-17,9.069999694824219
2020-09-18,9.149999618530273
2020-09-21,8.930000305175781
2020-09-22,8.90999984741211
2020-09-23,8.845000267028809
2020-09-24,8.75
2020-09-25,8.670000076293945
2020-09-28,9.0
2020-09-29,9.0
2020-09-30,8.824999809265137
2020-10-01,8.699999809265137
2020-10-02,8.609999656677246
2020-10-05,9.050000190734863
2020-10-06,9.050000190734863
2020-10-07,8.979999542236328
2020-10-08,8.979999542236328
2020-10-09,9.15999984741211
2020-10-12,8.899999618530273
2020-10-13,9.0
2020-10-14,8.850000381469727
2020-10-15,8.850000381469727
2020-10-16,9.149999618530273
2020-10-19,8.96500015258789
2020-10-20,7.307000160217285
2020-10-21,7.320000171661377
2020-10-22,6.7170000076293945
2020-10-23,6.900000095367432
2020-10-26,6.714000225067139
2020-10-27,6.650000095367432
2020-10-28,6.25
2020-10-29,6.505000114440918
2020-10-30,6.849999904632568
2020-11-02,6.849999904632568
2020-11-03,6.75
2020-11-04,6.900000095367432
2020-11-05,7.03000020980835
2020-11-06,6.78000020980835
2020-11-09,6.920000076293945
2020-11-10,7.054999828338623
2020-11-11,7.105000019073486
2020-11-12,7.0
2020-11-13,6.860000133514404
2020-11-16,6.71999979019165
2020-11-17,6.400000095367432
2020-11-18,6.199999809265137
2020-11-19,5.849999904632568
2020-11-20,5.230000019073486
2020-11-23,5.090000152587891
2020-11-24,5.09499979019165
2020-11-25,5.209000110626221
2020-11-27,5.190000057220459
2020-11-30,5.150000095367432
2020-12-01,5.550000190734863
2020-12-02,5.960000038146973
2020-12-03,6.289999961853027
2020-12-04,7.070000171661377
2020-12-07,7.070000171661377
2020-12-08,7.489999771118164
2020-12-09,7.670000076293945
2020-12-10,7.650000095367432
2020-12-11,7.260000228881836
2020-12-14,7.190000057220459
2020-12-15,7.170000076293945
2020-12-16,7.130000114440918
2020-12-17,7.329999923706055
2020-12-18,6.800000190734863
2020-12-21,7.25
2020-12-22,7.070000171661377
2020-12-23,7.295000076293945
2020-12-24,7.360000133514404
2020-12-28,7.25
2020-12-29,7.130000114440918
2020-12-30,7.130000114440918
2020-12-31,7.03000020980835
2021-01-04,7.489999771118164
2021-01-05,7.309999942779541
2021-01-06,7.909999847412109
2021-01-07,8.569999694824219
2021-01-08,8.949999809265137
2021-01-11,8.600000381469727
2021-01-12,8.720000267028809
2021-01-13,8.979999542236328
2021-01-14,10.100000381469727
2021-01-15,10.079999923706055
2021-01-19,9.895000457763672
2021-01-20,10.3100004196167
2021-01-21,9.9399995803833
2021-01-22,9.8100004196167
2021-01-25,9.949999809265137
2021-01-26,9.600000381469727
2021-01-27,9.869999885559082
2021-01-28,9.680000305175781
2021-01-29,9.65999984741211
2021-02-01,9.821000099182129
2021-02-02,9.40999984741211
2021-02-03,9.600000381469727
2021-02-04,9.40999984741211
2021-02-05,9.289999961853027
2021-02-08,8.770000457763672
2021-02-09,8.850000381469727
2021-02-10,8.569999694824219
2021-02-11,8.680000305175781
2021-02-12,8.850000381469727
2021-02-16,8.850000381469727
2021-02-17,9.020000457763672
2021-02-18,9.5
2021-02-19,9.40999984741211
2021-02-22,9.319999694824219
2021-02-23,9.1899995803833
2021-02-24,9.109999656677246
2021-02-25,9.1899995803833
2021-02-26,9.699999809265137
2021-03-01,9.800000190734863
2021-03-02,9.25
2021-03-03,9.0
2021-03-04,8.270000457763672
2021-03-05,8.65999984741211
2021-03-08,9.079999923706055
2021-03-09,9.630000114440918
2021-03-10,9.479999542236328
2021-03-11,9.550000190734863
2021-03-12,9.670000076293945
2021-03-15,9.9399995803833
2021-03-16,10.489999771118164
2021-03-17,11.050000190734863
2021-03-18,10.670000076293945
2021-03-19,10.640000343322754
2021-03-22,10.739999771118164
2021-03-23,10.600000381469727
2021-03-24,10.079999923706055
2021-03-25,9.390000343322754
2021-03-26,9.649999618530273
2021-03-29,9.59000015258789
2021-03-30,9.890000343322754
2021-03-31,10.210000038146973
2021-04-01,10.039999961853027
2021-04-05,10.0600004196167
2021-04-06,10.220000267028809
2021-04-07,10.489999771118164
2021-04-08,10.449999809265137
2021-04-09,10.260000228881836
2021-04-12,10.300000190734863
2021-04-13,10.350000381469727
2021-04-14,10.220000267028809
2021-04-15,10.300000190734863
2021-04-16,10.199999809265137
2021-04-19,9.699999809265137
2021-04-20,8.979999542236328
2021-04-21,9.0
2021-04-22,10.199999809265137
2021-04-23,10.329999923706055
2021-04-26,10.609999656677246
2021-04-27,10.6899995803833
2021-04-28,10.890000343322754
2021-04-29,11.199999809265137
2021-04-30,11.520000457763672
2021-05-03,11.899999618530273
2021-05-04,11.600000381469727
2021-05-05,11.449999809265137
2021-05-06,11.420000076293945
2021-05-07,11.729999542236328
2021-05-10,11.5
2021-05-11,11.359999656677246
2021-05-12,11.239999771118164
2021-05-13,11.289999961853027
2021-05-14,11.300000190734863
