,CSTE
2012-08-09,11.0600004196167
2012-08-10,10.600000381469727
2012-08-13,10.850000381469727
2012-08-14,11.720000267028809
2012-08-15,11.75
2012-08-16,11.600000381469727
2012-08-17,11.789999961853027
2012-08-20,11.779999732971191
2012-08-21,11.600000381469727
2012-08-22,11.859999656677246
2012-08-23,11.699999809265137
2012-08-24,11.949999809265137
2012-08-27,11.699999809265137
2012-08-28,11.710000038146973
2012-08-29,11.800000190734863
2012-08-30,11.75
2012-08-31,11.699999809265137
2012-09-04,11.729999542236328
2012-09-05,11.520000457763672
2012-09-06,11.800000190734863
2012-09-07,11.899999618530273
2012-09-10,12.069999694824219
2012-09-11,12.300000190734863
2012-09-12,12.5
2012-09-13,12.75
2012-09-14,13.640000343322754
2012-09-17,13.5
2012-09-18,13.670000076293945
2012-09-19,13.789999961853027
2012-09-20,13.489999771118164
2012-09-21,13.550000190734863
2012-09-24,13.770000457763672
2012-09-25,13.600000381469727
2012-09-26,13.520000457763672
2012-09-27,14.15999984741211
2012-09-28,14.100000381469727
2012-10-01,14.449999809265137
2012-10-02,14.800000190734863
2012-10-03,15.0
2012-10-04,14.8100004196167
2012-10-05,14.960000038146973
2012-10-08,14.760000228881836
2012-10-09,14.329999923706055
2012-10-10,14.34000015258789
2012-10-11,14.289999961853027
2012-10-12,15.0
2012-10-15,14.59000015258789
2012-10-16,14.989999771118164
2012-10-17,15.010000228881836
2012-10-18,15.020000457763672
2012-10-19,14.899999618530273
2012-10-22,15.640000343322754
2012-10-23,15.289999961853027
2012-10-24,15.6899995803833
2012-10-25,15.670000076293945
2012-10-26,15.649999618530273
2012-10-31,16.0
2012-11-01,15.739999771118164
2012-11-02,15.8100004196167
2012-11-05,15.890000343322754
2012-11-06,15.84000015258789
2012-11-07,15.010000228881836
2012-11-08,15.289999961853027
2012-11-09,15.100000381469727
2012-11-12,15.979999542236328
2012-11-13,15.5600004196167
2012-11-14,15.800000190734863
2012-11-15,15.3100004196167
2012-11-16,15.399999618530273
2012-11-19,15.380000114440918
2012-11-20,15.350000381469727
2012-11-21,15.260000228881836
2012-11-23,15.59000015258789
2012-11-26,15.529999732971191
2012-11-27,15.5
2012-11-28,15.699999809265137
2012-11-29,15.760000228881836
2012-11-30,15.800000190734863
2012-12-03,15.760000228881836
2012-12-04,15.760000228881836
2012-12-05,15.760000228881836
2012-12-06,16.0
2012-12-07,16.149999618530273
2012-12-10,16.25
2012-12-11,15.930000305175781
2012-12-12,15.850000381469727
2012-12-13,15.699999809265137
2012-12-14,15.859999656677246
2012-12-17,15.890000343322754
2012-12-18,16.43000030517578
2012-12-19,16.299999237060547
2012-12-20,16.25
2012-12-21,16.149999618530273
2012-12-24,16.139999389648438
2012-12-26,16.200000762939453
2012-12-27,16.600000381469727
2012-12-28,16.610000610351562
2012-12-31,15.989999771118164
2013-01-02,16.59000015258789
2013-01-03,16.40999984741211
2013-01-04,17.3700008392334
2013-01-07,17.0
2013-01-08,17.049999237060547
2013-01-09,17.510000228881836
2013-01-10,17.559999465942383
2013-01-11,17.3799991607666
2013-01-14,17.260000228881836
2013-01-15,17.3700008392334
2013-01-16,17.260000228881836
2013-01-17,17.420000076293945
2013-01-18,18.15999984741211
2013-01-22,18.489999771118164
2013-01-23,18.989999771118164
2013-01-24,19.25
2013-01-25,19.299999237060547
2013-01-28,19.0
2013-01-29,19.09000015258789
2013-01-30,19.0
2013-01-31,19.0
2013-02-01,19.0
2013-02-04,19.06999969482422
2013-02-05,18.989999771118164
2013-02-06,20.709999084472656
2013-02-07,20.850000381469727
2013-02-08,21.739999771118164
2013-02-11,21.6299991607666
2013-02-12,21.40999984741211
2013-02-13,21.889999389648438
2013-02-14,22.280000686645508
2013-02-15,23.1200008392334
2013-02-19,24.950000762939453
2013-02-20,22.610000610351562
2013-02-21,22.969999313354492
2013-02-22,22.34000015258789
2013-02-25,22.270000457763672
2013-02-26,23.0
2013-02-27,22.90999984741211
2013-02-28,23.25
2013-03-01,22.829999923706055
2013-03-04,22.350000381469727
2013-03-05,22.420000076293945
2013-03-06,22.229999542236328
2013-03-07,22.489999771118164
2013-03-08,22.5
2013-03-11,22.469999313354492
2013-03-12,22.65999984741211
2013-03-13,23.1299991607666
2013-03-14,23.469999313354492
2013-03-15,24.709999084472656
2013-03-18,23.440000534057617
2013-03-19,25.06999969482422
2013-03-20,25.34000015258789
2013-03-21,24.729999542236328
2013-03-22,24.719999313354492
2013-03-25,25.25
2013-03-26,25.020000457763672
2013-03-27,25.610000610351562
2013-03-28,26.399999618530273
2013-04-01,26.040000915527344
2013-04-02,25.40999984741211
2013-04-03,23.709999084472656
2013-04-04,23.899999618530273
2013-04-05,24.40999984741211
2013-04-08,23.489999771118164
2013-04-09,23.719999313354492
2013-04-10,23.5
2013-04-11,23.90999984741211
2013-04-12,22.75
2013-04-15,21.799999237060547
2013-04-16,22.360000610351562
2013-04-17,22.5
2013-04-18,22.100000381469727
2013-04-19,22.299999237060547
2013-04-22,22.65999984741211
2013-04-23,23.219999313354492
2013-04-24,23.389999389648438
2013-04-25,24.209999084472656
2013-04-26,24.100000381469727
2013-04-29,23.90999984741211
2013-04-30,23.459999084472656
2013-05-01,23.010000228881836
2013-05-02,23.450000762939453
2013-05-03,23.8700008392334
2013-05-06,23.5
2013-05-07,23.579999923706055
2013-05-08,24.399999618530273
2013-05-09,24.799999237060547
2013-05-10,25.219999313354492
2013-05-13,25.3700008392334
2013-05-14,25.68000030517578
2013-05-15,26.690000534057617
2013-05-16,27.809999465942383
2013-05-17,27.969999313354492
2013-05-20,27.940000534057617
2013-05-21,27.860000610351562
2013-05-22,28.06999969482422
2013-05-23,28.18000030517578
2013-05-24,28.399999618530273
2013-05-28,29.200000762939453
2013-05-29,29.56999969482422
2013-05-30,30.049999237060547
2013-05-31,28.760000228881836
2013-06-03,28.15999984741211
2013-06-04,27.09000015258789
2013-06-05,25.229999542236328
2013-06-06,26.049999237060547
2013-06-07,27.18000030517578
2013-06-10,27.8799991607666
2013-06-11,27.709999084472656
2013-06-12,27.40999984741211
2013-06-13,27.6200008392334
2013-06-14,28.079999923706055
2013-06-17,28.290000915527344
2013-06-18,28.889999389648438
2013-06-19,28.6299991607666
2013-06-20,27.350000381469727
2013-06-21,27.149999618530273
2013-06-24,25.889999389648438
2013-06-25,27.0
2013-06-26,26.690000534057617
2013-06-27,27.6200008392334
2013-06-28,27.229999542236328
2013-07-01,27.219999313354492
2013-07-02,27.239999771118164
2013-07-03,27.6200008392334
2013-07-05,27.549999237060547
2013-07-08,27.3700008392334
2013-07-09,27.459999084472656
2013-07-10,29.100000381469727
2013-07-11,29.200000762939453
2013-07-12,29.229999542236328
2013-07-15,29.489999771118164
2013-07-16,29.350000381469727
2013-07-17,29.59000015258789
2013-07-18,30.059999465942383
2013-07-19,31.700000762939453
2013-07-22,32.849998474121094
2013-07-23,33.7400016784668
2013-07-24,32.91999816894531
2013-07-25,32.52000045776367
2013-07-26,31.989999771118164
2013-07-29,31.520000457763672
2013-07-30,31.889999389648438
2013-07-31,32.439998626708984
2013-08-01,32.540000915527344
2013-08-02,34.279998779296875
2013-08-05,35.560001373291016
2013-08-06,35.40999984741211
2013-08-07,40.869998931884766
2013-08-08,43.81999969482422
2013-08-09,43.5
2013-08-12,43.0099983215332
2013-08-13,43.56999969482422
2013-08-14,43.79999923706055
2013-08-15,42.88999938964844
2013-08-16,42.18000030517578
2013-08-19,41.150001525878906
2013-08-20,41.119998931884766
2013-08-21,42.689998626708984
2013-08-22,43.2599983215332
2013-08-23,43.02000045776367
2013-08-26,43.470001220703125
2013-08-27,41.709999084472656
2013-08-28,40.40999984741211
2013-08-29,42.27000045776367
2013-08-30,41.7599983215332
2013-09-03,41.52000045776367
2013-09-04,40.75
2013-09-05,40.529998779296875
2013-09-06,40.04999923706055
2013-09-09,40.810001373291016
2013-09-10,42.5
2013-09-11,41.93000030517578
2013-09-12,41.09000015258789
2013-09-13,41.279998779296875
2013-09-16,41.59000015258789
2013-09-17,41.72999954223633
2013-09-18,42.220001220703125
2013-09-19,42.25
2013-09-20,42.36000061035156
2013-09-23,44.47999954223633
2013-09-24,46.65999984741211
2013-09-25,47.61000061035156
2013-09-26,46.599998474121094
2013-09-27,46.15999984741211
2013-09-30,45.68000030517578
2013-10-01,46.61000061035156
2013-10-02,46.16999816894531
2013-10-03,45.18000030517578
2013-10-04,45.209999084472656
2013-10-07,44.72999954223633
2013-10-08,42.599998474121094
2013-10-09,40.58000183105469
2013-10-10,41.68000030517578
2013-10-11,41.9900016784668
2013-10-14,41.630001068115234
2013-10-15,40.34000015258789
2013-10-16,39.5
2013-10-17,39.4900016784668
2013-10-18,38.84000015258789
2013-10-21,38.45000076293945
2013-10-22,40.029998779296875
2013-10-23,38.630001068115234
2013-10-24,39.68000030517578
2013-10-25,42.63999938964844
2013-10-28,43.72999954223633
2013-10-29,43.68000030517578
2013-10-30,41.56999969482422
2013-10-31,42.16999816894531
2013-11-01,41.40999984741211
2013-11-04,42.779998779296875
2013-11-05,42.38999938964844
2013-11-06,45.189998626708984
2013-11-07,44.880001068115234
2013-11-08,44.189998626708984
2013-11-11,42.97999954223633
2013-11-12,43.9900016784668
2013-11-13,47.0
2013-11-14,46.33000183105469
2013-11-15,45.9900016784668
2013-11-18,45.88999938964844
2013-11-19,47.619998931884766
2013-11-20,47.4900016784668
2013-11-21,49.90999984741211
2013-11-22,48.970001220703125
2013-11-25,46.81999969482422
2013-11-26,47.810001373291016
2013-11-27,48.150001525878906
2013-11-29,49.150001525878906
2013-12-02,48.0099983215332
2013-12-03,46.61000061035156
2013-12-04,47.97999954223633
2013-12-05,47.380001068115234
2013-12-06,48.15999984741211
2013-12-09,50.93000030517578
2013-12-10,49.38999938964844
2013-12-11,47.54999923706055
2013-12-12,48.04999923706055
2013-12-13,50.380001068115234
2013-12-16,49.68000030517578
2013-12-17,48.34000015258789
2013-12-18,49.45000076293945
2013-12-19,48.40999984741211
2013-12-20,48.20000076293945
2013-12-23,49.369998931884766
2013-12-24,50.18000030517578
2013-12-26,50.150001525878906
2013-12-27,48.27000045776367
2013-12-30,48.119998931884766
2013-12-31,49.66999816894531
2014-01-02,48.349998474121094
2014-01-03,49.34000015258789
2014-01-06,49.59000015258789
2014-01-07,52.5099983215332
2014-01-08,53.29999923706055
2014-01-09,52.9900016784668
2014-01-10,52.40999984741211
2014-01-13,49.70000076293945
2014-01-14,50.04999923706055
2014-01-15,51.09000015258789
2014-01-16,48.5099983215332
2014-01-17,46.38999938964844
2014-01-21,46.06999969482422
2014-01-22,45.58000183105469
2014-01-23,47.959999084472656
2014-01-24,44.900001525878906
2014-01-27,44.11000061035156
2014-01-28,46.0
2014-01-29,45.040000915527344
2014-01-30,45.689998626708984
2014-01-31,45.31999969482422
2014-02-03,43.20000076293945
2014-02-04,44.119998931884766
2014-02-05,43.56999969482422
2014-02-06,43.900001525878906
2014-02-07,44.0099983215332
2014-02-10,43.959999084472656
2014-02-11,46.2400016784668
2014-02-12,55.279998779296875
2014-02-13,56.5099983215332
2014-02-14,56.119998931884766
2014-02-18,56.11000061035156
2014-02-19,53.470001220703125
2014-02-20,53.58000183105469
2014-02-21,53.79999923706055
2014-02-24,54.709999084472656
2014-02-25,54.47999954223633
2014-02-26,56.970001220703125
2014-02-27,58.7400016784668
2014-02-28,59.119998931884766
2014-03-03,57.619998931884766
2014-03-04,59.959999084472656
2014-03-05,59.540000915527344
2014-03-06,60.61000061035156
2014-03-07,59.900001525878906
2014-03-10,59.689998626708984
2014-03-11,59.06999969482422
2014-03-12,59.68000030517578
2014-03-13,58.970001220703125
2014-03-14,58.959999084472656
2014-03-17,59.86000061035156
2014-03-18,60.349998474121094
2014-03-19,60.310001373291016
2014-03-20,60.04999923706055
2014-03-21,59.97999954223633
2014-03-24,55.209999084472656
2014-03-25,55.43000030517578
2014-03-26,53.439998626708984
2014-03-27,54.79999923706055
2014-03-28,54.95000076293945
2014-03-31,54.380001068115234
2014-04-01,56.959999084472656
2014-04-02,58.34000015258789
2014-04-03,57.22999954223633
2014-04-04,55.849998474121094
2014-04-07,52.52000045776367
2014-04-08,53.029998779296875
2014-04-09,55.20000076293945
2014-04-10,54.310001373291016
2014-04-11,53.11000061035156
2014-04-14,53.22999954223633
2014-04-15,52.88999938964844
2014-04-16,54.869998931884766
2014-04-17,55.2400016784668
2014-04-21,54.77000045776367
2014-04-22,57.08000183105469
2014-04-23,55.79999923706055
2014-04-24,55.189998626708984
2014-04-25,54.650001525878906
2014-04-28,52.5099983215332
2014-04-29,51.61000061035156
2014-04-30,52.18000030517578
2014-05-01,53.040000915527344
2014-05-02,54.9900016784668
2014-05-05,54.869998931884766
2014-05-06,54.619998931884766
2014-05-07,52.939998626708984
2014-05-08,51.220001220703125
2014-05-09,50.06999969482422
2014-05-12,51.47999954223633
2014-05-13,51.97999954223633
2014-05-14,51.43000030517578
2014-05-15,50.4900016784668
2014-05-16,51.40999984741211
2014-05-19,50.20000076293945
2014-05-20,49.459999084472656
2014-05-21,48.27000045776367
2014-05-22,49.36000061035156
2014-05-23,50.560001373291016
2014-05-27,49.720001220703125
2014-05-28,48.72999954223633
2014-05-29,45.83000183105469
2014-05-30,45.18000030517578
2014-06-02,45.970001220703125
2014-06-03,45.599998474121094
2014-06-04,45.630001068115234
2014-06-05,46.18000030517578
2014-06-06,47.25
2014-06-09,47.4900016784668
2014-06-10,47.47999954223633
2014-06-11,47.2599983215332
2014-06-12,45.959999084472656
2014-06-13,46.529998779296875
2014-06-16,47.22999954223633
2014-06-17,47.43000030517578
2014-06-18,46.970001220703125
2014-06-19,47.209999084472656
2014-06-20,47.36000061035156
2014-06-23,47.40999984741211
2014-06-24,47.90999984741211
2014-06-25,48.43000030517578
2014-06-26,48.40999984741211
2014-06-27,48.5099983215332
2014-06-30,49.08000183105469
2014-07-01,50.2599983215332
2014-07-02,50.900001525878906
2014-07-03,51.18000030517578
2014-07-07,51.349998474121094
2014-07-08,49.68000030517578
2014-07-09,48.810001373291016
2014-07-10,46.0
2014-07-11,46.18000030517578
2014-07-14,47.560001373291016
2014-07-15,47.400001525878906
2014-07-16,47.189998626708984
2014-07-17,46.790000915527344
2014-07-18,46.439998626708984
2014-07-21,46.18000030517578
2014-07-22,47.38999938964844
2014-07-23,46.790000915527344
2014-07-24,46.650001525878906
2014-07-25,45.95000076293945
2014-07-28,45.349998474121094
2014-07-29,45.18000030517578
2014-07-30,45.369998931884766
2014-07-31,43.36000061035156
2014-08-01,44.15999984741211
2014-08-04,44.290000915527344
2014-08-05,43.90999984741211
2014-08-06,48.7599983215332
2014-08-07,50.5099983215332
2014-08-08,52.86000061035156
2014-08-11,52.4900016784668
2014-08-12,52.2599983215332
2014-08-13,51.959999084472656
2014-08-14,52.0099983215332
2014-08-15,51.93000030517578
2014-08-18,51.939998626708984
2014-08-19,52.45000076293945
2014-08-20,52.0
2014-08-21,52.040000915527344
2014-08-22,51.77000045776367
2014-08-25,52.529998779296875
2014-08-26,52.83000183105469
2014-08-27,52.939998626708984
2014-08-28,52.33000183105469
2014-08-29,52.0099983215332
2014-09-02,51.22999954223633
2014-09-03,51.310001373291016
2014-09-04,50.95000076293945
2014-09-05,51.29999923706055
2014-09-08,51.36000061035156
2014-09-09,51.400001525878906
2014-09-10,51.150001525878906
2014-09-11,52.70000076293945
2014-09-12,51.93000030517578
2014-09-15,51.560001373291016
2014-09-16,51.119998931884766
2014-09-17,51.150001525878906
2014-09-18,51.560001373291016
2014-09-19,51.529998779296875
2014-09-22,50.869998931884766
2014-09-23,50.93000030517578
2014-09-24,51.5
2014-09-25,51.16999816894531
2014-09-26,50.95000076293945
2014-09-29,51.08000183105469
2014-09-30,51.68000030517578
2014-10-01,50.27000045776367
2014-10-02,50.040000915527344
2014-10-03,50.75
2014-10-06,51.029998779296875
2014-10-07,50.630001068115234
2014-10-08,51.310001373291016
2014-10-09,49.77000045776367
2014-10-10,47.93000030517578
2014-10-13,45.97999954223633
2014-10-14,46.790000915527344
2014-10-15,46.689998626708984
2014-10-16,48.41999816894531
2014-10-17,50.400001525878906
2014-10-20,51.619998931884766
2014-10-21,53.77000045776367
2014-10-22,51.70000076293945
2014-10-23,53.52000045776367
2014-10-24,53.560001373291016
2014-10-27,52.88999938964844
2014-10-28,54.18000030517578
2014-10-29,53.939998626708984
2014-10-30,55.279998779296875
2014-10-31,55.86000061035156
2014-11-03,57.20000076293945
2014-11-04,56.369998931884766
2014-11-05,59.04999923706055
2014-11-06,59.810001373291016
2014-11-07,61.58000183105469
2014-11-10,59.470001220703125
2014-11-11,60.02000045776367
2014-11-12,60.45000076293945
2014-11-13,59.220001220703125
2014-11-14,59.369998931884766
2014-11-17,59.40999984741211
2014-11-18,59.56999969482422
2014-11-19,60.130001068115234
2014-11-20,62.38999938964844
2014-11-21,61.4900016784668
2014-11-24,62.25
2014-11-25,61.61000061035156
2014-11-26,61.880001068115234
2014-11-28,62.0
2014-12-01,59.63999938964844
2014-12-02,60.099998474121094
2014-12-03,60.54999923706055
2014-12-04,60.86000061035156
2014-12-05,60.70000076293945
2014-12-08,60.4900016784668
2014-12-09,60.75
2014-12-10,59.63999938964844
2014-12-11,59.45000076293945
2014-12-12,58.36000061035156
2014-12-15,57.09000015258789
2014-12-16,57.400001525878906
2014-12-17,59.36000061035156
2014-12-18,60.959999084472656
2014-12-19,60.4900016784668
2014-12-22,60.209999084472656
2014-12-23,60.0
2014-12-24,60.119998931884766
2014-12-26,60.47999954223633
2014-12-29,60.08000183105469
2014-12-30,59.529998779296875
2014-12-31,59.81999969482422
2015-01-02,59.709999084472656
2015-01-05,58.5099983215332
2015-01-06,57.79999923706055
2015-01-07,58.33000183105469
2015-01-08,59.04999923706055
2015-01-09,60.459999084472656
2015-01-12,59.150001525878906
2015-01-13,58.77000045776367
2015-01-14,57.810001373291016
2015-01-15,56.70000076293945
2015-01-16,57.2400016784668
2015-01-20,58.130001068115234
2015-01-21,58.619998931884766
2015-01-22,59.52000045776367
2015-01-23,60.400001525878906
2015-01-26,63.25
2015-01-27,63.560001373291016
2015-01-28,62.0099983215332
2015-01-29,63.099998474121094
2015-01-30,62.099998474121094
2015-02-02,61.349998474121094
2015-02-03,62.25
2015-02-04,61.040000915527344
2015-02-05,63.09000015258789
2015-02-06,62.959999084472656
2015-02-09,64.44000244140625
2015-02-10,64.16000366210938
2015-02-11,63.15999984741211
2015-02-12,62.470001220703125
2015-02-13,62.619998931884766
2015-02-17,62.34000015258789
2015-02-18,62.369998931884766
2015-02-19,62.68000030517578
2015-02-20,64.16000366210938
2015-02-23,64.0
2015-02-24,63.40999984741211
2015-02-25,63.540000915527344
2015-02-26,65.11000061035156
2015-02-27,65.41000366210938
2015-03-02,65.54000091552734
2015-03-03,63.61000061035156
2015-03-04,62.849998474121094
2015-03-05,63.08000183105469
2015-03-06,62.95000076293945
2015-03-09,63.38999938964844
2015-03-10,62.630001068115234
2015-03-11,62.880001068115234
2015-03-12,63.099998474121094
2015-03-13,61.779998779296875
2015-03-16,62.0099983215332
2015-03-17,63.220001220703125
2015-03-18,63.90999984741211
2015-03-19,62.279998779296875
2015-03-20,62.290000915527344
2015-03-23,60.33000183105469
2015-03-24,60.220001220703125
2015-03-25,58.83000183105469
2015-03-26,58.70000076293945
2015-03-27,59.34000015258789
2015-03-30,60.86000061035156
2015-03-31,60.709999084472656
2015-04-01,59.150001525878906
2015-04-02,57.91999816894531
2015-04-06,56.650001525878906
2015-04-07,56.779998779296875
2015-04-08,58.709999084472656
2015-04-09,58.869998931884766
2015-04-10,59.349998474121094
2015-04-13,59.31999969482422
2015-04-14,58.939998626708984
2015-04-15,59.619998931884766
2015-04-16,59.040000915527344
2015-04-17,58.38999938964844
2015-04-20,59.08000183105469
2015-04-21,58.939998626708984
2015-04-22,59.83000183105469
2015-04-23,59.5
2015-04-24,60.040000915527344
2015-04-27,60.16999816894531
2015-04-28,60.43000030517578
2015-04-29,59.79999923706055
2015-04-30,59.2400016784668
2015-05-01,60.560001373291016
2015-05-04,61.869998931884766
2015-05-05,60.0099983215332
2015-05-06,61.119998931884766
2015-05-07,60.66999816894531
2015-05-08,61.79999923706055
2015-05-11,60.939998626708984
2015-05-12,60.220001220703125
2015-05-13,60.65999984741211
2015-05-14,60.70000076293945
2015-05-15,60.7599983215332
2015-05-18,61.47999954223633
2015-05-19,62.369998931884766
2015-05-20,61.790000915527344
2015-05-21,61.56999969482422
2015-05-22,61.13999938964844
2015-05-26,60.529998779296875
2015-05-27,61.0
2015-05-28,62.11000061035156
2015-05-29,61.81999969482422
2015-06-01,61.560001373291016
2015-06-02,62.2599983215332
2015-06-03,62.88999938964844
2015-06-04,63.529998779296875
2015-06-05,63.81999969482422
2015-06-08,63.90999984741211
2015-06-09,63.900001525878906
2015-06-10,65.25
2015-06-11,64.76000213623047
2015-06-12,64.06999969482422
2015-06-15,63.33000183105469
2015-06-16,63.29999923706055
2015-06-17,63.65999984741211
2015-06-18,65.30999755859375
2015-06-19,65.3499984741211
2015-06-22,66.41999816894531
2015-06-23,67.33000183105469
2015-06-24,67.27999877929688
2015-06-25,67.30999755859375
2015-06-26,68.58999633789062
2015-06-29,66.9000015258789
2015-06-30,68.54000091552734
2015-07-01,67.94000244140625
2015-07-02,69.9800033569336
2015-07-06,69.80000305175781
2015-07-07,69.44000244140625
2015-07-08,67.75
2015-07-09,67.48999786376953
2015-07-10,68.4800033569336
2015-07-13,68.33999633789062
2015-07-14,68.58000183105469
2015-07-15,67.76000213623047
2015-07-16,67.81999969482422
2015-07-17,67.7699966430664
2015-07-20,67.13999938964844
2015-07-21,67.0199966430664
2015-07-22,67.5199966430664
2015-07-23,68.12000274658203
2015-07-24,67.37999725341797
2015-07-27,66.23999786376953
2015-07-28,67.47000122070312
2015-07-29,70.02999877929688
2015-07-30,70.55000305175781
2015-07-31,71.73999786376953
2015-08-03,70.16000366210938
2015-08-04,71.0199966430664
2015-08-05,52.56999969482422
2015-08-06,49.59000015258789
2015-08-07,53.900001525878906
2015-08-10,54.58000183105469
2015-08-11,53.619998931884766
2015-08-12,52.459999084472656
2015-08-13,51.279998779296875
2015-08-14,49.349998474121094
2015-08-17,48.529998779296875
2015-08-18,48.040000915527344
2015-08-19,44.61000061035156
2015-08-20,44.11000061035156
2015-08-21,45.02000045776367
2015-08-24,42.439998626708984
2015-08-25,41.29999923706055
2015-08-26,39.04999923706055
2015-08-27,40.619998931884766
2015-08-28,40.5
2015-08-31,39.790000915527344
2015-09-01,38.900001525878906
2015-09-02,38.970001220703125
2015-09-03,39.369998931884766
2015-09-04,38.72999954223633
2015-09-08,40.18000030517578
2015-09-09,39.2400016784668
2015-09-10,39.959999084472656
2015-09-11,39.84000015258789
2015-09-14,39.25
2015-09-15,39.599998474121094
2015-09-16,40.79999923706055
2015-09-17,41.369998931884766
2015-09-18,40.59000015258789
2015-09-21,40.84000015258789
2015-09-22,39.41999816894531
2015-09-23,39.439998626708984
2015-09-24,39.43000030517578
2015-09-25,37.529998779296875
2015-09-28,31.049999237060547
2015-09-29,29.010000228881836
2015-09-30,30.399999618530273
2015-10-01,31.610000610351562
2015-10-02,34.45000076293945
2015-10-05,34.33000183105469
2015-10-06,33.88999938964844
2015-10-07,34.880001068115234
2015-10-08,34.880001068115234
2015-10-09,34.68000030517578
2015-10-12,33.2599983215332
2015-10-13,32.47999954223633
2015-10-14,32.65999984741211
2015-10-15,32.34000015258789
2015-10-16,33.959999084472656
2015-10-19,34.65999984741211
2015-10-20,34.75
2015-10-21,37.5
2015-10-22,37.04999923706055
2015-10-23,36.11000061035156
2015-10-26,35.209999084472656
2015-10-27,34.599998474121094
2015-10-28,36.540000915527344
2015-10-29,35.470001220703125
2015-10-30,35.5099983215332
2015-11-02,36.40999984741211
2015-11-03,37.2400016784668
2015-11-04,41.029998779296875
2015-11-05,40.63999938964844
2015-11-06,40.209999084472656
2015-11-09,39.529998779296875
2015-11-10,39.18000030517578
2015-11-11,39.060001373291016
2015-11-12,37.88999938964844
2015-11-13,37.119998931884766
2015-11-16,37.16999816894531
2015-11-17,36.75
2015-11-18,38.97999954223633
2015-11-19,38.72999954223633
2015-11-20,38.790000915527344
2015-11-23,39.959999084472656
2015-11-24,40.779998779296875
2015-11-25,41.209999084472656
2015-11-27,41.09000015258789
2015-11-30,40.880001068115234
2015-12-01,40.08000183105469
2015-12-02,39.54999923706055
2015-12-03,38.79999923706055
2015-12-04,39.2599983215332
2015-12-07,39.779998779296875
2015-12-08,40.58000183105469
2015-12-09,39.5
2015-12-10,39.849998474121094
2015-12-11,38.63999938964844
2015-12-14,39.599998474121094
2015-12-15,40.11000061035156
2015-12-16,42.099998474121094
2015-12-17,41.369998931884766
2015-12-18,40.08000183105469
2015-12-21,39.720001220703125
2015-12-22,41.7400016784668
2015-12-23,42.06999969482422
2015-12-24,42.959999084472656
2015-12-28,41.380001068115234
2015-12-29,42.65999984741211
