,VZ
1984-05-11,7.953385829925537
1984-05-14,7.8971781730651855
1984-05-15,7.8831257820129395
1984-05-16,7.840970039367676
1984-05-17,7.756659030914307
1984-05-18,7.728555202484131
1984-05-21,7.728555202484131
1984-05-22,7.700450897216797
1984-05-23,7.714502811431885
1984-05-24,7.840970039367676
1984-05-25,7.714502811431885
1984-05-29,7.616139888763428
1984-05-30,7.630191802978516
1984-05-31,7.672347068786621
1984-06-01,7.8128662109375
1984-06-04,7.79881477355957
1984-06-05,7.742607116699219
1984-06-06,7.855021953582764
1984-06-07,7.826918125152588
1984-06-08,7.939333915710449
1984-06-11,7.869073867797852
1984-06-12,7.869073867797852
1984-06-13,7.8971781730651855
1984-06-14,7.840970039367676
1984-06-15,7.869073867797852
1984-06-18,7.953385829925537
1984-06-19,7.925282001495361
1984-06-20,7.911230087280273
1984-06-21,7.869073867797852
1984-06-22,7.869073867797852
1984-06-25,7.742607116699219
1984-06-26,7.742607116699219
1984-06-27,7.616139888763428
1984-06-28,7.644242763519287
1984-06-29,7.630191802978516
1984-07-02,7.672347068786621
1984-07-03,7.7707109451293945
1984-07-05,7.728555202484131
1984-07-06,7.8128662109375
1984-07-09,7.939333915710449
1984-07-10,8.051749229431152
1984-07-11,7.995541095733643
1984-07-12,8.093905448913574
1984-07-13,8.093905448913574
1984-07-16,8.051749229431152
1984-07-17,8.12200927734375
1984-07-18,8.00959300994873
1984-07-19,8.00959300994873
1984-07-20,8.023645401000977
1984-07-23,8.178215980529785
1984-07-24,8.15011215209961
1984-07-25,8.15011215209961
1984-07-26,8.262528419494629
1984-07-27,8.206319808959961
1984-07-30,8.164163589477539
1984-07-31,8.178215980529785
1984-08-01,8.178215980529785
1984-08-02,8.45925521850586
1984-08-03,8.431151390075684
1984-08-06,8.290632247924805
1984-08-07,8.220372200012207
1984-08-08,8.164163589477539
1984-08-09,8.248476028442383
1984-08-10,8.178215980529785
1984-08-13,8.276579856872559
1984-08-14,8.234423637390137
1984-08-15,8.178215980529785
1984-08-16,8.248476028442383
1984-08-17,8.262528419494629
1984-08-20,8.304683685302734
1984-08-21,8.417098999023438
1984-08-22,8.34683895111084
1984-08-23,8.388995170593262
1984-08-24,8.417098999023438
1984-08-27,8.374942779541016
1984-08-28,8.417098999023438
1984-08-29,8.403046607971191
1984-08-30,8.445202827453613
1984-08-31,8.45925521850586
1984-09-04,8.445202827453613
1984-09-05,8.388995170593262
1984-09-06,8.403046607971191
1984-09-07,8.445202827453613
1984-09-10,8.431151390075684
1984-09-11,8.445202827453613
1984-09-12,8.487359046936035
1984-09-13,8.585721969604492
1984-09-14,8.571669578552246
1984-09-17,8.571669578552246
1984-09-18,8.557618141174316
1984-09-19,8.585721969604492
1984-09-20,8.698137283325195
1984-09-21,8.712188720703125
1984-09-24,8.515461921691895
1984-09-25,8.515461921691895
1984-09-26,8.54356575012207
1984-09-27,8.67003345489502
1984-09-28,8.627878189086914
1984-10-01,8.571669578552246
1984-10-02,8.54356575012207
1984-10-03,8.515461921691895
1984-10-04,8.501409530639648
1984-10-05,8.487359046936035
1984-10-08,8.45925521850586
1984-10-09,8.445202827453613
1984-10-10,8.515461921691895
1984-10-11,8.54356575012207
1984-10-12,8.54356575012207
1984-10-15,8.627878189086914
1984-10-16,8.698137283325195
1984-10-17,8.68408489227295
1984-10-18,8.852707862854004
1984-10-19,8.894864082336426
1984-10-22,8.852707862854004
1984-10-23,8.67003345489502
1984-10-24,8.627878189086914
1984-10-25,8.67003345489502
1984-10-26,8.68408489227295
1984-10-29,8.68408489227295
1984-10-30,8.726241111755371
1984-10-31,8.7402925491333
1984-11-01,8.7402925491333
1984-11-02,8.7402925491333
1984-11-05,8.782448768615723
1984-11-06,8.824604988098145
1984-11-07,8.796501159667969
1984-11-08,8.7402925491333
1984-11-09,8.698137283325195
1984-11-12,8.67003345489502
1984-11-13,8.65598201751709
1984-11-14,8.613825798034668
1984-11-15,8.67003345489502
1984-11-16,8.68408489227295
1984-11-19,8.68408489227295
1984-11-20,8.698137283325195
1984-11-21,8.824604988098145
1984-11-23,8.965124130249023
1984-11-26,8.838656425476074
1984-11-27,8.922967910766602
1984-11-28,8.852707862854004
1984-11-29,8.824604988098145
1984-11-30,8.838656425476074
1984-12-03,8.824604988098145
1984-12-04,8.852707862854004
1984-12-05,8.810552597045898
1984-12-06,8.810552597045898
1984-12-07,8.852707862854004
1984-12-10,8.852707862854004
1984-12-11,8.852707862854004
1984-12-12,8.838656425476074
1984-12-13,8.838656425476074
1984-12-14,8.908916473388672
1984-12-17,8.979175567626953
1984-12-18,9.330473899841309
1984-12-19,9.189953804016113
1984-12-20,9.105643272399902
1984-12-21,8.796501159667969
1984-12-24,8.922967910766602
1984-12-26,8.88081169128418
1984-12-27,8.86676025390625
1984-12-28,8.894864082336426
1984-12-31,9.035383224487305
1985-01-02,8.965124130249023
1985-01-03,8.922967910766602
1985-01-04,8.922967910766602
1985-01-07,8.908916473388672
1985-01-08,8.852707862854004
1985-01-09,8.937020301818848
1985-01-10,8.965124130249023
1985-01-11,8.88081169128418
1985-01-14,8.965124130249023
1985-01-15,8.922967910766602
1985-01-16,8.852707862854004
1985-01-17,8.810552597045898
1985-01-18,8.838656425476074
1985-01-21,8.852707862854004
1985-01-22,8.796501159667969
1985-01-23,8.810552597045898
1985-01-24,8.768397331237793
1985-01-25,8.937020301818848
1985-01-28,9.105643272399902
1985-01-29,9.1759033203125
1985-01-30,9.260213851928711
1985-01-31,9.246162414550781
1985-02-01,9.232110023498535
1985-02-04,9.20400619506836
1985-02-05,9.133747100830078
1985-02-06,9.189953804016113
1985-02-07,9.20400619506836
1985-02-08,9.232110023498535
1985-02-11,9.260213851928711
1985-02-12,9.302370071411133
1985-02-13,9.456940650939941
1985-02-14,9.414785385131836
1985-02-15,9.456940650939941
1985-02-19,9.499096870422363
1985-02-20,9.485045433044434
1985-02-21,9.386680603027344
1985-02-22,9.414785385131836
1985-02-25,9.386680603027344
1985-02-26,9.414785385131836
1985-02-27,9.40073299407959
1985-02-28,9.344526290893555
1985-03-01,9.344526290893555
1985-03-04,9.344526290893555
1985-03-05,9.288317680358887
1985-03-06,9.232110023498535
1985-03-07,9.260213851928711
1985-03-08,9.246162414550781
1985-03-11,9.274266242980957
1985-03-12,9.302370071411133
1985-03-13,9.316422462463379
1985-03-14,9.386680603027344
1985-03-15,9.344526290893555
1985-03-18,9.372629165649414
1985-03-19,9.541252136230469
1985-03-20,9.485045433044434
1985-03-21,9.485045433044434
1985-03-22,9.541252136230469
1985-03-25,9.358576774597168
1985-03-26,9.288317680358887
1985-03-27,9.302370071411133
1985-03-28,9.358576774597168
1985-03-29,9.344526290893555
1985-04-01,9.40073299407959
1985-04-02,9.470993041992188
1985-04-03,9.344526290893555
1985-04-04,9.358576774597168
1985-04-08,9.302370071411133
1985-04-09,9.288317680358887
1985-04-10,9.372629165649414
1985-04-11,9.485045433044434
1985-04-12,9.541252136230469
1985-04-15,9.527199745178223
1985-04-16,9.569355964660645
1985-04-17,9.555303573608398
1985-04-18,9.499096870422363
1985-04-19,9.59745979309082
1985-04-22,9.653668403625488
1985-04-23,9.681772232055664
1985-04-24,9.7379789352417
1985-04-25,9.808238983154297
1985-04-26,9.822291374206543
1985-04-29,9.836342811584473
1985-04-30,9.79418659210205
1985-05-01,9.780135154724121
1985-05-02,9.7379789352417
1985-05-03,9.79418659210205
1985-05-06,9.709875106811523
1985-05-07,9.625563621520996
1985-05-08,9.653668403625488
1985-05-09,9.639616012573242
1985-05-10,9.695822715759277
1985-05-13,9.752031326293945
1985-05-14,9.79418659210205
1985-05-15,9.808238983154297
1985-05-16,9.878498077392578
1985-05-17,10.173588752746582
1985-05-20,10.061173439025879
1985-05-21,10.004965782165527
1985-05-22,9.892550468444824
1985-05-23,9.836342811584473
1985-05-24,9.948758125305176
1985-05-28,9.948758125305176
1985-05-29,9.906601905822754
1985-05-30,10.004965782165527
1985-05-31,10.103328704833984
1985-06-03,10.173588752746582
1985-06-04,10.25790023803711
1985-06-05,10.300056457519531
1985-06-06,10.356264114379883
1985-06-07,10.426523208618164
1985-06-10,10.314107894897461
1985-06-11,10.271951675415039
1985-06-12,10.25790023803711
1985-06-13,10.243847846984863
1985-06-14,10.314107894897461
1985-06-17,10.286004066467285
1985-06-18,10.314107894897461
1985-06-19,10.25790023803711
1985-06-20,10.271951675415039
1985-06-21,10.412470817565918
1985-06-24,10.215744018554688
1985-06-25,10.243847846984863
1985-06-26,10.243847846984863
1985-06-27,10.398419380187988
1985-06-28,10.412470817565918
1985-07-01,10.426523208618164
1985-07-02,10.468679428100586
1985-07-03,10.482730865478516
1985-07-05,10.524887084960938
1985-07-08,10.538939476013184
1985-07-09,10.567042350769043
1985-07-10,10.65135383605957
1985-07-11,10.679457664489746
1985-07-12,10.65135383605957
1985-07-15,10.707562446594238
1985-07-16,10.805925369262695
1985-07-17,10.777820587158203
1985-07-18,10.679457664489746
1985-07-19,10.552989959716797
1985-07-22,10.45462703704834
1985-07-23,10.047121047973633
1985-07-24,9.990914344787598
1985-07-25,9.948758125305176
1985-07-26,9.948758125305176
1985-07-29,9.836342811584473
1985-07-30,9.920654296875
1985-07-31,9.948758125305176
1985-08-01,10.075224876403809
1985-08-02,9.976861953735352
1985-08-05,9.93470573425293
1985-08-06,9.780135154724121
1985-08-07,9.836342811584473
1985-08-08,9.962809562683105
1985-08-09,9.93470573425293
1985-08-12,9.948758125305176
1985-08-13,9.990914344787598
1985-08-14,10.004965782165527
1985-08-15,10.004965782165527
1985-08-16,9.976861953735352
1985-08-19,10.004965782165527
1985-08-20,10.173588752746582
1985-08-21,10.159537315368652
1985-08-22,10.145484924316406
1985-08-23,10.13143253326416
1985-08-26,10.145484924316406
1985-08-27,10.229796409606934
1985-08-28,10.201692581176758
1985-08-29,10.187641143798828
1985-08-30,10.243847846984863
1985-09-03,10.243847846984863
1985-09-04,10.314107894897461
1985-09-05,10.384366989135742
1985-09-06,10.426523208618164
1985-09-09,10.314107894897461
1985-09-10,10.145484924316406
1985-09-11,10.004965782165527
1985-09-12,9.962809562683105
1985-09-13,9.878498077392578
1985-09-16,9.892550468444824
1985-09-17,9.948758125305176
1985-09-18,10.004965782165527
1985-09-19,10.061173439025879
1985-09-20,10.061173439025879
1985-09-23,10.145484924316406
1985-09-24,9.948758125305176
1985-09-25,9.864445686340332
1985-09-26,9.752031326293945
1985-09-30,9.667719841003418
1985-10-01,9.7379789352417
1985-10-02,9.695822715759277
1985-10-03,9.667719841003418
1985-10-04,9.653668403625488
1985-10-07,9.681772232055664
1985-10-08,9.723926544189453
1985-10-09,9.7379789352417
1985-10-10,9.667719841003418
1985-10-11,9.780135154724121
1985-10-14,9.878498077392578
1985-10-15,9.892550468444824
1985-10-16,9.948758125305176
1985-10-17,9.948758125305176
1985-10-18,10.033069610595703
1985-10-21,10.019018173217773
1985-10-22,10.075224876403809
1985-10-23,10.103328704833984
1985-10-24,10.159537315368652
1985-10-25,10.145484924316406
1985-10-28,10.271951675415039
1985-10-29,10.342211723327637
1985-10-30,10.314107894897461
1985-10-31,10.215744018554688
1985-11-01,10.426523208618164
1985-11-04,10.468679428100586
1985-11-05,10.45462703704834
1985-11-06,10.45462703704834
1985-11-07,10.510834693908691
1985-11-08,10.707562446594238
1985-11-11,10.98859977722168
1985-11-12,11.016703605651855
1985-11-13,10.946443557739258
1985-11-14,10.97454833984375
1985-11-15,10.960495948791504
1985-11-18,10.960495948791504
1985-11-19,10.960495948791504
1985-11-20,10.946443557739258
1985-11-21,11.072911262512207
1985-11-22,11.044808387756348
1985-11-25,11.058859825134277
1985-11-26,11.115066528320312
1985-11-27,11.101015090942383
1985-11-29,11.18532657623291
1985-12-02,11.157222747802734
1985-12-03,11.143171310424805
1985-12-04,11.255585670471191
1985-12-05,11.227482795715332
1985-12-06,11.325845718383789
1985-12-09,11.5928316116333
1985-12-10,11.663091659545898
1985-12-11,11.90197467803955
1985-12-12,11.775506973266602
1985-12-13,11.578780174255371
1985-12-16,11.578780174255371
1985-12-17,11.747404098510742
1985-12-18,11.803610801696777
1985-12-19,11.69119644165039
1985-12-20,11.803610801696777
1985-12-23,11.747404098510742
1985-12-24,11.578780174255371
1985-12-26,11.494468688964844
1985-12-27,11.578780174255371
1985-12-30,11.69119644165039
1985-12-31,11.972233772277832
1986-01-02,11.887923240661621
1986-01-03,11.887923240661621
1986-01-06,11.719300270080566
1986-01-07,11.859819412231445
1986-01-08,11.578780174255371
1986-01-09,11.339898109436035
1986-01-10,11.269638061523438
1986-01-13,11.325845718383789
1986-01-14,11.410157203674316
1986-01-15,11.410157203674316
1986-01-16,11.69119644165039
1986-01-17,11.69119644165039
1986-01-20,11.649040222167969
1986-01-21,11.620936393737793
1986-01-22,11.522573471069336
1986-01-23,11.522573471069336
1986-01-24,11.536624908447266
1986-01-27,11.69119644165039
1986-01-28,11.944129943847656
1986-01-29,11.972233772277832
1986-01-30,12.084650039672852
1986-01-31,12.36568832397461
1986-02-03,12.548362731933594
1986-02-04,12.44999885559082
1986-02-05,12.44999885559082
1986-02-06,12.295428276062012
1986-02-07,12.22516918182373
1986-02-10,12.337583541870117
1986-02-11,12.309479713439941
1986-02-12,12.309479713439941
1986-02-13,12.393792152404785
1986-02-14,12.815348625183105
1986-02-18,12.815348625183105
1986-02-19,12.506207466125488
1986-02-20,12.590518951416016
1986-02-21,12.801297187805176
1986-02-24,12.745089530944824
1986-02-25,12.702934265136719
1986-02-26,12.702934265136719
1986-02-27,12.843453407287598
1986-02-28,12.89966106414795
1986-03-03,12.955867767333984
1986-03-04,12.927764892578125
1986-03-05,13.012076377868652
1986-03-06,13.08233642578125
1986-03-07,13.180699348449707
1986-03-10,13.30716609954834
1986-03-11,13.574152946472168
1986-03-12,13.742775917053223
1986-03-13,13.798983573913574
1986-03-14,14.220541000366211
1986-03-17,14.02381420135498
1986-03-18,14.220541000366211
1986-03-19,14.065970420837402
1986-03-20,13.995710372924805
1986-03-21,13.883295059204102
1986-03-24,13.742775917053223
1986-03-25,13.798983573913574
1986-03-26,13.82708740234375
1986-03-27,14.065970420837402
1986-03-31,13.967606544494629
1986-04-01,13.686568260192871
1986-04-02,13.911398887634277
1986-04-03,13.770879745483398
1986-04-04,13.50389289855957
1986-04-07,13.531996726989746
1986-04-08,13.658464431762695
1986-04-09,13.658464431762695
1986-04-10,13.714672088623047
1986-04-11,13.63036060333252
1986-04-14,13.672515869140625
1986-04-15,13.742775917053223
1986-04-16,14.051918029785156
1986-04-17,14.192437171936035
1986-04-18,14.501579284667969
1986-04-21,14.642099380493164
1986-04-22,14.642099380493164
1986-04-23,14.613994598388672
1986-04-24,14.332956314086914
1986-04-25,14.332956314086914
1986-04-28,14.613994598388672
1986-04-29,14.304853439331055
1986-04-30,14.332956314086914
1986-05-01,14.36106014251709
1986-05-02,14.13623046875
1986-05-05,14.192437171936035
1986-05-06,14.02381420135498
1986-05-07,13.855191230773926
1986-05-08,13.995710372924805
1986-05-09,13.995710372924805
1986-05-12,13.939502716064453
1986-05-13,13.883295059204102
1986-05-14,14.02381420135498
1986-05-15,13.939502716064453
1986-05-16,13.82708740234375
1986-05-19,13.82708740234375
1986-05-20,13.939502716064453
1986-05-21,13.82708740234375
1986-05-22,14.304853439331055
1986-05-23,14.47347640991211
1986-05-27,14.670202255249023
1986-05-28,14.642099380493164
1986-05-29,14.951240539550781
1986-05-30,15.288487434387207
1986-06-02,15.232278823852539
1986-06-03,15.176072120666504
1986-06-04,15.035552024841309
1986-06-05,15.119864463806152
1986-06-06,15.063655853271484
1986-06-09,14.951240539550781
1986-06-10,14.89503288269043
1986-06-11,14.89503288269043
1986-06-12,14.838825225830078
1986-06-13,15.372797966003418
1986-06-16,15.738147735595703
1986-06-17,15.625733375549316
1986-06-18,15.934874534606934
1986-06-19,15.738147735595703
1986-06-20,16.18781089782715
1986-06-23,15.906770706176758
1986-06-24,15.738147735595703
1986-06-25,15.850564002990723
1986-06-26,15.794356346130371
1986-06-27,15.653837203979492
1986-06-30,15.625733375549316
1986-07-01,15.822460174560547
1986-07-02,15.934874534606934
1986-07-03,15.962979316711426
1986-07-07,15.681941032409668
1986-07-08,15.597628593444824
1986-07-09,15.653837203979492
1986-07-10,15.681941032409668
1986-07-11,15.766251564025879
1986-07-14,15.653837203979492
1986-07-15,15.513318061828613
1986-07-16,15.653837203979492
1986-07-17,15.681941032409668
1986-07-18,15.794356346130371
1986-07-21,15.850564002990723
1986-07-22,15.962979316711426
1986-07-23,16.131601333618164
1986-07-24,16.103498458862305
1986-07-25,16.496952056884766
1986-07-28,16.27212142944336
1986-07-29,16.131601333618164
1986-07-30,16.244016647338867
1986-07-31,16.525056838989258
1986-08-01,16.60936737060547
1986-08-04,16.440744400024414
1986-08-05,16.30022430419922
1986-08-06,16.131601333618164
1986-08-07,16.047290802001953
1986-08-08,15.878666877746582
1986-08-11,15.962979316711426
1986-08-12,15.934874534606934
1986-08-13,16.384536743164062
1986-08-14,16.215913772583008
1986-08-15,16.32832908630371
1986-08-18,16.496952056884766
1986-08-19,16.468847274780273
1986-08-20,16.806093215942383
1986-08-21,16.862302780151367
1986-08-22,16.862302780151367
1986-08-25,16.553159713745117
1986-08-26,17.030925750732422
1986-08-27,17.08713150024414
1986-08-28,17.08713150024414
1986-08-29,16.974716186523438
1986-09-02,16.806093215942383
1986-09-03,16.637470245361328
1986-09-04,16.525056838989258
1986-09-05,15.878666877746582
1986-09-08,15.625733375549316
1986-09-09,15.794356346130371
1986-09-10,15.850564002990723
1986-09-11,14.951240539550781
1986-09-12,14.782617568969727
1986-09-15,15.035552024841309
1986-09-16,15.063655853271484
1986-09-17,14.89503288269043
1986-09-18,14.866929054260254
1986-09-19,14.951240539550781
1986-09-22,15.176072120666504
1986-09-23,15.485214233398438
1986-09-24,15.204174995422363
1986-09-25,14.726409912109375
1986-09-26,14.923136711120605
1986-09-29,14.75451374053955
1986-09-30,14.47347640991211
1986-10-01,14.6983060836792
1986-10-02,14.55778694152832
1986-10-03,14.585890769958496
1986-10-06,14.6983060836792
1986-10-07,14.55778694152832
1986-10-08,14.670202255249023
1986-10-09,14.866929054260254
1986-10-10,14.89503288269043
1986-10-13,14.838825225830078
1986-10-14,14.75451374053955
1986-10-15,14.75451374053955
1986-10-16,14.923136711120605
1986-10-17,14.782617568969727
1986-10-20,14.445371627807617
1986-10-21,14.445371627807617
1986-10-22,14.304853439331055
1986-10-23,14.417267799377441
1986-10-24,14.389163970947266
1986-10-27,14.389163970947266
1986-10-28,14.36106014251709
1986-10-29,14.529683113098145
1986-10-30,14.670202255249023
1986-10-31,15.035552024841309
1986-11-03,15.288487434387207
1986-11-04,15.232278823852539
1986-11-05,15.204174995422363
1986-11-06,15.260382652282715
1986-11-07,15.260382652282715
1986-11-10,15.316591262817383
1986-11-11,15.147968292236328
1986-11-12,15.063655853271484
1986-11-13,14.923136711120605
1986-11-14,14.979345321655273
1986-11-17,14.951240539550781
1986-11-18,14.782617568969727
1986-11-19,14.6983060836792
1986-11-20,15.007448196411133
1986-11-21,15.513318061828613
1986-11-24,15.597628593444824
1986-11-25,15.653837203979492
1986-11-26,15.457110404968262
1986-11-28,15.541420936584473
1986-12-01,15.513318061828613
1986-12-02,15.934874534606934
1986-12-03,15.906770706176758
1986-12-04,15.878666877746582
1986-12-05,15.850564002990723
1986-12-08,16.412639617919922
1986-12-09,16.215913772583008
1986-12-10,16.131601333618164
1986-12-11,15.822460174560547
1986-12-12,15.906770706176758
1986-12-15,16.075393676757812
1986-12-16,16.356433868408203
1986-12-17,16.215913772583008
1986-12-18,16.047290802001953
1986-12-19,16.30022430419922
1986-12-22,16.30022430419922
1986-12-23,16.103498458862305
1986-12-24,15.878666877746582
1986-12-26,15.822460174560547
1986-12-29,15.738147735595703
1986-12-30,15.457110404968262
1986-12-31,15.176072120666504
1987-01-02,15.681941032409668
1987-01-05,15.822460174560547
1987-01-06,15.738147735595703
1987-01-07,15.850564002990723
1987-01-08,15.934874534606934
1987-01-09,16.103498458862305
1987-01-12,16.159706115722656
1987-01-13,15.962979316711426
1987-01-14,15.962979316711426
1987-01-15,16.103498458862305
1987-01-16,16.131601333618164
1987-01-19,16.131601333618164
1987-01-20,16.18781089782715
1987-01-21,16.27212142944336
1987-01-22,16.440744400024414
1987-01-23,16.468847274780273
1987-01-26,16.525056838989258
1987-01-27,16.468847274780273
1987-01-28,16.581262588500977
1987-01-29,16.525056838989258
1987-01-30,16.777990341186523
1987-02-02,16.777990341186523
1987-02-03,16.74988555908203
1987-02-04,16.806093215942383
1987-02-05,16.806093215942383
1987-02-06,16.74988555908203
1987-02-09,16.496952056884766
1987-02-10,16.159706115722656
1987-02-11,16.131601333618164
1987-02-12,15.794356346130371
1987-02-13,15.738147735595703
1987-02-17,15.906770706176758
1987-02-18,16.047290802001953
1987-02-19,16.27212142944336
1987-02-20,16.60936737060547
1987-02-23,16.30022430419922
1987-02-24,16.215913772583008
1987-02-25,16.27212142944336
1987-02-26,16.103498458862305
1987-02-27,16.27212142944336
1987-03-02,16.103498458862305
1987-03-03,16.103498458862305
1987-03-04,16.103498458862305
1987-03-05,16.103498458862305
1987-03-06,16.075393676757812
1987-03-09,15.878666877746582
1987-03-10,15.906770706176758
1987-03-11,15.878666877746582
1987-03-12,15.906770706176758
1987-03-13,15.906770706176758
1987-03-16,15.850564002990723
1987-03-17,15.878666877746582
1987-03-18,15.653837203979492
1987-03-19,15.738147735595703
1987-03-20,15.850564002990723
1987-03-23,15.991083145141602
1987-03-24,16.075393676757812
1987-03-25,15.794356346130371
1987-03-26,15.738147735595703
1987-03-27,15.541420936584473
1987-03-30,15.147968292236328
1987-03-31,15.176072120666504
1987-04-01,14.923136711120605
1987-04-02,14.951240539550781
1987-04-03,15.457110404968262
1987-04-06,15.288487434387207
1987-04-07,14.838825225830078
1987-04-08,14.923136711120605
1987-04-09,14.55778694152832
1987-04-10,14.55778694152832
1987-04-13,14.248644828796387
1987-04-14,14.080021858215332
1987-04-15,14.192437171936035
1987-04-16,14.389163970947266
1987-04-20,14.642099380493164
1987-04-21,14.923136711120605
1987-04-22,14.304853439331055
1987-04-23,14.501579284667969
1987-04-24,14.276748657226562
1987-04-27,14.613994598388672
1987-04-28,14.47347640991211
1987-04-29,14.47347640991211
1987-04-30,14.838825225830078
1987-05-01,14.866929054260254
1987-05-04,14.979345321655273
1987-05-05,15.09175968170166
1987-05-06,14.866929054260254
1987-05-07,14.75451374053955
1987-05-08,14.585890769958496
1987-05-11,14.445371627807617
1987-05-12,14.613994598388672
1987-05-13,14.55778694152832
1987-05-14,14.642099380493164
1987-05-15,14.501579284667969
1987-05-18,14.529683113098145
1987-05-19,14.276748657226562
1987-05-20,13.967606544494629
1987-05-21,13.82708740234375
1987-05-22,14.16433334350586
1987-05-26,14.445371627807617
1987-05-27,14.726409912109375
1987-05-28,14.782617568969727
1987-05-29,15.007448196411133
1987-06-01,15.09175968170166
1987-06-02,15.007448196411133
1987-06-03,15.232278823852539
1987-06-04,15.232278823852539
1987-06-05,15.260382652282715
1987-06-08,15.316591262817383
1987-06-09,15.119864463806152
1987-06-10,15.204174995422363
1987-06-11,15.260382652282715
1987-06-12,15.513318061828613
1987-06-15,15.710043907165527
1987-06-16,15.934874534606934
1987-06-17,15.822460174560547
1987-06-18,15.794356346130371
1987-06-19,16.019187927246094
1987-06-22,16.18781089782715
1987-06-23,16.047290802001953
1987-06-24,15.653837203979492
1987-06-25,15.766251564025879
1987-06-26,15.653837203979492
1987-06-29,15.653837203979492
1987-06-30,15.316591262817383
1987-07-01,15.344695091247559
1987-07-02,15.372797966003418
1987-07-06,15.288487434387207
1987-07-07,15.400901794433594
1987-07-08,15.232278823852539
1987-07-09,15.063655853271484
1987-07-10,15.147968292236328
1987-07-13,14.866929054260254
1987-07-14,14.979345321655273
1987-07-15,14.726409912109375
1987-07-16,14.838825225830078
1987-07-17,14.979345321655273
1987-07-20,14.89503288269043
1987-07-21,14.726409912109375
1987-07-22,14.642099380493164
1987-07-23,14.585890769958496
1987-07-24,14.726409912109375
1987-07-27,14.923136711120605
1987-07-28,15.007448196411133
1987-07-29,15.176072120666504
