,ASPU
2013-12-31,2.1600000858306885
2014-01-02,2.1600000858306885
2014-01-03,2.1600000858306885
2014-01-06,1.7999999523162842
2014-01-07,2.0280001163482666
2014-01-08,2.0280001163482666
2014-01-09,1.9199999570846558
2014-01-10,1.9199999570846558
2014-01-13,1.9199999570846558
2014-01-14,1.9199999570846558
2014-01-15,1.9199999570846558
2014-01-16,1.9199999570846558
2014-01-17,1.9199999570846558
2014-01-21,1.9199999570846558
2014-01-22,1.9079999923706055
2014-01-23,1.6799999475479126
2014-01-24,1.440000057220459
2014-01-27,1.559999942779541
2014-01-28,1.6799999475479126
2014-01-29,1.9079999923706055
2014-01-30,1.9199999570846558
2014-01-31,1.9199999570846558
2014-02-03,1.9199999570846558
2014-02-04,1.7999999523162842
2014-02-05,1.7999999523162842
2014-02-06,1.7999999523162842
2014-02-07,1.9199999570846558
2014-02-10,1.6799999475479126
2014-02-11,1.6799999475479126
2014-02-12,1.559999942779541
2014-02-13,1.559999942779541
2014-02-14,1.5
2014-02-18,1.559999942779541
2014-02-19,1.8600000143051147
2014-02-20,1.8600000143051147
2014-02-21,1.9199999570846558
2014-02-24,1.7999999523162842
2014-02-25,1.7999999523162842
2014-02-26,1.7999999523162842
2014-02-27,1.7999999523162842
2014-02-28,1.4520000219345093
2014-03-03,1.8960000276565552
2014-03-04,1.8960000276565552
2014-03-05,1.9199999570846558
2014-03-06,1.9199999570846558
2014-03-07,1.8960000276565552
2014-03-10,1.9199999570846558
2014-03-11,1.9199999570846558
2014-03-12,1.9199999570846558
2014-03-13,2.2200000286102295
2014-03-14,2.0399999618530273
2014-03-17,2.0399999618530273
2014-03-18,2.315999984741211
2014-03-19,2.1600000858306885
2014-03-20,2.1600000858306885
2014-03-21,2.4000000953674316
2014-03-24,2.4000000953674316
2014-03-25,2.171999931335449
2014-03-26,2.1600000858306885
2014-03-27,2.375999927520752
2014-03-28,2.1600000858306885
2014-03-31,2.1600000858306885
2014-04-01,2.328000068664551
2014-04-02,2.328000068664551
2014-04-03,2.1600000858306885
2014-04-04,2.1600000858306885
2014-04-07,1.8600000143051147
2014-04-08,1.6920000314712524
2014-04-09,1.6920000314712524
2014-04-10,1.7999999523162842
2014-04-11,1.6799999475479126
2014-04-14,1.6799999475479126
2014-04-15,1.6799999475479126
2014-04-16,1.656000018119812
2014-04-17,1.6799999475479126
2014-04-21,1.5
2014-04-22,1.2719999551773071
2014-04-23,1.4160000085830688
2014-04-24,1.7280000448226929
2014-04-25,1.7999999523162842
2014-04-28,1.9199999570846558
2014-04-29,1.7999999523162842
2014-04-30,1.9199999570846558
2014-05-01,1.9199999570846558
2014-05-02,1.8600000143051147
2014-05-05,1.8600000143051147
2014-05-06,1.6799999475479126
2014-05-07,1.559999942779541
2014-05-08,1.559999942779541
2014-05-09,1.7400000095367432
2014-05-12,1.7999999523162842
2014-05-13,1.7999999523162842
2014-05-14,1.7999999523162842
2014-05-15,1.559999942779541
2014-05-16,1.440000057220459
2014-05-19,1.3200000524520874
2014-05-20,1.440000057220459
2014-05-21,1.440000057220459
2014-05-22,1.440000057220459
2014-05-23,1.440000057220459
2014-05-27,1.4759999513626099
2014-05-28,1.4759999513626099
2014-05-29,1.6440000534057617
2014-05-30,1.559999942779541
2014-06-02,1.5839999914169312
2014-06-03,1.5839999914169312
2014-06-04,1.6080000400543213
2014-06-05,1.6080000400543213
2014-06-06,1.6080000400543213
2014-06-09,1.4040000438690186
2014-06-10,1.3320000171661377
2014-06-11,2.0759999752044678
2014-06-12,1.9800000190734863
2014-06-13,1.7999999523162842
2014-06-16,1.440000057220459
2014-06-17,1.3320000171661377
2014-06-18,1.3559999465942383
2014-06-19,1.440000057220459
2014-06-20,1.440000057220459
2014-06-23,1.3320000171661377
2014-06-24,1.440000057220459
2014-06-25,1.3200000524520874
2014-06-26,1.440000057220459
2014-06-27,1.5959999561309814
2014-06-30,1.6200000047683716
2014-07-01,1.6799999475479126
2014-07-02,1.7999999523162842
2014-07-03,1.7999999523162842
2014-07-07,1.7999999523162842
2014-07-08,1.7999999523162842
2014-07-09,1.7039999961853027
2014-07-10,1.6799999475479126
2014-07-11,1.6200000047683716
2014-07-14,1.6200000047683716
2014-07-15,1.440000057220459
2014-07-16,1.5360000133514404
2014-07-17,1.5360000133514404
2014-07-18,1.440000057220459
2014-07-21,1.656000018119812
2014-07-22,1.6679999828338623
2014-07-23,1.6679999828338623
2014-07-24,1.6679999828338623
2014-07-25,1.6679999828338623
2014-07-28,1.6799999475479126
2014-07-29,1.6799999475479126
2014-07-30,1.656000018119812
2014-07-31,1.6080000400543213
2014-08-01,1.5240000486373901
2014-08-04,1.6799999475479126
2014-08-05,1.6440000534057617
2014-08-06,1.6200000047683716
2014-08-07,1.6440000534057617
2014-08-08,1.6440000534057617
2014-08-11,1.6799999475479126
2014-08-12,1.6799999475479126
2014-08-13,1.6200000047683716
2014-08-14,1.7400000095367432
2014-08-15,1.7999999523162842
2014-08-18,1.5959999561309814
2014-08-19,2.1600000858306885
2014-08-20,2.1600000858306885
2014-08-21,2.111999988555908
2014-08-22,1.9199999570846558
2014-08-25,1.7999999523162842
2014-08-26,1.9199999570846558
2014-08-27,2.1600000858306885
2014-08-28,1.9320000410079956
2014-08-29,1.944000005722046
2014-09-02,1.8600000143051147
2014-09-03,1.7039999961853027
2014-09-04,1.9800000190734863
2014-09-05,2.568000078201294
2014-09-08,2.4000000953674316
2014-09-09,3.072000026702881
2014-09-10,4.320000171661377
2014-09-11,3.119999885559082
2014-09-12,2.759999990463257
2014-09-15,2.4000000953674316
2014-09-16,2.759999990463257
2014-09-17,2.4839999675750732
2014-09-18,2.5199999809265137
2014-09-19,2.880000114440918
2014-09-22,3.01200008392334
2014-09-23,2.759999990463257
2014-09-24,2.7960000038146973
2014-09-25,2.7720000743865967
2014-09-26,2.759999990463257
2014-09-29,2.759999990463257
2014-09-30,2.880000114440918
2014-10-01,2.880000114440918
2014-10-02,2.759999990463257
2014-10-03,2.8440001010894775
2014-10-06,2.7839999198913574
2014-10-07,2.880000114440918
2014-10-08,2.868000030517578
2014-10-09,2.640000104904175
2014-10-10,2.640000104904175
2014-10-13,2.5199999809265137
2014-10-14,2.4000000953674316
2014-10-15,2.568000078201294
2014-10-16,2.5439999103546143
2014-10-17,2.5439999103546143
2014-10-20,2.5199999809265137
2014-10-21,2.5199999809265137
2014-10-22,2.5799999237060547
2014-10-23,2.5799999237060547
2014-10-24,2.5799999237060547
2014-10-27,2.640000104904175
2014-10-28,2.759999990463257
2014-10-29,2.819999933242798
2014-10-30,3.0
2014-10-31,2.940000057220459
2014-11-03,3.01200008392334
2014-11-04,3.240000009536743
2014-11-05,3.119999885559082
2014-11-06,3.180000066757202
2014-11-07,3.240000009536743
2014-11-10,3.3480000495910645
2014-11-11,3.059999942779541
2014-11-12,3.119999885559082
2014-11-13,3.240000009536743
2014-11-14,3.240000009536743
2014-11-17,3.0
2014-11-18,2.868000030517578
2014-11-19,2.7720000743865967
2014-11-20,2.808000087738037
2014-11-21,2.808000087738037
2014-11-24,2.640000104904175
2014-11-25,2.759999990463257
2014-11-26,2.640000104904175
2014-11-28,2.700000047683716
2014-12-01,2.5199999809265137
2014-12-02,2.5199999809265137
2014-12-03,2.4000000953674316
2014-12-04,2.4000000953674316
2014-12-05,2.4000000953674316
2014-12-08,2.5199999809265137
2014-12-09,2.5199999809265137
2014-12-10,2.436000108718872
2014-12-11,2.4600000381469727
2014-12-12,2.3519999980926514
2014-12-15,2.3519999980926514
2014-12-16,2.184000015258789
2014-12-17,2.2799999713897705
2014-12-18,2.1600000858306885
2014-12-19,2.2200000286102295
2014-12-22,2.1600000858306885
2014-12-23,2.1600000858306885
2014-12-24,2.1600000858306885
2014-12-26,2.2200000286102295
2014-12-29,2.1600000858306885
2014-12-30,2.0999999046325684
2014-12-31,2.1600000858306885
2015-01-02,2.1600000858306885
2015-01-05,2.0399999618530273
2015-01-06,2.0999999046325684
2015-01-07,1.9800000190734863
2015-01-08,1.9919999837875366
2015-01-09,2.0399999618530273
2015-01-12,1.8600000143051147
2015-01-13,1.7400000095367432
2015-01-14,1.8600000143051147
2015-01-15,1.8600000143051147
2015-01-16,1.7519999742507935
2015-01-20,1.7879999876022339
2015-01-21,1.7999999523162842
2015-01-22,1.7999999523162842
2015-01-23,2.303999900817871
2015-01-26,2.507999897003174
2015-01-27,2.507999897003174
2015-01-28,2.4000000953674316
2015-01-29,2.4000000953674316
2015-01-30,2.2799999713897705
2015-02-02,2.2200000286102295
2015-02-03,2.2679998874664307
2015-02-04,2.4000000953674316
2015-02-05,2.388000011444092
2015-02-06,2.4000000953674316
2015-02-09,2.388000011444092
2015-02-10,2.4000000953674316
2015-02-11,2.436000108718872
2015-02-12,2.4240000247955322
2015-02-13,2.4000000953674316
2015-02-17,2.4000000953674316
2015-02-18,2.388000011444092
2015-02-19,2.2799999713897705
2015-02-20,2.0999999046325684
2015-02-23,2.2799999713897705
2015-02-24,2.2200000286102295
2015-02-25,2.2200000286102295
2015-02-26,2.2200000286102295
2015-02-27,2.3399999141693115
2015-03-02,2.4000000953674316
2015-03-03,2.3399999141693115
2015-03-04,2.388000011444092
2015-03-05,2.4000000953674316
2015-03-06,2.4000000953674316
2015-03-09,2.388000011444092
2015-03-10,2.25600004196167
2015-03-11,2.303999900817871
2015-03-12,2.3399999141693115
2015-03-13,2.2799999713897705
2015-03-16,2.4600000381469727
2015-03-17,2.315999984741211
2015-03-18,2.5199999809265137
2015-03-19,2.4600000381469727
2015-03-20,2.4600000381469727
2015-03-23,2.4000000953674316
2015-03-24,2.4000000953674316
2015-03-25,2.3519999980926514
2015-03-26,2.4000000953674316
2015-03-27,2.496000051498413
2015-03-30,2.5199999809265137
2015-03-31,2.4000000953674316
2015-04-01,2.388000011444092
2015-04-02,2.4000000953674316
2015-04-06,2.1600000858306885
2015-04-07,2.1600000858306885
2015-04-08,2.111999988555908
2015-04-09,2.111999988555908
2015-04-10,2.4240000247955322
2015-04-13,2.2200000286102295
2015-04-14,2.196000099182129
2015-04-15,2.2679998874664307
2015-04-16,2.4000000953674316
2015-04-17,2.2200000286102295
2015-04-20,2.1600000858306885
2015-04-21,2.2200000286102295
2015-04-22,2.3399999141693115
2015-04-23,2.388000011444092
2015-04-24,2.3519999980926514
2015-04-27,2.375999927520752
2015-04-28,2.4600000381469727
2015-04-29,2.640000104904175
2015-04-30,2.880000114440918
2015-05-01,2.640000104904175
2015-05-04,2.4600000381469727
2015-05-05,2.507999897003174
2015-05-06,2.4000000953674316
2015-05-07,2.4000000953674316
2015-05-08,2.436000108718872
2015-05-11,2.4600000381469727
2015-05-12,2.4600000381469727
2015-05-13,2.4000000953674316
2015-05-14,2.4000000953674316
2015-05-15,2.4000000953674316
2015-05-18,2.3399999141693115
2015-05-19,2.4000000953674316
2015-05-20,2.1600000858306885
2015-05-21,2.1600000858306885
2015-05-22,2.196000099182129
2015-05-26,2.1600000858306885
2015-05-27,2.2200000286102295
2015-05-28,2.1600000858306885
2015-05-29,2.2799999713897705
2015-06-01,2.2200000286102295
2015-06-02,2.0999999046325684
2015-06-03,2.0160000324249268
2015-06-04,2.052000045776367
2015-06-05,2.1600000858306885
2015-06-08,2.0280001163482666
2015-06-09,2.0759999752044678
2015-06-10,2.0399999618530273
2015-06-11,2.0880000591278076
2015-06-12,2.171999931335449
2015-06-15,2.184000015258789
2015-06-16,2.184000015258789
2015-06-17,2.0399999618530273
2015-06-18,2.0999999046325684
2015-06-19,2.052000045776367
2015-06-22,2.135999917984009
2015-06-23,2.1480000019073486
2015-06-24,1.944000005722046
2015-06-25,1.9320000410079956
2015-06-26,1.944000005722046
2015-06-29,1.944000005722046
2015-06-30,2.0399999618530273
2015-07-01,2.1600000858306885
2015-07-02,2.135999917984009
2015-07-06,2.1600000858306885
2015-07-07,2.1600000858306885
2015-07-08,2.0880000591278076
2015-07-09,1.8960000276565552
2015-07-10,1.8960000276565552
2015-07-13,1.9199999570846558
2015-07-14,1.9199999570846558
2015-07-15,1.944000005722046
2015-07-16,1.8600000143051147
2015-07-17,1.7400000095367432
2015-07-20,1.7400000095367432
2015-07-21,1.6200000047683716
2015-07-22,1.6200000047683716
2015-07-23,1.6200000047683716
2015-07-24,1.7280000448226929
2015-07-27,2.0280001163482666
2015-07-28,2.052000045776367
2015-07-29,2.0999999046325684
2015-07-30,2.1600000858306885
2015-07-31,2.2079999446868896
2015-08-03,2.135999917984009
2015-08-04,2.135999917984009
2015-08-05,2.135999917984009
2015-08-06,2.111999988555908
2015-08-07,2.0999999046325684
2015-08-10,2.0999999046325684
2015-08-11,2.0399999618530273
2015-08-12,2.003999948501587
2015-08-13,2.003999948501587
2015-08-14,1.9800000190734863
2015-08-17,1.9800000190734863
2015-08-18,1.9199999570846558
2015-08-19,2.0160000324249268
2015-08-20,2.0399999618530273
2015-08-21,1.9199999570846558
2015-08-24,1.8240000009536743
2015-08-25,1.8240000009536743
2015-08-26,1.7879999876022339
2015-08-27,1.7999999523162842
2015-08-28,1.7999999523162842
2015-08-31,1.7999999523162842
2015-09-01,1.7760000228881836
2015-09-02,1.7760000228881836
2015-09-03,1.7760000228881836
2015-09-04,1.7999999523162842
2015-09-08,1.7640000581741333
2015-09-09,1.7999999523162842
2015-09-10,1.8359999656677246
2015-09-11,1.7879999876022339
2015-09-14,1.7400000095367432
2015-09-15,1.7400000095367432
2015-09-16,1.6799999475479126
2015-09-17,1.6679999828338623
2015-09-18,1.6799999475479126
2015-09-21,1.656000018119812
2015-09-22,1.5720000267028809
2015-09-23,1.5720000267028809
2015-09-24,1.5959999561309814
2015-09-25,1.5360000133514404
2015-09-28,1.4759999513626099
2015-09-29,1.4520000219345093
2015-09-30,1.4160000085830688
2015-10-01,1.5240000486373901
2015-10-02,1.5360000133514404
2015-10-05,1.559999942779541
2015-10-06,1.559999942779541
2015-10-07,1.559999942779541
2015-10-08,1.559999942779541
2015-10-09,1.559999942779541
2015-10-12,1.559999942779541
2015-10-13,1.6200000047683716
2015-10-14,1.6200000047683716
2015-10-15,1.6080000400543213
2015-10-16,1.6200000047683716
2015-10-19,1.559999942779541
2015-10-20,1.4880000352859497
2015-10-21,1.6440000534057617
2015-10-22,1.6080000400543213
2015-10-23,1.559999942779541
2015-10-26,1.7400000095367432
2015-10-27,1.7400000095367432
2015-10-28,1.7280000448226929
2015-10-29,1.9199999570846558
2015-10-30,1.7999999523162842
2015-11-02,1.7999999523162842
2015-11-03,1.7999999523162842
2015-11-04,1.9199999570846558
2015-11-05,1.9199999570846558
2015-11-06,2.0399999618530273
2015-11-09,2.1600000858306885
2015-11-10,2.2799999713897705
2015-11-11,2.0759999752044678
2015-11-12,2.1600000858306885
2015-11-13,2.2200000286102295
2015-11-16,2.2799999713897705
2015-11-17,2.2799999713897705
2015-11-18,2.2079999446868896
2015-11-19,1.9800000190734863
2015-11-20,2.0399999618530273
2015-11-23,2.0399999618530273
2015-11-24,2.0399999618530273
2015-11-25,2.0160000324249268
2015-11-27,2.0160000324249268
2015-11-30,2.0999999046325684
2015-12-01,2.0999999046325684
2015-12-02,2.0280001163482666
2015-12-03,2.0399999618530273
2015-12-04,2.0999999046325684
2015-12-07,2.0999999046325684
2015-12-08,2.0999999046325684
2015-12-09,2.0399999618530273
2015-12-10,2.0999999046325684
2015-12-11,2.0160000324249268
2015-12-14,2.0160000324249268
2015-12-15,1.9800000190734863
2015-12-16,2.003999948501587
2015-12-17,2.0280001163482666
2015-12-18,1.812000036239624
2015-12-21,1.9320000410079956
2015-12-22,1.7400000095367432
2015-12-23,1.715999960899353
2015-12-24,1.7999999523162842
2015-12-28,1.9199999570846558
2015-12-29,1.9800000190734863
2015-12-30,1.7519999742507935
2015-12-31,1.7039999961853027
2016-01-04,1.6440000534057617
2016-01-05,1.559999942779541
2016-01-06,1.6679999828338623
2016-01-07,1.6679999828338623
2016-01-08,1.6799999475479126
2016-01-11,1.6920000314712524
2016-01-12,1.6920000314712524
2016-01-13,1.7400000095367432
2016-01-14,1.5360000133514404
2016-01-15,1.559999942779541
2016-01-19,1.3919999599456787
2016-01-20,1.559999942779541
2016-01-21,1.5479999780654907
2016-01-22,1.5
2016-01-25,1.4160000085830688
2016-01-26,1.440000057220459
2016-01-27,1.5240000486373901
2016-01-28,1.440000057220459
2016-01-29,1.4639999866485596
2016-02-01,1.4639999866485596
2016-02-02,1.4639999866485596
2016-02-03,1.4639999866485596
2016-02-04,1.3680000305175781
2016-02-05,1.440000057220459
2016-02-08,1.4520000219345093
2016-02-09,1.440000057220459
2016-02-10,1.440000057220459
2016-02-11,1.4279999732971191
2016-02-12,1.440000057220459
2016-02-16,1.6200000047683716
2016-02-17,1.6200000047683716
2016-02-18,1.6799999475479126
2016-02-19,1.6799999475479126
2016-02-22,1.9199999570846558
2016-02-23,1.8240000009536743
2016-02-24,1.8600000143051147
2016-02-25,1.8480000495910645
2016-02-26,1.9800000190734863
2016-02-29,2.0999999046325684
2016-03-01,2.1600000858306885
2016-03-02,2.2200000286102295
2016-03-03,2.24399995803833
2016-03-04,2.1600000858306885
2016-03-07,2.1600000858306885
2016-03-08,2.0759999752044678
2016-03-09,2.0399999618530273
2016-03-10,1.968000054359436
2016-03-11,1.9199999570846558
2016-03-14,1.9199999570846558
2016-03-15,1.9199999570846558
2016-03-16,1.812000036239624
2016-03-17,1.9199999570846558
2016-03-18,1.9199999570846558
2016-03-21,1.9559999704360962
2016-03-22,1.9559999704360962
2016-03-23,1.9800000190734863
2016-03-24,1.9199999570846558
2016-03-28,1.9800000190734863
2016-03-29,1.9199999570846558
2016-03-30,1.9559999704360962
2016-03-31,1.9199999570846558
2016-04-01,1.9079999923706055
2016-04-04,1.9800000190734863
2016-04-05,1.9800000190734863
2016-04-06,1.9559999704360962
2016-04-07,1.9199999570846558
2016-04-08,1.9559999704360962
2016-04-11,1.9559999704360962
2016-04-12,1.9199999570846558
2016-04-13,1.9199999570846558
2016-04-14,1.9199999570846558
2016-04-15,1.9199999570846558
2016-04-18,1.9199999570846558
2016-04-19,1.8960000276565552
2016-04-20,1.9199999570846558
2016-04-21,1.8600000143051147
2016-04-22,1.9199999570846558
2016-04-25,1.9199999570846558
2016-04-26,1.9199999570846558
2016-04-27,1.8600000143051147
2016-04-28,1.871999979019165
2016-04-29,1.871999979019165
2016-05-02,1.7760000228881836
2016-05-03,1.8240000009536743
2016-05-04,1.9079999923706055
2016-05-05,1.9079999923706055
2016-05-06,1.8600000143051147
2016-05-09,1.9199999570846558
2016-05-10,1.9199999570846558
2016-05-11,1.9199999570846558
2016-05-12,2.0399999618530273
2016-05-13,2.0280001163482666
2016-05-16,2.0880000591278076
2016-05-17,2.0399999618530273
2016-05-18,1.9199999570846558
2016-05-19,1.9199999570846558
2016-05-20,1.9559999704360962
2016-05-23,1.9559999704360962
2016-05-24,2.003999948501587
2016-05-25,1.9559999704360962
2016-05-26,1.8960000276565552
2016-05-27,1.9800000190734863
2016-05-31,1.9800000190734863
2016-06-01,1.9199999570846558
2016-06-02,1.9199999570846558
2016-06-03,1.9559999704360962
2016-06-06,1.9559999704360962
2016-06-07,2.0280001163482666
2016-06-08,1.9199999570846558
2016-06-09,2.0160000324249268
2016-06-10,1.968000054359436
2016-06-13,1.9199999570846558
2016-06-14,2.0160000324249268
2016-06-15,2.0160000324249268
2016-06-16,2.0160000324249268
2016-06-17,1.9800000190734863
2016-06-20,1.9199999570846558
2016-06-21,1.9919999837875366
2016-06-22,1.9919999837875366
2016-06-23,1.9320000410079956
2016-06-24,1.9199999570846558
2016-06-27,1.812000036239624
2016-06-28,1.8240000009536743
2016-06-29,1.8359999656677246
2016-06-30,1.9199999570846558
2016-07-01,1.871999979019165
2016-07-05,1.7999999523162842
2016-07-06,1.7999999523162842
2016-07-07,1.8600000143051147
2016-07-08,1.7999999523162842
2016-07-11,1.7999999523162842
2016-07-12,1.7760000228881836
2016-07-13,1.7760000228881836
2016-07-14,1.7400000095367432
2016-07-15,1.7879999876022339
2016-07-18,1.7999999523162842
2016-07-19,1.8240000009536743
2016-07-20,1.7400000095367432
2016-07-21,1.7400000095367432
2016-07-22,1.7039999961853027
2016-07-25,1.6799999475479126
2016-07-26,1.6799999475479126
2016-07-27,1.6799999475479126
2016-07-28,1.7999999523162842
2016-07-29,1.7519999742507935
2016-08-01,1.812000036239624
2016-08-02,1.812000036239624
2016-08-03,1.7400000095367432
2016-08-04,1.6799999475479126
2016-08-05,1.6799999475479126
2016-08-08,1.6799999475479126
2016-08-09,1.6799999475479126
2016-08-10,1.7640000581741333
2016-08-11,1.9320000410079956
2016-08-12,1.8600000143051147
2016-08-15,1.8480000495910645
2016-08-16,1.6799999475479126
2016-08-17,1.8359999656677246
2016-08-18,1.7999999523162842
2016-08-19,1.812000036239624
2016-08-22,2.0399999618530273
2016-08-23,2.0999999046325684
2016-08-24,2.1600000858306885
2016-08-25,2.052000045776367
2016-08-26,2.0399999618530273
2016-08-29,2.0399999618530273
2016-08-30,1.9800000190734863
2016-08-31,1.9919999837875366
2016-09-01,2.2200000286102295
2016-09-02,2.2799999713897705
2016-09-06,2.4000000953674316
2016-09-07,2.640000104904175
2016-09-08,2.5199999809265137
2016-09-09,2.5199999809265137
2016-09-12,2.5199999809265137
2016-09-13,2.5199999809265137
2016-09-14,2.700000047683716
2016-09-15,2.747999906539917
2016-09-16,2.640000104904175
2016-09-19,2.5799999237060547
2016-09-20,2.6640000343322754
2016-09-21,2.5799999237060547
2016-09-22,2.640000104904175
2016-09-23,2.628000020980835
2016-09-26,2.5799999237060547
2016-09-27,2.640000104904175
2016-09-28,2.568000078201294
2016-09-29,2.5799999237060547
2016-09-30,2.759999990463257
2016-10-03,2.759999990463257
2016-10-04,2.6040000915527344
2016-10-05,2.615999937057495
2016-10-06,2.6519999504089355
2016-10-07,2.640000104904175
2016-10-10,2.687999963760376
2016-10-11,2.687999963760376
2016-10-12,2.6640000343322754
2016-10-13,2.759999990463257
2016-10-14,2.700000047683716
