,CATB
2019-05-17,7.960000038146973
2019-05-20,7.769999980926514
2019-05-21,8.220000267028809
2019-05-22,8.010000228881836
2019-05-23,7.389999866485596
2019-05-24,7.289999961853027
2019-05-28,6.909999847412109
2019-05-29,6.880000114440918
2019-05-30,6.75
2019-05-31,6.860000133514404
2019-06-03,6.670000076293945
2019-06-04,6.53000020980835
2019-06-05,6.179999828338623
2019-06-06,6.139999866485596
2019-06-07,6.099999904632568
2019-06-10,5.949999809265137
2019-06-11,5.860000133514404
2019-06-12,5.900000095367432
2019-06-13,5.949999809265137
2019-06-14,5.889999866485596
2019-06-17,6.050000190734863
2019-06-18,6.449999809265137
2019-06-19,6.840000152587891
2019-06-20,7.489999771118164
2019-06-21,7.590000152587891
2019-06-24,7.710000038146973
2019-06-25,7.480000019073486
2019-06-26,7.610000133514404
2019-06-27,7.800000190734863
2019-06-28,8.069999694824219
2019-07-01,7.679999828338623
2019-07-02,7.539999961853027
2019-07-03,7.5
2019-07-05,7.460000038146973
2019-07-08,7.440000057220459
2019-07-09,7.579999923706055
2019-07-10,7.699999809265137
2019-07-11,7.599999904632568
2019-07-12,7.489999771118164
2019-07-15,7.449999809265137
2019-07-16,7.429999828338623
2019-07-17,7.409999847412109
2019-07-18,7.309999942779541
2019-07-19,7.110000133514404
2019-07-22,7.139999866485596
2019-07-23,7.099999904632568
2019-07-24,7.099999904632568
2019-07-25,6.809999942779541
2019-07-26,6.820000171661377
2019-07-29,7.139999866485596
2019-07-30,7.389999866485596
2019-07-31,7.079999923706055
2019-08-01,6.829999923706055
2019-08-02,6.90500020980835
2019-08-05,6.650000095367432
2019-08-06,6.650000095367432
2019-08-07,6.489999771118164
2019-08-08,6.610000133514404
2019-08-09,6.559999942779541
2019-08-12,6.389999866485596
2019-08-13,6.40500020980835
2019-08-14,6.099999904632568
2019-08-15,6.050000190734863
2019-08-16,6.079999923706055
2019-08-19,6.340000152587891
2019-08-20,6.599999904632568
2019-08-21,7.010000228881836
2019-08-22,6.710000038146973
2019-08-23,6.679999828338623
2019-08-26,6.849999904632568
2019-08-27,6.28000020980835
2019-08-28,6.550000190734863
2019-08-29,6.309999942779541
2019-08-30,6.170000076293945
2019-09-03,6.389999866485596
2019-09-04,6.329999923706055
2019-09-05,6.090000152587891
2019-09-06,6.0
2019-09-09,6.03000020980835
2019-09-10,6.099999904632568
2019-09-11,6.360000133514404
2019-09-12,6.0
2019-09-13,6.03000020980835
2019-09-16,6.010000228881836
2019-09-17,6.0
2019-09-18,5.920000076293945
2019-09-19,6.050000190734863
2019-09-20,6.0
2019-09-23,5.659999847412109
2019-09-24,5.190000057220459
2019-09-25,5.260000228881836
2019-09-26,5.170000076293945
2019-09-27,5.300000190734863
2019-09-30,5.400000095367432
2019-10-01,4.980000019073486
2019-10-02,4.980000019073486
2019-10-03,4.880000114440918
2019-10-04,4.840000152587891
2019-10-07,4.559999942779541
2019-10-08,4.659999847412109
2019-10-09,5.389999866485596
2019-10-10,5.190000057220459
2019-10-11,4.96999979019165
2019-10-14,4.900000095367432
2019-10-15,4.800000190734863
2019-10-16,4.760000228881836
2019-10-17,4.809999942779541
2019-10-18,4.670000076293945
2019-10-21,4.75
2019-10-22,4.730000019073486
2019-10-23,4.75
2019-10-24,4.71999979019165
2019-10-25,4.949999809265137
2019-10-28,5.039999961853027
2019-10-29,4.909999847412109
2019-10-30,5.099999904632568
2019-10-31,5.070000171661377
2019-11-01,5.579999923706055
2019-11-04,5.21999979019165
2019-11-05,5.269999980926514
2019-11-06,5.190000057220459
2019-11-07,5.289999961853027
2019-11-08,5.119999885559082
2019-11-11,5.349999904632568
2019-11-12,5.449999809265137
2019-11-13,5.309999942779541
2019-11-14,5.260000228881836
2019-11-15,5.070000171661377
2019-11-18,4.989999771118164
2019-11-19,4.96999979019165
2019-11-20,4.929999828338623
2019-11-21,4.989999771118164
2019-11-22,4.960000038146973
2019-11-25,4.960000038146973
2019-11-26,5.0
2019-11-27,5.320000171661377
2019-11-29,5.659999847412109
2019-12-02,6.099999904632568
2019-12-03,5.809999942779541
2019-12-04,6.039999961853027
2019-12-05,5.880000114440918
2019-12-06,5.78000020980835
2019-12-09,5.699999809265137
2019-12-10,5.650000095367432
2019-12-11,5.5
2019-12-12,5.559999942779541
2019-12-13,5.53000020980835
2019-12-16,5.610000133514404
2019-12-17,5.53000020980835
2019-12-18,5.369999885559082
2019-12-19,5.400000095367432
2019-12-20,5.199999809265137
2019-12-23,5.75
2019-12-24,6.010000228881836
2019-12-26,5.860000133514404
2019-12-27,5.860000133514404
2019-12-30,5.880000114440918
2019-12-31,5.909999847412109
2020-01-02,6.070000171661377
2020-01-03,5.949999809265137
2020-01-06,6.070000171661377
2020-01-07,5.920000076293945
2020-01-08,5.829999923706055
2020-01-09,6.050000190734863
2020-01-10,6.309999942779541
2020-01-13,6.550000190734863
2020-01-14,6.630000114440918
2020-01-15,6.789999961853027
2020-01-16,7.0
2020-01-17,7.0
2020-01-21,6.679999828338623
2020-01-22,6.949999809265137
2020-01-23,6.510000228881836
2020-01-24,6.03000020980835
2020-01-27,5.539999961853027
2020-01-28,5.679999828338623
2020-01-29,5.670000076293945
2020-01-30,5.53000020980835
2020-01-31,5.300000190734863
2020-02-03,5.53000020980835
2020-02-04,5.420000076293945
2020-02-05,5.460000038146973
2020-02-06,5.46999979019165
2020-02-07,5.389999866485596
2020-02-10,5.309999942779541
2020-02-11,5.329999923706055
2020-02-12,5.320000171661377
2020-02-13,5.340000152587891
2020-02-14,5.369999885559082
2020-02-18,5.429999828338623
2020-02-19,5.574999809265137
2020-02-20,5.550000190734863
2020-02-21,5.46999979019165
2020-02-24,5.110000133514404
2020-02-25,4.869999885559082
2020-02-26,4.820000171661377
2020-02-27,4.71999979019165
2020-02-28,4.880000114440918
2020-03-02,5.139999866485596
2020-03-03,5.03000020980835
2020-03-04,5.210000038146973
2020-03-05,5.050000190734863
2020-03-06,4.909999847412109
2020-03-09,4.699999809265137
2020-03-10,4.789999961853027
2020-03-11,4.440000057220459
2020-03-12,3.950000047683716
2020-03-13,3.7899999618530273
2020-03-16,3.259999990463257
2020-03-17,3.2799999713897705
2020-03-18,2.7699999809265137
2020-03-19,2.8499999046325684
2020-03-20,3.200000047683716
2020-03-23,3.440000057220459
2020-03-24,3.859999895095825
2020-03-25,4.079999923706055
2020-03-26,4.019999980926514
2020-03-27,3.9600000381469727
2020-03-30,4.070000171661377
2020-03-31,4.150000095367432
2020-04-01,3.859999895095825
2020-04-02,3.8299999237060547
2020-04-03,3.799999952316284
2020-04-06,4.0
2020-04-07,3.990000009536743
2020-04-08,4.409999847412109
2020-04-09,4.559999942779541
2020-04-13,4.849999904632568
2020-04-14,5.110000133514404
2020-04-15,5.179999828338623
2020-04-16,5.289999961853027
2020-04-17,5.449999809265137
2020-04-20,5.309999942779541
2020-04-21,5.010000228881836
2020-04-22,5.099999904632568
2020-04-23,5.400000095367432
2020-04-24,5.510000228881836
2020-04-27,5.760000228881836
2020-04-28,5.860000133514404
2020-04-29,5.820000171661377
2020-04-30,5.670000076293945
2020-05-01,5.420000076293945
2020-05-04,5.889999866485596
2020-05-05,5.940000057220459
2020-05-06,5.949999809265137
2020-05-07,5.960000038146973
2020-05-08,6.059999942779541
2020-05-11,5.980000019073486
2020-05-12,5.929999828338623
2020-05-13,5.940000057220459
2020-05-14,5.860000133514404
2020-05-15,6.159999847412109
2020-05-18,6.369999885559082
2020-05-19,6.159999847412109
2020-05-20,6.21999979019165
2020-05-21,6.260000228881836
2020-05-22,6.150000095367432
2020-05-26,6.130000114440918
2020-05-27,6.320000171661377
2020-05-28,6.119999885559082
2020-05-29,6.210000038146973
2020-06-01,6.170000076293945
2020-06-02,6.449999809265137
2020-06-03,6.570000171661377
2020-06-04,6.599999904632568
2020-06-05,6.179999828338623
2020-06-08,6.349999904632568
2020-06-09,6.610000133514404
2020-06-10,6.869999885559082
2020-06-11,6.170000076293945
2020-06-12,6.550000190734863
2020-06-15,6.760000228881836
2020-06-16,6.869999885559082
2020-06-17,7.019999980926514
2020-06-18,6.940000057220459
2020-06-19,7.130000114440918
2020-06-22,7.25
2020-06-23,7.389999866485596
2020-06-24,7.369999885559082
2020-06-25,7.449999809265137
2020-06-26,7.050000190734863
2020-06-29,6.989999771118164
2020-06-30,6.429999828338623
2020-07-01,6.409999847412109
2020-07-02,6.710000038146973
2020-07-06,6.670000076293945
2020-07-07,6.760000228881836
2020-07-08,6.679999828338623
2020-07-09,6.489999771118164
2020-07-10,6.440000057220459
2020-07-13,6.329999923706055
2020-07-14,6.53000020980835
2020-07-15,6.650000095367432
2020-07-16,6.510000228881836
2020-07-17,6.570000171661377
2020-07-20,6.610000133514404
2020-07-21,6.590000152587891
2020-07-22,6.690000057220459
2020-07-23,6.820000171661377
2020-07-24,6.599999904632568
2020-07-27,6.659999847412109
2020-07-28,6.550000190734863
2020-07-29,5.980000019073486
2020-07-30,5.900000095367432
2020-07-31,5.78000020980835
2020-08-03,6.099999904632568
2020-08-04,6.440000057220459
2020-08-05,6.579999923706055
2020-08-06,6.449999809265137
2020-08-07,6.510000228881836
2020-08-10,6.639999866485596
2020-08-11,6.610000133514404
2020-08-12,6.75
2020-08-13,6.820000171661377
2020-08-14,6.849999904632568
2020-08-17,7.110000133514404
2020-08-18,7.199999809265137
2020-08-19,6.730000019073486
2020-08-20,6.730000019073486
2020-08-21,7.550000190734863
2020-08-24,8.199999809265137
2020-08-25,7.650000095367432
2020-08-26,7.159999847412109
2020-08-27,6.71999979019165
2020-08-28,6.840000152587891
2020-08-31,6.599999904632568
2020-09-01,6.300000190734863
2020-09-02,6.360000133514404
2020-09-03,6.079999923706055
2020-09-04,5.960000038146973
2020-09-08,6.519999980926514
2020-09-09,6.659999847412109
2020-09-10,6.71999979019165
2020-09-11,6.489999771118164
2020-09-14,6.909999847412109
2020-09-15,6.53000020980835
2020-09-16,6.769999980926514
2020-09-17,6.940000057220459
2020-09-18,7.0
2020-09-21,6.679999828338623
2020-09-22,6.519999980926514
2020-09-23,6.25
2020-09-24,6.010000228881836
2020-09-25,6.289999961853027
2020-09-28,6.239999771118164
2020-09-29,6.110000133514404
2020-09-30,6.190000057220459
2020-10-01,6.300000190734863
2020-10-02,6.130000114440918
2020-10-05,6.440000057220459
2020-10-06,6.510000228881836
2020-10-07,6.630000114440918
2020-10-08,6.539999961853027
2020-10-09,6.28000020980835
2020-10-12,6.21999979019165
2020-10-13,6.380000114440918
2020-10-14,6.269999980926514
2020-10-15,6.21999979019165
2020-10-16,6.260000228881836
2020-10-19,6.039999961853027
2020-10-20,5.860000133514404
2020-10-21,5.409999847412109
2020-10-22,5.900000095367432
2020-10-23,5.820000171661377
2020-10-26,5.360000133514404
2020-10-27,1.559999942779541
2020-10-28,1.4299999475479126
2020-10-29,1.3899999856948853
2020-10-30,1.340000033378601
2020-11-02,1.3600000143051147
2020-11-03,1.340000033378601
2020-11-04,1.3300000429153442
2020-11-05,1.3799999952316284
2020-11-06,1.3200000524520874
2020-11-09,1.3600000143051147
2020-11-10,1.3899999856948853
2020-11-11,1.4299999475479126
2020-11-12,1.399999976158142
2020-11-13,1.409999966621399
2020-11-16,1.3799999952316284
2020-11-17,1.409999966621399
2020-11-18,1.3600000143051147
2020-11-19,1.3799999952316284
2020-11-20,1.3600000143051147
2020-11-23,1.4500000476837158
2020-11-24,1.4600000381469727
2020-11-25,1.5
2020-11-27,1.590000033378601
2020-11-30,1.649999976158142
2020-12-01,1.6299999952316284
2020-12-02,2.0899999141693115
2020-12-03,1.9299999475479126
2020-12-04,1.9199999570846558
2020-12-07,1.899999976158142
2020-12-08,1.9500000476837158
2020-12-09,1.8899999856948853
2020-12-10,1.9299999475479126
2020-12-11,2.2100000381469727
2020-12-14,2.049999952316284
2020-12-15,2.130000114440918
2020-12-16,2.0799999237060547
2020-12-17,2.109999895095825
2020-12-18,2.1600000858306885
2020-12-21,2.180000066757202
2020-12-22,2.119999885559082
2020-12-23,2.380000114440918
2020-12-24,2.25
2020-12-28,2.130000114440918
2020-12-29,2.140000104904175
2020-12-30,2.2300000190734863
2020-12-31,2.140000104904175
2021-01-04,2.25
2021-01-05,2.2699999809265137
2021-01-06,2.2899999618530273
2021-01-07,2.440000057220459
2021-01-08,2.359999895095825
2021-01-11,2.5
2021-01-12,2.4200000762939453
2021-01-13,2.359999895095825
2021-01-14,2.7100000381469727
2021-01-15,2.609999895095825
2021-01-19,2.6600000858306885
2021-01-20,2.5899999141693115
2021-01-21,2.740000009536743
2021-01-22,2.7300000190734863
2021-01-25,2.75
2021-01-26,2.6500000953674316
2021-01-27,2.509999990463257
2021-01-28,2.430000066757202
2021-01-29,4.150000095367432
2021-02-01,3.640000104904175
2021-02-02,3.2699999809265137
2021-02-03,3.2799999713897705
2021-02-04,3.4600000381469727
2021-02-05,3.299999952316284
2021-02-08,3.5
2021-02-09,3.5399999618530273
2021-02-10,3.5299999713897705
2021-02-11,3.5
2021-02-12,3.5199999809265137
2021-02-16,3.5
2021-02-17,3.450000047683716
2021-02-18,3.190000057220459
2021-02-19,3.559999942779541
2021-02-22,3.1500000953674316
2021-02-23,2.990000009536743
2021-02-24,2.9700000286102295
2021-02-25,2.8499999046325684
2021-02-26,2.880000114440918
2021-03-01,3.0199999809265137
2021-03-02,2.930000066757202
2021-03-03,3.0799999237060547
2021-03-04,2.869999885559082
2021-03-05,2.809999942779541
2021-03-08,2.859999895095825
2021-03-09,2.9200000762939453
2021-03-10,3.0199999809265137
2021-03-11,3.4600000381469727
2021-03-12,3.369999885559082
2021-03-15,3.450000047683716
2021-03-16,3.559999942779541
2021-03-17,3.5799999237060547
2021-03-18,3.359999895095825
2021-03-19,3.450000047683716
2021-03-22,3.3399999141693115
2021-03-23,3.130000114440918
2021-03-24,2.880000114440918
2021-03-25,3.0
2021-03-26,2.880000114440918
2021-03-29,2.630000114440918
2021-03-30,2.674999952316284
2021-03-31,2.890000104904175
2021-04-01,2.869999885559082
2021-04-05,2.859999895095825
2021-04-06,2.7799999713897705
2021-04-07,2.809999942779541
2021-04-08,2.7799999713897705
2021-04-09,2.7100000381469727
2021-04-12,2.440000057220459
2021-04-13,2.5250000953674316
2021-04-14,2.4700000286102295
2021-04-15,2.369999885559082
2021-04-16,2.240000009536743
2021-04-19,2.430000066757202
2021-04-20,2.25
2021-04-21,2.319999933242798
2021-04-22,2.369999885559082
2021-04-23,2.25
2021-04-26,2.319999933242798
2021-04-27,2.2799999713897705
2021-04-28,2.2799999713897705
2021-04-29,2.259999990463257
2021-04-30,2.25
2021-05-03,2.190000057220459
2021-05-04,1.9900000095367432
2021-05-05,2.009999990463257
2021-05-06,1.909999966621399
2021-05-07,1.9600000381469727
2021-05-10,1.8600000143051147
2021-05-11,1.7799999713897705
2021-05-12,1.7699999809265137
2021-05-13,1.7400000095367432
2021-05-14,1.7799999713897705
